Reward Loss,Running Env Steps,Running Reverse KL,Running Forward KL,Itration,Real Det Return,Real Sto Return,Running Update Time
-96062.6484375,2080000,30.9557,73.6047,416,757.14,207.97,416
-96429.2890625,2085000,30.9376,74.3515,417,951.55,212.93,417
-96418.9921875,2090000,30.7665,73.9873,418,698.83,238.16,418
-96204.8828125,2095000,30.5247,73.3788,419,799.71,203.37,419
-96070.703125,2100000,30.2663,74.2844,420,704.55,272.69,420
-96059.046875,2105000,30.5226,73.8848,421,853.77,181.92,421
-96297.765625,2110000,30.6353,74.528,422,806.18,225.67,422
-96729.046875,2115000,31.1075,74.9835,423,747.62,262.28,423
-96400.4765625,2120000,30.5417,75.5688,424,844.38,233.77,424
-96275.3046875,2125000,30.4501,74.0946,425,700.8,250.24,425
-96315.921875,2130000,30.3686,74.236,426,553.55,229.98,426
-96370.546875,2135000,30.8398,74.7144,427,750.69,280.07,427
-95996.90625,2140000,30.5282,74.2462,428,849.19,268.67,428
-96586.5078125,2145000,30.7411,74.2411,429,797.1,197.87,429
-96083.7734375,2150000,30.6255,75.0336,430,754.71,215.55,430
-96116.0546875,2155000,30.484,75.0968,431,958.51,305.45,431
-96690.703125,2160000,30.5245,74.3761,432,606.67,227.95,432
-96431.96875,2165000,30.4741,73.5755,433,801.22,217.39,433
-96545.09375,2170000,30.9492,75.2653,434,704.31,211.03,434
-96530.1484375,2175000,30.3018,74.9547,435,744.5,215.83,435
-96639.1171875,2180000,30.41,74.6143,436,753.11,234.09,436
-96722.453125,2185000,30.6432,74.3194,437,760.54,239.84,437
-96751.8828125,2190000,31.235,74.2369,438,904.47,178.01,438
-96320.2734375,2195000,30.2411,73.8342,439,759.63,231.0,439
-96304.5859375,2200000,30.4009,74.705,440,907.46,265.0,440
-96729.734375,2205000,30.2241,74.3996,441,644.81,239.82,441
-96526.6640625,2210000,30.6275,74.697,442,801.91,232.1,442
-96649.921875,2215000,30.8923,74.6636,443,897.6,228.76,443
-96760.0703125,2220000,30.3074,74.6308,444,853.92,265.64,444
-96763.75,2225000,30.1515,74.8295,445,808.63,222.44,445
-96716.1953125,2230000,30.9231,73.9706,446,850.18,189.7,446
-96628.6015625,2235000,30.7924,74.2156,447,902.48,227.73,447
-96432.71875,2240000,30.1928,73.5709,448,804.4,205.42,448
-96787.0234375,2245000,30.5823,74.8514,449,857.58,193.65,449
-96790.84375,2250000,30.8499,73.8843,450,1003.05,251.08,450
-96609.265625,2255000,30.5042,73.8635,451,958.35,236.3,451
-96367.2109375,2260000,30.2042,73.829,452,860.51,198.42,452
-96953.84375,2265000,30.0451,72.9953,453,951.38,208.09,453
-96805.8203125,2270000,30.229,73.3794,454,813.56,204.46,454
-96409.5234375,2275000,30.1128,74.1671,455,1003.83,266.68,455
-96755.5546875,2280000,30.2049,74.1319,456,800.12,246.46,456
-96892.3203125,2285000,30.6127,74.1408,457,839.94,196.0,457
-96554.2734375,2290000,30.4389,73.918,458,846.54,265.94,458
-96944.1171875,2295000,30.3304,74.452,459,806.04,257.71,459
-96911.75,2300000,30.1821,73.2785,460,753.3,185.83,460
-96582.5390625,2305000,30.5894,73.9493,461,708.34,268.71,461
-96831.078125,2310000,30.5318,74.1062,462,755.02,242.0,462
-96742.546875,2315000,30.1269,74.1885,463,957.07,242.45,463
-97013.1015625,2320000,30.3337,74.9574,464,765.49,225.57,464
-96898.59375,2325000,30.3115,74.909,465,759.54,242.94,465
-96837.453125,2330000,30.1799,73.8761,466,655.49,218.6,466
-96722.65625,2335000,30.3885,74.526,467,805.26,234.11,467
-96500.5390625,2340000,29.7753,73.6507,468,811.37,219.41,468
-96452.6953125,2345000,29.7998,73.2969,469,908.11,237.91,469
-96835.15625,2350000,30.5581,74.3989,470,706.62,195.7,470
-96859.625,2355000,30.0683,74.3104,471,860.29,233.54,471
-96778.1796875,2360000,30.4199,74.3395,472,756.7,266.26,472
-96841.109375,2365000,30.5006,73.6915,473,754.95,235.19,473
-97188.1484375,2370000,30.6339,74.8438,474,705.73,258.4,474
-97087.9453125,2375000,30.4171,74.4132,475,710.08,255.1,475
-96666.6171875,2380000,29.8508,74.307,476,754.96,210.94,476
-96971.34375,2385000,30.176,74.7391,477,809.26,199.9,477
-96924.2421875,2390000,30.1771,73.2537,478,808.16,199.24,478
-96870.46875,2395000,30.4974,74.6764,479,852.74,255.93,479
-96933.7578125,2400000,30.7009,74.2364,480,754.13,227.01,480
-97109.6171875,2405000,30.2573,74.6801,481,809.64,214.74,481
-97018.296875,2410000,30.3442,74.4413,482,960.25,193.28,482
-96891.859375,2415000,30.2133,74.1238,483,863.2,204.7,483
-97052.71875,2420000,29.8021,74.8911,484,713.47,197.83,484
-96986.8515625,2425000,30.4975,75.8973,485,957.08,272.67,485
-97150.15625,2430000,30.0281,74.3401,486,857.96,230.19,486
-97272.7421875,2435000,30.2983,74.2307,487,854.61,199.31,487
-97009.7578125,2440000,30.392,73.6335,488,845.97,231.24,488
-96927.0,2445000,30.2206,73.7823,489,852.6,247.87,489
-96950.5390625,2450000,30.3638,73.4932,490,852.45,240.83,490
-97162.4453125,2455000,30.0534,74.7326,491,1000.95,251.85,491
-97396.7734375,2460000,30.6111,73.7151,492,859.77,243.96,492
-96982.703125,2465000,30.1088,74.4121,493,858.21,278.05,493
-97384.8125,2470000,30.4239,74.5318,494,858.63,227.27,494
-97232.6953125,2475000,30.4386,74.7929,495,955.36,237.43,495
-97219.7421875,2480000,30.2425,74.6306,496,959.07,260.66,496
-97324.4375,2485000,30.8008,74.712,497,953.97,303.34,497
-96662.7265625,2490000,30.2121,74.8115,498,755.13,216.24,498
-97047.8046875,2495000,30.7122,74.1133,499,854.17,228.35,499
-97033.609375,2500000,30.1889,74.6584,500,799.06,239.16,500
-97015.3046875,2505000,30.5279,74.6201,501,706.87,179.99,501
-97353.5390625,2510000,30.863,74.3528,502,806.92,261.31,502
-96917.0234375,2515000,30.5626,74.3467,503,859.13,280.99,503
-97403.140625,2520000,30.3492,74.0609,504,855.08,251.69,504
-97193.8203125,2525000,30.5302,74.2662,505,803.83,228.02,505
-97115.3125,2530000,30.5952,73.8228,506,801.78,211.21,506
-97057.3203125,2535000,30.1529,74.1173,507,701.68,202.81,507
-96960.953125,2540000,30.2734,74.6781,508,953.84,249.69,508
-97296.28125,2545000,30.7311,73.5287,509,806.98,287.12,509
-97196.7890625,2550000,30.2243,74.1182,510,860.68,255.19,510
-97274.21875,2555000,30.4463,74.0413,511,857.41,280.73,511
-97163.234375,2560000,30.7108,74.3528,512,904.93,274.35,512
-97075.0390625,2565000,30.4679,74.4084,513,907.04,254.19,513
-97506.5234375,2570000,30.9525,74.3069,514,809.61,300.66,514
-96920.9375,2575000,30.4719,74.1172,515,850.48,235.33,515
-97219.5703125,2580000,30.4303,75.3318,516,748.38,233.23,516
-97281.484375,2585000,30.7736,74.7536,517,807.54,229.72,517
-97514.9921875,2590000,30.715,74.6509,518,761.65,235.03,518
-97359.9453125,2595000,30.4924,74.0937,519,858.26,262.93,519
-97517.0,2600000,30.5221,74.961,520,960.4,317.27,520
-97493.375,2605000,30.5788,75.143,521,751.15,245.34,521
-97205.78125,2610000,30.0092,75.0134,522,811.54,261.31,522
-97250.8203125,2615000,30.5614,73.6959,523,808.52,287.09,523
-97279.1484375,2620000,30.5181,73.616,524,764.68,286.63,524
-96988.9453125,2625000,30.4386,74.245,525,815.52,211.02,525
-97367.4296875,2630000,30.2082,74.8334,526,656.14,227.93,526
-97548.015625,2635000,30.9165,74.7787,527,805.63,261.0,527
-97764.4765625,2640000,31.0643,74.729,528,801.85,277.47,528
-97163.0859375,2645000,30.2092,74.0651,529,756.44,281.97,529
-97450.8828125,2650000,30.6701,74.5955,530,851.22,291.57,530
-97330.734375,2655000,30.9522,74.3683,531,700.86,241.51,531
-97490.0078125,2660000,31.1327,74.984,532,801.46,274.83,532
-97542.09375,2665000,30.802,75.3078,533,659.08,232.2,533
-97400.46875,2670000,31.1946,74.6928,534,760.15,225.84,534
-97352.1015625,2675000,30.6911,74.7352,535,910.38,267.51,535
-96880.015625,2680000,30.1785,74.2467,536,707.67,200.19,536
-97152.921875,2685000,30.8188,74.2109,537,756.8,248.86,537
-97464.0546875,2690000,30.6357,74.2701,538,803.09,241.24,538
-97630.8671875,2695000,30.7181,74.3338,539,642.74,266.75,539
-97318.8046875,2700000,31.0435,75.0432,540,745.14,279.23,540
-97286.2265625,2705000,30.48,74.3891,541,753.58,216.79,541
-97427.5703125,2710000,30.5614,74.5351,542,707.34,265.17,542
-96915.953125,2715000,30.0012,74.4377,543,663.23,201.28,543
-97425.65625,2720000,30.9086,74.476,544,749.99,247.16,544
-97442.1953125,2725000,30.842,74.4298,545,703.98,168.98,545
-97569.0703125,2730000,30.9469,74.4643,546,799.18,206.86,546
-97469.75,2735000,30.8372,75.048,547,845.55,268.53,547
-97420.1328125,2740000,30.8251,73.8576,548,895.27,242.29,548
-97361.515625,2745000,30.923,74.1738,549,854.35,212.9,549
-97348.6484375,2750000,30.3464,74.7752,550,646.02,218.51,550
-97401.4921875,2755000,30.6642,74.7546,551,700.98,297.96,551
-97095.578125,2760000,30.4864,74.2174,552,757.83,247.0,552
-97445.9765625,2765000,30.94,74.1656,553,748.5,232.83,553
-97670.796875,2770000,31.3211,74.5243,554,743.05,289.97,554
-97511.140625,2775000,31.2996,75.2521,555,654.87,207.26,555
-97221.625,2780000,30.9905,73.9906,556,747.49,281.58,556
-97468.2734375,2785000,30.7561,74.1983,557,750.08,266.86,557
-97566.6484375,2790000,31.2895,75.1907,558,752.61,232.67,558
-97315.640625,2795000,30.7468,73.3524,559,656.38,280.95,559
-97543.3125,2800000,30.8892,74.8552,560,853.87,256.17,560
-97467.9375,2805000,31.0004,74.5566,561,802.44,194.96,561
-97443.34375,2810000,31.1847,75.3144,562,848.97,257.7,562
-97510.21875,2815000,30.9827,74.3887,563,747.55,246.91,563
-97625.875,2820000,31.1462,74.8458,564,850.18,246.0,564
-97537.984375,2825000,31.2871,75.0782,565,643.19,228.9,565
-97505.859375,2830000,31.6671,74.4116,566,747.05,297.81,566
-97709.1015625,2835000,31.3421,75.7918,567,705.12,284.51,567
-97283.53125,2840000,31.0721,74.1235,568,705.03,250.16,568
-97455.6640625,2845000,31.3902,74.9546,569,836.95,246.84,569
-97701.7890625,2850000,31.583,75.1254,570,946.67,315.85,570
-97581.6484375,2855000,31.326,74.6899,571,790.14,273.64,571
-97611.7421875,2860000,31.4231,74.6977,572,838.9,253.61,572
-97747.25,2865000,30.9914,75.4736,573,701.71,255.83,573
-97514.3359375,2870000,31.0647,74.5358,574,683.87,267.21,574
-97733.6328125,2875000,31.2474,75.1654,575,889.16,289.58,575
-97879.2109375,2880000,31.1146,74.9539,576,928.82,269.07,576
-97867.5546875,2885000,31.1855,75.0241,577,933.72,230.29,577
-97582.3828125,2890000,30.8684,75.0298,578,798.22,284.24,578
-97731.6328125,2895000,31.0214,75.2165,579,740.6,283.01,579
-97310.5390625,2900000,30.6342,75.0284,580,938.04,271.51,580
-97626.9375,2905000,31.44,74.7173,581,744.78,292.12,581
-97545.6796875,2910000,31.0681,74.8988,582,747.06,230.68,582
-97504.796875,2915000,30.9567,74.7722,583,749.23,277.13,583
-97775.9765625,2920000,30.943,74.847,584,954.09,272.59,584
-97774.09375,2925000,31.034,74.908,585,793.99,251.82,585
-97631.71875,2930000,30.7996,74.74,586,802.11,247.09,586
-97493.015625,2935000,30.6566,76.1087,587,794.26,284.94,587
-97595.609375,2940000,30.6468,74.3946,588,793.05,241.78,588
-97546.109375,2945000,30.7893,74.5051,589,697.13,251.12,589
-97564.9921875,2950000,30.921,74.7626,590,737.72,201.86,590
-97455.2578125,2955000,30.7481,74.3971,591,854.59,255.71,591
-97627.4921875,2960000,30.4787,74.4702,592,891.17,206.3,592
-97905.8671875,2965000,31.1168,74.6203,593,842.55,221.56,593
-97753.3515625,2970000,30.8547,74.3972,594,828.88,267.17,594
-97206.8828125,2975000,30.8216,74.0027,595,885.89,237.02,595
-97792.3515625,2980000,31.0947,74.8479,596,700.42,247.33,596
-97741.21875,2985000,30.8735,74.2244,597,742.39,270.53,597
-97482.8828125,2990000,30.8717,75.1954,598,750.86,256.61,598
-97700.8828125,2995000,30.8739,74.1032,599,894.44,234.4,599
