Real Det Return,Running Update Time,Real Sto Return,Running Forward KL,Running Env Steps,Running Reverse KL,Itration,Reward Loss
2242.92,387,1931.86,156.863,1935000,15.6371,387,-13748.1455078125
2279.55,388,1956.72,156.835,1940000,15.7093,388,-13787.61328125
2273.91,389,1931.46,156.8394,1945000,15.6041,389,-13828.6494140625
2286.36,390,1946.8,156.9312,1950000,15.7266,390,-13879.078125
2225.09,391,1913.22,156.8836,1955000,15.4882,391,-13833.9716796875
2256.03,392,1911.22,156.7203,1960000,15.737,392,-13847.2802734375
2283.53,393,1941.14,156.8879,1965000,15.7864,393,-13937.669921875
2293.4,394,1969.67,156.6982,1970000,15.8447,394,-13938.2119140625
2297.11,395,1975.53,156.7409,1975000,15.6992,395,-13998.958984375
2304.79,396,1952.34,156.9618,1980000,15.795,396,-14008.1748046875
2259.36,397,1938.96,156.7896,1985000,15.8052,397,-13985.5556640625
2286.08,398,1952.06,156.7392,1990000,15.6662,398,-14004.2919921875
2283.34,399,1969.88,156.8425,1995000,15.6651,399,-14017.7880859375
2300.62,400,1954.82,156.8584,2000000,15.7363,400,-14116.8935546875
2303.65,401,1959.11,156.6994,2005000,15.7175,401,-14088.90234375
2286.97,402,1972.27,156.6472,2010000,15.8477,402,-14100.5615234375
2262.78,403,1952.21,156.6988,2015000,15.5973,403,-14087.1083984375
2300.92,404,1940.96,156.7274,2020000,15.706,404,-14186.0732421875
2298.38,405,1979.47,156.8242,2025000,15.6181,405,-14119.72265625
2311.7,406,1982.6,156.8335,2030000,15.6804,406,-14220.6259765625
2312.35,407,1972.7,156.7672,2035000,15.9046,407,-14189.6806640625
2307.74,408,1979.38,156.7612,2040000,15.7661,408,-14238.4111328125
2312.38,409,1962.96,156.6505,2045000,15.4893,409,-14193.0888671875
2291.73,410,1964.65,156.7129,2050000,15.6069,410,-14250.0400390625
2303.16,411,1967.79,156.7243,2055000,15.7551,411,-14262.6318359375
2315.14,412,1970.29,156.7231,2060000,15.6705,412,-14298.7197265625
2293.28,413,1960.51,156.6979,2065000,15.6612,413,-14332.6376953125
2312.73,414,1980.68,156.8197,2070000,15.7623,414,-14364.662109375
2291.19,415,1949.54,156.6993,2075000,15.5452,415,-14339.859375
2302.34,416,1988.04,156.7021,2080000,15.8306,416,-14358.9990234375
2327.49,417,1996.3,156.8503,2085000,15.8184,417,-14345.939453125
2313.74,418,1974.23,156.7682,2090000,15.8363,418,-14355.74609375
2310.16,419,1977.64,156.7484,2095000,15.0363,419,-14566.9326171875
2311.67,420,1963.24,156.7247,2100000,15.918,420,-14454.22265625
2298.47,421,1954.1,156.9122,2105000,15.6286,421,-14467.5947265625
2303.4,422,1953.31,156.8022,2110000,15.7802,422,-14466.2763671875
2294.92,423,1961.42,156.7636,2115000,15.607,423,-14494.8056640625
2284.56,424,1959.97,156.7063,2120000,15.5355,424,-14494.5888671875
2281.85,425,1940.72,156.6934,2125000,15.5956,425,-14519.4736328125
2271.56,426,1831.65,156.7951,2130000,15.4147,426,-14477.8896484375
2301.08,427,1968.42,156.7617,2135000,15.6257,427,-14527.4423828125
2299.84,428,1970.31,156.7958,2140000,15.568,428,-14566.0166015625
2294.25,429,1962.39,156.6578,2145000,15.6349,429,-14521.1474609375
2315.31,430,1948.26,156.7243,2150000,15.6957,430,-14593.8720703125
2270.84,431,1951.51,156.6553,2155000,15.3836,431,-14581.228515625
2301.84,432,1961.58,156.8471,2160000,15.587,432,-14606.7978515625
2270.88,433,1958.11,156.8392,2165000,15.5441,433,-14600.685546875
2298.05,434,1974.39,156.7194,2170000,15.652,434,-14634.951171875
2307.93,435,1845.01,156.7911,2175000,15.6577,435,-14655.7412109375
2288.7,436,1960.47,156.7735,2180000,15.7231,436,-14672.8310546875
2262.34,437,1943.69,156.7444,2185000,15.499,437,-14624.11328125
2306.97,438,1979.05,156.7183,2190000,15.7053,438,-14693.296875
2305.9,439,1961.91,156.6959,2195000,15.6107,439,-14756.9443359375
2304.31,440,1969.34,156.7455,2200000,15.7105,440,-14766.5595703125
2298.76,441,1974.8,156.5745,2205000,15.6936,441,-14804.6572265625
2311.41,442,1979.61,156.6522,2210000,15.7441,442,-14803.28515625
2299.47,443,1965.7,156.7646,2215000,15.8156,443,-14791.576171875
2289.01,444,1971.42,156.7925,2220000,15.5427,444,-14827.208984375
2292.7,445,1946.08,156.648,2225000,15.5343,445,-14878.2890625
2296.04,446,1967.16,156.6607,2230000,15.523,446,-14804.0068359375
2255.79,447,1961.85,156.5769,2235000,15.5052,447,-14803.37109375
2277.52,448,1971.48,156.5568,2240000,15.5532,448,-14904.5751953125
2278.41,449,1951.66,156.7953,2245000,15.6072,449,-14910.88671875
2315.39,450,1959.6,156.8121,2250000,15.6908,450,-15006.4482421875
2321.05,451,1964.21,156.7158,2255000,15.7108,451,-15005.6181640625
2302.39,452,1964.33,156.6232,2260000,15.6941,452,-15020.734375
2287.96,453,1971.96,156.7675,2265000,15.5295,453,-14988.9697265625
2274.68,454,1961.33,156.6439,2270000,15.5607,454,-15069.6240234375
2295.78,455,1943.74,156.8329,2275000,15.5314,455,-15025.1025390625
2312.71,456,1976.61,156.7689,2280000,15.6249,456,-15051.4912109375
2332.39,457,1980.37,156.686,2285000,15.6386,457,-15106.9091796875
2337.06,458,1986.97,156.6768,2290000,15.6767,458,-15156.419921875
2314.01,459,1971.13,156.6678,2295000,15.6415,459,-15072.251953125
2309.18,460,1964.18,156.6835,2300000,15.7732,460,-15171.5673828125
2324.06,461,1980.99,156.4806,2305000,15.6084,461,-15096.443359375
2320.22,462,1968.45,156.6576,2310000,15.5961,462,-15192.4345703125
2302.42,463,1966.29,156.7182,2315000,15.4122,463,-15136.142578125
2297.68,464,1957.07,156.7904,2320000,15.6198,464,-15190.423828125
2309.49,465,1992.01,156.5992,2325000,15.7234,465,-15261.720703125
2312.7,466,1982.95,156.7953,2330000,15.6479,466,-15266.01171875
2306.96,467,1982.15,156.7099,2335000,15.6365,467,-15274.06640625
2328.5,468,1997.21,156.6915,2340000,15.797,468,-15329.50390625
2314.47,469,1988.88,156.7325,2345000,15.7567,469,-15297.626953125
2332.39,470,1979.19,156.8345,2350000,15.7078,470,-15333.1962890625
2311.84,471,1978.75,156.5967,2355000,15.7174,471,-15406.185546875
2317.25,472,1982.15,156.6835,2360000,15.587,472,-15429.30078125
2335.32,473,1983.49,156.573,2365000,15.7528,473,-15366.5869140625
2334.76,474,1989.43,156.7035,2370000,15.8323,474,-15407.0029296875
2340.16,475,1993.29,156.7417,2375000,15.5669,475,-15443.5078125
2320.62,476,1985.86,156.5985,2380000,15.6721,476,-15398.5927734375
2313.64,477,1953.93,156.5484,2385000,15.7422,477,-15424.7958984375
2090.47,478,1788.32,156.7482,2390000,16.1948,478,-15792.1259765625
2273.76,479,1882.48,156.7856,2395000,15.7797,479,-15467.521484375
2301.74,480,1904.43,156.577,2400000,15.4711,480,-15540.693359375
2288.16,481,1891.88,156.5817,2405000,15.463,481,-15518.076171875
2270.96,482,1903.55,156.7073,2410000,15.4483,482,-15559.3203125
2275.97,483,1936.44,156.6169,2415000,15.1664,483,-15501.24609375
2272.79,484,1923.5,156.6083,2420000,15.4784,484,-15555.763671875
2295.14,485,1930.87,156.7826,2425000,15.5087,485,-15593.1806640625
2299.93,486,1934.04,156.5995,2430000,15.4423,486,-15590.078125
2290.76,487,1939.71,156.4689,2435000,15.4717,487,-15624.7265625
2295.88,488,1929.81,156.7109,2440000,15.4323,488,-15651.4990234375
2306.32,489,1926.64,156.6663,2445000,15.4083,489,-15637.2509765625
2291.52,490,1939.06,156.5515,2450000,15.4755,490,-15697.337890625
2261.86,491,1946.0,156.5357,2455000,15.476,491,-15693.58984375
2256.41,492,1917.58,156.6436,2460000,15.3834,492,-15714.8388671875
2299.42,493,1938.17,156.6978,2465000,15.5252,493,-15698.4619140625
2305.89,494,1943.04,156.6621,2470000,15.3681,494,-15707.791015625
2302.43,495,1960.05,156.6585,2475000,15.4681,495,-15693.919921875
2308.11,496,1955.48,156.698,2480000,15.5147,496,-15775.9033203125
2305.6,497,1936.36,156.6611,2485000,15.3775,497,-15754.6064453125
2303.89,498,1948.08,156.6037,2490000,15.534,498,-15777.0576171875
2320.18,499,1955.25,156.6803,2495000,15.6138,499,-15814.537109375
2305.58,500,1948.71,156.5558,2500000,15.3956,500,-15807.609375
2315.7,501,1952.89,156.5373,2505000,15.4828,501,-15806.6826171875
2307.15,502,1956.54,156.779,2510000,15.5041,502,-15850.2001953125
2327.44,503,1946.88,156.6565,2515000,15.5677,503,-15880.3994140625
2302.31,504,1938.54,156.6561,2520000,15.3477,504,-15860.3955078125
2327.84,505,1949.47,156.7274,2525000,15.4801,505,-15946.77734375
2302.81,506,1946.45,156.5327,2530000,15.4363,506,-15927.8701171875
2296.75,507,1950.21,156.6882,2535000,15.4371,507,-15937.580078125
2317.41,508,1957.86,156.6498,2540000,15.6566,508,-15961.49609375
2319.78,509,1963.7,156.6239,2545000,15.5303,509,-15925.34375
2321.09,510,1973.04,156.7037,2550000,15.4442,510,-15988.26171875
2313.39,511,1970.08,156.6535,2555000,15.4038,511,-16042.875
2302.51,512,1967.6,156.6171,2560000,15.5785,512,-16059.23828125
2300.13,513,1961.25,156.713,2565000,15.4996,513,-16034.3134765625
2322.86,514,1956.14,156.5574,2570000,15.6458,514,-16045.75
2315.86,515,1966.88,156.5439,2575000,15.5338,515,-16084.8349609375
2309.73,516,1916.16,156.7779,2580000,15.3731,516,-16098.234375
2336.76,517,1976.44,156.7613,2585000,15.6845,517,-16123.375
2301.18,518,1967.32,156.6732,2590000,15.3885,518,-16154.783203125
2327.78,519,1967.13,156.6043,2595000,15.5878,519,-16175.8056640625
2299.59,520,1963.37,156.5546,2600000,15.44,520,-16181.2841796875
2298.33,521,1974.29,156.7132,2605000,15.3547,521,-16160.32421875
2293.42,522,1941.67,156.7612,2610000,15.3855,522,-16200.8818359375
2300.01,523,1932.55,156.6554,2615000,15.3251,523,-16205.4287109375
2296.81,524,1950.01,156.6618,2620000,15.3778,524,-16227.1083984375
2308.99,525,1947.29,156.6744,2625000,15.4395,525,-16225.005859375
2295.25,526,1968.82,156.6866,2630000,15.4287,526,-16237.62890625
2290.11,527,1947.44,156.6204,2635000,15.4102,527,-16223.046875
2313.37,528,1972.36,156.7459,2640000,15.4376,528,-16306.0322265625
2317.86,529,1967.44,156.7352,2645000,15.4016,529,-16331.869140625
2303.24,530,1943.04,156.6558,2650000,15.5159,530,-16359.375
2306.16,531,1947.38,156.5662,2655000,15.2716,531,-16276.4091796875
2310.93,532,1948.85,156.8648,2660000,15.4757,532,-16388.8203125
2316.88,533,1965.78,156.627,2665000,15.5437,533,-16375.3662109375
2315.45,534,1955.32,156.7385,2670000,15.4709,534,-16426.27734375
2312.6,535,1975.06,156.688,2675000,15.4932,535,-16449.0234375
2270.73,536,1952.83,156.5832,2680000,15.3531,536,-16412.275390625
2318.95,537,1944.83,156.6369,2685000,15.407,537,-16446.109375
2305.6,538,1957.43,156.694,2690000,15.2658,538,-16467.48046875
2293.22,539,1958.97,156.6233,2695000,15.3253,539,-16485.283203125
2317.23,540,1967.88,156.6986,2700000,15.4358,540,-16433.5078125
2303.23,541,1955.76,156.6392,2705000,15.3498,541,-16516.666015625
2283.25,542,1935.97,156.6326,2710000,15.2926,542,-16544.662109375
2304.57,543,1962.17,156.7167,2715000,15.2855,543,-16547.86328125
2306.62,544,1963.52,156.6541,2720000,15.3642,544,-16553.875
2303.24,545,1924.23,156.6248,2725000,15.4909,545,-16586.533203125
2283.16,546,1956.4,156.5672,2730000,15.4675,546,-16678.341796875
2318.54,547,1967.71,156.6726,2735000,15.4674,547,-16653.1796875
2312.03,548,1948.86,156.6242,2740000,15.2785,548,-16573.662109375
2316.87,549,1962.26,156.9153,2745000,15.5852,549,-16646.318359375
2307.21,550,1955.81,156.7328,2750000,15.4092,550,-16637.671875
2304.75,551,1971.23,156.7073,2755000,15.4206,551,-16633.453125
2332.06,552,1984.88,156.7936,2760000,15.592,552,-16713.357421875
2322.44,553,1969.41,156.7772,2765000,15.42,553,-16710.828125
2289.07,554,1952.95,156.5819,2770000,15.3881,554,-16660.330078125
2327.88,555,1964.33,156.8221,2775000,15.6884,555,-16745.203125
2302.67,556,1958.29,156.7835,2780000,15.5096,556,-16744.068359375
2346.87,557,1986.91,156.6571,2785000,15.699,557,-16775.763671875
2310.46,558,1966.95,156.8,2790000,15.3892,558,-16750.4375
2327.69,559,1980.17,156.6801,2795000,15.4375,559,-16748.8203125
2327.42,560,1975.8,156.7762,2800000,15.4609,560,-16706.3828125
2314.68,561,1953.6,156.7901,2805000,15.5587,561,-16838.796875
2314.41,562,1959.28,156.7953,2810000,15.6831,562,-16797.037109375
2331.69,563,1980.48,156.7402,2815000,15.5451,563,-16854.9765625
2295.97,564,1977.31,156.7127,2820000,15.379,564,-16862.521484375
2312.27,565,1976.52,156.8796,2825000,15.437,565,-16914.361328125
2331.42,566,1969.08,156.8488,2830000,15.6006,566,-16928.1953125
2330.7,567,1981.11,156.6831,2835000,15.6897,567,-16913.515625
2324.94,568,1976.11,156.6405,2840000,15.3705,568,-16942.791015625
2304.15,569,1965.13,156.664,2845000,15.5247,569,-16934.439453125
2297.49,570,1971.34,156.7837,2850000,15.4868,570,-16924.689453125
2316.07,571,1980.44,156.8092,2855000,15.6135,571,-17011.75390625
2331.81,572,1968.73,156.7811,2860000,15.424,572,-17011.962890625
2323.43,573,1973.42,156.7345,2865000,15.3125,573,-16942.654296875
2326.03,574,1974.38,156.7625,2870000,15.6183,574,-16985.404296875
2341.62,575,1957.85,156.7565,2875000,15.6745,575,-17021.84765625
2325.11,576,1972.05,156.7801,2880000,15.7228,576,-17059.37109375
2328.15,577,1987.95,156.574,2885000,15.5833,577,-17048.908203125
2313.58,578,1977.39,156.7393,2890000,15.5671,578,-17039.45703125
2303.15,579,1963.19,156.7682,2895000,15.4384,579,-17074.5390625
2313.52,580,1958.29,156.7771,2900000,15.5721,580,-17050.74609375
2310.91,581,1968.63,156.6933,2905000,15.5923,581,-17105.453125
2309.29,582,1970.53,156.8011,2910000,15.5182,582,-17092.34375
2324.08,583,1979.59,156.7823,2915000,15.5517,583,-17171.4453125
2317.09,584,1968.85,156.7815,2920000,15.6561,584,-17100.8203125
2330.52,585,1976.9,156.7297,2925000,15.5845,585,-17195.603515625
2300.96,586,1947.81,156.7499,2930000,15.5762,586,-17159.05078125
2305.47,587,1956.55,156.8124,2935000,15.5073,587,-17158.48828125
2305.55,588,1940.66,156.8302,2940000,15.6043,588,-17204.826171875
2331.36,589,1964.99,156.5899,2945000,15.4843,589,-17220.583984375
2288.76,590,1952.51,156.5486,2950000,15.3156,590,-17200.765625
2306.45,591,1966.46,156.792,2955000,15.3604,591,-17194.619140625
2309.88,592,1968.3,156.6052,2960000,15.5467,592,-17153.240234375
2326.61,593,1964.27,156.8496,2965000,15.5802,593,-17215.091796875
2302.51,594,1957.44,156.7567,2970000,15.4441,594,-17210.328125
2304.75,595,1935.65,156.869,2975000,15.5461,595,-17226.955078125
2327.77,596,1958.59,156.7316,2980000,15.7569,596,-17265.939453125
2309.63,597,1969.5,156.8661,2985000,15.5538,597,-17300.14453125
2318.66,598,1977.7,156.678,2990000,15.5389,598,-17291.3203125
2303.49,599,1953.6,156.7073,2995000,15.4971,599,-17285.314453125
