Reward Loss,Real Det Return,Real Sto Return,Running Reverse KL,Running Forward KL,Running Env Steps,Running Update Time,Itration
-19322.103515625,794.67,240.12,31.5901,76.2153,2050000,410,410
-19298.427734375,886.35,235.33,31.0302,75.7262,2055000,411,411
-19334.5625,796.19,241.0,30.6629,74.449,2060000,412,412
-19303.623046875,593.95,212.56,31.072,74.7601,2065000,413,413
-19394.015625,690.94,233.92,31.2172,75.5535,2070000,414,414
-19351.279296875,596.78,238.75,30.9065,75.1702,2075000,415,415
-19363.62890625,557.97,263.57,31.087,74.5192,2080000,416,416
-19362.03125,752.22,225.99,30.6071,74.4787,2085000,417,417
-19417.392578125,789.03,208.6,31.2699,75.4429,2090000,418,418
-19388.099609375,888.28,233.48,31.5032,75.7274,2095000,419,419
-19361.412109375,787.0,246.96,31.2344,75.0771,2100000,420,420
-19412.193359375,740.4,171.64,31.0013,75.6762,2105000,421,421
-19426.90625,795.32,179.14,30.8862,75.5401,2110000,422,422
-19469.734375,846.73,218.68,31.4828,75.9504,2115000,423,423
-19365.0390625,892.64,256.18,31.3775,75.6173,2120000,424,424
-19409.51171875,852.27,202.83,31.0334,74.8829,2125000,425,425
-19405.13671875,797.64,242.54,31.0621,75.7077,2130000,426,426
-19405.798828125,895.26,252.87,31.4606,75.7839,2135000,427,427
-19356.044921875,893.05,300.3,30.996,74.964,2140000,428,428
-19428.05859375,740.84,278.19,30.6809,75.2552,2145000,429,429
-19372.484375,802.02,269.07,30.7486,74.7954,2150000,430,430
-19317.986328125,884.95,284.91,30.7191,75.3062,2155000,431,431
-19363.859375,842.61,255.28,30.885,74.3211,2160000,432,432
-19315.55859375,945.51,189.85,30.5525,74.235,2165000,433,433
-19412.96484375,847.67,248.42,30.9853,75.6899,2170000,434,434
-19445.044921875,835.02,231.6,31.0484,75.8415,2175000,435,435
-19425.939453125,789.77,263.51,30.9115,75.3953,2180000,436,436
-19433.060546875,849.91,265.26,31.2609,75.8127,2185000,437,437
-19454.669921875,742.07,261.04,30.7908,75.6576,2190000,438,438
-19462.8125,664.67,266.53,30.7581,75.5235,2195000,439,439
-19457.728515625,740.59,288.55,31.07,74.844,2200000,440,440
-19499.3671875,743.62,228.68,30.8583,75.1208,2205000,441,441
-19453.578125,641.77,278.96,31.0948,75.9076,2210000,442,442
-19486.083984375,679.52,242.21,31.0223,75.5151,2215000,443,443
-19434.134765625,705.36,234.73,30.7333,74.5987,2220000,444,444
-19497.646484375,596.61,230.75,31.2089,76.0065,2225000,445,445
-19431.51953125,705.15,179.6,30.8299,75.1753,2230000,446,446
-19508.4765625,638.06,230.26,31.281,74.9776,2235000,447,447
-19494.646484375,694.43,170.77,30.9586,75.1672,2240000,448,448
-19481.544921875,747.33,212.4,30.9737,75.2758,2245000,449,449
-19522.720703125,644.43,249.27,30.7991,75.4795,2250000,450,450
-19570.3359375,741.82,234.53,30.9537,75.0866,2255000,451,451
-19480.201171875,796.03,157.6,30.8037,75.4739,2260000,452,452
-19477.78125,790.69,230.15,31.0422,74.5679,2265000,453,453
-19520.404296875,739.15,167.58,30.9989,76.0132,2270000,454,454
-19442.234375,842.04,301.48,30.7823,74.5385,2275000,455,455
-19474.30859375,843.63,227.05,30.6928,75.1475,2280000,456,456
-19568.96875,691.07,229.33,31.0684,75.5949,2285000,457,457
-19551.185546875,834.01,229.2,31.1066,75.9046,2290000,458,458
-19514.822265625,889.77,230.77,30.6362,75.4768,2295000,459,459
-19487.9140625,837.93,279.36,30.8589,75.0646,2300000,460,460
-19502.01953125,790.03,211.57,31.1819,75.2571,2305000,461,461
-19572.890625,792.27,237.03,31.0784,75.3965,2310000,462,462
-19502.77734375,746.86,210.64,30.9546,75.215,2315000,463,463
-19456.447265625,895.78,202.47,31.0015,74.8777,2320000,464,464
-19557.8203125,936.32,265.05,31.0693,75.626,2325000,465,465
-19542.7734375,797.22,237.23,31.4274,76.1058,2330000,466,466
-19576.408203125,880.39,243.89,31.1748,75.654,2335000,467,467
-19594.78515625,743.11,225.55,31.1505,75.2306,2340000,468,468
-19481.064453125,743.2,224.71,30.9686,75.1353,2345000,469,469
-19551.71875,792.18,280.03,30.8102,75.3916,2350000,470,470
-19548.7890625,830.86,214.75,31.0342,75.4739,2355000,471,471
-19534.822265625,649.99,241.45,31.1203,74.9123,2360000,472,472
-19491.5703125,883.93,239.84,31.0021,74.8431,2365000,473,473
-19523.755859375,649.54,171.65,30.6348,75.1853,2370000,474,474
-19499.3046875,649.83,248.01,30.8053,75.3273,2375000,475,475
-19557.98046875,700.43,224.6,30.8787,75.4663,2380000,476,476
-19597.33984375,689.54,212.95,30.8429,76.3827,2385000,477,477
-19580.486328125,637.83,146.23,30.7518,75.9507,2390000,478,478
-19542.072265625,791.89,224.93,31.3283,75.6366,2395000,479,479
-19509.40234375,838.66,228.97,30.3936,74.7438,2400000,480,480
-19535.953125,700.55,209.42,30.8934,75.4977,2405000,481,481
-19451.29296875,775.63,196.69,31.1626,75.0293,2410000,482,482
-19495.609375,872.84,258.18,30.7426,74.9848,2415000,483,483
-19516.93359375,732.45,200.02,31.8935,74.3813,2420000,484,484
-19515.412109375,909.54,209.51,31.1657,74.252,2425000,485,485
-19503.7734375,886.47,247.57,31.0566,75.0313,2430000,486,486
-19516.134765625,635.2,234.16,31.3124,75.3733,2435000,487,487
-19457.408203125,643.32,278.86,31.1927,75.0635,2440000,488,488
-19493.4921875,695.24,240.31,30.8427,75.0057,2445000,489,489
-19534.384765625,789.65,213.17,31.2031,74.8587,2450000,490,490
-19558.634765625,737.6,172.1,30.956,75.468,2455000,491,491
-19507.84375,752.42,194.26,30.8644,74.4132,2460000,492,492
-19471.8828125,741.07,205.38,30.4642,74.6804,2465000,493,493
-19532.345703125,519.19,238.02,30.7967,75.4796,2470000,494,494
-19503.25390625,772.68,160.62,31.0117,74.1245,2475000,495,495
-19528.44921875,580.04,158.82,30.7521,75.2378,2480000,496,496
-19526.20703125,743.28,213.08,30.7686,75.1484,2485000,497,497
-19642.0078125,672.12,231.62,31.2478,75.4122,2490000,498,498
-19562.201171875,534.26,219.54,31.2903,75.2385,2495000,499,499
-19593.513671875,647.09,189.98,30.8529,74.8338,2500000,500,500
-19555.388671875,639.13,169.52,31.0086,75.6323,2505000,501,501
-19590.767578125,648.37,237.03,30.961,74.9687,2510000,502,502
-19513.001953125,840.05,218.08,30.9244,75.5477,2515000,503,503
-19561.375,634.37,242.29,31.3042,75.6405,2520000,504,504
-19568.51953125,565.27,155.94,31.4286,75.5344,2525000,505,505
-19634.236328125,736.57,178.33,31.5989,74.8572,2530000,506,506
-19536.93359375,799.85,239.87,31.0049,75.538,2535000,507,507
-19615.326171875,830.36,251.6,31.3503,75.4694,2540000,508,508
-19551.822265625,860.79,168.35,30.8064,75.8237,2545000,509,509
-19526.953125,660.59,231.62,31.1104,74.5627,2550000,510,510
-19553.35546875,681.96,208.15,31.6639,75.3179,2555000,511,511
-19567.634765625,797.03,270.57,31.0974,75.2227,2560000,512,512
-19543.998046875,844.27,265.5,31.1981,75.0548,2565000,513,513
-19554.912109375,691.89,236.94,31.5626,75.6305,2570000,514,514
-19493.12890625,794.29,231.94,32.0085,74.8903,2575000,515,515
-19589.267578125,785.9,200.48,31.4538,75.6509,2580000,516,516
-19608.818359375,681.94,212.41,31.3818,75.967,2585000,517,517
-19591.748046875,685.49,249.51,31.0331,75.8335,2590000,518,518
-19538.43359375,692.77,232.59,30.6,75.0323,2595000,519,519
-19535.46875,788.45,195.42,31.089,74.9845,2600000,520,520
-19578.5,641.97,193.89,31.3985,75.4551,2605000,521,521
-19548.8046875,698.14,156.12,31.4773,75.4046,2610000,522,522
-19504.90234375,646.1,247.79,30.6617,74.0284,2615000,523,523
-19568.283203125,789.38,257.07,31.3165,74.8349,2620000,524,524
-19565.8125,787.21,224.31,31.0224,75.9756,2625000,525,525
-19588.0546875,739.3,152.06,30.7976,75.7241,2630000,526,526
-19594.498046875,896.2,214.53,30.7162,75.3178,2635000,527,527
-19545.048828125,698.92,170.04,30.7464,74.5399,2640000,528,528
-19601.501953125,834.74,267.28,31.4922,75.0548,2645000,529,529
-19619.23828125,928.36,276.29,31.1878,75.18,2650000,530,530
-19592.61328125,887.23,241.66,31.2491,76.0696,2655000,531,531
-19646.951171875,843.18,264.97,31.6305,75.5171,2660000,532,532
-19616.08203125,824.63,213.02,31.7923,75.8305,2665000,533,533
-19595.1484375,831.58,233.6,32.0767,75.8177,2670000,534,534
-19506.546875,749.08,168.96,30.9327,74.1988,2675000,535,535
-19571.8671875,643.71,215.16,31.3452,75.4208,2680000,536,536
-19605.056640625,787.88,283.44,31.1025,75.5922,2685000,537,537
-19558.46875,640.72,238.75,31.4508,74.682,2690000,538,538
-19568.015625,810.13,196.66,31.5308,74.433,2695000,539,539
-19580.484375,732.05,211.02,31.8424,76.4218,2700000,540,540
-19527.24609375,889.19,266.86,33.6245,74.6999,2705000,541,541
-19539.990234375,612.62,219.23,30.9986,75.1193,2710000,542,542
-19531.822265625,512.07,187.78,32.3179,75.8209,2715000,543,543
-19571.765625,529.88,139.51,30.8144,75.909,2720000,544,544
-19604.712890625,596.7,174.03,36.6056,76.6742,2725000,545,545
-19564.4765625,670.05,143.54,31.247,75.2883,2730000,546,546
-19540.171875,598.61,118.95,31.0355,75.67,2735000,547,547
-19514.279296875,591.96,208.95,31.3248,75.7013,2740000,548,548
-19577.638671875,541.66,214.44,35.7473,75.8687,2745000,549,549
-19569.443359375,673.59,214.39,31.3684,75.4956,2750000,550,550
-19559.482421875,833.79,260.15,30.9077,75.5207,2755000,551,551
-19637.341796875,835.49,225.68,31.639,76.2851,2760000,552,552
-19582.37109375,682.23,209.68,35.0335,75.944,2765000,553,553
-19574.375,789.36,291.61,31.1227,75.5288,2770000,554,554
-19572.87109375,690.94,256.57,31.1772,75.4488,2775000,555,555
-19596.076171875,545.31,138.47,31.1328,75.1657,2780000,556,556
-19576.8359375,725.34,97.36,30.9369,76.0945,2785000,557,557
-19600.02734375,727.98,247.63,30.8994,76.5499,2790000,558,558
-19630.89453125,694.18,139.66,31.5074,76.2476,2795000,559,559
-19583.123046875,789.85,210.69,30.9166,76.3186,2800000,560,560
-19619.845703125,493.94,259.46,31.1676,75.3714,2805000,561,561
-19583.083984375,729.15,221.0,33.5385,75.1627,2810000,562,562
-19474.990234375,695.06,122.89,30.4007,74.8073,2815000,563,563
-19569.068359375,715.47,200.8,30.6901,74.8743,2820000,564,564
-19608.458984375,989.29,213.9,31.0394,75.1434,2825000,565,565
-19565.583984375,631.6,148.12,30.9234,75.0144,2830000,566,566
-19592.51171875,783.34,184.55,31.1325,75.7157,2835000,567,567
-19548.740234375,593.62,206.86,30.8855,74.3564,2840000,568,568
-19559.08203125,779.5,261.96,31.2065,74.3036,2845000,569,569
-19581.28125,639.33,245.47,30.8043,75.0367,2850000,570,570
-19603.994140625,727.45,264.99,31.2572,75.308,2855000,571,571
-19540.578125,687.91,236.22,32.5114,75.127,2860000,572,572
-19633.712890625,685.81,229.08,31.1944,75.5857,2865000,573,573
-19616.71875,593.0,225.74,31.0182,75.081,2870000,574,574
-19588.490234375,874.33,189.13,31.6901,74.9316,2875000,575,575
-19610.767578125,791.19,218.39,31.3284,75.2304,2880000,576,576
-19656.591796875,736.17,251.51,31.4796,76.0665,2885000,577,577
-19601.474609375,711.74,128.67,30.6079,75.1871,2890000,578,578
-19645.02734375,779.56,256.5,31.1068,75.5634,2895000,579,579
-19616.111328125,799.34,238.43,30.9952,76.1085,2900000,580,580
-19615.619140625,638.75,214.2,31.2475,75.0853,2905000,581,581
-19630.900390625,728.14,233.31,31.2606,75.2494,2910000,582,582
-19621.10546875,834.24,237.04,31.6409,75.6346,2915000,583,583
-19671.69921875,836.35,177.86,31.5078,75.3494,2920000,584,584
-19586.197265625,637.3,171.58,31.195,75.6214,2925000,585,585
-19536.072265625,845.92,179.77,31.2144,74.6608,2930000,586,586
-19579.578125,839.08,167.17,30.7116,75.5802,2935000,587,587
-19677.166015625,779.15,237.15,31.4357,76.0369,2940000,588,588
-19643.2421875,734.0,172.84,31.0946,75.5849,2945000,589,589
-19711.689453125,783.92,212.72,31.4106,75.951,2950000,590,590
-19619.78125,721.62,271.43,30.9312,75.7435,2955000,591,591
-19584.462890625,688.29,186.78,30.4046,73.4614,2960000,592,592
-19599.9609375,443.86,235.46,31.3812,74.082,2965000,593,593
-19649.01171875,825.06,228.24,31.2938,75.0818,2970000,594,594
-19618.7890625,691.9,182.86,31.1132,75.1516,2975000,595,595
-19670.103515625,784.57,266.4,30.7882,75.0693,2980000,596,596
