Real Sto Return,Reward Loss,Itration,Running Forward KL,Real Det Return,Running Env Steps,Running Update Time,Running Reverse KL
1978.14,-14515.685546875,386,156.6984,2334.27,1930000,386,15.8174
1974.09,-14515.4990234375,387,156.7993,2344.53,1935000,387,15.7656
1980.56,-14569.0771484375,388,156.7376,2341.56,1940000,388,15.8332
1961.32,-14567.8427734375,389,156.732,2334.31,1945000,389,15.5356
1964.48,-14546.4892578125,390,156.7983,2330.94,1950000,390,15.764
1964.68,-14609.619140625,391,156.6306,2310.76,1955000,391,15.73
1970.85,-14637.134765625,392,156.7304,2316.46,1960000,392,15.8638
1962.23,-14685.4580078125,393,156.7661,2340.79,1965000,393,15.9281
1960.45,-14605.6875,394,156.8631,2346.59,1970000,394,15.608
1992.9,-14714.3896484375,395,156.7605,2345.6,1975000,395,15.8731
1983.2,-14702.2666015625,396,156.8109,2338.19,1980000,396,15.7739
1941.27,-14677.81640625,397,156.6435,2283.3,1985000,397,15.6699
1968.33,-14696.2724609375,398,156.7835,2351.18,1990000,398,15.8238
1969.38,-14706.4111328125,399,156.7483,2331.04,1995000,399,15.8445
1978.93,-14663.236328125,400,156.7368,2338.8,2000000,400,15.7761
1981.1,-14824.689453125,401,156.8108,2356.59,2005000,401,15.8847
1970.16,-14771.708984375,402,156.7571,2329.67,2010000,402,15.919
1973.27,-14713.705078125,403,156.7991,2333.96,2015000,403,15.6034
1996.88,-14800.7294921875,404,156.6054,2346.89,2020000,404,15.8546
1976.08,-14814.025390625,405,156.6486,2335.26,2025000,405,15.5493
1994.83,-14785.3466796875,406,156.8155,2339.72,2030000,406,15.755
1970.12,-14809.40234375,407,156.5752,2356.82,2035000,407,15.7333
1994.06,-14839.5625,408,156.7619,2339.45,2040000,408,15.7792
1979.71,-14856.296875,409,156.6662,2348.78,2045000,409,15.7253
1991.34,-14947.0234375,410,156.4491,2335.3,2050000,410,15.8796
1991.67,-14841.6728515625,411,156.68,2351.9,2055000,411,15.68
1976.99,-14919.0771484375,412,156.7932,2342.0,2060000,412,15.7647
1968.04,-14916.005859375,413,156.7382,2345.87,2065000,413,15.9753
1996.87,-14950.9111328125,414,156.7549,2338.3,2070000,414,15.6704
1994.83,-14997.0927734375,415,156.6926,2342.91,2075000,415,15.8813
1988.0,-14902.7119140625,416,156.7725,2331.32,2080000,416,15.8285
1996.52,-14991.71875,417,156.6217,2347.15,2085000,417,15.8533
1982.76,-14984.703125,418,156.8372,2327.84,2090000,418,15.7705
1988.03,-15038.0634765625,419,156.7944,2346.87,2095000,419,15.8893
1985.13,-15058.294921875,420,156.7416,2341.29,2100000,420,15.8107
1978.15,-15057.951171875,421,156.7357,2332.87,2105000,421,15.7616
1979.14,-15066.810546875,422,156.807,2331.09,2110000,422,15.6487
1965.33,-14979.2802734375,423,156.6934,2338.03,2115000,423,15.4356
1973.36,-15014.8125,424,156.6183,2343.96,2120000,424,15.5852
1954.9,-15050.638671875,425,156.6469,2341.34,2125000,425,15.401
1968.06,-14995.8427734375,426,156.7601,2329.36,2130000,426,15.5791
1985.7,-15058.189453125,427,156.6835,2337.03,2135000,427,15.7073
1979.91,-15051.9404296875,428,156.6691,2350.59,2140000,428,15.5765
1958.85,-15105.2001953125,429,156.6883,2322.12,2145000,429,15.592
1969.65,-15103.2255859375,430,156.7743,2332.97,2150000,430,15.5827
1980.13,-15074.1865234375,431,156.618,2334.84,2155000,431,15.2505
1982.47,-15217.771484375,432,156.6398,2329.62,2160000,432,15.5963
1979.09,-15207.5380859375,433,156.738,2328.36,2165000,433,15.5549
1956.96,-15145.7998046875,434,156.636,2330.71,2170000,434,15.458
1971.08,-15153.8125,435,156.6612,2339.34,2175000,435,15.386
1963.14,-15248.9755859375,436,156.707,2336.66,2180000,436,15.5636
1952.17,-15163.57421875,437,156.6279,2329.54,2185000,437,15.4649
1962.94,-15254.55859375,438,156.5135,2332.14,2190000,438,15.5712
1994.83,-15221.220703125,439,156.7481,2341.6,2195000,439,15.4448
1981.86,-15276.2626953125,440,156.5701,2348.08,2200000,440,15.5356
1979.34,-15305.35546875,441,156.6286,2351.33,2205000,441,15.4067
1964.62,-15310.158203125,442,156.6204,2330.3,2210000,442,15.4857
1971.73,-15293.279296875,443,156.7101,2341.13,2215000,443,15.3847
1960.73,-15204.0966796875,444,156.5156,2327.1,2220000,444,15.3156
1980.43,-15319.2509765625,445,156.7206,2329.89,2225000,445,15.4459
1978.15,-15360.017578125,446,156.6661,2351.96,2230000,446,15.4955
1956.14,-15385.92578125,447,156.7253,2333.08,2235000,447,15.4411
1987.62,-15400.96484375,448,156.7398,2350.0,2240000,448,15.4902
1970.81,-15327.2861328125,449,156.558,2337.81,2245000,449,15.3034
1979.05,-15422.2373046875,450,156.7585,2333.63,2250000,450,15.4157
2002.16,-15375.26171875,451,156.6919,2341.34,2255000,451,15.4674
1957.9,-15367.2099609375,452,156.5416,2324.12,2260000,452,15.2897
1967.55,-15450.2734375,453,156.7666,2327.23,2265000,453,15.3912
1958.09,-15389.0927734375,454,156.654,2312.42,2270000,454,15.2348
1987.55,-15448.3984375,455,156.5186,2336.9,2275000,455,15.3607
1975.82,-15405.6845703125,456,156.7641,2343.14,2280000,456,15.2942
1969.32,-15505.3154296875,457,156.686,2321.95,2285000,457,15.2784
1987.27,-15434.5791015625,458,156.6557,2345.35,2290000,458,15.3698
1971.05,-15481.5654296875,459,156.6511,2336.29,2295000,459,15.267
1948.13,-15472.638671875,460,156.6339,2329.29,2300000,460,15.1258
1986.65,-15585.46875,461,156.7812,2323.57,2305000,461,15.3554
1982.28,-15654.064453125,462,156.6988,2349.37,2310000,462,15.3675
1974.6,-15620.1904296875,463,156.6858,2330.54,2315000,463,15.5903
1977.38,-15590.662109375,464,156.78,2332.05,2320000,464,15.4675
1980.17,-15571.451171875,465,156.7038,2325.61,2325000,465,15.4943
1993.08,-15607.66796875,466,156.7677,2342.84,2330000,466,15.4958
1994.66,-15705.8671875,467,156.8272,2348.49,2335000,467,15.6042
1990.99,-15570.1748046875,468,156.7286,2341.2,2340000,468,15.3776
1993.17,-15632.109375,469,156.6201,2346.27,2345000,469,15.661
1994.55,-15618.998046875,470,156.6472,2337.34,2350000,470,15.393
1999.69,-15733.482421875,471,156.5641,2362.77,2355000,471,15.4838
1972.33,-15633.5830078125,472,156.604,2333.68,2360000,472,15.3908
1998.11,-15694.017578125,473,156.6842,2344.92,2365000,473,15.4022
2001.04,-15736.44921875,474,156.6585,2347.02,2370000,474,15.4285
1973.12,-15700.453125,475,156.7274,2338.69,2375000,475,15.4095
1986.82,-15738.748046875,476,156.7895,2344.56,2380000,476,15.3565
1967.84,-15723.6142578125,477,156.6411,2320.17,2385000,477,15.3061
2004.87,-15720.95703125,478,156.6557,2345.93,2390000,478,15.3961
1978.99,-15803.8408203125,479,156.7782,2323.88,2395000,479,15.4616
1990.26,-15731.203125,480,156.5581,2338.25,2400000,480,15.3338
1994.55,-15695.9609375,481,156.7773,2313.82,2405000,481,15.1722
1983.45,-15787.416015625,482,156.6479,2336.41,2410000,482,15.3469
1990.67,-15792.4599609375,483,156.6902,2331.02,2415000,483,15.2616
2004.67,-15821.0546875,484,156.6707,2334.09,2420000,484,15.4467
1985.1,-15834.6142578125,485,156.6874,2333.17,2425000,485,15.4261
1979.62,-15845.873046875,486,156.6543,2338.7,2430000,486,15.5341
2023.44,-15859.3828125,487,156.7654,2350.78,2435000,487,15.483
2001.62,-15889.65234375,488,156.5978,2359.27,2440000,488,15.3613
2000.66,-15845.8642578125,489,156.6764,2331.1,2445000,489,15.4234
1991.94,-15905.8447265625,490,156.7627,2341.69,2450000,490,15.5011
1972.38,-15901.2490234375,491,156.8063,2333.24,2455000,491,15.4705
2014.16,-15907.47265625,492,156.6362,2349.72,2460000,492,15.5991
2006.17,-15943.857421875,493,156.6456,2329.96,2465000,493,15.5567
1980.36,-15894.1171875,494,156.7386,2307.93,2470000,494,15.2878
1992.48,-15922.9912109375,495,156.7513,2333.11,2475000,495,15.2244
1997.25,-15975.0615234375,496,156.6355,2331.34,2480000,496,15.3855
1999.2,-15953.8447265625,497,156.7948,2319.96,2485000,497,15.4689
1989.45,-15981.2890625,498,156.7067,2341.85,2490000,498,15.5495
1973.34,-16042.6484375,499,156.8139,2324.85,2495000,499,15.4463
1976.24,-16004.7802734375,500,156.6591,2316.04,2500000,500,15.3173
1971.73,-16024.4482421875,501,156.8265,2311.23,2505000,501,15.3387
1991.55,-15995.833984375,502,156.7505,2319.95,2510000,502,15.3342
1988.57,-15988.6201171875,503,156.5587,2322.8,2515000,503,15.2723
1962.64,-16015.0986328125,504,156.6888,2322.45,2520000,504,15.3286
1974.31,-15976.9765625,505,156.7042,2316.93,2525000,505,15.2878
1961.36,-16030.0732421875,506,156.6882,2296.37,2530000,506,15.3741
1960.77,-16088.4267578125,507,156.7195,2313.85,2535000,507,15.3141
1954.76,-16068.103515625,508,156.6899,2281.55,2540000,508,15.3301
1959.13,-16126.48046875,509,156.6307,2314.99,2545000,509,15.551
1978.31,-16054.1513671875,510,156.7046,2307.77,2550000,510,15.2803
1951.88,-16081.28125,511,156.6082,2290.81,2555000,511,15.4849
1963.71,-16069.2314453125,512,156.8156,2270.73,2560000,512,15.22
1970.04,-16146.98828125,513,156.6423,2299.79,2565000,513,15.5094
1971.05,-16212.90625,514,156.7417,2299.41,2570000,514,15.3902
1926.88,-16092.791015625,515,156.7141,2253.86,2575000,515,15.1814
1937.97,-16129.23046875,516,156.7189,2290.59,2580000,516,15.2826
1955.95,-16121.1015625,517,156.6221,2270.28,2585000,517,15.1329
1980.94,-16151.6953125,518,156.6215,2291.51,2590000,518,15.1304
1977.52,-16196.62109375,519,156.6378,2313.27,2595000,519,15.1717
1940.48,-16144.216796875,520,156.7076,2259.07,2600000,520,15.0755
1937.0,-16196.0888671875,521,156.7912,2258.67,2605000,521,15.2459
1956.33,-16223.8330078125,522,156.7369,2314.28,2610000,522,15.3525
1979.58,-16272.8671875,523,156.715,2296.25,2615000,523,15.4441
1990.28,-16235.6298828125,524,156.7004,2316.52,2620000,524,15.364
1997.68,-16244.3369140625,525,156.7338,2324.41,2625000,525,15.4547
1925.49,-16284.3740234375,526,156.6943,2252.46,2630000,526,15.149
1950.8,-16226.3466796875,527,156.6455,2221.87,2635000,527,15.1318
1948.34,-16217.298828125,528,156.5885,2299.83,2640000,528,15.1457
1964.05,-16308.3916015625,529,156.7332,2281.41,2645000,529,15.3415
1982.62,-16407.2265625,530,156.707,2331.41,2650000,530,15.5959
1996.47,-16370.8916015625,531,156.7284,2299.6,2655000,531,15.4208
1963.96,-16344.662109375,532,156.7452,2288.13,2660000,532,15.4869
1983.03,-16364.595703125,533,156.6851,2307.29,2665000,533,15.4137
1952.23,-16353.4775390625,534,156.7527,2282.38,2670000,534,15.4044
1981.15,-16367.2431640625,535,156.7751,2307.38,2675000,535,15.3255
1981.09,-16355.2421875,536,156.7201,2331.31,2680000,536,15.0693
1984.98,-16352.455078125,537,156.6771,2307.75,2685000,537,15.1644
1981.42,-16383.203125,538,156.613,2313.85,2690000,538,15.3001
1991.53,-16439.728515625,539,156.6689,2292.85,2695000,539,15.4327
1985.91,-16452.751953125,540,156.8022,2315.9,2700000,540,15.5039
2012.48,-16392.552734375,541,156.8047,2321.06,2705000,541,15.4351
1992.72,-16507.16015625,542,156.6023,2344.59,2710000,542,15.5192
2027.55,-16507.6796875,543,156.6663,2369.18,2715000,543,15.4575
2000.64,-16467.2890625,544,156.7031,2308.52,2720000,544,15.3216
2018.89,-16545.7578125,545,156.6882,2345.42,2725000,545,15.7172
1992.33,-16545.212890625,546,156.6534,2309.12,2730000,546,15.2344
2003.42,-16564.474609375,547,156.6889,2353.98,2735000,547,15.3531
1999.35,-16552.037109375,548,156.6203,2334.3,2740000,548,15.4758
1977.34,-16534.291015625,549,156.7134,2345.32,2745000,549,15.3644
1996.4,-16571.46484375,550,156.6931,2345.28,2750000,550,15.3337
2024.19,-16614.55859375,551,156.7693,2351.53,2755000,551,15.6105
2006.48,-16586.240234375,552,156.8071,2331.75,2760000,552,15.2815
1944.98,-16578.357421875,553,156.6801,2281.09,2765000,553,15.3464
1974.72,-16623.931640625,554,156.7936,2308.92,2770000,554,15.152
1992.8,-16628.5078125,555,156.6523,2326.53,2775000,555,15.4617
1989.75,-16576.10546875,556,156.6195,2332.57,2780000,556,15.1603
1995.65,-16658.353515625,557,156.6838,2310.4,2785000,557,15.5636
1976.5,-16664.666015625,558,156.6852,2303.45,2790000,558,15.3752
1999.19,-16633.6015625,559,156.7113,2324.42,2795000,559,15.2752
1973.18,-16671.455078125,560,156.7018,2338.62,2800000,560,15.2451
2000.19,-16658.22265625,561,156.6103,2334.16,2805000,561,15.2582
2017.9,-16674.041015625,562,156.5518,2224.34,2810000,562,15.2659
2002.7,-16702.369140625,563,156.604,2321.24,2815000,563,15.3041
1983.61,-16727.755859375,564,156.5794,2329.85,2820000,564,15.3348
1992.99,-16773.720703125,565,156.6536,2325.37,2825000,565,15.4441
1985.03,-16688.3359375,566,156.5961,2315.41,2830000,566,15.1819
2005.05,-16772.521484375,567,156.5994,2324.12,2835000,567,15.4303
2008.94,-16791.498046875,568,156.7858,2333.06,2840000,568,15.3392
2009.43,-16812.3515625,569,156.6371,2354.42,2845000,569,15.5616
1983.91,-16842.11328125,570,156.7398,2306.62,2850000,570,15.4117
1992.27,-16806.05859375,571,156.5579,2336.51,2855000,571,15.1936
1989.93,-16849.869140625,572,156.6146,2335.45,2860000,572,15.311
1980.78,-16884.763671875,573,156.8174,2318.69,2865000,573,15.4945
1991.32,-16840.01953125,574,156.7056,2325.32,2870000,574,15.2893
1990.54,-16883.80078125,575,156.6827,2298.35,2875000,575,15.3423
1995.37,-16822.951171875,576,156.7358,2319.53,2880000,576,15.2373
1986.18,-16891.88671875,577,156.6551,2318.93,2885000,577,15.4054
1992.45,-16922.873046875,578,156.6317,2309.46,2890000,578,15.3871
1988.22,-16935.892578125,579,156.6105,2323.99,2895000,579,15.2382
1960.83,-16882.41796875,580,156.6771,2276.38,2900000,580,15.1634
1981.4,-16946.9140625,581,156.6845,2315.46,2905000,581,15.3299
2007.31,-16903.994140625,582,156.5616,2332.14,2910000,582,15.4313
1989.63,-16987.146484375,583,156.7308,2340.58,2915000,583,15.4002
1974.72,-16951.25,584,156.5639,2342.86,2920000,584,15.3134
1956.85,-16957.03125,585,156.7284,2282.9,2925000,585,15.1917
1978.36,-16989.57421875,586,156.7163,2321.04,2930000,586,15.1231
1975.76,-17038.529296875,587,156.7835,2348.55,2935000,587,15.4342
1979.36,-17027.783203125,588,156.6009,2306.97,2940000,588,15.3881
1974.18,-17031.564453125,589,156.6338,2296.58,2945000,589,15.1745
1994.31,-17016.25,590,156.6604,2345.56,2950000,590,15.1926
1987.74,-17102.65234375,591,156.5944,2323.19,2955000,591,15.4331
1993.13,-17058.322265625,592,156.6271,2340.55,2960000,592,15.3761
1992.26,-17123.380859375,593,156.7399,2329.92,2965000,593,15.4855
1989.59,-17118.9609375,594,156.783,2341.69,2970000,594,15.3437
1999.18,-17163.623046875,595,156.6455,2332.51,2975000,595,15.2423
2013.09,-17146.529296875,596,156.657,2353.59,2980000,596,15.3699
1981.65,-17154.2421875,597,156.6403,2351.17,2985000,597,15.3197
1989.41,-17188.927734375,598,156.7019,2338.32,2990000,598,15.3697
1988.07,-17174.77734375,599,156.6379,2341.31,2995000,599,15.3264
