Itration,Reward Loss,Running Update Time,Running Env Steps,Running Reverse KL,Real Sto Return,Real Det Return,Running Forward KL
386,-13831.580078125,386,1930000,19.2449,4707.73,4789.98,39.7592
387,-13908.126953125,387,1935000,18.9029,4707.77,4800.74,39.7763
388,-13907.724609375,388,1940000,17.2786,4653.83,4836.68,39.5375
389,-13062.13671875,389,1945000,17.6434,4810.21,4828.16,38.4453
390,-13379.2802734375,390,1950000,17.5917,4779.25,4784.9,38.5025
391,-13265.3505859375,391,1955000,17.4362,4688.96,4881.49,38.5243
392,-13761.89453125,392,1960000,15.9727,4816.76,4936.82,38.1755
393,-13492.23046875,393,1965000,16.5721,4814.78,4933.88,38.4316
394,-12763.5419921875,394,1970000,15.3995,4816.64,5008.31,37.7378
395,-13225.3671875,395,1975000,15.1749,4902.48,5029.47,37.0894
396,-13260.4423828125,396,1980000,15.5782,4792.95,4923.75,37.8525
397,-13321.859375,397,1985000,15.6269,4876.53,5027.59,36.7929
398,-13011.7373046875,398,1990000,14.7637,4865.96,4837.43,37.1937
399,-13296.05859375,399,1995000,15.212,4888.14,4998.87,37.5466
400,-13503.7900390625,400,2000000,15.4761,4814.85,4901.56,37.5924
401,-13487.5908203125,401,2005000,15.6968,4926.15,5063.06,36.4554
402,-13511.90234375,402,2010000,15.9071,4820.9,4997.57,36.9686
403,-14923.5234375,403,2015000,19.9634,4176.59,4378.63,37.7977
404,-12877.1064453125,404,2020000,15.5805,4906.84,5073.84,36.3622
405,-13224.34375,405,2025000,20.6541,4761.24,4922.93,37.0797
406,-12879.41015625,406,2030000,16.2692,4671.85,4839.28,37.251
407,-13169.138671875,407,2035000,17.083,4882.64,5044.84,36.7109
408,-12761.4072265625,408,2040000,16.6125,4832.75,4879.42,36.343
409,-13115.5185546875,409,2045000,16.7888,4849.13,5007.48,36.0205
410,-13204.46484375,410,2050000,16.6807,4935.76,5084.46,36.4503
411,-12913.009765625,411,2055000,16.9282,4932.01,5073.47,35.9124
412,-13572.048828125,412,2060000,16.5273,4917.19,5057.94,36.2539
413,-13248.4755859375,413,2065000,16.314,5055.97,5161.43,35.9742
414,-13782.59375,414,2070000,17.6114,4972.83,5067.47,37.1139
415,-13829.80078125,415,2075000,17.983,5036.36,5127.04,37.4003
416,-13295.2578125,416,2080000,16.286,4962.65,5071.38,36.4994
417,-14250.2177734375,417,2085000,17.1096,5035.31,5122.83,37.1771
418,-13341.861328125,418,2090000,17.0011,4839.64,5106.69,36.3746
419,-13101.08203125,419,2095000,15.7975,4975.89,5053.19,35.6003
420,-13483.9765625,420,2100000,16.5061,5005.94,5064.77,36.2905
421,-13680.8046875,421,2105000,16.8112,4944.7,5070.93,36.5271
422,-13679.0458984375,422,2110000,17.3872,5024.48,5114.49,36.5574
423,-13218.3837890625,423,2115000,15.8872,5011.93,5084.97,35.9637
424,-13639.4462890625,424,2120000,17.0245,4972.46,5041.03,36.6243
425,-14325.8974609375,425,2125000,16.873,4949.7,5029.84,37.3539
426,-15031.0546875,426,2130000,17.577,4937.17,4985.84,36.9313
427,-15294.96875,427,2135000,18.4746,4999.99,5138.73,38.3111
428,-19498.056640625,428,2140000,49.6969,1331.07,2133.85,40.8846
429,-19868.34375,429,2145000,112.958,-4.03,-3.97,57.4501
430,-16234.7529296875,430,2150000,20.3066,4659.54,4765.89,41.132
431,-16883.861328125,431,2155000,21.2371,4793.19,4848.02,41.0109
432,-16859.509765625,432,2160000,21.4457,4935.43,5032.11,38.788
433,-12191.158203125,433,2165000,56.1656,1291.41,742.05,40.0918
434,-16292.2021484375,434,2170000,18.8113,4779.74,5045.05,38.2151
435,-15938.9443359375,435,2175000,19.3517,4901.77,4999.78,37.8301
436,-15352.8046875,436,2180000,18.8603,4996.2,5034.01,37.9227
437,-14955.8212890625,437,2185000,17.499,4922.06,5040.08,37.1317
438,-15023.8486328125,438,2190000,17.2927,4947.33,5062.59,36.6819
439,-14464.0029296875,439,2195000,18.6746,4606.3,5222.16,36.8348
440,-14416.96875,440,2200000,18.6237,5001.93,5166.99,36.865
441,-15890.8115234375,441,2205000,22.3923,4490.78,5150.24,36.6682
442,-15968.958984375,442,2210000,22.0273,4454.77,4227.76,37.7078
443,-21427.58203125,443,2215000,29.3018,25.6,26.12,54.8853
444,-9108.9541015625,444,2220000,107.242,44.94,46.25,56.873
445,-13878.44140625,445,2225000,86.0858,53.73,53.62,54.9889
446,-15909.978515625,446,2230000,69.1825,112.41,119.57,53.1489
447,-12883.451171875,447,2235000,19.3268,4738.04,4764.69,37.8437
448,-14862.44140625,448,2240000,20.6959,4909.8,4985.45,38.9947
449,-14588.78515625,449,2245000,18.8841,4939.72,5075.13,37.8743
450,-14603.5,450,2250000,19.6624,5059.6,5223.4,37.7101
451,-14998.8525390625,451,2255000,19.7374,5004.98,5108.95,38.2631
452,-15135.1796875,452,2260000,17.8615,4978.14,5135.74,37.3829
453,-16101.3515625,453,2265000,19.4321,4931.96,5004.79,38.7427
454,-15509.447265625,454,2270000,18.315,4623.68,5051.31,38.142
455,-18137.658203125,455,2275000,18.3201,4255.22,5143.76,38.0688
456,-15070.611328125,456,2280000,17.3869,5011.32,5129.3,36.4435
457,-14972.29296875,457,2285000,18.3762,4838.33,5033.67,36.9854
458,-15648.8017578125,458,2290000,17.4767,4773.36,5052.08,35.9256
459,-15307.0537109375,459,2295000,18.1951,4987.89,5139.1,36.9132
460,-15299.3720703125,460,2300000,17.6506,4976.46,5135.25,36.7071
461,-15618.837890625,461,2305000,16.9274,4873.89,5111.59,36.9076
462,-15965.4228515625,462,2310000,20.8315,4942.5,5128.49,36.7868
463,-16855.94140625,463,2315000,20.8613,4833.79,5052.65,37.4409
464,-14826.408203125,464,2320000,17.1336,4841.91,5080.71,36.5483
465,-15033.5126953125,465,2325000,17.6881,5022.67,5186.1,36.4377
466,-15248.0283203125,466,2330000,17.2207,4962.63,5094.89,35.9618
467,-15306.2568359375,467,2335000,17.1236,4971.64,5075.03,36.6198
468,-17123.197265625,468,2340000,17.8489,4387.88,5026.68,37.1955
469,-15922.9453125,469,2345000,16.8598,4932.3,5058.74,36.8812
470,-15862.216796875,470,2350000,16.6885,4923.44,5118.51,36.8645
471,-15533.443359375,471,2355000,16.1522,4931.82,5151.1,36.5541
472,-16822.26953125,472,2360000,17.5518,4847.37,5019.28,37.1102
473,-16303.8818359375,473,2365000,16.7408,4832.05,5167.81,36.8003
474,-16088.5517578125,474,2370000,16.3292,5044.37,5230.14,35.7708
475,-27691.240234375,475,2375000,89.3496,431.5,441.38,51.5271
476,-26950.779296875,476,2380000,47.0359,869.72,887.92,48.6533
477,-18632.103515625,477,2385000,23.9968,3210.07,3567.44,43.7251
478,-20991.51953125,478,2390000,119.9693,1410.85,1445.51,46.793
479,-18816.54296875,479,2395000,21.3964,4257.8,4214.14,40.328
480,-17699.9609375,480,2400000,19.5901,4451.86,3862.9,38.7078
481,-16510.712890625,481,2405000,21.6982,4599.71,4951.8,37.1784
482,-20229.7578125,482,2410000,70.2866,16.32,18.59,53.662
483,-20815.24609375,483,2415000,57.0742,1804.36,1261.83,41.0775
484,-24623.9296875,484,2420000,83.9812,54.01,49.26,55.5793
485,-16962.802734375,485,2425000,22.2312,5031.22,5109.27,38.5926
486,-17560.314453125,486,2430000,22.5783,4986.92,5077.06,39.245
487,-17559.41796875,487,2435000,22.2715,5115.99,5217.45,38.1877
488,-18203.484375,488,2440000,23.1723,5126.55,5215.32,39.2115
489,-19702.744140625,489,2445000,22.4609,4573.59,5062.64,39.7809
490,-21707.8984375,490,2450000,28.1443,4561.03,5065.26,40.6196
491,-21427.845703125,491,2455000,27.7209,4328.61,5079.92,40.7153
492,-21246.05078125,492,2460000,26.817,3933.03,4932.18,40.5716
493,-18368.21484375,493,2465000,21.8781,4989.42,5120.79,38.7719
494,-18671.47265625,494,2470000,20.8373,4991.01,5119.84,38.5628
495,-18856.49609375,495,2475000,20.1237,4977.28,5142.2,38.0636
496,-18151.244140625,496,2480000,19.0068,5027.94,5110.99,36.9487
497,-17659.529296875,497,2485000,18.6567,4858.05,5184.96,36.4707
498,-17157.697265625,498,2490000,18.3952,5064.19,4692.54,36.3313
499,-17822.484375,499,2495000,17.5956,4815.11,5109.2,36.4196
500,-21421.513671875,500,2500000,28.6506,4379.07,5211.17,36.6321
501,-17489.140625,501,2505000,18.0171,4632.38,5182.81,35.8765
502,-17486.9609375,502,2510000,16.9553,4868.26,5148.12,35.9838
503,-17664.35546875,503,2515000,19.8496,4998.44,5096.64,36.9026
504,-13940.857421875,504,2520000,16.471,4958.57,5034.61,34.9143
505,-24650.755859375,505,2525000,94.3485,179.95,403.56,42.6872
506,-26319.2265625,506,2530000,77.8297,79.39,83.79,55.6718
507,-26404.39453125,507,2535000,100.1652,82.74,81.16,56.6598
508,-14687.607421875,508,2540000,21.6208,4441.32,4295.68,37.072
509,-25000.439453125,509,2545000,49.7738,466.96,557.09,43.0605
510,-16487.482421875,510,2550000,19.6271,4979.43,5062.07,37.4685
511,-16076.7509765625,511,2555000,19.6,5057.04,5196.23,36.8747
512,-15962.59375,512,2560000,19.4351,5092.51,5196.88,37.1119
513,-16254.869140625,513,2565000,19.473,5099.93,5183.39,37.1718
514,-15936.2626953125,514,2570000,18.596,5053.84,5148.32,37.0324
515,-16682.80859375,515,2575000,18.7212,5067.42,5138.03,37.0887
516,-17576.982421875,516,2580000,18.6722,5025.89,5082.51,37.2847
517,-17371.162109375,517,2585000,19.1153,5014.54,5084.52,37.46
518,-17889.74609375,518,2590000,18.6759,5066.51,5177.43,36.959
519,-18295.861328125,519,2595000,19.0555,5060.28,5125.43,37.5294
520,-17626.62109375,520,2600000,18.5659,5052.76,5195.1,36.947
521,-18017.185546875,521,2605000,18.1738,5043.1,5141.51,36.6703
522,-17136.623046875,522,2610000,18.4374,5071.45,5197.67,35.9024
523,-17771.4453125,523,2615000,17.9719,5046.62,5180.32,36.0327
524,-16470.57421875,524,2620000,17.4061,5042.45,5143.65,35.9634
525,-17919.9296875,525,2625000,18.307,5034.52,5128.33,36.2659
526,-17468.966796875,526,2630000,17.0588,5066.68,5208.98,35.8081
527,-17893.693359375,527,2635000,17.9181,5053.86,5188.18,36.404
528,-18769.419921875,528,2640000,17.5657,4998.11,5092.88,36.5736
529,-16874.693359375,529,2645000,17.1763,5030.4,5076.24,35.3145
530,-17358.904296875,530,2650000,16.9595,5039.86,5162.74,36.1235
531,-17183.220703125,531,2655000,17.402,5009.18,5158.41,35.8334
532,-17066.498046875,532,2660000,17.6573,5058.51,5204.84,36.2136
533,-17128.95703125,533,2665000,17.4918,5070.17,5223.69,35.9086
534,-16770.41796875,534,2670000,17.2717,5016.44,5108.92,35.5611
535,-16999.68359375,535,2675000,17.21,5072.2,5198.99,35.5163
536,-17102.880859375,536,2680000,16.8308,4987.24,5064.22,35.6879
537,-15975.5634765625,537,2685000,16.2274,5055.39,5255.52,34.786
538,-17100.142578125,538,2690000,16.7581,5058.24,5229.03,36.1192
539,-17390.4921875,539,2695000,16.5081,5066.0,5235.83,35.7525
540,-18342.517578125,540,2700000,17.5485,5044.85,5185.17,36.1194
541,-17994.619140625,541,2705000,16.5363,5105.96,5251.06,35.9673
542,-17728.66015625,542,2710000,16.8402,5090.66,5270.73,35.3176
543,-17692.634765625,543,2715000,17.3535,5117.19,5311.82,36.3347
544,-17650.396484375,544,2720000,17.7327,5085.25,5253.9,36.0922
545,-17283.201171875,545,2725000,16.7381,5072.8,5241.16,35.7064
546,-18513.482421875,546,2730000,17.4119,5004.2,5134.64,36.4256
547,-18655.33203125,547,2735000,16.7712,5028.28,5251.44,36.6787
548,-20241.54296875,548,2740000,20.89,5020.5,5132.38,37.6803
549,-20053.005859375,549,2745000,21.7941,4329.21,5141.78,37.3649
550,-21132.75,550,2750000,18.4374,4818.1,5139.21,37.6878
551,-18908.513671875,551,2755000,16.9369,4977.23,5186.13,36.3622
552,-20967.12890625,552,2760000,20.1779,4788.09,5141.83,37.4491
553,-20239.91796875,553,2765000,19.497,4777.09,4590.45,36.4951
554,-20041.19140625,554,2770000,17.6818,4973.85,4889.3,37.082
555,-19288.16015625,555,2775000,19.8102,4753.04,5022.87,36.7193
556,-21340.419921875,556,2780000,19.0794,4557.44,3244.81,37.0798
557,-19201.0078125,557,2785000,15.6143,4781.86,5032.46,36.275
558,-19753.4453125,558,2790000,18.4674,4607.97,5001.81,36.0257
559,-18256.548828125,559,2795000,16.6287,4440.08,5092.37,36.1954
560,-18032.72265625,560,2800000,15.9626,4883.44,5129.97,36.6892
561,-20412.349609375,561,2805000,17.1645,3747.54,5251.57,36.1613
562,-23941.796875,562,2810000,27.5798,4784.45,5147.67,37.9476
563,-22074.453125,563,2815000,29.059,4649.1,5119.78,36.5578
564,-21793.796875,564,2820000,30.1783,3836.12,4540.83,36.3353
565,-18088.03515625,565,2825000,16.7047,5020.79,5132.71,36.2243
566,-17902.9296875,566,2830000,17.5481,4426.84,5236.98,35.6667
567,-17698.138671875,567,2835000,17.0858,4875.87,5209.13,36.3863
568,-19045.40234375,568,2840000,17.8376,4864.92,5164.47,36.63
569,-18273.3984375,569,2845000,17.1423,4844.11,5123.74,36.5294
570,-17657.216796875,570,2850000,16.342,4800.26,5038.18,35.497
571,-20313.978515625,571,2855000,14.6627,4590.11,5028.42,36.1691
572,-18947.138671875,572,2860000,16.8908,5030.23,5154.17,36.0429
573,-20202.05859375,573,2865000,17.8106,5055.91,5175.99,35.6566
574,-18463.5859375,574,2870000,16.2883,4844.73,4723.48,35.7087
575,-19937.99609375,575,2875000,17.5578,4686.64,5151.07,35.6301
576,-18459.9375,576,2880000,15.8709,4670.18,4400.61,35.7067
577,-18717.81640625,577,2885000,19.6324,4419.0,4559.47,35.8075
578,-19576.490234375,578,2890000,16.8124,3414.5,1241.9,35.4691
579,-19482.314453125,579,2895000,16.3708,4577.44,4604.08,35.9133
580,-16285.900390625,580,2900000,15.6143,4881.16,5196.44,34.811
581,-17117.08984375,581,2905000,15.4727,5017.15,5172.31,35.5354
582,-18214.07421875,582,2910000,16.0195,4889.75,5215.76,35.4039
583,-17729.77734375,583,2915000,16.7126,4822.98,5240.18,36.2945
584,-18040.83203125,584,2920000,17.2095,4877.73,5245.73,36.2466
585,-18998.609375,585,2925000,16.9236,4585.89,4158.1,35.5371
586,-18707.271484375,586,2930000,15.5756,4840.16,5209.31,35.3256
587,-20925.212890625,587,2935000,16.6748,5052.06,5164.46,35.9318
588,-20205.54296875,588,2940000,16.8587,5071.34,5235.05,36.2775
589,-20750.25390625,589,2945000,15.3966,5054.67,5196.36,36.0986
590,-18751.22265625,590,2950000,14.5166,4903.04,4982.53,35.2829
591,-20820.59765625,591,2955000,15.9104,5003.34,5084.23,36.1493
592,-19937.88671875,592,2960000,15.8562,5090.08,5258.24,35.8825
593,-20740.64453125,593,2965000,15.3974,4970.19,5189.74,35.2856
594,-19871.298828125,594,2970000,14.4548,4940.57,4882.2,35.2842
595,-20082.484375,595,2975000,15.3537,5078.81,5130.94,34.9098
596,-20397.94921875,596,2980000,15.6035,4988.98,5286.13,35.5186
597,-20230.66796875,597,2985000,16.0987,5168.67,5333.08,35.7544
598,-20259.4453125,598,2990000,15.9134,4979.38,5246.17,35.6842
599,-19659.24609375,599,2995000,16.0524,4834.69,5347.19,35.498
600,-19397.3125,600,3000000,14.7574,5163.74,5282.34,34.614
601,-21406.728515625,601,3005000,14.1036,4787.28,3759.18,35.2354
602,-20269.201171875,602,3010000,14.5055,4845.61,4661.18,34.731
603,-21948.90625,603,3015000,14.6271,4905.7,5290.2,35.879
604,-20326.107421875,604,3020000,14.2339,4777.74,4617.11,35.4086
605,-21792.3203125,605,3025000,14.3329,4510.68,4593.59,36.6089
606,-22880.810546875,606,3030000,17.4476,4592.39,4617.03,36.1408
607,-21357.4609375,607,3035000,17.2155,4300.73,3645.26,36.5168
608,-20972.611328125,608,3040000,13.2624,4439.2,4591.14,36.2666
609,-22309.185546875,609,3045000,15.8655,4423.87,4860.83,36.2555
610,-23771.228515625,610,3050000,16.7063,4160.02,5025.97,36.5941
611,-20025.080078125,611,3055000,13.8999,4483.84,4343.26,35.0054
612,-21388.88671875,612,3060000,16.5649,4429.84,4572.72,36.3202
613,-20766.58203125,613,3065000,21.5103,5148.15,5286.16,35.1583
614,-21375.779296875,614,3070000,15.7021,4936.89,5300.62,35.9396
615,-21207.33984375,615,3075000,15.7712,5001.14,5330.25,35.9654
616,-22315.857421875,616,3080000,17.8808,4842.64,5047.71,36.3145
617,-20339.328125,617,3085000,15.6142,4958.57,5064.74,35.4667
618,-22251.38671875,618,3090000,17.5094,4685.21,5172.06,37.0948
619,-23955.50390625,619,3095000,17.8845,4847.03,5133.28,37.1764
620,-22024.2265625,620,3100000,17.2553,5075.13,5213.19,36.2919
621,-21364.6328125,621,3105000,18.3585,5069.4,5189.61,36.8081
622,-21053.0625,622,3110000,17.7183,5098.37,5244.69,37.0601
623,-22161.630859375,623,3115000,16.187,5023.21,5270.55,36.3597
624,-20513.73828125,624,3120000,17.4125,5106.39,5219.31,36.1118
625,-21056.068359375,625,3125000,16.826,5166.12,5308.54,35.4955
626,-21979.138671875,626,3130000,18.6186,5082.77,5279.72,37.1324
627,-21902.447265625,627,3135000,18.6606,4962.66,5146.64,37.0932
628,-22564.7734375,628,3140000,18.2009,5057.6,5213.86,36.64
629,-21341.927734375,629,3145000,18.5614,5097.35,5233.31,36.9951
630,-22779.568359375,630,3150000,18.3427,5093.73,5228.01,37.011
631,-23061.60546875,631,3155000,19.2998,5076.82,5207.68,37.0193
632,-22734.15234375,632,3160000,19.3358,5128.36,5280.54,37.4581
633,-21469.52734375,633,3165000,17.757,5023.54,5050.89,36.5681
634,-21284.228515625,634,3170000,17.6042,5003.19,5048.15,36.5404
635,-21529.279296875,635,3175000,17.6372,5022.59,5091.94,36.8277
636,-21074.73046875,636,3180000,16.7948,4864.95,4859.23,37.4314
637,-21178.546875,637,3185000,16.6526,4990.66,5023.91,36.9225
638,-19921.755859375,638,3190000,16.1795,4916.26,4948.11,36.9693
639,-21426.896484375,639,3195000,17.4555,5122.95,5178.1,37.1358
640,-22068.3203125,640,3200000,16.9458,5069.48,5161.45,37.0484
641,-22886.99609375,641,3205000,17.7965,5113.28,5167.48,37.0809
642,-20920.6171875,642,3210000,16.5998,4939.15,4890.31,36.9578
643,-22034.921875,643,3215000,17.5526,5119.41,5101.76,36.958
644,-21099.009765625,644,3220000,17.2866,5093.57,5130.54,37.1393
645,-21402.580078125,645,3225000,17.4009,5017.23,4990.0,37.1787
646,-20859.2109375,646,3230000,16.5906,4806.06,5012.1,36.6948
647,-20184.798828125,647,3235000,15.3092,4761.92,4807.62,37.2152
648,-20564.654296875,648,3240000,17.3903,5048.76,5098.32,36.4801
649,-20085.5078125,649,3245000,17.6651,5009.33,5067.28,37.3133
650,-20371.333984375,650,3250000,17.8863,4833.0,4738.27,38.0554
651,-20507.462890625,651,3255000,19.1172,4651.4,4774.49,38.0015
652,-19661.38671875,652,3260000,17.7937,4833.49,4794.3,37.4593
653,-23500.482421875,653,3265000,29.8413,4340.61,4538.21,39.1612
654,-31278.052734375,654,3270000,65.7087,592.4,610.81,46.528
655,-19395.328125,655,3275000,19.5224,4337.22,4776.75,37.3052
656,-22665.873046875,656,3280000,22.9313,4374.54,5008.25,38.0666
657,-24590.017578125,657,3285000,30.3343,3737.85,3996.59,38.9991
658,-25765.755859375,658,3290000,21.9841,4284.61,4299.87,39.7473
659,-24570.318359375,659,3295000,21.8551,4935.64,5018.19,39.0119
660,-27393.5390625,660,3300000,17.6025,3038.54,3500.81,37.942
661,-24990.83984375,661,3305000,18.512,3392.01,5013.31,38.5495
662,-25487.75,662,3310000,19.2019,3394.26,4296.43,38.9827
663,-28901.935546875,663,3315000,21.3905,3797.79,2896.96,40.7528
664,-24207.185546875,664,3320000,21.1821,1378.2,445.11,38.7639
665,-22584.330078125,665,3325000,22.4278,4722.86,4738.15,39.4116
666,-23157.64453125,666,3330000,37.6345,4273.3,4793.55,40.5149
667,-21415.603515625,667,3335000,21.1313,4865.68,4880.82,37.7114
668,-26916.146484375,668,3340000,52.5745,2234.06,1800.46,54.0265
669,-24219.974609375,669,3345000,17.7101,2336.5,3437.36,38.7943
670,-21689.013671875,670,3350000,19.1827,5071.66,5151.04,36.0545
671,-27742.03125,671,3355000,54.6881,1007.67,1007.82,56.4893
672,-26286.435546875,672,3360000,67.0329,1004.89,1005.32,57.1062
673,-22813.265625,673,3365000,28.4008,5077.48,5182.21,38.4805
674,-26520.431640625,674,3370000,56.3641,1006.21,1006.38,56.2679
675,-22815.607421875,675,3375000,19.6905,4759.93,5057.1,36.8539
676,-22554.232421875,676,3380000,20.1251,5014.07,5081.02,37.1518
677,-22724.263671875,677,3385000,19.7302,5136.57,5234.41,36.8737
678,-21778.689453125,678,3390000,18.5018,5153.27,5295.19,36.2068
679,-21395.51171875,679,3395000,19.0554,5105.89,5222.61,36.071
680,-20267.396484375,680,3400000,17.5647,5135.04,5233.83,35.5809
681,-21583.85546875,681,3405000,16.98,5097.77,5195.42,35.7267
682,-23498.34765625,682,3410000,16.916,4958.11,5270.25,34.9881
683,-25272.810546875,683,3415000,18.8583,5108.78,5225.12,36.2786
684,-29250.853515625,684,3420000,15.8521,4749.24,4868.51,37.2932
685,-26178.341796875,685,3425000,19.8598,5140.39,4644.6,36.6829
686,-21974.556640625,686,3430000,16.6604,4770.22,5311.86,35.8104
687,-25175.19140625,687,3435000,16.5567,4462.96,5148.32,36.7806
688,-29050.611328125,688,3440000,16.9454,2674.84,2283.28,38.76
689,-24011.2578125,689,3445000,18.7164,4346.11,5329.33,37.6088
690,-25952.154296875,690,3450000,15.8415,4255.5,5339.0,37.3524
691,-32370.044921875,691,3455000,21.7333,2478.19,3494.8,41.5307
692,-29184.638671875,692,3460000,15.185,4025.87,5343.31,37.4242
693,-25532.42578125,693,3465000,15.1529,3277.29,5284.32,36.4417
694,-22461.361328125,694,3470000,15.9424,5009.65,5382.61,36.0618
695,-24976.326171875,695,3475000,16.1638,4920.3,5303.72,36.4645
696,-20977.94921875,696,3480000,15.8027,4912.33,5299.3,35.2479
697,-22921.87109375,697,3485000,19.5772,4278.83,4799.0,36.5987
698,-31182.126953125,698,3490000,20.3558,3604.94,4787.35,38.9125
699,-20378.8359375,699,3495000,15.828,4834.62,5357.59,36.1175
700,-24823.806640625,700,3500000,15.6563,4435.45,5176.54,37.3897
701,-24182.880859375,701,3505000,15.2985,4470.59,5328.39,37.1874
702,-23259.466796875,702,3510000,15.9523,5113.0,5302.12,35.7315
703,-22010.13671875,703,3515000,15.9753,4872.63,5350.49,35.8943
704,-23110.5390625,704,3520000,16.3101,5048.64,5177.85,35.3483
705,-22292.435546875,705,3525000,15.3394,5078.53,5302.04,36.1236
706,-21708.126953125,706,3530000,15.1627,4726.62,5148.25,36.5414
707,-22898.4296875,707,3535000,15.0226,4936.01,5085.97,36.1461
708,-22574.9765625,708,3540000,15.3564,5045.24,5214.29,35.7893
709,-25972.419921875,709,3545000,14.9999,4907.58,4980.71,37.1347
710,-23898.7578125,710,3550000,15.7039,4755.75,5073.06,36.2633
711,-23151.529296875,711,3555000,15.2,4999.06,5115.13,36.5369
712,-23705.25390625,712,3560000,15.5688,5012.8,5105.05,36.4317
713,-22485.58203125,713,3565000,15.5044,4906.35,5242.01,36.1324
714,-23157.826171875,714,3570000,15.2103,4953.07,5123.47,35.6507
715,-25110.6328125,715,3575000,15.6089,4914.61,5190.83,35.7905
716,-23212.59765625,716,3580000,15.6235,4999.63,5252.24,36.4684
717,-23486.9609375,717,3585000,14.782,4497.86,5195.1,35.8147
718,-23056.056640625,718,3590000,14.6435,5021.54,5185.7,35.8996
719,-24073.353515625,719,3595000,15.0768,4993.25,5163.91,36.4959
720,-25615.794921875,720,3600000,14.348,4711.88,4878.29,36.5597
721,-25257.498046875,721,3605000,14.8146,4988.9,5175.09,35.9716
722,-24117.12890625,722,3610000,14.6319,4936.41,5148.97,36.0231
723,-24756.8828125,723,3615000,14.8303,4946.33,5132.58,35.9098
724,-26673.654296875,724,3620000,14.9958,4979.65,5174.62,36.1666
725,-25557.064453125,725,3625000,14.5166,4957.7,5129.06,35.8808
726,-26254.361328125,726,3630000,14.7213,4755.33,5049.67,36.6289
727,-24931.328125,727,3635000,15.6988,5073.87,5262.58,35.8716
728,-25774.443359375,728,3640000,15.1801,4970.07,5167.97,36.1768
729,-26806.986328125,729,3645000,14.3143,4428.14,5251.73,36.3689
730,-25436.08984375,730,3650000,14.8319,4957.18,5157.93,36.1136
731,-26727.314453125,731,3655000,15.5217,4745.32,5104.42,36.0639
732,-25094.576171875,732,3660000,14.2545,3828.92,5143.61,35.4324
733,-28534.505859375,733,3665000,16.0595,2885.95,3995.26,37.9057
734,-28220.0625,734,3670000,13.9097,4629.02,5226.29,37.0059
735,-28110.15625,735,3675000,15.1618,4948.87,5058.76,36.8755
736,-27372.865234375,736,3680000,14.9173,4557.21,4923.23,36.3631
737,-28354.357421875,737,3685000,14.5783,4483.73,4926.52,36.5183
738,-27915.30078125,738,3690000,15.1737,4942.79,5023.8,36.4183
739,-27906.025390625,739,3695000,15.6656,4757.39,5003.17,36.3119
740,-25203.30078125,740,3700000,15.3621,4801.93,4873.43,35.5493
741,-25143.388671875,741,3705000,16.3062,4331.55,2783.29,35.7972
742,-27891.86328125,742,3710000,16.7066,4425.6,4905.76,36.2196
743,-29356.451171875,743,3715000,24.1496,1724.27,1424.23,37.9584
744,-27194.30078125,744,3720000,16.4182,2289.76,4118.43,35.91
745,-29510.580078125,745,3725000,21.0716,2079.67,12.47,37.4703
746,-29558.248046875,746,3730000,23.7682,203.14,10.42,37.8059
747,-24757.923828125,747,3735000,18.5667,4793.92,5229.75,37.0878
748,-27326.8984375,748,3740000,17.9072,4685.78,5074.1,37.0539
749,-24811.6015625,749,3745000,16.5681,4974.13,4907.32,36.2942
750,-25153.802734375,750,3750000,17.7337,4512.76,4661.43,36.1012
751,-25071.029296875,751,3755000,16.9093,4834.35,5070.68,35.8791
752,-26619.294921875,752,3760000,16.8314,4992.28,4911.93,36.6509
753,-26846.607421875,753,3765000,17.3896,4927.8,4965.21,36.7861
754,-27478.189453125,754,3770000,17.5995,5030.98,5103.83,36.3848
755,-28772.43359375,755,3775000,18.6095,4820.89,4938.43,38.1014
756,-29718.673828125,756,3780000,22.8446,4326.8,5113.8,38.1728
757,-28254.140625,757,3785000,19.4409,4785.04,5139.89,36.9354
758,-28020.755859375,758,3790000,17.8752,4540.34,4612.89,37.0468
759,-29232.701171875,759,3795000,18.3484,5044.79,5205.03,37.1834
760,-30852.751953125,760,3800000,17.9104,4942.64,5117.68,37.5612
761,-30538.8203125,761,3805000,19.6347,4493.92,4889.79,38.1871
762,-28040.087890625,762,3810000,16.9469,4894.38,5096.83,36.3282
763,-31284.46875,763,3815000,18.322,4106.36,4079.38,37.9473
764,-31552.001953125,764,3820000,18.8874,3643.71,4042.34,37.9831
765,-31711.72265625,765,3825000,29.6839,4113.83,5194.84,38.1023
766,-26987.2578125,766,3830000,18.5775,4951.97,5158.36,36.9681
767,-27557.533203125,767,3835000,17.3596,4917.55,5259.14,36.6583
768,-29429.4375,768,3840000,17.814,4888.84,5240.08,36.9488
769,-27113.384765625,769,3845000,18.26,4963.28,5178.8,36.4288
770,-28000.533203125,770,3850000,17.0576,4743.29,5314.49,36.2389
771,-28452.599609375,771,3855000,18.6093,4782.01,5226.68,37.0943
772,-27459.439453125,772,3860000,17.2109,4806.5,5181.69,36.3435
773,-29885.890625,773,3865000,17.899,4834.62,5083.76,37.2768
774,-27625.185546875,774,3870000,17.9241,4729.79,5078.35,36.2778
775,-31830.04296875,775,3875000,17.325,4604.33,5127.91,38.0341
