Reward Loss,Itration,Running Reverse KL,Real Sto Return,Running Update Time,Running Env Steps,Real Det Return,Running Forward KL
-13823.7880859375,386,15.218,1765.15,386,1930000,2192.35,156.5487
-14027.67578125,387,15.2558,1936.23,387,1935000,2353.39,156.4275
-14096.8212890625,388,15.053,1938.73,388,1940000,2226.09,156.5464
-14018.3310546875,389,15.1175,1926.04,389,1945000,2332.42,156.5227
-14071.6650390625,390,15.1172,1944.11,390,1950000,2340.4,156.631
-14114.32421875,391,15.2901,1980.0,391,1955000,2359.23,156.7132
-14116.705078125,392,15.1248,1890.69,392,1960000,2054.73,156.6371
-13820.685546875,393,15.3124,1731.12,393,1965000,2206.21,156.6789
-14133.1904296875,394,15.1892,1958.3,394,1970000,2235.84,156.6439
-14186.8310546875,395,15.0364,1964.33,395,1975000,2206.21,156.5578
-14216.9873046875,396,15.3355,1982.48,396,1980000,2219.81,156.5869
-14245.1572265625,397,15.0382,1947.45,397,1985000,2073.95,156.5436
-14277.337890625,398,15.1335,1964.29,398,1990000,2342.35,156.584
-14258.0390625,399,15.2957,1978.2,399,1995000,2351.19,156.662
-14326.3876953125,400,15.193,1970.89,400,2000000,2345.58,156.5274
-14311.4091796875,401,15.2375,1951.68,401,2005000,2223.07,156.7238
-14080.49609375,402,14.9065,1966.16,402,2010000,2193.09,156.6899
-14372.009765625,403,15.1687,1970.37,403,2015000,2347.04,156.6689
-14350.912109375,404,15.1677,1992.29,404,2020000,2212.0,156.582
-14302.6142578125,405,15.0834,1973.76,405,2025000,2212.4,156.5212
-14378.3544921875,406,15.2823,1978.15,406,2030000,2210.32,156.4955
-14385.9287109375,407,15.0949,1973.69,407,2035000,2330.98,156.6386
-14403.384765625,408,15.0421,1949.72,408,2040000,2067.47,156.5963
-14336.2744140625,409,15.0698,1978.74,409,2045000,2210.21,156.5546
-14429.5576171875,410,15.3515,1926.46,410,2050000,2198.8,156.6437
-14434.8701171875,411,15.0771,1898.72,411,2055000,2053.55,156.6417
-14475.33984375,412,15.2258,1987.68,412,2060000,2211.43,156.654
-14517.302734375,413,15.2007,1979.82,413,2065000,2338.66,156.6619
-14540.279296875,414,15.2273,1965.64,414,2070000,2190.14,156.7017
-14400.814453125,415,14.9937,1924.17,415,2075000,2193.14,156.6045
-14405.587890625,416,15.1718,1954.07,416,2080000,2342.79,156.6522
-14599.671875,417,15.1937,1966.19,417,2085000,2334.71,156.7039
-14605.2822265625,418,15.2125,1971.39,418,2090000,2320.81,156.7161
-14605.943359375,419,15.1117,1973.19,419,2095000,2335.93,156.5972
-14619.234375,420,15.1879,1973.96,420,2100000,2180.63,156.6785
-14633.9072265625,421,15.1091,1970.32,421,2105000,2320.64,156.5872
-14630.546875,422,15.0249,1961.04,422,2110000,2318.37,156.6399
-14677.173828125,423,15.1245,1973.25,423,2115000,2338.14,156.6236
-14719.7509765625,424,15.0553,1968.29,424,2120000,2326.16,156.5711
-14599.0869140625,425,14.8597,1954.71,425,2125000,2341.35,156.6852
-14720.794921875,426,14.9366,1959.32,426,2130000,2307.43,156.4969
-14782.8232421875,427,14.9968,1976.24,427,2135000,2335.62,156.5831
-14761.06640625,428,15.0679,1965.76,428,2140000,2346.51,156.5415
-14772.80078125,429,15.1337,1973.64,429,2145000,2353.44,156.58
-14792.638671875,430,14.967,1961.75,430,2150000,2200.19,156.7075
-14829.580078125,431,15.0291,1982.49,431,2155000,2347.83,156.6878
-14860.1005859375,432,14.977,1982.25,432,2160000,2209.95,156.5632
-14861.1796875,433,15.1034,1971.06,433,2165000,2336.86,156.5151
-14778.5869140625,434,14.904,1967.52,434,2170000,2353.85,156.4561
-14935.1767578125,435,15.1324,1975.43,435,2175000,2338.59,156.6082
-14929.6455078125,436,15.0016,1955.69,436,2180000,2345.17,156.6434
-14944.337890625,437,15.1677,1992.48,437,2185000,2360.09,156.684
-14991.873046875,438,15.2185,1963.16,438,2190000,2342.33,156.6119
-14952.876953125,439,14.9242,1959.28,439,2195000,2328.25,156.5709
-15007.94140625,440,15.042,1985.27,440,2200000,2341.0,156.5934
-14984.119140625,441,15.2337,1955.29,441,2205000,2326.94,156.5529
-15027.158203125,442,15.3654,1978.25,442,2210000,2341.55,156.6402
-14984.556640625,443,14.9121,1974.54,443,2215000,2351.24,156.5811
-15008.0830078125,444,14.8828,1959.68,444,2220000,2320.27,156.5536
-15088.158203125,445,15.2488,1991.13,445,2225000,2207.82,156.5521
-15034.22265625,446,14.9508,1966.74,446,2230000,2191.36,156.5348
-15079.5576171875,447,15.0785,1975.22,447,2235000,2342.73,156.5506
-15137.7373046875,448,15.1164,1979.25,448,2240000,2345.58,156.6532
-15160.734375,449,15.0676,1986.37,449,2245000,2350.27,156.5536
-15179.578125,450,15.2057,1988.49,450,2250000,2362.69,156.6745
-15163.87890625,451,15.1383,1989.65,451,2255000,2340.0,156.4926
-15189.7890625,452,15.2319,1995.05,452,2260000,2345.12,156.5941
-15175.9765625,453,15.1356,1965.77,453,2265000,2330.22,156.6567
-15236.7744140625,454,15.1976,1988.91,454,2270000,2347.77,156.6719
-15292.2080078125,455,15.3322,1989.95,455,2275000,2350.25,156.6183
-15269.4736328125,456,15.2835,1945.35,456,2280000,2286.35,156.7747
-15270.986328125,457,15.3303,1973.0,457,2285000,2334.58,156.606
-15340.7822265625,458,15.1907,1969.28,458,2290000,2351.19,156.5415
-15345.6826171875,459,15.2125,1956.74,459,2295000,2309.76,156.7079
-15342.85546875,460,15.2341,1995.9,460,2300000,2350.65,156.6361
-15357.5966796875,461,15.0282,1970.95,461,2305000,2328.18,156.6409
-15390.0244140625,462,15.11,1986.88,462,2310000,2059.38,156.6873
-15445.46484375,463,15.1748,1962.61,463,2315000,2320.9,156.6613
-15444.236328125,464,15.3607,1988.24,464,2320000,2348.11,156.6432
-15425.3369140625,465,15.2978,1967.72,465,2325000,2328.91,156.623
-15387.9169921875,466,15.1079,1975.04,466,2330000,2304.61,156.5578
-15423.75,467,15.035,1945.54,467,2335000,2341.19,156.4685
-15474.927734375,468,15.2118,1960.73,468,2340000,2335.54,156.5568
-15379.619140625,469,14.9911,1979.59,469,2345000,2202.57,156.493
-15484.3095703125,470,15.1004,1953.68,470,2350000,2324.06,156.7019
-15507.7685546875,471,15.0928,1943.22,471,2355000,2356.66,156.6732
-15498.791015625,472,15.0521,1983.58,472,2360000,2340.69,156.6627
-15564.779296875,473,15.2191,1967.35,473,2365000,2337.07,156.5573
-15587.6591796875,474,15.2147,1982.9,474,2370000,2352.55,156.6802
-15573.560546875,475,15.216,1975.85,475,2375000,2337.0,156.5296
-15607.5234375,476,15.0582,1977.31,476,2380000,2344.6,156.4817
-15628.59765625,477,15.1994,1965.6,477,2385000,2348.51,156.6349
-15580.966796875,478,14.8941,1971.71,478,2390000,2209.37,156.5638
-15671.140625,479,15.0988,1965.09,479,2395000,2339.5,156.5453
-15660.1923828125,480,15.0714,1951.29,480,2400000,2361.49,156.5324
-15674.1103515625,481,15.1937,1977.09,481,2405000,2348.92,156.6483
-15690.31640625,482,14.9747,1958.08,482,2410000,2203.33,156.5882
-15678.73046875,483,15.212,1982.42,483,2415000,2331.97,156.5874
-15753.2060546875,484,15.1867,1963.03,484,2420000,2334.2,156.6024
-15709.947265625,485,14.9758,1953.97,485,2425000,2325.3,156.5921
-15729.0556640625,486,15.1114,1940.7,486,2430000,2343.09,156.5383
-15805.5078125,487,15.3335,1983.9,487,2435000,2355.54,156.5331
-15776.1494140625,488,15.0984,1970.54,488,2440000,2335.04,156.5556
-15794.7783203125,489,15.125,1985.83,489,2445000,2365.0,156.5812
-15797.916015625,490,15.0976,1994.59,490,2450000,2348.92,156.632
