Running Reverse KL,Running Update Time,Running Env Steps,Running Forward KL,Itration,Real Det Return,Real Sto Return,Reward Loss
86.2045,392,1960000,87.5619,392,5051.28,4558.64,-56392.94921875
90.643,393,1965000,88.7704,393,4869.92,4472.29,-56542.27734375
88.6612,394,1970000,89.5904,394,5068.95,4209.55,-57136.47265625
94.7895,395,1975000,89.1739,395,4981.19,4739.83,-57487.046875
84.2139,396,1980000,85.4402,396,5094.61,4457.49,-57423.2890625
87.6223,397,1985000,87.3632,397,4929.81,4656.06,-55305.890625
88.2451,398,1990000,86.6663,398,5045.62,4613.38,-57279.19140625
84.4689,399,1995000,85.6709,399,5054.63,4222.35,-57422.65234375
91.0796,400,2000000,86.8377,400,4773.68,4794.15,-57442.546875
91.6179,401,2005000,89.6701,401,4971.27,4715.91,-58385.05859375
93.482,402,2010000,89.4686,402,4976.7,4738.24,-58463.77734375
92.7565,403,2015000,87.7443,403,4764.62,4775.69,-58352.9765625
89.0565,404,2020000,85.9593,404,5066.17,4796.99,-58509.77734375
90.2957,405,2025000,88.828,405,4957.28,4109.64,-58631.78515625
92.4673,406,2030000,89.3913,406,4950.37,4617.04,-58802.84375
89.3996,407,2035000,85.6839,407,4999.41,4590.2,-57508.05078125
86.2436,408,2040000,88.2214,408,5018.19,4447.99,-58863.25390625
92.3262,409,2045000,89.9681,409,4895.86,4604.33,-59097.78125
94.4031,410,2050000,88.7887,410,4840.18,3962.49,-59114.08984375
87.016,411,2055000,85.2177,411,4851.3,4690.47,-59618.32421875
92.6613,412,2060000,89.5105,412,4689.09,4517.66,-59468.13671875
94.5497,413,2065000,88.7284,413,4812.26,4763.85,-60382.33984375
94.8993,414,2070000,88.2409,414,4965.5,4739.41,-59637.125
90.18,415,2075000,87.1739,415,5061.01,4769.79,-59678.84765625
87.7484,416,2080000,89.3319,416,5010.05,4626.19,-59880.953125
89.3128,417,2085000,88.4536,417,4975.26,4378.91,-60001.2578125
87.1381,418,2090000,88.1196,418,4838.2,4359.71,-60402.96484375
92.2752,419,2095000,89.326,419,4983.49,4654.52,-60704.6484375
89.4345,420,2100000,86.1106,420,5029.45,4785.74,-60308.63671875
92.364,421,2105000,89.9962,421,4701.33,4449.9,-61173.01171875
92.6921,422,2110000,89.5011,422,4989.7,4803.24,-61466.74609375
99.4067,423,2115000,93.3402,423,4779.55,4647.14,-61008.6484375
94.5467,424,2120000,89.5382,424,4916.28,4716.47,-61098.13671875
91.7565,425,2125000,88.0304,425,5011.75,4809.38,-61228.80859375
92.9957,426,2130000,89.6974,426,4935.81,4556.26,-61277.73046875
92.9006,427,2135000,87.55,427,4914.55,4545.23,-61511.796875
95.6556,428,2140000,91.5996,428,4942.81,4464.41,-61509.30078125
94.2502,429,2145000,88.9284,429,4963.99,4760.52,-61610.16796875
91.8598,430,2150000,89.0286,430,4824.72,4591.39,-61992.48046875
95.3702,431,2155000,90.6309,431,4897.56,4716.19,-61879.88671875
95.8867,432,2160000,90.2515,432,4874.91,4674.64,-61827.53125
91.9445,433,2165000,90.0678,433,4993.1,4769.28,-62305.140625
101.6754,434,2170000,93.016,434,4809.46,4424.78,-62921.02734375
95.4956,435,2175000,91.28,435,4934.05,4489.96,-62349.89453125
94.7259,436,2180000,91.5254,436,4700.67,4366.94,-62405.6484375
97.1747,437,2185000,93.4234,437,4918.95,4658.95,-63095.65625
101.3862,438,2190000,93.7875,438,4810.92,4607.14,-63340.3828125
92.2772,439,2195000,89.4743,439,4844.3,4765.95,-63130.77734375
97.0908,440,2200000,94.3974,440,4799.26,4456.49,-62661.2109375
87.9823,441,2205000,88.1619,441,5000.46,4767.06,-63328.203125
90.5221,442,2210000,89.0019,442,4966.81,4516.82,-63570.07421875
94.303,443,2215000,89.2225,443,4919.2,4725.11,-63867.97265625
115.5906,444,2220000,85.4222,444,5039.13,4749.75,-60988.5703125
93.3158,445,2225000,88.183,445,4933.43,4733.94,-63317.21484375
96.1716,446,2230000,91.3093,446,4828.63,4667.35,-63725.3203125
92.7303,447,2235000,86.5736,447,5019.14,4575.36,-63426.53515625
96.668,448,2240000,91.3174,448,4928.27,4742.78,-64154.40625
90.5068,449,2245000,89.415,449,4943.13,4667.73,-64032.3203125
95.6807,450,2250000,90.8029,450,4826.51,4560.61,-63681.83203125
92.0284,451,2255000,88.4329,451,4948.95,4755.56,-64016.1171875
88.7538,452,2260000,87.2835,452,4985.74,4651.3,-63609.69140625
93.3796,453,2265000,89.8663,453,4901.13,4317.72,-65262.5625
89.2072,454,2270000,89.4104,454,4732.07,4299.19,-64619.20703125
91.7898,455,2275000,88.572,455,4943.39,4674.18,-65393.3515625
86.2269,456,2280000,87.6451,456,5185.53,4812.48,-65617.0546875
100.0431,457,2285000,92.6743,457,4568.29,4605.92,-65367.19921875
95.2576,458,2290000,91.2937,458,4902.38,4686.15,-65503.69140625
100.2699,459,2295000,90.9251,459,4850.43,4358.79,-65561.8828125
95.7434,460,2300000,91.325,460,4915.43,4590.25,-65437.6484375
99.8628,461,2305000,92.0658,461,4751.75,4368.61,-65264.56640625
99.732,462,2310000,90.5861,462,4820.83,4535.16,-65017.3046875
101.0998,463,2315000,92.639,463,4810.04,4635.08,-65800.8046875
93.1888,464,2320000,89.8819,464,4946.95,4403.1,-65523.1015625
106.6098,465,2325000,93.829,465,4553.55,4420.98,-65921.9140625
94.7912,466,2330000,89.7119,466,4743.46,4655.5,-66044.1875
93.1647,467,2335000,89.2067,467,4959.98,4561.92,-66786.3046875
91.8052,468,2340000,87.7106,468,4922.58,4676.13,-66276.0390625
90.7923,469,2345000,89.0493,469,4921.4,4527.28,-66622.375
94.2835,470,2350000,91.4528,470,4862.41,4653.81,-66731.328125
97.1764,471,2355000,90.2321,471,4814.0,4588.67,-66616.5703125
93.1312,472,2360000,90.1899,472,4968.36,4704.95,-66435.109375
97.1996,473,2365000,92.6983,473,4941.48,4726.72,-67534.8828125
94.1874,474,2370000,90.0024,474,4884.66,4247.05,-67044.90625
90.6437,475,2375000,89.4254,475,4891.11,4582.54,-67263.2578125
92.4707,476,2380000,90.3957,476,4628.18,4408.42,-67506.171875
92.1414,477,2385000,89.4026,477,4943.82,4662.84,-67085.46875
97.5285,478,2390000,92.6062,478,4859.66,4613.1,-67585.4765625
91.7659,479,2395000,89.8885,479,4805.23,4566.23,-68394.0546875
90.5594,480,2400000,89.9204,480,4925.62,4550.35,-67866.0078125
92.9128,481,2405000,91.3935,481,4838.72,4652.37,-68253.7890625
94.352,482,2410000,90.1529,482,4620.14,4590.5,-68296.8828125
92.3064,483,2415000,89.1541,483,4774.44,4652.85,-68056.1796875
91.8633,484,2420000,89.2708,484,4995.59,4756.62,-68865.3984375
91.5632,485,2425000,91.4357,485,5043.12,4780.74,-69446.9609375
89.7618,486,2430000,89.7739,486,4959.62,4707.28,-68842.40625
89.9309,487,2435000,91.6802,487,4872.67,4524.98,-68761.0078125
91.6123,488,2440000,87.3715,488,4493.23,4614.95,-67358.1015625
92.0689,489,2445000,89.6876,489,4960.92,4517.8,-68725.9140625
87.298,490,2450000,87.5298,490,5049.57,4721.16,-68721.265625
91.3814,491,2455000,92.2526,491,4877.51,4514.82,-69255.1484375
90.6622,492,2460000,88.3921,492,4993.41,4739.94,-69203.671875
94.5209,493,2465000,90.1531,493,4795.25,4632.39,-69256.84375
96.5043,494,2470000,90.3629,494,4844.48,4662.23,-69824.6640625
85.6108,495,2475000,87.679,495,5065.25,4776.42,-69373.4453125
89.069,496,2480000,87.4001,496,4922.93,4517.72,-69290.0703125
89.8297,497,2485000,86.9522,497,4989.44,4369.88,-69419.3203125
80.597,498,2490000,83.1004,498,5063.07,4695.0,-68071.71875
87.4294,499,2495000,86.2736,499,4943.15,4835.73,-70151.515625
86.4437,500,2500000,88.0042,500,4998.42,4643.74,-70224.8515625
85.0325,501,2505000,86.6529,501,5139.18,3851.72,-70175.515625
86.144,502,2510000,86.8446,502,5033.04,4577.31,-69974.7265625
89.4807,503,2515000,87.8013,503,5038.84,4773.64,-70637.2109375
94.4557,504,2520000,90.7236,504,4906.25,4626.88,-70851.546875
87.8851,505,2525000,88.2318,505,5016.55,4743.14,-71090.640625
84.5214,506,2530000,88.5014,506,5013.16,4702.8,-70364.1015625
85.0244,507,2535000,86.6354,507,5052.57,4402.49,-70515.578125
87.1632,508,2540000,88.168,508,4708.59,4249.63,-70911.9609375
80.9365,509,2545000,85.0812,509,5050.94,4433.01,-70593.125
81.9698,510,2550000,87.0204,510,5116.0,4608.74,-70812.5234375
81.2372,511,2555000,82.9094,511,5095.38,4772.77,-70881.4921875
88.4835,512,2560000,88.3046,512,5027.82,4646.31,-71927.484375
82.8249,513,2565000,86.1263,513,5020.47,4250.37,-70973.4921875
83.7496,514,2570000,85.9284,514,5004.83,4125.29,-71066.203125
84.895,515,2575000,85.9723,515,4985.13,4596.82,-72265.0859375
82.4422,516,2580000,82.1385,516,5156.42,4692.06,-70123.1484375
89.9557,517,2585000,84.0247,517,5042.14,4586.48,-70135.7734375
85.3055,518,2590000,86.3722,518,5010.59,4255.26,-72066.2109375
80.7741,519,2595000,83.7339,519,5166.75,4657.43,-71917.4140625
80.8334,520,2600000,85.5831,520,4975.13,4242.32,-72489.25
80.3155,521,2605000,85.397,521,5096.95,4288.85,-71966.21875
82.9236,522,2610000,83.9031,522,5062.95,4738.25,-72251.9296875
79.8503,523,2615000,86.5571,523,4821.24,4041.75,-72427.078125
79.4685,524,2620000,84.4896,524,5082.2,4630.35,-72553.796875
78.7412,525,2625000,82.7492,525,4954.51,4338.09,-72034.0625
87.0856,526,2630000,81.6604,526,5058.79,4047.02,-69663.046875
79.158,527,2635000,83.8707,527,4919.1,4322.38,-71659.8828125
78.65,528,2640000,84.147,528,5029.87,4434.67,-72336.0
77.3165,529,2645000,84.796,529,5059.43,4373.62,-72705.7890625
78.1639,530,2650000,82.9226,530,5107.21,4775.59,-72337.3671875
75.1581,531,2655000,84.0082,531,5214.13,4474.5,-72819.421875
71.9316,532,2660000,80.1986,532,5135.24,4212.33,-69989.078125
74.0643,533,2665000,84.0261,533,4733.48,3612.12,-72524.671875
75.0369,534,2670000,83.933,534,5157.26,4208.4,-73138.90625
78.8948,535,2675000,83.7978,535,5053.13,4659.65,-73265.0625
84.5403,536,2680000,83.3932,536,5225.43,4698.03,-71514.609375
73.3037,537,2685000,83.0493,537,5187.64,3812.04,-72841.2265625
74.7337,538,2690000,83.783,538,5204.5,4578.57,-73896.375
75.0594,539,2695000,83.0636,539,5173.66,4581.04,-73848.96875
77.4561,540,2700000,83.7549,540,5045.65,4598.83,-73679.0
72.1419,541,2705000,82.6787,541,5255.14,4243.21,-73481.6171875
75.9364,542,2710000,79.8571,542,5089.21,4395.39,-72419.09375
74.7094,543,2715000,84.6388,543,5197.51,4452.26,-74229.125
74.3935,544,2720000,77.7663,544,4636.96,4752.58,-70314.7109375
73.3302,545,2725000,82.1074,545,4934.33,4454.09,-73670.671875
68.1072,546,2730000,78.5292,546,5180.09,4481.3,-71975.390625
74.6821,547,2735000,83.5858,547,5146.52,4529.8,-74523.0703125
76.5959,548,2740000,84.2416,548,5191.65,4438.99,-75012.859375
77.7056,549,2745000,85.1979,549,5239.74,4834.4,-75043.7109375
81.8571,550,2750000,82.2928,550,5122.12,4508.08,-73185.6953125
80.7239,551,2755000,86.2722,551,5036.49,4505.89,-75486.1171875
80.2586,552,2760000,84.7163,552,4734.36,4039.79,-74559.4296875
77.0821,553,2765000,85.6044,553,5098.87,4760.54,-74957.5625
80.5375,554,2770000,85.2243,554,5050.27,4536.95,-75540.875
78.5699,555,2775000,85.7443,555,5146.94,4254.43,-76195.3359375
79.3076,556,2780000,84.5513,556,5126.09,4701.19,-75486.8125
76.341,557,2785000,83.312,557,5087.75,4398.66,-75202.3515625
78.842,558,2790000,85.9553,558,5102.53,4614.04,-75912.015625
76.2605,559,2795000,80.7634,559,4851.62,4392.79,-74849.21875
75.8393,560,2800000,82.3924,560,5113.61,4683.12,-75187.171875
76.5946,561,2805000,82.8023,561,5195.2,4813.78,-75985.6171875
75.8373,562,2810000,83.1975,562,5219.68,4758.09,-75816.8203125
76.3146,563,2815000,84.3699,563,4989.55,4624.33,-75926.9375
72.8303,564,2820000,81.7927,564,5214.33,4679.13,-72488.78125
78.6888,565,2825000,84.068,565,5166.12,4751.97,-76087.3203125
77.1446,566,2830000,83.142,566,5260.11,4227.42,-76034.8671875
78.0411,567,2835000,82.9889,567,5222.68,4923.8,-75863.1796875
77.5921,568,2840000,84.5341,568,5001.35,4523.85,-76402.484375
73.0503,569,2845000,80.3772,569,5209.1,4672.8,-73054.453125
79.4565,570,2850000,85.9401,570,4599.21,3919.84,-77058.21875
77.6601,571,2855000,83.4715,571,5176.04,4720.4,-77067.53125
75.2975,572,2860000,82.9448,572,5256.59,4227.53,-77128.2109375
69.3315,573,2865000,80.511,573,5272.27,4373.9,-73103.796875
76.3236,574,2870000,83.3759,574,5298.49,4691.78,-76985.9375
72.7587,575,2875000,79.5858,575,5178.37,4505.64,-74138.234375
72.6725,576,2880000,83.2623,576,5271.53,4636.27,-76409.0859375
75.4016,577,2885000,82.7903,577,5123.63,4636.88,-76793.484375
75.2514,578,2890000,83.0649,578,5106.56,4365.31,-76693.796875
78.1352,579,2895000,84.7111,579,4939.31,4720.01,-77472.8515625
71.5139,580,2900000,82.3304,580,5280.68,4726.94,-76084.0390625
74.3883,581,2905000,83.2859,581,5221.49,4692.74,-74707.09375
75.0599,582,2910000,83.4412,582,5265.97,4123.07,-77421.921875
77.8522,583,2915000,82.1182,583,5223.85,4555.79,-75284.1953125
72.4098,584,2920000,81.9807,584,5290.66,4805.99,-75858.75
71.9742,585,2925000,83.2539,585,5248.71,4535.84,-77792.984375
74.7082,586,2930000,84.9461,586,5265.85,4702.31,-78046.8125
71.7935,587,2935000,82.1332,587,4838.78,3990.52,-77169.078125
70.5033,588,2940000,81.443,588,5297.42,4688.34,-74265.4765625
77.4035,589,2945000,82.4128,589,4748.31,4308.2,-77839.6015625
74.117,590,2950000,83.1597,590,5276.97,4420.21,-78211.0390625
76.4622,591,2955000,83.505,591,4975.4,4326.98,-78029.6875
74.7472,592,2960000,81.1635,592,5310.12,4742.69,-77679.4453125
79.8229,593,2965000,79.8382,593,5227.25,4922.27,-74404.875
76.7148,594,2970000,82.7992,594,5057.19,4536.51,-78020.890625
74.3926,595,2975000,83.6802,595,5277.81,4896.25,-78273.5546875
74.9377,596,2980000,82.3185,596,5347.86,4792.28,-78377.234375
76.0707,597,2985000,83.1329,597,5052.06,4779.26,-78258.9140625
75.2055,598,2990000,83.0719,598,5222.02,4473.58,-77989.5703125
72.054,599,2995000,80.9145,599,5011.24,4805.62,-75842.6328125
