Real Det Return,Itration,Reward Loss,Running Forward KL,Running Reverse KL,Real Sto Return,Running Env Steps,Running Update Time
59.72,408,-89928.15625,628.855,898.2398,59.71,2040000,408
62.57,409,-86467.4453125,635.741,512.8384,63.17,2045000,409
90.14,410,-87872.484375,621.5901,565.701,91.93,2050000,410
77.67,411,-93835.921875,655.6542,1183.8423,72.55,2055000,411
62.15,412,-91538.25,632.0543,1694.1196,61.92,2060000,412
87.27,413,-93582.171875,647.9971,1906.8643,85.11,2065000,413
90.73,414,-95862.5625,673.7893,4053.0867,89.34,2070000,414
59.65,415,-96359.3046875,685.6835,3999.746,59.65,2075000,415
59.91,416,-96446.9921875,688.5668,4176.7533,59.91,2080000,416
59.73,417,-93690.6640625,656.5077,2211.5813,59.73,2085000,417
59.68,418,-97223.6875,712.2209,4798.5685,59.69,2090000,418
59.68,419,-92028.265625,642.0384,1726.6482,59.7,2095000,419
59.68,420,-92812.796875,636.5094,1626.6988,59.68,2100000,420
59.91,421,-87289.3359375,614.0708,299.9622,59.91,2105000,421
59.68,422,-97374.1484375,681.3562,4298.2565,59.68,2110000,422
59.68,423,-95025.25,657.7173,1939.9352,59.68,2115000,423
59.68,424,-96522.578125,666.1675,3845.7595,59.68,2120000,424
59.91,425,-96517.4296875,673.7005,3716.1749,59.91,2125000,425
59.91,426,-94136.4375,655.7901,2641.9281,59.92,2130000,426
59.69,427,-93306.8203125,615.742,1707.7591,59.72,2135000,427
59.73,428,-93620.6328125,638.0318,1964.8447,59.72,2140000,428
59.68,429,-94652.734375,663.5904,2018.9492,59.68,2145000,429
59.73,430,-95290.296875,668.1696,3043.5092,59.73,2150000,430
59.68,431,-96921.1953125,677.6543,3400.2964,59.68,2155000,431
59.68,432,-87807.515625,640.4182,313.6081,59.68,2160000,432
59.68,433,-94407.75,664.2422,1827.8453,59.69,2165000,433
59.68,434,-91499.90625,643.4939,1104.5412,59.68,2170000,434
59.68,435,-93634.5078125,647.0664,1178.1596,59.68,2175000,435
59.72,436,-95751.9921875,651.729,2361.7758,59.72,2180000,436
59.69,437,-98040.9375,699.4751,3714.2731,59.69,2185000,437
59.69,438,-96310.3828125,674.6994,2657.4442,59.69,2190000,438
59.73,439,-97955.703125,701.2288,4744.2673,59.72,2195000,439
59.73,440,-95426.9453125,662.3655,2606.3705,59.73,2200000,440
59.72,441,-97856.40625,700.9884,4003.6348,59.72,2205000,441
60.15,442,-94263.828125,660.7476,1592.2258,60.14,2210000,442
59.69,443,-92946.921875,629.9758,1371.3246,59.69,2215000,443
59.69,444,-97264.2421875,686.2005,3581.7074,59.69,2220000,444
59.69,445,-90720.234375,647.1158,845.3495,59.69,2225000,445
59.72,446,-93633.0859375,637.3438,2191.7842,59.72,2230000,446
59.72,447,-98054.0234375,705.8772,3856.708,59.72,2235000,447
59.73,448,-95794.296875,676.1461,2302.3451,59.72,2240000,448
59.73,449,-93389.65625,656.5143,1816.6727,59.72,2245000,449
59.73,450,-97753.8515625,692.2064,3712.6043,59.72,2250000,450
59.69,451,-89632.828125,627.1542,302.572,59.69,2255000,451
59.72,452,-95602.5234375,648.2416,2019.7255,59.71,2260000,452
59.68,453,-94472.2265625,648.8738,1190.5394,59.68,2265000,453
59.71,454,-97567.1953125,688.0704,2800.5958,59.71,2270000,454
59.71,455,-93382.390625,644.4382,1070.6518,59.72,2275000,455
59.72,456,-96447.734375,664.0858,2364.8713,59.71,2280000,456
59.72,457,-97381.84375,673.8423,2690.7071,59.72,2285000,457
58.43,458,-98474.96875,703.4837,3706.2412,58.37,2290000,458
59.72,459,-98066.7109375,697.5185,3310.6099,59.72,2295000,459
59.71,460,-94960.1484375,652.2461,1840.1272,59.71,2300000,460
59.7,461,-96874.578125,663.0242,2594.3674,59.7,2305000,461
59.68,462,-98496.828125,709.411,3893.8944,59.68,2310000,462
59.71,463,-98037.3984375,702.9183,3410.184,59.71,2315000,463
59.71,464,-94030.9765625,625.3341,1406.8007,59.71,2320000,464
59.71,465,-95038.3828125,675.4495,1653.198,59.71,2325000,465
59.69,466,-95401.734375,636.0284,2616.4693,59.69,2330000,466
59.71,467,-93097.6796875,633.6467,1198.5758,59.71,2335000,467
59.69,468,-94441.0078125,653.5331,854.5745,59.69,2340000,468
59.67,469,-96962.8515625,665.0854,1353.6517,59.67,2345000,469
59.69,470,-93128.5234375,657.2468,1587.7584,59.69,2350000,470
59.69,471,-93889.4296875,631.2785,894.4061,59.69,2355000,471
59.67,472,-97443.921875,674.7905,2766.6976,59.66,2360000,472
59.69,473,-93111.7734375,644.0684,641.6376,59.69,2365000,473
59.67,474,-91533.3359375,633.3409,356.6887,59.67,2370000,474
59.67,475,-96115.953125,664.5505,952.9412,59.67,2375000,475
59.67,476,-94394.2265625,642.2622,1683.2987,59.67,2380000,476
59.67,477,-96597.6015625,665.1662,1659.6823,59.68,2385000,477
59.68,478,-96931.9453125,664.6231,2578.735,59.68,2390000,478
59.58,479,-93135.171875,639.3472,1195.779,59.58,2395000,479
59.7,480,-90494.328125,621.4418,583.3765,59.7,2400000,480
59.71,481,-95500.71875,651.4036,1237.7173,59.71,2405000,481
59.67,482,-94042.640625,626.7421,379.41,59.67,2410000,482
59.67,483,-95268.5234375,642.9014,1314.2494,59.67,2415000,483
59.7,484,-92964.84375,647.6398,1122.8596,59.7,2420000,484
59.67,485,-96419.890625,650.1706,1086.8953,59.67,2425000,485
59.67,486,-93039.46875,628.2201,565.6104,59.67,2430000,486
59.67,487,-95532.8203125,633.9308,532.0391,59.67,2435000,487
59.68,488,-96167.609375,651.3477,1755.1008,59.68,2440000,488
59.71,489,-94802.015625,637.3403,814.6439,59.7,2445000,489
59.69,490,-91877.546875,630.9969,497.2792,59.69,2450000,490
59.67,491,-95566.921875,658.3442,1370.5243,59.68,2455000,491
59.68,492,-96229.140625,657.7121,2351.521,59.68,2460000,492
59.67,493,-93052.7890625,625.779,543.9192,59.67,2465000,493
59.67,494,-96114.1171875,651.4435,467.2378,59.67,2470000,494
59.67,495,-96314.1328125,640.4239,1274.58,59.67,2475000,495
59.67,496,-96992.640625,640.6619,845.8975,59.67,2480000,496
59.67,497,-96474.3359375,660.5232,610.2278,59.67,2485000,497
59.67,498,-96772.1484375,663.6217,1982.5644,59.68,2490000,498
59.67,499,-97058.421875,661.2361,2401.2749,59.67,2495000,499
59.67,500,-97322.3828125,653.1644,3023.1586,59.67,2500000,500
59.67,501,-96837.890625,656.2659,1564.9425,59.67,2505000,501
59.67,502,-96448.4140625,654.028,1053.4007,59.67,2510000,502
59.67,503,-97682.5703125,671.9986,3092.7409,59.67,2515000,503
59.67,504,-97149.1953125,644.2125,1733.2209,59.67,2520000,504
59.67,505,-97609.4453125,670.141,2445.0956,59.67,2525000,505
59.69,506,-98325.9375,685.4359,3354.1463,59.69,2530000,506
59.67,507,-97750.640625,677.6012,2809.5651,59.67,2535000,507
59.67,508,-98166.171875,674.9525,3484.5242,59.67,2540000,508
59.67,509,-97343.6015625,659.283,1421.0234,59.67,2545000,509
59.63,510,-97511.4375,669.4016,2086.7911,59.63,2550000,510
59.69,511,-94031.8125,610.4954,343.1289,59.68,2555000,511
58.74,512,-96398.203125,648.4365,600.7139,58.73,2560000,512
59.71,513,-97006.9296875,659.3197,982.6229,59.71,2565000,513
59.73,514,-96681.078125,665.7375,923.1107,59.73,2570000,514
59.72,515,-93428.2578125,631.3843,395.0392,59.72,2575000,515
58.71,516,-94472.9140625,607.6967,766.4218,58.71,2580000,516
59.72,517,-94985.90625,665.363,1083.541,59.72,2585000,517
59.72,518,-97779.03125,699.3137,1529.9966,59.72,2590000,518
59.72,519,-95884.1875,649.3802,1092.5079,59.72,2595000,519
59.72,520,-96115.546875,652.6762,1199.5519,59.72,2600000,520
59.74,521,-96714.0078125,639.1132,952.1823,59.74,2605000,521
58.54,522,-95909.7421875,644.9762,1406.3069,58.54,2610000,522
58.52,523,-97187.765625,625.9951,2181.9799,58.52,2615000,523
58.62,524,-97122.25,650.6665,2149.9547,58.68,2620000,524
59.73,525,-96130.7734375,631.7572,755.3288,59.73,2625000,525
58.73,526,-93708.046875,629.3412,753.5167,58.73,2630000,526
58.54,527,-96523.046875,640.7103,1522.2112,58.54,2635000,527
58.6,528,-96964.109375,643.4882,2656.3556,58.6,2640000,528
58.6,529,-94624.984375,612.1887,417.051,58.68,2645000,529
58.58,530,-94378.3359375,599.3819,1375.8597,58.59,2650000,530
58.58,531,-96263.671875,615.9177,3025.3543,58.59,2655000,531
58.58,532,-95306.375,601.1479,2045.6433,58.59,2660000,532
58.47,533,-95755.484375,598.1967,2525.2267,58.48,2665000,533
58.48,534,-95931.2265625,598.7742,1704.2005,58.47,2670000,534
58.49,535,-96612.78125,602.0452,2548.4199,58.47,2675000,535
58.49,536,-94720.8984375,599.4735,1402.2503,58.45,2680000,536
58.49,537,-94476.6953125,619.084,1352.2656,58.47,2685000,537
58.49,538,-90956.046875,594.7267,566.2571,58.47,2690000,538
58.49,539,-92509.3984375,564.3371,1024.0529,58.49,2695000,539
58.49,540,-96546.984375,587.4429,2009.348,58.49,2700000,540
58.58,541,-92365.4609375,564.8573,668.8331,58.58,2705000,541
58.58,542,-89651.234375,530.5872,529.1076,58.58,2710000,542
58.49,543,-92731.0234375,560.4433,783.5451,58.49,2715000,543
58.37,544,-90331.4296875,540.1536,664.141,58.34,2720000,544
58.37,545,-92815.171875,543.2981,1554.9577,57.97,2725000,545
60.69,546,-87874.984375,521.1133,310.6946,60.69,2730000,546
58.37,547,-90438.046875,551.6108,596.3607,58.34,2735000,547
58.37,548,-90880.765625,539.0971,1013.4056,58.34,2740000,548
58.37,549,-91288.40625,536.4875,600.4156,58.37,2745000,549
58.37,550,-89672.125,536.7435,293.3307,58.41,2750000,550
58.37,551,-91055.484375,529.1967,394.4745,58.37,2755000,551
58.5,552,-91604.015625,553.9156,830.6294,58.5,2760000,552
58.37,553,-93260.1953125,556.5365,713.5685,58.37,2765000,553
58.49,554,-92778.6484375,539.0219,624.0197,58.48,2770000,554
58.49,555,-91216.71875,531.7685,357.2289,58.48,2775000,555
58.48,556,-92803.484375,556.3339,421.1627,58.47,2780000,556
58.49,557,-90004.6484375,537.5934,314.5553,58.49,2785000,557
58.49,558,-91677.0859375,557.8885,326.4972,58.48,2790000,558
58.5,559,-93212.921875,550.637,761.0639,58.53,2795000,559
58.5,560,-93512.796875,550.0503,551.5379,58.52,2800000,560
58.64,561,-92224.890625,550.7588,828.4456,58.65,2805000,561
58.64,562,-95471.3671875,556.1106,1003.3845,58.65,2810000,562
58.64,563,-93661.3984375,544.7381,582.7481,58.65,2815000,563
58.6,564,-94006.5390625,545.6489,866.6686,58.62,2820000,564
58.64,565,-92395.9765625,542.753,806.9181,58.63,2825000,565
58.64,566,-91140.2890625,542.1017,343.3631,58.64,2830000,566
58.64,567,-94247.046875,550.6856,1242.551,58.64,2835000,567
58.49,568,-94284.515625,558.0248,864.2184,58.48,2840000,568
58.6,569,-94181.953125,557.7711,1031.9909,58.59,2845000,569
58.64,570,-92763.265625,550.1624,803.9983,58.64,2850000,570
58.64,571,-93449.03125,562.871,872.9516,58.64,2855000,571
58.7,572,-95189.7109375,559.2899,1431.6203,58.74,2860000,572
58.64,573,-92978.1328125,540.7597,329.1556,58.64,2865000,573
58.64,574,-93437.2890625,542.2706,323.664,58.64,2870000,574
58.64,575,-94236.84375,565.6868,760.8486,58.64,2875000,575
59.02,576,-93051.6328125,549.4415,723.1201,58.98,2880000,576
58.74,577,-93640.6171875,550.5051,537.7912,58.75,2885000,577
58.73,578,-92681.890625,548.6086,422.2501,58.74,2890000,578
58.83,579,-91520.3046875,544.5221,375.7692,58.83,2895000,579
58.76,580,-93289.125,552.6699,571.3854,58.77,2900000,580
59.02,581,-92320.2421875,561.255,520.1527,58.83,2905000,581
59.02,582,-93296.1484375,555.3417,1055.7603,58.97,2910000,582
58.7,583,-95405.8984375,557.2414,580.0403,58.67,2915000,583
59.73,584,-96454.828125,585.9824,2252.5549,59.75,2920000,584
59.73,585,-96220.109375,576.3565,954.3533,59.73,2925000,585
59.73,586,-96861.984375,585.3955,670.9852,59.73,2930000,586
59.7,587,-95527.3515625,613.9965,498.9651,59.7,2935000,587
59.7,588,-96368.8515625,658.4223,802.114,59.69,2940000,588
59.7,589,-96779.1875,670.3524,627.2178,59.7,2945000,589
59.7,590,-96877.625,652.2667,483.388,59.7,2950000,590
59.7,591,-96475.890625,639.4787,319.6883,59.7,2955000,591
59.7,592,-96685.34375,646.7273,572.5499,59.7,2960000,592
59.7,593,-97119.2578125,665.5114,605.5088,59.7,2965000,593
59.7,594,-97309.4453125,661.8018,949.5239,59.7,2970000,594
59.7,595,-97614.4375,674.9568,867.536,59.7,2975000,595
59.7,596,-97149.421875,667.1,508.7833,59.7,2980000,596
59.7,597,-97967.59375,691.8782,963.1385,59.7,2985000,597
59.7,598,-97633.5546875,682.7949,1003.2755,59.7,2990000,598
59.7,599,-98101.84375,681.5911,1681.3755,59.7,2995000,599
