Real Sto Return,Reward Loss,Running Forward KL,Real Det Return,Running Env Steps,Itration,Running Reverse KL,Running Update Time
2100.81,-17882.099609375,393.6455,1611.42,1965000,393,254.2287,393
681.75,-16168.8154296875,421.2307,822.04,1970000,394,407.3883,394
1172.33,-17057.33203125,415.786,2203.59,1975000,395,328.8906,395
666.46,-16779.9375,436.0575,1202.39,1980000,396,392.1794,396
1496.01,-17701.59375,410.1147,1861.44,1985000,397,292.2684,397
1124.08,-17144.45703125,433.1337,1653.36,1990000,398,304.125,398
1322.04,-17995.99609375,444.5073,1099.6,1995000,399,367.6152,399
2257.41,-17372.16015625,416.5297,2791.3,2000000,400,333.2315,400
979.97,-16585.19140625,445.8972,826.96,2005000,401,289.9139,401
1579.94,-17402.857421875,427.3211,1313.63,2010000,402,322.7056,402
848.23,-17685.34765625,445.8765,916.82,2015000,403,403.5869,403
571.54,-17587.1015625,492.9833,490.38,2020000,404,407.6212,404
365.78,-17678.35546875,461.6942,369.4,2025000,405,354.5693,405
651.74,-17829.21484375,460.8235,649.35,2030000,406,379.6366,406
585.45,-17257.103515625,448.2103,496.6,2035000,407,332.6405,407
500.95,-17998.931640625,484.7162,396.11,2040000,408,327.2882,408
471.92,-17974.8046875,495.3954,453.87,2045000,409,330.3488,409
320.29,-17327.224609375,518.1189,432.66,2050000,410,404.0518,410
249.33,-17905.298828125,493.3501,259.43,2055000,411,381.5567,411
273.19,-18169.203125,503.4892,286.79,2060000,412,387.5424,412
177.22,-18135.44140625,545.1686,222.28,2065000,413,356.627,413
273.78,-17969.806640625,522.2582,228.56,2070000,414,379.6924,414
126.77,-17763.61328125,552.2262,124.69,2075000,415,334.2869,415
100.88,-18533.66015625,549.0784,103.56,2080000,416,342.1271,416
103.35,-18373.763671875,577.111,100.79,2085000,417,372.6504,417
117.63,-18557.69921875,528.7927,104.82,2090000,418,380.6963,418
79.7,-17559.169921875,567.3375,78.48,2095000,419,318.2512,419
80.06,-18620.875,552.1422,79.43,2100000,420,360.1785,420
73.4,-18299.03125,577.3567,72.68,2105000,421,317.9091,421
79.05,-18399.3828125,566.5509,78.61,2110000,422,325.87,422
76.55,-18079.71484375,567.7769,76.7,2115000,423,309.3697,423
71.75,-18515.50390625,582.5917,71.53,2120000,424,339.311,424
82.14,-18402.248046875,563.0881,84.11,2125000,425,342.036,425
72.32,-18459.876953125,575.4513,73.03,2130000,426,389.5319,426
72.65,-18512.736328125,574.5622,72.64,2135000,427,481.5531,427
77.15,-18869.65234375,583.9452,78.5,2140000,428,324.971,428
78.75,-18535.267578125,576.3308,79.92,2145000,429,310.7275,429
73.92,-18228.591796875,591.2266,73.95,2150000,430,337.7773,430
79.62,-18223.615234375,578.6089,79.5,2155000,431,358.9368,431
79.34,-18312.595703125,577.0008,76.31,2160000,432,344.6606,432
76.68,-18101.068359375,581.1638,77.81,2165000,433,381.6342,433
74.5,-17776.87890625,575.9651,74.63,2170000,434,377.75,434
76.78,-17912.72265625,570.063,75.95,2175000,435,368.5516,435
76.44,-18301.255859375,565.6111,75.55,2180000,436,378.8705,436
74.99,-17898.796875,564.3581,74.7,2185000,437,373.0386,437
76.33,-18539.96484375,560.7535,76.34,2190000,438,371.6153,438
75.3,-18901.220703125,563.5283,75.13,2195000,439,340.7639,439
74.13,-18485.5,558.6161,75.17,2200000,440,330.4507,440
78.24,-18961.177734375,554.2171,76.99,2205000,441,528.3047,441
77.99,-18623.3359375,552.5229,75.19,2210000,442,335.0507,442
84.75,-19398.5234375,556.9017,83.41,2215000,443,1133.7325,443
75.46,-18343.341796875,541.9471,76.32,2220000,444,326.2442,444
79.07,-18294.70703125,544.771,79.79,2225000,445,340.6188,445
77.7,-18367.544921875,547.6604,77.57,2230000,446,340.2684,446
73.09,-18694.376953125,540.3754,74.26,2235000,447,324.9715,447
77.27,-19050.740234375,545.0009,77.38,2240000,448,466.9145,448
73.82,-18843.5859375,540.9456,73.56,2245000,449,335.4757,449
75.96,-18606.076171875,549.7329,75.28,2250000,450,343.0112,450
75.24,-18961.2890625,564.256,75.04,2255000,451,329.3204,451
74.75,-18824.52734375,547.7563,74.16,2260000,452,312.0689,452
76.14,-19383.666015625,560.2778,76.3,2265000,453,331.0729,453
78.15,-19101.10546875,571.1264,79.7,2270000,454,2099.3019,454
76.74,-18089.517578125,577.8661,76.97,2275000,455,1023.534,455
76.85,-18759.75390625,566.4589,75.49,2280000,456,829.9737,456
76.07,-18891.609375,557.8642,76.09,2285000,457,306.3873,457
74.72,-18376.12109375,573.9111,75.65,2290000,458,339.7024,458
75.92,-18769.123046875,569.0555,76.18,2295000,459,370.5799,459
75.67,-19203.62890625,588.6774,75.68,2300000,460,1654.4021,460
76.94,-18314.056640625,579.7764,76.03,2305000,461,323.0874,461
75.84,-17418.76171875,567.6168,75.84,2310000,462,322.3891,462
75.62,-18804.51953125,566.3569,75.33,2315000,463,311.9334,463
75.71,-18273.8046875,639.8641,75.35,2320000,464,344.7999,464
79.85,-17853.66015625,613.3064,78.79,2325000,465,334.7063,465
81.08,-18648.9609375,619.5697,84.15,2330000,466,390.3556,466
76.87,-18455.568359375,568.6654,77.61,2335000,467,374.0571,467
77.25,-18322.224609375,600.5533,74.74,2340000,468,328.87,468
74.63,-18599.421875,592.2019,74.78,2345000,469,307.8794,469
74.62,-19103.884765625,584.357,74.55,2350000,470,710.6853,470
73.5,-18843.181640625,577.2414,74.9,2355000,471,323.9404,471
75.0,-18672.765625,616.5904,73.88,2360000,472,372.2024,472
74.27,-19179.18359375,577.4185,74.78,2365000,473,1095.445,473
75.72,-18840.447265625,612.355,76.0,2370000,474,338.0211,474
74.31,-18362.283203125,585.5215,73.97,2375000,475,400.5974,475
76.99,-18509.984375,594.6973,76.51,2380000,476,314.125,476
87.91,-19038.1015625,566.677,89.5,2385000,477,364.5362,477
76.82,-18861.06640625,592.1764,77.64,2390000,478,1284.6259,478
81.03,-19258.513671875,561.9029,81.1,2395000,479,803.7856,479
77.06,-19008.029296875,600.2465,74.79,2400000,480,1335.6718,480
75.46,-19208.072265625,577.9951,74.8,2405000,481,385.3259,481
75.46,-19665.52734375,655.4976,74.77,2410000,482,2338.679,482
83.48,-19580.55078125,606.3157,83.25,2415000,483,1370.3213,483
73.78,-19033.0078125,566.0001,74.18,2420000,484,312.8883,484
74.61,-18958.275390625,595.6336,74.99,2425000,485,899.8148,485
76.61,-18921.90625,579.7899,75.81,2430000,486,501.1187,486
71.2,-19109.046875,559.9797,71.66,2435000,487,291.9572,487
74.0,-19250.318359375,578.2469,74.57,2440000,488,498.126,488
74.75,-19183.64453125,564.9585,74.74,2445000,489,575.2304,489
72.83,-19254.509765625,579.0679,72.91,2450000,490,663.9135,490
74.73,-19275.599609375,565.8206,74.37,2455000,491,1217.295,491
72.45,-19306.994140625,589.3452,73.83,2460000,492,645.0402,492
75.15,-19255.630859375,582.5423,74.44,2465000,493,328.6136,493
74.91,-19388.630859375,573.3139,76.66,2470000,494,391.8954,494
76.22,-19338.939453125,575.7667,76.75,2475000,495,658.6458,495
74.0,-19500.173828125,598.8147,74.14,2480000,496,1769.3121,496
77.63,-19415.939453125,584.5002,77.42,2485000,497,652.0914,497
71.68,-19427.416015625,574.4555,70.94,2490000,498,349.0504,498
75.07,-19337.794921875,576.1221,74.67,2495000,499,370.0902,499
85.84,-19428.734375,560.1231,87.86,2500000,500,362.9141,500
79.47,-19480.998046875,581.9877,80.92,2505000,501,785.6523,501
78.85,-19417.22265625,582.7462,79.99,2510000,502,1043.0794,502
91.0,-19568.958984375,564.4273,89.31,2515000,503,1246.7444,503
78.99,-19384.41796875,553.0888,76.79,2520000,504,351.9766,504
71.8,-19671.091796875,574.1607,72.58,2525000,505,1671.9758,505
78.18,-19672.7109375,576.5391,77.53,2530000,506,1899.0022,506
80.99,-19583.8203125,560.0216,82.04,2535000,507,394.967,507
76.39,-19680.85546875,571.7361,77.85,2540000,508,2068.8453,508
71.64,-19727.623046875,551.9328,70.45,2545000,509,590.5602,509
73.12,-19766.521484375,559.8522,73.06,2550000,510,554.4986,510
79.78,-19775.041015625,545.8564,80.34,2555000,511,738.5946,511
73.01,-19813.4921875,574.9456,72.6,2560000,512,897.5112,512
74.08,-19728.02734375,558.4677,73.49,2565000,513,518.554,513
75.36,-19686.01171875,561.9189,75.9,2570000,514,418.9207,514
75.05,-19648.669921875,587.6266,75.29,2575000,515,557.7694,515
75.4,-19747.529296875,573.6357,75.17,2580000,516,1118.4389,516
74.91,-19779.845703125,580.0963,75.16,2585000,517,1067.8888,517
74.45,-19647.365234375,577.8521,73.99,2590000,518,367.1102,518
76.15,-19639.671875,559.7472,75.48,2595000,519,368.6139,519
75.51,-19618.046875,550.574,74.26,2600000,520,345.1916,520
73.62,-19787.90625,560.4795,72.72,2605000,521,491.0629,521
75.89,-19613.064453125,572.2262,75.8,2610000,522,653.5263,522
75.16,-19660.515625,556.0023,75.09,2615000,523,742.1218,523
75.25,-19416.849609375,552.8994,75.24,2620000,524,345.5799,524
74.86,-19673.8046875,582.6408,74.12,2625000,525,2558.2767,525
75.71,-19561.4609375,565.1368,75.82,2630000,526,1044.0284,526
76.2,-19489.2421875,567.0022,74.73,2635000,527,908.1747,527
75.14,-19532.595703125,546.6043,75.61,2640000,528,368.3626,528
75.56,-19432.4921875,569.6678,75.4,2645000,529,360.8001,529
75.9,-19562.201171875,557.9318,75.23,2650000,530,729.9303,530
75.57,-19390.978515625,548.1534,75.19,2655000,531,367.5333,531
75.8,-19416.984375,556.9055,75.52,2660000,532,348.4528,532
75.5,-19348.853515625,566.9259,75.27,2665000,533,369.2421,533
74.02,-19568.34375,572.0195,72.1,2670000,534,1041.7208,534
75.47,-19221.4375,552.2524,75.47,2675000,535,379.8701,535
75.76,-19241.36328125,561.7709,75.84,2680000,536,402.1752,536
75.25,-19298.900390625,553.6657,75.24,2685000,537,358.9013,537
75.48,-19528.18359375,548.158,75.22,2690000,538,383.7841,538
75.25,-19443.263671875,559.2758,75.27,2695000,539,358.9002,539
75.56,-19292.599609375,549.9197,75.22,2700000,540,386.8605,540
75.25,-19420.529296875,560.6399,75.16,2705000,541,395.2392,541
74.36,-19370.43359375,567.155,74.46,2710000,542,422.3172,542
71.02,-19481.015625,552.1434,71.02,2715000,543,390.0267,543
71.05,-19434.4765625,547.0757,70.93,2720000,544,398.0724,544
70.36,-19515.14453125,554.5776,70.71,2725000,545,402.1408,545
71.15,-19374.427734375,553.8201,70.92,2730000,546,394.7217,546
71.15,-19565.365234375,544.6729,70.9,2735000,547,391.4901,547
71.01,-19675.044921875,557.768,70.9,2740000,548,985.3848,548
70.66,-19548.591796875,553.3549,70.68,2745000,549,412.9077,549
70.95,-19661.98046875,553.9383,70.9,2750000,550,610.6194,550
70.65,-19606.6484375,552.1393,70.65,2755000,551,421.1147,551
70.77,-19534.763671875,552.3942,70.77,2760000,552,414.7555,552
70.77,-19624.251953125,547.3866,70.77,2765000,553,410.2106,553
70.77,-19682.25,555.2423,70.77,2770000,554,1360.7191,554
70.77,-19649.806640625,554.7525,70.77,2775000,555,894.8031,555
70.77,-19632.564453125,553.5855,70.76,2780000,556,618.8038,556
69.75,-19644.92578125,555.8326,69.55,2785000,557,406.1393,557
70.56,-19777.318359375,569.0619,70.97,2790000,558,1151.8956,558
69.05,-19676.55859375,550.727,69.04,2795000,559,407.2398,559
73.24,-19718.591796875,564.9206,71.94,2800000,560,1384.9518,560
69.52,-19701.517578125,555.5581,69.91,2805000,561,404.8928,561
68.21,-19707.0,548.3269,67.76,2810000,562,401.4539,562
72.44,-19750.861328125,562.6327,72.17,2815000,563,437.1981,563
69.6,-19697.55078125,548.5007,69.24,2820000,564,408.1049,564
75.33,-19682.3671875,545.556,68.74,2825000,565,378.9848,565
76.2,-19554.99609375,556.822,69.04,2830000,566,379.4776,566
69.26,-19631.98828125,548.0108,67.5,2835000,567,391.6786,567
70.83,-19607.595703125,557.8409,69.57,2840000,568,376.0892,568
73.3,-19638.00390625,551.5892,72.35,2845000,569,392.8288,569
71.16,-19658.263671875,556.7675,71.93,2850000,570,403.4625,570
70.09,-19731.888671875,556.6881,70.12,2855000,571,399.7811,571
68.82,-19734.1796875,545.5036,68.71,2860000,572,404.4338,572
70.96,-19725.5390625,558.2919,70.73,2865000,573,420.6118,573
75.23,-19751.7890625,565.508,75.23,2870000,574,432.4734,574
75.23,-19707.259765625,560.865,75.24,2875000,575,423.3059,575
74.86,-19641.205078125,565.8876,74.65,2880000,576,379.63,576
74.77,-19678.927734375,544.641,75.02,2885000,577,377.6637,577
75.26,-19579.525390625,555.6209,75.25,2890000,578,378.3404,578
75.21,-19641.296875,549.831,75.2,2895000,579,382.4552,579
75.22,-19707.009765625,554.6352,75.23,2900000,580,423.0497,580
75.23,-19615.0390625,552.2579,75.24,2905000,581,459.5486,581
75.26,-19687.46875,546.8392,75.27,2910000,582,381.7423,582
75.24,-19744.533203125,547.7845,75.25,2915000,583,409.5143,583
75.24,-19721.052734375,552.9003,75.24,2920000,584,399.9641,584
75.23,-19755.130859375,553.9903,75.24,2925000,585,415.5671,585
75.24,-19792.27734375,550.9912,75.25,2930000,586,409.5877,586
75.25,-19646.28515625,552.3761,75.24,2935000,587,374.6656,587
75.24,-19709.751953125,547.3954,75.22,2940000,588,367.8959,588
75.17,-19740.12109375,552.2292,75.15,2945000,589,380.0932,589
75.24,-19645.119140625,562.3339,75.22,2950000,590,367.1815,590
75.09,-19804.068359375,547.7419,75.05,2955000,591,2332.5808,591
75.02,-19758.677734375,544.6215,74.99,2960000,592,659.7302,592
75.14,-19835.8046875,548.4583,74.91,2965000,593,1476.3434,593
75.07,-19814.400390625,552.8051,75.0,2970000,594,386.3012,594
74.8,-19834.171875,554.6303,75.07,2975000,595,1373.0431,595
72.72,-19858.259765625,558.8938,72.48,2980000,596,2105.8593,596
71.75,-19833.306640625,567.9607,71.98,2985000,597,1576.5291,597
71.49,-19833.431640625,562.9276,71.44,2990000,598,1670.7394,598
71.7,-19723.521484375,557.8723,71.63,2995000,599,386.1222,599
