Itration,Running Forward KL,Running Reverse KL,Running Env Steps,Real Sto Return,Running Update Time,Reward Loss,Real Det Return
392,143.0409,17.4464,1960000,11406.91,392,-39824.9296875,12126.69
393,142.7461,18.3142,1965000,11037.61,393,-39874.55078125,12194.21
394,142.5915,18.6606,1970000,11146.75,394,-39310.90234375,12278.62
395,142.0846,18.6942,1975000,10663.97,395,-40200.65234375,11581.15
396,142.5395,18.3029,1980000,11771.16,396,-40460.6953125,12314.05
397,142.3476,17.2625,1985000,11760.03,397,-41306.4921875,11845.55
398,142.6674,19.1808,1990000,10714.21,398,-40830.21484375,12031.33
399,142.2405,18.5288,1995000,10497.38,399,-39625.8203125,11994.91
400,141.6544,18.2671,2000000,11222.04,400,-41078.51171875,12130.46
401,142.1224,18.1379,2005000,10748.1,401,-40188.50390625,12184.98
402,141.8689,18.3903,2010000,10446.86,402,-41306.87890625,12292.63
403,142.0291,17.3718,2015000,11195.6,403,-40688.55078125,11611.67
404,142.0558,17.2394,2020000,11702.19,404,-40606.19140625,11761.4
405,142.1267,19.8645,2025000,10935.76,405,-40626.703125,11906.98
406,142.3344,18.9601,2030000,11382.83,406,-40621.17578125,12337.03
407,142.5264,19.2029,2035000,11485.01,407,-41277.42578125,12218.08
408,142.6929,18.9583,2040000,11711.42,408,-41261.90625,12170.76
409,142.0105,19.5231,2045000,11770.51,409,-42006.27734375,12276.93
410,142.0756,18.5151,2050000,10887.53,410,-41206.37109375,11611.48
411,141.7606,17.3805,2055000,11342.36,411,-41643.875,12186.95
412,142.2951,18.7742,2060000,11587.31,412,-41833.1640625,12146.21
413,142.6131,19.3395,2065000,11774.74,413,-41957.83203125,12152.17
414,141.6466,18.751,2070000,11666.79,414,-42165.12890625,12185.02
415,142.072,18.6727,2075000,11674.75,415,-41884.56640625,12160.79
416,142.5156,18.7292,2080000,11634.19,416,-43025.6875,12049.47
417,142.2417,18.1005,2085000,11164.74,417,-43711.08984375,12261.69
418,141.9672,18.8394,2090000,10244.57,418,-43400.0625,12104.47
419,142.634,17.8276,2095000,10333.82,419,-43219.984375,11641.4
420,142.0991,17.4754,2100000,11263.32,420,-42588.2734375,11823.74
421,141.9789,18.7021,2105000,11704.49,421,-43512.33984375,12037.98
422,142.1497,19.3382,2110000,10987.59,422,-42541.46875,12036.22
423,141.8434,18.0891,2115000,11494.43,423,-43389.03125,12232.18
424,141.6311,19.0379,2120000,11761.6,424,-43167.05859375,12338.67
425,142.2633,16.6325,2125000,11427.76,425,-43202.85546875,11912.63
426,142.2314,19.7719,2130000,11607.31,426,-43488.21875,11965.95
427,142.1653,18.2965,2135000,11697.11,427,-43341.26171875,12230.78
428,141.8952,18.7598,2140000,11592.4,428,-43228.76171875,12077.33
429,141.9408,19.2523,2145000,11730.57,429,-43909.921875,12071.14
430,142.0303,19.1703,2150000,11175.07,430,-43889.02734375,12224.16
431,142.0035,17.1399,2155000,11702.42,431,-43467.5703125,12037.76
432,142.3105,18.8628,2160000,11270.88,432,-44506.23046875,12242.83
433,141.9978,19.1205,2165000,10541.41,433,-43626.140625,12215.47
434,142.8013,18.3799,2170000,11787.64,434,-43531.3828125,12220.68
435,141.8145,18.9896,2175000,11121.43,435,-44466.46875,12334.95
436,141.9549,18.7622,2180000,11545.22,436,-44388.47265625,12112.95
437,141.7337,19.4432,2185000,11425.41,437,-44299.99609375,12281.94
438,142.0641,19.411,2190000,11774.25,438,-43453.140625,12394.48
439,141.6588,18.9369,2195000,10881.89,439,-42685.61328125,12113.01
440,141.3423,17.7616,2200000,10868.44,440,-43899.69921875,12354.23
441,141.6403,17.4159,2205000,10893.78,441,-43487.13671875,11878.52
442,141.5526,16.4108,2210000,10145.54,442,-44133.078125,12016.63
443,141.233,18.8948,2215000,10714.42,443,-43281.76171875,12272.66
444,140.7995,18.5822,2220000,11844.75,444,-43577.41015625,12333.56
445,140.724,18.7263,2225000,11314.19,445,-43956.5390625,12336.57
446,141.8751,18.9707,2230000,10334.05,446,-43987.38671875,12234.31
447,142.3713,18.1939,2235000,11411.26,447,-43255.10546875,11780.97
448,141.0328,19.0514,2240000,10615.29,448,-45142.81640625,11993.16
449,141.7291,19.2508,2245000,11410.13,449,-45086.6328125,11613.93
450,142.3135,20.0083,2250000,11451.98,450,-45071.9765625,11814.74
451,141.0734,18.821,2255000,11594.78,451,-44289.03515625,11942.88
452,141.4275,19.6383,2260000,11185.34,452,-45024.2578125,12008.68
453,141.5173,18.0963,2265000,11751.95,453,-44908.46484375,12357.88
454,142.2546,19.3034,2270000,11356.47,454,-44254.1796875,11818.75
455,141.5979,19.2715,2275000,11645.87,455,-45284.75390625,12095.47
456,141.695,19.4151,2280000,11692.45,456,-44901.21484375,12147.36
457,142.2518,19.6323,2285000,11568.05,457,-45590.03515625,12021.8
458,141.5178,18.2899,2290000,11733.59,458,-44719.6953125,12307.83
459,140.8795,19.0296,2295000,11761.03,459,-44677.51171875,11578.18
460,141.4851,18.8351,2300000,11791.81,460,-44974.31640625,12189.15
461,141.9922,19.8948,2305000,11704.15,461,-45293.3828125,12054.08
462,142.6459,17.9012,2310000,11628.8,462,-45901.78515625,12146.2
463,142.454,19.0416,2315000,11691.07,463,-45643.3359375,12222.09
464,141.4356,18.0902,2320000,11715.69,464,-45328.67578125,12200.9
465,141.8711,18.8115,2325000,11060.58,465,-44673.6796875,12069.25
466,142.2508,17.4142,2330000,11715.36,466,-45597.9765625,12285.83
467,141.5343,19.4315,2335000,11767.49,467,-45592.78125,11176.54
468,142.0889,17.4075,2340000,10652.2,468,-45020.1796875,11603.17
469,142.1418,19.6982,2345000,11298.69,469,-46015.15234375,11573.12
470,142.4493,19.6005,2350000,10807.71,470,-45642.96875,11783.81
471,142.3154,19.2185,2355000,11068.55,471,-45894.42578125,11755.17
472,141.2266,18.1125,2360000,11642.93,472,-45028.9375,12006.59
473,141.5123,17.4515,2365000,11712.22,473,-45441.6875,12156.84
474,142.2185,20.0138,2370000,11016.79,474,-45940.31640625,11940.16
475,142.9465,20.2063,2375000,11485.29,475,-47236.109375,11896.86
476,141.5511,18.7913,2380000,11255.53,476,-46437.7734375,12193.7
477,141.7292,18.9226,2385000,11820.15,477,-45176.52734375,12198.77
478,141.408,18.993,2390000,11632.47,478,-45467.94140625,12030.42
479,141.8262,17.2494,2395000,11779.08,479,-45289.42578125,12424.99
480,141.9985,19.7857,2400000,11644.45,480,-46742.94140625,11434.36
481,141.5224,18.6467,2405000,11625.12,481,-46535.41015625,11378.42
482,140.8777,19.086,2410000,11301.05,482,-46836.12109375,11719.43
483,141.7649,19.4124,2415000,11086.93,483,-47307.52734375,12208.17
484,141.1929,18.8003,2420000,11139.86,484,-46802.30859375,11628.57
485,141.5568,19.0518,2425000,10878.18,485,-46401.8984375,11818.65
486,141.1006,18.435,2430000,11155.92,486,-46955.65234375,11801.74
487,141.0768,18.5127,2435000,11608.69,487,-46589.109375,11538.59
488,141.7007,19.0242,2440000,11690.85,488,-47484.96484375,11508.49
489,140.57,18.5131,2445000,11960.26,489,-47688.8046875,12425.4
490,141.9689,17.3792,2450000,11862.46,490,-46901.63671875,12207.67
491,140.8065,18.9594,2455000,11787.64,491,-46406.1796875,12254.48
492,142.3248,19.2583,2460000,11307.49,492,-48164.00390625,11581.54
493,140.9412,19.1712,2465000,11948.72,493,-47879.08984375,12348.97
494,141.301,18.81,2470000,11698.95,494,-48608.46875,12167.68
495,142.1289,19.4908,2475000,11729.58,495,-48536.03515625,12213.27
496,140.7178,18.8594,2480000,11774.66,496,-46670.4609375,12138.2
497,141.5139,18.9781,2485000,10755.01,497,-47998.22265625,12302.23
498,142.1168,17.2775,2490000,11300.33,498,-48489.0625,11632.44
499,141.5963,19.3984,2495000,9873.27,499,-48229.30859375,11444.64
500,140.8792,18.7909,2500000,11808.0,500,-48215.74609375,12300.38
501,142.1348,18.6383,2505000,10694.4,501,-48551.09375,11996.28
502,140.8314,19.2638,2510000,9897.4,502,-48282.5546875,12367.71
503,141.6381,19.2055,2515000,11283.65,503,-49459.88671875,10451.78
504,141.3137,19.2149,2520000,11313.06,504,-48932.0,12333.3
505,141.3174,19.5319,2525000,11846.48,505,-47895.51953125,12288.25
506,141.6157,18.9983,2530000,11754.23,506,-47938.9765625,12230.42
507,141.3524,19.6301,2535000,11798.21,507,-48392.10546875,12217.61
508,140.9923,19.0405,2540000,10762.8,508,-48207.6875,12234.94
509,141.3866,16.6886,2545000,11170.05,509,-48100.03125,11443.84
510,140.5604,18.9404,2550000,11799.39,510,-48454.64453125,12141.29
511,141.4566,19.0607,2555000,11731.58,511,-48454.3125,11533.38
512,141.652,19.8148,2560000,11642.04,512,-48682.3125,11707.04
513,140.6549,18.8814,2565000,11218.0,513,-49211.578125,12242.01
514,141.1368,19.6792,2570000,11168.07,514,-49727.98828125,12272.72
515,141.0147,16.2759,2575000,11338.52,515,-47320.73828125,12343.86
516,142.0454,20.0664,2580000,11072.21,516,-48066.47265625,11883.83
517,141.7617,19.5407,2585000,11830.36,517,-48682.8046875,12169.95
518,142.0373,19.7466,2590000,11129.7,518,-48847.1015625,12045.39
519,141.8686,19.609,2595000,10840.78,519,-48422.1171875,11562.56
520,140.6411,18.8605,2600000,11529.22,520,-48926.796875,11673.45
521,142.1357,19.3969,2605000,11529.83,521,-49839.49609375,12029.58
522,140.9985,18.3138,2610000,10595.04,522,-48438.4921875,12329.3
523,140.55,18.234,2615000,11810.03,523,-49411.53125,12379.7
524,141.5923,18.7326,2620000,11716.78,524,-49536.91015625,12399.4
525,140.8501,19.5514,2625000,11721.17,525,-48615.3203125,12375.18
526,141.0243,19.1377,2630000,11285.98,526,-49960.4609375,11674.02
527,141.4066,19.3502,2635000,11762.3,527,-49055.76953125,12310.27
528,140.9696,19.1074,2640000,11901.36,528,-50348.7265625,11777.4
529,141.0424,17.2885,2645000,11061.4,529,-49104.640625,11905.46
530,140.5336,19.027,2650000,11761.21,530,-49432.73828125,12231.43
531,141.1979,19.1454,2655000,11598.78,531,-49727.9375,12004.6
532,140.9295,19.493,2660000,11886.28,532,-49640.2890625,12379.17
533,140.926,19.0646,2665000,11733.94,533,-50748.23046875,11949.54
534,140.4475,19.1805,2670000,11252.53,534,-49644.35546875,12261.48
535,140.5021,18.3283,2675000,11724.59,535,-50275.890625,11825.67
536,141.0154,18.7825,2680000,11685.1,536,-49832.51171875,12428.52
537,141.7576,18.5525,2685000,11402.99,537,-51172.86328125,12080.16
538,141.5001,19.1262,2690000,11675.8,538,-50407.375,12375.38
539,140.3597,18.5891,2695000,11730.1,539,-49938.04296875,11885.76
540,141.4563,19.6267,2700000,11732.58,540,-50656.984375,12256.35
541,141.0979,19.6807,2705000,11691.95,541,-49823.55078125,11627.61
542,140.5716,18.9009,2710000,11466.47,542,-49736.35546875,12381.4
543,140.7025,19.0581,2715000,11960.49,543,-49866.859375,12335.28
544,141.4808,19.5751,2720000,12007.24,544,-50128.2109375,12430.37
545,141.4177,19.4389,2725000,11427.29,545,-49159.63671875,12098.73
546,140.9125,20.0299,2730000,11956.64,546,-50199.07421875,11927.81
547,140.7791,19.7301,2735000,11728.98,547,-49764.74609375,12318.24
548,140.36,19.1783,2740000,11909.75,548,-49599.6640625,11861.12
549,141.1666,19.278,2745000,11261.89,549,-50120.5,11230.18
550,140.3805,19.4323,2750000,11931.14,550,-49876.69921875,12585.14
551,140.7318,19.9018,2755000,11935.63,551,-50360.3125,12412.13
552,141.0107,19.2984,2760000,11698.91,552,-50276.08984375,12402.05
553,141.402,19.297,2765000,10429.57,553,-51564.68359375,10809.1
554,141.8389,20.4559,2770000,11769.19,554,-52153.01953125,12121.89
555,141.3013,19.5783,2775000,11874.68,555,-50605.9140625,12336.88
556,140.5995,19.6793,2780000,11815.92,556,-50842.49609375,10912.23
557,141.8144,20.0686,2785000,11142.8,557,-51344.40234375,12648.25
558,140.5751,19.298,2790000,11828.32,558,-50336.37109375,12491.03
559,141.284,19.5418,2795000,10561.21,559,-51828.2578125,12388.86
560,141.0223,19.4721,2800000,11801.38,560,-50105.48046875,10942.88
561,141.5122,20.5382,2805000,11882.98,561,-51349.5390625,11688.4
562,140.6623,20.0713,2810000,11780.72,562,-51009.48828125,11480.87
563,141.7321,19.8892,2815000,11826.45,563,-51578.28515625,12369.01
564,141.6072,18.7966,2820000,11590.29,564,-50961.98046875,11774.18
565,141.0578,19.5436,2825000,11704.05,565,-51466.6953125,11806.34
566,141.5004,18.924,2830000,11945.47,566,-51068.9375,12341.49
567,141.5716,21.3355,2835000,10682.29,567,-49715.16796875,12314.03
568,141.1345,20.2915,2840000,10945.32,568,-51459.05859375,11696.66
569,141.5115,19.9798,2845000,11439.4,569,-51145.546875,11165.26
570,141.1945,20.0639,2850000,12006.05,570,-51505.09765625,12536.94
571,141.1674,20.5281,2855000,12014.15,571,-51697.9375,12464.61
572,140.7998,19.4189,2860000,10790.08,572,-52335.796875,11499.56
573,141.8554,19.7015,2865000,11657.12,573,-52509.6796875,12305.26
574,142.7156,22.5351,2870000,11883.61,574,-49599.85546875,12333.55
575,141.8122,20.2512,2875000,11923.96,575,-52577.171875,11817.31
576,142.2865,19.9398,2880000,11739.18,576,-51975.7734375,12549.85
577,142.1898,18.746,2885000,11780.27,577,-51787.33203125,11778.99
578,141.2721,19.9889,2890000,10174.65,578,-53280.1796875,11280.66
579,141.5333,20.4122,2895000,11840.3,579,-52600.98828125,12326.37
580,141.2518,19.1087,2900000,11213.11,580,-52617.02734375,12584.52
581,142.0157,18.6435,2905000,11840.14,581,-52427.22265625,12328.84
582,142.1371,20.1223,2910000,11340.66,582,-53436.60546875,12405.56
583,141.6366,20.3448,2915000,11359.25,583,-52545.2578125,11945.45
584,140.7036,18.2559,2920000,11912.09,584,-52716.12109375,12837.13
585,140.6263,19.8184,2925000,11540.24,585,-53147.1484375,12359.88
586,142.1598,18.8337,2930000,11784.8,586,-52257.34375,12368.89
587,141.6864,21.353,2935000,11303.58,587,-51817.66015625,11810.34
588,141.9052,19.6448,2940000,11802.76,588,-53278.03515625,12485.63
589,142.4573,23.6931,2945000,11327.91,589,-50330.71484375,11951.83
590,141.4762,19.3226,2950000,11210.79,590,-51552.63671875,11689.29
591,143.3329,19.7748,2955000,11431.91,591,-52658.10546875,12051.57
592,142.8976,20.4211,2960000,11258.07,592,-53381.390625,11876.76
593,142.7786,18.5207,2965000,11793.3,593,-54132.984375,12365.66
594,142.0004,19.6547,2970000,10956.78,594,-52846.8671875,12151.65
595,142.4983,18.9169,2975000,11621.23,595,-55224.77734375,12306.75
596,142.056,20.155,2980000,11355.09,596,-55024.83984375,12075.49
597,142.044,20.0819,2985000,11156.98,597,-54668.24609375,11753.55
598,141.4445,19.5227,2990000,11128.58,598,-54058.15625,12095.09
599,142.8706,20.2351,2995000,11672.16,599,-54751.43359375,11663.15
