Reward Loss,Itration,Real Sto Return,Running Forward KL,Running Env Steps,Running Reverse KL,Real Det Return,Running Update Time
-49437.41015625,779,4134.06,41.8542,3895000,19.3708,4383.44,779
-48757.6484375,780,4223.69,41.6127,3900000,18.4776,4355.01,780
-48680.62109375,781,4311.24,41.9646,3905000,18.3506,4369.72,781
-48651.92578125,782,4243.6,41.822,3910000,18.9446,4370.74,782
-48971.0234375,783,4317.56,41.5885,3915000,18.4718,4340.65,783
-49445.30078125,784,4376.38,41.9722,3920000,18.572,4410.41,784
-49762.9296875,785,4293.11,42.087,3925000,18.2595,4338.2,785
-49815.109375,786,4345.85,41.5999,3930000,17.8886,4386.65,786
-49948.97265625,787,4350.18,41.7729,3935000,18.36,4406.78,787
-50778.69921875,788,4398.52,42.2307,3940000,18.8065,4431.26,788
-49298.06640625,789,4283.75,41.6208,3945000,17.7444,4310.43,789
-49118.04296875,790,4289.93,41.9259,3950000,17.7983,4348.11,790
-49374.68359375,791,4310.44,41.8267,3955000,18.2666,4408.32,791
-50160.9140625,792,4340.61,41.3593,3960000,17.9906,4422.83,792
-49454.78515625,793,4365.24,41.7864,3965000,17.8655,4427.66,793
-50045.59765625,794,4359.39,41.8553,3970000,17.9332,4437.6,794
-48195.234375,795,4366.68,40.7336,3975000,17.6043,4475.88,795
-49094.68359375,796,4234.11,41.3955,3980000,18.2662,4350.55,796
-50553.54296875,797,4357.48,41.5906,3985000,18.1268,4454.44,797
-49368.05078125,798,4372.44,41.2474,3990000,17.5681,4458.37,798
-49762.68359375,799,4357.0,41.1904,3995000,17.5196,4449.87,799
-49866.37890625,800,4352.47,41.258,4000000,17.6117,4487.82,800
-49583.7265625,801,4420.12,41.2982,4005000,18.0324,4519.08,801
-48433.15625,802,4356.23,41.7477,4010000,17.2289,4426.2,802
-49329.953125,803,4416.82,41.2199,4015000,17.2985,4465.24,803
-50387.63671875,804,4286.0,42.0773,4020000,17.3171,4399.71,804
-49833.6015625,805,4282.68,42.2527,4025000,17.1308,4417.89,805
-50442.59375,806,4281.17,41.718,4030000,17.1472,4435.5,806
-49154.53125,807,4359.85,41.2116,4035000,16.9204,4472.97,807
-49131.99609375,808,4364.09,41.1348,4040000,17.354,4482.42,808
-49726.76953125,809,4350.25,41.2448,4045000,17.3419,4406.29,809
-49463.3671875,810,4364.71,40.8319,4050000,16.991,4437.63,810
-48823.0859375,811,4351.62,41.3762,4055000,17.0353,4468.06,811
-51142.34765625,812,4359.15,41.2685,4060000,17.6247,4445.58,812
-49767.21484375,813,4395.37,41.1966,4065000,17.8026,4466.83,813
-49307.9296875,814,4412.31,40.5717,4070000,17.4752,4454.15,814
-49581.02734375,815,4215.71,41.0021,4075000,16.2925,4460.93,815
-50348.8828125,816,4394.45,41.0,4080000,17.2948,4422.72,816
-48955.0234375,817,4282.65,40.8831,4085000,16.9195,4449.64,817
-48876.015625,818,4336.78,40.4394,4090000,16.7716,4432.52,818
-48777.66015625,819,3814.69,41.3457,4095000,16.9725,4377.71,819
-49929.03515625,820,4193.85,41.8002,4100000,17.7113,4394.29,820
-49777.62890625,821,4370.01,40.3721,4105000,17.2774,4419.62,821
-49678.9296875,822,4285.33,40.6037,4110000,16.8398,4408.59,822
-49435.375,823,4159.22,40.8108,4115000,16.6709,4483.19,823
-50332.96875,824,4279.86,40.6902,4120000,17.632,4322.05,824
-49888.18359375,825,4369.1,40.7775,4125000,16.9551,4461.82,825
-49807.953125,826,4180.13,40.6055,4130000,17.3888,4415.09,826
-50089.6640625,827,4390.17,41.1966,4135000,18.0575,4401.68,827
-50047.74609375,828,4274.31,40.9478,4140000,17.6095,4406.74,828
-50590.44140625,829,4333.15,41.1374,4145000,17.6273,4332.21,829
-50190.1796875,830,4371.97,41.0994,4150000,17.4098,4364.99,830
-50222.359375,831,4365.28,41.3827,4155000,17.7527,4392.3,831
-50771.23046875,832,4380.2,41.3811,4160000,17.1657,4389.55,832
-48519.08984375,833,4268.57,40.3377,4165000,16.9168,4460.56,833
-49818.4609375,834,4286.39,40.5668,4170000,16.7901,4424.57,834
-51390.23046875,835,4390.94,41.5771,4175000,17.1717,4376.92,835
-50904.15234375,836,4307.84,41.295,4180000,17.5326,4490.02,836
-50187.58984375,837,4441.62,40.9945,4185000,17.4094,4486.39,837
-50371.76953125,838,4333.64,41.9424,4190000,17.7518,4409.76,838
-50588.453125,839,4394.84,41.4641,4195000,17.0026,4395.05,839
-51576.79296875,840,4394.97,41.0845,4200000,17.6526,4384.99,840
-50787.67578125,841,4375.75,40.9629,4205000,17.3467,4427.92,841
-51830.53515625,842,4400.74,41.7795,4210000,18.0831,4468.3,842
-50757.1875,843,4462.03,41.2216,4215000,17.6461,4505.33,843
-51930.8203125,844,4386.58,41.7921,4220000,17.2579,4437.16,844
-51486.37890625,845,4099.38,40.9889,4225000,16.2652,4395.6,845
-51444.1171875,846,4483.66,41.2468,4230000,17.5663,4514.82,846
-51238.60546875,847,4445.1,41.529,4235000,17.6236,4511.64,847
-51006.0546875,848,4274.27,40.8713,4240000,17.448,4478.52,848
-51364.9375,849,4317.82,41.5531,4245000,17.5745,4455.46,849
-51299.6015625,850,4458.11,40.9451,4250000,17.3819,4492.33,850
-50708.21484375,851,4483.42,41.1447,4255000,18.1524,4569.57,851
-51297.90625,852,4521.57,40.8786,4260000,18.2618,4551.04,852
-52014.20703125,853,4461.66,41.663,4265000,18.1703,4531.92,853
-51085.9375,854,4563.44,41.1138,4270000,18.6422,4606.41,854
-49595.48828125,855,4493.14,40.8561,4275000,17.8686,4547.13,855
-50997.5078125,856,4485.37,40.5775,4280000,17.5262,4610.27,856
-51198.07421875,857,4488.63,40.8256,4285000,17.8731,4534.58,857
-50428.26953125,858,4494.87,40.5987,4290000,17.444,4544.28,858
-51669.13671875,859,4433.61,41.0034,4295000,18.1989,4564.36,859
-50929.078125,860,4458.04,41.2777,4300000,17.6487,4551.45,860
-51556.65625,861,4467.35,40.4921,4305000,18.9307,4604.91,861
-51558.015625,862,4488.24,40.8207,4310000,17.7147,4562.93,862
-50583.29296875,863,4519.31,41.1698,4315000,18.3554,4593.29,863
-50566.11328125,864,4529.44,40.7811,4320000,17.8368,4594.21,864
-50732.87890625,865,4523.05,40.6136,4325000,18.2659,4588.98,865
-51324.265625,866,4516.6,40.7424,4330000,17.8135,4589.21,866
-49462.5078125,867,4525.83,40.4846,4335000,17.9284,4594.14,867
-51817.921875,868,4522.57,40.8746,4340000,17.9003,4585.78,868
