Real Sto Return,Itration,Running Env Steps,Real Det Return,Reward Loss,Running Forward KL,Running Update Time,Running Reverse KL
207.87,416,2080000,759.93,-95968.75,75.1501,416,30.7333
270.94,417,2085000,915.21,-95609.71875,73.1172,417,29.9972
273.3,418,2090000,816.29,-95869.7421875,73.6314,418,30.5749
269.6,419,2095000,910.15,-95996.796875,75.3191,419,30.2787
333.51,420,2100000,819.68,-95347.4921875,72.76,420,29.9139
251.75,421,2105000,664.65,-95931.453125,74.1008,421,30.4294
258.23,422,2110000,709.12,-96139.2890625,74.5033,422,30.5888
242.76,423,2115000,764.62,-96158.421875,73.92,423,30.4708
209.19,424,2120000,811.67,-96159.1953125,74.6566,424,30.8088
272.91,425,2125000,858.93,-95459.3515625,73.0044,425,29.7062
270.69,426,2130000,808.82,-95965.6328125,74.5371,426,30.2542
224.64,427,2135000,913.13,-96407.5859375,74.6719,427,30.6214
226.59,428,2140000,765.64,-95856.625,74.498,428,30.1143
330.55,429,2145000,762.12,-95892.8125,73.5723,429,30.2351
236.02,430,2150000,907.27,-95928.7265625,74.2617,430,30.3651
210.1,431,2155000,750.07,-96238.984375,75.4727,431,30.1046
283.8,432,2160000,807.81,-96115.3046875,73.7231,432,30.3158
275.02,433,2165000,863.54,-95468.0,73.6675,433,29.8901
278.86,434,2170000,996.51,-96414.09375,74.4346,434,30.7724
278.4,435,2175000,787.45,-96354.4609375,74.9055,435,30.8974
252.37,436,2180000,716.72,-96089.9453125,74.4189,436,30.4148
336.01,437,2185000,804.59,-96174.90625,74.9739,437,30.8333
257.44,438,2190000,742.83,-96162.0234375,74.5251,438,30.6635
293.52,439,2195000,857.59,-96557.1875,74.9275,439,30.8289
280.23,440,2200000,859.36,-96538.828125,75.62,440,31.1245
249.81,441,2205000,757.85,-96328.9296875,74.7675,441,30.2337
319.43,442,2210000,820.84,-96145.0859375,74.0501,442,29.8105
277.02,443,2215000,808.5,-96620.3359375,75.4469,443,31.0808
262.39,444,2220000,863.48,-96735.40625,75.412,444,30.9111
270.76,445,2225000,703.57,-96439.3125,75.3837,445,30.4188
256.3,446,2230000,715.89,-96428.3671875,74.4269,446,30.4775
220.35,447,2235000,854.24,-96080.3984375,74.6092,447,30.0571
271.88,448,2240000,910.75,-95860.4921875,73.3759,448,29.9101
274.39,449,2245000,746.64,-96279.8671875,74.2709,449,30.3208
206.29,450,2250000,704.53,-95404.390625,73.1589,450,30.2086
227.43,451,2255000,655.87,-96012.3984375,73.8232,451,29.8383
256.18,452,2260000,813.02,-96294.9921875,74.8273,452,30.1849
274.56,453,2265000,906.48,-95846.6171875,73.0525,453,30.319
187.1,454,2270000,816.77,-95733.25,74.3905,454,30.3774
217.59,455,2275000,664.65,-96335.46875,74.6406,455,30.5469
218.94,456,2280000,832.96,-96608.6796875,75.4847,456,30.4469
261.89,457,2285000,753.49,-96641.828125,75.3481,457,30.4296
263.25,458,2290000,812.17,-95818.046875,74.0607,458,30.3912
244.87,459,2295000,855.72,-96526.4375,75.6922,459,29.9992
242.9,460,2300000,814.64,-96724.0390625,75.7929,460,30.313
302.87,461,2305000,639.05,-95874.2421875,74.8676,461,29.9935
248.18,462,2310000,704.76,-96613.8671875,75.4975,462,30.0392
244.51,463,2315000,706.21,-96495.4140625,75.1713,463,30.5844
261.95,464,2320000,856.31,-96357.296875,75.1766,464,30.2502
226.77,465,2325000,892.36,-96500.5859375,74.9759,465,30.3116
312.1,466,2330000,938.75,-96685.2421875,75.5776,466,30.6979
257.03,467,2335000,852.75,-96654.109375,74.783,467,30.766
283.54,468,2340000,835.56,-96673.8203125,75.8358,468,30.6509
271.26,469,2345000,856.27,-96659.03125,74.1376,469,30.2531
250.25,470,2350000,882.21,-96975.0,75.0902,470,30.7292
308.04,471,2355000,905.94,-96727.84375,75.6151,471,30.5394
234.85,472,2360000,760.19,-96492.6171875,75.0497,472,30.706
240.49,473,2365000,634.14,-96742.2109375,75.7056,473,30.5238
262.26,474,2370000,912.59,-96808.0546875,75.3036,474,30.5784
283.84,475,2375000,809.3,-96730.90625,74.7841,475,30.3512
162.5,476,2380000,905.02,-96826.53125,74.3792,476,30.5921
250.75,477,2385000,567.47,-96726.53125,74.2835,477,30.6256
257.79,478,2390000,656.54,-97057.625,74.6879,478,30.5953
249.89,479,2395000,810.1,-96529.796875,75.1096,479,30.3872
250.26,480,2400000,865.08,-96799.84375,75.0407,480,30.5199
301.76,481,2405000,854.23,-96699.4453125,74.5046,481,30.617
287.28,482,2410000,748.57,-96987.0859375,75.5394,482,31.1778
250.81,483,2415000,751.66,-96544.078125,74.2912,483,30.2417
266.77,484,2420000,809.54,-96523.1796875,73.7692,484,30.1899
251.56,485,2425000,904.67,-96184.2578125,73.9658,485,30.0392
220.8,486,2430000,856.52,-96600.53125,75.4448,486,30.2633
221.75,487,2435000,849.65,-96704.0703125,74.5024,487,29.8923
219.88,488,2440000,796.45,-96332.4609375,73.5556,488,30.546
261.17,489,2445000,854.46,-96693.96875,75.3268,489,30.3839
247.09,490,2450000,853.01,-97075.7890625,74.5045,490,30.7974
267.79,491,2455000,760.11,-96809.09375,74.7459,491,30.3807
237.32,492,2460000,764.02,-96465.5234375,74.7756,492,30.24
223.35,493,2465000,825.57,-96254.8671875,73.821,493,30.3331
280.05,494,2470000,804.65,-97003.3203125,74.4172,494,30.8891
318.32,495,2475000,897.78,-96696.0,74.4542,495,30.5029
288.12,496,2480000,854.95,-96108.078125,74.0464,496,30.2309
253.61,497,2485000,854.56,-96424.734375,74.2771,497,29.8099
220.7,498,2490000,810.68,-96978.3125,75.7706,498,30.3518
245.01,499,2495000,898.34,-96878.390625,74.8246,499,30.4626
234.31,500,2500000,806.72,-96667.1015625,74.8753,500,30.4189
252.9,501,2505000,816.76,-96739.0546875,75.2342,501,30.3092
249.7,502,2510000,818.74,-96745.2578125,73.9921,502,30.1386
221.7,503,2515000,865.21,-96637.4921875,74.751,503,30.2511
267.65,504,2520000,802.7,-96822.53125,75.0895,504,29.7496
205.69,505,2525000,654.7,-96937.6640625,74.9718,505,30.3979
238.75,506,2530000,812.45,-97153.3984375,75.4784,506,30.6361
229.76,507,2535000,818.22,-96858.109375,75.2337,507,29.8682
205.11,508,2540000,931.74,-96738.2265625,74.517,508,30.5286
201.96,509,2545000,1006.05,-96859.578125,74.3812,509,30.0529
245.85,510,2550000,766.24,-96518.09375,73.8009,510,30.4199
237.22,511,2555000,853.46,-96758.34375,74.5007,511,30.0092
221.17,512,2560000,806.95,-96570.296875,75.1321,512,30.0636
259.63,513,2565000,859.1,-96957.046875,75.132,513,30.5892
248.45,514,2570000,812.47,-97186.71875,75.3695,514,30.1628
220.97,515,2575000,860.44,-96681.53125,74.1164,515,30.0
271.86,516,2580000,797.98,-96993.5625,74.3486,516,29.9969
215.79,517,2585000,860.59,-96785.8671875,74.7446,517,30.2328
300.16,518,2590000,840.28,-97167.765625,74.2536,518,30.4437
228.71,519,2595000,856.69,-96544.1875,73.3667,519,30.0525
289.48,520,2600000,941.11,-97142.5625,73.6863,520,30.1909
261.91,521,2605000,802.01,-96831.7265625,74.4926,521,30.2186
280.67,522,2610000,865.32,-96737.0625,74.7862,522,30.2297
223.19,523,2615000,751.17,-96949.375,74.6074,523,30.1673
270.22,524,2620000,860.95,-96684.9140625,74.8554,524,30.1005
200.39,525,2625000,903.51,-96853.625,73.6324,525,30.4655
263.37,526,2630000,865.93,-97093.375,74.812,526,30.4793
224.4,527,2635000,1007.76,-96978.171875,74.6375,527,30.5077
264.72,528,2640000,761.53,-96744.53125,74.0459,528,30.0737
276.08,529,2645000,861.58,-97290.8828125,75.5295,529,30.9145
270.75,530,2650000,961.49,-97111.578125,74.8467,530,30.1302
295.52,531,2655000,852.11,-96972.5078125,75.2992,531,30.5745
213.96,532,2660000,767.21,-97165.7734375,74.9739,532,30.3992
280.48,533,2665000,851.94,-97159.140625,75.3448,533,30.5688
237.51,534,2670000,853.31,-97135.109375,75.2814,534,30.6802
269.89,535,2675000,846.46,-97257.78125,75.5323,535,31.0608
216.44,536,2680000,833.16,-97107.4921875,75.1587,536,30.7357
278.03,537,2685000,750.05,-97197.640625,75.8848,537,30.6241
239.17,538,2690000,775.57,-97049.3046875,75.2983,538,30.3636
248.75,539,2695000,844.79,-97081.7421875,75.3276,539,31.1467
250.21,540,2700000,845.87,-97357.203125,75.8155,540,30.9888
234.49,541,2705000,760.19,-95998.71875,73.8515,541,30.193
228.78,542,2710000,1002.99,-97031.265625,75.3782,542,30.6443
283.79,543,2715000,862.89,-96707.1328125,75.4662,543,30.1385
243.48,544,2720000,902.36,-97254.9375,74.5692,544,30.4162
207.46,545,2725000,902.62,-97064.46875,75.0324,545,30.1184
186.79,546,2730000,804.69,-96901.65625,74.4218,546,29.9527
226.92,547,2735000,758.22,-97317.7578125,75.6045,547,30.2877
236.35,548,2740000,756.94,-96845.21875,73.9924,548,29.914
236.51,549,2745000,860.14,-97144.890625,75.1059,549,30.915
236.04,550,2750000,905.16,-97070.4765625,74.1219,550,30.2065
268.28,551,2755000,835.8,-96897.2578125,75.2,551,30.1179
252.28,552,2760000,756.28,-96760.5078125,74.7321,552,30.0938
184.3,553,2765000,816.38,-97029.125,75.4854,553,30.1267
237.27,554,2770000,754.93,-97448.0546875,76.0344,554,30.694
206.49,555,2775000,827.14,-97368.84375,75.916,555,30.2485
226.26,556,2780000,847.2,-97244.6328125,74.8589,556,30.1735
240.96,557,2785000,952.38,-96973.234375,74.6703,557,30.0769
253.34,558,2790000,997.2,-97053.7578125,74.6402,558,30.2254
226.33,559,2795000,901.73,-96967.328125,74.7539,559,30.1798
218.32,560,2800000,901.72,-96890.4140625,74.8058,560,29.7653
247.31,561,2805000,765.53,-97197.390625,74.4655,561,30.327
273.99,562,2810000,835.4,-97127.015625,74.8232,562,30.5359
266.18,563,2815000,942.61,-96750.109375,74.7819,563,30.4362
274.27,564,2820000,950.67,-97128.734375,74.4765,564,30.1358
250.25,565,2825000,949.23,-97195.5859375,74.6218,565,30.0122
240.1,566,2830000,805.89,-97404.0390625,74.7029,566,30.8317
262.08,567,2835000,848.27,-97293.671875,74.4409,567,30.0407
253.77,568,2840000,907.54,-96817.3828125,74.4063,568,29.8639
240.24,569,2845000,960.68,-96868.953125,74.2881,569,30.5246
241.34,570,2850000,689.96,-97191.15625,75.4993,570,30.7118
243.26,571,2855000,895.47,-97396.96875,75.6131,571,30.5015
183.12,572,2860000,762.03,-97143.21875,75.5226,572,30.6396
212.93,573,2865000,1001.41,-97319.8203125,75.4417,573,30.7089
225.07,574,2870000,857.13,-97072.390625,75.304,574,30.2596
273.75,575,2875000,963.75,-97355.6953125,74.5328,575,30.4906
251.68,576,2880000,803.52,-97350.671875,75.54,576,30.4639
275.06,577,2885000,859.61,-97477.984375,75.0599,577,29.9917
267.25,578,2890000,1010.64,-97498.703125,76.2986,578,30.6012
217.92,579,2895000,947.48,-97641.125,75.0896,579,30.4483
202.74,580,2900000,856.5,-96550.3203125,74.2001,580,30.3096
226.97,581,2905000,930.67,-97403.7265625,75.1851,581,30.2261
196.91,582,2910000,903.26,-97105.03125,74.2542,582,29.8106
255.84,583,2915000,903.53,-96840.421875,74.4018,583,30.2366
225.5,584,2920000,917.27,-97456.0546875,74.7773,584,30.6825
252.94,585,2925000,887.9,-97173.5859375,75.2324,585,30.7185
247.97,586,2930000,904.87,-97484.6640625,75.4897,586,30.6265
253.95,587,2935000,905.28,-96990.5390625,74.859,587,30.2079
255.64,588,2940000,893.61,-97558.7109375,75.7454,588,30.4183
268.96,589,2945000,804.08,-97497.546875,75.5322,589,30.745
255.18,590,2950000,848.03,-97018.390625,74.3286,590,30.138
233.57,591,2955000,688.16,-96757.125,74.2968,591,31.7485
242.31,592,2960000,799.46,-96935.90625,74.8885,592,30.6421
170.46,593,2965000,767.63,-97480.71875,75.1222,593,30.5662
204.34,594,2970000,781.17,-97211.859375,75.2736,594,30.5593
203.69,595,2975000,624.6,-97540.3046875,75.2708,595,30.7455
206.08,596,2980000,856.39,-97306.1484375,75.2595,596,30.9371
229.47,597,2985000,746.22,-97467.75,75.6065,597,30.8387
248.15,598,2990000,746.28,-97595.5625,75.7493,598,30.892
249.54,599,2995000,898.4,-97549.65625,75.5438,599,31.0411
