Running Reverse KL,Running Env Steps,Reward Loss,Real Det Return,Itration,Running Update Time,Running Forward KL,Real Sto Return
56.9119,1985000,-9787.8837890625,472.86,397,397,50.605,424.73
40.7146,1990000,-8373.435546875,1005.52,398,398,56.0655,997.63
33.3353,1995000,-8354.166015625,1015.05,399,399,55.0681,1009.26
31.428,2000000,-8354.814453125,1002.54,400,400,54.9948,999.97
36.9757,2005000,-10042.6396484375,677.51,401,401,54.1512,594.0
35.837,2010000,-8847.4130859375,1004.57,402,402,55.5477,1003.79
41.2211,2015000,-8692.3134765625,1034.63,403,403,55.8772,1037.31
34.2456,2020000,-8842.408203125,1012.69,404,404,54.9305,1011.38
46.4422,2025000,-8895.5234375,1015.41,405,405,56.6561,1015.01
41.3564,2030000,-8913.849609375,1014.47,406,406,56.8217,1011.62
42.1331,2035000,-8945.28125,1017.52,407,407,56.0245,1002.65
29.1573,2040000,-8595.791015625,1015.25,408,408,54.8497,1014.12
29.5132,2045000,-8279.658203125,1006.06,409,409,55.0574,1004.76
26.0717,2050000,-8220.4404296875,1027.4,410,410,54.2652,1033.19
48.319,2055000,-8498.4794921875,1030.25,411,411,56.3381,1029.87
35.173,2060000,-8622.82421875,1033.31,412,412,55.7351,1025.79
45.2044,2065000,-8774.99609375,1025.16,413,413,55.4185,1033.35
59.606,2070000,-12293.50390625,393.49,414,414,50.8751,398.7
41.667,2075000,-11483.498046875,410.61,415,415,50.4863,368.2
33.0725,2080000,-9915.205078125,441.95,416,416,49.5792,378.32
46.3235,2085000,-11614.2890625,363.37,417,417,50.3259,333.09
25.1197,2090000,-9472.2607421875,343.93,418,418,50.332,326.65
29.0022,2095000,-9655.09375,426.82,419,419,49.7424,408.67
20.4304,2100000,-8826.306640625,291.5,420,420,50.0767,285.44
26.1949,2105000,-10039.314453125,437.44,421,421,50.7417,393.08
30.5117,2110000,-9820.783203125,455.71,422,422,49.9367,383.07
34.5733,2115000,-10051.1396484375,423.21,423,423,50.2037,423.72
41.3542,2120000,-8985.5185546875,470.51,424,424,50.0526,442.19
64.329,2125000,-8152.09765625,458.04,425,425,51.1915,412.62
38.9512,2130000,-8091.9189453125,640.79,426,426,50.4247,469.99
44.9208,2135000,-7960.662109375,477.72,427,427,50.8285,446.64
28.8958,2140000,-8008.4609375,499.39,428,428,50.3054,444.76
44.3561,2145000,-8648.5625,883.1,429,429,50.4326,498.37
50.7823,2150000,-8492.771484375,441.01,430,430,50.35,394.32
46.7651,2155000,-8280.5341796875,391.38,431,431,50.1048,387.23
41.7369,2160000,-9529.2021484375,598.93,432,432,50.3595,620.32
41.4499,2165000,-11248.671875,423.7,433,433,50.8867,389.77
33.8518,2170000,-8379.49609375,448.54,434,434,50.4325,436.09
33.8995,2175000,-8736.4599609375,417.55,435,435,51.005,388.37
30.8112,2180000,-11254.2919921875,339.26,436,436,50.5844,324.58
25.2727,2185000,-10731.123046875,363.65,437,437,50.5855,337.8
51.0935,2190000,-8499.375,387.62,438,438,50.2227,356.91
45.7402,2195000,-8402.51171875,387.6,439,439,50.4646,375.29
26.6386,2200000,-7892.2158203125,447.7,440,440,49.2075,374.99
27.8428,2205000,-8019.2919921875,417.99,441,441,49.1608,392.7
50.7374,2210000,-8236.9033203125,362.27,442,442,50.4769,292.26
49.7132,2215000,-8181.7978515625,417.06,443,443,49.6719,383.4
34.531,2220000,-10104.4697265625,517.43,444,444,49.2188,434.22
48.7452,2225000,-11108.349609375,375.98,445,445,49.5291,352.49
44.4005,2230000,-11216.462890625,523.83,446,446,49.9686,403.09
45.0025,2235000,-8225.6259765625,389.6,447,447,49.9718,407.3
57.0866,2240000,-8054.6865234375,441.55,448,448,52.2111,424.95
38.0262,2245000,-8077.98291015625,397.61,449,449,50.7168,398.47
49.0601,2250000,-9595.416015625,386.93,450,450,50.9936,341.06
33.9643,2255000,-10344.3955078125,92.94,451,451,49.3773,102.62
54.2697,2260000,-11584.240234375,249.98,452,452,51.9928,253.98
51.56,2265000,-12310.0791015625,1024.12,453,453,51.9975,335.1
29.3039,2270000,-10763.115234375,1005.89,454,454,54.9207,1006.76
51.9282,2275000,-12121.9345703125,1005.6,455,455,52.2409,203.39
70.9744,2280000,-14027.681640625,69.14,456,456,52.3653,74.9
103.0387,2285000,-16360.7822265625,-6.9,457,457,61.9993,-6.99
105.011,2290000,-16627.537109375,-8.5,458,458,59.3818,-8.85
71.517,2295000,-15364.3701171875,-12.1,459,459,53.7388,-12.51
67.1973,2300000,-14715.6806640625,-18.2,460,460,53.6535,-17.66
52.95,2305000,-12956.8251953125,-15.13,461,461,54.8555,-15.32
53.9469,2310000,-12699.6630859375,-15.64,462,462,54.3242,-15.83
53.1498,2315000,-11789.3212890625,-13.9,463,463,51.1826,-13.98
50.7203,2320000,-12006.8642578125,96.47,464,464,53.4945,78.22
69.4576,2325000,-13232.662109375,130.71,465,465,53.5992,120.17
65.591,2330000,-12062.279296875,140.96,466,466,50.3343,177.88
61.3309,2335000,-13506.498046875,513.61,467,467,50.3752,490.67
66.5025,2340000,-13540.302734375,296.64,468,468,52.0646,237.42
39.9289,2345000,-12093.4130859375,537.56,469,469,50.0396,398.99
56.0569,2350000,-10997.681640625,272.57,470,470,49.6647,292.04
31.3221,2355000,-12708.310546875,236.53,471,471,53.7277,232.1
34.618,2360000,-9377.201171875,1043.52,472,472,52.089,869.83
42.5728,2365000,-8986.1787109375,1015.55,473,473,55.9716,1012.38
48.6984,2370000,-9012.8291015625,1014.75,474,474,56.8808,1013.11
42.8261,2375000,-8938.1162109375,1012.35,475,475,56.2808,1010.23
52.3619,2380000,-8966.9853515625,1009.63,476,476,56.7643,1005.5
32.2958,2385000,-11573.2880859375,831.4,477,477,53.7868,673.95
57.7996,2390000,-13843.27734375,531.22,478,478,52.8667,279.1
62.5994,2395000,-13768.2861328125,219.97,479,479,51.1081,251.79
33.9692,2400000,-11191.341796875,817.89,480,480,50.3788,806.27
39.0111,2405000,-13554.8486328125,57.3,481,481,51.8903,61.19
54.1974,2410000,-13853.8837890625,333.49,482,482,51.7291,340.03
40.8257,2415000,-13820.216796875,101.22,483,483,52.3298,105.48
71.5974,2420000,-13398.55078125,84.25,484,484,52.6589,80.99
59.7019,2425000,-14903.044921875,240.32,485,485,51.9639,210.89
63.1337,2430000,-15182.765625,160.56,486,486,53.4224,150.03
59.5273,2435000,-14204.490234375,254.13,487,487,50.9496,218.12
58.7738,2440000,-14241.6591796875,313.35,488,488,52.0874,292.76
48.0472,2445000,-13640.294921875,373.35,489,489,50.6528,346.78
23.3411,2450000,-12085.6591796875,284.78,490,490,50.4415,284.02
18.2397,2455000,-11749.53125,281.66,491,491,50.3643,275.01
22.0665,2460000,-12178.1337890625,333.28,492,492,50.1644,338.16
43.2417,2465000,-13822.34765625,332.66,493,493,49.2275,340.56
32.498,2470000,-13121.7841796875,355.31,494,494,49.4541,342.91
52.7367,2475000,-10161.279296875,1009.05,495,495,56.8132,1008.31
50.6299,2480000,-10075.353515625,1022.16,496,496,57.2677,1021.83
50.7617,2485000,-9961.044921875,1031.53,497,497,56.4358,1032.6
42.0664,2490000,-9308.046875,1027.84,498,498,56.0009,1027.98
46.161,2495000,-9357.1298828125,1022.35,499,499,56.3281,1021.76
31.2947,2500000,-9259.5224609375,1002.4,500,500,55.3192,996.72
26.3709,2505000,-9287.701171875,1023.23,501,501,54.2786,1044.24
23.683,2510000,-9133.599609375,1018.65,502,502,54.0211,1033.96
36.8583,2515000,-9242.564453125,1015.03,503,503,54.9018,1012.35
33.1067,2520000,-9826.9326171875,1042.18,504,504,54.9025,1045.48
45.8917,2525000,-9404.251953125,1012.28,505,505,56.647,1011.17
23.0215,2530000,-11128.1953125,274.77,506,506,50.4041,312.56
56.5385,2535000,-10365.6513671875,1004.57,507,507,58.2615,1004.31
26.7784,2540000,-11576.34375,307.26,508,508,50.2818,185.3
30.4825,2545000,-11098.32421875,655.22,509,509,51.2415,691.26
34.4815,2550000,-10348.7255859375,759.78,510,510,52.1312,772.55
28.546,2555000,-10646.11328125,288.61,511,511,50.0943,361.36
52.2278,2560000,-9413.763671875,1000.75,512,512,56.579,994.52
46.8067,2565000,-9475.240234375,1010.43,513,513,56.4652,1007.5
17.2378,2570000,-9597.755859375,971.04,514,514,51.553,889.33
35.8137,2575000,-9561.6513671875,996.26,515,515,55.974,988.12
37.4877,2580000,-9455.140625,1013.88,516,516,55.4394,1010.81
34.094,2585000,-9968.39453125,923.3,517,517,51.2654,947.56
38.8309,2590000,-10145.953125,990.68,518,518,50.9606,699.7
33.9245,2595000,-11404.822265625,76.09,519,519,51.2772,85.47
23.9627,2600000,-11899.416015625,366.76,520,520,50.4151,234.06
22.9255,2605000,-11132.064453125,352.75,521,521,50.0473,344.15
48.4804,2610000,-9688.8681640625,1012.78,522,522,56.8425,1012.24
22.9974,2615000,-9442.0380859375,450.4,523,523,50.2432,390.92
29.4818,2620000,-12163.9091796875,401.64,524,524,51.1249,329.28
26.3657,2625000,-11678.1103515625,356.45,525,525,50.1248,340.15
29.7164,2630000,-12184.25390625,359.89,526,526,49.9821,330.72
25.8617,2635000,-12076.529296875,358.61,527,527,49.9148,311.42
25.0861,2640000,-12219.6787109375,340.45,528,528,49.6717,329.7
41.5638,2645000,-12787.197265625,431.86,529,529,49.946,397.2
41.0433,2650000,-12951.19140625,319.2,530,530,50.081,317.96
46.1266,2655000,-13196.21875,343.41,531,531,50.7856,305.87
26.2637,2660000,-12553.234375,348.41,532,532,50.337,293.31
41.5293,2665000,-13157.9189453125,304.53,533,533,50.795,288.62
29.1939,2670000,-12956.8583984375,327.46,534,534,50.8594,352.76
39.0248,2675000,-13258.875,345.35,535,535,50.9909,335.59
36.7031,2680000,-12364.2724609375,300.78,536,536,51.3844,336.76
32.0406,2685000,-12435.474609375,442.56,537,537,51.1239,273.39
30.9638,2690000,-12211.1708984375,339.28,538,538,50.5433,360.29
35.5475,2695000,-12528.708984375,478.51,539,539,51.3763,365.01
34.666,2700000,-11902.8291015625,363.89,540,540,51.4619,316.67
35.5102,2705000,-12427.634765625,399.38,541,541,50.9803,403.65
31.8191,2710000,-12530.8515625,321.77,542,542,50.9982,378.34
40.7845,2715000,-12181.966796875,517.98,543,543,50.3535,412.79
34.8251,2720000,-12209.3017578125,637.02,544,544,50.4635,437.47
36.7364,2725000,-12568.6865234375,380.51,545,545,50.9011,387.82
40.0702,2730000,-12474.7109375,382.35,546,546,50.6515,321.8
38.0573,2735000,-12305.248046875,442.94,547,547,49.5959,400.18
38.5553,2740000,-12665.44140625,242.04,548,548,51.6551,262.93
31.0067,2745000,-11520.9384765625,384.24,549,549,50.6554,462.27
35.817,2750000,-12388.1103515625,427.76,550,550,49.9191,380.8
36.7554,2755000,-12006.6201171875,449.63,551,551,50.4635,408.03
34.7716,2760000,-12410.451171875,418.92,552,552,50.7697,376.95
28.4117,2765000,-10819.3916015625,507.81,553,553,49.5841,502.78
49.8491,2770000,-9156.021484375,417.71,554,554,49.8198,490.38
66.2364,2775000,-10663.205078125,1032.33,555,555,58.1377,1032.45
58.2005,2780000,-10675.720703125,1031.65,556,556,57.5495,1031.46
60.2062,2785000,-10161.189453125,931.16,557,557,54.1773,932.03
48.9065,2790000,-9908.810546875,1020.4,558,558,56.3135,1020.22
59.7198,2795000,-9897.37109375,1018.72,559,559,57.8671,1018.98
58.5122,2800000,-9937.158203125,1015.95,560,560,58.3776,1017.38
53.6237,2805000,-9907.609375,1017.25,561,561,58.1843,1016.99
50.3186,2810000,-9943.283203125,1016.94,562,562,56.5023,1016.89
62.4227,2815000,-9931.8916015625,1023.15,563,563,58.3022,1023.38
54.9713,2820000,-8964.5419921875,729.02,564,564,51.109,730.5
45.3071,2825000,-10500.98046875,1017.43,565,565,53.6617,929.38
65.3316,2830000,-8784.056640625,201.39,566,566,51.9796,252.2
28.6943,2835000,-10276.880859375,358.0,567,567,52.393,284.96
64.4297,2840000,-15978.2412109375,15.92,568,568,55.0353,18.52
61.229,2845000,-12154.8427734375,14.73,569,569,57.0447,260.78
34.8695,2850000,-9833.4384765625,343.52,570,570,52.2511,348.52
52.9516,2855000,-8557.357421875,409.56,571,571,50.9333,394.81
41.7182,2860000,-9727.61328125,267.21,572,572,50.7907,321.39
46.3697,2865000,-9678.904296875,403.79,573,573,51.5029,419.36
41.2333,2870000,-11063.240234375,1001.96,574,574,56.8518,1000.81
57.086,2875000,-11084.2861328125,1010.27,575,575,57.9868,1010.24
42.6354,2880000,-10968.919921875,1020.07,576,576,56.0396,1019.52
69.4895,2885000,-15083.2939453125,362.93,577,577,55.449,272.75
69.7783,2890000,-13362.8525390625,256.62,578,578,57.3533,291.28
50.471,2895000,-13013.2978515625,321.53,579,579,52.8113,338.64
19.9289,2900000,-10360.5771484375,367.14,580,580,50.6736,292.54
48.0811,2905000,-10050.0634765625,1010.28,581,581,50.4477,464.85
57.8062,2910000,-9552.2939453125,455.09,582,582,49.9497,370.1
66.1012,2915000,-9509.7294921875,271.44,583,583,49.5595,359.52
43.7662,2920000,-8562.3466796875,309.42,584,584,50.9059,303.26
32.0335,2925000,-9536.4140625,1025.89,585,585,52.3795,966.55
32.72,2930000,-10551.6787109375,1038.79,586,586,54.4398,1047.46
32.4348,2935000,-9859.3212890625,1038.42,587,587,54.2669,1100.28
23.6682,2940000,-10044.3740234375,936.07,588,588,50.4677,616.84
35.0656,2945000,-9319.2919921875,1034.58,589,589,51.0042,917.46
23.5715,2950000,-9518.11328125,1011.53,590,590,51.9547,970.11
21.6271,2955000,-9983.9755859375,1005.51,591,591,53.464,986.11
22.5841,2960000,-10260.8779296875,1010.55,592,592,53.43,972.26
22.8887,2965000,-10015.8369140625,1011.1,593,593,53.22,995.34
17.6201,2970000,-8933.3134765625,499.97,594,594,49.7014,423.55
22.2078,2975000,-8873.5966796875,271.24,595,595,50.8256,305.15
16.759,2980000,-9923.1845703125,377.0,596,596,50.6736,345.38
20.539,2985000,-11628.4296875,531.73,597,597,50.7783,400.83
18.0314,2990000,-11491.234375,913.47,598,598,50.7046,454.03
20.0906,2995000,-11172.904296875,365.87,599,599,51.086,304.29
18.3071,3000000,-10920.0712890625,306.93,600,600,50.7552,328.64
22.5614,3005000,-10280.748046875,347.28,601,601,51.3037,313.06
26.5542,3010000,-10344.8408203125,510.5,602,602,51.1702,330.97
30.0196,3015000,-10627.2529296875,248.56,603,603,51.3865,289.49
34.1137,3020000,-10117.9267578125,293.69,604,604,50.4392,349.75
32.4667,3025000,-10186.28125,435.73,605,605,50.5052,319.96
30.3746,3030000,-10386.2802734375,366.29,606,606,50.5799,323.51
31.06,3035000,-9985.7333984375,640.37,607,607,49.9088,381.52
29.2986,3040000,-10038.8203125,443.55,608,608,50.3172,365.27
28.4391,3045000,-9791.88671875,473.99,609,609,50.7965,340.38
26.0349,3050000,-9675.2978515625,568.17,610,610,49.9943,405.51
24.8449,3055000,-9859.1513671875,582.52,611,611,50.1539,425.89
23.8698,3060000,-9769.4521484375,469.61,612,612,49.8079,435.78
24.3802,3065000,-9868.2724609375,549.49,613,613,49.5536,536.51
30.8672,3070000,-10025.546875,836.36,614,614,49.925,567.98
24.4886,3075000,-9781.5087890625,499.81,615,615,50.2413,469.08
23.6138,3080000,-9610.279296875,536.99,616,616,50.2238,417.87
27.3266,3085000,-9659.759765625,603.04,617,617,49.5859,471.87
18.9278,3090000,-9434.546875,587.3,618,618,49.2515,476.04
17.3663,3095000,-9312.2939453125,686.34,619,619,49.2539,441.23
17.1703,3100000,-9035.65625,489.25,620,620,49.5973,483.13
19.4381,3105000,-9722.1572265625,386.9,621,621,50.0457,443.69
21.8102,3110000,-9608.783203125,397.17,622,622,50.1042,393.49
25.7611,3115000,-9703.9716796875,503.48,623,623,50.2114,489.17
23.1435,3120000,-9843.8203125,732.34,624,624,50.3116,489.61
20.2178,3125000,-9868.041015625,430.9,625,625,50.358,429.45
19.6987,3130000,-9784.4697265625,337.19,626,626,49.8831,440.7
21.6599,3135000,-10020.0107421875,645.52,627,627,50.2836,458.67
30.426,3140000,-10326.1669921875,334.45,628,628,51.3876,369.56
20.7883,3145000,-10119.3388671875,400.61,629,629,51.2798,433.64
23.0047,3150000,-10452.9150390625,1031.11,630,630,50.6924,566.36
21.9194,3155000,-10205.18359375,714.12,631,631,51.0295,475.47
17.6153,3160000,-10138.609375,532.16,632,632,50.0327,469.73
24.3738,3165000,-10886.0390625,799.44,633,633,50.105,548.27
61.7662,3170000,-12398.59765625,404.34,634,634,49.8285,497.39
15.773,3175000,-10010.9638671875,763.83,635,635,48.8863,525.19
15.7834,3180000,-9908.1298828125,997.84,636,636,49.2173,507.18
17.2172,3185000,-10598.947265625,433.47,637,637,49.1798,453.13
28.1229,3190000,-11295.8115234375,571.15,638,638,49.3086,483.5
17.5796,3195000,-10319.734375,662.59,639,639,49.9534,488.31
19.1416,3200000,-10828.0693359375,521.38,640,640,50.9714,504.72
20.5737,3205000,-11435.2890625,482.27,641,641,49.7311,534.12
15.3906,3210000,-11231.6552734375,781.65,642,642,50.0317,592.77
18.1985,3215000,-11188.4423828125,625.2,643,643,49.9497,634.4
16.6268,3220000,-11297.16796875,504.52,644,644,50.4764,443.88
15.1637,3225000,-10630.1845703125,636.91,645,645,50.4493,515.67
15.4888,3230000,-11186.06640625,615.65,646,646,50.774,535.66
17.6106,3235000,-11608.3740234375,616.01,647,647,49.9642,529.48
42.6293,3240000,-11177.8759765625,411.93,648,648,50.9986,399.27
17.7155,3245000,-10415.041015625,404.62,649,649,49.7266,420.63
20.3646,3250000,-11063.96875,312.48,650,650,50.7505,277.88
27.8636,3255000,-10893.8388671875,307.24,651,651,50.3458,274.4
33.5567,3260000,-10797.365234375,502.67,652,652,49.449,467.15
33.8879,3265000,-12644.43359375,382.34,653,653,50.3344,362.35
48.5243,3270000,-12859.7392578125,486.96,654,654,50.5706,380.91
25.6572,3275000,-12633.3359375,713.03,655,655,48.9339,754.29
31.6922,3280000,-11025.369140625,596.21,656,656,50.6655,496.62
33.4805,3285000,-12344.3876953125,300.4,657,657,50.187,312.27
38.1899,3290000,-12140.0634765625,973.88,658,658,49.469,539.84
27.7563,3295000,-11731.099609375,498.03,659,659,50.1554,474.06
45.4408,3300000,-10669.322265625,304.57,660,660,50.8377,387.45
35.3078,3305000,-11179.7431640625,617.1,661,661,50.1117,540.44
44.9541,3310000,-11258.349609375,649.49,662,662,50.0348,486.28
64.1642,3315000,-14121.2998046875,495.03,663,663,50.9151,439.91
50.3027,3320000,-11306.978515625,765.62,664,664,48.9748,535.11
43.7917,3325000,-10667.8505859375,755.29,665,665,49.1992,554.19
43.203,3330000,-10705.62890625,598.83,666,666,49.1532,587.41
28.4532,3335000,-11306.1982421875,731.38,667,667,50.2166,453.2
28.9618,3340000,-11826.1572265625,413.95,668,668,50.2157,262.33
30.3294,3345000,-10928.7470703125,892.65,669,669,49.7271,442.38
24.8545,3350000,-10856.994140625,999.68,670,670,50.6786,906.78
35.8888,3355000,-12799.6845703125,395.77,671,671,49.1408,642.06
22.8617,3360000,-12236.828125,378.85,672,672,49.9336,464.99
15.9534,3365000,-11287.4794921875,954.06,673,673,49.8076,602.11
16.1952,3370000,-11576.0927734375,915.69,674,674,49.631,824.34
16.532,3375000,-11951.6357421875,833.07,675,675,50.1698,622.08
28.7196,3380000,-13707.7236328125,576.3,676,676,50.6182,540.84
52.5665,3385000,-13369.1044921875,765.99,677,677,49.5322,521.8
30.9994,3390000,-12292.3662109375,1040.13,678,678,49.2382,792.5
20.975,3395000,-13817.71484375,635.86,679,679,49.4268,550.11
18.7093,3400000,-11212.5419921875,411.23,680,680,50.4315,407.94
14.5176,3405000,-12688.1298828125,564.57,681,681,49.2683,454.55
84.3389,3410000,-14840.9951171875,7.49,682,682,57.319,7.17
47.4647,3415000,-13620.734375,98.42,683,683,51.0108,148.56
18.9336,3420000,-11492.0869140625,356.72,684,684,49.2718,389.72
116.0167,3425000,-17868.6796875,19.12,685,685,54.9869,20.12
39.1209,3430000,-11173.095703125,25.22,686,686,50.1209,45.46
39.0302,3435000,-10788.953125,11.38,687,687,50.9439,11.72
60.1521,3440000,-15658.3271484375,420.55,688,688,51.3658,172.19
60.6063,3445000,-18321.822265625,32.61,689,689,56.2337,36.07
48.8929,3450000,-10755.2705078125,1014.44,690,690,55.3323,1014.01
49.4255,3455000,-10705.1005859375,1010.86,691,691,56.3188,1009.48
34.8666,3460000,-15185.9033203125,396.85,692,692,52.0996,304.17
35.7953,3465000,-14207.5693359375,509.97,693,693,54.5361,676.45
25.7664,3470000,-13631.46484375,527.03,694,694,50.8484,750.2
24.5332,3475000,-14093.681640625,1028.97,695,695,52.3313,1011.69
31.1458,3480000,-14761.79296875,1025.48,696,696,52.7349,889.0
91.9608,3485000,-16246.025390625,968.06,697,697,53.4647,563.66
44.5995,3490000,-13144.3291015625,565.08,698,698,54.3968,691.46
39.5541,3495000,-11844.654296875,1024.42,699,699,54.4959,1023.61
30.2899,3500000,-11177.462890625,1048.19,700,700,52.7312,1079.55
28.9097,3505000,-10664.9306640625,1071.76,701,701,53.8289,1127.63
43.6223,3510000,-11650.57421875,1035.62,702,702,54.0994,1061.79
39.3528,3515000,-10724.5498046875,1010.42,703,703,55.6668,1007.21
41.5179,3520000,-10868.474609375,1010.88,704,704,55.1126,1024.84
72.4737,3525000,-17245.048828125,349.17,705,705,55.3993,181.94
30.6808,3530000,-14595.6240234375,759.2,706,706,56.762,630.76
36.3944,3535000,-14709.2861328125,1010.16,707,707,55.5794,973.78
30.7153,3540000,-13665.0703125,799.87,708,708,52.6407,800.99
42.2437,3545000,-13316.57421875,939.98,709,709,52.751,788.61
43.9544,3550000,-14680.4658203125,872.96,710,710,53.6761,794.97
68.2811,3555000,-16985.599609375,254.15,711,711,53.9499,292.38
65.4597,3560000,-18703.853515625,-0.19,712,712,56.1649,-0.3
85.336,3565000,-16629.25390625,36.26,713,713,54.6382,37.63
47.8872,3570000,-9438.14453125,470.27,714,714,52.368,480.57
33.3884,3575000,-12838.919921875,407.92,715,715,51.0288,393.94
46.75,3580000,-12937.3076171875,338.12,716,716,50.6576,330.31
84.1184,3585000,-18487.017578125,73.04,717,717,56.083,66.91
42.8871,3590000,-13001.9072265625,236.68,718,718,50.4708,204.3
59.9616,3595000,-11761.30859375,885.57,719,719,58.2134,923.52
57.4755,3600000,-11044.33203125,1014.9,720,720,56.256,1012.19
82.6569,3605000,-18630.580078125,2.19,721,721,57.716,3.38
47.9784,3610000,-15508.0986328125,213.31,722,722,56.8645,130.3
41.8481,3615000,-10100.517578125,285.23,723,723,51.0887,279.55
29.5645,3620000,-12944.1494140625,363.2,724,724,50.1919,381.44
23.6959,3625000,-10582.884765625,355.12,725,725,50.1619,349.16
18.8389,3630000,-10255.4462890625,343.11,726,726,49.4021,334.23
23.9126,3635000,-10201.0234375,386.03,727,727,50.7741,372.37
79.8722,3640000,-10493.5947265625,301.42,728,728,50.9401,278.65
75.6908,3645000,-13173.197265625,39.82,729,729,51.0328,58.68
51.6651,3650000,-12529.46875,1006.98,730,730,56.8407,1005.71
36.0586,3655000,-11735.2353515625,1005.97,731,731,55.5619,958.46
46.2191,3660000,-12151.1982421875,167.33,732,732,51.5494,164.12
42.0877,3665000,-9573.0849609375,392.98,733,733,50.9568,357.71
27.8317,3670000,-10144.1025390625,308.13,734,734,49.662,271.28
23.4274,3675000,-13338.0283203125,233.77,735,735,51.7051,416.85
44.6214,3680000,-13126.048828125,992.74,736,736,54.6894,863.45
36.1087,3685000,-12758.890625,372.26,737,737,50.8871,381.68
31.1505,3690000,-15570.4541015625,426.79,738,738,49.9696,356.34
19.7069,3695000,-12779.2685546875,470.36,739,739,51.0732,387.08
22.3978,3700000,-12848.3388671875,451.55,740,740,49.5027,385.53
35.0357,3705000,-14544.77734375,458.75,741,741,50.1918,321.14
36.6952,3710000,-13822.12109375,568.81,742,742,49.4156,430.29
39.3225,3715000,-13904.3076171875,525.38,743,743,49.3146,417.16
40.6258,3720000,-13808.9697265625,579.46,744,744,48.905,440.52
54.3415,3725000,-14293.9716796875,456.86,745,745,49.1216,433.08
26.9123,3730000,-17638.111328125,570.0,746,746,51.089,395.26
30.982,3735000,-17456.142578125,598.26,747,747,50.6685,343.92
23.8154,3740000,-16553.744140625,241.76,748,748,50.8403,263.74
29.4347,3745000,-16446.1796875,375.37,749,749,50.2555,346.12
38.8653,3750000,-17648.7265625,332.84,750,750,51.2898,241.26
36.0899,3755000,-17411.712890625,30.3,751,751,50.525,224.64
26.4409,3760000,-16884.701171875,315.37,752,752,49.0823,313.66
23.7053,3765000,-13812.1962890625,420.9,753,753,50.2649,394.17
35.9511,3770000,-15834.9951171875,789.38,754,754,50.0415,339.69
55.2819,3775000,-16865.783203125,232.62,755,755,50.8496,255.42
37.877,3780000,-14688.9013671875,372.33,756,756,49.7722,321.1
32.8853,3785000,-15694.658203125,608.73,757,757,49.9274,519.42
22.5007,3790000,-16200.34765625,902.18,758,758,48.5204,667.2
18.5723,3795000,-14403.064453125,501.68,759,759,49.5715,493.94
24.8477,3800000,-13781.984375,530.39,760,760,50.1225,293.87
21.7662,3805000,-16858.6875,429.55,761,761,50.1192,410.17
20.4477,3810000,-16848.486328125,505.2,762,762,50.1148,444.83
19.6904,3815000,-16410.677734375,553.87,763,763,49.5107,436.34
33.2245,3820000,-12749.208984375,455.24,764,764,49.6864,424.57
34.1457,3825000,-13725.802734375,689.82,765,765,48.3186,539.7
40.6939,3830000,-15990.236328125,469.82,766,766,49.5574,419.92
48.7247,3835000,-13447.5419921875,511.39,767,767,49.1344,523.48
26.9781,3840000,-14675.65234375,547.83,768,768,48.5808,516.5
37.5442,3845000,-15301.3701171875,1095.24,769,769,48.7053,751.71
41.9957,3850000,-11090.931640625,614.99,770,770,50.045,485.73
42.6293,3855000,-16449.28515625,304.95,771,771,51.6687,297.87
47.9408,3860000,-17624.669921875,-5.93,772,772,51.8589,-6.75
30.0301,3865000,-14750.8427734375,121.44,773,773,51.8555,106.66
65.67,3870000,-17533.482421875,21.98,774,774,55.5691,119.82
58.2503,3875000,-16314.9853515625,315.64,775,775,54.2195,288.32
52.0377,3880000,-14134.8798828125,831.19,776,776,55.0532,819.59
63.6879,3885000,-17786.41796875,160.32,777,777,55.8971,129.87
50.0074,3890000,-15340.3896484375,960.95,778,778,54.9781,621.93
68.5732,3895000,-11887.6416015625,330.4,779,779,51.3664,343.72
34.4795,3900000,-13803.1005859375,946.67,780,780,51.324,1044.66
40.5147,3905000,-12531.40625,1036.42,781,781,56.1428,1041.79
52.3842,3910000,-11677.7421875,994.35,782,782,56.9231,993.49
37.9919,3915000,-12071.95703125,1052.19,783,783,56.1816,1060.46
42.2905,3920000,-11558.3974609375,1035.99,784,784,56.5702,1051.72
50.3352,3925000,-11628.6552734375,1021.13,785,785,57.0231,1025.74
61.5787,3930000,-17160.1171875,280.06,786,786,55.4937,170.96
45.9925,3935000,-12824.0576171875,1028.19,787,787,55.9025,994.75
54.3724,3940000,-12797.0673828125,1030.59,788,788,56.5831,1031.0
42.7431,3945000,-12860.095703125,1042.35,789,789,55.1413,1014.9
58.1632,3950000,-12811.12109375,1029.38,790,790,56.237,1029.77
56.9354,3955000,-11681.3486328125,1007.07,791,791,57.3733,1005.55
49.8074,3960000,-12271.96484375,553.28,792,792,51.5436,688.89
44.9913,3965000,-13396.2177734375,963.5,793,793,54.0037,897.13
50.4941,3970000,-12932.1708984375,1035.27,794,794,56.801,1042.76
46.4711,3975000,-13316.443359375,1036.24,795,795,55.5871,1050.32
55.2946,3980000,-12974.5029296875,995.48,796,796,56.9243,951.17
76.6739,3985000,-13382.08984375,129.94,797,797,52.9689,116.81
95.715,3990000,-18756.4609375,-10.54,798,798,58.9262,-10.44
