Real Det Return,Reward Loss,Real Sto Return,Running Reverse KL,Running Forward KL,Running Update Time,Running Env Steps,Itration
4139.72,-4657.884765625,4110.06,15.9272,41.9452,384,1920000,384
3806.74,-4647.84033203125,4045.63,16.1536,41.5598,385,1925000,385
4084.61,-4693.20849609375,4121.37,16.0087,41.8254,386,1930000,386
4212.13,-4608.3828125,4139.41,15.9233,41.8479,387,1935000,387
4144.86,-4668.017578125,4100.89,16.7834,41.6366,388,1940000,388
4152.51,-4748.7841796875,4108.01,16.6427,41.8046,389,1945000,389
4054.31,-4653.1640625,4010.29,16.2188,41.9597,390,1950000,390
4147.88,-4576.55615234375,4097.83,16.0866,41.9487,391,1955000,391
4084.52,-4624.1552734375,4120.16,16.5767,41.9232,392,1960000,392
4128.53,-4625.8876953125,4140.69,16.5176,41.5419,393,1965000,393
4141.57,-4747.4990234375,4116.87,16.2282,41.9225,394,1970000,394
4251.3,-4535.7119140625,4205.62,17.4371,42.1686,395,1975000,395
4134.01,-4871.35693359375,4124.85,16.133,42.2204,396,1980000,396
4168.86,-4781.86376953125,4138.67,16.54,42.1862,397,1985000,397
4151.42,-4851.54296875,4137.61,16.4671,41.8332,398,1990000,398
4121.22,-5159.97509765625,3962.02,16.7995,42.262,399,1995000,399
4179.76,-4985.95556640625,4104.55,16.5281,41.8892,400,2000000,400
4157.85,-5011.42138671875,4143.64,16.1061,41.6661,401,2005000,401
4201.74,-4921.56396484375,4124.42,16.5073,41.5782,402,2010000,402
4170.95,-5016.96826171875,4139.37,16.7092,41.8167,403,2015000,403
4153.18,-5163.84423828125,4095.03,15.6399,42.1553,404,2020000,404
4148.66,-5270.14697265625,4141.17,16.4367,42.1169,405,2025000,405
4186.17,-5237.41162109375,4155.68,16.1498,42.2458,406,2030000,406
4206.14,-4972.4814453125,4184.01,16.0175,41.9919,407,2035000,407
4245.59,-5033.5849609375,4203.31,16.8664,41.8649,408,2040000,408
4249.09,-4956.9892578125,4202.89,15.8602,41.7282,409,2045000,409
4256.01,-5024.0654296875,4233.78,16.2395,41.8119,410,2050000,410
4268.68,-5187.07177734375,4181.38,16.6538,42.0807,411,2055000,411
4287.26,-5149.83837890625,4214.47,16.5512,41.7642,412,2060000,412
4212.45,-5170.70263671875,4164.15,16.0803,42.0161,413,2065000,413
4287.41,-5089.50830078125,4243.57,16.7217,41.8025,414,2070000,414
4368.07,-5151.42578125,4273.78,16.8468,41.6737,415,2075000,415
4295.07,-5236.99951171875,4224.52,16.4938,41.8927,416,2080000,416
4330.22,-5183.1435546875,4210.99,16.5815,41.5868,417,2085000,417
4318.33,-5272.7431640625,4240.19,16.5381,42.0455,418,2090000,418
4188.36,-5542.33349609375,4168.56,16.5825,42.1435,419,2095000,419
4262.84,-5552.6923828125,4184.96,17.5748,42.5863,420,2100000,420
4262.99,-5480.63232421875,4200.99,16.4331,41.5858,421,2105000,421
4250.36,-5519.1845703125,4182.31,16.6198,42.0669,422,2110000,422
4223.25,-5436.27490234375,4160.47,15.4903,41.6316,423,2115000,423
4270.41,-5299.6103515625,4246.2,15.9868,41.2203,424,2120000,424
4293.99,-5338.50048828125,3855.29,16.4606,41.8172,425,2125000,425
4224.74,-5420.24072265625,4205.93,16.4707,41.9526,426,2130000,426
4249.09,-5273.6328125,4230.93,16.3069,41.3051,427,2135000,427
4268.07,-5454.36279296875,4200.74,15.8505,41.4555,428,2140000,428
4249.73,-5620.47900390625,4156.18,15.7294,41.5257,429,2145000,429
4211.48,-5669.8486328125,4086.5,16.1092,41.6903,430,2150000,430
4257.32,-5485.4287109375,4227.43,15.7982,41.5419,431,2155000,431
4234.54,-5640.70068359375,4191.16,16.93,41.9845,432,2160000,432
4246.1,-5417.09130859375,4214.15,15.6198,40.6993,433,2165000,433
4121.12,-5642.88671875,4159.24,15.3619,41.2079,434,2170000,434
4214.32,-5656.99267578125,4173.78,16.1082,41.4488,435,2175000,435
4209.14,-5549.70947265625,4186.41,16.2061,41.2926,436,2180000,436
4212.79,-5581.224609375,4182.51,17.0305,41.5813,437,2185000,437
4178.77,-5544.76318359375,4165.25,17.0107,42.2417,438,2190000,438
4146.15,-5549.21484375,4165.53,16.4768,41.7385,439,2195000,439
4161.2,-5702.9287109375,4130.3,16.1433,41.7557,440,2200000,440
4177.4,-5759.87451171875,4172.52,17.5051,41.6547,441,2205000,441
3723.46,-5752.26708984375,4123.21,16.889,41.6615,442,2210000,442
4187.22,-5847.53515625,4167.87,16.686,41.0253,443,2215000,443
4154.07,-5729.4130859375,4182.11,16.9738,41.775,444,2220000,444
4186.88,-5715.8916015625,4157.4,17.8369,41.7718,445,2225000,445
4237.04,-5672.826171875,4199.62,17.8848,41.6664,446,2230000,446
4254.66,-5772.0537109375,4212.49,17.9904,41.993,447,2235000,447
4225.57,-5702.091796875,4004.94,17.8681,41.8216,448,2240000,448
4018.1,-6214.43408203125,3965.58,19.678,43.4754,449,2245000,449
4159.72,-5810.14599609375,4128.33,20.2025,42.7648,450,2250000,450
3630.34,-5353.96630859375,3971.06,20.0433,42.5721,451,2255000,451
3921.36,-6053.23681640625,3937.26,17.4093,43.2581,452,2260000,452
4146.48,-5961.0791015625,4150.83,22.4503,42.8013,453,2265000,453
4209.71,-5846.1669921875,4197.9,20.2851,42.5677,454,2270000,454
4260.17,-5955.3330078125,4235.03,18.5747,42.5665,455,2275000,455
4323.61,-5860.69482421875,4298.17,18.638,41.7769,456,2280000,456
4319.97,-5871.69921875,4296.3,18.7745,41.9902,457,2285000,457
4284.05,-5867.693359375,4279.48,18.1091,41.6585,458,2290000,458
4214.11,-5903.916015625,4230.77,18.1812,42.1088,459,2295000,459
4286.52,-5929.73095703125,4278.03,18.0086,41.6746,460,2300000,460
4310.82,-5865.60791015625,4324.8,17.1626,41.2229,461,2305000,461
4358.23,-5870.42138671875,4312.29,17.2149,41.1992,462,2310000,462
4373.06,-5851.74072265625,4343.53,17.8796,41.4336,463,2315000,463
4402.14,-5971.59326171875,4367.22,17.6649,41.3165,464,2320000,464
4376.83,-5946.0126953125,4358.0,17.84,41.584,465,2325000,465
4355.99,-5882.76708984375,4338.82,17.5007,41.5119,466,2330000,466
4392.48,-5886.1591796875,4323.57,17.7535,41.179,467,2335000,467
4425.75,-5959.869140625,4378.01,18.2459,41.4153,468,2340000,468
4272.76,-6117.7099609375,4088.11,18.6398,41.8711,469,2345000,469
4373.72,-5981.44677734375,4335.87,17.754,41.2839,470,2350000,470
4385.34,-6112.68798828125,4328.94,17.244,41.3722,471,2355000,471
4370.45,-6183.25634765625,4326.91,18.2031,41.3353,472,2360000,472
-3.27,-7207.20947265625,1247.1,48.6832,44.0529,473,2365000,473
4166.64,-6360.6669921875,3149.58,21.6855,43.482,474,2370000,474
4134.54,-6175.583984375,4137.37,21.5256,42.7734,475,2375000,475
4246.58,-6270.580078125,4229.64,24.2839,43.4653,476,2380000,476
4407.16,-6586.4267578125,4350.18,20.2078,42.5245,477,2385000,477
51.73,-6758.24853515625,553.39,41.4071,45.5475,478,2390000,478
407.14,-7760.17529296875,407.02,118.244,53.3273,479,2395000,479
407.49,-7773.8427734375,397.58,54.897,49.0566,480,2400000,480
503.31,-7707.5703125,497.72,61.8182,50.325,481,2405000,481
733.95,-8863.123046875,701.57,19.4794,47.8957,482,2410000,482
1144.88,-8308.5185546875,885.92,24.1616,47.049,483,2415000,483
1803.78,-7594.85107421875,1288.49,48.3428,46.4158,484,2420000,484
2673.68,-7584.5087890625,2722.43,26.1211,46.8356,485,2425000,485
3602.24,-7692.59814453125,3565.45,22.8286,45.0845,486,2430000,486
2931.67,-7396.0859375,2381.5,40.4971,43.7778,487,2435000,487
3544.74,-7337.93896484375,2823.43,28.6193,43.4805,488,2440000,488
1586.5,-7911.64794921875,2027.81,47.8725,44.3842,489,2445000,489
1923.12,-7379.10205078125,3322.4,38.8162,43.7673,490,2450000,490
3572.11,-7476.572265625,2582.67,48.8067,44.0259,491,2455000,491
3553.15,-7180.55224609375,3565.31,28.6985,43.5574,492,2460000,492
3649.83,-6765.0732421875,3148.31,23.1417,43.0249,493,2465000,493
4180.69,-6869.02978515625,4066.19,22.4609,42.9272,494,2470000,494
4338.53,-6902.318359375,4140.35,24.5622,43.3715,495,2475000,495
4220.34,-7045.1064453125,4178.21,22.8658,43.329,496,2480000,496
4243.49,-7053.45458984375,4191.69,22.4953,43.0675,497,2485000,497
4159.81,-7133.2705078125,4128.81,21.2657,43.4108,498,2490000,498
4173.98,-7148.54052734375,4116.07,21.5254,42.903,499,2495000,499
4117.39,-7440.189453125,4045.48,20.1679,43.1036,500,2500000,500
4109.04,-7253.4794921875,4152.03,20.1792,43.0785,501,2505000,501
4182.84,-7253.75537109375,4098.2,21.3394,42.5054,502,2510000,502
4211.74,-7058.58642578125,4028.29,18.089,42.3121,503,2515000,503
4123.08,-7223.74560546875,4190.66,18.6482,42.4053,504,2520000,504
4193.74,-7272.09619140625,4154.51,18.8959,42.3856,505,2525000,505
4215.87,-7288.3603515625,4143.55,17.7064,41.65,506,2530000,506
4267.88,-7282.517578125,4120.03,17.91,41.879,507,2535000,507
4272.2,-7400.42138671875,4149.2,18.8226,42.1303,508,2540000,508
4217.73,-7436.99072265625,4121.92,17.5572,41.8775,509,2545000,509
4222.62,-7531.57568359375,4091.63,18.6121,41.984,510,2550000,510
4373.04,-7402.22265625,4188.47,18.3674,41.8243,511,2555000,511
4351.83,-7524.24609375,4124.34,18.2746,41.647,512,2560000,512
4345.11,-7290.98046875,4210.95,18.2814,41.7837,513,2565000,513
4411.81,-7229.2392578125,4289.68,18.8293,41.7454,514,2570000,514
4459.19,-7324.8447265625,4278.91,18.9224,41.6699,515,2575000,515
4461.8,-7152.52880859375,4299.39,18.4408,41.2705,516,2580000,516
4490.56,-7216.9716796875,4263.39,18.6545,41.1727,517,2585000,517
4455.65,-7149.15869140625,4324.81,18.4063,41.2757,518,2590000,518
4421.83,-7208.84228515625,4321.93,19.0296,41.1159,519,2595000,519
4480.08,-7253.5966796875,4315.44,18.4616,41.607,520,2600000,520
4486.45,-7204.9765625,4386.05,18.0667,41.793,521,2605000,521
4443.35,-7226.13525390625,4351.86,18.1753,41.386,522,2610000,522
4407.86,-7308.046875,4338.31,18.2261,41.1388,523,2615000,523
4383.6,-7284.37109375,4252.86,18.333,41.4497,524,2620000,524
4344.33,-7592.92041015625,4278.71,18.2128,41.4747,525,2625000,525
4384.81,-7533.87744140625,4275.79,17.9704,41.5249,526,2630000,526
4517.63,-7445.93701171875,4336.42,18.7008,41.5414,527,2635000,527
4470.58,-7436.5283203125,4306.36,18.4884,41.208,528,2640000,528
4517.79,-7526.04638671875,4383.5,18.8325,41.1018,529,2645000,529
4449.75,-7414.8759765625,4385.47,18.9041,41.2186,530,2650000,530
4514.21,-7336.8994140625,4429.09,19.1334,40.939,531,2655000,531
4476.24,-7422.61572265625,4337.39,19.3337,41.7138,532,2660000,532
4446.14,-7605.7490234375,4334.49,19.5356,41.7553,533,2665000,533
4395.22,-7675.11181640625,4322.22,18.7876,40.9978,534,2670000,534
4328.33,-7502.3701171875,4269.13,17.8102,41.8156,535,2675000,535
4391.78,-7803.65625,4175.45,23.0707,42.5386,536,2680000,536
4377.18,-7645.587890625,4110.26,19.1964,42.2384,537,2685000,537
4200.29,-8202.974609375,4225.97,20.9644,43.3259,538,2690000,538
4246.12,-8042.4033203125,4247.97,20.3315,43.3553,539,2695000,539
4256.91,-7841.3330078125,4218.39,20.2918,42.6314,540,2700000,540
4053.49,-7803.14501953125,4217.8,18.8783,42.134,541,2705000,541
4180.36,-8320.599609375,4090.45,20.0003,43.1654,542,2710000,542
4186.9,-8464.283203125,4161.82,19.6492,42.7868,543,2715000,543
4280.45,-8298.2880859375,4258.64,19.936,42.3846,544,2720000,544
4240.99,-8237.6357421875,4159.21,19.5704,42.2141,545,2725000,545
4300.43,-8493.232421875,4258.91,18.8611,42.4732,546,2730000,546
4395.09,-8182.75439453125,4351.79,19.3436,42.1077,547,2735000,547
4372.58,-8056.7548828125,4381.81,18.6282,41.4597,548,2740000,548
4396.94,-8085.34033203125,4380.74,19.4675,42.0489,549,2745000,549
4453.74,-8163.8974609375,4438.8,18.7847,41.7665,550,2750000,550
4449.75,-7972.38330078125,4443.75,19.8028,41.5761,551,2755000,551
4472.88,-7957.0576171875,4467.83,19.5647,41.898,552,2760000,552
4445.83,-8014.25537109375,4421.48,19.2677,41.6342,553,2765000,553
4408.57,-8187.0458984375,4388.38,18.824,41.8408,554,2770000,554
4468.42,-8023.98681640625,4368.86,20.0164,41.7427,555,2775000,555
4509.85,-8058.21044921875,4409.85,19.7302,41.5771,556,2780000,556
4362.22,-8116.83447265625,4341.76,18.1902,41.6038,557,2785000,557
4445.18,-8073.55615234375,4380.83,19.0514,41.5008,558,2790000,558
4450.75,-8337.017578125,4383.13,19.1166,41.2827,559,2795000,559
4425.5,-8281.5302734375,4383.08,19.4199,41.8821,560,2800000,560
4436.56,-7998.8154296875,4365.72,18.0246,41.2773,561,2805000,561
4450.42,-8535.7001953125,4361.45,19.6912,41.8568,562,2810000,562
4426.36,-8246.296875,4391.95,18.8058,41.5081,563,2815000,563
4479.08,-8361.6923828125,4341.8,18.8367,41.6984,564,2820000,564
4450.68,-8329.38671875,4388.77,18.8412,41.6618,565,2825000,565
4535.67,-8055.0498046875,4431.15,19.2092,41.5273,566,2830000,566
4466.42,-8358.470703125,4399.82,19.1099,41.1585,567,2835000,567
4486.36,-8633.263671875,4397.2,18.6818,41.8461,568,2840000,568
4445.75,-8426.109375,4351.39,19.0943,41.5964,569,2845000,569
4365.43,-8613.9580078125,4335.68,18.7494,41.451,570,2850000,570
4492.94,-8807.24609375,4152.91,19.0018,41.6783,571,2855000,571
4584.28,-8673.4833984375,4409.59,18.0552,41.4141,572,2860000,572
4392.92,-8824.2001953125,4359.7,18.497,41.6991,573,2865000,573
4400.45,-9091.4755859375,4360.05,18.688,42.157,574,2870000,574
4530.1,-8958.2666015625,4185.43,19.2672,41.9711,575,2875000,575
4522.72,-9082.564453125,4376.29,18.0115,41.6191,576,2880000,576
4428.36,-8922.7294921875,4338.43,18.9127,42.1486,577,2885000,577
4592.05,-8691.17578125,4416.89,18.676,41.5438,578,2890000,578
4494.44,-8945.611328125,4353.75,18.8773,41.8416,579,2895000,579
4465.7,-8815.734375,4399.18,18.5193,41.9477,580,2900000,580
4503.49,-8807.001953125,4387.45,18.2275,41.9427,581,2905000,581
4397.1,-8841.6904296875,4350.57,18.6213,41.9007,582,2910000,582
4384.36,-8928.521484375,4342.75,17.7277,41.7717,583,2915000,583
4352.14,-9079.9296875,4301.82,18.2698,41.6764,584,2920000,584
4385.63,-8887.3701171875,4343.66,17.4828,41.6273,585,2925000,585
4414.45,-8918.935546875,4351.52,18.1828,41.7281,586,2930000,586
4428.05,-9085.3974609375,4334.47,18.5566,41.7653,587,2935000,587
4420.89,-8813.115234375,4367.08,17.7118,41.339,588,2940000,588
4436.77,-8891.2314453125,4380.43,17.3964,41.5038,589,2945000,589
4409.31,-9275.2978515625,4342.98,18.7248,41.9851,590,2950000,590
4437.81,-9073.5498046875,4372.17,17.8422,41.4868,591,2955000,591
4461.3,-8762.888671875,4425.73,16.9259,41.0107,592,2960000,592
4475.09,-8763.482421875,4419.62,18.0224,41.4813,593,2965000,593
4510.29,-8861.6005859375,4444.14,17.6137,41.5664,594,2970000,594
4420.52,-8991.2685546875,4363.83,17.4305,41.4209,595,2975000,595
4509.23,-8417.1083984375,4456.53,16.968,40.8655,596,2980000,596
4415.28,-8848.5947265625,4368.6,18.0957,41.6846,597,2985000,597
4469.59,-8738.0400390625,4376.8,17.6266,41.0604,598,2990000,598
4457.35,-8885.671875,4394.6,18.1913,41.1885,599,2995000,599
4414.58,-9181.0263671875,4352.95,17.429,41.4504,600,3000000,600
4493.97,-8863.72265625,4404.93,18.0618,41.3717,601,3005000,601
4416.04,-9037.396484375,4365.91,17.6655,41.0627,602,3010000,602
4467.72,-9012.25,4403.53,18.1947,41.1477,603,3015000,603
4434.01,-9086.4833984375,4406.53,17.5329,41.0326,604,3020000,604
4471.41,-9009.3193359375,4436.43,18.0128,41.2949,605,3025000,605
4402.73,-9123.857421875,4369.42,17.7803,41.4618,606,3030000,606
4423.28,-8874.7958984375,4213.03,18.2352,41.3671,607,3035000,607
870.44,-8736.677734375,760.47,26.147,45.0146,608,3040000,608
312.01,-10741.744140625,342.69,23.6036,49.4023,609,3045000,609
4012.89,-10470.4072265625,3657.18,24.4271,44.2021,610,3050000,610
4248.41,-8885.6083984375,4222.53,21.2338,41.7148,611,3055000,611
3908.87,-9559.05859375,3564.2,21.395,42.5676,612,3060000,612
4297.71,-9241.201171875,4318.4,21.2189,42.0078,613,3065000,613
4275.87,-9841.2861328125,4276.46,21.1012,43.0167,614,3070000,614
4387.0,-9348.8779296875,4308.24,19.6086,41.5691,615,3075000,615
4474.72,-9344.71875,4405.95,20.4035,42.3267,616,3080000,616
4310.09,-9478.8466796875,4021.93,18.6337,41.9734,617,3085000,617
4313.49,-9473.3291015625,4106.36,18.2284,41.6576,618,3090000,618
4199.76,-10056.64453125,3820.33,16.706,42.3634,619,3095000,619
3908.58,-9749.6328125,3899.55,17.1859,41.9354,620,3100000,620
3641.73,-9677.09765625,3481.57,16.3026,41.6626,621,3105000,621
3898.38,-9702.021484375,3763.07,16.0773,41.4904,622,3110000,622
4348.21,-10048.74609375,3949.4,15.3814,42.0707,623,3115000,623
4349.39,-9672.44140625,3340.32,16.9018,41.6621,624,3120000,624
4225.41,-9565.591796875,4354.32,16.238,41.2929,625,3125000,625
4418.24,-9607.765625,4269.4,16.6294,41.4637,626,3130000,626
4430.7,-9457.111328125,4196.11,16.6738,41.5322,627,3135000,627
4308.07,-10006.3076171875,4226.92,15.6433,41.9877,628,3140000,628
4287.94,-9927.4423828125,4205.13,16.7815,41.7911,629,3145000,629
4274.36,-10122.1376953125,4243.52,17.3377,41.9733,630,3150000,630
4295.92,-9914.07421875,4042.22,16.9684,42.0037,631,3155000,631
4097.85,-10655.2158203125,4018.22,16.7377,42.2936,632,3160000,632
4284.55,-10003.8212890625,4287.07,16.8261,41.8658,633,3165000,633
4386.49,-10022.298828125,4325.3,17.5065,41.6293,634,3170000,634
4274.89,-10047.501953125,4240.19,16.7201,41.509,635,3175000,635
4327.46,-10254.1015625,4271.93,16.7799,41.9514,636,3180000,636
4286.93,-10205.73828125,4039.36,16.7747,41.588,637,3185000,637
4225.12,-10042.3388671875,4327.86,16.706,41.0036,638,3190000,638
3948.97,-10050.1474609375,4315.8,16.4371,41.2831,639,3195000,639
3796.72,-10239.580078125,4158.31,17.9997,41.4041,640,3200000,640
4019.54,-10104.2490234375,3660.18,16.631,41.1598,641,3205000,641
4364.0,-10172.845703125,4337.58,17.1293,41.2545,642,3210000,642
4207.96,-10123.1328125,4170.1,16.7016,40.9337,643,3215000,643
4359.15,-10036.53515625,4323.4,17.319,41.38,644,3220000,644
4385.38,-9958.291015625,4164.58,17.2846,41.1636,645,3225000,645
4379.74,-9954.0615234375,4345.55,16.8587,41.1975,646,3230000,646
4395.93,-10144.0498046875,4223.89,17.6126,41.3085,647,3235000,647
4369.01,-10013.4658203125,4292.9,17.7303,41.2154,648,3240000,648
4408.94,-9848.212890625,4402.81,17.5257,41.3141,649,3245000,649
4434.78,-9943.109375,4373.97,18.0786,41.4677,650,3250000,650
4445.63,-9818.685546875,4428.39,17.3333,41.1392,651,3255000,651
4402.31,-9894.8056640625,4423.42,17.7221,41.123,652,3260000,652
4466.34,-10187.80078125,4386.53,17.7953,41.083,653,3265000,653
4437.3,-9959.615234375,4396.91,18.5394,41.2719,654,3270000,654
4466.11,-9920.1064453125,4389.45,18.4856,41.3155,655,3275000,655
4465.68,-10374.6875,4385.95,17.328,41.1711,656,3280000,656
4447.92,-10209.9423828125,4376.74,17.9052,41.494,657,3285000,657
4480.04,-9928.8505859375,4412.14,17.7334,41.5376,658,3290000,658
4438.08,-10150.3662109375,4390.77,17.8377,41.4898,659,3295000,659
4481.79,-9935.375,4400.84,17.5554,40.9804,660,3300000,660
4464.06,-10184.244140625,4380.87,18.0394,41.7841,661,3305000,661
4427.78,-10216.3662109375,4368.11,18.5447,41.5803,662,3310000,662
4453.09,-9840.2353515625,4401.0,18.0686,41.2935,663,3315000,663
4474.64,-10049.4404296875,4379.64,18.187,41.1177,664,3320000,664
4430.11,-10286.2939453125,4313.38,17.0823,41.2993,665,3325000,665
4435.52,-10060.6328125,4338.32,16.6064,41.2693,666,3330000,666
4494.73,-10023.0888671875,4411.47,16.9463,41.1154,667,3335000,667
4460.88,-9923.7001953125,4413.68,16.0772,40.8141,668,3340000,668
4443.84,-10150.2265625,4350.73,16.6763,41.1065,669,3345000,669
4475.43,-10000.630859375,4378.56,16.629,40.8525,670,3350000,670
4489.64,-10175.4052734375,4233.93,17.396,41.1686,671,3355000,671
4407.6,-10203.5869140625,4344.99,16.5022,40.9993,672,3360000,672
4381.95,-10336.93359375,4303.48,17.1337,41.0999,673,3365000,673
4397.4,-10338.3486328125,4336.81,16.7486,41.5606,674,3370000,674
4435.58,-10422.654296875,4354.54,17.2129,41.3909,675,3375000,675
4350.05,-10441.9775390625,4311.6,17.7854,41.5543,676,3380000,676
4417.72,-10317.5166015625,4227.42,16.8852,40.9937,677,3385000,677
4412.64,-10346.3330078125,4331.42,17.39,41.0533,678,3390000,678
4399.88,-10614.4638671875,4231.63,17.5837,41.4111,679,3395000,679
4395.52,-10353.927734375,4234.87,16.6572,41.1064,680,3400000,680
4359.25,-10405.4482421875,4311.34,17.3096,41.3397,681,3405000,681
4396.62,-10546.0888671875,4323.27,16.7997,41.3111,682,3410000,682
4398.33,-10572.33203125,4290.81,16.7551,41.6064,683,3415000,683
4392.79,-10379.6708984375,4319.18,16.8463,41.329,684,3420000,684
4409.68,-10667.974609375,4282.65,16.6564,41.4264,685,3425000,685
4372.65,-10376.2626953125,4314.55,16.392,41.2761,686,3430000,686
4294.66,-10423.1728515625,4280.88,16.1435,41.7073,687,3435000,687
4322.62,-10753.71875,4259.23,16.3249,41.4319,688,3440000,688
4336.34,-10540.626953125,4264.43,16.2204,41.5507,689,3445000,689
4324.1,-10478.4951171875,4297.62,16.1634,41.6648,690,3450000,690
4344.08,-10402.5576171875,4280.82,15.6923,41.575,691,3455000,691
4318.66,-10553.5107421875,4225.16,15.8395,41.5112,692,3460000,692
4225.75,-10636.080078125,4189.43,15.0047,42.0462,693,3465000,693
4413.08,-10586.2177734375,4332.15,16.139,41.0705,694,3470000,694
4333.28,-10563.7666015625,4318.86,16.4555,41.4957,695,3475000,695
4339.27,-10895.2197265625,4322.66,15.8879,41.5157,696,3480000,696
4451.9,-10955.7802734375,4398.02,16.7002,41.6148,697,3485000,697
4266.13,-11103.181640625,4358.24,15.5085,41.368,698,3490000,698
4331.2,-10840.43359375,4272.99,16.2332,41.4683,699,3495000,699
4446.48,-10796.5107421875,4278.54,16.8153,41.2574,700,3500000,700
4347.45,-11027.3193359375,4348.49,16.3394,41.3526,701,3505000,701
4431.32,-10832.44921875,4344.11,16.8718,41.2955,702,3510000,702
4499.18,-10850.30078125,4414.4,16.5718,41.2364,703,3515000,703
4473.73,-10850.5849609375,4288.48,16.5616,41.4298,704,3520000,704
3923.11,-10816.162109375,4315.34,15.4266,41.3213,705,3525000,705
3959.59,-10840.8564453125,4299.66,15.8145,41.7198,706,3530000,706
4378.94,-10727.220703125,4343.35,16.0684,41.274,707,3535000,707
4199.69,-11157.7451171875,4042.47,16.1739,42.0807,708,3540000,708
4421.15,-10667.01953125,4348.16,17.2867,41.6028,709,3545000,709
4235.78,-10755.486328125,4272.91,15.9763,41.5118,710,3550000,710
4312.07,-10897.2763671875,4212.86,16.6524,41.3859,711,3555000,711
4390.44,-10546.2626953125,4353.43,16.0675,41.021,712,3560000,712
4493.69,-10541.7099609375,4254.5,16.6216,41.2461,713,3565000,713
4426.11,-10422.3818359375,4345.54,16.7995,41.1199,714,3570000,714
4408.74,-10882.236328125,4366.02,16.2941,41.1048,715,3575000,715
4516.47,-10619.08203125,4393.19,17.1002,41.1392,716,3580000,716
4427.73,-10817.4130859375,4263.5,15.9465,41.134,717,3585000,717
4494.11,-10350.2685546875,4437.24,16.8577,41.0013,718,3590000,718
4431.09,-10792.55859375,4057.76,16.5307,41.1115,719,3595000,719
4425.07,-10709.697265625,4403.97,16.4059,41.0915,720,3600000,720
4464.38,-10692.0458984375,4267.86,16.2939,41.3734,721,3605000,721
4321.07,-10786.3779296875,4336.27,16.5497,40.6468,722,3610000,722
4018.3,-10939.76171875,4068.44,15.7521,40.9573,723,3615000,723
4416.92,-11061.3212890625,4203.4,16.7433,41.1686,724,3620000,724
4396.7,-10689.2783203125,4368.65,17.4085,41.1692,725,3625000,725
4566.58,-10911.279296875,4390.38,17.093,41.0205,726,3630000,726
4585.68,-10971.1171875,4380.72,17.298,41.33,727,3635000,727
4444.61,-10934.8056640625,4277.98,17.6817,41.3596,728,3640000,728
4525.18,-10759.4169921875,4444.11,16.8342,40.7418,729,3645000,729
4651.21,-10968.57421875,4528.49,16.694,41.3296,730,3650000,730
4453.33,-11164.9853515625,4385.43,16.4214,41.3151,731,3655000,731
4661.75,-10969.05859375,4434.91,17.6347,41.2711,732,3660000,732
4666.7,-10858.93359375,4498.99,17.2223,40.971,733,3665000,733
4623.17,-10754.671875,4491.37,17.1286,40.879,734,3670000,734
4541.89,-11067.3388671875,4495.64,17.5839,41.4411,735,3675000,735
4574.5,-10854.947265625,4422.06,16.9419,41.0349,736,3680000,736
4584.55,-10772.2412109375,4446.74,16.5801,40.8322,737,3685000,737
4679.28,-10655.53125,4560.2,17.2705,41.2067,738,3690000,738
4586.47,-10840.251953125,4484.14,17.3169,41.1162,739,3695000,739
4769.76,-10566.7041015625,4596.69,17.1281,40.8434,740,3700000,740
4744.96,-10495.6533203125,4455.0,17.8912,40.8018,741,3705000,741
4632.03,-10478.7646484375,4489.29,16.6836,40.6587,742,3710000,742
4669.83,-10718.775390625,4560.03,17.1109,41.003,743,3715000,743
4847.04,-10351.263671875,4645.47,17.8488,40.815,744,3720000,744
4747.36,-10253.8935546875,4605.53,17.6866,40.7887,745,3725000,745
4744.86,-10519.8701171875,4548.73,17.5069,40.4481,746,3730000,746
4724.45,-10390.259765625,4572.01,17.5095,40.7572,747,3735000,747
4854.72,-10462.1875,4734.37,18.4002,40.8322,748,3740000,748
4827.05,-10241.8134765625,4677.38,17.735,40.6904,749,3745000,749
4984.55,-10511.380859375,4776.29,18.8945,40.8147,750,3750000,750
4954.93,-10655.7265625,4877.04,18.8478,40.7327,751,3755000,751
4800.53,-10673.6376953125,4705.22,18.2062,41.2705,752,3760000,752
4734.19,-10601.486328125,4550.2,17.6359,40.8166,753,3765000,753
4733.88,-10654.4501953125,4599.82,18.012,41.1399,754,3770000,754
4803.36,-10647.3359375,4658.55,18.0937,41.0562,755,3775000,755
4542.15,-10656.71484375,4519.6,17.4118,41.0368,756,3780000,756
4644.71,-10845.072265625,4596.16,17.8304,41.1091,757,3785000,757
4617.8,-10589.0517578125,4585.95,18.1189,41.2748,758,3790000,758
4713.59,-10770.2626953125,4606.17,17.9525,41.0616,759,3795000,759
4586.06,-10883.0703125,4547.65,17.615,40.9367,760,3800000,760
4636.14,-11027.90625,4546.73,17.6661,41.0978,761,3805000,761
4645.45,-10975.9599609375,4567.43,17.6022,41.4115,762,3810000,762
4658.72,-10947.671875,4602.21,17.9741,41.5099,763,3815000,763
4574.88,-10992.5615234375,4538.94,17.7893,41.2391,764,3820000,764
4584.91,-10683.3525390625,4561.52,17.4428,41.2018,765,3825000,765
4641.28,-10929.36328125,4599.03,17.728,40.8258,766,3830000,766
