Itration,Real Sto Return,Reward Loss,Running Update Time,Real Det Return,Running Env Steps,Running Reverse KL,Running Forward KL
397,2170.98,-7011.7412109375,397,2183.52,1985000,19.0274,48.9258
398,2699.1,-6509.1884765625,398,2720.29,1990000,28.2364,50.8291
399,2153.71,-6848.5,399,2251.88,1995000,23.404,50.0436
400,1330.72,-8044.9267578125,400,1371.15,2000000,28.719,50.7272
401,1861.06,-7106.52734375,401,1407.65,2005000,21.1652,49.3614
402,988.61,-7798.73486328125,402,989.69,2010000,46.0134,55.4669
403,1012.59,-7484.51513671875,403,1003.65,2015000,39.8813,55.8542
404,1027.18,-7342.8828125,404,1017.95,2020000,35.2824,55.0503
405,1015.41,-7328.22412109375,405,1011.4,2025000,33.2248,54.6858
406,1017.37,-7531.01318359375,406,1001.23,2030000,33.6133,54.5574
407,869.94,-7503.3876953125,407,1020.17,2035000,19.9869,51.6418
408,825.87,-7892.47021484375,408,998.63,2040000,54.7951,51.5807
409,1046.11,-6965.89111328125,409,1193.7,2045000,28.9848,48.8629
410,1021.33,-7900.2099609375,410,1019.46,2050000,54.879,56.4541
411,457.19,-8528.716796875,411,432.02,2055000,21.7185,50.3646
412,612.09,-7855.99365234375,412,1027.66,2060000,25.4279,48.4132
413,263.19,-8495.89453125,413,160.34,2065000,61.8248,54.8416
414,262.5,-10285.4091796875,414,220.17,2070000,77.4879,55.8593
415,852.0,-10282.7265625,415,503.95,2075000,49.4155,56.2223
416,1006.01,-8034.3388671875,416,1008.66,2080000,34.982,55.7211
417,994.18,-7721.89111328125,417,1006.52,2085000,21.5594,53.8538
418,1029.42,-7938.83837890625,418,1026.53,2090000,44.4235,55.2897
419,994.07,-8134.6025390625,419,1002.04,2095000,28.6026,54.2649
420,988.79,-8138.2744140625,420,1029.5,2100000,47.1591,56.6603
421,933.33,-8891.2587890625,421,813.92,2105000,42.8226,51.8671
422,1010.86,-7966.4384765625,422,1012.13,2110000,27.4832,54.222
423,814.75,-7827.7138671875,423,664.3,2115000,39.8753,49.6999
424,209.89,-8842.673828125,424,277.18,2120000,33.9659,50.8255
425,586.84,-8446.0625,425,499.0,2125000,51.9008,51.649
426,459.7,-8223.6806640625,426,348.35,2130000,26.0936,50.1633
427,106.96,-10637.3564453125,427,64.75,2135000,39.0772,54.9267
428,222.37,-10631.6416015625,428,75.97,2140000,58.8999,52.4174
429,614.86,-9058.7333984375,429,1116.7,2145000,47.6218,51.6359
430,539.53,-8666.607421875,430,705.3,2150000,28.0826,49.8893
431,903.17,-7266.35791015625,431,1228.46,2155000,24.5536,49.8335
432,1061.0,-7673.85595703125,432,634.35,2160000,27.0121,49.3409
433,377.2,-8915.880859375,433,135.8,2165000,24.0665,49.8203
434,246.04,-8583.6376953125,434,212.41,2170000,24.5735,48.4312
435,997.27,-8341.5703125,435,1000.58,2175000,33.5551,54.6711
436,545.33,-8620.9462890625,436,1019.41,2180000,29.1951,50.7758
437,1094.17,-9619.3994140625,437,1170.33,2185000,42.0578,53.2112
438,1079.21,-8624.4599609375,438,1208.92,2190000,41.5929,49.2923
439,842.98,-7826.44287109375,439,395.18,2195000,39.6348,47.9124
440,1167.91,-7221.19677734375,440,1186.61,2200000,54.9898,49.3247
441,1053.05,-8259.6298828125,441,1274.02,2205000,41.4827,48.7463
442,752.26,-8045.23828125,442,707.06,2210000,21.0299,48.8933
443,893.87,-7614.40966796875,443,881.92,2215000,33.7366,50.7739
444,1168.6,-7063.12109375,444,1040.91,2220000,33.3457,48.6198
445,972.99,-7319.72900390625,445,934.95,2225000,28.9787,48.7287
446,1342.81,-10916.7119140625,446,770.65,2230000,56.3509,51.5591
447,1279.48,-9661.0439453125,447,1151.19,2235000,45.4603,49.4607
448,1780.28,-7883.2578125,448,743.77,2240000,17.9787,47.5749
449,689.98,-9186.9970703125,449,976.0,2245000,25.5088,49.8844
450,1186.61,-8033.044921875,450,1851.58,2250000,27.2472,46.6732
451,2064.45,-7430.56787109375,451,2238.8,2255000,17.3447,47.0352
452,1949.89,-8132.95068359375,452,2360.26,2260000,17.697,48.5454
453,2680.62,-7497.36572265625,453,2992.99,2265000,17.8004,46.7992
454,2185.27,-7404.7978515625,454,2778.55,2270000,26.4547,47.3324
455,2394.04,-7966.5087890625,455,2203.95,2275000,17.3676,47.9851
456,3644.51,-6413.7998046875,456,3902.9,2280000,19.0271,47.3201
457,2919.9,-7331.64892578125,457,2893.63,2285000,18.0859,46.7364
458,1969.34,-7162.5107421875,458,2819.44,2290000,16.2676,46.436
459,1099.22,-8188.8115234375,459,2697.85,2295000,28.9405,47.5701
460,1395.63,-9034.0107421875,460,476.7,2300000,20.7583,48.627
461,2414.47,-6177.32373046875,461,3633.19,2305000,18.3452,45.7367
462,3494.0,-6715.11767578125,462,3390.94,2310000,16.592,45.7494
463,3707.97,-6721.150390625,463,3968.26,2315000,21.4763,47.4885
464,3199.4,-6636.9970703125,464,2805.58,2320000,22.3159,47.0161
465,3574.15,-7031.60498046875,465,3945.35,2325000,17.4812,45.7308
466,2059.1,-7806.30419921875,466,1713.33,2330000,16.5509,45.3027
467,2275.47,-7511.73388671875,467,1409.36,2335000,17.6115,48.2877
468,2271.47,-8015.24755859375,468,2598.98,2340000,18.3127,49.4357
469,2209.64,-8036.9853515625,469,3767.49,2345000,19.4232,47.5572
470,2244.01,-7525.69921875,470,2603.61,2350000,18.8938,46.7217
471,1598.08,-8135.42919921875,471,2472.54,2355000,18.1062,48.2072
472,1447.65,-7826.23583984375,472,1610.85,2360000,25.5475,49.1263
473,3478.61,-7502.5947265625,473,3215.86,2365000,18.2152,45.7394
474,3007.37,-8309.291015625,474,2835.29,2370000,17.4108,46.533
475,2304.02,-8492.654296875,475,2541.59,2375000,15.0124,46.5453
476,2314.07,-9368.087890625,476,2328.48,2380000,16.359,48.357
477,1597.43,-7844.5888671875,477,1627.19,2385000,31.1599,47.2464
478,1970.78,-6906.04345703125,478,1207.09,2390000,22.023,46.8184
479,1008.99,-9821.69921875,479,996.34,2395000,68.9239,47.4502
480,2847.42,-8124.7158203125,480,3191.37,2400000,17.9741,46.5838
481,3057.15,-8343.7822265625,481,2672.72,2405000,17.1408,46.6873
482,3324.78,-8463.1650390625,482,2846.27,2410000,18.3746,47.154
483,2572.93,-8088.56298828125,483,2672.46,2415000,19.1339,46.1479
484,3077.67,-7061.658203125,484,3813.23,2420000,19.8607,46.5452
485,1853.74,-9194.1455078125,485,1040.8,2425000,16.9521,47.0043
486,3324.67,-7446.42578125,486,3765.41,2430000,17.4329,45.3522
487,2696.48,-7718.26318359375,487,3236.23,2435000,17.7913,46.0455
488,1022.54,-8568.34765625,488,3231.35,2440000,15.438,46.2215
489,2023.04,-8493.021484375,489,3207.87,2445000,15.1668,45.8827
490,2827.37,-7456.96875,490,2430.68,2450000,16.5545,46.0353
491,3042.62,-8219.1796875,491,3266.6,2455000,16.0952,46.1014
492,1871.99,-8659.921875,492,636.72,2460000,17.7424,46.7052
493,3279.69,-8618.25,493,3604.23,2465000,21.1999,48.1561
494,3559.03,-7597.4541015625,494,3500.27,2470000,21.512,46.937
495,2975.41,-8639.0576171875,495,3289.82,2475000,19.7438,46.0093
496,770.19,-10043.001953125,496,894.71,2480000,76.4705,56.5868
497,434.75,-9820.4189453125,497,955.64,2485000,57.5816,50.762
498,-3.3,-13429.3623046875,498,-3.78,2490000,60.0082,54.3248
499,1016.99,-8967.263671875,499,1017.46,2495000,50.3721,56.5816
500,1010.35,-8970.35546875,500,1013.39,2500000,31.4966,54.9507
501,1016.89,-8989.2763671875,501,1020.6,2505000,30.9247,54.8357
502,1033.5,-8990.7080078125,502,1032.35,2510000,36.1998,54.2067
503,1021.04,-8945.09375,503,1024.75,2515000,27.131,53.9034
504,3408.91,-7647.75830078125,504,4138.7,2520000,18.538,45.7909
505,2250.73,-8173.12255859375,505,3192.33,2525000,18.1144,44.9217
506,1135.24,-8791.76953125,506,1010.96,2530000,23.9094,46.582
507,680.01,-11378.1259765625,507,104.95,2535000,68.1933,47.1663
508,788.11,-9537.658203125,508,2797.48,2540000,46.8013,47.7163
509,338.48,-10564.71875,509,458.51,2545000,43.0106,48.8953
510,2262.12,-8400.177734375,510,2693.7,2550000,17.3993,46.8018
511,3065.94,-8480.2138671875,511,3172.83,2555000,17.0282,46.9213
512,1068.85,-9063.21484375,512,715.11,2560000,21.4392,46.9126
513,364.09,-10039.3837890625,513,370.9,2565000,28.0883,47.7389
514,1583.24,-8073.05712890625,514,726.17,2570000,22.6865,46.2447
515,2883.5,-8152.12939453125,515,3737.65,2575000,27.8539,46.4522
516,2548.02,-8820.7978515625,516,3075.96,2580000,22.4021,46.476
517,2795.74,-8445.89453125,517,2570.71,2585000,18.65,46.0799
518,1541.53,-8649.572265625,518,182.34,2590000,15.9137,45.8252
519,3172.59,-9276.375,519,3468.63,2595000,19.2034,48.842
520,2227.2,-10245.626953125,520,3299.73,2600000,23.5225,47.2103
521,2153.16,-9011.435546875,521,2202.93,2605000,36.1549,46.8308
522,2213.71,-10377.3125,522,2746.0,2610000,21.7887,48.3807
523,3432.23,-8751.1591796875,523,3745.4,2615000,17.5501,46.6414
524,3072.78,-9102.986328125,524,3347.67,2620000,17.0724,46.2481
525,3111.69,-9079.7939453125,525,3404.54,2625000,18.0189,46.8866
526,2983.24,-9366.53515625,526,3209.94,2630000,18.9366,46.458
527,2021.03,-9843.8583984375,527,2106.26,2635000,19.7286,47.3883
528,1712.3,-10041.703125,528,1394.79,2640000,21.261,48.684
529,2180.31,-9077.4501953125,529,1864.12,2645000,26.773,48.8557
530,2639.29,-8939.771484375,530,3579.77,2650000,19.4726,48.0509
531,3131.13,-9607.369140625,531,3335.26,2655000,17.2877,47.3473
532,2718.04,-9544.453125,532,2917.36,2660000,15.9758,45.9222
533,2516.28,-10126.8125,533,2556.53,2665000,16.2172,47.0703
534,2607.02,-9748.912109375,534,2947.39,2670000,16.2431,46.3298
535,3060.69,-9920.025390625,535,3004.75,2675000,17.7463,46.3793
536,2701.34,-9963.025390625,536,2594.17,2680000,19.2583,46.7845
537,2600.94,-10324.40234375,537,2024.36,2685000,16.3208,46.9858
538,2905.29,-10025.2099609375,538,2856.68,2690000,15.4332,46.7035
539,1697.92,-11578.6298828125,539,1162.76,2695000,26.1449,48.4947
540,1368.48,-11595.66015625,540,1209.14,2700000,39.8928,49.5171
541,3298.96,-9296.7431640625,541,3104.1,2705000,22.1701,45.9675
542,2973.32,-9651.8837890625,542,2771.4,2710000,18.7253,46.4072
543,2922.56,-9806.13671875,543,2486.87,2715000,19.7484,47.5474
544,3004.8,-8589.12109375,544,2104.29,2720000,19.831,46.9051
545,1012.62,-9250.359375,545,705.13,2725000,18.6766,46.4762
546,3813.41,-9011.517578125,546,4222.08,2730000,19.1611,45.7031
547,3235.55,-9977.48046875,547,3558.41,2735000,17.6204,46.6994
548,1721.85,-10979.171875,548,50.47,2740000,19.8747,47.0264
549,1650.84,-10096.6806640625,549,722.06,2745000,19.7273,48.0863
550,1749.1,-10115.0625,550,3254.13,2750000,18.4826,47.5468
551,3602.84,-9950.6650390625,551,3748.43,2755000,20.6507,46.356
552,2303.0,-11144.2841796875,552,2645.51,2760000,16.6813,46.8611
553,3026.32,-10174.853515625,553,2250.24,2765000,16.5727,46.398
554,2682.76,-10935.3076171875,554,2045.31,2770000,18.0567,47.4809
555,2968.52,-9825.8740234375,555,3559.28,2775000,17.4237,45.4567
556,1533.02,-11302.7607421875,556,1861.49,2780000,16.9177,47.625
557,2898.96,-10622.09765625,557,3001.72,2785000,19.3689,46.3194
558,1818.15,-11311.51953125,558,2409.32,2790000,25.0326,48.225
559,1263.49,-10600.330078125,559,1465.31,2795000,21.8934,46.7629
560,2277.25,-10999.1708984375,560,2235.75,2800000,17.7396,45.43
561,3272.36,-10247.3671875,561,3554.99,2805000,19.0105,45.4555
562,3233.97,-10326.759765625,562,3531.2,2810000,20.636,45.081
563,3539.21,-10114.005859375,563,3665.24,2815000,20.9048,45.5604
564,964.01,-12074.3837890625,564,1201.71,2820000,20.7124,48.9277
565,3633.5,-10506.9580078125,565,3726.4,2825000,21.6496,47.8801
566,3267.66,-10573.7021484375,566,3472.67,2830000,19.4654,46.8843
567,3267.56,-10952.005859375,567,3125.41,2835000,17.4506,46.184
568,2788.24,-10947.5771484375,568,3523.81,2840000,18.7638,45.8536
569,868.83,-11696.7841796875,569,1008.91,2845000,30.8365,49.2269
570,703.09,-12036.3095703125,570,183.19,2850000,32.4961,49.227
571,353.55,-12909.81640625,571,259.07,2855000,54.413,53.3478
572,525.44,-12386.5009765625,572,420.63,2860000,61.7894,52.7616
573,583.62,-12077.48828125,573,539.92,2865000,48.3222,48.9057
574,1030.39,-9783.6962890625,574,1029.49,2870000,44.7846,55.7907
575,373.46,-13461.5859375,575,353.57,2875000,58.5146,51.3903
576,1024.04,-9832.6640625,576,1024.35,2880000,54.6908,56.8362
577,232.45,-13912.2568359375,577,252.66,2885000,80.0201,53.5839
578,430.45,-12609.47265625,578,449.45,2890000,52.024,51.4716
579,434.17,-12671.9775390625,579,442.51,2895000,35.2414,52.5292
580,3376.85,-10592.7626953125,580,3365.97,2900000,24.7073,49.6289
581,2848.67,-9747.6376953125,581,1878.7,2905000,20.0046,47.6908
582,2717.5,-10810.162109375,582,2796.73,2910000,21.8794,48.9482
583,3063.02,-10021.1728515625,583,3167.41,2915000,21.5459,48.2908
584,610.08,-10444.0400390625,584,329.39,2920000,20.3278,46.714
585,1746.45,-9512.8037109375,585,1353.97,2925000,22.0623,47.6017
586,3362.82,-9513.484375,586,3706.41,2930000,23.5605,48.2941
587,3050.8,-10367.3427734375,587,3233.05,2935000,24.8031,49.4524
588,1028.16,-9953.8310546875,588,1025.91,2940000,49.5076,56.5005
589,1017.88,-10062.123046875,589,1018.34,2945000,47.2764,56.8482
590,262.77,-15684.470703125,590,223.49,2950000,84.3674,56.9396
591,243.97,-11777.5908203125,591,234.88,2955000,83.0799,54.1593
592,0.72,-13905.5009765625,592,0.64,2960000,89.0571,58.5398
593,6.44,-13963.607421875,593,5.51,2965000,80.3167,55.6475
594,127.51,-11702.7236328125,594,137.38,2970000,24.8711,47.6675
595,269.98,-12275.9296875,595,244.25,2975000,28.9226,49.6389
596,744.26,-13490.052734375,596,579.82,2980000,43.5737,50.2415
597,522.57,-12124.748046875,597,249.09,2985000,44.9851,46.5641
598,626.21,-10876.3818359375,598,500.81,2990000,37.4298,49.6506
599,354.9,-11455.0615234375,599,322.65,2995000,23.6634,47.7267
600,1007.17,-10301.65625,600,1007.67,3000000,56.8029,55.917
601,985.29,-10250.01953125,601,1013.55,3005000,41.8278,55.5652
602,1012.14,-10247.693359375,602,1012.37,3010000,41.6708,55.4976
603,1019.64,-10363.9931640625,603,1019.18,3015000,54.2772,55.9274
604,1002.7,-10260.6875,604,1005.85,3020000,44.5776,55.9639
605,1000.2,-10240.1982421875,605,1003.59,3025000,40.4577,56.2724
606,1000.63,-10235.3662109375,606,1004.81,3030000,39.6795,56.0151
607,1019.9,-10206.3974609375,607,1019.15,3035000,39.1646,55.7187
608,1028.36,-10151.107421875,608,1023.29,3040000,36.8351,55.238
609,1017.84,-9883.78125,609,1015.69,3045000,36.5545,55.1979
610,1005.37,-10126.953125,610,1025.84,3050000,29.2337,53.8065
611,964.55,-9610.044921875,611,991.05,3055000,29.7553,55.2327
612,1028.35,-10445.2861328125,612,1028.63,3060000,54.7854,56.2671
613,1034.9,-9872.3583984375,613,1037.25,3065000,43.0047,56.8502
614,1029.88,-10555.560546875,614,1029.79,3070000,52.8191,56.806
615,1015.1,-10582.400390625,615,1015.71,3075000,51.5287,56.3041
616,1008.2,-10549.5908203125,616,1009.5,3080000,47.8458,56.3
617,1007.8,-10584.0703125,617,1014.31,3085000,43.1933,55.9536
618,1002.08,-10531.4296875,618,1003.7,3090000,57.1685,56.9418
619,996.55,-10765.3232421875,619,996.88,3095000,59.9644,56.9178
620,50.72,-16864.5859375,620,59.52,3100000,267.2212,51.9319
621,412.16,-11843.1142578125,621,196.72,3105000,53.519,51.3078
622,1011.78,-10767.96875,622,1011.93,3110000,65.6706,57.3963
623,1000.94,-10766.9697265625,623,1001.04,3115000,53.4281,56.3734
624,1021.87,-10791.5400390625,624,1021.34,3120000,56.9337,57.6353
625,273.74,-11507.05078125,625,324.49,3125000,38.0904,51.7819
626,1021.64,-10832.5625,626,1022.1,3130000,56.329,56.57
627,1020.86,-10907.685546875,627,1021.32,3135000,54.6806,57.2159
628,994.63,-11230.1982421875,628,1008.49,3140000,42.1075,54.5186
629,1000.17,-10852.251953125,629,1002.26,3145000,50.4115,57.0761
630,996.81,-10635.4462890625,630,1003.62,3150000,42.9994,56.3185
631,1036.81,-10718.97265625,631,1034.55,3155000,36.6904,55.4926
632,1691.06,-11947.3359375,632,1509.06,3160000,26.5733,48.925
633,1044.72,-10886.9619140625,633,1040.98,3165000,53.7879,56.9967
634,549.99,-13123.8955078125,634,390.22,3170000,36.7394,53.3046
635,268.06,-14391.966796875,635,241.82,3175000,70.4192,55.1204
636,57.42,-10787.2109375,636,6.64,3180000,58.4073,48.5075
637,1024.77,-11013.83203125,637,1024.02,3185000,51.4141,56.484
638,1017.27,-11098.4482421875,638,1018.04,3190000,53.0728,56.9203
639,1006.58,-11110.607421875,639,1009.47,3195000,49.6317,56.0695
640,1029.8,-11105.15625,640,1030.11,3200000,53.0972,56.2014
641,1005.1,-11166.3427734375,641,1005.78,3205000,54.4915,57.7341
642,1015.99,-11243.865234375,642,1016.33,3210000,44.7142,56.3172
643,145.91,-14766.2373046875,643,42.04,3215000,56.3901,52.2625
644,4.94,-15486.2939453125,644,3.58,3220000,28.2878,50.1065
645,1026.05,-11214.2587890625,645,1025.82,3225000,50.7802,57.0525
646,1029.19,-11149.2861328125,646,1029.43,3230000,49.1269,56.5452
647,1024.38,-11241.3232421875,647,1025.01,3235000,56.9154,57.5046
648,2747.67,-11076.828125,648,2602.14,3240000,27.1799,49.088
649,1.11,-18564.541015625,649,0.05,3245000,79.6849,57.97
650,938.14,-11457.8359375,650,784.39,3250000,36.0586,48.1966
651,583.05,-12923.7958984375,651,484.69,3255000,36.8606,50.8
652,1520.24,-11455.640625,652,462.28,3260000,20.2608,49.1639
653,2256.48,-12065.0224609375,653,2659.0,3265000,22.1745,51.4049
654,1860.54,-12875.619140625,654,2412.63,3270000,23.1094,50.9471
655,0.22,-15807.0908203125,655,-3.94,3275000,83.9852,55.1705
656,818.9,-12528.7138671875,656,713.64,3280000,38.4619,53.2239
657,1013.04,-11135.4775390625,657,1047.39,3285000,48.1605,52.4838
658,1026.16,-11480.0166015625,658,1025.88,3290000,41.4646,56.0809
659,1039.97,-11379.322265625,659,1039.52,3295000,52.3275,56.5608
660,1034.92,-11430.6826171875,660,1035.07,3300000,46.3278,55.9349
661,1033.86,-11371.00390625,661,1030.8,3305000,47.5449,56.1002
662,1037.01,-11348.8701171875,662,1030.67,3310000,46.9362,55.8367
663,1045.84,-11377.7236328125,663,1033.53,3315000,41.871,55.8843
664,1042.94,-11452.111328125,664,1043.32,3320000,55.692,55.5435
665,975.47,-11527.8056640625,665,1020.81,3325000,39.7174,55.8431
666,864.19,-12090.2939453125,666,905.35,3330000,45.5302,52.9353
667,994.33,-11386.951171875,667,1009.99,3335000,33.8497,54.9836
668,73.33,-14365.3701171875,668,75.63,3340000,41.2698,53.1499
669,-0.98,-18544.283203125,669,-2.23,3345000,111.6083,57.621
670,114.68,-17863.369140625,670,110.5,3350000,66.4116,56.1518
671,1025.14,-11739.556640625,671,1024.71,3355000,57.8902,56.9495
672,1022.53,-11763.42578125,672,1022.31,3360000,54.5099,57.1129
673,1016.76,-11772.1162109375,673,1016.71,3365000,52.3372,56.8624
674,1021.19,-11702.4248046875,674,1021.76,3370000,47.6675,56.76
675,943.86,-12666.5,675,729.43,3375000,34.0452,51.5205
676,696.92,-12756.7421875,676,1031.21,3380000,47.751,55.1544
677,1029.0,-11922.0595703125,677,1029.73,3385000,50.9423,56.5052
678,939.82,-13153.9951171875,678,1475.07,3390000,21.1904,49.0194
679,956.59,-11886.8583984375,679,999.23,3395000,42.5085,52.7018
680,1019.0,-11813.9130859375,680,1021.2,3400000,40.9991,55.9386
681,527.73,-14584.2080078125,681,429.04,3405000,50.7369,55.9099
682,367.98,-13509.8525390625,682,456.96,3410000,26.228,49.5234
683,1024.26,-11904.6728515625,683,1023.38,3415000,53.4599,56.7014
684,1011.67,-11944.6787109375,684,1013.27,3420000,51.5959,56.1485
685,1012.7,-11934.6083984375,685,1013.17,3425000,53.2591,57.0396
686,332.32,-15160.548828125,686,228.8,3430000,46.4745,54.0361
687,1014.7,-11988.6318359375,687,1015.73,3435000,50.4337,56.7327
688,1014.11,-11993.986328125,688,1018.49,3440000,42.823,55.9252
689,483.65,-12024.05078125,689,761.6,3445000,36.008,54.0732
690,47.76,-14777.171875,690,4.33,3450000,25.6182,51.3517
691,34.71,-13035.2958984375,691,43.35,3455000,26.4036,50.7971
692,147.78,-15341.533203125,692,51.21,3460000,39.3547,49.3322
693,0.71,-15432.916015625,693,0.13,3465000,22.5523,53.0749
694,193.14,-15017.943359375,694,169.91,3470000,32.041,51.0049
695,34.99,-16972.685546875,695,16.76,3475000,44.5465,51.356
696,53.76,-17936.97265625,696,56.22,3480000,59.2905,53.3148
697,125.88,-16728.2578125,697,19.26,3485000,29.3019,51.3575
698,20.97,-18390.880859375,698,32.04,3490000,98.6362,55.3679
699,1026.04,-12226.8623046875,699,1025.89,3495000,52.9883,56.5684
700,1014.7,-12152.9521484375,700,1017.76,3500000,47.65,55.9072
701,1008.35,-12206.7275390625,701,1010.28,3505000,37.0481,55.0781
702,1015.11,-12196.1298828125,702,1033.57,3510000,49.2032,55.7863
703,997.42,-12143.13671875,703,999.69,3515000,42.9553,56.1946
704,970.09,-12550.9052734375,704,1009.94,3520000,35.8836,54.5904
705,1014.35,-12307.080078125,705,1014.43,3525000,52.9977,56.3261
706,11.85,-17805.490234375,706,12.58,3530000,113.5621,56.2305
707,-5.71,-16782.822265625,707,-5.88,3535000,95.8742,56.5068
708,18.26,-17454.173828125,708,35.94,3540000,52.8252,54.6731
709,44.81,-17530.96875,709,62.31,3545000,48.7959,51.792
710,47.63,-18256.33203125,710,60.31,3550000,45.9561,51.7053
711,147.01,-17091.294921875,711,186.13,3555000,24.2399,51.1112
712,225.7,-16632.34375,712,208.5,3560000,22.7185,50.4793
713,272.29,-16698.9765625,713,348.32,3565000,21.9458,50.455
714,210.69,-16467.64453125,714,270.91,3570000,18.4707,50.065
715,355.96,-16935.501953125,715,472.22,3575000,38.6815,49.752
716,347.08,-15528.8681640625,716,313.75,3580000,42.1848,51.8944
717,278.08,-13679.3828125,717,265.46,3585000,63.166,51.7974
718,241.71,-13424.802734375,718,125.42,3590000,39.044,51.8781
719,92.05,-13415.5458984375,719,32.43,3595000,56.5375,49.9273
720,338.07,-12603.0615234375,720,723.57,3600000,33.937,47.0771
721,520.57,-12891.4072265625,721,1348.6,3605000,68.2872,49.6884
722,381.87,-13076.72265625,722,252.24,3610000,50.8409,50.2203
723,880.53,-14039.9912109375,723,1835.43,3615000,24.4033,48.943
724,974.83,-12569.31640625,724,994.06,3620000,34.844,52.5574
725,501.77,-15572.7548828125,725,123.82,3625000,143.3399,55.0892
726,997.18,-12421.154296875,726,1006.53,3630000,36.3383,55.4476
727,1038.89,-12385.5966796875,727,1034.22,3635000,49.8184,55.9525
728,1044.88,-12464.37109375,728,1044.97,3640000,53.9481,56.5958
729,591.83,-12751.771484375,729,637.75,3645000,38.9285,52.226
730,490.81,-14607.0556640625,730,31.03,3650000,29.6766,49.8638
731,1288.5,-14059.9697265625,731,1445.45,3655000,26.5526,50.0315
732,1086.4,-14243.71875,732,883.02,3660000,45.0342,50.3217
733,902.33,-14503.2119140625,733,553.47,3665000,42.1806,50.4523
734,1000.95,-14292.486328125,734,606.3,3670000,37.1573,48.873
735,981.71,-14006.17578125,735,1422.63,3675000,43.5091,49.3329
736,1187.14,-14140.443359375,736,1136.49,3680000,27.3403,48.0842
737,1441.87,-13735.77734375,737,2434.96,3685000,34.5364,49.9046
738,2276.07,-13506.3359375,738,2415.99,3690000,30.3364,48.3226
739,624.6,-14812.087890625,739,1473.91,3695000,44.214,50.4045
740,697.93,-14842.6201171875,740,619.6,3700000,49.0072,51.2944
741,1384.16,-14317.4970703125,741,1848.54,3705000,80.0235,48.3253
742,1002.72,-12919.6455078125,742,1003.61,3710000,58.232,58.0179
743,1017.98,-12896.890625,743,1018.53,3715000,55.9738,57.7792
744,1020.74,-12957.84765625,744,1021.11,3720000,55.189,57.1202
745,1425.1,-14967.7255859375,745,1481.02,3725000,29.6676,51.7294
746,688.26,-14527.197265625,746,283.6,3730000,23.9685,48.9169
747,1375.9,-14208.8251953125,747,1933.01,3735000,19.3064,48.6959
748,1379.93,-15016.443359375,748,2054.49,3740000,83.6917,47.6246
749,1870.12,-14075.3046875,749,1646.64,3745000,20.3993,48.6619
750,851.72,-14504.8701171875,750,921.7,3750000,24.3976,48.5294
751,1657.08,-13461.2392578125,751,1540.64,3755000,17.9613,46.621
752,1876.02,-14224.658203125,752,1997.71,3760000,25.9272,47.345
753,1337.46,-15146.9931640625,753,1249.1,3765000,21.0948,48.59
754,1070.56,-15520.0595703125,754,890.64,3770000,35.1966,49.4413
755,993.86,-12700.7900390625,755,994.94,3775000,50.4177,57.4786
756,998.14,-13029.9951171875,756,998.99,3780000,50.9106,57.4825
757,1002.3,-12916.7890625,757,1007.58,3785000,45.1951,57.0112
758,1372.67,-14390.640625,758,1226.54,3790000,25.0852,47.3124
759,2513.1,-14660.294921875,759,2486.88,3795000,20.2206,48.385
760,1314.71,-14523.58984375,760,576.54,3800000,18.5642,47.5669
761,1315.92,-14533.353515625,761,1182.9,3805000,20.9082,47.897
762,1315.57,-15137.3779296875,762,2143.3,3810000,19.2356,47.5056
763,1627.51,-14704.4658203125,763,2203.45,3815000,17.4202,47.8805
764,1500.68,-14541.779296875,764,1386.14,3820000,19.4872,48.6367
765,707.09,-15747.79296875,765,345.11,3825000,50.4062,48.6058
766,1774.25,-14865.1015625,766,2149.93,3830000,19.5999,48.6215
767,2345.27,-14545.39453125,767,2701.05,3835000,17.2576,47.363
768,2456.05,-14956.1787109375,768,2787.28,3840000,20.4379,48.3568
769,2921.76,-14209.6943359375,769,3116.93,3845000,21.2079,47.7693
770,2395.35,-14973.31640625,770,2749.18,3850000,21.3269,48.3827
771,2652.96,-14747.6787109375,771,2732.56,3855000,21.1323,47.4308
772,2720.24,-14937.9306640625,772,2569.77,3860000,22.5162,48.5045
773,2915.43,-14834.0361328125,773,3212.73,3865000,22.1156,47.6107
774,2107.06,-15193.87109375,774,2139.66,3870000,25.7201,47.6824
775,2338.26,-15489.75390625,775,2965.43,3875000,25.671,47.3764
776,1411.15,-15112.0517578125,776,1872.12,3880000,24.8085,48.1721
777,628.21,-16295.3642578125,777,512.53,3885000,72.6852,49.2029
778,2286.45,-15575.9072265625,778,2580.85,3890000,20.6076,48.445
779,2292.26,-15473.818359375,779,2822.99,3895000,24.7564,49.4989
780,1670.91,-15240.416015625,780,3039.14,3900000,25.4255,48.457
781,1715.69,-14814.791015625,781,1874.32,3905000,19.4135,47.9364
782,499.22,-16718.4375,782,547.85,3910000,22.8211,48.9561
783,787.29,-16569.689453125,783,617.88,3915000,32.9578,49.2828
784,424.34,-14839.8359375,784,492.78,3920000,28.8815,49.7012
785,714.1,-16121.7978515625,785,1367.55,3925000,19.9664,47.7305
786,458.88,-15477.734375,786,428.74,3930000,25.1992,50.2243
787,1878.53,-14575.6337890625,787,2703.23,3935000,30.5471,49.3334
788,1033.53,-15892.75390625,788,1782.85,3940000,25.6834,49.2706
