Itration,Reward Loss,Running Reverse KL,Real Sto Return,Real Det Return,Running Forward KL,Running Update Time,Running Env Steps
395,-72537.5546875,15.1972,1936.91,2305.82,156.7194,395,1975000
396,-72647.296875,15.0937,1970.37,2335.16,156.6974,396,1980000
397,-72720.3828125,15.1924,1974.36,2329.28,156.5336,397,1985000
398,-72689.4921875,15.1644,1987.35,2357.0,156.506,398,1990000
399,-72837.28125,15.0297,1983.55,2340.55,156.5185,399,1995000
400,-73236.609375,15.2185,1978.52,2318.86,156.7491,400,2000000
401,-73182.671875,15.358,1960.67,2337.84,156.6557,401,2005000
402,-73392.96875,15.2202,1986.02,2347.15,156.7047,402,2010000
403,-73357.09375,15.2374,1960.72,2331.06,156.653,403,2015000
404,-73378.234375,15.2348,1973.06,2341.33,156.6026,404,2020000
405,-73527.78125,15.2829,1990.65,2369.81,156.5523,405,2025000
406,-73283.7109375,15.0344,1956.59,2311.21,156.7216,406,2030000
407,-73832.8671875,15.1431,1991.46,2386.73,156.434,407,2035000
408,-73746.6484375,15.3375,1984.16,2378.11,156.6869,408,2040000
409,-73541.8203125,15.195,1965.63,2328.87,156.6475,409,2045000
410,-74407.9765625,15.2355,1985.4,2368.28,156.5898,410,2050000
411,-73806.0234375,15.0725,1980.33,2352.59,156.5389,411,2055000
412,-73902.328125,15.2703,1997.29,2346.25,156.7013,412,2060000
413,-74280.5234375,15.2696,1992.22,2368.21,156.8107,413,2065000
414,-74682.265625,15.2854,1994.88,2394.51,156.6424,414,2070000
415,-74770.6875,15.4625,1992.22,2363.16,156.8941,415,2075000
416,-74375.625,15.1828,1996.05,2346.59,156.599,416,2080000
417,-74770.328125,15.1073,1996.35,2363.0,156.6748,417,2085000
418,-74711.4375,15.7071,1966.86,2347.42,156.6028,418,2090000
419,-74220.3046875,15.1182,1951.37,2344.29,156.7626,419,2095000
420,-74774.7890625,15.1524,1989.31,2353.86,156.6216,420,2100000
421,-75052.2890625,15.3204,1980.92,2352.3,156.7534,421,2105000
422,-75242.734375,15.2803,1987.15,2377.29,156.6554,422,2110000
423,-75004.5546875,15.3327,1977.15,2373.03,156.5528,423,2115000
424,-75354.5078125,15.1361,1939.81,2369.03,156.5418,424,2120000
425,-75552.0234375,15.3154,1968.58,2344.49,156.5497,425,2125000
426,-75410.2421875,15.1805,1980.72,2368.35,156.5297,426,2130000
427,-75612.53125,15.1396,1977.89,2356.9,156.5877,427,2135000
428,-75592.90625,15.1523,1987.75,2343.02,156.5789,428,2140000
429,-75881.5859375,15.3517,1982.64,2339.88,156.5398,429,2145000
430,-75878.84375,15.2881,1999.74,2355.31,156.6021,430,2150000
431,-75895.2578125,15.311,1995.06,2359.07,156.5026,431,2155000
432,-76054.4921875,15.157,2006.34,2360.19,156.5844,432,2160000
433,-75723.8515625,15.1033,1979.46,2306.51,156.6248,433,2165000
434,-76061.21875,15.2916,1978.79,2353.61,156.4443,434,2170000
435,-75966.3671875,15.0509,1991.08,2359.45,156.4485,435,2175000
436,-76238.40625,15.2624,1980.15,2343.35,156.5276,436,2180000
437,-76517.046875,15.3961,1992.67,2359.89,156.5925,437,2185000
438,-76187.484375,15.2398,1994.65,2360.31,156.5114,438,2190000
439,-76075.4296875,15.1814,1977.42,2348.06,156.7716,439,2195000
440,-76462.1875,15.2748,1983.95,2366.44,156.5894,440,2200000
441,-76609.8828125,15.2184,1988.04,2371.3,156.529,441,2205000
442,-76647.4921875,15.1952,1985.25,2340.55,156.4673,442,2210000
443,-76346.1484375,15.1454,1996.33,2355.51,156.6236,443,2215000
444,-76836.328125,15.2964,1995.01,2366.34,156.6501,444,2220000
445,-76884.6328125,15.3018,1993.21,2363.98,156.5963,445,2225000
446,-76798.7109375,15.1312,1961.0,2363.96,156.4556,446,2230000
447,-76970.796875,15.401,1981.74,2360.76,156.778,447,2235000
448,-77232.796875,15.2324,1994.14,2346.96,156.4587,448,2240000
449,-77052.2265625,15.2581,2007.71,2362.14,156.4912,449,2245000
450,-77231.2421875,15.2999,1994.0,2352.21,156.5304,450,2250000
451,-77063.453125,15.039,1960.2,2331.06,156.4745,451,2255000
452,-77384.890625,15.099,1976.9,2345.34,156.398,452,2260000
453,-77004.375,15.1134,1990.93,2342.12,156.4984,453,2265000
454,-77196.671875,15.3276,2017.85,2363.82,156.6555,454,2270000
455,-77706.46875,15.3071,1985.79,2360.06,156.5926,455,2275000
456,-77275.6796875,15.416,1987.12,2349.72,156.5557,456,2280000
457,-77311.390625,15.2825,2009.64,2365.35,156.6342,457,2285000
458,-77722.4296875,15.3156,2009.18,2370.14,156.6446,458,2290000
459,-77339.59375,15.1441,2000.28,2360.33,156.504,459,2295000
460,-77624.0078125,15.0885,1966.64,2331.62,156.5248,460,2300000
461,-77742.28125,15.1593,2030.66,2363.97,156.4036,461,2305000
462,-77592.1875,15.1394,2006.69,2348.49,156.5795,462,2310000
463,-77769.3359375,15.2896,2013.77,2374.84,156.5149,463,2315000
464,-78152.3046875,15.374,2004.56,2362.85,156.6058,464,2320000
465,-78202.1875,15.3544,2012.3,2359.04,156.5567,465,2325000
466,-78185.7265625,15.3447,2011.27,2363.33,156.6203,466,2330000
467,-78181.5859375,15.219,2012.21,2358.52,156.6223,467,2335000
468,-78213.1015625,15.2107,1988.4,2335.91,156.6021,468,2340000
469,-78304.828125,15.2941,2000.67,2332.99,156.6117,469,2345000
470,-78363.328125,15.2103,1996.29,2355.23,156.5369,470,2350000
471,-78401.96875,15.2286,2008.56,2365.69,156.505,471,2355000
472,-78113.390625,15.2988,1992.55,2361.39,156.692,472,2360000
473,-78416.2734375,15.2287,1999.09,2353.84,156.6618,473,2365000
474,-78404.515625,15.2156,1998.38,2341.95,156.6637,474,2370000
475,-78833.3984375,15.457,2005.31,2347.85,156.5481,475,2375000
476,-78657.421875,15.2197,1987.66,2367.5,156.5783,476,2380000
477,-78989.0546875,15.2114,1991.71,2355.04,156.5522,477,2385000
478,-78842.0859375,15.1714,1976.39,2357.73,156.6443,478,2390000
479,-79030.140625,15.1183,2020.31,2389.38,156.5201,479,2395000
480,-79252.8671875,15.223,1998.96,2362.46,156.6685,480,2400000
481,-79290.125,15.336,2004.53,2358.19,156.6273,481,2405000
482,-79174.1796875,15.0951,1999.68,2339.31,156.7458,482,2410000
483,-79316.71875,15.3338,2023.58,2380.83,156.6904,483,2415000
484,-79466.0234375,15.2381,2012.92,2362.81,156.7319,484,2420000
485,-79202.8984375,15.1659,2025.36,2386.97,156.559,485,2425000
486,-79731.5234375,15.177,2029.49,2377.96,156.5711,486,2430000
487,-79446.7421875,15.1762,1999.44,2382.07,156.5909,487,2435000
488,-79630.109375,15.3405,2015.22,2379.66,156.7052,488,2440000
489,-79758.0,15.2374,2013.54,2365.93,156.6809,489,2445000
490,-79693.78125,15.2434,2007.31,2373.88,156.6951,490,2450000
491,-79811.34375,15.3005,1985.54,2392.32,156.5427,491,2455000
492,-79734.96875,15.1083,2005.34,2360.18,156.5437,492,2460000
493,-79838.2109375,15.3529,2000.46,2372.22,156.7169,493,2465000
494,-79725.2734375,15.2216,2001.37,2367.22,156.6703,494,2470000
495,-80064.9609375,15.2757,2019.14,2359.03,156.6182,495,2475000
496,-80101.78125,15.2203,1994.62,2356.38,156.6059,496,2480000
497,-80057.9140625,15.3114,2033.51,2382.11,156.5829,497,2485000
498,-80193.421875,15.1764,2029.04,2373.94,156.4858,498,2490000
499,-80133.109375,15.3506,1996.33,2370.73,156.6926,499,2495000
500,-80318.3515625,15.3995,1997.17,2376.8,156.4776,500,2500000
501,-80245.0625,15.2634,2019.38,2354.35,156.6679,501,2505000
502,-80133.703125,15.3603,2022.93,2359.57,156.5673,502,2510000
503,-80595.1953125,15.3075,2023.97,2365.27,156.5848,503,2515000
504,-80180.7421875,15.1434,2006.8,2371.1,156.594,504,2520000
505,-80537.1171875,15.3501,2000.89,2373.24,156.7096,505,2525000
506,-80523.5625,15.2913,2014.38,2360.59,156.5854,506,2530000
507,-80719.9453125,15.2725,2009.78,2370.2,156.5274,507,2535000
508,-80654.3828125,15.2361,2002.8,2352.12,156.6788,508,2540000
509,-80629.390625,15.2835,2029.8,2347.64,156.5459,509,2545000
510,-81146.9375,15.5491,2021.87,2368.73,156.5982,510,2550000
511,-80968.6015625,15.4091,2019.82,2368.54,156.7645,511,2555000
512,-81013.046875,15.3161,2015.59,2382.79,156.6318,512,2560000
513,-80939.1484375,15.1599,1996.1,2365.16,156.5762,513,2565000
514,-81211.984375,15.2957,2023.29,2372.73,156.6216,514,2570000
515,-81596.453125,15.4579,2038.02,2374.44,156.6056,515,2575000
516,-81510.578125,15.4768,2017.87,2372.22,156.615,516,2580000
517,-81390.0078125,15.4058,2022.61,2369.71,156.6398,517,2585000
518,-81578.7265625,15.3458,2025.48,2370.61,156.7097,518,2590000
519,-81539.421875,15.204,2012.53,2384.65,156.6526,519,2595000
520,-81587.2421875,15.4425,2035.96,2388.71,156.7715,520,2600000
521,-81953.4296875,15.4877,2042.94,2397.02,156.5882,521,2605000
522,-82099.4296875,15.3949,2026.7,2374.26,156.676,522,2610000
523,-81914.4375,15.3404,2011.14,2377.17,156.6396,523,2615000
524,-82031.6328125,15.3695,2017.92,2391.53,156.577,524,2620000
525,-81982.7421875,15.188,2014.79,2386.59,156.6228,525,2625000
526,-82187.671875,15.3356,2009.18,2378.42,156.5574,526,2630000
527,-82096.46875,15.4532,2015.54,2377.83,156.4756,527,2635000
528,-82350.390625,15.3826,2015.35,2382.54,156.5754,528,2640000
529,-82385.2578125,15.3054,2013.07,2388.04,156.6589,529,2645000
530,-82418.828125,15.4428,2028.76,2385.28,156.3952,530,2650000
531,-82520.09375,15.4123,2034.73,2394.7,156.5316,531,2655000
532,-82500.8984375,15.316,2020.93,2384.27,156.6099,532,2660000
533,-82409.3046875,15.2908,2017.18,2375.87,156.6012,533,2665000
534,-82730.25,15.4255,2025.58,2375.39,156.5668,534,2670000
535,-82598.671875,15.2797,1995.85,2371.98,156.68,535,2675000
536,-82625.421875,15.2526,2023.8,2372.45,156.4933,536,2680000
537,-82456.7734375,15.2516,2025.4,2379.82,156.6585,537,2685000
538,-82845.453125,15.2548,2012.05,2393.4,156.5178,538,2690000
539,-82744.3203125,15.4152,2008.01,2372.88,156.8531,539,2695000
540,-82745.109375,15.1033,2015.04,2381.76,156.5798,540,2700000
541,-83079.125,15.4095,2013.17,2390.95,156.7224,541,2705000
542,-82634.6015625,15.1323,2023.21,2383.32,156.5645,542,2710000
543,-83249.75,15.3277,2021.46,2397.32,156.7613,543,2715000
544,-83082.5546875,15.178,2003.57,2374.01,156.5596,544,2720000
545,-82882.59375,15.2701,2032.16,2386.57,156.5906,545,2725000
546,-83220.90625,15.3634,2023.5,2385.15,156.5948,546,2730000
547,-83066.734375,15.2493,2013.99,2362.95,156.6161,547,2735000
548,-83208.3359375,15.2076,1991.44,2373.28,156.6123,548,2740000
549,-83354.875,15.1995,2014.16,2368.9,156.5753,549,2745000
550,-83241.5390625,15.328,2004.52,2365.96,156.784,550,2750000
551,-83529.109375,15.1713,2014.78,2377.7,156.4479,551,2755000
552,-83176.34375,15.2024,1983.13,2357.36,156.5346,552,2760000
553,-83679.328125,15.3046,2005.13,2384.81,156.512,553,2765000
554,-83667.8828125,15.1979,2004.97,2357.72,156.6047,554,2770000
555,-83481.296875,15.0492,2008.5,2351.04,156.5272,555,2775000
556,-83273.1171875,15.1504,1998.99,2373.72,156.5965,556,2780000
557,-83712.203125,15.0217,2006.69,2369.85,156.6447,557,2785000
558,-83680.3671875,15.1533,1988.69,2357.79,156.6341,558,2790000
559,-83818.578125,15.2889,2034.7,2375.68,156.6907,559,2795000
560,-83890.1953125,15.1741,1992.97,2227.46,156.645,560,2800000
561,-83662.609375,15.1549,1997.93,2355.36,156.6538,561,2805000
562,-83934.9609375,14.9887,1979.65,2351.18,156.6876,562,2810000
563,-84086.390625,15.1827,2017.24,2351.15,156.6878,563,2815000
564,-84170.90625,15.2834,2012.0,2371.95,156.5722,564,2820000
565,-84063.9453125,15.2334,2013.95,2370.52,156.5154,565,2825000
566,-83966.3984375,15.3257,1995.83,2372.59,156.8293,566,2830000
567,-84278.1875,15.205,2016.21,2377.76,156.5637,567,2835000
568,-84220.859375,15.1763,2002.45,2362.44,156.6536,568,2840000
569,-84398.578125,15.2221,2023.79,2367.67,156.6177,569,2845000
570,-84287.703125,15.1871,2007.35,2359.71,156.7226,570,2850000
571,-84515.40625,15.4199,1998.3,2345.15,156.5539,571,2855000
572,-84261.2421875,15.1255,1989.59,2345.19,156.5811,572,2860000
573,-84301.46875,15.1476,2010.7,2359.1,156.5242,573,2865000
574,-84630.9453125,15.152,2010.15,2353.25,156.6635,574,2870000
575,-84806.578125,15.384,2005.4,2365.77,156.5103,575,2875000
576,-84473.234375,15.2448,2023.24,2355.6,156.449,576,2880000
577,-84559.28125,15.1684,2007.94,2353.3,156.377,577,2885000
578,-84607.078125,15.0621,1993.56,2359.41,156.5136,578,2890000
579,-84909.15625,14.8827,1974.89,2350.56,156.4729,579,2895000
580,-84683.0078125,15.2785,1902.04,2360.01,156.6207,580,2900000
581,-85020.5546875,15.3039,1992.03,2360.37,156.5903,581,2905000
582,-85248.421875,15.3068,2016.23,2368.37,156.5512,582,2910000
583,-85316.8828125,15.1003,2000.13,2363.6,156.6071,583,2915000
584,-85076.640625,15.2912,1981.06,2359.31,156.5845,584,2920000
585,-85015.8828125,15.0145,1986.09,2356.16,156.5503,585,2925000
586,-84991.546875,14.9965,1987.22,2337.55,156.6868,586,2930000
587,-85250.9765625,15.1539,2001.77,2347.97,156.6664,587,2935000
588,-85352.96875,15.2634,2011.83,2362.57,156.5897,588,2940000
589,-85794.3359375,15.1043,1983.49,2360.93,156.5191,589,2945000
590,-85517.2734375,15.2429,1989.65,2373.63,156.6478,590,2950000
591,-85429.234375,15.1486,1975.01,2334.67,156.6128,591,2955000
592,-85621.2734375,15.0896,2001.75,2355.35,156.7379,592,2960000
593,-85770.078125,15.2513,1998.82,2359.1,156.5679,593,2965000
594,-85774.0234375,15.2154,2015.86,2354.38,156.6052,594,2970000
595,-85874.09375,15.1002,2000.13,2366.39,156.7477,595,2975000
596,-86244.5546875,15.3852,2014.76,2360.44,156.5759,596,2980000
597,-85863.2265625,15.1318,1983.64,2332.41,156.5491,597,2985000
598,-86057.6171875,15.256,2014.19,2348.29,156.5355,598,2990000
599,-86056.4140625,15.3211,2001.19,2362.76,156.4617,599,2995000
