Reward Loss,Running Reverse KL,Running Update Time,Running Env Steps,Real Sto Return,Itration,Real Det Return,Running Forward KL
-19241.37109375,30.2091,409,2045000,279.17,409,790.41,75.4374
-19310.01171875,30.6957,410,2050000,259.9,410,720.82,75.0387
-19182.26171875,30.4159,411,2055000,172.92,411,697.97,73.353
-19332.546875,30.5321,412,2060000,242.99,412,502.97,75.2798
-19260.810546875,30.1477,413,2065000,227.61,413,751.47,73.4167
-19228.626953125,30.0841,414,2070000,167.15,414,753.18,73.4053
-19213.794921875,30.7132,415,2075000,284.19,415,546.51,74.1759
-19261.3828125,30.5007,416,2080000,242.93,416,747.3,74.3164
-19235.640625,30.3742,417,2085000,236.19,417,837.77,76.0353
-19348.248046875,30.6994,418,2090000,204.08,418,745.08,74.99
-19360.041015625,30.4324,419,2095000,205.85,419,697.78,74.964
-19273.19921875,29.9335,420,2100000,223.54,420,787.07,75.12
-19335.583984375,30.6208,421,2105000,193.65,421,735.4,75.8157
-19239.49609375,30.5748,422,2110000,256.02,422,507.41,74.1919
-19326.1640625,30.3999,423,2115000,141.5,423,593.87,75.3006
-19339.583984375,30.2005,424,2120000,205.38,424,651.71,75.058
-19343.4453125,30.4945,425,2125000,230.37,425,649.81,75.5755
-19398.857421875,30.5622,426,2130000,184.39,426,594.07,75.4617
-19359.0234375,30.0624,427,2135000,208.61,427,699.04,75.4255
-19431.904296875,30.3306,428,2140000,209.25,428,689.34,75.5269
-19379.279296875,30.4475,429,2145000,203.13,429,636.66,75.8431
-19323.18359375,30.1547,430,2150000,176.56,430,896.65,74.998
-19410.8828125,30.2242,431,2155000,202.88,431,842.96,75.6445
-19308.376953125,30.2655,432,2160000,83.31,432,840.45,75.5213
-19330.76171875,30.0364,433,2165000,235.99,433,688.38,75.4599
-19356.609375,30.6851,434,2170000,243.85,434,643.84,75.2164
-19378.62109375,30.6977,435,2175000,194.49,435,695.21,75.5342
-19418.75390625,30.1846,436,2180000,180.1,436,597.18,75.0842
-19422.630859375,30.2259,437,2185000,164.59,437,512.12,75.3755
-19442.734375,29.8618,438,2190000,237.79,438,648.95,75.6249
-19266.177734375,29.7951,439,2195000,162.62,439,743.4,74.6627
-19369.75390625,31.1115,440,2200000,171.11,440,851.34,75.2366
-19439.6328125,30.5423,441,2205000,166.13,441,732.68,75.4268
-19396.056640625,30.7817,442,2210000,246.04,442,738.1,75.158
-19339.599609375,33.2382,443,2215000,185.75,443,736.52,75.7539
-19449.9765625,30.9368,444,2220000,140.97,444,783.27,75.0916
-19394.5078125,30.6191,445,2225000,198.44,445,736.73,75.2813
-19453.244140625,30.7269,446,2230000,271.49,446,774.55,75.5302
-19517.689453125,30.9127,447,2235000,175.48,447,739.33,76.231
-19432.20703125,31.8286,448,2240000,168.11,448,786.27,75.9501
-19444.044921875,30.4631,449,2245000,158.57,449,658.16,75.6041
-19458.033203125,30.6004,450,2250000,183.13,450,736.24,76.0382
-19486.314453125,31.783,451,2255000,221.72,451,741.5,74.6602
-19417.025390625,29.9536,452,2260000,113.49,452,699.44,74.8125
-19462.87890625,30.6785,453,2265000,120.37,453,840.06,76.2531
-19477.984375,34.0324,454,2270000,222.02,454,542.48,75.318
-19448.193359375,30.6405,455,2275000,149.7,455,787.57,74.8549
-19413.875,34.2413,456,2280000,182.33,456,473.96,75.6816
-19474.94140625,29.9898,457,2285000,172.69,457,745.25,74.753
-19425.4375,30.0912,458,2290000,157.81,458,781.5,75.1459
-19419.978515625,30.6295,459,2295000,229.69,459,695.34,75.3435
-19437.056640625,30.6258,460,2300000,235.5,460,641.63,74.726
-19332.453125,30.5693,461,2305000,195.75,461,736.66,74.6104
-19426.91015625,31.0704,462,2310000,270.51,462,570.64,74.7384
-19369.12109375,29.9783,463,2315000,216.37,463,594.54,75.3601
-19445.630859375,31.0102,464,2320000,233.7,464,722.52,75.6882
-19439.4609375,30.6833,465,2325000,194.56,465,709.76,74.9662
-19443.36328125,30.4027,466,2330000,150.26,466,843.14,74.9286
-19422.83203125,30.9299,467,2335000,260.03,467,682.41,74.6404
-19449.224609375,30.8317,468,2340000,188.49,468,623.73,75.2728
-19434.142578125,30.4962,469,2345000,181.09,469,689.34,74.2777
-19414.642578125,30.3608,470,2350000,166.14,470,608.1,75.4456
-19449.625,30.657,471,2355000,130.85,471,783.43,75.603
-19403.98046875,31.0376,472,2360000,167.13,472,716.89,74.9397
-19450.767578125,30.6717,473,2365000,239.09,473,893.49,75.3276
-19489.78125,30.748,474,2370000,137.92,474,648.15,74.6945
-19413.044921875,30.8999,475,2375000,200.83,475,607.23,74.3852
-19408.126953125,31.0778,476,2380000,207.75,476,656.47,75.229
-19480.47265625,30.8585,477,2385000,205.97,477,596.8,74.3307
-19548.5703125,30.7794,478,2390000,221.66,478,610.41,75.5248
-19354.419921875,30.3236,479,2395000,176.06,479,651.88,74.6568
-19507.6796875,30.2922,480,2400000,202.71,480,656.12,74.3985
-19353.07421875,31.5132,481,2405000,170.01,481,593.98,74.733
-19465.73046875,30.1543,482,2410000,208.98,482,643.74,75.045
-19516.158203125,30.7914,483,2415000,172.53,483,741.98,75.2422
-19435.861328125,30.5522,484,2420000,194.99,484,791.56,74.4709
-19439.123046875,30.5141,485,2425000,190.52,485,696.55,75.2887
-19475.642578125,30.7282,486,2430000,168.8,486,794.98,74.815
-19507.06640625,31.0315,487,2435000,232.14,487,497.13,75.0537
-19513.3046875,30.1492,488,2440000,208.05,488,744.05,75.0116
-19568.431640625,31.0492,489,2445000,247.67,489,698.86,75.5641
-19507.77734375,31.5164,490,2450000,197.22,490,645.21,74.3991
-19510.14453125,30.7277,491,2455000,264.3,491,844.59,75.2787
-19465.927734375,30.3717,492,2460000,186.53,492,934.32,75.1068
-19477.76953125,31.1038,493,2465000,248.37,493,687.3,74.8593
-19482.849609375,31.0933,494,2470000,218.64,494,795.75,75.9721
-19532.072265625,31.0295,495,2475000,212.64,495,692.04,76.436
-19519.66796875,30.859,496,2480000,197.99,496,750.99,74.6458
-19472.9296875,33.5908,497,2485000,168.74,497,789.76,75.4109
-19530.78515625,30.482,498,2490000,170.23,498,820.72,75.3553
-19531.546875,30.3478,499,2495000,252.25,499,782.72,75.7801
-19472.400390625,30.7807,500,2500000,193.42,500,687.9,75.3993
-19540.21484375,30.3769,501,2505000,170.9,501,643.58,75.7349
-19535.16015625,30.3885,502,2510000,201.39,502,838.3,75.7751
-19533.498046875,30.3737,503,2515000,147.93,503,839.7,74.649
-19524.810546875,30.3618,504,2520000,159.91,504,840.68,75.996
-19522.01953125,30.5415,505,2525000,183.93,505,701.13,75.3231
-19533.767578125,30.6536,506,2530000,285.1,506,682.58,76.1868
-19555.4921875,30.3318,507,2535000,145.99,507,779.92,76.3975
-19487.416015625,30.2323,508,2540000,165.68,508,741.05,74.8064
