Running Forward KL,Running Env Steps,Real Sto Return,Reward Loss,Real Det Return,Running Update Time,Itration,Running Reverse KL
156.5474,1970000,1990.0,-70165.515625,2290.99,394,394,15.1015
156.7018,1975000,1982.32,-70233.0234375,2280.91,395,395,15.107
156.6231,1980000,1980.53,-70418.0,2294.7,396,396,15.1305
156.5543,1985000,1981.27,-70399.2734375,2295.87,397,397,15.1791
156.7635,1990000,1974.48,-70648.4375,2305.86,398,398,15.1449
156.599,1995000,2014.65,-70792.2890625,2322.45,399,399,15.1884
156.7255,2000000,1999.76,-70842.53125,2295.21,400,400,15.2651
156.4773,2005000,1996.04,-71072.5078125,2319.01,401,401,15.2971
156.6781,2010000,1998.82,-71014.515625,2297.35,402,402,15.2382
156.5039,2015000,1988.37,-71110.546875,2297.57,403,403,15.1847
156.5727,2020000,2001.16,-71091.140625,2323.43,404,404,15.2143
156.5367,2025000,1993.54,-71137.71875,2278.6,405,405,15.2381
156.4543,2030000,1979.7,-71578.4140625,2319.91,406,406,15.0753
156.677,2035000,1995.14,-71331.578125,2282.94,407,407,15.2373
156.5374,2040000,1995.34,-71485.1171875,2300.65,408,408,15.0711
156.515,2045000,1977.9,-71703.640625,2297.97,409,409,15.1038
156.4875,2050000,1982.09,-71518.90625,2269.81,410,410,15.2466
156.5589,2055000,1975.23,-71826.1953125,2257.46,411,411,15.1712
156.5545,2060000,1992.94,-71988.515625,2286.12,412,412,15.16
156.4511,2065000,1995.03,-72158.3046875,2256.82,413,413,15.1982
156.639,2070000,1975.9,-72187.078125,2280.45,414,414,15.022
156.5566,2075000,1981.94,-72094.7265625,2268.58,415,415,15.1899
156.4904,2080000,1989.62,-72437.3515625,2293.75,416,416,15.208
156.5501,2085000,1993.54,-72644.703125,2332.56,417,417,15.3283
156.5129,2090000,2017.56,-72603.0546875,2309.84,418,418,15.3981
156.5837,2095000,2007.87,-72572.8046875,2318.15,419,419,15.3307
156.4465,2100000,2006.69,-72851.25,2305.67,420,420,15.3241
156.471,2105000,1997.6,-73002.2734375,2316.41,421,421,15.3805
156.6563,2110000,1985.33,-72764.2734375,2299.88,422,422,15.1388
156.5524,2115000,1995.62,-73168.6171875,2284.06,423,423,15.1616
156.4871,2120000,1972.07,-72843.3515625,2291.21,424,424,14.9936
156.581,2125000,1983.21,-72959.328125,2295.43,425,425,15.1351
156.5737,2130000,2002.76,-73235.359375,2298.85,426,426,15.0941
156.5698,2135000,1995.07,-73299.453125,2290.76,427,427,15.2042
156.5441,2140000,1998.38,-73389.078125,2306.06,428,428,15.2945
156.5995,2145000,2000.58,-73643.25,2293.16,429,429,15.3274
156.5888,2150000,1965.17,-73581.75,2292.98,430,430,15.234
156.4772,2155000,1988.6,-73556.21875,2299.78,431,431,15.0944
156.688,2160000,1992.31,-73555.2890625,2286.09,432,432,15.0919
156.5504,2165000,2005.05,-73780.1875,2309.43,433,433,15.2669
156.5465,2170000,1999.73,-73906.171875,2295.73,434,434,15.2081
156.5343,2175000,2016.98,-74040.640625,2307.26,435,435,15.2201
156.5711,2180000,2004.17,-74350.7109375,2310.13,436,436,15.237
156.5941,2185000,1995.46,-74166.0625,2324.49,437,437,15.0713
156.6417,2190000,1974.75,-74570.09375,2315.74,438,438,15.1543
156.5799,2195000,2000.43,-74603.203125,2326.17,439,439,15.1273
156.614,2200000,1971.82,-74428.9921875,2282.71,440,440,15.136
156.7051,2205000,1986.29,-74762.6875,2313.04,441,441,15.1998
156.6748,2210000,1996.88,-74872.4375,2318.91,442,442,15.1837
156.6561,2215000,2017.73,-74978.1171875,2331.3,443,443,15.3702
156.6733,2220000,2006.1,-74765.5234375,2316.19,444,444,15.3018
156.4524,2225000,2004.49,-74896.3046875,2321.78,445,445,14.9433
156.516,2230000,2003.7,-75106.0546875,2310.34,446,446,15.2034
156.5562,2235000,2020.5,-75380.421875,2332.48,447,447,15.2136
156.4775,2240000,2013.95,-75212.71875,2337.71,448,448,15.1888
156.585,2245000,2023.15,-75601.3984375,2351.88,449,449,15.3195
156.5469,2250000,1993.75,-75535.015625,2321.55,450,450,15.3015
156.5634,2255000,1979.72,-75460.953125,2299.45,451,451,15.1423
156.539,2260000,2009.01,-75901.953125,2345.22,452,452,15.1628
156.633,2265000,2033.13,-75763.5078125,2342.86,453,453,15.2434
156.6616,2270000,1962.69,-75771.0703125,2290.4,454,454,15.0412
156.5223,2275000,2007.96,-75959.265625,2341.94,455,455,15.0525
156.5234,2280000,2014.07,-76115.875,2335.47,456,456,15.1068
156.5236,2285000,2011.04,-75984.21875,2344.94,457,457,15.2304
156.7092,2290000,2014.43,-76218.5546875,2341.49,458,458,15.327
156.636,2295000,2013.73,-76317.3515625,2335.01,459,459,15.1653
156.5922,2300000,2030.73,-76436.4375,2345.21,460,460,15.1422
156.5069,2305000,2005.24,-76415.609375,2328.95,461,461,15.1298
156.5222,2310000,2030.4,-76650.125,2336.08,462,462,15.2698
156.553,2315000,2035.1,-76760.984375,2350.23,463,463,15.3587
156.6965,2320000,2009.41,-76947.4609375,2315.57,464,464,15.3297
156.5506,2325000,2015.57,-76627.359375,2343.16,465,465,15.236
156.6769,2330000,2041.32,-77027.7578125,2360.43,466,466,15.3125
156.6718,2335000,2033.53,-77280.3203125,2363.05,467,467,15.2798
156.6423,2340000,2003.52,-77037.6796875,2310.54,468,468,15.0754
156.6573,2345000,2022.91,-76779.2421875,2342.04,469,469,15.0157
156.5559,2350000,2021.78,-77423.0625,2349.1,470,470,15.166
156.5562,2355000,2018.12,-77686.40625,2345.72,471,471,15.0664
156.4701,2360000,2022.41,-77461.0703125,2342.77,472,472,15.1483
156.6909,2365000,2023.14,-77639.7890625,2338.55,473,473,15.032
156.5241,2370000,1997.74,-77653.1328125,2358.39,474,474,15.1832
156.5568,2375000,2021.08,-77898.015625,2326.0,475,475,15.159
156.5223,2380000,2001.53,-78239.8828125,2352.66,476,476,15.1141
156.743,2385000,2023.99,-77829.25,2356.81,477,477,15.0807
156.547,2390000,2026.77,-78138.4453125,2357.55,478,478,15.0388
156.5984,2395000,2021.32,-78312.2890625,2353.32,479,479,15.3254
156.5547,2400000,2040.45,-78059.8828125,2348.87,480,480,15.0311
156.5574,2405000,2016.45,-78529.3203125,2359.8,481,481,15.0069
156.5939,2410000,2021.17,-78073.828125,2356.25,482,482,15.0539
156.5795,2415000,2030.54,-78658.5859375,2365.93,483,483,15.2123
156.5585,2420000,2014.34,-78726.3359375,2345.35,484,484,15.0951
156.693,2425000,2017.11,-78646.0859375,2369.86,485,485,15.0482
156.696,2430000,2015.35,-78675.5625,2360.09,486,486,14.9526
156.7176,2435000,2009.16,-79067.9921875,2350.4,487,487,15.1529
156.6113,2440000,2036.31,-79271.6484375,2370.25,488,488,15.0009
156.6181,2445000,2008.87,-79085.96875,2359.08,489,489,15.2111
156.6423,2450000,2022.56,-79270.7109375,2347.12,490,490,14.9521
156.5526,2455000,2027.38,-79130.359375,2358.07,491,491,14.9637
156.6073,2460000,2010.19,-79329.6875,2368.92,492,492,15.0456
156.5077,2465000,2012.57,-79302.078125,2356.31,493,493,15.1858
156.4033,2470000,2019.76,-79495.796875,2360.74,494,494,14.9676
156.5872,2475000,2006.59,-79450.1328125,2367.88,495,495,15.1806
156.5606,2480000,1995.79,-79763.0390625,2336.17,496,496,15.0479
156.6139,2485000,2014.42,-79552.390625,2349.38,497,497,14.9523
156.6004,2490000,2003.66,-79757.2109375,2354.1,498,498,14.9795
156.717,2495000,2007.86,-79865.421875,2355.7,499,499,15.0674
156.4528,2500000,2011.02,-79751.5234375,2338.38,500,500,14.9361
156.5398,2505000,2006.63,-80033.4453125,2342.13,501,501,15.0543
156.5175,2510000,1999.77,-80178.234375,2367.91,502,502,15.1949
156.5598,2515000,2006.6,-79985.6171875,2342.94,503,503,15.1001
156.5067,2520000,2001.64,-80220.859375,2355.7,504,504,15.0014
156.4953,2525000,2001.73,-80262.7421875,2347.45,505,505,14.9412
156.6269,2530000,2017.52,-80500.015625,2357.52,506,506,15.2063
156.4644,2535000,2013.41,-80485.5390625,2382.61,507,507,15.2396
156.6556,2540000,2019.67,-80401.3125,2341.5,508,508,15.1567
156.543,2545000,2022.55,-80421.484375,2338.48,509,509,15.0481
156.6585,2550000,1994.9,-80692.140625,2358.23,510,510,15.071
156.4738,2555000,2013.55,-81085.84375,2374.22,511,511,14.9239
156.5428,2560000,2025.18,-80939.4453125,2359.89,512,512,15.1074
156.6405,2565000,2034.44,-80974.828125,2370.07,513,513,15.0954
156.5432,2570000,2006.81,-81312.390625,2363.97,514,514,14.9873
156.4367,2575000,2013.37,-81099.5546875,2364.08,515,515,15.0154
156.4475,2580000,2004.3,-81327.6328125,2350.63,516,516,15.2377
156.4575,2585000,2023.63,-81307.2890625,2357.81,517,517,15.0746
156.6083,2590000,2007.71,-81286.4140625,2334.29,518,518,15.0376
156.5481,2595000,2015.97,-81436.875,2374.61,519,519,15.1054
156.5801,2600000,2018.34,-81543.859375,2356.33,520,520,15.0639
156.5504,2605000,2005.0,-81496.3671875,2341.15,521,521,15.106
156.4488,2610000,2021.7,-81665.2265625,2374.82,522,522,15.1022
156.5958,2615000,2014.58,-81556.3046875,2370.16,523,523,15.0455
156.4283,2620000,1990.4,-81784.25,2347.25,524,524,14.9048
156.5081,2625000,2020.1,-78904.578125,2363.46,525,525,14.2952
156.4906,2630000,1993.91,-82099.265625,2324.11,526,526,14.867
156.495,2635000,1997.96,-81924.9609375,2353.7,527,527,15.0489
156.5768,2640000,2014.62,-81987.421875,2357.67,528,528,15.191
156.5146,2645000,2022.16,-82335.0546875,2362.19,529,529,15.1902
156.5671,2650000,2002.4,-82139.5390625,2363.15,530,530,15.1265
156.4485,2655000,2017.99,-82491.828125,2364.86,531,531,15.0645
156.5434,2660000,2017.51,-82358.6171875,2369.98,532,532,15.1053
156.5772,2665000,1999.17,-82557.140625,2351.29,533,533,15.059
156.407,2670000,2025.44,-82782.1171875,2363.41,534,534,15.1958
156.577,2675000,2015.51,-82464.9921875,2337.02,535,535,15.1123
156.4726,2680000,2025.33,-82304.140625,2333.06,536,536,15.1493
156.5015,2685000,2008.98,-82701.484375,2346.2,537,537,14.99
156.508,2690000,2019.19,-82871.3828125,2365.17,538,538,15.1524
156.6481,2695000,2010.0,-82823.21875,2369.21,539,539,15.1733
156.4981,2700000,2019.45,-82902.8984375,2378.71,540,540,15.1039
156.4631,2705000,2004.74,-83213.46875,2362.79,541,541,15.0868
156.5899,2710000,1999.06,-83036.171875,2346.08,542,542,15.0442
156.469,2715000,2010.56,-82834.1953125,2360.03,543,543,15.1801
156.6409,2720000,2016.77,-83199.78125,2351.29,544,544,15.1391
156.5744,2725000,2006.74,-83188.59375,2339.2,545,545,15.1374
156.5998,2730000,2042.26,-83515.96875,2370.13,546,546,15.2618
156.472,2735000,2007.33,-83304.8671875,2348.17,547,547,15.0606
156.3646,2740000,2015.82,-83604.203125,2364.9,548,548,15.0577
156.4443,2745000,2006.33,-83417.5625,2357.84,549,549,15.0563
156.5535,2750000,2013.26,-83627.28125,2369.5,550,550,15.0605
156.5008,2755000,2017.69,-83928.4609375,2378.28,551,551,15.3098
156.5322,2760000,2024.96,-83801.7578125,2381.41,552,552,15.1593
156.495,2765000,2042.98,-83840.390625,2379.75,553,553,15.3155
156.485,2770000,2009.19,-83866.1953125,2378.02,554,554,15.0587
156.586,2775000,2032.02,-84104.6796875,2377.59,555,555,15.0959
156.607,2780000,2019.97,-84070.3984375,2358.08,556,556,15.1752
156.5258,2785000,1989.89,-84038.953125,2362.47,557,557,15.0381
156.5189,2790000,2026.91,-84196.71875,2373.74,558,558,15.1845
156.5862,2795000,2027.61,-84134.4453125,2366.09,559,559,15.2549
156.5703,2800000,2024.58,-84437.359375,2379.13,560,560,15.2097
156.6108,2805000,2026.39,-84524.1796875,2393.66,561,561,15.3354
156.6828,2810000,2014.27,-84702.90625,2387.42,562,562,15.365
156.5281,2815000,2031.01,-84718.890625,2382.72,563,563,15.2772
156.6226,2820000,2010.54,-84725.46875,2377.36,564,564,15.2233
156.5843,2825000,1993.99,-84782.703125,2380.02,565,565,15.3098
156.4743,2830000,2011.79,-84771.7421875,2389.87,566,566,15.1458
156.6261,2835000,2021.91,-84928.3515625,2401.73,567,567,15.2866
156.584,2840000,2011.93,-85119.4140625,2389.97,568,568,15.1994
156.6247,2845000,2009.24,-85225.7421875,2382.02,569,569,15.2715
156.5294,2850000,2007.93,-84974.6015625,2382.26,570,570,15.1068
156.5084,2855000,2009.46,-85126.375,2386.16,571,571,15.0689
156.5282,2860000,2013.06,-85249.921875,2389.07,572,572,15.2122
156.4653,2865000,1996.4,-85254.9296875,2375.17,573,573,15.0002
156.6241,2870000,1989.89,-85294.703125,2376.85,574,574,15.2062
156.6646,2875000,1996.68,-85374.96875,2362.87,575,575,15.2168
156.5728,2880000,2007.21,-85410.015625,2373.19,576,576,15.1819
156.46,2885000,2004.42,-85404.8125,2386.23,577,577,15.0943
156.4927,2890000,1997.34,-85496.875,2363.65,578,578,15.2358
156.4627,2895000,2010.21,-85517.375,2373.1,579,579,15.0866
156.5258,2900000,1989.11,-85550.3046875,2383.41,580,580,14.9918
156.5456,2905000,2014.17,-85966.3046875,2370.68,581,581,15.269
156.6623,2910000,1971.14,-85750.9921875,2358.75,582,582,15.2269
156.5619,2915000,2017.61,-85945.609375,2378.9,583,583,15.3117
156.5885,2920000,2017.02,-85777.4609375,2378.04,584,584,15.2077
156.6095,2925000,2016.63,-85832.46875,2365.53,585,585,15.2567
156.5694,2930000,1999.57,-85846.7421875,2369.11,586,586,15.0987
156.653,2935000,2006.55,-85885.640625,2374.82,587,587,15.2566
156.5189,2940000,2012.0,-86096.0390625,2367.55,588,588,15.3435
156.6391,2945000,1994.11,-86356.484375,2371.55,589,589,15.2337
156.5242,2950000,1887.28,-86231.34375,2354.41,590,590,15.1983
156.5278,2955000,1980.19,-86049.5234375,2346.75,591,591,15.1084
156.5395,2960000,1984.76,-86348.0,2369.76,592,592,15.1848
156.4906,2965000,2003.72,-86337.765625,2373.15,593,593,15.2245
156.5268,2970000,1987.59,-86422.265625,2358.77,594,594,15.1029
156.6764,2975000,1989.23,-86532.609375,2377.4,595,595,15.0877
156.5741,2980000,1978.4,-86575.75,2342.77,596,596,15.0508
156.6711,2985000,1998.27,-86430.3125,2363.95,597,597,15.0337
156.545,2990000,1984.94,-86512.0078125,2357.81,598,598,15.276
156.5839,2995000,1989.91,-86693.5859375,2365.72,599,599,15.1282
