Real Det Return,Reward Loss,Running Reverse KL,Running Forward KL,Running Update Time,Running Env Steps,Real Sto Return,Itration
4157.58,-98050.0859375,243.2735,498.3029,401,2005000,4731.76,401
3231.52,-97308.6796875,273.358,491.4869,402,2010000,4003.28,402
4130.94,-95737.859375,203.7473,485.7322,403,2015000,4191.1,403
1326.9,-94728.5625,305.794,491.5559,404,2020000,1023.57,404
2306.41,-93949.4375,207.0111,481.7489,405,2025000,2190.62,405
1845.01,-94285.4765625,246.992,483.7101,406,2030000,2568.0,406
1664.54,-91921.1484375,227.9947,483.0243,407,2035000,1814.42,407
1216.68,-91777.8671875,227.7959,485.2463,408,2040000,1432.13,408
1414.72,-88679.46875,246.4851,484.1143,409,2045000,1200.29,409
630.5,-87093.765625,274.0632,490.8311,410,2050000,619.83,410
1516.85,-92419.2890625,219.2403,482.8472,411,2055000,1843.89,411
1561.16,-93207.375,222.0416,475.7356,412,2060000,1395.12,412
1426.26,-90611.0234375,250.6113,465.5105,413,2065000,1842.54,413
2024.33,-92443.6875,216.9031,479.8052,414,2070000,2037.01,414
2575.69,-93568.9453125,196.2147,483.0594,415,2075000,2560.94,415
2022.8,-94150.5078125,211.1607,482.1332,416,2080000,2201.42,416
1709.4,-96519.453125,277.5405,480.8491,417,2085000,2498.63,417
1736.92,-93070.4296875,270.6076,484.9811,418,2090000,1193.68,418
1462.93,-94462.3515625,286.9204,477.6302,419,2095000,1643.96,419
1954.03,-91379.140625,226.4388,481.2744,420,2100000,2092.65,420
1025.29,-92738.4296875,294.2144,493.3313,421,2105000,1188.29,421
1875.94,-95024.2265625,237.838,486.8475,422,2110000,1722.03,422
2244.22,-92325.8828125,207.2893,485.8559,423,2115000,2063.81,423
1403.6,-92975.71875,264.0112,484.1239,424,2120000,1698.01,424
4440.75,-96949.421875,205.3606,491.4985,425,2125000,4197.89,425
1677.5,-92553.9453125,231.3619,491.6539,426,2130000,1969.36,426
3227.73,-96335.109375,192.3026,492.4648,427,2135000,3488.08,427
1683.18,-94796.8125,215.9671,484.1007,428,2140000,1771.6,428
1811.45,-95373.328125,217.5412,490.4299,429,2145000,1931.43,429
2515.85,-95778.1484375,220.3859,489.1132,430,2150000,1512.7,430
2079.41,-92089.0625,227.0818,488.515,431,2155000,2360.79,431
2027.92,-97148.6484375,230.4717,491.236,432,2160000,2417.43,432
2180.58,-96755.2734375,264.3126,499.0439,433,2165000,1273.4,433
1974.34,-85021.3828125,239.043,488.2602,434,2170000,2557.73,434
1921.7,-91896.1171875,245.1021,488.2229,435,2175000,1501.59,435
1886.57,-95673.4375,232.4732,482.3915,436,2180000,1265.09,436
627.47,-88220.7578125,288.1874,502.4513,437,2185000,650.15,437
1137.93,-94752.7265625,316.3765,493.1729,438,2190000,893.3,438
1449.98,-94102.921875,316.8337,498.6462,439,2195000,1145.42,439
1016.46,-95833.6953125,323.3349,498.777,440,2200000,1008.53,440
1392.06,-92625.28125,259.072,500.2216,441,2205000,1594.04,441
893.59,-91793.109375,259.8459,497.0192,442,2210000,994.72,442
2172.47,-95201.2734375,249.4741,489.8267,443,2215000,2397.5,443
3779.17,-97307.171875,193.8939,488.1148,444,2220000,3839.92,444
3612.27,-97637.9921875,207.2034,483.9512,445,2225000,3975.38,445
2908.17,-96565.3828125,230.5493,491.6469,446,2230000,2724.33,446
1907.16,-93803.3125,263.909,497.745,447,2235000,1685.19,447
1550.51,-95205.546875,241.0506,493.2264,448,2240000,2254.18,448
2030.79,-96735.6015625,270.351,499.4251,449,2245000,2221.36,449
2650.14,-94444.9140625,295.0723,498.3166,450,2250000,1900.7,450
952.6,-96231.5546875,298.6399,498.201,451,2255000,1043.83,451
1457.87,-96319.6796875,288.3201,497.7484,452,2260000,1088.12,452
2552.32,-93971.2734375,222.9138,490.1584,453,2265000,2714.78,453
2931.3,-97564.7890625,235.8795,494.666,454,2270000,2365.32,454
2565.69,-92959.2578125,198.8375,493.325,455,2275000,2313.07,455
2839.24,-96997.46875,276.884,496.6899,456,2280000,3093.68,456
2131.41,-97326.1484375,232.2996,493.8565,457,2285000,1827.04,457
3075.06,-88312.8046875,199.5392,490.8069,458,2290000,3685.2,458
1894.67,-96373.46875,247.1218,496.9157,459,2295000,1532.54,459
1771.88,-96233.734375,268.171,498.6472,460,2300000,1707.8,460
1585.83,-91610.1171875,286.281,489.6656,461,2305000,1838.26,461
2087.96,-93592.0078125,218.4883,488.1296,462,2310000,2153.27,462
2717.25,-97779.5078125,260.2165,494.6971,463,2315000,2219.96,463
943.74,-93498.2734375,268.6483,499.1494,464,2320000,1094.67,464
1131.7,-87500.390625,213.328,498.5389,465,2325000,1260.35,465
1280.1,-93881.296875,265.5173,497.3528,466,2330000,1885.58,466
940.2,-91941.7265625,285.021,500.7809,467,2335000,1120.5,467
1151.27,-92674.3203125,259.9004,492.7109,468,2340000,931.45,468
1695.96,-93366.7421875,276.4055,494.834,469,2345000,1639.08,469
696.33,-97126.7578125,365.1211,512.1627,470,2350000,830.12,470
654.79,-94316.0546875,323.4158,512.6524,471,2355000,701.89,471
1261.03,-98186.8203125,400.8899,517.495,472,2360000,1277.59,472
877.11,-97323.8515625,344.4704,509.7211,473,2365000,789.14,473
914.11,-97092.84375,310.783,498.8706,474,2370000,1086.0,474
946.16,-98086.78125,479.5576,508.4596,475,2375000,953.06,475
1187.5,-96683.4765625,311.1314,502.0665,476,2380000,890.46,476
1015.51,-96395.0703125,312.4544,504.1375,477,2385000,856.36,477
727.55,-96226.8671875,388.2164,509.6397,478,2390000,678.7,478
805.45,-96355.09375,491.9655,504.3486,479,2395000,848.68,479
1323.39,-89682.6015625,293.3804,504.0,480,2400000,1372.69,480
1225.75,-97332.4296875,435.3884,498.3388,481,2405000,1456.82,481
849.66,-97624.0625,341.7454,510.7081,482,2410000,745.87,482
528.41,-95048.8828125,313.0293,525.4203,483,2415000,620.54,483
691.91,-98069.71875,346.066,508.0449,484,2420000,600.71,484
1332.52,-97233.6328125,285.4422,495.809,485,2425000,1991.98,485
662.18,-98590.90625,507.9635,511.5808,486,2430000,666.64,486
929.82,-97778.3125,393.7666,519.8146,487,2435000,1110.67,487
929.76,-97643.2421875,371.5838,509.8603,488,2440000,1152.22,488
408.61,-97172.265625,1048.7963,532.684,489,2445000,391.43,489
458.21,-90332.828125,332.5834,509.4942,490,2450000,548.74,490
368.94,-97104.21875,583.4864,534.336,491,2455000,376.16,491
407.7,-98176.5234375,550.9635,547.0743,492,2460000,426.38,492
352.16,-96227.5703125,465.4351,529.5919,493,2465000,341.86,493
433.15,-97686.9375,655.4508,531.137,494,2470000,446.1,494
442.06,-94443.328125,390.6603,506.4154,495,2475000,438.14,495
307.51,-98533.7109375,708.2278,547.0443,496,2480000,280.03,496
458.58,-98279.90625,1253.6501,527.0836,497,2485000,454.96,497
383.43,-98635.4296875,607.1265,530.4219,498,2490000,459.28,498
465.85,-95074.5859375,533.2201,532.6265,499,2495000,427.62,499
342.21,-96242.09375,982.0757,531.2706,500,2500000,377.18,500
367.61,-90608.34375,726.6595,521.884,501,2505000,332.5,501
416.2,-80144.9609375,310.8604,504.8688,502,2510000,429.8,502
454.13,-85511.140625,619.1661,501.9977,503,2515000,432.6,503
379.53,-97109.0859375,1045.6464,520.7978,504,2520000,388.03,504
295.83,-98263.6171875,705.1007,589.233,505,2525000,286.66,505
396.36,-95617.234375,846.4902,521.4309,506,2530000,411.93,506
320.55,-96380.4609375,689.0001,530.5049,507,2535000,314.28,507
416.98,-86777.1875,403.9092,503.5809,508,2540000,406.95,508
418.49,-93205.4375,626.004,518.0536,509,2545000,412.02,509
440.56,-91287.5390625,501.9224,513.0703,510,2550000,426.12,510
413.53,-90216.234375,456.8294,511.6693,511,2555000,416.98,511
367.72,-90994.0546875,359.7531,511.6733,512,2560000,380.37,512
398.92,-88240.6484375,425.6283,507.2357,513,2565000,374.42,513
359.3,-95796.1484375,540.0565,510.1107,514,2570000,403.12,514
354.33,-96679.234375,966.1167,531.7807,515,2575000,360.17,515
286.83,-86742.0546875,545.0296,566.2656,516,2580000,288.49,516
387.11,-96991.828125,802.4238,529.9979,517,2585000,412.06,517
375.36,-97973.0703125,658.5217,536.8033,518,2590000,370.72,518
323.77,-96233.0078125,655.2181,537.2146,519,2595000,341.53,519
233.17,-98092.28125,652.9833,614.1343,520,2600000,226.89,520
318.84,-95873.234375,1441.3148,535.6133,521,2605000,333.14,521
268.76,-97815.34375,888.3365,596.6258,522,2610000,276.6,522
325.4,-96248.640625,745.2123,560.1216,523,2615000,353.34,523
210.23,-85904.5703125,705.3144,550.7476,524,2620000,204.7,524
147.37,-95463.234375,544.8011,578.4378,525,2625000,149.93,525
186.21,-96835.0546875,2776.334,584.5376,526,2630000,195.88,526
164.88,-98269.6640625,2721.746,616.7913,527,2635000,175.99,527
143.71,-97530.421875,3569.0097,679.2179,528,2640000,125.67,528
84.48,-98580.140625,3993.7691,695.4031,529,2645000,90.31,529
69.71,-95978.5859375,1596.8027,670.8829,530,2650000,69.29,530
73.67,-98898.828125,1350.3242,710.4425,531,2655000,75.56,531
71.2,-91610.53125,771.8289,664.0776,532,2660000,72.38,532
74.73,-91114.28125,749.1875,671.1845,533,2665000,76.9,533
81.81,-98734.9296875,1119.8549,698.5933,534,2670000,79.39,534
67.34,-99087.078125,2382.0576,723.8056,535,2675000,67.39,535
64.48,-99209.6328125,3446.243,748.9935,536,2680000,64.28,536
63.44,-98625.25,874.4388,703.7034,537,2685000,64.24,537
63.84,-98894.53125,1913.8789,713.2951,538,2690000,63.42,538
63.8,-99145.890625,3589.6401,725.735,539,2695000,62.49,539
64.06,-97934.765625,1050.2115,718.0058,540,2700000,64.41,540
63.6,-99283.421875,3860.5063,739.0493,541,2705000,64.0,541
65.52,-97518.2890625,2479.9365,707.7391,542,2710000,65.02,542
63.52,-97961.359375,815.2021,690.9016,543,2715000,63.71,543
65.72,-84673.65625,436.5728,650.117,544,2720000,64.82,544
64.41,-88589.25,888.5586,665.2072,545,2725000,64.3,545
64.62,-97585.4453125,562.2945,665.312,546,2730000,65.38,546
65.15,-82036.0234375,382.9384,633.9067,547,2735000,65.29,547
64.78,-85420.0,459.8557,643.8693,548,2740000,65.25,548
66.64,-79432.640625,424.2001,650.4547,549,2745000,65.95,549
64.44,-77583.640625,525.1942,623.3442,550,2750000,65.54,550
65.19,-61275.0546875,836.2347,644.1247,551,2755000,65.04,551
65.25,-67734.4609375,1399.3012,648.543,552,2760000,65.83,552
67.98,-76206.46875,527.9939,638.6318,553,2765000,67.19,553
64.42,-82161.9296875,499.7165,646.6249,554,2770000,66.12,554
68.81,-82464.0859375,2135.5762,669.1694,555,2775000,69.63,555
66.52,-75983.09375,718.0351,646.6165,556,2780000,67.7,556
70.08,-79052.9140625,1140.8291,683.6458,557,2785000,69.76,557
68.47,-82654.3671875,731.4115,628.9542,558,2790000,68.19,558
67.44,-79390.3671875,599.7973,647.2987,559,2795000,68.05,559
69.47,-77391.9609375,1092.1347,648.094,560,2800000,69.54,560
66.7,-89824.3984375,1855.0625,675.3139,561,2805000,67.54,561
68.37,-82507.1484375,879.333,645.6114,562,2810000,69.26,562
66.21,-88422.078125,581.8106,634.0409,563,2815000,66.04,563
68.08,-82424.5859375,767.6093,650.0463,564,2820000,67.94,564
66.14,-82582.6796875,2154.1745,663.3831,565,2825000,66.9,565
68.99,-83227.34375,719.284,635.2068,566,2830000,69.41,566
65.99,-89782.2578125,1875.372,664.7132,567,2835000,67.29,567
70.17,-83163.7265625,348.8363,622.9347,568,2840000,69.44,568
66.11,-85707.3203125,731.3428,645.6177,569,2845000,66.03,569
66.31,-80105.828125,1513.7842,641.7237,570,2850000,66.5,570
65.79,-86163.1953125,1388.3339,648.1761,571,2855000,65.87,571
68.57,-83371.7265625,1049.2625,663.7133,572,2860000,66.32,572
68.1,-83769.75,961.9621,633.9096,573,2865000,68.08,573
66.15,-81680.9453125,493.1533,643.8164,574,2870000,67.4,574
68.65,-87496.265625,828.275,648.2259,575,2875000,66.97,575
67.06,-89635.328125,1580.3686,679.1062,576,2880000,67.26,576
66.25,-87195.9609375,662.994,645.5045,577,2885000,66.2,577
66.32,-92760.8515625,1667.1079,648.5746,578,2890000,65.89,578
67.08,-87260.2265625,779.2084,611.8412,579,2895000,67.75,579
69.6,-87231.3984375,969.8628,627.0988,580,2900000,68.94,580
67.7,-88329.90625,712.1493,633.8069,581,2905000,67.1,581
66.99,-92037.8125,1436.5808,640.2125,582,2910000,66.14,582
67.91,-87986.8203125,430.9821,619.3096,583,2915000,68.37,583
66.8,-90669.5703125,587.7004,647.1576,584,2920000,68.32,584
69.09,-91638.46875,804.2286,652.1641,585,2925000,68.82,585
68.32,-93375.0390625,336.2737,628.63,586,2930000,67.71,586
69.45,-91836.90625,418.6118,605.7099,587,2935000,69.48,587
70.05,-96295.0625,467.0741,633.5943,588,2940000,70.49,588
70.16,-91040.0,466.4922,644.8121,589,2945000,68.76,589
70.27,-92634.84375,480.0793,645.2325,590,2950000,70.38,590
68.4,-92147.3515625,783.4591,630.0446,591,2955000,68.21,591
68.42,-92970.5234375,1333.7133,646.1381,592,2960000,68.35,592
66.98,-92249.40625,728.4776,650.0149,593,2965000,66.77,593
70.5,-92916.5078125,1111.5553,649.625,594,2970000,70.08,594
69.44,-90990.359375,914.4345,647.7321,595,2975000,69.19,595
70.52,-90936.3828125,973.9534,648.378,596,2980000,70.52,596
70.25,-91478.5703125,499.3054,599.6437,597,2985000,70.44,597
70.5,-92061.734375,317.0971,627.1295,598,2990000,70.5,598
70.45,-93018.46875,1060.5645,624.4175,599,2995000,70.13,599
