Real Det Return,Running Reverse KL,Itration,Running Forward KL,Reward Loss,Real Sto Return,Running Env Steps,Running Update Time
2354.67,15.2997,386,156.5681,-14203.1474609375,1996.78,1930000,386
2347.47,15.1186,387,156.7877,-14123.06640625,1986.95,1935000,387
2324.63,15.0455,388,156.633,-14211.2373046875,1986.13,1940000,388
2325.65,15.1618,389,156.4953,-14199.8701171875,1980.05,1945000,389
2330.35,15.1794,390,156.542,-14268.4208984375,1971.62,1950000,390
2355.56,15.0629,391,156.5213,-14258.6953125,1996.77,1955000,391
2323.19,14.9156,392,156.6464,-14232.7265625,1974.34,1960000,392
2325.97,15.1702,393,156.5826,-14228.9541015625,1967.55,1965000,393
2346.92,14.9434,394,156.5711,-14321.2412109375,1984.87,1970000,394
2319.94,15.1132,395,156.5293,-14321.0126953125,1991.42,1975000,395
2321.26,15.1279,396,156.6125,-14304.587890625,1972.01,1980000,396
2342.81,15.0291,397,156.5362,-14347.3896484375,1978.63,1985000,397
2359.66,15.3958,398,156.7378,-14360.822265625,1983.0,1990000,398
2312.28,15.265,399,156.5807,-14337.90234375,1979.65,1995000,399
2330.23,15.2679,400,156.5027,-14433.4990234375,1972.75,2000000,400
2337.02,15.0357,401,156.448,-14366.857421875,1961.93,2005000,401
2337.29,15.3438,402,156.5351,-14390.564453125,1984.01,2010000,402
2346.1,15.1017,403,156.516,-14427.6435546875,1991.63,2015000,403
