Real Sto Return,Running Env Steps,Running Reverse KL,Itration,Reward Loss,Running Forward KL,Running Update Time,Real Det Return
545.78,2000000,34.3076,400,-8295.5078125,50.2392,400,922.67
435.52,2005000,42.0294,401,-8683.4228515625,51.0239,401,669.25
445.84,2010000,37.5785,402,-8507.3291015625,50.1313,402,598.97
342.61,2015000,33.6302,403,-8935.6787109375,50.699,403,548.26
273.85,2020000,20.5279,404,-8330.126953125,50.6943,404,401.6
465.56,2025000,22.9705,405,-7728.15673828125,49.731,405,310.95
361.76,2030000,28.8916,406,-8696.4833984375,50.4587,406,397.07
383.63,2035000,43.7148,407,-8340.3427734375,50.6404,407,371.85
417.4,2040000,47.4684,408,-8253.5966796875,51.2436,408,330.17
333.31,2045000,41.2069,409,-9116.6142578125,51.5239,409,356.8
283.64,2050000,34.8896,410,-8975.09375,51.0316,410,301.57
