Running Reverse KL,Reward Loss,Itration,Running Update Time,Real Det Return,Running Forward KL,Real Sto Return,Running Env Steps
14.9939,-71268.1796875,395,395,2312.05,156.6352,1941.56,1975000
15.1104,-71414.859375,396,396,2306.15,156.4153,1938.4,1980000
14.8556,-71242.5703125,397,397,2273.97,156.58,1930.29,1985000
14.8458,-71007.5078125,398,398,2278.62,156.7375,1916.68,1990000
14.8751,-71239.546875,399,399,2246.08,156.8119,1884.48,1995000
14.8863,-71364.171875,400,400,2267.87,156.6196,1891.94,2000000
14.8423,-71705.2890625,401,401,2253.71,156.5545,1917.54,2005000
14.81,-71434.953125,402,402,2253.6,156.7335,1912.45,2010000
15.0535,-71786.53125,403,403,2272.3,156.7477,1916.22,2015000
14.8587,-71694.578125,404,404,2255.29,156.6714,1887.61,2020000
14.9942,-71780.8671875,405,405,2245.69,156.7295,1905.26,2025000
14.8253,-71867.890625,406,406,2237.88,156.7356,1877.67,2030000
14.9113,-72073.0625,407,407,2258.68,156.6429,1904.39,2035000
14.717,-71765.7734375,408,408,2236.85,156.4474,1891.24,2040000
14.718,-72143.1015625,409,409,2219.25,156.6105,1885.97,2045000
14.5795,-72142.234375,410,410,2215.25,156.613,1864.85,2050000
14.7026,-72182.3203125,411,411,2269.04,156.7414,1890.84,2055000
14.7366,-72184.9296875,412,412,2258.21,156.5118,1877.87,2060000
14.7309,-72188.7890625,413,413,2256.41,156.5139,1907.31,2065000
14.7522,-72579.78125,414,414,2245.82,156.5728,1887.75,2070000
14.7922,-73100.515625,415,415,2287.53,156.6705,1923.17,2075000
15.0632,-72654.171875,416,416,2264.37,156.5835,1915.16,2080000
14.9278,-73093.5625,417,417,2278.83,156.554,1938.96,2085000
14.9086,-73099.59375,418,418,2277.9,156.5659,1929.07,2090000
14.7276,-72890.9453125,419,419,2240.28,156.6219,1892.84,2095000
14.7182,-73325.1015625,420,420,2270.4,156.562,1898.78,2100000
15.0007,-73143.984375,421,421,2260.17,156.5979,1933.66,2105000
14.8905,-73820.3046875,422,422,2295.76,156.6354,1945.75,2110000
14.9331,-73599.03125,423,423,2284.81,156.5243,1915.81,2115000
14.9799,-73732.859375,424,424,2288.04,156.4642,1918.9,2120000
14.8217,-73626.3046875,425,425,2255.01,156.719,1895.52,2125000
14.9466,-73727.4765625,426,426,2265.46,156.698,1894.98,2130000
14.8871,-74205.265625,427,427,2271.77,156.6823,1926.29,2135000
14.7436,-73930.3203125,428,428,2275.17,156.6434,1917.99,2140000
14.6804,-74231.4453125,429,429,2270.77,156.6573,1895.35,2145000
14.965,-74179.0234375,430,430,2238.49,156.6332,1894.87,2150000
14.8187,-74492.9453125,431,431,2262.17,156.6344,1904.04,2155000
14.8252,-74174.59375,432,432,2241.56,156.5872,1903.37,2160000
14.7971,-73988.765625,433,433,2241.87,156.5063,1865.64,2165000
14.8249,-74854.265625,434,434,2272.82,156.6278,1909.24,2170000
14.803,-74839.6953125,435,435,2276.75,156.6985,1910.45,2175000
14.9156,-74477.1484375,436,436,2271.6,156.5928,1907.96,2180000
14.928,-74390.8984375,437,437,2279.52,156.7284,1929.87,2185000
14.7554,-74921.5625,438,438,2281.26,156.4674,1910.96,2190000
14.7433,-74635.6015625,439,439,2269.01,156.5882,1906.93,2195000
14.8479,-75244.4921875,440,440,2297.41,156.714,1915.58,2200000
14.9601,-74975.234375,441,441,2278.54,156.7301,1904.85,2205000
14.78,-75159.265625,442,442,2294.64,156.458,1923.37,2210000
14.8213,-75299.453125,443,443,2274.92,156.6268,1925.95,2215000
14.7477,-74934.390625,444,444,2259.79,156.5991,1921.29,2220000
14.8351,-75691.9296875,445,445,2282.95,156.6717,1925.1,2225000
14.882,-75547.359375,446,446,2278.87,156.5056,1938.58,2230000
14.7093,-75130.796875,447,447,2252.29,156.542,1902.91,2235000
14.7421,-75583.2578125,448,448,2276.19,156.5532,1904.96,2240000
14.6291,-75442.734375,449,449,2281.86,156.5367,1918.14,2245000
14.6349,-75734.4296875,450,450,2229.22,156.4926,1903.53,2250000
14.8577,-75903.3203125,451,451,2276.89,156.5791,1916.86,2255000
14.8949,-75707.515625,452,452,2248.14,156.8227,1928.65,2260000
14.77,-76257.3828125,453,453,2268.35,156.7322,1903.05,2265000
14.7208,-76216.484375,454,454,2258.27,156.4979,1922.24,2270000
15.0072,-76254.2734375,455,455,2257.7,156.6916,1922.25,2275000
14.8542,-76543.8125,456,456,2269.55,156.7163,1938.74,2280000
14.8906,-76678.453125,457,457,2283.73,156.5244,1948.04,2285000
14.9256,-76671.671875,458,458,2273.05,156.4093,1910.76,2290000
14.9293,-76634.2890625,459,459,2257.04,156.7136,1913.16,2295000
14.9177,-76975.875,460,460,2296.65,156.6111,1934.03,2300000
14.8275,-76688.28125,461,461,2270.52,156.7515,1915.03,2305000
14.8321,-76592.3203125,462,462,2251.43,156.6719,1895.27,2310000
14.8117,-76979.734375,463,463,2254.83,156.6148,1925.83,2315000
14.8571,-76952.25,464,464,2267.98,156.4583,1908.9,2320000
15.0041,-77731.203125,465,465,2300.54,156.5731,1937.95,2325000
14.9553,-77150.9609375,466,466,2278.36,156.587,1929.32,2330000
14.8957,-77348.96875,467,467,2272.24,156.6346,1915.89,2335000
14.9225,-77253.375,468,468,2243.24,156.6203,1884.79,2340000
14.8312,-77778.046875,469,469,2320.35,156.5789,1949.16,2345000
14.497,-77856.953125,470,470,2224.35,156.4802,1830.32,2350000
14.8885,-77790.4140625,471,471,2280.44,156.5162,1933.54,2355000
14.7666,-77627.5703125,472,472,2269.84,156.534,1907.8,2360000
14.741,-77587.84375,473,473,2245.59,156.5254,1906.67,2365000
14.7437,-77672.28125,474,474,2252.91,156.6083,1873.35,2370000
14.971,-77948.890625,475,475,2287.73,156.6256,1952.87,2375000
14.986,-78146.0703125,476,476,2260.04,156.6981,1923.2,2380000
13.6324,-79285.1484375,477,477,1828.52,156.6227,1413.98,2385000
14.4806,-79943.25,478,478,2243.49,156.6853,1890.28,2390000
14.5789,-79014.0,479,479,2278.9,156.3618,1936.99,2395000
14.7561,-78541.921875,480,480,2289.46,156.4614,1941.04,2400000
15.072,-78655.546875,481,481,2292.67,156.5878,1958.51,2405000
14.8642,-78738.0078125,482,482,2309.51,156.6305,1954.51,2410000
15.199,-78415.953125,483,483,2290.99,156.6406,1923.25,2415000
15.0919,-78863.7109375,484,484,2280.26,156.6353,1944.96,2420000
14.9631,-78361.609375,485,485,2274.48,156.6495,1928.95,2425000
15.1471,-79136.265625,486,486,2283.31,156.6425,1967.65,2430000
14.7253,-78321.6484375,487,487,2197.43,156.6053,1845.83,2435000
14.6349,-78442.265625,488,488,2123.23,156.4635,1856.71,2440000
14.9719,-78771.0546875,489,489,2265.38,156.5591,1933.35,2445000
14.9444,-78957.4140625,490,490,2243.74,156.4002,1928.07,2450000
14.8886,-78939.6015625,491,491,2264.15,156.666,1925.57,2455000
14.6573,-79249.7578125,492,492,2268.29,156.4797,1917.97,2460000
14.8629,-79648.4375,493,493,2231.27,156.567,1893.35,2465000
15.0121,-79805.921875,494,494,2274.81,156.6348,1919.61,2470000
14.83,-79407.15625,495,495,2215.24,156.4482,1922.8,2475000
14.914,-79902.859375,496,496,2201.52,156.5834,1904.05,2480000
14.829,-79769.7109375,497,497,2187.76,156.6673,1903.7,2485000
14.7751,-79649.875,498,498,2234.53,156.5351,1916.31,2490000
14.9083,-79528.796875,499,499,2246.33,156.5588,1923.28,2495000
14.6891,-79633.421875,500,500,2209.68,156.7007,1893.35,2500000
14.8364,-80279.7890625,501,501,2254.69,156.6401,1922.96,2505000
14.8334,-79852.8046875,502,502,2259.3,156.6019,1905.2,2510000
14.8434,-80069.1171875,503,503,2261.92,156.3883,1908.63,2515000
14.8468,-79797.96875,504,504,2207.46,156.5585,1896.74,2520000
14.7546,-79780.0078125,505,505,2238.42,156.4506,1900.42,2525000
15.0254,-79962.9375,506,506,2256.78,156.687,1934.05,2530000
14.8055,-80062.0,507,507,2275.71,156.5637,1928.54,2535000
14.9286,-80387.671875,508,508,2255.77,156.5829,1918.01,2540000
14.8022,-80364.4140625,509,509,2244.71,156.4845,1908.66,2545000
14.8705,-80766.53125,510,510,2271.8,156.7005,1940.92,2550000
14.759,-80473.0859375,511,511,2255.47,156.4669,1880.27,2555000
14.9447,-80648.2890625,512,512,2240.12,156.6415,1931.21,2560000
14.8476,-80564.015625,513,513,2228.56,156.5125,1926.18,2565000
14.9931,-80673.3828125,514,514,2257.31,156.5703,1932.09,2570000
14.8889,-80942.4609375,515,515,2253.97,156.7358,1873.31,2575000
14.9212,-80786.78125,516,516,2277.52,156.7167,1953.06,2580000
14.7066,-80785.5546875,517,517,1947.36,156.568,1669.32,2585000
14.6206,-82268.9765625,518,518,2244.21,156.4764,1835.27,2590000
14.6283,-81159.0625,519,519,1630.9,156.6709,1366.09,2595000
14.5917,-82635.8046875,520,520,2192.74,156.37,1877.66,2600000
14.9373,-81911.6953125,521,521,2289.28,156.2244,1956.83,2605000
15.0223,-81799.1953125,522,522,2310.27,156.4386,1958.16,2610000
14.9915,-81473.8203125,523,523,2303.32,156.7089,1971.76,2615000
15.0073,-81590.96875,524,524,2329.62,156.6835,1957.22,2620000
14.995,-81978.09375,525,525,2332.1,156.5437,1969.47,2625000
15.1632,-82234.546875,526,526,2284.79,156.4659,1946.85,2630000
14.5752,-85484.0703125,527,527,1806.68,156.3032,1601.71,2635000
15.3111,-82845.3203125,528,528,2200.81,156.6107,1904.84,2640000
14.9884,-81939.109375,529,529,2292.58,156.6117,1962.58,2645000
14.9199,-82832.8984375,530,530,2280.65,156.4171,1968.78,2650000
15.009,-82118.234375,531,531,2285.81,156.6194,1966.32,2655000
15.2107,-82629.03125,532,532,2314.18,156.7575,1987.12,2660000
15.0263,-81984.2265625,533,533,2305.5,156.5352,1957.76,2665000
15.2493,-83390.546875,534,534,2084.86,156.46,1782.99,2670000
15.4462,-81579.984375,535,535,1472.44,156.9865,1247.44,2675000
14.8068,-82968.09375,536,536,2256.51,156.4034,1944.43,2680000
15.1726,-82600.2578125,537,537,2331.99,156.5061,1998.37,2685000
15.2432,-82812.359375,538,538,2337.68,156.6802,1995.27,2690000
15.1217,-83203.953125,539,539,2358.76,156.6251,1995.27,2695000
14.9452,-82912.625,540,540,2313.62,156.6145,1970.44,2700000
15.0824,-82890.0546875,541,541,2321.4,156.5771,1967.14,2705000
15.9591,-82781.90625,542,542,2093.02,156.829,1829.11,2710000
15.0637,-82778.765625,543,543,2270.9,156.6415,1964.02,2715000
15.0452,-82913.125,544,544,2287.74,156.6915,1964.07,2720000
15.1605,-83091.390625,545,545,2256.46,156.6788,1929.16,2725000
15.1599,-82875.2265625,546,546,2249.23,156.6322,1945.37,2730000
15.1207,-82869.65625,547,547,2241.21,156.6859,1944.52,2735000
14.4609,-85092.4453125,548,548,1840.25,156.5766,1575.23,2740000
14.8381,-83585.078125,549,549,2261.34,156.7779,1960.44,2745000
14.9911,-83307.9296875,550,550,2294.7,156.7089,1934.37,2750000
15.0906,-83710.90625,551,551,2322.01,156.7134,1993.62,2755000
14.9988,-83385.953125,552,552,2246.68,156.6895,1958.62,2760000
14.9288,-83685.640625,553,553,2239.41,156.5655,1952.62,2765000
15.0477,-83611.8203125,554,554,2264.89,156.5237,1931.51,2770000
15.1397,-83488.921875,555,555,2252.6,156.6389,1927.9,2775000
14.3685,-83320.90625,556,556,1531.63,157.0318,1256.19,2780000
15.0506,-84997.359375,557,557,1652.63,156.6664,1356.01,2785000
14.7994,-84326.9921875,558,558,2212.02,156.7536,1917.95,2790000
13.8048,-84255.890625,559,559,1398.99,156.7428,1148.45,2795000
14.0222,-85731.3203125,560,560,1613.34,156.5326,1388.16,2800000
14.6435,-84641.71875,561,561,2197.34,156.5548,1878.53,2805000
14.9123,-84233.9765625,562,562,2303.71,156.5013,1948.45,2810000
14.982,-84053.3671875,563,563,2320.78,156.6434,1979.58,2815000
14.8722,-83971.1015625,564,564,2269.57,156.6598,1953.22,2820000
15.0573,-84027.296875,565,565,2298.55,156.5685,1951.69,2825000
15.1224,-84222.1171875,566,566,2173.29,156.4918,1881.08,2830000
14.8312,-84288.1484375,567,567,2272.26,156.4394,1952.16,2835000
15.0731,-84157.671875,568,568,2256.38,156.5636,1936.81,2840000
14.57,-84855.4609375,569,569,2129.29,156.3548,1817.62,2845000
14.5476,-85543.9921875,570,570,2160.41,156.4206,1816.41,2850000
15.0299,-84966.5078125,571,571,2264.69,156.5822,1939.86,2855000
15.1535,-84816.53125,572,572,2279.04,156.6075,1967.22,2860000
15.006,-84794.0859375,573,573,2296.96,156.7668,1949.87,2865000
15.1823,-84454.6875,574,574,2276.93,156.7588,1946.56,2870000
14.8634,-84662.125,575,575,2273.2,156.8339,1941.32,2875000
14.7001,-84259.140625,576,576,2230.87,156.8238,1882.3,2880000
14.6439,-84718.0078125,577,577,2129.85,156.4085,1887.11,2885000
14.9571,-84861.5546875,578,578,2250.97,156.4528,1894.45,2890000
14.9031,-85826.0234375,579,579,1962.07,156.4183,1690.53,2895000
15.1185,-85300.140625,580,580,2284.19,156.5885,1951.62,2900000
15.3403,-85037.1796875,581,581,2300.2,156.7615,1980.76,2905000
15.2046,-85086.890625,582,582,2292.7,156.6665,1959.8,2910000
15.1279,-85202.5546875,583,583,2298.5,156.7096,1974.43,2915000
15.0971,-85177.3125,584,584,2290.0,156.6517,1968.32,2920000
15.4697,-86946.578125,585,585,1987.06,156.9127,1677.69,2925000
14.8685,-86551.0546875,586,586,2232.72,156.4089,1878.55,2930000
14.9865,-85645.28125,587,587,2300.45,156.7158,1977.07,2935000
15.1935,-85310.6953125,588,588,2278.63,156.6792,1949.23,2940000
15.3392,-86011.1875,589,589,2258.24,156.6674,1905.54,2945000
15.5861,-84944.4765625,590,590,745.34,157.4007,837.77,2950000
14.3774,-86377.6953125,591,591,2180.9,156.4286,1812.21,2955000
15.0175,-86073.65625,592,592,2317.3,156.7115,1939.91,2960000
15.2175,-85702.625,593,593,2305.23,156.7506,1968.19,2965000
15.1729,-85550.6796875,594,594,2288.46,156.8058,1955.22,2970000
15.3078,-85618.1328125,595,595,2287.51,156.8161,1976.11,2975000
15.159,-85869.9609375,596,596,2293.08,156.8155,1959.16,2980000
15.2551,-85820.78125,597,597,2267.32,156.8269,1926.51,2985000
15.2543,-86204.5234375,598,598,2283.06,156.8414,1942.24,2990000
15.835,-84726.8984375,599,599,889.68,157.4603,744.58,2995000
