Running Env Steps,Itration,Reward Loss,Real Sto Return,Running Forward KL,Running Reverse KL,Real Det Return,Running Update Time
1935000,387,-25073.12890625,3181.73,44.4852,17.7313,4045.2,387
1940000,388,-25894.82421875,2376.57,44.8416,16.7149,3803.89,388
1945000,389,-24844.896484375,2946.9,44.4583,17.9744,4074.33,389
1950000,390,-26761.216796875,2794.28,44.701,16.9349,4130.48,390
1955000,391,-25847.349609375,3147.73,44.2668,16.213,3987.25,391
1960000,392,-26372.53125,2797.37,44.7899,15.1254,3959.3,392
1965000,393,-25978.849609375,2539.74,44.8074,17.1634,4061.48,393
1970000,394,-28354.810546875,2085.47,45.0448,18.0921,3776.51,394
1975000,395,-27616.90234375,2525.37,44.7975,15.533,4085.61,395
1980000,396,-29307.740234375,2545.53,45.3687,28.8765,4094.18,396
1985000,397,-27990.00390625,2345.87,45.2555,19.9561,4074.05,397
1990000,398,-26951.884765625,2873.13,44.5189,18.389,4013.09,398
1995000,399,-28224.455078125,2754.98,44.5555,21.6133,4078.26,399
2000000,400,-28426.103515625,3145.52,44.9222,16.7878,4040.5,400
2005000,401,-27356.75390625,3270.07,44.6476,17.8916,3941.17,401
2010000,402,-29282.66015625,2233.02,45.1174,19.1293,3761.75,402
2015000,403,-25995.6875,3494.25,44.3318,17.5885,4024.21,403
2020000,404,-27878.662109375,2774.76,44.4452,18.3332,4034.87,404
2025000,405,-26356.619140625,3203.12,44.4751,17.9565,3595.08,405
2030000,406,-27803.251953125,3019.13,44.9948,22.032,3951.66,406
2035000,407,-26308.3671875,3169.34,44.4357,17.8964,3911.99,407
2040000,408,-27492.6640625,2754.47,44.8078,18.4899,3830.44,408
2045000,409,-28274.85546875,2560.61,44.703,17.0377,3883.42,409
2050000,410,-28375.62109375,2811.12,44.697,17.5615,3889.28,410
2055000,411,-27611.16015625,3451.51,44.9482,17.1716,3965.47,411
2060000,412,-28304.078125,3541.33,45.026,18.6561,4052.01,412
2065000,413,-27647.212890625,3632.8,44.3174,16.6098,3981.14,413
2070000,414,-28863.62109375,3197.72,44.6213,18.2391,4094.32,414
2075000,415,-27237.75390625,3253.99,44.5143,17.1178,4091.53,415
2080000,416,-28059.013671875,3380.4,44.5028,18.377,4005.68,416
2085000,417,-27360.732421875,3655.94,44.6677,18.5193,3951.94,417
2090000,418,-28655.4453125,3590.66,44.7729,17.023,3985.45,418
2095000,419,-28802.703125,3397.49,44.5896,18.7165,4011.62,419
2100000,420,-29003.25390625,3068.59,44.3981,18.355,3865.22,420
2105000,421,-29842.728515625,3357.02,44.4424,17.9643,4070.8,421
2110000,422,-29220.19140625,3669.97,44.5468,18.3216,4066.82,422
2115000,423,-27499.75,3573.71,44.5288,17.8243,4031.2,423
2120000,424,-29699.76171875,3701.0,44.4658,17.8625,4050.52,424
2125000,425,-29453.21875,3425.88,44.5943,17.7154,4076.87,425
2130000,426,-29415.1796875,3490.52,44.3461,16.857,3829.82,426
2135000,427,-28464.82421875,3376.54,44.5768,17.0733,4105.35,427
2140000,428,-28670.365234375,3557.19,44.4304,17.4351,4045.25,428
2145000,429,-30052.841796875,3493.5,44.6085,17.1627,3973.65,429
2150000,430,-30650.65234375,2985.62,44.8175,15.6058,4056.01,430
2155000,431,-29496.072265625,3004.34,44.7161,16.9968,3999.8,431
2160000,432,-30495.33984375,2772.18,44.8924,17.4274,4008.58,432
2165000,433,-32142.7734375,2508.6,44.7465,17.8766,3729.71,433
2170000,434,-30834.001953125,3582.69,44.8962,18.3416,4055.48,434
2175000,435,-30056.416015625,3157.48,44.3617,17.8045,3817.57,435
2180000,436,-30586.63671875,3122.35,44.7685,16.5657,3981.65,436
2185000,437,-30133.556640625,3165.58,44.298,16.2376,3487.75,437
2190000,438,-29642.515625,3281.57,44.2582,16.8956,4131.36,438
2195000,439,-30487.263671875,2989.34,44.7601,17.4521,4061.87,439
2200000,440,-31128.68359375,2878.49,44.5215,16.9661,3776.72,440
2205000,441,-32454.990234375,2983.47,44.7326,17.1924,3723.01,441
2210000,442,-32550.978515625,2541.97,45.1062,18.0138,3627.87,442
2215000,443,-31429.373046875,2669.99,44.8311,15.4706,3951.61,443
2220000,444,-33809.90234375,2414.26,44.6045,21.7132,3746.72,444
2225000,445,-32667.2734375,2531.12,44.6543,16.1773,3502.56,445
2230000,446,-32247.310546875,2511.81,44.6669,18.4437,3464.27,446
2235000,447,-31869.43359375,2157.66,45.008,17.674,2500.96,447
2240000,448,-30929.982421875,2591.23,45.0937,16.2342,3291.2,448
2245000,449,-33680.33203125,2374.26,45.0398,17.5938,3010.16,449
2250000,450,-32144.97265625,2558.98,44.8248,18.1532,3799.16,450
2255000,451,-31870.009765625,2696.97,44.7265,14.7535,3271.57,451
2260000,452,-31736.248046875,2843.62,44.4105,16.592,4011.64,452
2265000,453,-31547.072265625,2702.92,44.6262,14.7865,3692.03,453
2270000,454,-31825.654296875,3298.03,44.7028,15.6554,3999.89,454
2275000,455,-30538.318359375,2846.54,44.2157,16.1696,3751.93,455
2280000,456,-31235.544921875,3116.75,44.7286,16.5879,4005.29,456
2285000,457,-32801.375,2997.24,44.4248,15.2351,3265.17,457
2290000,458,-33311.8203125,2527.76,44.8405,15.8666,2993.23,458
2295000,459,-33367.25390625,2414.0,44.6944,15.0304,3948.34,459
2300000,460,-31773.802734375,3320.5,44.1688,15.5039,4066.09,460
2305000,461,-32278.1484375,3314.67,44.5988,15.3497,4067.46,461
2310000,462,-32526.509765625,3440.85,44.6859,15.9608,3896.46,462
2315000,463,-31028.33203125,3081.69,43.9933,15.8165,4090.09,463
2320000,464,-32402.0703125,3186.39,44.3948,15.078,4019.5,464
2325000,465,-31936.642578125,2668.02,44.0762,15.5913,4017.95,465
2330000,466,-32392.681640625,2707.42,44.212,16.1131,4138.84,466
2335000,467,-34366.703125,2957.37,44.5791,15.7573,4114.89,467
2340000,468,-32256.939453125,3014.67,44.5105,16.4575,4071.37,468
2345000,469,-31328.34375,3333.16,43.8564,16.6144,3910.57,469
2350000,470,-33722.5390625,2576.54,44.4258,15.2461,4038.75,470
2355000,471,-32758.99609375,2626.84,44.3287,16.8285,4166.81,471
2360000,472,-33415.28125,3122.51,44.4061,15.8611,3936.41,472
2365000,473,-33896.32421875,2689.05,44.5144,19.2703,2313.3,473
2370000,474,-32849.453125,2865.28,44.3557,15.6701,2305.51,474
2375000,475,-34621.97265625,3213.86,44.23,15.8673,4109.2,475
2380000,476,-37411.62890625,2850.15,44.532,14.5083,4043.37,476
2385000,477,-34178.9765625,3563.34,44.6213,16.6444,4142.25,477
2390000,478,-36154.2421875,2486.61,44.5766,15.1074,3818.01,478
2395000,479,-35633.9375,3089.83,44.2366,15.8689,4094.89,479
2400000,480,-35993.19921875,3166.26,44.657,15.6885,4157.53,480
2405000,481,-36236.4921875,2735.18,44.4725,15.8411,3922.09,481
2410000,482,-36049.359375,3196.77,44.3371,16.2747,4197.54,482
2415000,483,-36341.234375,2652.8,44.2482,15.2395,3955.09,483
2420000,484,-36810.7734375,2651.49,44.1204,15.4506,4037.61,484
2425000,485,-39327.26953125,2966.92,44.5783,14.5975,3946.4,485
2430000,486,-34907.90234375,3274.59,44.1289,15.807,3356.53,486
2435000,487,-34192.5234375,2660.52,44.542,17.7794,3454.46,487
2440000,488,-37243.3125,2863.54,44.2077,16.2297,3785.25,488
2445000,489,-38677.28125,2639.31,44.8187,16.3444,3691.64,489
2450000,490,-37573.19140625,2675.68,44.0821,14.9007,4104.15,490
2455000,491,-36448.59375,3665.94,44.2783,15.5824,3965.28,491
2460000,492,-34858.60546875,3086.73,44.2418,17.1222,3777.39,492
2465000,493,-34683.80078125,3396.51,43.8683,16.3166,3732.56,493
2470000,494,-34108.515625,3589.79,43.9557,16.9819,3798.65,494
2475000,495,-37111.8828125,3141.07,44.4662,14.6414,3967.53,495
2480000,496,-37969.48828125,2841.97,44.4358,14.2491,4119.52,496
2485000,497,-37650.50390625,2877.17,44.318,15.014,4113.03,497
2490000,498,-37381.44140625,2662.69,44.1622,15.604,3933.57,498
2495000,499,-37293.5859375,2716.56,44.4801,14.7315,4043.15,499
2500000,500,-37465.9296875,2685.99,44.7319,15.6331,4004.87,500
2505000,501,-36818.16015625,2896.99,44.4821,15.446,3844.32,501
2510000,502,-38445.34375,2649.25,44.6707,14.7232,4038.65,502
2515000,503,-38264.46875,2993.31,44.6513,14.6397,4114.61,503
2520000,504,-37946.3671875,2578.84,44.482,14.375,3832.4,504
2525000,505,-37949.9140625,2315.83,44.3317,15.0561,3415.55,505
2530000,506,-36698.4609375,2525.74,44.1628,16.5212,3570.03,506
2535000,507,-38316.8359375,2383.17,44.7905,14.8127,3223.04,507
2540000,508,-38252.17578125,2686.87,44.3198,14.6965,3780.04,508
2545000,509,-39300.0625,2551.79,45.1029,14.5866,3866.18,509
2550000,510,-37415.62109375,3364.36,44.4726,15.8085,3918.56,510
2555000,511,-39351.8203125,2630.17,44.5775,15.0113,4048.85,511
2560000,512,-39107.1953125,2403.15,44.4679,14.9283,4157.0,512
2565000,513,-36929.75390625,2654.99,44.3648,15.5849,4132.89,513
2570000,514,-36494.2734375,3258.28,44.1278,16.9097,4142.69,514
2575000,515,-38197.44140625,3381.44,44.4959,14.8801,4123.66,515
2580000,516,-37529.95703125,3395.43,44.577,15.8097,4108.17,516
2585000,517,-36361.7890625,3542.13,44.2502,16.0012,4134.86,517
2590000,518,-38151.48046875,3424.26,44.4447,16.2081,4117.37,518
2595000,519,-36821.984375,3626.92,44.0643,15.7541,4176.34,519
2600000,520,-37874.03515625,3047.13,44.1515,16.2685,4097.84,520
2605000,521,-37505.37109375,3099.45,44.2824,16.1067,4152.65,521
2610000,522,-36086.43359375,3831.08,44.1499,17.0727,4160.0,522
2615000,523,-36999.9296875,3336.37,44.123,16.7702,4153.11,523
2620000,524,-34909.5234375,3793.1,44.1244,18.5619,4137.18,524
2625000,525,-36131.4375,3476.84,44.4678,17.3642,4100.23,525
2630000,526,-36619.05859375,3721.58,44.0093,17.4744,4112.76,526
2635000,527,-37555.42578125,3673.35,44.3345,16.8401,4087.97,527
2640000,528,-35576.71875,3868.76,44.016,17.859,4112.26,528
2645000,529,-36986.109375,3808.38,44.106,17.0265,4033.22,529
2650000,530,-37101.63671875,3623.16,44.0293,16.2465,4022.86,530
2655000,531,-37097.9453125,3498.89,44.2551,16.9691,4092.12,531
2660000,532,-37318.80859375,3536.25,43.994,16.1218,4034.37,532
2665000,533,-38113.296875,3649.99,44.069,16.3246,4058.32,533
2670000,534,-36996.4765625,3634.23,44.0508,16.2516,4062.79,534
2675000,535,-40779.8671875,3180.84,44.1291,14.3504,4055.29,535
2680000,536,-40708.28515625,3750.94,44.0983,14.8917,4009.29,536
2685000,537,-38878.10546875,3927.32,44.3124,14.9233,4038.72,537
2690000,538,-38280.6484375,3765.82,44.3517,16.5102,3996.07,538
2695000,539,-40821.7734375,3850.07,44.4572,15.3464,3970.77,539
2700000,540,-39133.98828125,3604.22,44.5978,15.065,4043.74,540
2705000,541,-38910.97265625,3394.17,44.3765,15.8155,4115.26,541
2710000,542,-38834.5390625,3191.39,44.1402,15.4036,4043.47,542
2715000,543,-38809.92578125,3110.65,44.1461,15.4145,4069.27,543
2720000,544,-40356.8125,2825.86,44.4222,14.3459,3985.43,544
2725000,545,-40533.8359375,3362.75,44.522,15.603,4130.37,545
2730000,546,-40469.63671875,3003.29,44.5281,15.6747,4132.7,546
2735000,547,-41216.03515625,3198.31,44.4431,14.932,3952.25,547
2740000,548,-40687.88671875,3029.87,44.3825,14.5251,4071.49,548
2745000,549,-40230.33984375,3177.85,44.2644,14.6784,4051.85,549
2750000,550,-39825.515625,3377.59,43.9726,15.1728,4175.89,550
2755000,551,-40150.484375,3473.6,44.5103,15.9105,4163.32,551
2760000,552,-39669.7578125,2732.24,44.3993,16.2752,4100.33,552
2765000,553,-41695.5078125,2553.79,44.4128,13.9851,3995.47,553
2770000,554,-39567.79296875,3537.49,44.3422,16.4908,4055.49,554
2775000,555,-41550.98828125,3685.02,44.2506,15.1449,4090.93,555
2780000,556,-39871.24609375,3676.28,44.0857,16.4032,4035.72,556
2785000,557,-40027.70703125,3456.98,44.028,15.4647,4105.85,557
2790000,558,-39981.203125,3675.99,43.9961,16.505,4165.98,558
2795000,559,-42630.6875,3234.29,44.3326,14.9237,4149.15,559
2800000,560,-40555.85546875,3064.21,43.8658,16.2209,4101.41,560
2805000,561,-42371.67578125,3482.62,44.3301,16.0578,4138.03,561
2810000,562,-40856.109375,3574.56,44.2511,17.0414,4036.24,562
2815000,563,-42869.54296875,3034.92,44.201,15.3304,4074.43,563
2820000,564,-40670.66015625,3638.02,43.9515,16.6396,4067.27,564
2825000,565,-39952.7421875,3385.18,43.8642,16.8185,4117.33,565
2830000,566,-40702.61328125,3386.5,43.9804,16.3621,4054.89,566
2835000,567,-42939.84765625,3335.1,44.3829,15.2256,3962.5,567
2840000,568,-42183.078125,3390.72,44.0467,16.0786,4050.21,568
2845000,569,-41716.61328125,3041.65,43.9042,15.6013,4098.43,569
2850000,570,-42484.72265625,3608.92,44.239,15.5029,4001.18,570
2855000,571,-44041.78515625,3252.38,44.5599,15.0291,4139.25,571
2860000,572,-43376.92578125,3192.56,44.256,15.7448,4150.51,572
2865000,573,-44208.9765625,2879.41,44.2971,14.7647,4025.75,573
2870000,574,-42413.0078125,3795.16,43.933,15.3759,3836.85,574
2875000,575,-43563.36328125,3100.16,44.098,15.086,4108.48,575
2880000,576,-42075.56640625,3312.3,43.8837,15.5866,3978.13,576
2885000,577,-43286.5078125,2889.83,44.3499,15.479,4130.84,577
2890000,578,-42017.93359375,3342.93,44.6041,16.2988,4050.4,578
2895000,579,-46457.17578125,3239.89,44.4222,14.159,4089.59,579
2900000,580,-44015.11328125,3092.9,44.3257,15.4854,4091.66,580
2905000,581,-42326.046875,3362.5,44.1243,16.6065,4034.09,581
2910000,582,-43334.7578125,3191.61,44.2519,15.8315,4045.42,582
2915000,583,-46341.80859375,2858.31,44.3833,15.0541,3585.35,583
2920000,584,-44907.42578125,3457.19,44.517,15.9215,4075.38,584
2925000,585,-45450.2578125,3143.62,44.1212,15.9514,4154.13,585
2930000,586,-45727.1640625,3103.25,44.4378,16.1482,3949.32,586
2935000,587,-44765.78125,2500.86,44.0485,15.9746,4047.52,587
2940000,588,-46235.37109375,3144.49,44.1179,15.4121,4032.07,588
2945000,589,-46317.2421875,2618.66,44.1132,15.3843,3227.86,589
2950000,590,-46373.72265625,2463.18,44.3724,15.3191,2883.65,590
2955000,591,-46003.28125,2760.83,44.3645,15.4084,3255.16,591
2960000,592,-48050.8359375,2135.01,44.7612,15.537,3710.43,592
2965000,593,-45312.296875,3179.73,44.1931,16.0451,3979.19,593
2970000,594,-46252.20703125,2591.93,44.3765,15.6686,3280.25,594
2975000,595,-45078.5390625,3062.48,44.4648,16.3614,4015.4,595
2980000,596,-48288.7265625,2608.28,44.3585,15.5655,3836.76,596
2985000,597,-47221.6484375,2602.03,44.4536,15.5945,4056.28,597
2990000,598,-47619.234375,2279.64,44.1069,14.9636,3627.67,598
2995000,599,-47153.4296875,2681.95,44.2631,16.3341,3785.98,599
3000000,600,-46851.34765625,2297.78,44.3439,15.6822,3686.63,600
3005000,601,-46616.625,2315.72,44.3127,18.2246,3255.91,601
3010000,602,-44826.6015625,2355.97,44.2969,16.493,3945.38,602
3015000,603,-46268.640625,2302.7,44.2482,16.4399,3191.65,603
3020000,604,-46196.30078125,3107.97,44.4679,20.5749,3974.14,604
3025000,605,-48689.0078125,2451.16,44.4496,15.4552,3030.73,605
3030000,606,-45217.6015625,2686.84,43.9488,18.3061,4130.27,606
3035000,607,-44554.828125,3089.8,44.0449,16.5763,4060.0,607
3040000,608,-43974.0390625,3571.99,43.9246,16.893,4015.91,608
3045000,609,-45945.171875,3262.41,44.4315,16.6378,4052.84,609
3050000,610,-44494.796875,3845.52,43.6812,16.8551,4005.68,610
3055000,611,-45351.1484375,3545.77,44.1105,16.906,4083.11,611
3060000,612,-44431.6328125,3567.7,44.3473,16.2713,3799.67,612
3065000,613,-44872.26171875,3386.02,44.1137,16.4407,4023.68,613
3070000,614,-45360.96484375,3539.89,44.1384,15.3014,3890.34,614
3075000,615,-44690.51953125,3517.1,43.7248,16.0544,3660.41,615
3080000,616,-44940.5390625,3734.43,44.076,16.5648,3889.18,616
3085000,617,-44683.37109375,3171.99,43.7271,15.5407,3825.77,617
3090000,618,-44802.03125,3449.75,43.5221,15.3362,4075.15,618
3095000,619,-44659.4921875,3769.54,44.0332,15.6249,3889.48,619
3100000,620,-48209.38671875,3470.94,44.1472,13.9711,3799.44,620
3105000,621,-46181.93359375,3682.18,44.4459,16.1406,3762.87,621
3110000,622,-44561.32421875,3549.2,43.7816,16.7356,3858.13,622
3115000,623,-45289.921875,3191.87,43.7959,16.0883,3852.23,623
3120000,624,-45622.2109375,3449.12,44.1418,16.6838,3901.8,624
3125000,625,-46313.6015625,2911.77,44.274,17.9812,3983.13,625
3130000,626,-44470.5390625,3585.1,44.0474,16.9405,3780.13,626
3135000,627,-46284.66796875,3812.0,44.4369,17.5261,3929.6,627
3140000,628,-45493.6015625,3723.67,43.8457,17.168,3903.52,628
3145000,629,-45739.65234375,3634.47,43.9502,15.2848,3895.82,629
3150000,630,-46149.0,3605.82,43.8481,17.368,3732.48,630
3155000,631,-44785.00390625,3221.23,43.6749,15.8812,3962.71,631
3160000,632,-45935.5859375,3700.6,44.0334,16.6525,3795.62,632
3165000,633,-47201.36328125,3552.42,43.767,16.1149,4079.29,633
3170000,634,-46354.9609375,3701.15,43.3326,16.328,3978.94,634
3175000,635,-46291.30078125,3309.37,43.9674,16.8328,4075.29,635
3180000,636,-46823.26171875,3685.12,44.0981,15.7527,3845.98,636
3185000,637,-48780.77734375,3321.82,44.16,15.8181,3986.67,637
3190000,638,-47641.953125,3548.17,44.0637,16.1917,3857.87,638
3195000,639,-48820.1015625,3801.33,43.7644,16.1596,3934.15,639
3200000,640,-48364.48046875,3708.25,44.2693,15.7121,3826.52,640
3205000,641,-49768.0546875,3385.05,44.1276,14.4372,3883.96,641
3210000,642,-47795.98046875,3344.48,43.7453,16.194,3929.21,642
3215000,643,-46515.51171875,3692.94,43.4586,16.9874,3818.77,643
3220000,644,-47872.36328125,3659.8,43.7372,16.4963,3847.21,644
3225000,645,-49247.60546875,3220.07,43.5981,15.2563,3994.74,645
3230000,646,-49354.1796875,3728.54,44.0101,15.1156,3805.9,646
3235000,647,-48125.5703125,3771.07,43.989,16.0806,3761.03,647
3240000,648,-51246.62109375,3162.04,44.4144,14.8082,3688.23,648
3245000,649,-49679.54296875,2993.92,43.6262,15.4679,3816.92,649
3250000,650,-50578.9453125,2751.16,43.8501,15.0156,3950.4,650
3255000,651,-49791.1640625,3388.05,43.4983,15.9895,3863.48,651
3260000,652,-48348.7734375,3166.16,44.2922,17.9487,4041.35,652
3265000,653,-49674.1328125,2769.5,43.5991,14.7094,3862.46,653
3270000,654,-49076.4375,3045.84,44.1605,16.4915,3912.47,654
3275000,655,-50620.39453125,2703.08,43.7075,14.8884,3860.41,655
3280000,656,-47785.34765625,3200.57,43.9513,17.6698,3505.67,656
3285000,657,-48132.2578125,3326.0,43.898,16.6283,4003.89,657
3290000,658,-48974.83984375,3552.27,43.8525,16.3778,4015.46,658
3295000,659,-51197.94140625,3145.89,44.3793,16.1926,3620.33,659
3300000,660,-48361.5078125,3477.5,43.9752,16.2117,3975.13,660
3305000,661,-50727.3671875,3451.63,43.8917,15.8149,3958.73,661
3310000,662,-50827.7421875,3426.04,44.0487,16.1106,4075.25,662
3315000,663,-51275.81640625,3488.77,44.075,15.6882,4020.37,663
3320000,664,-52931.5703125,3436.91,44.5289,15.0605,4032.67,664
3325000,665,-49884.6875,3542.35,44.4865,16.9939,4040.57,665
3330000,666,-49994.20703125,2989.24,43.971,16.0027,3774.39,666
3335000,667,-50909.40625,3559.05,44.4847,15.7106,3450.38,667
3340000,668,-50826.515625,3242.65,44.072,16.8239,3829.18,668
3345000,669,-51122.0859375,3387.17,43.8766,15.8488,4107.53,669
3350000,670,-51562.1953125,3224.24,44.1948,15.5653,3285.61,670
3355000,671,-50448.4140625,3464.41,43.9884,15.8356,3580.2,671
3360000,672,-50865.55078125,3614.55,43.8646,15.7473,4048.43,672
3365000,673,-52195.55859375,4035.25,43.8184,15.5524,3843.1,673
3370000,674,-50607.87109375,3823.66,43.9265,17.4518,4022.03,674
3375000,675,-51150.94921875,3581.55,44.382,17.436,4018.44,675
3380000,676,-49543.16796875,3577.65,44.2788,18.5416,4081.46,676
3385000,677,-51263.37890625,3631.31,44.0322,16.6233,4044.99,677
3390000,678,-50871.26171875,3829.46,44.4262,16.1682,4082.87,678
3395000,679,-49353.59375,3586.44,44.079,17.6798,3800.28,679
3400000,680,-51212.65234375,3160.17,44.1329,16.5345,4082.98,680
3405000,681,-51300.1640625,3703.74,44.1433,15.8622,4048.35,681
3410000,682,-52498.33984375,3370.79,44.241,15.9128,4034.69,682
3415000,683,-53226.40625,3230.37,44.0884,15.3763,4102.59,683
3420000,684,-53490.50390625,3452.68,44.0972,14.6449,3295.35,684
3425000,685,-50937.3125,3938.36,44.0856,17.9736,4076.17,685
3430000,686,-52033.1875,3617.24,44.5148,17.1152,4047.05,686
3435000,687,-50762.9140625,4019.48,44.0966,18.2201,4101.56,687
3440000,688,-51439.78515625,3540.31,44.2417,18.8028,4083.78,688
3445000,689,-52245.12890625,3818.82,44.0627,16.9925,4029.11,689
3450000,690,-51001.9140625,4032.17,44.6021,19.1479,4069.88,690
3455000,691,-52767.70703125,3847.85,43.9424,16.0848,4095.32,691
3460000,692,-51186.98046875,3927.2,44.1137,17.821,4017.26,692
3465000,693,-51921.77734375,3668.67,44.3191,18.5359,4102.45,693
3470000,694,-52174.2265625,3270.58,44.1226,16.8496,4068.44,694
3475000,695,-52060.59375,3304.88,43.9865,16.4935,4097.37,695
3480000,696,-51290.1875,3899.5,44.3434,18.8165,4057.13,696
3485000,697,-52520.19140625,3843.63,44.4442,17.6422,4104.46,697
3490000,698,-51327.828125,3294.24,44.0995,18.2445,4074.3,698
3495000,699,-53280.25390625,3830.98,44.1575,17.0282,4076.67,699
3500000,700,-52902.66015625,3549.74,44.4669,17.4926,4113.54,700
3505000,701,-51787.73046875,3547.42,44.2263,19.0373,3990.07,701
3510000,702,-52556.7265625,3382.58,44.2106,17.6247,3995.78,702
3515000,703,-52634.0,3850.31,44.429,18.4608,4093.02,703
3520000,704,-51626.73046875,3458.66,44.4357,19.403,4013.54,704
3525000,705,-53196.546875,3771.12,44.2467,17.5253,4044.34,705
3530000,706,-52886.125,3526.74,44.5213,18.0896,4093.23,706
3535000,707,-53761.78515625,3506.57,44.1751,17.1419,4036.16,707
3540000,708,-54930.33984375,3189.42,44.2378,16.7233,4105.51,708
3545000,709,-56489.93359375,3300.91,44.3419,16.1854,4162.38,709
3550000,710,-53929.86328125,3001.75,44.2663,16.9752,4077.35,710
3555000,711,-56517.30859375,2992.52,44.0637,16.4417,4119.36,711
3560000,712,-55944.2421875,3498.63,44.2304,16.0499,4152.13,712
3565000,713,-55950.8125,3132.36,44.1901,15.6384,4103.6,713
3570000,714,-53204.9765625,3673.92,43.6637,18.4295,4146.79,714
3575000,715,-54923.5546875,2658.97,44.1032,16.0818,4171.43,715
3580000,716,-55960.83984375,3897.59,43.9887,15.7745,3982.77,716
3585000,717,-54393.1953125,3570.64,43.9899,16.9632,4082.07,717
3590000,718,-55463.67578125,3376.6,43.6083,17.7504,4122.35,718
3595000,719,-54652.59765625,3220.0,43.7328,17.9189,4035.42,719
3600000,720,-55397.171875,3804.85,43.5589,17.9623,4072.14,720
3605000,721,-55579.77734375,3103.77,43.7942,16.6718,4050.55,721
3610000,722,-53525.25390625,4016.49,43.8262,19.4675,4007.95,722
3615000,723,-54116.94921875,3837.97,44.157,17.3565,3906.41,723
3620000,724,-54038.5625,3622.75,43.7688,19.0562,4045.08,724
3625000,725,-53240.828125,3934.12,43.9791,18.2581,3747.04,725
3630000,726,-53928.30078125,3611.12,43.9247,17.7416,3804.32,726
3635000,727,-54546.359375,3646.62,44.2476,18.0238,3960.59,727
3640000,728,-55704.375,3996.41,43.8692,16.6099,3984.44,728
3645000,729,-56011.125,3532.43,43.782,16.8978,4052.1,729
3650000,730,-53119.87890625,3716.26,43.8934,18.4647,4032.72,730
3655000,731,-53149.03515625,3894.29,43.9608,17.9001,3992.97,731
3660000,732,-54110.3125,3923.55,43.9798,18.6946,3907.05,732
3665000,733,-57516.0546875,3424.51,43.8969,15.8531,3974.64,733
3670000,734,-57037.3828125,3424.83,44.3331,16.2294,4013.21,734
3675000,735,-54992.98828125,3592.11,43.6715,17.2203,3873.74,735
3680000,736,-57305.0859375,3604.16,43.8392,16.4557,4052.34,736
3685000,737,-56667.0859375,3131.87,43.8174,17.5591,4081.69,737
3690000,738,-57183.65625,3782.55,43.8706,16.3442,3944.98,738
3695000,739,-56799.46875,3774.14,43.9241,18.5455,3777.52,739
3700000,740,-57153.69921875,3658.15,44.0529,16.7442,4015.89,740
3705000,741,-56911.578125,3282.96,44.2734,19.2277,4115.19,741
3710000,742,-56595.3046875,3852.14,44.3291,18.3856,4040.83,742
3715000,743,-57439.0703125,3668.65,44.401,17.8144,4108.38,743
3720000,744,-57492.48046875,3943.37,44.0651,17.9365,4032.4,744
3725000,745,-56158.96875,3874.45,43.7894,19.4559,4019.6,745
3730000,746,-56632.99609375,3723.83,44.3374,19.1803,3963.21,746
3735000,747,-57616.07421875,3977.08,44.5031,18.4414,3950.43,747
3740000,748,-56576.54296875,3773.26,44.4407,18.1111,4015.85,748
3745000,749,-56767.20703125,3918.52,44.3176,19.1309,4009.75,749
3750000,750,-57294.58984375,3790.34,44.5094,18.5461,3919.43,750
3755000,751,-57587.4921875,3741.67,44.2174,19.264,4090.89,751
3760000,752,-57299.328125,3935.3,44.3984,17.6206,4058.44,752
3765000,753,-57140.24609375,3592.83,44.269,18.8533,4174.67,753
3770000,754,-57206.03515625,4063.37,44.0476,19.0321,4136.93,754
3775000,755,-56102.48046875,3553.37,44.3031,20.0926,4154.29,755
3780000,756,-57750.91015625,4037.38,44.0931,18.531,4091.32,756
3785000,757,-56146.375,3526.84,44.1659,20.1169,4151.73,757
3790000,758,-61310.1015625,3292.88,44.6555,16.3721,3954.42,758
3795000,759,-58664.1171875,3669.79,44.0981,17.8585,4206.47,759
3800000,760,-57908.27734375,3169.87,44.0941,19.192,4194.77,760
3805000,761,-57502.40234375,3446.84,44.2476,17.8534,3996.98,761
3810000,762,-57262.53125,3697.47,43.9756,18.4242,4225.04,762
3815000,763,-57811.77734375,3888.68,44.2392,17.4591,4111.49,763
3820000,764,-57244.08984375,3857.35,44.0103,18.3766,4136.72,764
3825000,765,-57815.5078125,4114.48,44.241,17.7817,4192.56,765
3830000,766,-57304.91015625,4086.22,44.4076,19.5043,4163.05,766
3835000,767,-57379.91015625,3835.1,44.3622,18.3074,4195.75,767
3840000,768,-58488.96875,3862.35,44.0146,18.2988,4143.65,768
3845000,769,-57668.203125,3711.14,44.1056,19.001,4203.04,769
3850000,770,-58872.61328125,3943.06,44.2835,17.2784,4216.8,770
3855000,771,-60283.19140625,4032.13,43.9564,17.2884,4158.22,771
3860000,772,-59161.85546875,3750.29,43.9946,17.481,4039.91,772
3865000,773,-58272.12109375,4061.19,44.399,19.6989,4118.1,773
3870000,774,-57676.12890625,3789.46,44.1537,18.6729,4107.27,774
3875000,775,-58498.68359375,4090.49,44.4131,19.9671,4108.78,775
3880000,776,-58081.94921875,3634.03,44.0768,18.691,4069.8,776
3885000,777,-59469.8046875,3773.69,43.9459,18.2251,4114.84,777
3890000,778,-59265.07421875,4000.47,44.085,18.7889,4157.34,778
