Running Update Time,Real Det Return,Running Reverse KL,Reward Loss,Running Forward KL,Itration,Real Sto Return,Running Env Steps
388,-172.93,17.7439,-12110.169921875,159.6411,388,-272.21,1940000
389,-211.54,18.5428,-12114.318359375,159.4039,389,-375.46,1945000
390,-277.11,17.8693,-12435.0478515625,159.4134,390,-326.72,1950000
391,615.14,15.6587,-12957.7314453125,158.0164,391,540.05,1955000
392,874.82,16.205,-12732.201171875,158.0432,392,756.63,1960000
393,468.84,16.6086,-12822.1923828125,158.4223,393,466.16,1965000
394,-31.45,15.7133,-12828.296875,158.6946,394,62.99,1970000
395,565.06,15.0303,-13031.091796875,158.0579,395,557.93,1975000
396,723.94,15.9558,-12991.34375,157.1279,396,942.65,1980000
397,503.22,15.5659,-12517.6650390625,157.7751,397,475.79,1985000
398,208.43,16.3768,-13196.259765625,157.5664,398,206.04,1990000
399,100.11,15.093,-12767.87109375,157.5997,399,394.23,1995000
400,564.8,15.6858,-13138.294921875,157.7185,400,726.51,2000000
401,-241.2,15.6288,-12450.0986328125,158.8701,401,-183.62,2005000
402,1900.0,15.3874,-12871.0458984375,156.8364,402,1448.3,2010000
403,886.41,18.5414,-13601.0078125,157.9172,403,618.4,2015000
404,277.11,14.853,-13376.7021484375,157.5136,404,641.72,2020000
405,-304.37,15.6308,-12731.52734375,158.686,405,-99.03,2025000
406,502.29,13.4504,-12689.640625,157.8781,406,519.35,2030000
407,969.87,15.7991,-13172.529296875,157.7298,407,829.7,2035000
408,1156.56,16.1118,-13408.01953125,157.4244,408,900.56,2040000
409,1213.06,15.2777,-13806.2841796875,157.1441,409,922.13,2045000
410,1834.71,15.0685,-12714.609375,156.5791,410,1478.36,2050000
