Real Det Return,Itration,Running Env Steps,Reward Loss,Running Update Time,Running Forward KL,Running Reverse KL,Real Sto Return
-345.82,386,1930000,-17215.986328125,386,75.2671,23.5994,-395.99
-459.31,387,1935000,-16868.294921875,387,73.6923,25.3051,-342.99
-656.55,388,1940000,-17322.30078125,388,74.2459,24.6384,-338.7
-374.16,389,1945000,-17401.287109375,389,74.8348,24.0653,-243.68
-234.71,390,1950000,-17294.109375,390,75.5955,23.041,-262.57
-223.28,391,1955000,-17336.625,391,75.4632,22.6857,-286.08
-587.94,392,1960000,-17196.12890625,392,74.932,22.7202,-307.69
-353.41,393,1965000,-17156.5234375,393,74.708,23.0053,-261.9
-186.72,394,1970000,-17168.9453125,394,74.2466,21.3718,-222.12
-367.92,395,1975000,-17345.9375,395,75.431,22.3931,-270.62
