Itration,Reward Loss,Real Det Return,Running Update Time,Running Env Steps,Running Reverse KL,Running Forward KL,Real Sto Return
392,-47506.62890625,12335.96,392,1960000,19.8645,141.784,10746.73
393,-50434.2421875,11531.43,393,1965000,20.8824,142.0418,11742.84
394,-50534.85546875,12596.82,394,1970000,21.3222,141.8392,11920.44
395,-47668.3046875,12580.12,395,1975000,22.9296,140.9356,11678.91
396,-48323.11328125,12476.39,396,1980000,20.3899,142.4228,12004.97
397,-48588.09765625,12299.64,397,1985000,20.6096,140.639,12118.84
398,-49389.94140625,12143.06,398,1990000,20.4127,141.4463,11980.84
399,-45922.015625,12673.94,399,1995000,19.125,139.8824,11932.81
400,-49481.77734375,12923.96,400,2000000,20.1622,139.903,11751.45
401,-50321.8984375,12623.66,401,2005000,20.2345,141.329,12051.92
402,-49117.38671875,12612.74,402,2010000,19.9241,141.2165,11707.91
403,-49032.48046875,12949.59,403,2015000,19.996,142.347,12192.56
404,-47587.078125,12989.39,404,2020000,19.6006,141.5258,12349.25
405,-49813.3203125,12662.82,405,2025000,21.0363,142.5063,12247.03
406,-48726.94921875,12916.72,406,2030000,20.2533,141.6078,12056.91
407,-51309.22265625,12494.52,407,2035000,21.1816,142.1658,12483.97
408,-51221.23828125,12083.84,408,2040000,21.0508,142.3735,12229.92
409,-50537.41015625,12747.15,409,2045000,20.9766,140.8906,11632.51
410,-50692.796875,12783.47,410,2050000,20.359,141.2093,12099.44
411,-50480.80859375,12079.18,411,2055000,19.5728,141.2835,11756.41
412,-51686.09375,12838.38,412,2060000,20.2545,141.1355,11810.77
413,-50798.5234375,12778.7,413,2065000,20.2044,140.6347,10731.94
414,-48861.80078125,11967.65,414,2070000,18.799,141.2349,11880.28
415,-53319.9921875,12247.66,415,2075000,20.836,142.9715,11402.41
416,-50915.72265625,12105.65,416,2080000,20.1355,141.6046,11130.36
417,-44583.94921875,5399.15,417,2085000,13.2024,145.8504,5140.52
418,-42656.5078125,3652.64,418,2090000,15.5344,147.3568,3951.19
419,-49510.046875,8155.5,419,2095000,16.832,142.3865,7237.43
420,-51723.078125,9720.4,420,2100000,19.3299,143.1581,9305.79
421,-51092.7265625,11571.39,421,2105000,22.6896,142.9751,10684.16
422,-50100.1015625,11937.07,422,2110000,18.9931,142.0623,10820.56
423,-48373.69140625,11791.13,423,2115000,18.938,142.7057,9828.39
424,-50489.703125,11473.33,424,2120000,18.3466,142.8329,10303.72
425,-52320.828125,11231.91,425,2125000,19.507,141.7506,11410.66
426,-54720.9609375,12302.53,426,2130000,20.22,142.7482,11460.42
427,-54665.8125,12110.71,427,2135000,21.2208,142.5752,11859.51
428,-53457.19140625,12167.52,428,2140000,20.3199,141.5569,11606.57
429,-51331.7578125,12179.26,429,2145000,18.6592,141.1051,10864.78
430,-51796.1171875,11856.9,430,2150000,19.754,142.0305,10973.76
431,-49218.703125,10960.26,431,2155000,17.5557,142.3194,9857.68
432,-50142.22265625,11905.11,432,2160000,17.0672,142.941,9415.68
433,-50083.140625,9584.46,433,2165000,17.0914,142.7845,10141.9
434,-47503.15234375,8630.27,434,2170000,17.4049,143.1513,10058.05
435,-49151.19921875,9484.88,435,2175000,18.0186,142.8859,9624.75
436,-50269.60546875,11106.35,436,2180000,18.0024,141.6749,10075.51
437,-50138.9296875,11789.88,437,2185000,18.5357,142.8768,8585.61
438,-49245.54296875,11731.41,438,2190000,17.298,142.0191,11052.52
439,-54231.72265625,12644.37,439,2195000,20.0113,142.1908,9952.35
440,-55674.171875,11802.1,440,2200000,19.6,142.6408,11430.97
441,-55023.1484375,12551.7,441,2205000,20.2901,142.2799,11768.31
442,-53554.79296875,11354.88,442,2210000,19.0283,141.244,10875.71
443,-54049.2421875,12500.46,443,2215000,20.273,141.7832,10670.87
444,-52220.50390625,11924.77,444,2220000,17.939,141.8541,11031.96
445,-49631.89453125,11991.88,445,2225000,20.5651,142.0149,10943.78
446,-54666.7265625,12147.09,446,2230000,19.2697,141.3163,10313.27
447,-53370.38671875,11886.17,447,2235000,18.8398,142.4359,11147.45
448,-54617.94140625,12023.97,448,2240000,20.1422,143.409,11415.85
449,-53300.2109375,12181.52,449,2245000,19.5644,140.8754,11396.28
450,-56292.51953125,11539.55,450,2250000,20.8734,143.1443,11472.53
451,-53641.2578125,12456.22,451,2255000,18.9195,141.3798,11634.66
452,-56659.87890625,12523.4,452,2260000,20.4837,141.4558,11358.52
453,-55811.1796875,11652.02,453,2265000,19.7015,142.1611,11377.34
454,-55059.72265625,12472.05,454,2270000,20.5051,141.184,11512.28
455,-54119.7578125,12229.33,455,2275000,20.0482,141.8174,11389.26
456,-55331.3828125,12171.05,456,2280000,20.3913,142.0961,11476.89
457,-50775.56640625,12075.1,457,2285000,23.5028,142.7857,11673.98
458,-53174.72265625,12170.42,458,2290000,22.635,141.9201,11418.5
459,-54909.0078125,12160.14,459,2295000,21.5311,141.5647,11928.9
460,-56628.11328125,12266.25,460,2300000,20.9856,141.7323,11900.66
461,-55363.31640625,11077.68,461,2305000,21.0483,142.3356,10917.09
462,-56286.59765625,11067.65,462,2310000,20.7651,141.3343,11955.36
463,-56818.21875,12660.17,463,2315000,21.8708,142.1958,11868.63
464,-53557.71875,12614.06,464,2320000,21.4289,141.1181,11520.76
465,-55257.53125,12246.17,465,2325000,21.4115,141.5388,12271.85
466,-57103.00390625,12302.3,466,2330000,20.886,141.6942,11496.42
467,-55926.37890625,12723.5,467,2335000,21.691,142.0398,12253.5
468,-56210.3984375,12811.09,468,2340000,20.8647,140.6401,12238.51
469,-58379.328125,12615.42,469,2345000,22.1309,142.5119,11803.49
470,-57149.55078125,12712.94,470,2350000,21.9014,141.6062,12349.22
471,-56865.5078125,12449.94,471,2355000,20.6174,142.0518,11917.53
472,-58585.2578125,12864.65,472,2360000,23.0471,141.5573,12464.03
473,-58816.609375,12740.84,473,2365000,22.7822,141.9203,12455.89
474,-59148.46484375,12762.06,474,2370000,22.8268,141.9982,12212.05
475,-58432.6875,12542.83,475,2375000,21.9814,142.1032,12222.89
476,-59954.25390625,12095.89,476,2380000,22.2804,142.8172,12026.19
477,-59352.26953125,12670.2,477,2385000,22.1607,141.7324,12303.27
478,-58294.515625,12751.69,478,2390000,22.9609,141.7487,12430.65
479,-58079.02734375,12450.61,479,2395000,21.6709,141.9288,12239.77
480,-59823.30078125,12127.92,480,2400000,23.5634,143.4393,11906.96
481,-59793.53515625,12502.1,481,2405000,23.1925,143.0017,12290.76
482,-59332.7890625,12331.62,482,2410000,22.5665,141.456,12065.9
483,-60381.97265625,12787.2,483,2415000,22.689,141.4083,12459.91
484,-58978.98046875,12899.07,484,2420000,22.1761,140.4095,12495.32
485,-59975.73046875,12356.41,485,2425000,23.249,142.7635,12026.75
486,-60164.50390625,12353.11,486,2430000,22.4972,141.9819,12168.62
487,-55834.35546875,12886.95,487,2435000,27.7112,140.9259,11895.46
488,-59077.76171875,12845.98,488,2440000,22.0518,141.2245,12542.47
489,-60334.359375,12516.49,489,2445000,23.075,142.3629,12323.96
490,-58586.88671875,12770.95,490,2450000,21.3932,140.6572,12418.41
491,-58812.44921875,12589.55,491,2455000,22.0819,141.8418,12380.87
492,-58335.24609375,12835.1,492,2460000,21.6709,140.2799,12540.04
493,-58463.7578125,12872.35,493,2465000,21.9893,141.2718,12591.2
494,-60742.484375,12430.44,494,2470000,21.9025,142.2233,12089.75
495,-60058.4296875,12925.25,495,2475000,22.0692,139.9639,12624.47
496,-60073.44921875,12559.18,496,2480000,21.6513,141.4078,12291.78
497,-59526.44140625,12961.9,497,2485000,21.5773,141.2998,12557.64
498,-61215.3046875,12542.33,498,2490000,22.4295,141.7669,12208.93
499,-60771.5078125,12791.56,499,2495000,21.8557,141.5524,12473.39
500,-60564.5859375,12641.78,500,2500000,21.8392,141.0374,12360.85
501,-58839.9609375,12915.0,501,2505000,21.8022,141.2051,12474.15
502,-61155.18359375,12728.46,502,2510000,22.014,141.164,12379.77
503,-61469.203125,12215.38,503,2515000,22.1325,141.5626,11975.15
504,-61159.59375,12729.53,504,2520000,22.4009,141.0629,12372.65
505,-60312.27734375,12318.74,505,2525000,21.269,141.2132,12011.02
506,-58956.05078125,12793.09,506,2530000,21.5283,139.9561,12466.02
507,-60051.7265625,12930.22,507,2535000,22.1626,141.2252,12666.67
508,-61172.76171875,12864.69,508,2540000,21.925,141.1428,12520.13
509,-58045.20703125,12928.03,509,2545000,20.7032,140.8834,12601.3
510,-60006.17578125,12741.04,510,2550000,22.0174,141.3799,12468.75
511,-60642.98046875,12745.6,511,2555000,21.3477,140.5109,12414.78
512,-60307.2578125,12859.87,512,2560000,21.8307,140.5713,12494.02
513,-61459.671875,12476.22,513,2565000,22.0208,140.716,12284.08
514,-61265.37109375,12363.33,514,2570000,21.4315,141.0993,12057.36
515,-61235.39453125,12175.75,515,2575000,21.5619,141.8712,11811.52
516,-40862.35546875,801.05,516,2580000,58.1179,147.6437,222.4
517,-60088.78515625,10872.21,517,2585000,29.3237,142.9249,10693.67
518,-62762.91015625,11387.94,518,2590000,22.0221,141.4144,11206.48
519,-61267.7890625,12004.52,519,2595000,21.9512,141.2485,11792.81
520,-61860.56640625,12027.32,520,2600000,21.6573,141.0529,11572.94
521,-62546.93359375,11643.48,521,2605000,21.7903,140.7155,11861.65
522,-64539.47265625,12224.43,522,2610000,23.1435,142.4392,11915.48
523,-63448.89453125,12575.61,523,2615000,22.5382,141.2032,12296.23
524,-62352.30859375,12615.75,524,2620000,21.8085,140.1143,12281.26
525,-63412.296875,12517.92,525,2625000,22.2269,140.4989,12256.04
526,-63703.0625,12557.16,526,2630000,22.0339,141.3127,12208.11
527,-61151.3671875,12785.27,527,2635000,21.9673,140.5949,12292.44
528,-60272.6953125,12648.35,528,2640000,21.4423,139.7495,12246.5
529,-62633.47265625,12550.52,529,2645000,21.1633,140.3909,12156.21
530,-61114.96875,12543.8,530,2650000,21.302,140.9789,12288.23
531,-61497.75390625,12735.8,531,2655000,21.4129,139.7553,12346.12
532,-59790.60546875,12770.79,532,2660000,21.2472,142.5235,12239.14
533,-60896.37890625,12968.88,533,2665000,21.3514,141.0883,12192.63
534,-62552.39453125,12587.28,534,2670000,22.001,140.6785,12349.43
535,-62766.0546875,12778.14,535,2675000,22.2139,141.8654,12346.68
536,-62252.3984375,12470.38,536,2680000,21.3161,141.7069,12024.33
537,-62517.14453125,12913.04,537,2685000,22.0521,141.5527,12369.13
538,-61858.640625,13067.69,538,2690000,22.1665,140.4387,12616.87
539,-61723.38671875,12959.46,539,2695000,21.4617,140.3724,12500.49
540,-62564.1953125,13042.09,540,2700000,21.9488,141.2439,12584.11
541,-63255.875,12810.13,541,2705000,22.1277,141.6498,12394.25
542,-61072.62109375,13030.64,542,2710000,22.3492,140.7091,12636.16
543,-60513.4921875,12816.17,543,2715000,21.9734,141.8133,12458.33
544,-62120.46484375,12850.17,544,2720000,22.2636,141.283,12567.27
545,-62646.12109375,12977.28,545,2725000,22.1669,140.6561,12634.0
546,-61772.7890625,13195.24,546,2730000,22.3402,140.356,12673.5
547,-62116.6953125,12858.12,547,2735000,22.5408,142.3214,12318.88
548,-62824.56640625,12990.65,548,2740000,22.9039,142.1973,12575.38
549,-61755.6328125,13015.73,549,2745000,22.4524,141.4496,12620.42
550,-58319.140625,13104.79,550,2750000,21.759,141.3014,12649.68
551,-63939.953125,12389.35,551,2755000,22.6517,141.574,12497.83
552,-63059.0703125,12942.35,552,2760000,22.5817,140.7231,12537.27
553,-62297.5625,12329.16,553,2765000,22.579,141.8537,12618.55
554,-63684.234375,12559.33,554,2770000,22.8391,143.2835,11509.51
555,-61528.2421875,13178.61,555,2775000,22.0113,141.2755,12652.64
556,-65186.89453125,13064.4,556,2780000,22.6938,142.1691,12703.17
557,-63499.69921875,12998.69,557,2785000,22.1971,140.5579,12552.14
558,-63428.0625,12871.36,558,2790000,23.1223,141.3326,12440.71
559,-62452.83984375,13093.49,559,2795000,22.2918,141.2201,12800.72
560,-60017.91015625,12864.57,560,2800000,21.8984,142.3576,11710.59
561,-62892.96875,13191.0,561,2805000,22.3723,140.5269,12706.82
562,-63746.68359375,13127.0,562,2810000,22.4478,141.0219,12733.51
563,-61330.92578125,13031.58,563,2815000,21.7444,140.6135,12606.06
564,-63720.89453125,13160.47,564,2820000,22.7652,141.2143,12723.46
565,-59929.8984375,12491.79,565,2825000,20.0372,140.7906,12618.38
566,-64717.0859375,13021.41,566,2830000,22.1847,141.2242,12483.37
567,-63760.8203125,12272.36,567,2835000,21.1551,139.7248,12593.23
568,-62891.49609375,13003.94,568,2840000,21.5587,141.4315,12265.11
569,-60546.9453125,12460.62,569,2845000,23.5169,140.5414,12144.85
570,-61255.5625,13074.97,570,2850000,21.974,139.6157,12563.15
571,-59261.31640625,12072.77,571,2855000,20.488,141.6893,12181.29
572,-58958.44921875,12935.51,572,2860000,20.8171,141.9052,12472.18
573,-63026.42578125,12994.31,573,2865000,22.9176,141.5202,12686.82
574,-61673.1484375,12599.08,574,2870000,22.1491,142.1656,10703.53
575,-63713.59375,12914.18,575,2875000,22.3932,141.5159,11883.46
576,-60504.94140625,13086.35,576,2880000,22.7909,141.1373,12821.32
577,-62167.1328125,12945.02,577,2885000,22.3149,140.3773,12500.85
578,-63505.13671875,13172.45,578,2890000,22.5474,141.0871,12634.76
579,-62126.51953125,12645.26,579,2895000,22.0477,140.2783,12676.91
580,-62369.02734375,13184.61,580,2900000,22.6753,140.0936,12658.15
581,-63488.98828125,13145.75,581,2905000,22.3804,140.5498,12773.63
582,-61344.69140625,13090.78,582,2910000,21.2357,140.5198,12054.98
583,-61857.56640625,13134.99,583,2915000,22.4303,140.3931,12788.75
584,-60198.38671875,13245.19,584,2920000,24.3094,138.7926,12806.48
585,-59329.125,13158.87,585,2925000,21.3363,139.7174,12367.74
586,-62849.23828125,12663.09,586,2930000,22.0137,140.3266,11999.57
587,-61900.9375,12987.87,587,2935000,21.9535,140.8145,12552.34
588,-61788.3515625,13087.77,588,2940000,21.4857,139.1663,12607.88
589,-61335.65234375,13073.16,589,2945000,20.7974,138.5716,12434.4
590,-64133.20703125,12910.83,590,2950000,22.513,141.1239,12611.42
591,-62536.796875,13161.31,591,2955000,21.6996,139.389,12708.9
592,-64479.56640625,13010.33,592,2960000,22.4393,140.7939,12639.33
593,-63486.33203125,12943.07,593,2965000,24.221,140.3926,12428.88
594,-63635.21484375,12497.9,594,2970000,21.7674,139.9374,12316.95
595,-61963.234375,13262.74,595,2975000,21.8847,139.645,12890.45
596,-62837.15234375,13102.78,596,2980000,21.888,138.7837,12636.64
597,-61994.43359375,12730.45,597,2985000,21.0381,138.9855,12536.86
598,-64382.26953125,12585.17,598,2990000,21.7677,139.7114,12095.1
599,-65674.1953125,13030.71,599,2995000,22.3722,142.6264,12642.31
