Reward Loss,Running Update Time,Running Reverse KL,Running Forward KL,Itration,Real Sto Return,Running Env Steps,Real Det Return
-19649.3671875,394,295.1983,414.0796,394,2976.31,1970000,3253.21
-19488.9453125,395,301.0593,411.6496,395,1946.22,1975000,2855.22
-19309.703125,396,383.3191,435.6052,396,2308.52,1980000,2237.84
-18898.27734375,397,289.7871,431.0371,397,2629.19,1985000,3218.74
-18697.220703125,398,295.7052,422.3839,398,1988.73,1990000,2349.5
-18978.4765625,399,526.575,438.963,399,2569.88,1995000,2472.91
-19438.98828125,400,509.5573,423.8936,400,3711.26,2000000,3605.6
-18977.341796875,401,583.2868,470.2751,401,496.92,2005000,246.94
-19485.95703125,402,632.5202,430.6615,402,3586.29,2010000,3022.86
-19274.28125,403,904.9739,440.831,403,2774.88,2015000,2772.98
-19593.3359375,404,1058.6054,425.5297,404,1818.54,2020000,3093.66
-19244.349609375,405,1022.1266,452.4329,405,321.3,2025000,469.18
-19468.169921875,406,1020.7499,444.7468,406,2057.77,2030000,2554.8
-19421.884765625,407,1217.7828,456.3002,407,661.45,2035000,941.63
-19096.78515625,408,864.671,486.2837,408,596.74,2040000,578.47
-18788.90625,409,1153.5067,484.0254,409,596.26,2045000,543.11
-19137.0859375,410,1128.8729,485.0114,410,818.92,2050000,504.27
-19227.046875,411,1403.9421,488.041,411,759.42,2055000,745.14
-19020.37109375,412,959.0533,497.3786,412,850.99,2060000,795.09
-19043.197265625,413,736.7851,506.0115,413,607.97,2065000,547.72
-19338.470703125,414,635.6609,451.7505,414,538.95,2070000,590.0
-19371.03125,415,1164.5236,473.3855,415,638.34,2075000,1052.24
-18914.248046875,416,809.0091,519.9183,416,277.26,2080000,293.25
-19489.353515625,417,1350.9395,571.3041,417,157.85,2085000,144.71
-19467.689453125,418,1010.3421,540.3179,418,271.53,2090000,240.04
-19532.185546875,419,1176.6152,557.3016,419,225.85,2095000,215.13
-19674.02734375,420,1030.6653,521.6358,420,268.89,2100000,255.44
-19368.36328125,421,1025.8289,541.0933,421,240.85,2105000,249.88
-19035.056640625,422,823.5019,557.4542,422,209.24,2110000,231.91
-18977.294921875,423,969.6378,558.4809,423,170.44,2115000,151.68
-19274.783203125,424,952.3909,556.1872,424,173.85,2120000,153.39
-19499.701171875,425,1021.1132,548.5345,425,198.16,2125000,205.13
-18417.17578125,426,678.3502,541.0018,426,232.64,2130000,245.15
-19484.431640625,427,1083.0363,619.2535,427,153.46,2135000,147.56
-19656.634765625,428,1041.4598,563.565,428,149.47,2140000,143.22
-19084.75390625,429,789.6104,612.3552,429,166.53,2145000,166.09
-19096.705078125,430,870.3954,542.7557,430,272.44,2150000,247.16
-19395.650390625,431,720.1565,549.9237,431,156.53,2155000,204.96
-18473.5,432,508.9606,531.1997,432,243.02,2160000,231.72
-18157.37109375,433,657.6846,539.5148,433,152.67,2165000,201.23
-19131.87890625,434,966.0703,582.9577,434,181.97,2170000,179.67
-18942.83984375,435,689.9396,540.9364,435,114.46,2175000,110.08
-19493.9765625,436,1003.5279,641.3004,436,98.61,2180000,72.65
-19689.30078125,437,888.4733,712.1222,437,53.6,2185000,53.62
-19120.734375,438,652.3725,698.2195,438,82.73,2190000,111.36
-19235.66015625,439,676.7294,680.8641,439,56.46,2195000,55.59
-19067.33984375,440,569.3222,701.6457,440,57.03,2200000,56.83
-18829.76953125,441,587.0064,712.2431,441,58.0,2205000,58.58
-19274.169921875,442,566.9982,724.8493,442,64.67,2210000,64.63
-19837.76953125,443,2962.2994,736.1917,443,63.56,2215000,63.57
-19103.6796875,444,589.0488,709.9137,444,60.51,2220000,60.2
-19224.84765625,445,616.732,714.8193,445,64.54,2225000,64.54
-19817.427734375,446,2094.1656,743.9384,446,62.66,2230000,62.89
-19521.029296875,447,707.4807,731.652,447,64.69,2235000,64.82
-19904.984375,448,2607.0641,732.8792,448,62.76,2240000,62.4
-19898.529296875,449,3358.9924,731.8684,449,60.9,2245000,60.91
-19921.001953125,450,3156.1447,732.7998,450,59.78,2250000,59.9
-19879.01953125,451,3053.7456,612.4886,451,104.43,2255000,110.35
-19888.673828125,452,1606.4922,656.8381,452,70.44,2260000,70.18
-19913.5859375,453,2810.2203,745.0213,453,60.6,2265000,61.22
-19602.587890625,454,1843.1094,606.164,454,163.11,2270000,159.24
-19154.77734375,455,1707.2331,519.6877,455,443.22,2275000,459.53
-19235.298828125,456,3029.8701,571.2387,456,231.46,2280000,229.71
-18492.376953125,457,2324.6337,558.8007,457,244.09,2285000,242.13
-18074.5859375,458,480.7317,537.1155,458,230.04,2290000,222.55
-18006.0078125,459,758.9251,528.3385,459,401.13,2295000,395.25
-19754.650390625,460,540.9652,657.213,460,246.62,2300000,246.75
-19735.505859375,461,606.2797,565.4615,461,275.64,2305000,274.04
-19462.314453125,462,458.4583,552.0868,462,269.56,2310000,268.15
-17965.0234375,463,373.0898,549.9379,463,256.03,2315000,267.45
-18960.7421875,464,329.1041,547.7531,464,287.73,2320000,285.02
-19112.97265625,465,577.6078,562.3084,465,263.55,2325000,206.65
-19036.037109375,466,632.0018,550.7787,466,340.8,2330000,374.08
-19241.388671875,467,330.1755,564.7648,467,227.72,2335000,228.24
-18935.322265625,468,323.7444,557.9008,468,296.65,2340000,291.9
-18628.4453125,469,343.0674,541.8634,469,314.72,2345000,316.25
-17888.509765625,470,274.354,534.5415,470,342.9,2350000,291.64
-17054.201171875,471,293.1588,534.6416,471,361.62,2355000,375.5
-15917.2158203125,472,274.4137,522.9538,472,493.67,2360000,540.5
-16893.505859375,473,387.0446,529.8727,473,535.35,2365000,516.28
-16051.2958984375,474,373.3485,517.3852,474,522.76,2370000,493.79
-17317.107421875,475,368.7356,523.091,475,433.81,2375000,498.33
-17323.87890625,476,330.4631,529.9827,476,513.6,2380000,500.88
-16652.37890625,477,359.7721,528.3756,477,450.76,2385000,452.57
-18161.884765625,478,370.5061,525.769,478,468.22,2390000,477.33
-18037.94140625,479,377.289,531.6,479,387.51,2395000,391.57
-19016.3359375,480,394.4797,560.299,480,294.57,2400000,339.05
-18784.123046875,481,442.1141,551.7514,481,360.97,2405000,365.54
-19097.21875,482,474.1689,592.7351,482,261.75,2410000,258.76
-18601.345703125,483,493.8212,587.4861,483,182.42,2415000,202.61
-19377.681640625,484,473.9668,585.1451,484,264.13,2420000,275.43
-19552.69921875,485,635.8103,564.569,485,264.36,2425000,255.87
-19262.810546875,486,592.1455,551.2228,486,315.65,2430000,312.4
-19598.4609375,487,1294.357,533.3015,487,391.57,2435000,380.65
-19670.298828125,488,1949.8095,537.1946,488,357.86,2440000,360.24
-19407.2890625,489,1167.1962,530.9505,489,412.46,2445000,383.63
-19613.716796875,490,2545.8762,537.2647,490,349.49,2450000,352.72
-19704.798828125,491,1274.8669,718.3779,491,59.34,2455000,61.82
-19803.951171875,492,1140.5414,733.2613,492,63.63,2460000,63.0
-19511.71484375,493,998.5129,725.8117,493,63.74,2465000,63.76
-19898.607421875,494,4588.2604,753.8448,494,63.27,2470000,63.22
-19901.12890625,495,4199.872,751.0867,495,63.03,2475000,63.17
-19918.6015625,496,4721.8653,754.8232,496,63.49,2480000,63.6
-19922.103515625,497,2367.2417,757.0764,497,63.15,2485000,63.13
-19889.708984375,498,806.2712,741.87,498,63.13,2490000,63.12
-19582.771484375,499,676.7529,726.3014,499,63.61,2495000,63.61
-19895.80859375,500,1452.678,734.7517,500,63.42,2500000,63.61
-19925.46875,501,2054.4731,747.3597,501,63.18,2505000,62.9
-19892.650390625,502,1976.6683,726.377,502,63.34,2510000,63.53
-19387.537109375,503,618.5452,721.5106,503,63.28,2515000,63.29
-19706.021484375,504,665.4367,727.2377,504,63.24,2520000,63.24
-19792.548828125,505,715.5995,737.751,505,63.18,2525000,63.22
-19910.28515625,506,622.1481,748.3954,506,63.26,2530000,63.22
-19779.564453125,507,585.0082,725.2454,507,63.27,2535000,63.24
-19627.666015625,508,652.3281,730.2713,508,63.27,2540000,63.3
-19806.404296875,509,586.258,726.6988,509,61.51,2545000,61.71
-19809.037109375,510,585.2484,726.5809,510,63.67,2550000,63.55
-19861.60546875,511,572.0839,724.8044,511,63.61,2555000,64.13
-19907.103515625,512,670.0218,720.7483,512,64.16,2560000,64.23
-19915.158203125,513,669.3565,727.5042,513,63.69,2565000,63.52
-19836.482421875,514,602.9507,717.5784,514,63.17,2570000,62.94
-19825.736328125,515,558.6064,720.9045,515,63.49,2575000,63.67
-19762.150390625,516,570.674,724.2791,516,63.71,2580000,63.68
-19858.263671875,517,841.1429,716.5222,517,63.09,2585000,62.93
-19593.60546875,518,758.3803,713.2341,518,63.0,2590000,62.94
-19554.5625,519,679.736,718.8769,519,62.96,2595000,62.94
-19854.984375,520,634.5282,723.1258,520,62.95,2600000,62.93
-19798.46484375,521,598.9597,723.5428,521,62.98,2605000,62.94
-19814.1171875,522,993.7863,713.2306,522,63.04,2610000,62.93
-19734.798828125,523,485.8782,710.2962,523,64.02,2615000,64.32
-19593.400390625,524,794.9324,704.073,524,62.84,2620000,62.83
-19731.064453125,525,510.0636,689.1584,525,63.27,2625000,63.22
-19592.220703125,526,537.9091,707.238,526,63.15,2630000,63.14
-19771.103515625,527,623.2545,668.2407,527,63.23,2635000,63.23
-19300.29296875,528,504.5114,658.0125,528,63.23,2640000,63.24
-19567.458984375,529,602.199,661.8073,529,63.26,2645000,63.55
-19792.599609375,530,663.0398,717.0778,530,63.77,2650000,64.1
-19585.671875,531,589.2737,680.664,531,63.59,2655000,63.9
-19579.478515625,532,544.9164,708.15,532,63.1,2660000,63.28
-19570.6484375,533,852.2179,645.1612,533,64.36,2665000,63.84
-19593.46484375,534,528.6217,673.9014,534,62.46,2670000,62.69
-19629.462890625,535,711.7523,692.8299,535,63.19,2675000,62.18
-19575.142578125,536,561.8257,640.9636,536,62.6,2680000,62.74
-19628.4296875,537,555.7068,651.0449,537,64.87,2685000,65.49
-19709.76171875,538,521.0701,692.7932,538,63.89,2690000,64.74
-19512.3515625,539,484.9183,650.2605,539,65.08,2695000,66.7
-19558.0703125,540,563.6626,678.3049,540,60.19,2700000,60.19
-19568.951171875,541,469.7122,702.9734,541,60.38,2705000,60.22
-19620.533203125,542,493.517,653.8674,542,62.62,2710000,63.05
-19562.61328125,543,579.4551,659.6952,543,64.9,2715000,67.98
-19776.48828125,544,944.1613,697.5778,544,68.04,2720000,67.59
-19399.013671875,545,625.0676,697.0729,545,67.81,2725000,67.9
-19551.39453125,546,885.8578,680.2939,546,66.28,2730000,68.41
-19184.576171875,547,635.0348,654.6057,547,78.66,2735000,80.3
-19665.37109375,548,995.3233,683.9423,548,67.56,2740000,66.2
-19453.265625,549,658.1813,648.0659,549,85.35,2745000,83.32
-19453.501953125,550,673.1202,623.9207,550,83.14,2750000,76.78
-19547.99609375,551,516.4955,565.3404,551,209.92,2755000,180.56
-19523.087890625,552,557.3241,646.5161,552,98.83,2760000,62.63
-19701.68359375,553,575.5523,659.8782,553,155.26,2765000,153.03
-19225.380859375,554,464.7196,622.4318,554,59.84,2770000,59.3
-19623.162109375,555,787.7183,676.9912,555,83.93,2775000,56.0
-19882.482421875,556,1092.3949,747.5179,556,59.61,2780000,60.19
-19841.685546875,557,1011.6659,576.2244,557,208.28,2785000,255.68
-19606.974609375,558,691.3545,618.1626,558,142.43,2790000,92.43
-19718.685546875,559,1050.6025,614.0971,559,87.86,2795000,93.88
-18827.951171875,560,711.5677,629.2272,560,75.65,2800000,78.97
-18676.716796875,561,495.5615,597.4862,561,235.36,2805000,230.26
-18474.27734375,562,478.5964,536.5136,562,496.66,2810000,484.69
-19174.41015625,563,625.4812,542.7049,563,306.72,2815000,281.93
-18362.431640625,564,533.0046,535.912,564,284.09,2820000,267.09
-19746.501953125,565,1458.2152,552.3923,565,330.13,2825000,316.76
-19561.875,566,786.3163,552.4082,566,350.01,2830000,362.29
-19290.5859375,567,810.1967,517.9365,567,459.61,2835000,584.74
-19294.162109375,568,440.3539,526.9211,568,488.29,2840000,454.04
-18951.484375,569,482.2552,534.2874,569,498.41,2845000,482.85
-19283.9921875,570,531.4489,541.9915,570,467.43,2850000,448.93
-18435.326171875,571,329.7842,536.0983,571,433.77,2855000,395.61
-18648.087890625,572,441.6595,541.6121,572,470.54,2860000,475.39
-18745.890625,573,464.8411,546.6982,573,399.97,2865000,378.92
-18890.50390625,574,590.9972,548.9125,574,370.84,2870000,353.07
-19265.134765625,575,698.7294,543.2085,575,443.4,2875000,438.19
-19317.203125,576,794.7891,548.7597,576,338.9,2880000,317.54
-19294.92578125,577,574.6351,543.2253,577,374.7,2885000,382.85
-19622.345703125,578,810.6423,547.0894,578,270.82,2890000,246.45
-19635.654296875,579,1199.7266,549.0915,579,294.73,2895000,281.78
-19249.8046875,580,628.0894,568.9724,580,246.35,2900000,280.01
-19554.720703125,581,1981.5122,545.0799,581,305.91,2905000,318.19
-19600.9765625,582,1958.9744,552.8913,582,279.67,2910000,291.26
-19568.775390625,583,872.4968,563.5339,583,290.11,2915000,291.45
-19430.607421875,584,1000.4273,545.3479,584,301.33,2920000,301.19
-19794.693359375,585,976.9045,580.8694,585,283.18,2925000,248.39
-19694.69140625,586,1391.9383,583.9491,586,184.55,2930000,167.84
-19354.900390625,587,1338.7582,626.8744,587,118.56,2935000,123.01
-19811.68359375,588,1849.7468,654.8028,588,102.46,2940000,103.89
-19824.96484375,589,953.5422,667.7473,589,90.22,2945000,89.79
-19678.955078125,590,1468.4576,624.4255,590,109.59,2950000,109.37
-19731.7421875,591,713.3509,718.934,591,64.14,2955000,63.95
-19771.17578125,592,1185.1262,728.3443,592,61.93,2960000,61.41
-19797.810546875,593,940.9556,715.348,593,63.13,2965000,63.08
-19580.10546875,594,1069.3303,703.7131,594,62.43,2970000,62.77
-19765.3359375,595,2118.5902,708.5742,595,62.11,2975000,62.54
-19754.5390625,596,1326.6288,706.6121,596,61.68,2980000,61.86
-19711.43359375,597,620.5662,676.9461,597,61.88,2985000,62.09
-19729.32421875,598,532.3205,704.9669,598,61.95,2990000,62.01
-19770.421875,599,552.7336,714.094,599,60.98,2995000,60.81
