Reward Loss,Running Update Time,Itration,Running Env Steps,Real Sto Return,Real Det Return,Running Reverse KL,Running Forward KL
-19846.2109375,398,398,1990000,59.33,59.41,1319.533,786.5252
-19854.375,399,399,1995000,59.9,59.83,1409.845,776.2273
-19859.94140625,400,400,2000000,60.89,61.67,1468.5516,785.1506
-19859.298828125,401,401,2005000,59.57,59.71,1230.307,772.4742
-19869.265625,402,402,2010000,61.01,60.99,1410.0396,780.6658
-19863.009765625,403,403,2015000,61.31,61.43,1546.6914,779.7525
-19862.453125,404,404,2020000,62.7,62.41,1573.9643,775.1978
-19883.146484375,405,405,2025000,62.26,62.31,1616.4194,792.9314
-19883.541015625,406,406,2030000,59.78,60.06,1652.0435,782.3817
-19884.5703125,407,407,2035000,62.16,62.02,1622.0355,778.759
-19879.470703125,408,408,2040000,71.62,74.28,1610.917,778.4041
-19891.634765625,409,409,2045000,59.08,59.7,1661.5519,781.672
-19892.177734375,410,410,2050000,60.99,60.91,1601.0556,769.9144
-19893.638671875,411,411,2055000,61.25,60.92,1613.6643,777.1459
-19890.91015625,412,412,2060000,58.81,59.04,1592.8324,770.4411
-19846.859375,413,413,2065000,57.44,56.93,1569.6546,722.3298
-19839.748046875,414,414,2070000,58.76,58.73,1545.6476,713.9018
-19908.517578125,415,415,2075000,60.13,60.11,1558.5791,788.7808
-19901.21484375,416,416,2080000,59.41,59.13,1601.7928,769.7885
-19875.712890625,417,417,2085000,60.49,61.51,1557.2444,733.2567
-19640.078125,418,418,2090000,64.68,64.48,1485.4001,689.4731
-19883.91015625,419,419,2095000,60.58,60.47,1566.171,723.8409
-19696.9375,420,420,2100000,93.11,88.78,1374.4601,620.3331
-18782.962890625,421,421,2105000,153.95,164.31,1248.3585,543.6743
-19563.31640625,422,422,2110000,268.05,283.85,1009.8818,547.0701
-19422.181640625,423,423,2115000,252.93,262.84,1047.373,544.6252
-18133.2734375,424,424,2120000,220.55,237.65,1288.7673,562.1385
-18205.5703125,425,425,2125000,287.84,277.49,1197.3577,553.068
-19217.74609375,426,426,2130000,361.63,382.49,1250.2128,560.1723
-19369.8203125,427,427,2135000,299.33,336.53,1015.264,590.9426
-19033.916015625,428,428,2140000,290.19,309.08,546.7044,543.4564
-18525.322265625,429,429,2145000,319.33,299.97,436.1611,550.8251
-18281.546875,430,430,2150000,359.14,341.61,360.9706,506.7679
-19091.232421875,431,431,2155000,364.49,368.64,923.5202,510.6261
-18864.298828125,432,432,2160000,379.95,358.37,655.8532,519.8416
-19172.798828125,433,433,2165000,351.47,349.29,820.886,516.6585
-19362.197265625,434,434,2170000,362.65,347.0,810.5662,523.8527
-19635.83203125,435,435,2175000,321.35,321.53,1175.6652,513.8873
-19311.388671875,436,436,2180000,232.04,218.72,737.4386,555.4241
-19342.24609375,437,437,2185000,328.0,305.14,1047.9991,514.3221
-19043.62890625,438,438,2190000,351.2,334.69,565.1344,492.5974
-19343.966796875,439,439,2195000,238.82,239.4,917.8973,585.7258
-19432.453125,440,440,2200000,288.43,285.73,1198.2014,535.9597
-19735.859375,441,441,2205000,288.87,333.68,1259.9564,556.1617
-19786.16015625,442,442,2210000,296.11,289.53,1501.1385,564.7827
-19250.056640625,443,443,2215000,384.51,381.51,1275.4439,535.8446
-19449.798828125,444,444,2220000,292.83,283.29,1534.2684,565.9684
-19440.55859375,445,445,2225000,353.29,313.44,1341.678,504.3065
-19461.390625,446,446,2230000,262.57,273.82,1265.0484,525.5237
-19782.03125,447,447,2235000,145.74,167.43,1486.9942,574.3317
-19810.6484375,448,448,2240000,159.74,168.44,1083.8408,572.4789
-19657.93359375,449,449,2245000,278.81,294.03,977.8996,508.7163
-19789.810546875,450,450,2250000,203.94,210.25,1293.8688,594.3771
-19885.58984375,451,451,2255000,59.8,59.79,1541.1538,605.9888
-19899.12890625,452,452,2260000,67.69,72.93,1619.1779,780.8176
-19852.47265625,453,453,2265000,60.9,60.54,1634.61,759.9412
-19865.298828125,454,454,2270000,58.71,58.58,1690.5789,763.9659
-19888.63671875,455,455,2275000,60.85,61.32,1567.5898,760.5053
-19889.171875,456,456,2280000,62.72,62.1,1564.171,745.4043
-19903.767578125,457,457,2285000,56.72,56.09,1645.4965,794.7333
-19903.7890625,458,458,2290000,59.09,58.06,1705.9455,780.1236
-19905.783203125,459,459,2295000,57.44,56.91,1835.8782,798.7391
-19907.072265625,460,460,2300000,59.42,60.0,1910.1323,797.4926
-19913.458984375,461,461,2305000,59.24,59.14,1903.7415,800.389
-19897.833984375,462,462,2310000,60.79,61.01,1900.6621,778.6864
-19890.640625,463,463,2315000,72.64,90.56,1662.4216,727.5798
-19900.55078125,464,464,2320000,60.31,60.23,1647.1964,763.3557
-19908.1640625,465,465,2325000,59.58,59.77,1643.9155,778.5242
-19908.060546875,466,466,2330000,58.51,58.55,1601.825,762.5631
-19913.001953125,467,467,2335000,58.24,57.99,1605.8508,781.3677
-19938.00390625,468,468,2340000,56.07,56.04,2024.6568,777.8084
-19940.40234375,469,469,2345000,55.74,56.1,2129.3157,785.926
-19937.919921875,470,470,2350000,56.22,56.22,1968.6197,781.3131
-19892.55859375,471,471,2355000,56.06,56.03,1153.7033,733.7117
-19945.67578125,472,472,2360000,56.02,56.0,2080.5868,787.2161
-19946.58984375,473,473,2365000,55.87,55.89,2033.4974,773.2833
-19948.630859375,474,474,2370000,53.37,53.36,2066.3995,793.8017
-19923.587890625,475,475,2375000,55.59,55.11,1143.4511,741.4084
-19951.29296875,476,476,2380000,56.27,56.0,1983.4608,783.1183
-19933.28515625,477,477,2385000,58.62,58.81,1921.402,767.5581
-19950.341796875,478,478,2390000,55.98,55.75,1763.4309,744.4666
-19936.05078125,479,479,2395000,57.1,56.92,1590.5568,707.0738
-19937.640625,480,480,2400000,59.5,59.12,1868.9159,754.4231
-19935.7109375,481,481,2405000,60.26,60.25,1992.2902,751.2196
-19925.873046875,482,482,2410000,61.86,61.67,1941.8029,768.9441
-19888.00390625,483,483,2415000,96.88,97.8,1729.7142,666.8344
-19830.255859375,484,484,2420000,110.54,117.57,2028.5078,649.0337
-19897.763671875,485,485,2425000,118.51,129.62,1935.4953,655.6552
-19911.33203125,486,486,2430000,62.49,61.85,1444.1509,699.3371
-19933.25,487,487,2435000,55.84,55.28,1720.9153,724.3983
-19934.533203125,488,488,2440000,56.21,56.27,1597.0426,761.0414
-19936.58203125,489,489,2445000,55.58,55.52,1262.3024,756.8937
-19931.13671875,490,490,2450000,55.85,56.07,1052.1273,716.9906
-19941.4453125,491,491,2455000,55.84,55.67,1486.5698,728.4464
-19913.326171875,492,492,2460000,55.96,55.92,1834.7321,683.4676
-19956.591796875,493,493,2465000,57.77,57.77,1786.4938,754.8594
-19939.865234375,494,494,2470000,57.99,57.91,1524.857,718.519
-19938.84375,495,495,2475000,57.9,57.57,1632.3303,700.8496
-19956.498046875,496,496,2480000,55.79,55.77,1927.7006,719.9209
-19953.8125,497,497,2485000,55.6,55.61,1177.5882,723.6494
-19965.013671875,498,498,2490000,55.16,55.1,1873.3589,771.9923
-19203.93359375,499,499,2495000,325.29,323.88,763.8337,513.3107
-19395.375,500,500,2500000,305.05,300.51,1901.8098,509.0395
-19584.083984375,501,501,2505000,252.0,249.77,737.0528,502.0086
-19569.5390625,502,502,2510000,267.38,273.05,906.5337,510.8679
-19918.82421875,503,503,2515000,165.85,152.17,1224.3621,683.0523
-19693.0625,504,504,2520000,202.81,216.46,819.6162,501.6122
-19729.07421875,505,505,2525000,377.16,354.33,1568.9858,467.1671
-19710.755859375,506,506,2530000,334.49,314.17,1501.1254,497.3105
-19837.447265625,507,507,2535000,251.86,279.87,1701.2145,533.294
-19849.12890625,508,508,2540000,231.75,245.89,1739.4711,536.9438
-19795.390625,509,509,2545000,202.1,209.7,1340.2897,529.3383
-19922.85546875,510,510,2550000,168.01,138.12,1929.5108,651.3187
-19909.01171875,511,511,2555000,138.92,140.01,1501.047,665.7424
-19868.55859375,512,512,2560000,186.44,176.21,1307.8166,585.2605
-19909.37109375,513,513,2565000,118.33,94.44,1627.4409,625.2048
-19949.23046875,514,514,2570000,60.32,60.48,1664.1717,786.8005
-19942.25390625,515,515,2575000,59.02,59.1,1681.6936,747.6415
-19943.962890625,516,516,2580000,57.09,57.04,1781.4669,720.2248
-19944.314453125,517,517,2585000,59.56,64.3,1818.3622,760.4
-19949.66015625,518,518,2590000,57.84,57.8,1816.7534,747.3825
-19909.873046875,519,519,2595000,55.55,54.93,1479.3894,686.1493
-19914.490234375,520,520,2600000,55.49,55.43,1259.862,647.4362
-19939.04296875,521,521,2605000,57.22,57.15,2263.4157,696.3399
-19932.2890625,522,522,2610000,144.71,163.14,1911.8146,560.1662
-19917.68359375,523,523,2615000,64.67,65.91,1299.4592,641.1209
-19887.357421875,524,524,2620000,58.14,57.97,1605.1437,677.4861
-19910.96875,525,525,2625000,57.47,57.52,1715.2859,686.6634
-19924.212890625,526,526,2630000,58.04,57.87,1879.0393,699.0681
-19954.29296875,527,527,2635000,58.43,58.4,1991.1672,708.8961
-19901.091796875,528,528,2640000,58.77,58.85,1825.8382,650.6053
-19923.787109375,529,529,2645000,55.92,55.72,1902.2974,699.3403
-19927.822265625,530,530,2650000,60.58,61.25,1840.6939,644.2715
-19937.263671875,531,531,2655000,56.64,56.6,1839.3365,649.0806
-19939.392578125,532,532,2660000,77.02,75.05,2946.3044,645.0048
-19945.80859375,533,533,2665000,66.43,66.76,3204.6791,689.4061
-19967.765625,534,534,2670000,72.69,68.02,2494.3007,786.6577
-19928.2265625,535,535,2675000,58.84,58.78,2468.2661,680.8328
-19801.74609375,536,536,2680000,100.79,91.33,984.8139,582.4306
-19948.8125,537,537,2685000,58.71,58.99,1833.9414,720.0038
-19941.078125,538,538,2690000,56.91,57.06,1753.1062,697.6781
-19944.5,539,539,2695000,59.08,58.58,1524.124,723.1573
-19939.98828125,540,540,2700000,58.22,58.22,1779.3208,717.155
-19847.9765625,541,541,2705000,59.43,59.18,1209.5659,644.2668
-19938.79296875,542,542,2710000,59.43,59.41,1756.7593,714.358
-19835.900390625,543,543,2715000,59.22,59.33,713.9467,641.1654
-19890.056640625,544,544,2720000,57.31,57.31,1280.1504,651.0799
-19911.75,545,545,2725000,57.27,57.27,1411.0477,650.3751
-19948.705078125,546,546,2730000,58.58,58.57,1663.1193,701.3938
-19942.314453125,547,547,2735000,58.69,58.62,1083.0584,691.1238
-19881.388671875,548,548,2740000,59.1,58.92,1036.8749,644.6345
-19912.326171875,549,549,2745000,59.49,59.25,1037.7146,678.8367
-19964.470703125,550,550,2750000,59.5,59.49,1824.2006,757.7581
-19960.541015625,551,551,2755000,57.91,58.13,1811.3146,752.0395
-19963.962890625,552,552,2760000,58.92,58.87,1815.0755,762.1951
-19958.576171875,553,553,2765000,59.21,59.18,1811.9757,766.7892
-19948.302734375,554,554,2770000,58.66,58.35,1709.344,741.4133
-19946.796875,555,555,2775000,60.42,59.96,1674.2494,715.379
-19889.876953125,556,556,2780000,58.04,58.07,1454.2911,723.8312
-19845.20703125,557,557,2785000,57.2,57.1,950.0171,677.0394
-19858.7421875,558,558,2790000,57.7,57.68,963.8128,659.1474
-19930.2265625,559,559,2795000,58.34,58.31,1174.8726,681.2331
-19929.294921875,560,560,2800000,57.96,57.94,1352.8608,704.5072
-19937.1953125,561,561,2805000,60.59,60.58,1647.6416,705.9893
-19970.265625,562,562,2810000,62.83,62.56,1984.732,767.8685
-19969.337890625,563,563,2815000,62.67,62.61,1959.9927,771.3138
-19964.3828125,564,564,2820000,63.14,63.35,1971.5206,774.373
-19955.265625,565,565,2825000,62.82,62.82,1948.1579,776.1369
-19967.57421875,566,566,2830000,63.55,63.45,1977.2764,777.6366
-19964.177734375,567,567,2835000,63.61,63.62,1962.2926,760.0043
-19966.201171875,568,568,2840000,63.41,63.44,1971.2157,758.2143
-19962.470703125,569,569,2845000,61.08,61.08,1870.9699,756.4583
-19955.875,570,570,2850000,62.88,63.35,1947.4518,723.3953
-19948.822265625,571,571,2855000,62.44,62.27,1709.9062,719.012
-19912.158203125,572,572,2860000,61.88,61.43,1638.3406,706.0787
-19925.68359375,573,573,2865000,62.37,62.23,1672.1188,729.8197
-19929.68359375,574,574,2870000,61.27,60.88,1662.5938,738.8319
-19953.6328125,575,575,2875000,62.71,62.48,1781.0222,732.8758
-19964.447265625,576,576,2880000,60.03,59.79,1881.1743,735.61
-19949.009765625,577,577,2885000,61.16,61.18,1775.6685,748.2662
-19962.55078125,578,578,2890000,60.4,60.93,1863.0871,739.12
-19958.462890625,579,579,2895000,60.95,61.15,1508.5227,735.6974
-19938.12109375,580,580,2900000,60.98,61.14,1384.4445,742.4835
-19861.7890625,581,581,2905000,61.41,60.33,694.518,702.5051
-19951.232421875,582,582,2910000,57.18,56.54,1574.614,690.3457
-19937.50390625,583,583,2915000,57.92,57.37,844.5606,717.651
-19924.763671875,584,584,2920000,58.82,59.82,1072.4891,700.2776
-19911.1640625,585,585,2925000,59.72,58.98,690.9788,693.592
-19971.3125,586,586,2930000,60.78,60.39,2385.3536,740.6904
-19971.36328125,587,587,2935000,58.93,59.39,3382.9319,755.9556
-19970.2109375,588,588,2940000,58.95,57.4,2175.105,766.2266
-19967.6328125,589,589,2945000,56.71,56.24,1589.8079,745.3552
-19971.919921875,590,590,2950000,58.4,57.69,1596.6897,764.3731
-19971.943359375,591,591,2955000,56.01,56.17,1341.3077,754.697
-19969.291015625,592,592,2960000,57.96,58.42,2020.1976,750.5726
-19972.53515625,593,593,2965000,56.24,58.18,1116.1069,751.9052
-19969.662109375,594,594,2970000,56.92,55.12,1237.2484,752.4994
-19952.388671875,595,595,2975000,57.34,57.27,1041.9758,742.1115
-19954.833984375,596,596,2980000,56.86,57.12,915.1309,717.8109
-19970.68359375,597,597,2985000,56.02,55.89,1721.9636,772.1516
-19974.556640625,598,598,2990000,58.45,58.77,1630.0583,777.3327
-19965.16015625,599,599,2995000,56.69,56.19,1525.575,736.7139
