Real Sto Return,Running Update Time,Real Det Return,Running Env Steps,Itration,Running Forward KL,Running Reverse KL,Reward Loss
4942.54,391,5706.87,1955000,391,69.6745,60.4063,-61510.1953125
5197.64,392,4992.47,1960000,392,69.7862,61.0977,-61449.9140625
5084.37,393,6041.69,1965000,393,70.47,60.7879,-62112.69921875
5289.57,394,5538.21,1970000,394,73.5287,64.8702,-63556.6796875
4560.15,395,5600.87,1975000,395,72.7052,66.1666,-62956.16015625
5011.27,396,5010.21,1980000,396,70.5286,60.1463,-61992.83203125
4002.59,397,5243.08,1985000,397,72.0849,63.1434,-63543.15234375
5058.05,398,5529.35,1990000,398,71.0963,63.3996,-63231.5546875
5321.53,399,4953.17,1995000,399,73.0758,65.5163,-64686.9609375
4917.23,400,5106.6,2000000,400,70.6428,61.3655,-63326.9609375
4883.65,401,6122.84,2005000,401,70.316,61.6365,-63842.1640625
4573.02,402,5040.69,2010000,402,67.9662,56.8926,-59681.07421875
4865.03,403,5345.0,2015000,403,71.7078,65.0051,-64301.890625
4408.18,404,5516.72,2020000,404,73.5271,65.2162,-64998.43359375
5411.86,405,5409.83,2025000,405,72.6906,66.8157,-66128.5625
4907.74,406,5151.82,2030000,406,67.6471,55.5651,-58569.49609375
4904.3,407,5791.26,2035000,407,70.1722,59.5201,-63262.734375
4750.73,408,5063.2,2040000,408,74.7258,68.3842,-67354.984375
4779.01,409,4762.52,2045000,409,73.5921,67.3982,-65848.4375
4847.75,410,5768.93,2050000,410,73.5667,67.7539,-67013.65625
4727.65,411,5562.82,2055000,411,69.9918,62.824,-62882.171875
3855.93,412,5258.86,2060000,412,73.2479,65.239,-66205.078125
4736.05,413,5577.69,2065000,413,72.7263,65.63,-66506.453125
4864.8,414,4912.24,2070000,414,74.7492,69.6435,-67462.6953125
5154.5,415,5262.38,2075000,415,73.0341,65.2855,-67577.6953125
5002.71,416,5481.15,2080000,416,68.2012,59.1121,-60882.75390625
4729.2,417,5969.18,2085000,417,73.3301,67.508,-67065.9296875
4895.45,418,5591.92,2090000,418,73.4823,66.8804,-67174.28125
4038.55,419,5348.51,2095000,419,72.7258,67.8128,-67101.5703125
4428.18,420,5184.23,2100000,420,75.2085,70.3937,-69161.34375
4083.15,421,5121.3,2105000,421,73.82,67.4462,-67955.9296875
4071.06,422,5166.46,2110000,422,70.6149,60.8523,-66626.2890625
5026.48,423,5541.99,2115000,423,72.6631,64.3676,-67375.265625
4757.17,424,5928.42,2120000,424,72.7507,68.1884,-68401.0703125
4204.95,425,5651.06,2125000,425,72.1265,64.2737,-67567.7734375
4201.4,426,5448.82,2130000,426,74.6061,69.8172,-68302.140625
3941.7,427,5822.95,2135000,427,71.1844,64.6681,-67704.9453125
4811.37,428,5708.23,2140000,428,73.7225,67.0354,-68472.890625
3111.99,429,3845.66,2145000,429,74.7205,70.788,-68981.625
4469.62,430,5314.84,2150000,430,70.5349,62.6388,-66664.421875
4212.88,431,5471.14,2155000,431,70.1864,63.4253,-66608.2734375
5097.17,432,5323.67,2160000,432,69.2234,60.3035,-63853.7421875
5102.64,433,5760.21,2165000,433,72.6287,64.63,-68890.6640625
4701.74,434,6066.21,2170000,434,67.4442,53.7564,-59991.1796875
4478.9,435,5023.5,2175000,435,72.3555,64.2638,-68831.3125
3895.55,436,4671.05,2180000,436,72.6897,64.6411,-69462.0546875
5090.47,437,5280.84,2185000,437,73.9326,67.0231,-70165.9453125
5196.88,438,5758.7,2190000,438,74.8245,70.858,-70657.84375
5263.22,439,5902.96,2195000,439,69.2881,59.9729,-65900.5078125
5457.25,440,5961.21,2200000,440,72.7399,68.1606,-70806.0625
4860.76,441,5411.92,2205000,441,74.2272,68.4924,-71000.875
5300.73,442,5839.68,2210000,442,72.9592,64.9192,-70506.90625
5060.36,443,5701.99,2215000,443,73.8664,67.3427,-71469.671875
4355.75,444,5662.52,2220000,444,73.9811,69.16,-71900.6484375
5340.03,445,5776.04,2225000,445,72.0194,67.3496,-69378.2578125
5021.61,446,5930.04,2230000,446,69.1994,61.5759,-65814.5625
5161.63,447,5992.94,2235000,447,73.9438,67.9912,-71181.0390625
4218.92,448,4706.37,2240000,448,72.6647,67.1267,-70602.9765625
4927.24,449,5138.59,2245000,449,66.198,48.9061,-54357.10546875
4621.72,450,4276.4,2250000,450,73.2962,68.861,-72114.4765625
5323.75,451,6032.38,2255000,451,71.6466,62.5416,-70398.9765625
3429.49,452,4650.02,2260000,452,72.5839,64.0699,-70029.265625
4211.75,453,4712.58,2265000,453,73.1687,66.8856,-70714.6796875
3700.64,454,4861.5,2270000,454,72.7513,66.2744,-70958.203125
4127.34,455,5074.77,2275000,455,69.9182,61.9433,-67976.1328125
4090.59,456,4922.04,2280000,456,73.4919,68.0936,-71656.3203125
4622.69,457,5137.22,2285000,457,72.7935,66.7106,-71868.4375
3960.11,458,5062.3,2290000,458,69.5671,62.186,-67409.546875
4336.9,459,5423.61,2295000,459,74.0121,66.5287,-72265.9765625
4709.4,460,4988.13,2300000,460,73.2291,70.1077,-72825.5234375
4625.46,461,5097.12,2305000,461,70.0335,62.7141,-68872.4609375
5151.0,462,5527.44,2310000,462,71.1093,65.1097,-72042.234375
4591.72,463,5690.91,2315000,463,72.8203,67.7371,-72910.9765625
5314.55,464,5867.12,2320000,464,69.7272,62.1534,-67489.8046875
5389.13,465,5702.99,2325000,465,71.587,65.1602,-72508.0859375
4868.08,466,5272.26,2330000,466,69.4921,60.0294,-66333.9375
4320.44,467,6073.41,2335000,467,70.5133,63.2267,-72028.84375
4465.7,468,5147.55,2340000,468,71.8566,62.3961,-72990.46875
5225.59,469,6064.91,2345000,469,74.0378,68.9005,-74293.7890625
3781.15,470,4877.31,2350000,470,73.7613,65.1133,-74884.96875
4741.99,471,5366.27,2355000,471,72.4711,62.166,-73025.4765625
3900.39,472,5763.34,2360000,472,71.6621,63.1906,-73957.421875
4685.4,473,4874.57,2365000,473,67.4239,58.3627,-66988.5859375
5400.72,474,6038.76,2370000,474,67.1102,57.2118,-64728.45703125
4968.38,475,5682.01,2375000,475,72.3157,63.401,-72654.9921875
4347.48,476,6068.46,2380000,476,74.5632,65.5792,-73904.859375
4467.26,477,5745.99,2385000,477,69.8027,57.964,-67375.4765625
5267.13,478,5072.03,2390000,478,73.4646,67.3271,-74487.28125
4129.0,479,5730.55,2395000,479,74.0135,69.4248,-74330.7109375
4993.0,480,5983.35,2400000,480,70.7624,64.4874,-72881.6640625
5001.91,481,5805.65,2405000,481,68.1747,57.1322,-67459.9453125
3945.3,482,5950.8,2410000,482,72.7977,65.8544,-73487.96875
4867.7,483,6057.97,2415000,483,72.3458,62.7595,-73767.109375
4344.38,484,5684.01,2420000,484,73.4381,64.3981,-73330.0078125
4580.97,485,5831.6,2425000,485,72.8154,62.6881,-72923.75
4830.3,486,5579.35,2430000,486,73.6268,66.5365,-74290.765625
4659.36,487,5533.21,2435000,487,70.7227,61.5092,-70581.7109375
5006.16,488,5695.4,2440000,488,72.9257,66.513,-73992.6875
4305.8,489,5272.58,2445000,489,73.4324,68.7737,-74457.9296875
4450.92,490,5804.65,2450000,490,73.3513,66.053,-73675.25
4437.81,491,6035.0,2455000,491,72.6413,62.867,-72858.6484375
5055.14,492,5431.76,2460000,492,70.965,63.2753,-71637.515625
4432.15,493,6051.08,2465000,493,69.8547,62.657,-71185.765625
4518.94,494,5746.78,2470000,494,67.675,57.9974,-68145.9609375
4098.06,495,5751.77,2475000,495,72.4843,66.935,-73558.828125
4435.42,496,5888.45,2480000,496,69.1357,60.4565,-67542.40625
4626.88,497,5738.28,2485000,497,70.3796,62.1975,-71306.03125
4276.78,498,5545.26,2490000,498,73.0444,68.3944,-75274.7421875
4642.79,499,5548.26,2495000,499,72.5202,67.2862,-74852.3046875
3535.59,500,5522.51,2500000,500,72.7578,65.4113,-74077.1015625
5083.99,501,5695.12,2505000,501,67.3987,55.1526,-65097.0234375
4854.16,502,5031.53,2510000,502,70.5061,62.0254,-72232.453125
4354.33,503,5421.11,2515000,503,74.0789,68.8354,-75746.6484375
4622.19,504,4700.12,2520000,504,72.729,67.3765,-75080.0234375
4633.75,505,4853.21,2525000,505,72.5014,66.0434,-75373.3046875
5220.44,506,5747.13,2530000,506,73.1901,67.3781,-75707.8203125
4611.99,507,5180.34,2535000,507,74.4816,68.5301,-76117.9921875
4904.08,508,5865.86,2540000,508,74.3191,67.4984,-74923.8515625
3644.19,509,5667.54,2545000,509,75.0331,71.016,-76119.703125
4241.3,510,5775.91,2550000,510,73.4997,64.2622,-74905.0546875
4619.63,511,5413.63,2555000,511,74.4234,65.6474,-75582.2890625
4784.2,512,5986.78,2560000,512,71.5522,64.7194,-75001.75
4017.83,513,5452.5,2565000,513,71.8073,62.4128,-73480.296875
4615.05,514,5838.78,2570000,514,71.5705,64.8518,-75781.40625
4601.77,515,5423.34,2575000,515,73.3958,67.3712,-75824.3046875
4604.88,516,5640.72,2580000,516,72.5962,65.7832,-73826.6953125
4405.42,517,5864.08,2585000,517,67.8025,52.9226,-65479.5390625
4717.41,518,5743.96,2590000,518,74.1651,67.4204,-75837.3828125
5078.55,519,5815.63,2595000,519,70.5693,64.7897,-74135.7265625
5517.84,520,5473.21,2600000,520,70.2528,63.1269,-70794.46875
4467.66,521,5361.18,2605000,521,69.8951,63.3755,-70818.7421875
4551.98,522,5423.02,2610000,522,70.5483,61.8527,-71623.4609375
4198.62,523,5909.82,2615000,523,73.1961,66.7291,-77481.65625
5079.2,524,5184.24,2620000,524,67.0087,52.1697,-64205.421875
3097.27,525,5133.21,2625000,525,72.9813,67.5782,-76130.625
4966.98,526,5047.88,2630000,526,66.2518,52.474,-63138.4296875
3868.17,527,5686.95,2635000,527,74.4339,66.1435,-76370.375
5038.82,528,5982.56,2640000,528,71.8172,64.179,-75554.2734375
5045.04,529,5230.52,2645000,529,73.906,68.3231,-77362.265625
4565.5,530,4991.9,2650000,530,74.2577,64.182,-77224.875
4558.81,531,6058.45,2655000,531,72.5127,63.6615,-76692.65625
5192.04,532,5376.14,2660000,532,73.3038,65.2796,-76683.78125
4480.75,533,5407.43,2665000,533,74.3838,67.7261,-76947.09375
4711.13,534,5471.7,2670000,534,74.7422,66.7914,-76886.1015625
3336.91,535,5443.62,2675000,535,74.4494,65.5417,-77504.578125
4769.66,536,5498.64,2680000,536,75.0553,65.8693,-77139.34375
4536.53,537,5443.05,2685000,537,74.1812,64.9623,-76338.0234375
4987.93,538,4981.29,2690000,538,76.2793,69.0141,-78890.4140625
4294.25,539,5895.18,2695000,539,74.9344,64.759,-77324.0390625
5521.04,540,6061.98,2700000,540,74.81,67.8935,-77324.171875
4616.65,541,4928.51,2705000,541,70.6875,61.5176,-72676.0078125
5038.32,542,5143.24,2710000,542,71.3062,63.0525,-74447.53125
5165.62,543,4942.81,2715000,543,73.8703,66.6031,-77276.0859375
4760.99,544,5117.53,2720000,544,74.6473,65.3042,-76952.9296875
4281.83,545,5608.74,2725000,545,74.7201,66.4009,-78314.2265625
4936.71,546,5746.54,2730000,546,68.1378,59.9138,-71345.671875
5105.12,547,5644.91,2735000,547,72.6146,61.5837,-77477.1953125
4902.32,548,5674.86,2740000,548,72.7961,61.2766,-76827.7578125
4948.84,549,5966.52,2745000,549,72.9164,63.4935,-77478.7734375
4406.13,550,5207.53,2750000,550,74.4364,67.0337,-78488.265625
4182.55,551,5634.61,2755000,551,72.9018,65.9075,-78024.71875
4303.77,552,5627.08,2760000,552,72.4636,63.9741,-77042.9140625
5141.78,553,5997.32,2765000,553,73.7326,65.2193,-78606.3828125
4288.97,554,5072.94,2770000,554,72.7671,64.9231,-78110.8203125
4638.52,555,5294.7,2775000,555,71.7841,62.9648,-77077.7734375
4947.73,556,5917.14,2780000,556,72.9028,63.6553,-78336.96875
5060.75,557,5666.79,2785000,557,73.7075,66.163,-77874.4921875
4318.32,558,4746.54,2790000,558,72.82,64.1583,-76976.4921875
4198.16,559,4733.66,2795000,559,73.6591,65.1345,-77403.828125
5603.37,560,5817.98,2800000,560,73.1152,63.4485,-78124.7734375
4744.89,561,5697.41,2805000,561,67.6603,55.6352,-68739.5390625
5129.21,562,4918.71,2810000,562,72.0765,62.959,-77482.0859375
4505.81,563,5424.44,2815000,563,69.904,61.6928,-74568.5390625
4713.99,564,5671.26,2820000,564,68.9551,59.1062,-73124.3984375
4906.98,565,5672.36,2825000,565,73.0484,66.0292,-79154.6953125
4967.87,566,5917.2,2830000,566,73.1866,65.117,-78704.21875
4660.51,567,5634.54,2835000,567,73.161,66.6224,-78968.9375
4490.96,568,5797.04,2840000,568,73.0385,65.1517,-78380.203125
5271.7,569,5999.32,2845000,569,73.6854,64.6447,-78262.7890625
4891.37,570,5184.21,2850000,570,67.8741,58.1157,-74396.375
5218.45,571,5729.09,2855000,571,74.2233,68.3053,-79519.0078125
5012.54,572,5320.53,2860000,572,73.6611,66.2312,-79060.4140625
4420.61,573,4734.71,2865000,573,75.0216,67.6909,-79425.28125
5298.83,574,5876.69,2870000,574,72.7458,68.1509,-80077.390625
4838.86,575,5669.07,2875000,575,74.1802,68.389,-80233.7578125
5188.82,576,5308.44,2880000,576,74.8982,70.4302,-80436.25
4624.54,577,5337.98,2885000,577,71.549,64.9848,-79308.7109375
5010.6,578,5902.03,2890000,578,70.6852,60.3589,-75771.1953125
4204.41,579,6000.65,2895000,579,74.1491,64.9156,-78530.453125
4900.31,580,5066.66,2900000,580,73.4978,68.6093,-79539.6953125
2155.47,581,2316.73,2905000,581,64.5524,43.0832,-43945.59375
3502.67,582,3727.27,2910000,582,71.4383,60.9696,-51367.734375
4344.81,583,5132.57,2915000,583,72.4392,67.0305,-69947.03125
4591.39,584,5277.64,2920000,584,74.7869,71.7917,-78076.578125
5270.78,585,5776.9,2925000,585,77.3696,77.7537,-81815.640625
5100.72,586,5836.91,2930000,586,75.3466,74.6596,-81211.8203125
5075.36,587,5976.1,2935000,587,74.8605,71.2967,-79133.28125
5547.14,588,5855.13,2940000,588,77.5315,75.9234,-81568.40625
5065.98,589,5746.24,2945000,589,73.9518,71.3981,-79822.328125
4971.96,590,5679.02,2950000,590,74.5365,71.9405,-80690.2578125
5331.68,591,4856.59,2955000,591,76.5612,77.9972,-82455.1484375
5542.46,592,5248.04,2960000,592,76.3127,76.1507,-82096.515625
5056.49,593,5845.33,2965000,593,75.5145,71.0345,-81668.640625
5053.42,594,5246.83,2970000,594,75.7651,76.18,-81535.2890625
5576.89,595,5557.34,2975000,595,77.6598,79.035,-82997.109375
4474.35,596,5741.01,2980000,596,76.3513,76.9621,-82326.6015625
5570.66,597,5845.48,2985000,597,76.0946,77.1425,-82773.6796875
4703.98,598,5530.17,2990000,598,76.1945,78.0346,-82420.46875
5024.26,599,5812.86,2995000,599,73.5824,71.6589,-81796.6953125
