Running Env Steps,Running Update Time,Itration,Real Det Return,Real Sto Return,Running Forward KL,Reward Loss,Running Reverse KL
1930000,386,386,4618.22,4354.68,40.0358,-17401.64453125,16.6768
1935000,387,387,4636.12,4552.25,40.2992,-17293.046875,16.5117
1940000,388,388,4646.96,4556.93,39.6533,-17062.01171875,15.8073
1945000,389,389,4620.18,4523.78,40.3881,-17630.990234375,16.3156
1950000,390,390,4613.93,4551.03,39.5925,-17408.986328125,16.1549
1955000,391,391,4576.23,4534.2,39.6996,-17943.40625,16.3814
1960000,392,392,4564.35,4520.71,39.993,-17765.65234375,17.2748
1965000,393,393,4554.89,4493.69,39.9149,-17904.697265625,16.9664
1970000,394,394,4520.45,4480.01,40.4057,-18010.78515625,15.9797
1975000,395,395,4632.98,4530.0,40.0257,-17977.0,16.6129
1980000,396,396,4574.23,4445.59,40.1154,-18109.2578125,16.1992
1985000,397,397,4606.88,4366.62,40.121,-18241.603515625,15.9118
1990000,398,398,4571.46,2744.05,39.9742,-19847.783203125,19.657
1995000,399,399,4605.98,4010.95,39.9225,-18719.46484375,17.3203
2000000,400,400,4564.77,4500.19,39.5895,-18614.900390625,15.4369
2005000,401,401,4500.29,4081.24,40.326,-18536.619140625,14.909
2010000,402,402,4554.4,3887.07,40.3458,-20338.451171875,17.0026
2015000,403,403,4574.16,4358.09,39.8864,-18665.3828125,15.5349
2020000,404,404,4607.8,4513.64,39.5194,-18277.498046875,15.5954
2025000,405,405,4437.32,3929.22,42.3372,-19728.634765625,21.0026
2030000,406,406,4285.65,3138.99,41.3738,-20598.931640625,16.8465
2035000,407,407,4479.97,4445.74,40.7767,-19163.796875,21.7095
2040000,408,408,4202.17,4189.54,40.7164,-20017.12109375,17.2659
2045000,409,409,4409.13,4370.71,40.1244,-18827.419921875,16.6847
2050000,410,410,4407.15,4384.93,40.1551,-18817.228515625,16.0451
2055000,411,411,4449.04,4375.87,41.0716,-20140.380859375,18.0119
2060000,412,412,4450.67,4418.6,40.1098,-18913.478515625,17.59
2065000,413,413,4430.89,4369.7,41.0961,-19918.5859375,19.0972
2070000,414,414,4423.2,4207.95,39.7566,-19683.802734375,16.2647
2075000,415,415,4362.24,4308.55,39.9798,-19665.052734375,17.1413
2080000,416,416,4382.92,4399.72,39.5642,-19861.775390625,16.4698
2085000,417,417,4406.03,4390.52,40.3235,-19878.98046875,17.2157
2090000,418,418,4495.42,4445.89,40.5352,-20223.734375,16.9583
2095000,419,419,4586.84,4501.18,40.3272,-19966.3984375,17.1908
2100000,420,420,4509.05,4455.33,39.4592,-19647.052734375,16.5608
2105000,421,421,4530.88,4474.67,38.669,-18964.240234375,15.7467
2110000,422,422,4609.07,4502.69,39.8695,-19921.912109375,17.5598
2115000,423,423,4470.08,4465.76,39.3442,-19983.517578125,16.5368
2120000,424,424,4234.37,4188.3,39.8104,-19609.19140625,16.1771
2125000,425,425,4609.37,4547.31,39.1829,-19989.572265625,16.3985
2130000,426,426,4544.58,4481.53,39.727,-19893.697265625,16.1026
2135000,427,427,4520.5,4476.13,40.047,-20035.87890625,16.4468
2140000,428,428,4580.31,4480.6,40.2689,-20826.67578125,15.7314
2145000,429,429,4612.27,4438.7,39.8173,-20822.68359375,15.4207
2150000,430,430,4570.88,4506.84,40.5047,-20955.189453125,16.4637
2155000,431,431,4475.11,4446.3,40.0949,-21067.015625,15.3401
2160000,432,432,4527.2,4467.43,39.4541,-20402.24609375,14.9437
2165000,433,433,4578.56,4512.95,39.9139,-20369.392578125,16.1639
2170000,434,434,4601.89,4328.39,39.4883,-20908.333984375,15.5659
2175000,435,435,4603.87,4267.22,39.7988,-20400.935546875,16.0087
2180000,436,436,4425.08,4227.67,40.4889,-17304.943359375,15.0156
2185000,437,437,4592.06,4520.76,39.3317,-20422.671875,15.0315
2190000,438,438,4584.5,4534.27,39.6546,-19894.439453125,15.5525
2195000,439,439,4637.56,4540.98,39.6846,-20304.50390625,15.271
2200000,440,440,4579.54,4529.65,39.0318,-20059.416015625,15.226
2205000,441,441,4601.57,4544.22,39.6976,-20203.255859375,15.5798
2210000,442,442,4601.65,4515.84,39.8765,-20756.888671875,15.2755
2215000,443,443,4647.46,4530.3,39.2822,-20376.5625,14.4682
2220000,444,444,4589.84,4530.94,39.1922,-20299.671875,14.2012
2225000,445,445,4623.59,4356.71,39.6954,-20804.611328125,14.7792
2230000,446,446,4624.54,4177.58,39.842,-21133.91015625,15.028
2235000,447,447,4581.39,4015.36,39.9913,-21608.75,14.4377
2240000,448,448,4564.08,2664.98,40.8107,-23920.064453125,12.168
2245000,449,449,4598.92,3602.59,39.4864,-21767.65625,13.9062
2250000,450,450,4560.42,4494.16,39.0284,-21201.89453125,14.4405
2255000,451,451,4613.5,4212.16,39.2735,-21767.509765625,14.88
2260000,452,452,4661.69,4398.45,39.0202,-21521.21484375,15.3671
2265000,453,453,4642.46,4540.33,39.3738,-21599.05859375,13.8074
2270000,454,454,4638.68,4519.14,39.2476,-21996.37890625,14.7004
2275000,455,455,4691.54,4574.27,39.4208,-21440.548828125,14.2457
2280000,456,456,4585.57,4347.82,38.8008,-21441.61328125,14.0681
2285000,457,457,4647.06,4357.12,39.0994,-21684.15625,14.666
2290000,458,458,4686.69,4359.14,39.071,-23355.421875,13.5589
2295000,459,459,4636.41,4181.31,39.546,-23008.7578125,15.1258
2300000,460,460,4694.39,4504.34,39.3803,-22126.8125,15.4694
2305000,461,461,4630.58,3980.13,39.5454,-21768.84765625,15.4595
2310000,462,462,4667.03,4565.43,40.07,-22154.6875,15.847
2315000,463,463,4557.62,4316.86,39.3413,-22300.94921875,15.4031
2320000,464,464,4572.79,4301.08,39.4993,-23088.62109375,14.6525
2325000,465,465,4648.81,4526.82,39.2685,-23445.052734375,14.0116
2330000,466,466,4686.65,4568.77,39.8389,-22650.517578125,15.7696
2335000,467,467,4575.05,4523.8,39.7267,-22765.53125,15.1611
2340000,468,468,4618.94,4107.0,39.7497,-23177.341796875,15.0698
2345000,469,469,4595.38,4523.17,39.3648,-23412.630859375,14.4893
2350000,470,470,4643.26,4546.62,39.8099,-22746.83203125,15.6607
2355000,471,471,4597.24,4508.96,39.9356,-23179.45703125,15.4493
2360000,472,472,4572.52,4496.99,39.6402,-23616.666015625,15.3963
2365000,473,473,4531.5,4499.99,39.061,-23310.28515625,14.9066
2370000,474,474,4501.08,4239.27,38.6679,-23326.869140625,13.6833
2375000,475,475,4543.96,4465.06,38.9931,-23688.14453125,14.0939
2380000,476,476,4545.4,4514.21,39.3356,-23291.703125,14.7251
2385000,477,477,4588.26,4520.58,39.2965,-23812.1640625,14.5882
2390000,478,478,4559.79,4498.68,39.253,-23737.5390625,14.6291
2395000,479,479,4677.06,4564.95,38.9758,-23310.802734375,13.9025
2400000,480,480,4612.79,4546.6,39.1459,-23815.673828125,15.3347
2405000,481,481,4719.31,4062.62,39.361,-22877.205078125,14.8718
2410000,482,482,3551.76,4007.22,40.3063,-25154.677734375,16.3843
2415000,483,483,4730.87,4248.62,39.6402,-23539.615234375,16.112
2420000,484,484,4682.7,4583.0,40.021,-23665.2265625,16.3658
2425000,485,485,4666.16,4361.16,39.3451,-24089.578125,15.2793
2430000,486,486,4734.93,4416.08,39.7941,-23484.685546875,14.8609
2435000,487,487,4652.52,4201.04,39.7768,-25132.755859375,15.1236
2440000,488,488,4699.1,4425.07,39.9758,-24253.638671875,16.5083
2445000,489,489,4659.32,4006.94,39.6904,-24541.216796875,16.1638
2450000,490,490,4638.26,4569.93,39.3888,-24177.724609375,16.1207
2455000,491,491,4634.02,4579.15,39.2398,-24646.107421875,14.9444
2460000,492,492,4632.32,3762.97,39.7929,-25091.3359375,15.8236
2465000,493,493,4691.52,4313.99,40.1083,-25977.470703125,15.2258
2470000,494,494,4709.76,3001.61,40.7364,-26232.1953125,14.7416
2475000,495,495,-1.76,-2.17,43.3767,-34587.98046875,15.5675
2480000,496,496,532.02,407.72,52.1528,-31661.298828125,27.3897
2485000,497,497,349.24,359.95,52.3174,-31803.13671875,71.4143
2490000,498,498,350.09,403.4,49.5943,-21827.84765625,19.3688
2495000,499,499,583.14,610.37,46.0275,-25378.169921875,22.1345
2500000,500,500,479.43,484.26,48.342,-26897.400390625,26.4683
2505000,501,501,598.68,723.57,48.7513,-28329.8046875,25.5707
2510000,502,502,3779.26,2758.27,41.3259,-25689.275390625,20.6656
2515000,503,503,827.12,786.91,46.5017,-29790.900390625,24.4803
2520000,504,504,1172.64,1458.02,42.8396,-28033.259765625,18.9014
2525000,505,505,830.02,931.26,45.0801,-28751.251953125,19.8539
2530000,506,506,1644.4,2190.42,43.2444,-27959.49609375,18.7203
2535000,507,507,4124.47,4065.48,41.6723,-27896.3203125,19.5321
2540000,508,508,4640.59,4379.28,41.0596,-26598.849609375,18.6271
2545000,509,509,4647.07,4517.13,40.3554,-26706.47265625,18.7144
2550000,510,510,4606.33,4539.49,40.0443,-26885.5625,18.4174
2555000,511,511,4611.14,4528.64,40.0126,-26614.126953125,18.8384
2560000,512,512,4601.26,4528.35,40.4308,-26913.732421875,19.4643
2565000,513,513,4666.39,4568.85,39.9651,-26644.044921875,19.3795
2570000,514,514,4657.86,4212.4,40.1263,-26245.71484375,18.9627
2575000,515,515,4636.7,4475.31,40.897,-26215.521484375,18.7707
2580000,516,516,4559.16,4417.78,40.2563,-26220.21484375,16.7012
2585000,517,517,4472.06,4278.59,40.9826,-28764.861328125,15.8762
2590000,518,518,4475.85,3735.1,40.3872,-26570.619140625,16.8623
2595000,519,519,4467.29,4266.9,39.5706,-26539.71875,15.8699
2600000,520,520,4558.54,4126.86,39.86,-26117.759765625,16.5197
2605000,521,521,4558.04,4480.51,39.9345,-26483.953125,17.1887
2610000,522,522,4598.39,4521.32,39.8181,-25930.33984375,17.0133
2615000,523,523,4404.82,4294.39,40.1278,-26855.52734375,17.9099
2620000,524,524,4462.02,4213.56,40.066,-26875.26953125,17.8627
2625000,525,525,4624.52,4558.47,40.2565,-26727.34765625,17.7561
2630000,526,526,4609.71,4549.31,40.2703,-26935.439453125,17.8131
2635000,527,527,4626.98,4566.82,40.3417,-26171.771484375,17.9483
2640000,528,528,4636.59,4042.27,40.3041,-26098.634765625,18.1476
2645000,529,529,4619.97,4559.45,40.074,-25886.24609375,17.6152
2650000,530,530,4607.24,4543.31,39.7693,-26141.359375,17.2619
2655000,531,531,4646.19,4571.8,40.5587,-25985.82421875,17.9822
2660000,532,532,4635.76,4547.67,39.9091,-25774.2578125,17.1115
2665000,533,533,4634.85,4403.67,39.6518,-25436.0859375,17.1894
2670000,534,534,4640.74,4571.79,40.2507,-25740.484375,17.376
2675000,535,535,4662.64,4585.45,39.6446,-25151.45703125,16.7608
2680000,536,536,4671.45,4620.71,39.6885,-24783.787109375,18.0767
2685000,537,537,4590.14,4551.67,41.1915,-28060.095703125,19.9397
2690000,538,538,4649.54,4579.2,39.6301,-27245.896484375,17.3001
2695000,539,539,4559.78,4467.78,39.8582,-27527.873046875,17.7973
2700000,540,540,4664.31,4374.92,39.6628,-26857.81640625,16.8722
2705000,541,541,4651.65,4521.13,39.4152,-26407.12109375,17.3412
2710000,542,542,4620.74,4543.17,39.4332,-25605.755859375,16.5146
2715000,543,543,3929.14,4515.62,39.7614,-25013.9765625,16.6003
2720000,544,544,4327.55,4332.1,39.967,-26096.5859375,15.5872
2725000,545,545,3788.08,4162.01,40.3514,-26777.828125,14.2889
2730000,546,546,3952.04,3911.95,40.6207,-28361.578125,16.2372
2735000,547,547,3230.51,3196.49,41.203,-28031.966796875,14.6242
2740000,548,548,4667.74,3706.65,39.9455,-26673.013671875,14.602
2745000,549,549,1386.87,1523.65,43.0367,-29420.544921875,17.6713
2750000,550,550,2439.49,2512.16,41.1654,-30102.33984375,15.448
2755000,551,551,3319.95,3677.77,40.2845,-28274.58984375,14.8024
2760000,552,552,3019.21,3316.27,40.7875,-30029.44140625,14.3369
2765000,553,553,4710.81,4350.51,39.1975,-27324.939453125,15.2248
2770000,554,554,3907.89,3871.11,40.1843,-28621.185546875,15.1403
2775000,555,555,4032.12,3885.02,40.3745,-28357.169921875,15.3072
2780000,556,556,3290.28,4387.6,40.4318,-29270.716796875,14.8438
2785000,557,557,3649.54,4270.82,39.6893,-28290.39453125,14.8848
2790000,558,558,2737.74,3850.02,40.1524,-28688.580078125,14.2188
2795000,559,559,2761.0,3420.01,40.1679,-29685.537109375,14.0001
2800000,560,560,2300.39,2645.41,41.664,-32744.509765625,15.6736
2805000,561,561,2226.97,4038.18,40.4573,-29392.962890625,15.0545
2810000,562,562,2439.09,2965.41,40.5806,-29711.333984375,15.6571
2815000,563,563,4556.31,3854.76,39.1186,-29733.59375,14.205
2820000,564,564,4424.33,3431.28,39.2602,-28431.1015625,15.2292
2825000,565,565,3392.68,3939.54,41.5617,-30756.72265625,16.3871
2830000,566,566,2152.74,3122.03,40.4175,-31137.5,18.4868
2835000,567,567,3835.03,4145.61,39.455,-29110.0078125,15.4722
2840000,568,568,4696.1,4576.53,40.6704,-29705.52734375,16.6196
2845000,569,569,4667.91,4551.83,40.2866,-29780.904296875,16.8902
2850000,570,570,4669.45,4556.49,40.0313,-30252.935546875,17.2881
2855000,571,571,4649.07,4570.99,40.3947,-29908.61328125,17.3318
2860000,572,572,4638.72,4541.22,40.4223,-30744.392578125,17.7092
2865000,573,573,4649.38,4595.67,39.9618,-30440.259765625,17.2278
2870000,574,574,4677.76,4591.5,39.9646,-30104.09765625,16.585
2875000,575,575,4668.24,4603.27,39.2412,-29762.087890625,17.6497
2880000,576,576,4630.94,4564.64,39.0216,-29289.177734375,17.3797
2885000,577,577,553.05,462.01,51.7419,-37482.13671875,94.5668
2890000,578,578,574.47,573.19,50.3015,-37131.1953125,33.0249
2895000,579,579,430.66,433.96,50.0516,-39991.390625,27.8775
2900000,580,580,337.78,376.61,49.7238,-37221.6953125,19.3021
2905000,581,581,2020.59,1383.92,48.0851,-41668.84375,20.6886
2910000,582,582,2667.24,1841.68,46.6404,-38531.125,16.9199
2915000,583,583,355.24,549.82,46.8518,-39596.15625,22.3582
2920000,584,584,970.34,868.26,46.6425,-34628.4453125,14.7311
2925000,585,585,906.93,951.22,47.2321,-35915.71875,21.2536
2930000,586,586,877.54,1283.42,45.9886,-37061.765625,29.1523
2935000,587,587,1777.19,3019.17,42.4309,-32866.5078125,18.1244
2940000,588,588,2978.87,3500.46,42.5215,-32104.216796875,18.6388
2945000,589,589,4469.69,3292.32,40.7034,-31076.265625,17.1441
2950000,590,590,2709.32,2904.9,40.3461,-31685.78515625,16.9907
2955000,591,591,4568.36,4118.37,39.5147,-31430.53125,16.7641
2960000,592,592,1002.46,2761.35,40.4512,-35061.453125,15.3377
2965000,593,593,1055.92,3154.65,40.2959,-31349.154296875,16.7692
2970000,594,594,4259.44,4053.17,39.8061,-30436.76953125,18.6054
2975000,595,595,4621.92,4063.49,40.4081,-30712.21875,18.1822
2980000,596,596,4269.38,4102.17,39.4553,-29111.646484375,15.9201
2985000,597,597,4470.04,4379.33,40.2818,-30707.154296875,15.5609
2990000,598,598,3645.22,3883.79,40.1147,-30514.927734375,15.1332
2995000,599,599,4292.39,3771.81,40.0533,-28951.412109375,15.8202
3000000,600,600,4304.03,3887.68,39.6281,-30096.06640625,15.5456
3005000,601,601,3000.58,3074.8,40.4176,-31992.359375,15.6199
3010000,602,602,3968.46,3952.9,38.7987,-29217.083984375,15.2584
3015000,603,603,3882.97,3267.8,39.3732,-32514.25390625,13.2383
3020000,604,604,2934.84,3453.27,39.9193,-30649.158203125,15.4625
3025000,605,605,4192.61,4314.77,39.871,-31025.76953125,16.0206
3030000,606,606,4642.36,4161.03,39.2381,-29404.3671875,15.5601
3035000,607,607,4697.95,4498.84,39.4629,-30961.84765625,16.2643
3040000,608,608,4695.14,4597.9,39.8283,-31200.849609375,17.5117
3045000,609,609,4685.0,4568.02,39.8578,-30756.263671875,17.565
3050000,610,610,4662.2,4436.37,40.815,-32083.44921875,18.85
3055000,611,611,4665.57,4554.49,40.0791,-31613.8125,18.4586
3060000,612,612,4664.89,4559.98,40.6876,-31849.796875,19.2845
3065000,613,613,4643.2,4561.38,40.2995,-31504.732421875,18.7128
3070000,614,614,4675.05,4588.59,39.983,-31359.640625,18.205
3075000,615,615,4672.12,4480.06,39.6427,-31550.25390625,18.6862
3080000,616,616,4679.14,4475.18,39.7563,-31618.83203125,18.5555
3085000,617,617,4648.79,4545.97,39.7401,-30848.41015625,18.0715
3090000,618,618,4681.12,4605.34,40.38,-31193.50390625,18.2004
3095000,619,619,4731.49,4613.22,39.7305,-31267.203125,18.0607
3100000,620,620,4708.87,4643.85,39.8275,-31253.28515625,18.4806
3105000,621,621,4668.44,4587.93,39.6618,-31509.453125,18.2364
3110000,622,622,4685.79,4624.58,39.5195,-31743.927734375,18.2199
3115000,623,623,4741.52,4645.08,40.0407,-31862.365234375,18.3426
3120000,624,624,4684.99,4627.04,39.6404,-31445.6015625,18.4351
3125000,625,625,4708.26,4633.45,39.9664,-31687.3515625,18.095
3130000,626,626,4646.68,4575.31,39.5742,-31170.599609375,18.2859
3135000,627,627,4711.6,4635.0,39.9312,-31864.8046875,17.9674
3140000,628,628,4733.88,4639.07,39.8435,-31742.361328125,18.0972
3145000,629,629,4702.25,4636.07,39.8227,-31758.703125,18.4523
3150000,630,630,4731.64,4655.28,39.6558,-30626.951171875,17.6986
3155000,631,631,4730.67,4638.62,39.5485,-31442.009765625,17.4203
3160000,632,632,4697.06,4609.95,39.4064,-31863.2578125,17.7312
3165000,633,633,4739.79,4626.34,39.8067,-31815.96875,18.0581
3170000,634,634,4696.25,4601.34,39.5854,-31672.986328125,18.1354
3175000,635,635,4742.52,4641.17,39.7185,-31551.955078125,18.0196
3180000,636,636,4724.29,4632.61,39.7193,-31170.8359375,17.6192
3185000,637,637,4712.55,4627.83,39.3022,-31515.755859375,17.7107
3190000,638,638,4684.28,4618.33,39.3008,-31245.833984375,17.4258
3195000,639,639,4735.26,4631.54,39.3185,-31005.7890625,17.3839
3200000,640,640,4626.36,4568.82,39.637,-32036.265625,17.9895
3205000,641,641,4682.7,4597.55,38.8597,-31258.353515625,17.5739
3210000,642,642,4691.87,4623.61,39.2821,-31563.326171875,17.7094
3215000,643,643,4673.9,4609.67,39.6725,-31678.419921875,17.766
3220000,644,644,4704.92,4636.44,39.9119,-30303.333984375,17.3378
3225000,645,645,4679.19,4590.16,39.683,-33404.94140625,17.7487
3230000,646,646,4711.87,4624.31,39.9206,-32748.216796875,18.0128
3235000,647,647,4638.49,4571.34,39.3564,-32597.326171875,17.4473
3240000,648,648,4661.51,4598.16,39.8534,-33072.47265625,18.0594
3245000,649,649,4701.86,4622.82,39.7256,-32716.8125,17.8203
3250000,650,650,4721.83,4627.65,40.0687,-33200.921875,18.2373
3255000,651,651,4714.84,4646.54,39.7683,-32910.40625,17.7089
3260000,652,652,4705.77,4588.34,39.4581,-32663.083984375,17.5535
3265000,653,653,4725.28,4628.22,39.7757,-33693.10546875,17.6981
3270000,654,654,4712.96,4630.22,39.522,-32815.85546875,17.7363
3275000,655,655,4671.26,4600.9,39.1357,-33648.6328125,17.9035
3280000,656,656,4641.1,4571.56,39.0848,-33577.23828125,17.1919
3285000,657,657,4704.79,4622.67,39.8116,-33812.99609375,17.9089
3290000,658,658,4636.27,4573.36,39.0943,-33883.78515625,17.6632
3295000,659,659,4671.8,4533.84,39.6526,-34011.76171875,17.7406
3300000,660,660,4725.54,4640.07,39.9047,-34621.68359375,18.4467
3305000,661,661,4611.7,4549.27,39.3518,-34979.7109375,18.4803
3310000,662,662,4682.67,4579.03,40.1913,-34091.8828125,17.6303
3315000,663,663,4635.14,4575.58,39.8218,-34591.765625,18.58
3320000,664,664,4627.93,4569.29,39.0043,-33885.95703125,16.9234
3325000,665,665,4671.09,4583.33,40.2041,-35190.17578125,17.6398
3330000,666,666,4576.65,4519.28,39.2962,-34845.12109375,17.8132
3335000,667,667,4615.76,4538.0,39.513,-34910.82421875,17.447
3340000,668,668,4668.06,4579.49,40.1258,-35243.7890625,18.1666
3345000,669,669,4683.8,4494.97,40.2906,-35119.27734375,18.0042
3350000,670,670,4667.2,4446.95,40.6085,-35444.3984375,18.3361
3355000,671,671,4664.22,4092.93,39.8179,-34950.95703125,17.5608
3360000,672,672,4642.06,4565.28,40.1912,-35041.71875,18.4669
3365000,673,673,4687.76,4611.63,39.8616,-35484.65234375,18.3575
3370000,674,674,4704.34,4640.04,40.1327,-35529.3984375,18.7806
3375000,675,675,4694.03,4597.78,39.4972,-34637.3046875,18.188
3380000,676,676,4713.03,4593.7,39.7051,-35703.48046875,18.1305
3385000,677,677,4675.25,4612.53,39.7779,-35677.63671875,19.0371
3390000,678,678,4694.11,4605.13,39.3043,-35276.7109375,18.4379
3395000,679,679,4683.0,4618.02,39.1502,-35442.37109375,18.6157
3400000,680,680,4708.26,4613.42,39.5611,-35515.70703125,18.1142
3405000,681,681,4695.21,4250.24,40.8511,-35540.99609375,19.1253
3410000,682,682,4717.45,4580.49,39.9267,-36246.2265625,18.8123
3415000,683,683,4738.15,4623.58,40.1457,-36568.70703125,18.9029
3420000,684,684,4762.72,4664.23,39.8756,-35560.8515625,18.099
3425000,685,685,4700.2,4617.07,39.7264,-36357.9765625,18.9893
3430000,686,686,4691.9,4632.75,39.5413,-35806.9765625,18.0496
3435000,687,687,4681.02,4602.08,39.6054,-36047.69921875,18.4646
3440000,688,688,4708.1,4627.73,39.7637,-35519.16015625,18.1759
3445000,689,689,4705.97,4614.26,40.2833,-36342.00390625,19.0139
3450000,690,690,4684.35,4608.96,40.3282,-36767.6953125,19.3638
3455000,691,691,4685.24,4611.89,40.4933,-36951.52734375,19.857
3460000,692,692,4714.07,4612.42,40.6048,-37398.15234375,19.9451
3465000,693,693,4674.09,4590.48,40.1378,-37045.6171875,19.4013
3470000,694,694,4685.68,4600.1,40.0584,-37057.82421875,19.4938
3475000,695,695,4683.15,4603.88,40.3897,-37456.43359375,20.2272
3480000,696,696,4717.54,4658.53,40.1197,-37157.8203125,19.3027
3485000,697,697,4638.53,4601.03,40.1919,-37295.41015625,19.2066
3490000,698,698,4686.28,4622.75,39.7822,-36978.7890625,18.4963
3495000,699,699,4632.67,4566.06,39.5558,-36791.203125,17.9069
3500000,700,700,4677.72,4598.64,39.5356,-35934.34765625,18.3384
3505000,701,701,4704.29,4635.11,39.7597,-36141.85546875,17.9765
3510000,702,702,4696.9,4635.6,40.8167,-37533.01171875,18.6823
3515000,703,703,4663.87,4615.87,39.9702,-37541.1953125,18.5767
3520000,704,704,4697.24,4628.87,39.2852,-36151.99609375,16.6343
3525000,705,705,4687.06,4609.83,38.7804,-35353.65625,15.9076
3530000,706,706,4649.42,4589.17,38.8927,-35928.60546875,16.8911
3535000,707,707,4611.77,4547.56,39.5231,-37321.34765625,16.7696
3540000,708,708,4646.32,4530.4,39.1076,-36551.14453125,17.2142
3545000,709,709,4634.12,4473.15,38.8194,-35269.5,16.6653
3550000,710,710,4586.71,4534.77,39.4985,-38150.5859375,17.6957
3555000,711,711,4677.28,4605.89,39.748,-37016.125,17.6085
3560000,712,712,4633.95,4564.94,38.8321,-37740.55859375,16.7028
3565000,713,713,4616.86,4540.03,39.4435,-37459.3046875,17.2449
3570000,714,714,4631.87,4566.52,39.3397,-36730.47265625,16.5696
3575000,715,715,4628.89,4558.96,39.4337,-37028.77734375,17.1682
3580000,716,716,4657.42,4606.19,38.6827,-36974.37890625,16.9263
3585000,717,717,4657.09,4598.17,38.8437,-36388.27734375,16.873
3590000,718,718,4670.04,4616.65,38.8959,-35462.37890625,16.0909
3595000,719,719,4668.41,4598.67,39.7573,-36798.0390625,16.4581
3600000,720,720,4692.94,4601.05,39.6502,-36894.9765625,17.0065
3605000,721,721,4730.35,4494.3,40.0881,-37645.59375,17.2532
3610000,722,722,4729.59,4646.29,39.3231,-37792.0,17.407
3615000,723,723,4676.0,4600.7,39.9261,-37014.21875,17.122
3620000,724,724,4711.88,4650.97,39.3594,-37548.44140625,17.0515
3625000,725,725,4681.01,4602.89,39.4879,-37392.3359375,16.0654
3630000,726,726,4696.24,4647.38,39.4912,-36432.375,16.8091
3635000,727,727,4718.82,4640.28,38.9978,-35800.5546875,15.8885
3640000,728,728,4668.18,4602.16,39.4117,-35879.36328125,16.2068
3645000,729,729,4681.02,4532.0,39.5908,-37284.671875,17.1278
3650000,730,730,4703.27,4637.4,39.9961,-36303.54296875,17.0337
3655000,731,731,4734.62,4629.83,39.5671,-36858.91015625,16.9101
3660000,732,732,4730.79,4655.83,40.0826,-37468.24609375,17.9147
3665000,733,733,4728.55,4688.92,39.8976,-38070.765625,18.1936
3670000,734,734,4729.88,4657.6,40.1689,-38634.85546875,18.2063
3675000,735,735,4719.71,4662.92,41.0089,-39333.59375,18.7508
3680000,736,736,4722.64,4649.06,40.3397,-35628.6171875,16.9427
3685000,737,737,4722.28,4646.85,40.4606,-39177.87890625,18.1209
3690000,738,738,4736.42,4676.27,39.9265,-38809.13671875,17.6628
3695000,739,739,4753.24,4664.13,40.2087,-38503.13671875,17.618
3700000,740,740,4770.95,4721.39,40.4057,-38465.54296875,18.0959
3705000,741,741,4757.72,4457.06,39.7346,-37441.28515625,17.4207
3710000,742,742,4761.49,4688.43,39.5861,-37656.65234375,17.5294
3715000,743,743,4703.8,4491.87,40.5756,-38903.43359375,18.0228
3720000,744,744,4742.8,4681.85,39.7068,-38015.828125,17.7669
3725000,745,745,4745.83,4687.21,39.7313,-37253.390625,17.3548
3730000,746,746,4701.4,4485.72,40.8953,-39453.4765625,19.3964
3735000,747,747,4751.81,4672.03,39.513,-38416.90625,17.3765
3740000,748,748,4717.0,4641.8,39.5177,-37543.0234375,17.3446
3745000,749,749,4696.29,4650.5,40.0763,-38716.94140625,18.5674
3750000,750,750,4790.77,4524.33,38.4807,-36127.93359375,15.229
3755000,751,751,4752.23,4666.8,39.1349,-38467.55859375,16.9932
3760000,752,752,4688.74,4641.06,39.4823,-39129.08984375,17.957
3765000,753,753,4772.03,4687.82,38.4765,-36608.7421875,15.9172
3770000,754,754,4706.19,4647.71,39.0585,-37632.15234375,16.1219
3775000,755,755,4755.79,4575.13,38.3588,-36326.33984375,15.5914
3780000,756,756,4742.11,4490.13,38.9917,-35339.8125,14.7126
3785000,757,757,4717.67,4505.61,39.6806,-35958.8828125,14.9281
3790000,758,758,4703.63,4653.83,39.9344,-40151.328125,18.3849
3795000,759,759,4719.11,4642.74,39.4692,-39146.46484375,17.5464
3800000,760,760,4695.56,4639.42,39.724,-39104.359375,17.9622
3805000,761,761,4689.57,4616.53,39.3658,-38897.3984375,16.7187
3810000,762,762,4670.87,4607.03,39.8333,-39416.234375,17.7439
3815000,763,763,4677.44,4590.76,39.7846,-40030.3828125,17.2191
3820000,764,764,4656.48,4599.37,39.9044,-39480.75390625,17.6995
3825000,765,765,4707.72,4474.27,40.0038,-39049.63671875,17.6189
3830000,766,766,4662.61,4330.63,39.7469,-39857.65625,17.1929
3835000,767,767,4725.45,4364.73,39.4281,-38101.23828125,15.0873
3840000,768,768,4723.12,4659.0,39.5148,-40584.37109375,17.9832
3845000,769,769,4392.24,3916.2,39.7637,-39623.10546875,16.1433
3850000,770,770,4712.08,4656.38,39.593,-40337.453125,17.4464
3855000,771,771,4726.27,4663.02,39.9462,-39720.203125,15.8655
3860000,772,772,4712.76,4639.68,39.7052,-39811.65625,16.8392
3865000,773,773,4718.64,4590.82,39.6358,-40532.49609375,17.5592
3870000,774,774,4720.77,4645.86,39.3694,-40096.609375,16.0162
3875000,775,775,4718.42,4100.9,40.2415,-41380.89453125,14.5503
3880000,776,776,4739.92,4661.23,38.8327,-38649.01171875,15.5982
3885000,777,777,4693.24,4428.22,39.9121,-40995.5703125,17.2356
