Itration,Real Det Return,Real Sto Return,Running Forward KL,Reward Loss,Running Env Steps,Running Reverse KL,Running Update Time
386,4708.63,5176.46,68.4938,-10909.998046875,1930000,60.8202,386
387,4612.9,3391.1,63.6495,-10320.4189453125,1935000,51.4147,387
388,5137.13,4797.01,69.2527,-11098.1650390625,1940000,62.07,388
389,5044.74,3817.04,69.0637,-11016.181640625,1945000,63.5622,389
390,5347.02,5205.57,67.0544,-10991.1572265625,1950000,60.1505,390
391,4290.91,4808.17,62.7723,-10681.7373046875,1955000,54.3634,391
392,5230.23,4116.21,65.1467,-10415.123046875,1960000,51.6517,392
393,5663.55,4699.21,71.6962,-11179.056640625,1965000,65.89,393
394,4555.98,4746.61,66.6816,-10853.0234375,1970000,58.9536,394
395,4783.62,3834.4,67.4694,-11257.8984375,1975000,61.2275,395
396,5515.7,4846.52,66.3575,-10910.98046875,1980000,60.6766,396
397,5188.67,4864.98,67.219,-10915.3291015625,1985000,57.3505,397
398,5544.36,4497.56,66.7175,-10716.12890625,1990000,57.5178,398
399,5552.67,4496.8,69.6583,-11344.1669921875,1995000,62.8265,399
400,5342.15,4732.06,69.9706,-11552.642578125,2000000,63.343,400
401,4558.95,4428.53,67.3042,-10969.291015625,2005000,58.1407,401
402,5280.05,4912.19,71.2749,-11654.28515625,2010000,65.5068,402
403,5183.44,5160.16,65.4024,-10389.537109375,2015000,49.9074,403
404,5161.85,4206.81,68.4707,-11139.9345703125,2020000,59.8794,404
405,5381.98,4874.88,70.482,-11549.236328125,2025000,66.0569,405
406,5394.91,4295.07,67.5042,-11233.974609375,2030000,61.4123,406
407,4883.23,4592.92,65.0412,-10676.26953125,2035000,50.2781,407
408,5774.56,3961.21,70.0931,-11346.451171875,2040000,61.5549,408
409,5095.72,3762.82,65.7397,-10288.33984375,2045000,47.635,409
410,5179.9,4141.77,67.6797,-11463.6142578125,2050000,63.9371,410
411,4371.08,4531.08,66.1144,-11024.896484375,2055000,57.4292,411
412,5050.98,4262.19,68.013,-11435.763671875,2060000,62.5665,412
413,5272.64,4834.1,64.6521,-10891.759765625,2065000,55.7635,413
414,5459.89,4120.35,64.8536,-10845.505859375,2070000,51.5414,414
415,5277.62,4229.61,68.9653,-11603.734375,2075000,60.9339,415
416,4767.55,4426.16,65.3182,-11082.4130859375,2080000,58.32,416
417,5145.27,5126.72,66.2781,-11354.0830078125,2085000,58.6708,417
418,4923.82,4965.88,70.1198,-11480.564453125,2090000,65.9029,418
419,5270.56,5030.1,68.7817,-11828.55859375,2095000,66.8826,419
420,5292.77,4908.24,69.1498,-11727.3154296875,2100000,63.4604,420
421,5286.51,4505.5,68.7876,-11581.07421875,2105000,64.8804,421
422,5059.97,3755.11,67.7188,-11416.9365234375,2110000,64.342,422
423,5133.61,4120.43,65.2622,-11257.6171875,2115000,55.2997,423
424,3489.06,3976.27,66.0976,-11113.8251953125,2120000,58.3613,424
425,4525.22,3708.33,67.8533,-11347.2939453125,2125000,58.9477,425
426,5310.69,4570.35,65.0333,-11027.462890625,2130000,53.4748,426
427,5364.57,4479.7,65.5084,-11117.005859375,2135000,56.706,427
428,5578.02,4588.12,64.9966,-10866.78515625,2140000,52.6852,428
429,4985.83,4835.92,67.552,-11531.486328125,2145000,58.9107,429
430,4496.41,4215.18,66.9036,-11361.8134765625,2150000,60.2588,430
431,5572.0,4106.41,70.2158,-11931.5546875,2155000,65.5285,431
432,4901.51,3557.8,67.5818,-11259.74609375,2160000,59.7791,432
433,5671.11,4580.23,70.8808,-11955.62890625,2165000,68.6365,433
434,5125.35,4999.14,69.5782,-11826.84375,2170000,65.605,434
435,5431.19,4582.24,67.1001,-11518.384765625,2175000,59.3444,435
436,4348.57,4352.01,67.9387,-11865.9873046875,2180000,63.1366,436
437,5690.92,5216.64,70.3599,-12003.5703125,2185000,69.5139,437
438,5227.02,5020.76,69.3017,-11895.7861328125,2190000,66.938,438
439,4588.28,4360.92,67.2379,-10999.5478515625,2195000,56.0151,439
440,5595.66,5085.07,71.5337,-12150.4814453125,2200000,66.6766,440
441,5242.06,4880.41,67.752,-11721.3955078125,2205000,60.809,441
442,5263.0,4901.6,68.6081,-11707.587890625,2210000,63.8742,442
443,4366.23,4191.65,65.9621,-11261.71875,2215000,57.326,443
444,4847.61,5020.76,68.8304,-12096.662109375,2220000,65.3659,444
445,5429.39,4684.37,69.7324,-12141.94921875,2225000,66.4903,445
446,5270.2,5131.88,69.6011,-12157.9091796875,2230000,68.7981,446
447,5899.98,5094.91,70.0718,-12292.5966796875,2235000,64.8336,447
448,5290.47,4344.31,69.986,-12224.5869140625,2240000,67.2275,448
449,5075.8,4498.33,65.8419,-11627.931640625,2245000,56.9672,449
450,4925.51,3667.83,66.3083,-11234.84375,2250000,56.5411,450
451,4429.65,3915.54,66.556,-11279.3544921875,2255000,58.2915,451
452,4524.32,4416.69,66.0836,-11700.341796875,2260000,62.0751,452
453,5719.68,5059.78,67.5857,-11740.2861328125,2265000,67.9654,453
454,5301.54,4443.46,68.0576,-11773.52734375,2270000,68.1285,454
455,4979.29,5189.71,65.9597,-11631.181640625,2275000,57.4254,455
456,5333.73,4626.53,63.4096,-10499.1474609375,2280000,45.7126,456
457,4585.37,4681.54,62.9681,-10681.9541015625,2285000,50.1848,457
458,4668.83,4686.71,66.8176,-11903.2744140625,2290000,61.6186,458
459,5450.07,4460.0,65.2686,-11784.3271484375,2295000,58.5543,459
460,4971.99,4114.04,67.5003,-12171.712890625,2300000,66.1103,460
461,4267.4,4194.9,63.8542,-11385.337890625,2305000,53.9813,461
462,4761.63,3858.1,68.0132,-12263.8720703125,2310000,65.9484,462
463,5219.84,5124.05,67.6983,-12298.591796875,2315000,68.4309,463
464,5127.68,4986.86,66.5732,-11962.3974609375,2320000,61.6366,464
465,5345.58,5281.94,68.5754,-12448.751953125,2325000,69.9869,465
466,4976.32,5156.11,64.3056,-11861.6923828125,2330000,60.1103,466
467,5354.86,4962.67,67.7177,-12249.4873046875,2335000,63.3595,467
468,5448.86,4602.28,66.0847,-12310.466796875,2340000,64.0013,468
469,4993.92,4978.65,66.1349,-11804.541015625,2345000,58.801,469
470,4797.84,4605.68,65.8185,-12190.99609375,2350000,62.5603,470
471,5573.86,5133.83,65.8775,-12060.9931640625,2355000,61.8612,471
472,4829.23,4780.48,68.3999,-12274.990234375,2360000,66.5287,472
473,4978.59,4809.66,69.992,-12435.9189453125,2365000,67.2763,473
474,5726.97,4344.44,67.016,-12327.802734375,2370000,60.4638,474
475,5068.13,4806.42,67.5484,-12433.841796875,2375000,62.7036,475
476,3998.47,4210.58,66.2287,-11629.1416015625,2380000,58.4554,476
477,4497.59,4582.8,64.6536,-11365.171875,2385000,56.874,477
478,4965.48,4384.72,67.8047,-12254.0517578125,2390000,67.2282,478
479,5366.57,5028.96,64.5301,-10815.03125,2395000,48.1631,479
480,4300.94,4184.28,69.4497,-12492.28515625,2400000,66.2273,480
481,4861.23,4324.21,66.4283,-11301.3388671875,2405000,52.5889,481
482,4842.09,4117.19,64.9758,-11455.1904296875,2410000,53.6277,482
483,4911.63,3676.0,67.7411,-12335.96484375,2415000,64.3645,483
484,5582.89,4233.55,68.7091,-12076.3935546875,2420000,63.5514,484
485,5409.46,3925.55,69.6827,-12732.51953125,2425000,70.8519,485
486,5091.95,4769.76,68.6915,-12524.806640625,2430000,61.6614,486
487,5574.32,4492.25,70.7223,-12585.9814453125,2435000,70.1181,487
488,5783.77,5130.96,66.387,-12315.0634765625,2440000,61.4594,488
489,4135.88,4569.27,68.4127,-12013.0458984375,2445000,58.9441,489
490,5446.58,4265.45,67.4725,-12228.115234375,2450000,63.2332,490
491,5285.17,4879.56,71.8555,-12797.099609375,2455000,70.7892,491
492,4951.68,5123.18,66.5967,-11608.8388671875,2460000,57.6468,492
493,4816.93,3839.98,69.3312,-12590.0009765625,2465000,66.5533,493
494,5119.36,4937.38,67.8662,-12512.5634765625,2470000,66.7783,494
495,5554.66,4096.59,67.1597,-12376.5947265625,2475000,61.6046,495
496,5187.56,3742.1,66.2737,-12278.6865234375,2480000,57.237,496
497,5078.61,5136.0,68.4606,-12750.8251953125,2485000,64.7744,497
498,4658.57,3578.79,64.9552,-11306.0361328125,2490000,50.464,498
499,4607.23,4435.9,64.7711,-11942.17578125,2495000,54.2231,499
500,5009.59,4392.33,65.8954,-11761.890625,2500000,53.6224,500
501,5625.08,3923.54,67.6149,-12608.7421875,2505000,62.6785,501
502,5356.71,5192.58,66.9907,-12447.2373046875,2510000,62.7227,502
503,4822.17,4136.81,66.5347,-12611.1962890625,2515000,62.0131,503
504,5785.83,4847.15,67.3736,-13074.1904296875,2520000,67.1373,504
505,5507.57,5009.54,66.8795,-12799.005859375,2525000,62.4598,505
506,4550.95,4760.93,66.2623,-12842.5859375,2530000,59.7255,506
507,5205.22,5624.33,70.765,-13476.498046875,2535000,71.6414,507
508,5638.83,4876.04,68.6689,-13166.8759765625,2540000,66.666,508
509,4803.29,4510.22,69.2981,-13331.4013671875,2545000,67.3885,509
510,5167.57,5341.35,68.917,-12788.8671875,2550000,62.649,510
511,5909.66,4932.56,66.3085,-12418.27734375,2555000,59.8339,511
512,4758.87,4460.5,67.9912,-12785.1962890625,2560000,62.3507,512
513,4643.8,4354.74,67.8309,-12512.1728515625,2565000,61.489,513
514,5776.92,4418.81,67.4909,-12904.236328125,2570000,64.7958,514
515,5362.23,5037.09,66.1225,-12478.74609375,2575000,56.118,515
516,4804.49,4334.1,69.728,-13093.650390625,2580000,67.5746,516
517,5502.2,4672.4,65.2266,-11492.1416015625,2585000,48.9703,517
518,5302.77,4790.86,70.755,-13418.310546875,2590000,68.4973,518
519,4827.77,4660.75,68.438,-13209.7880859375,2595000,69.4129,519
520,4787.48,4763.6,66.0262,-12293.857421875,2600000,55.0811,520
521,5229.59,4803.48,67.0369,-12811.6953125,2605000,64.0426,521
522,4837.71,4328.42,66.4397,-12592.86328125,2610000,58.7581,522
523,4266.1,5101.87,66.8032,-13064.5654296875,2615000,64.6523,523
524,4285.18,3702.85,67.1822,-12991.087890625,2620000,62.2439,524
525,4808.81,3872.41,66.3883,-12699.3203125,2625000,60.0131,525
526,4361.65,4213.7,70.9331,-13739.4658203125,2630000,68.5205,526
527,5150.11,4925.28,67.3231,-13221.302734375,2635000,64.6137,527
528,4376.16,4526.18,68.0051,-13249.0068359375,2640000,63.5614,528
529,5594.49,4627.19,68.395,-13450.5947265625,2645000,67.734,529
530,4885.8,4385.13,67.1931,-12595.888671875,2650000,57.8457,530
531,4020.67,4534.3,65.9814,-12441.1982421875,2655000,56.0785,531
532,5326.49,4986.69,68.1818,-13210.9873046875,2660000,65.0704,532
533,5432.44,4427.55,67.4245,-13385.2587890625,2665000,62.9011,533
534,4751.87,4652.91,67.4046,-12994.330078125,2670000,63.0269,534
535,5208.52,3866.25,70.8304,-13752.3115234375,2675000,70.4153,535
536,4600.53,4686.05,67.9726,-13314.634765625,2680000,62.897,536
537,4595.51,4265.36,68.1521,-13254.4443359375,2685000,65.1498,537
538,5182.13,4044.04,67.8289,-13259.7509765625,2690000,62.9056,538
539,5018.23,4430.79,68.6076,-13390.45703125,2695000,67.624,539
540,5554.61,4634.12,69.0282,-13682.2373046875,2700000,68.5439,540
541,4924.57,4116.17,64.8943,-12875.3583984375,2705000,58.8148,541
542,4464.27,4612.91,67.3045,-12524.9384765625,2710000,57.7395,542
543,5128.32,3584.81,70.037,-13733.56640625,2715000,66.6953,543
544,4707.79,4377.79,66.0247,-13173.48828125,2720000,66.1485,544
545,5209.33,4658.86,66.3274,-13363.3193359375,2725000,59.7112,545
546,5384.48,4401.96,69.4017,-13871.5322265625,2730000,65.7269,546
547,5317.53,4645.48,65.6244,-13269.5009765625,2735000,62.1099,547
548,4990.45,5048.64,69.4197,-13855.271484375,2740000,70.2786,548
549,4936.22,4290.92,67.9004,-13664.1875,2745000,62.8951,549
550,6004.03,5172.62,68.857,-14070.296875,2750000,70.0928,550
551,5175.94,5062.44,68.9728,-14070.8486328125,2755000,67.3041,551
552,5813.78,4087.1,67.4901,-13732.76171875,2760000,63.972,552
553,5104.19,4396.32,67.7425,-13754.6376953125,2765000,62.944,553
554,4962.42,4931.78,65.0337,-12537.59765625,2770000,55.0288,554
555,5982.5,4667.4,68.7631,-13989.5595703125,2775000,66.0267,555
556,5283.94,4521.51,71.5474,-14134.2470703125,2780000,67.3223,556
557,5374.62,4138.5,69.176,-14039.8447265625,2785000,67.1107,557
558,5550.55,4384.96,69.4354,-14043.3095703125,2790000,67.4284,558
559,5405.25,4881.97,65.5501,-11844.3837890625,2795000,49.2879,559
560,5507.82,5058.4,69.7868,-13966.513671875,2800000,67.4626,560
561,5125.24,4464.83,66.3787,-13182.3486328125,2805000,58.4057,561
562,4844.75,4365.45,69.9417,-14228.708984375,2810000,66.9212,562
563,5500.72,4493.49,66.0592,-13226.82421875,2815000,58.0872,563
564,5583.06,5254.98,68.6463,-13777.7880859375,2820000,66.346,564
565,5513.57,4686.71,65.3539,-12909.646484375,2825000,55.829,565
566,5906.81,4609.0,70.5318,-14164.81640625,2830000,66.6817,566
567,5757.39,4655.63,65.1388,-13043.76171875,2835000,56.9769,567
568,5607.15,4582.18,67.1138,-13596.4150390625,2840000,62.484,568
569,5710.75,5193.93,70.3053,-14292.70703125,2845000,68.3045,569
570,5275.33,4800.48,66.4408,-13429.0693359375,2850000,59.6137,570
571,5500.37,4714.56,68.6217,-14064.9150390625,2855000,65.465,571
572,5921.37,4901.14,66.95,-12946.30859375,2860000,57.8844,572
573,5323.11,4637.13,65.9523,-13121.357421875,2865000,56.4377,573
574,5076.25,4743.96,69.7335,-14319.3427734375,2870000,66.8059,574
575,5243.01,4545.03,65.892,-13291.2861328125,2875000,59.6611,575
576,4985.56,4187.85,69.0079,-14241.865234375,2880000,66.193,576
577,5029.75,5043.99,68.9206,-14030.03515625,2885000,64.1812,577
578,5780.67,4974.27,68.1639,-14287.5087890625,2890000,64.4565,578
579,5370.0,5257.96,70.5164,-14311.150390625,2895000,68.3382,579
580,5306.53,4493.19,70.2167,-14460.5869140625,2900000,68.9059,580
581,5402.11,4420.41,69.6356,-14393.4462890625,2905000,69.7943,581
582,5441.33,5125.02,64.305,-12672.7939453125,2910000,50.7064,582
583,5433.48,4663.81,70.3281,-14444.1123046875,2915000,70.1145,583
584,5750.08,4509.41,70.1563,-14465.181640625,2920000,70.9535,584
585,5889.06,4863.42,68.6845,-14190.7568359375,2925000,67.1074,585
586,5430.76,4862.43,67.9449,-13809.96875,2930000,60.6901,586
587,5416.19,4634.85,69.0011,-14462.2138671875,2935000,69.0025,587
588,4692.94,4734.9,66.2622,-13736.390625,2940000,60.554,588
589,5674.37,4795.09,69.2026,-14150.9345703125,2945000,65.6694,589
590,6068.41,5442.78,70.5347,-14576.35546875,2950000,67.8665,590
591,5799.2,4810.21,66.4217,-14038.333984375,2955000,64.9653,591
592,5735.02,5133.32,67.0239,-13570.62109375,2960000,61.2521,592
593,4905.83,4884.6,70.0696,-14566.5947265625,2965000,69.7684,593
594,5747.46,5268.9,70.1088,-14552.892578125,2970000,69.9111,594
595,5225.44,5126.87,69.8861,-14333.9140625,2975000,68.0679,595
596,5730.17,4602.59,69.9185,-14534.732421875,2980000,67.819,596
597,5340.76,5064.16,70.908,-14692.92578125,2985000,71.6096,597
598,5231.96,5031.66,71.6645,-14690.083984375,2990000,70.8495,598
599,5865.51,5040.18,68.6205,-14120.017578125,2995000,65.8954,599
