Itration,Real Sto Return,Running Reverse KL,Running Env Steps,Reward Loss,Running Update Time,Running Forward KL,Real Det Return
386,4913.97,80.0609,1930000,-12729.05859375,386,80.5016,5852.41
387,5541.66,77.6113,1935000,-13117.3154296875,387,83.0656,5918.66
388,5115.44,81.1751,1940000,-13278.3603515625,388,86.7556,5708.11
389,5151.46,81.3391,1945000,-13187.3134765625,389,85.1179,5447.66
390,4819.96,77.8172,1950000,-12449.373046875,390,77.7341,5705.23
391,5324.19,82.2563,1955000,-13345.7275390625,391,85.674,5791.91
392,4916.81,83.6924,1960000,-13251.796875,392,88.4916,5683.18
393,5334.74,82.6486,1965000,-13348.7646484375,393,85.1527,5662.55
394,5104.69,82.7358,1970000,-13338.0283203125,394,86.7107,5830.13
395,4454.73,72.217,1975000,-12502.9833984375,395,77.9555,5847.43
396,5087.96,85.4769,1980000,-13419.4814453125,396,88.8312,5783.57
397,4879.3,79.4543,1985000,-13317.466796875,397,86.3931,5659.57
398,4621.25,77.9417,1990000,-12924.205078125,398,81.0336,5777.62
399,5263.74,81.5317,1995000,-13487.681640625,399,85.2845,5564.19
400,4045.63,82.0127,2000000,-13458.8662109375,400,86.7348,5520.02
401,4574.45,81.6908,2005000,-13401.169921875,401,86.8569,5831.56
402,4924.06,69.922,2010000,-12443.6875,402,76.5354,5569.7
403,5286.46,71.3352,2015000,-12566.25,403,77.1129,5973.39
404,5094.53,80.4604,2020000,-13534.587890625,404,86.9037,5500.17
405,4801.87,81.11,2025000,-13671.259765625,405,86.7839,5824.99
406,4896.79,77.7526,2030000,-13217.87109375,406,79.8662,5850.63
407,4687.13,74.9221,2035000,-12789.13671875,407,78.6431,5771.94
408,4857.96,82.4478,2040000,-13381.0556640625,408,86.8662,5552.33
409,4140.46,73.8872,2045000,-12823.0439453125,409,79.1324,5820.4
410,4708.03,88.6814,2050000,-13652.9365234375,410,89.2855,5659.66
411,4952.33,85.9032,2055000,-13648.71484375,411,87.8394,5570.52
412,5385.42,82.9458,2060000,-13721.833984375,412,85.8776,5548.28
413,5427.47,84.8339,2065000,-13669.2158203125,413,85.2393,5705.24
414,4322.96,78.3321,2070000,-13546.6435546875,414,82.0127,5476.06
415,3782.36,85.8465,2075000,-13774.669921875,415,86.7534,5460.11
416,4399.83,77.1686,2080000,-12945.6591796875,416,77.5823,4683.62
417,5130.26,84.6938,2085000,-13977.37109375,417,87.6256,5508.24
418,5089.72,82.3189,2090000,-13741.3525390625,418,85.4098,5700.75
419,5288.96,84.7977,2095000,-13901.5732421875,419,88.1224,5699.21
420,5317.24,84.1214,2100000,-13915.150390625,420,86.9697,5779.32
421,5242.64,76.651,2105000,-13150.984375,421,76.7958,5893.29
422,4574.02,86.1504,2110000,-13982.8203125,422,85.3966,5035.2
423,4347.41,84.5136,2115000,-13909.19921875,423,87.1955,5404.18
424,5409.25,82.4976,2120000,-14128.171875,424,86.0344,5615.13
425,4945.93,71.6578,2125000,-12897.048828125,425,75.7531,5865.28
426,4622.76,81.5651,2130000,-13725.33203125,426,83.8769,5275.44
427,4868.82,76.1032,2135000,-14003.5478515625,427,82.636,5692.4
428,4916.46,84.6133,2140000,-14212.005859375,428,86.0941,5498.68
429,5106.36,79.9613,2145000,-14069.66015625,429,84.3933,5783.33
430,5029.39,82.5431,2150000,-13852.865234375,430,81.3032,5797.69
431,5540.25,82.156,2155000,-14223.8525390625,431,85.5414,5861.69
432,5185.22,83.6522,2160000,-14238.09765625,432,86.0096,5550.58
433,4617.49,86.672,2165000,-14153.2041015625,433,87.9629,5502.9
434,4480.07,78.2696,2170000,-14329.66796875,434,83.6536,5091.52
435,5292.91,80.8301,2175000,-14229.0244140625,435,84.0869,5864.24
436,4444.6,85.6418,2180000,-14277.599609375,436,85.7255,5496.04
437,5093.23,75.4514,2185000,-13258.734375,437,77.4174,5819.45
438,4980.31,87.9892,2190000,-14410.9189453125,438,86.8585,5503.07
439,5110.89,86.8489,2195000,-14461.0947265625,439,86.6465,5812.86
440,5505.57,83.9851,2200000,-14538.078125,440,85.568,5907.23
441,5205.79,86.2599,2205000,-14502.5986328125,441,86.0932,5880.49
442,5430.21,87.3051,2210000,-14475.6884765625,442,87.5894,5820.68
443,5264.74,85.9622,2215000,-14475.6796875,443,86.7316,5580.16
444,4573.04,86.9545,2220000,-14457.7802734375,444,87.5811,5788.59
445,5393.92,87.4457,2225000,-14293.4951171875,445,86.781,5605.03
446,5200.76,89.5838,2230000,-14428.904296875,446,86.2466,5511.78
447,5167.83,86.2753,2235000,-14628.0595703125,447,86.8158,5344.66
448,5171.81,79.0692,2240000,-13500.794921875,448,77.9878,5786.48
449,5373.98,85.4099,2245000,-14418.1455078125,449,84.8779,5793.45
450,5085.97,76.9864,2250000,-13714.52734375,450,76.8078,5563.29
451,4987.85,83.9858,2255000,-14617.4296875,451,84.8651,5851.9
452,5121.57,84.3566,2260000,-14577.6845703125,452,84.1526,5521.94
453,5315.59,85.9189,2265000,-14686.828125,453,84.6319,5136.33
454,5482.39,84.5037,2270000,-14820.2958984375,454,86.1329,5928.26
455,5138.67,83.1823,2275000,-14686.0087890625,455,83.8182,5425.27
456,5076.64,78.9169,2280000,-13994.8427734375,456,80.6093,5686.62
457,5258.06,82.0414,2285000,-14576.0439453125,457,84.1222,5826.52
458,5309.21,87.3047,2290000,-14730.931640625,458,85.4197,5818.76
459,5095.61,81.5012,2295000,-14880.9873046875,459,83.2494,5726.24
460,5457.51,83.6172,2300000,-14865.6533203125,460,84.9256,5951.98
461,5536.7,80.3356,2305000,-14713.3125,461,83.471,5972.94
462,5153.89,78.2142,2310000,-13795.7783203125,462,78.4616,5839.1
463,4881.98,84.6527,2315000,-14903.474609375,463,83.7087,5527.44
464,5080.46,77.0133,2320000,-14591.2314453125,464,82.4245,5592.51
465,5134.55,80.2837,2325000,-14741.306640625,465,81.6975,5893.89
466,5463.25,80.5517,2330000,-14917.908203125,466,83.1922,5503.33
467,5579.61,81.5099,2335000,-15004.6591796875,467,83.3945,6062.55
468,5396.64,78.5147,2340000,-14897.8310546875,468,81.9541,5708.66
469,5267.92,78.7327,2345000,-14670.6142578125,469,80.1734,5574.43
470,5345.72,82.0376,2350000,-15097.728515625,470,85.0543,5929.64
471,5199.49,75.2778,2355000,-14467.9951171875,471,80.6496,5571.31
472,5153.28,76.304,2360000,-14811.2421875,472,83.274,5960.98
473,5516.77,79.5765,2365000,-15169.6015625,473,82.2537,6059.24
474,4021.1,77.3729,2370000,-15127.0537109375,474,83.1694,5704.04
475,5131.68,78.5128,2375000,-15023.7978515625,475,83.1129,6023.25
476,5014.39,69.0683,2380000,-14521.4111328125,476,78.1735,6041.72
477,5398.16,77.0874,2385000,-15212.244140625,477,83.2023,6035.6
478,5423.48,81.7101,2390000,-15121.5400390625,478,84.3614,5769.46
479,5585.53,76.3061,2395000,-15133.94921875,479,81.8099,5740.56
480,4970.13,77.7411,2400000,-15147.3505859375,480,81.791,5523.49
481,3301.97,64.3071,2405000,-14094.73828125,481,75.3243,4780.54
482,5273.73,79.2778,2410000,-15147.5166015625,482,81.805,5620.79
483,5412.56,76.8208,2415000,-15126.794921875,483,79.824,6026.5
484,5393.7,79.0541,2420000,-15267.3017578125,484,82.4308,5699.1
485,5545.07,80.9718,2425000,-15015.619140625,485,82.6437,5953.68
486,4942.11,75.4108,2430000,-14467.78515625,486,77.1943,5963.27
487,4966.39,79.8557,2435000,-15154.8369140625,487,81.2428,5927.59
488,5157.09,82.3546,2440000,-15438.0126953125,488,84.9436,5635.67
489,5199.32,84.0232,2445000,-15269.7177734375,489,85.1897,5868.23
490,5410.6,79.6419,2450000,-15029.4228515625,490,80.3489,5751.37
491,5226.15,75.7226,2455000,-15033.435546875,491,80.0795,6032.78
492,5112.84,81.5274,2460000,-15284.55078125,492,82.2176,5687.99
493,5505.61,78.4326,2465000,-15352.625,493,80.8276,5856.78
494,4775.14,78.0297,2470000,-15255.0009765625,494,82.1621,5223.72
495,5128.31,80.1771,2475000,-15640.5068359375,495,82.4125,6080.04
496,5080.4,76.5365,2480000,-14140.7392578125,496,76.6407,5327.82
497,5089.19,82.9324,2485000,-15447.326171875,497,82.1517,6006.29
498,5563.74,73.3557,2490000,-15114.0830078125,498,78.2207,6065.24
499,4710.04,73.8786,2495000,-14645.3974609375,499,76.9269,6004.71
500,4806.48,68.215,2500000,-14236.8388671875,500,76.158,5460.55
501,5107.27,74.6766,2505000,-15200.6533203125,501,80.1808,5806.67
502,5647.28,71.0786,2510000,-14972.23046875,502,76.8928,6117.22
503,5109.97,75.1624,2515000,-15342.7978515625,503,80.8975,4748.92
504,4498.97,69.1878,2520000,-14099.060546875,504,75.4382,5785.22
505,5553.8,77.2639,2525000,-15457.4296875,505,81.6542,5510.75
506,5259.69,67.7931,2530000,-14374.92578125,506,73.6753,5992.5
507,5155.55,77.2048,2535000,-15447.7626953125,507,79.9313,6002.22
508,5444.51,74.8364,2540000,-14935.2080078125,508,80.2564,6039.35
509,5225.73,70.7677,2545000,-15536.3173828125,509,80.1735,5681.31
510,5502.48,79.4258,2550000,-15720.8193359375,510,83.0518,6022.77
511,4834.92,64.1364,2555000,-14200.7216796875,511,74.0005,5659.7
512,5318.27,74.4766,2560000,-14780.04296875,512,76.7793,5737.33
513,4627.84,73.3009,2565000,-15546.2314453125,513,79.5533,5672.99
514,5474.47,75.1227,2570000,-15673.51953125,514,79.3242,5994.45
515,5404.83,74.3597,2575000,-15107.9873046875,515,80.0112,5984.7
516,4538.97,70.6302,2580000,-15467.8359375,516,78.8452,5674.67
517,4178.62,77.7849,2585000,-15216.603515625,517,79.7874,5967.04
518,4487.45,65.5304,2590000,-13446.541015625,518,73.3436,5742.29
519,5214.35,76.0839,2595000,-15591.2490234375,519,81.0227,5825.78
520,5177.2,81.155,2600000,-15822.0712890625,520,84.9651,5434.26
521,4924.28,64.3932,2605000,-13855.94921875,521,72.4818,6004.5
522,4533.78,74.0585,2610000,-15898.912109375,522,81.7816,6044.29
523,5288.12,80.8907,2615000,-15859.37109375,523,82.746,5601.53
524,5259.28,67.1032,2620000,-13221.4931640625,524,73.5205,5808.71
525,4463.13,72.9757,2625000,-15089.0419921875,525,76.313,5867.2
526,5273.72,74.2598,2630000,-14686.681640625,526,75.1701,5186.98
527,5551.08,75.7617,2635000,-15850.5654296875,527,81.038,6082.07
528,5436.03,89.9666,2640000,-16039.7353515625,528,86.3081,5663.24
529,5158.42,86.5426,2645000,-16145.90625,529,84.9058,5822.65
530,5041.5,67.5637,2650000,-13806.693359375,530,73.7235,5923.9
531,4076.85,83.4445,2655000,-15979.7841796875,531,84.5512,5873.53
532,5301.35,71.0307,2660000,-14642.017578125,532,76.128,6058.57
533,5395.48,84.1353,2665000,-16101.578125,533,85.8236,5934.02
534,4839.67,78.9462,2670000,-15870.36328125,534,83.9442,5548.71
535,5069.93,85.4777,2675000,-16135.994140625,535,83.3472,5838.52
536,5263.73,82.9396,2680000,-16019.759765625,536,83.1731,5897.93
537,5044.26,84.9986,2685000,-15998.4755859375,537,83.8999,5681.46
538,4889.87,76.8184,2690000,-15020.9833984375,538,77.8806,5643.46
539,4363.47,82.5775,2695000,-16109.466796875,539,85.9675,5407.03
540,5556.97,83.4775,2700000,-16180.015625,540,84.4739,5925.82
541,5486.08,82.0059,2705000,-16062.9599609375,541,83.6608,5929.99
542,5130.76,81.2933,2710000,-15954.5966796875,542,83.9359,5937.23
543,5621.74,80.6053,2715000,-16133.615234375,543,83.0516,5485.8
544,5649.16,85.9844,2720000,-16226.4208984375,544,84.6854,6011.28
545,5569.05,82.9879,2725000,-16188.37890625,545,85.3157,6037.21
546,5638.34,80.7588,2730000,-15970.8349609375,546,84.5625,5996.71
547,5205.07,86.8266,2735000,-16308.84375,547,86.1426,5995.79
548,5538.94,87.6513,2740000,-16388.814453125,548,85.5434,5850.79
549,5587.2,83.7823,2745000,-16334.8369140625,549,85.7264,5740.63
550,5344.0,80.56,2750000,-15609.6298828125,550,77.8713,5988.19
551,5132.23,89.3434,2755000,-16482.857421875,551,87.2311,5724.14
552,5123.51,88.9525,2760000,-16493.40625,552,88.7168,6024.32
553,5413.36,79.0457,2765000,-15284.0693359375,553,77.5687,5703.77
554,5378.35,87.0095,2770000,-16398.59375,554,85.3231,5111.99
555,4477.23,83.0725,2775000,-16424.44921875,555,83.5088,5477.61
556,5158.35,81.7344,2780000,-16157.0400390625,556,83.2254,5659.46
557,5497.68,82.8472,2785000,-16277.1201171875,557,83.9376,5699.59
558,5411.96,87.7161,2790000,-16473.265625,558,87.7496,5527.98
559,4611.67,84.0496,2795000,-16072.28515625,559,84.7164,5472.41
560,5477.18,78.2032,2800000,-14518.8671875,560,77.1921,5935.19
561,5442.02,85.3576,2805000,-16086.7119140625,561,80.9746,5689.09
562,5652.76,85.9532,2810000,-16502.048828125,562,86.6998,6030.09
563,5171.64,78.901,2815000,-15763.482421875,563,78.7262,5594.27
564,4706.72,84.2292,2820000,-16466.908203125,564,85.628,5634.05
565,4374.81,86.8645,2825000,-16590.443359375,565,86.2808,4242.8
566,4785.22,88.5736,2830000,-16601.814453125,566,87.5811,5985.25
567,5163.5,94.5143,2835000,-16786.6328125,567,91.1148,5593.82
568,5050.41,91.8265,2840000,-16756.384765625,568,91.6076,5352.5
569,4970.59,88.2655,2845000,-16812.2890625,569,88.2262,5621.06
570,5400.99,82.1153,2850000,-16487.064453125,570,84.3222,5852.78
571,5386.67,94.9344,2855000,-16962.8046875,571,92.413,5829.39
572,5253.09,75.6469,2860000,-16288.509765625,572,83.5469,5989.56
573,5409.97,88.0477,2865000,-16726.044921875,573,88.6596,5511.46
574,4506.32,87.8097,2870000,-16602.166015625,574,87.2992,5698.27
575,5009.03,90.4728,2875000,-16762.908203125,575,88.0992,5874.81
576,5156.6,87.2249,2880000,-16803.53515625,576,87.7485,5741.75
577,5269.52,79.7201,2885000,-16455.37890625,577,84.4918,5346.43
578,5697.43,87.9156,2890000,-16829.26953125,578,88.2993,5484.07
579,5634.29,83.9674,2895000,-16675.82421875,579,84.3351,6048.11
580,5515.16,87.9123,2900000,-16326.5576171875,580,84.3772,5548.9
581,5654.77,86.0014,2905000,-16844.923828125,581,87.3816,6038.78
582,5372.67,85.9865,2910000,-16835.294921875,582,85.8935,5639.12
583,4488.96,94.8596,2915000,-17041.78125,583,92.8878,5794.67
584,5086.64,79.7733,2920000,-16287.259765625,584,81.5825,5247.51
585,5675.07,84.7531,2925000,-16887.6484375,585,86.4585,5654.55
586,5301.14,83.4405,2930000,-16778.70703125,586,86.7647,5957.24
587,5127.22,87.0998,2935000,-16975.134765625,587,88.7376,5953.12
588,5709.72,87.4991,2940000,-16917.27734375,588,87.7565,5751.17
589,5303.67,85.7063,2945000,-16940.505859375,589,87.3352,5596.61
590,5673.24,87.8232,2950000,-16903.38671875,590,85.9979,5393.41
591,5382.26,74.6132,2955000,-15440.6484375,591,77.3279,5672.78
592,5506.95,80.186,2960000,-16737.76953125,592,85.7762,5461.56
593,5115.38,90.3064,2965000,-16932.17578125,593,89.4299,5835.05
594,5436.03,78.3853,2970000,-15852.390625,594,80.5308,5680.69
595,5387.33,83.1873,2975000,-16748.248046875,595,84.3986,5904.48
596,5575.11,83.8687,2980000,-16896.75390625,596,84.4136,6024.87
597,5546.47,84.5986,2985000,-16972.9609375,597,86.0297,5950.91
598,4653.57,77.2092,2990000,-16439.630859375,598,82.1386,5877.98
599,5130.05,84.9588,2995000,-16847.0625,599,87.2935,5472.46
