Itration,Running Forward KL,Running Reverse KL,Reward Loss,Real Det Return,Running Update Time,Running Env Steps,Real Sto Return
393,156.7591,15.1985,-60129.7265625,2333.98,393,1965000,1998.93
394,156.6105,15.1059,-60179.13671875,2333.25,394,1970000,1983.16
395,156.6344,15.0885,-60283.26171875,2347.55,395,1975000,2005.88
396,156.5659,15.2556,-60519.3125,2331.22,396,1980000,1986.69
397,156.669,15.3118,-60427.4296875,2325.16,397,1985000,1985.69
398,156.5994,15.2302,-60641.546875,2336.92,398,1990000,1973.94
399,156.584,15.1228,-60628.15234375,2344.19,399,1995000,1986.65
400,156.6547,15.3445,-60801.66015625,2324.06,400,2000000,1994.05
401,156.6193,15.2192,-61037.8828125,2347.47,401,2005000,2010.82
402,156.5829,15.3248,-61140.5546875,2339.1,402,2010000,1982.84
403,156.626,15.2275,-61136.296875,2344.26,403,2015000,1994.67
404,156.6558,15.379,-61354.015625,2338.78,404,2020000,2001.03
405,156.5464,15.3835,-61486.265625,2348.44,405,2025000,1997.66
406,156.7122,15.2589,-61544.40625,2326.92,406,2030000,1986.65
407,156.6322,15.3004,-61566.41015625,2337.26,407,2035000,1990.79
408,156.7457,15.3942,-61709.16015625,2323.17,408,2040000,1982.49
409,156.594,15.4135,-61996.7890625,2350.38,409,2045000,1996.35
410,156.5554,15.327,-62002.40234375,2361.6,410,2050000,1992.61
411,156.5819,15.224,-62109.06640625,2348.63,411,2055000,1992.54
412,156.6906,15.3298,-62197.41015625,2324.14,412,2060000,2004.6
413,156.5855,15.551,-62361.45703125,2340.36,413,2065000,1999.88
414,156.6036,15.524,-62509.82421875,2357.21,414,2070000,2015.6
415,156.743,15.558,-62462.48828125,2375.26,415,2075000,2018.66
416,156.558,15.3995,-62660.734375,2348.52,416,2080000,2004.36
417,156.5586,15.4217,-62911.48828125,2356.56,417,2085000,2003.46
418,156.6763,15.5626,-63042.328125,2369.98,418,2090000,2014.24
419,156.5971,15.4186,-62973.79296875,2365.55,419,2095000,2008.89
420,156.7206,15.3732,-63078.796875,2362.39,420,2100000,2018.69
421,156.7712,15.5309,-63230.8828125,2357.02,421,2105000,2016.07
422,156.6441,15.5222,-63266.046875,2363.58,422,2110000,2013.7
423,156.4643,15.3681,-63323.01953125,2367.52,423,2115000,2008.73
424,156.6321,15.4837,-63292.921875,2357.56,424,2120000,2018.13
425,156.6462,15.5157,-63618.15234375,2354.82,425,2125000,1997.2
426,156.5591,15.3926,-63624.39453125,2344.81,426,2130000,2006.12
427,156.5519,15.306,-63732.96875,2352.05,427,2135000,2003.83
428,156.6041,15.2769,-63720.3828125,2361.55,428,2140000,2007.52
429,156.6581,15.5548,-63803.2421875,2357.66,429,2145000,2000.84
430,156.6059,15.4339,-63711.03515625,2326.58,430,2150000,1992.05
431,156.6088,15.4305,-63947.98046875,2340.53,431,2155000,2009.75
432,156.6308,15.3746,-64216.375,2355.32,432,2160000,2004.08
433,156.4587,15.2506,-64012.85546875,2340.93,433,2165000,2003.25
434,156.8048,15.5622,-64420.66015625,2340.31,434,2170000,2005.48
435,156.5372,15.2437,-64443.80078125,2337.19,435,2175000,2003.64
436,156.6139,15.4024,-64442.4375,2330.02,436,2180000,2002.82
437,156.6129,15.2996,-64581.96484375,2335.87,437,2185000,1991.52
438,156.5948,15.5825,-64964.32421875,2363.83,438,2190000,1998.87
439,156.555,15.2456,-64764.22265625,2346.64,439,2195000,2007.8
440,156.656,15.4553,-64904.70703125,2335.15,440,2200000,2000.32
441,156.562,15.311,-64838.7578125,2346.96,441,2205000,2017.97
442,156.5567,15.4364,-65261.51953125,2352.83,442,2210000,2004.79
443,156.5944,15.2164,-65125.83203125,2329.19,443,2215000,1977.28
444,156.7262,15.3474,-65309.50390625,2351.62,444,2220000,2006.85
445,156.6913,15.3779,-65525.69140625,2353.95,445,2225000,2004.35
446,156.5504,15.2899,-65514.7578125,2348.71,446,2230000,2000.58
447,156.5296,15.1911,-65485.765625,2324.31,447,2235000,2000.5
448,156.5481,15.3507,-65714.21875,2353.18,448,2240000,2009.4
449,156.6383,15.2417,-65940.8828125,2337.51,449,2245000,1995.18
450,156.5594,15.2708,-65923.34375,2327.46,450,2250000,1979.9
451,156.5341,15.3374,-65979.7421875,2329.99,451,2255000,1980.88
452,156.5885,15.4206,-66149.734375,2347.12,452,2260000,1993.84
453,156.6222,15.2833,-66290.1484375,2358.67,453,2265000,1990.14
454,156.5307,15.4121,-66232.5546875,2335.77,454,2270000,1976.9
455,156.6436,15.2951,-66525.09375,2359.85,455,2275000,2000.94
456,156.7097,15.3493,-66753.0390625,2354.73,456,2280000,2020.75
457,156.5599,15.3437,-66543.5546875,2348.84,457,2285000,2001.15
458,156.5933,15.3967,-66986.0078125,2354.79,458,2290000,1991.31
459,156.6383,15.2311,-67051.6640625,2349.72,459,2295000,1987.6
460,156.5018,15.3818,-66954.484375,2339.54,460,2300000,2007.23
461,156.4294,15.1456,-66919.5625,2323.24,461,2305000,1988.22
462,156.6781,15.2531,-67367.7734375,2360.21,462,2310000,1992.21
463,156.4572,15.2295,-67475.109375,2361.79,463,2315000,1982.97
464,156.67,15.3707,-67393.5390625,2339.3,464,2320000,1978.2
465,156.5504,15.3559,-67493.5859375,2356.7,465,2325000,1977.32
466,156.4684,15.383,-67752.2109375,2351.64,466,2330000,1975.81
467,156.652,15.3287,-67744.234375,2353.83,467,2335000,2003.42
468,156.7039,15.3134,-67828.3984375,2330.64,468,2340000,1991.14
469,156.6228,15.2561,-67972.0,2362.65,469,2345000,2014.22
470,156.3825,15.3618,-67997.390625,2356.79,470,2350000,2007.01
471,156.4984,15.3054,-68180.7109375,2343.8,471,2355000,1993.61
472,156.6493,15.2921,-68226.0546875,2352.87,472,2360000,1994.36
473,156.5026,15.313,-68498.6875,2333.83,473,2365000,1981.26
474,156.5863,15.3027,-68368.4453125,2340.7,474,2370000,1981.17
475,156.5848,15.2098,-68410.0703125,2339.95,475,2375000,1957.54
476,156.6718,15.2834,-68729.1484375,2345.4,476,2380000,1957.25
477,156.5503,15.3708,-68833.7890625,2353.5,477,2385000,1990.32
478,156.4444,15.1866,-68965.1328125,2344.88,478,2390000,1999.15
479,156.6707,15.1648,-68946.3515625,2338.08,479,2395000,1988.09
480,156.5454,15.1839,-69202.734375,2350.1,480,2400000,2011.52
481,156.5086,15.2225,-69583.71875,2362.27,481,2405000,1994.13
482,156.6657,15.0792,-69467.5390625,2353.28,482,2410000,1994.52
483,156.6191,15.3755,-69495.171875,2318.72,483,2415000,1964.06
484,156.5611,15.1483,-69612.984375,2332.28,484,2420000,1976.47
485,156.6292,15.3078,-69674.5078125,2329.65,485,2425000,1963.38
486,156.5667,15.2005,-69865.125,2329.07,486,2430000,1962.34
487,156.5434,15.1144,-69727.40625,2335.47,487,2435000,1960.35
488,156.4667,14.9825,-69835.5546875,2327.51,488,2440000,1968.52
489,156.6007,15.0753,-70013.7578125,2333.58,489,2445000,1960.32
490,156.8715,14.9915,-70125.34375,2311.12,490,2450000,1953.4
491,156.6184,15.2289,-70304.6015625,2330.9,491,2455000,1925.95
492,156.5664,15.0356,-70286.03125,2322.47,492,2460000,1930.99
493,156.4787,15.075,-70398.859375,2342.89,493,2465000,1954.79
494,156.5856,15.1976,-70695.0234375,2331.04,494,2470000,1985.07
495,156.6702,15.1747,-70659.65625,2333.29,495,2475000,1972.79
496,156.6019,15.2469,-70708.8828125,2325.42,496,2480000,1987.25
497,156.5403,15.3043,-71053.8828125,2349.95,497,2485000,1980.91
498,156.7035,15.261,-70903.0625,2337.79,498,2490000,1976.31
499,156.5696,15.1459,-71154.6484375,2335.32,499,2495000,1957.11
500,156.6306,15.331,-71377.328125,2349.59,500,2500000,1974.99
501,156.7693,15.098,-71303.09375,2331.93,501,2505000,1998.68
502,156.5629,15.1775,-71294.3515625,2354.46,502,2510000,1990.62
503,156.6893,15.3433,-71380.8203125,2331.63,503,2515000,1989.76
504,156.5801,15.2635,-71718.296875,2312.47,504,2520000,1995.76
505,156.5118,15.3529,-71766.9453125,2311.61,505,2525000,1995.77
506,156.6735,15.2247,-71790.578125,2303.58,506,2530000,1985.44
507,156.6802,15.1846,-72026.8828125,2286.31,507,2535000,1957.71
508,156.5255,15.1729,-72004.7109375,2345.89,508,2540000,1993.17
509,156.5747,15.139,-72338.5390625,2325.09,509,2545000,1970.83
510,156.6751,15.3768,-72329.9921875,2307.68,510,2550000,1994.94
511,156.6629,15.4348,-72532.5546875,2357.77,511,2555000,1994.16
512,156.6663,15.2212,-72388.4375,2326.51,512,2560000,1971.58
513,156.6462,15.2857,-72445.4296875,2331.73,513,2565000,2004.28
514,156.5846,15.4072,-72926.375,2363.37,514,2570000,2019.2
515,156.5408,15.4692,-72725.9140625,2352.29,515,2575000,2000.23
516,156.7968,15.2891,-72807.1875,2327.4,516,2580000,1991.1
517,156.4187,15.3374,-73007.3046875,2360.93,517,2585000,1992.95
518,156.7374,15.3476,-73063.5078125,2357.42,518,2590000,1993.25
519,156.6334,15.1658,-73017.4140625,2344.85,519,2595000,2007.96
520,156.66,15.3338,-73034.9453125,2350.56,520,2600000,1998.48
521,156.5556,15.2821,-73134.640625,2351.56,521,2605000,1998.37
522,156.5086,15.3316,-73483.890625,2353.97,522,2610000,2006.29
523,156.695,15.402,-73672.5625,2365.1,523,2615000,1982.06
524,156.7323,15.3655,-73465.0078125,2325.44,524,2620000,1964.91
525,156.603,15.2881,-73534.90625,2359.49,525,2625000,2007.33
526,156.6674,15.4319,-73906.734375,2359.33,526,2630000,1986.83
527,156.709,15.232,-73897.1875,2351.69,527,2635000,1948.44
528,156.6369,15.2305,-73813.140625,2363.11,528,2640000,1976.74
529,156.6248,15.4146,-74025.6953125,2347.07,529,2645000,1994.59
530,156.6304,15.2651,-74379.4921875,2350.61,530,2650000,1993.65
531,156.7466,15.025,-74126.5703125,2370.11,531,2655000,1962.4
532,156.6791,15.2461,-74278.0625,2335.21,532,2660000,1987.08
533,156.5464,15.4134,-74316.9375,2351.01,533,2665000,1980.07
534,156.6112,15.3008,-74390.3359375,2349.3,534,2670000,1991.57
535,156.5989,15.6393,-74735.984375,2373.61,535,2675000,2011.4
536,156.6831,15.3842,-74648.3828125,2367.16,536,2680000,1959.82
537,156.6135,15.2991,-74649.203125,2357.08,537,2685000,1992.79
538,156.5908,15.2934,-74588.5078125,2343.35,538,2690000,1978.03
539,156.5094,15.1714,-74913.28125,2332.92,539,2695000,2004.38
540,156.564,15.2505,-74997.2265625,2341.81,540,2700000,2004.45
541,156.5756,15.3287,-75126.40625,2379.81,541,2705000,1997.26
542,156.6624,15.3651,-75192.6875,2354.23,542,2710000,1992.17
543,156.7206,15.3126,-75402.75,2357.84,543,2715000,2013.56
544,156.6759,15.3262,-75548.9609375,2362.61,544,2720000,1987.57
545,156.5796,15.3925,-75559.4296875,2370.64,545,2725000,1998.5
546,156.61,15.2702,-75557.40625,2372.24,546,2730000,2017.78
547,156.5831,15.1295,-75565.9921875,2380.65,547,2735000,2022.53
548,156.538,15.2014,-75759.296875,2360.35,548,2740000,1976.08
549,156.7444,15.3206,-75742.609375,2361.6,549,2745000,2012.97
550,156.5399,15.3053,-75943.78125,2354.71,550,2750000,2005.35
551,156.6818,15.4451,-76268.21875,2390.03,551,2755000,2004.62
552,156.6269,15.3469,-76218.2109375,2375.16,552,2760000,1994.05
553,156.5598,15.4591,-76466.0390625,2365.19,553,2765000,1980.53
554,156.6404,15.3476,-76354.1171875,2373.77,554,2770000,2023.0
555,156.6015,15.4899,-76566.046875,2364.18,555,2775000,2015.81
556,156.5029,15.3455,-76535.8046875,2377.56,556,2780000,2021.51
557,156.6166,15.2918,-76796.3203125,2377.91,557,2785000,1995.77
558,156.6239,15.2926,-76699.6171875,2365.43,558,2790000,1981.89
559,156.5554,15.418,-76948.046875,2385.4,559,2795000,2019.29
560,156.6713,15.4032,-76832.1953125,2336.49,560,2800000,1994.19
561,156.6414,15.3243,-76764.6640625,2376.91,561,2805000,2014.45
562,156.5531,15.329,-76978.578125,2364.7,562,2810000,2019.67
563,156.6671,15.5016,-77244.0,2382.08,563,2815000,2021.74
564,156.6091,15.1656,-77069.1953125,2387.23,564,2820000,2012.29
565,156.6567,15.3012,-77206.3671875,2371.68,565,2825000,2006.7
566,156.5248,15.3199,-77564.2265625,2378.38,566,2830000,2008.51
567,156.6257,15.4216,-77366.8828125,2367.04,567,2835000,2012.95
568,156.6022,15.4485,-77696.84375,2396.68,568,2840000,2008.54
569,156.6328,15.4918,-77847.890625,2370.58,569,2845000,2024.72
570,156.666,15.306,-77686.7734375,2387.56,570,2850000,2010.47
571,156.6463,15.2432,-77695.9140625,2384.79,571,2855000,2019.53
572,156.6517,15.3233,-78036.9296875,2378.61,572,2860000,2016.28
573,156.6786,15.5008,-77923.03125,2375.42,573,2865000,2014.57
574,156.4848,15.4497,-78026.6953125,2375.19,574,2870000,2015.47
575,156.6067,15.5177,-78538.9453125,2373.19,575,2875000,2012.72
576,156.5329,15.3977,-78635.515625,2388.25,576,2880000,2038.99
577,156.6298,15.4623,-78336.1328125,2364.57,577,2885000,1998.38
578,156.6268,15.2424,-78124.2890625,2365.75,578,2890000,1993.0
579,156.6772,15.3722,-78637.0546875,2388.89,579,2895000,2018.64
580,156.5642,15.156,-78305.96875,2354.9,580,2900000,2016.74
581,156.5106,15.4044,-78445.7578125,2354.11,581,2905000,2005.38
582,156.5169,15.2699,-78827.28125,2370.52,582,2910000,2008.29
583,156.577,15.3121,-78573.3125,2253.08,583,2915000,1996.26
584,156.6137,15.3641,-78991.6796875,2273.96,584,2920000,2032.06
585,156.4969,15.304,-78936.484375,2361.42,585,2925000,2019.95
586,156.677,15.4129,-79033.078125,2235.2,586,2930000,2017.93
587,156.5406,15.2058,-79000.2265625,2366.6,587,2935000,2005.14
588,156.6331,15.3958,-79160.75,2374.51,588,2940000,2016.4
589,156.5667,15.5198,-79505.265625,2402.35,589,2945000,2042.72
590,156.6503,15.3429,-79482.0078125,2378.75,590,2950000,2042.01
591,156.4925,15.4914,-79631.671875,2251.03,591,2955000,2042.95
592,156.6752,15.3248,-79608.4921875,2217.74,592,2960000,2013.39
593,156.6766,15.5141,-79748.640625,2357.4,593,2965000,2022.75
594,156.5437,15.4554,-79790.3671875,2360.26,594,2970000,2016.76
595,156.6794,15.4485,-79913.828125,2367.98,595,2975000,2025.92
596,156.5925,15.3379,-79748.0703125,2380.52,596,2980000,2018.74
597,156.6653,15.5731,-80081.3984375,2395.77,597,2985000,2019.88
598,156.6298,15.432,-80088.953125,2395.25,598,2990000,2038.93
599,156.7239,15.367,-79961.6796875,2221.84,599,2995000,1999.74
