Real Det Return,Itration,Real Sto Return,Running Reverse KL,Reward Loss,Running Update Time,Running Env Steps,Running Forward KL
5871.77,386,5204.28,74.5991,-13127.04296875,386,1930000,77.008
5948.78,387,5301.12,64.5521,-12476.6962890625,387,1935000,71.6625
5505.5,388,4168.52,64.627,-12564.388671875,388,1940000,71.8644
5478.8,389,5122.74,66.5137,-12926.0908203125,389,1945000,73.4683
5197.5,390,4994.98,66.555,-12885.86328125,390,1950000,73.2261
5343.33,391,5397.71,71.6898,-13394.6015625,391,1955000,76.3965
5562.81,392,4709.5,68.0944,-12750.7568359375,392,1960000,73.3637
5262.2,393,5184.84,73.7269,-13385.6318359375,393,1965000,77.4605
5403.4,394,4869.47,75.6338,-13444.93359375,394,1970000,77.6919
5918.83,395,5137.31,73.7475,-13459.8037109375,395,1975000,77.7053
5299.56,396,4993.64,72.0462,-13452.59375,396,1980000,77.0245
5342.88,397,4549.77,72.1919,-13236.63671875,397,1985000,75.9576
5551.88,398,4658.38,68.7849,-13317.3701171875,398,1990000,74.8925
5456.59,399,4939.75,67.5515,-13016.73828125,399,1995000,74.011
6002.38,400,5022.87,72.9208,-13632.45703125,400,2000000,76.1659
5825.0,401,4940.28,69.8373,-13263.115234375,401,2005000,75.5001
5837.82,402,4854.24,66.7565,-12996.5654296875,402,2010000,72.4462
5629.58,403,4908.68,64.0114,-12709.32421875,403,2015000,72.1812
5524.78,404,4299.43,65.0353,-12866.0966796875,404,2020000,71.2466
5908.21,405,5290.3,72.4427,-13824.287109375,405,2025000,76.0824
5557.38,406,5107.88,71.7694,-13775.06640625,406,2030000,76.1139
4859.65,407,5137.21,71.0358,-13789.5283203125,407,2035000,76.2407
5765.21,408,4876.5,65.2803,-12859.1328125,408,2040000,71.7006
5429.58,409,4447.18,73.9093,-13911.220703125,409,2045000,76.8633
5657.94,410,4115.86,62.2521,-12915.9736328125,410,2050000,71.2098
5486.19,411,4595.58,73.2803,-13951.732421875,411,2055000,76.4626
4677.24,412,4783.18,71.894,-13995.56640625,412,2060000,77.5438
4353.62,413,4716.51,69.0625,-13692.46875,413,2065000,75.6047
5499.73,414,4841.41,70.1499,-13782.9150390625,414,2070000,76.2528
5640.56,415,5047.94,66.87,-13003.0615234375,415,2075000,72.6571
4727.54,416,4485.1,74.0228,-13923.2900390625,416,2080000,77.0028
5463.15,417,4428.87,61.4505,-12914.951171875,417,2085000,71.0665
5646.42,418,4640.05,64.56,-13271.2890625,418,2090000,71.6703
5253.83,419,4758.39,73.3216,-14073.6064453125,419,2095000,76.3068
5002.89,420,4478.07,68.9793,-13722.814453125,420,2100000,74.8888
5391.41,421,5183.66,67.8819,-13797.1591796875,421,2105000,74.8653
4762.43,422,4648.42,73.5966,-14181.8583984375,422,2110000,76.3154
5123.13,423,4063.15,72.6154,-14092.3115234375,423,2115000,76.4294
5426.57,424,4213.21,70.8751,-14129.0,424,2120000,75.7913
5378.17,425,5146.1,65.5598,-13485.005859375,425,2125000,72.3914
5826.9,426,5147.68,73.7059,-14319.6025390625,426,2130000,76.264
5079.14,427,4760.49,74.0241,-14243.8115234375,427,2135000,77.1656
5266.74,428,5566.73,65.6099,-13410.291015625,428,2140000,72.6573
4497.98,429,4937.52,69.5251,-14233.56640625,429,2145000,76.2351
5787.22,430,4986.58,71.9551,-14287.9013671875,430,2150000,76.8403
4327.12,431,3227.71,62.6607,-13210.3076171875,431,2155000,72.4842
5164.17,432,4547.33,72.3347,-14233.1103515625,432,2160000,75.8917
5022.53,433,4580.04,63.0809,-13574.80078125,433,2165000,71.8246
4223.81,434,4401.55,71.6737,-14447.81640625,434,2170000,75.1513
4107.13,435,4751.63,69.2148,-14381.509765625,435,2175000,74.8271
4465.95,436,3739.89,64.6744,-13489.275390625,436,2180000,71.899
5111.48,437,4541.39,76.9592,-14604.1396484375,437,2185000,77.9015
5392.11,438,4402.81,66.2829,-13675.1533203125,438,2190000,72.2679
4698.14,439,4211.02,47.4433,-10569.845703125,439,2195000,68.9856
4392.91,440,4516.3,77.4155,-14780.853515625,440,2200000,76.8004
4114.35,441,4802.41,69.7933,-14482.3798828125,441,2205000,74.3735
5111.03,442,3883.86,76.7276,-14836.1611328125,442,2210000,77.2936
5267.86,443,4611.61,64.987,-13440.251953125,443,2215000,72.1901
4626.69,444,4446.34,67.8587,-14135.537109375,444,2220000,73.8213
4541.55,445,4915.95,73.6361,-14686.8505859375,445,2225000,75.4362
4502.24,446,4622.32,69.7649,-14392.2333984375,446,2230000,74.4291
5123.95,447,4158.03,63.7654,-14217.1376953125,447,2235000,73.2479
4746.56,448,3825.32,73.5435,-14734.6171875,448,2240000,75.9331
4628.56,449,3741.43,67.8739,-14200.76953125,449,2245000,73.0735
5005.52,450,4574.36,75.4676,-15001.2568359375,450,2250000,77.3968
4420.2,451,4200.3,71.9731,-14924.716796875,451,2255000,76.6293
4536.54,452,4825.27,69.2963,-14580.31640625,452,2260000,74.5935
4692.99,453,4999.29,72.8513,-14987.484375,453,2265000,76.373
4523.91,454,4249.11,63.2431,-14018.408203125,454,2270000,71.2689
5445.74,455,4421.0,64.5753,-13837.7783203125,455,2275000,70.5136
5378.91,456,4533.35,75.144,-14961.2744140625,456,2280000,75.7432
5656.86,457,4621.02,69.3646,-14938.07421875,457,2285000,73.9365
5274.21,458,4663.78,67.7713,-14218.2880859375,458,2290000,72.2412
5070.52,459,3882.94,74.4261,-15000.81640625,459,2295000,75.6648
4591.26,460,4455.42,64.4835,-14093.1171875,460,2300000,72.0214
5340.92,461,4935.77,72.9162,-15119.94921875,461,2305000,75.9139
5254.27,462,4588.28,76.006,-15123.619140625,462,2310000,76.0809
5056.05,463,4413.04,67.0756,-14443.2099609375,463,2315000,72.8955
4987.82,464,5221.1,70.3557,-14617.0693359375,464,2320000,74.2016
4896.37,465,4485.16,73.8037,-15023.3212890625,465,2325000,75.6499
5112.55,466,4505.92,74.5346,-15238.0380859375,466,2330000,75.7214
5496.57,467,5138.32,74.5461,-15166.921875,467,2335000,76.4059
4730.97,468,5112.62,74.9495,-15024.529296875,468,2340000,75.7578
5671.7,469,4205.71,67.1389,-14164.294921875,469,2345000,71.7331
5324.5,470,4059.21,72.5742,-15251.9677734375,470,2350000,74.6247
5298.47,471,4283.38,66.2651,-14445.4423828125,471,2355000,71.0555
5507.29,472,3906.12,73.1979,-15347.865234375,472,2360000,75.6464
4946.6,473,4602.38,74.3002,-15244.3349609375,473,2365000,74.686
5171.94,474,4347.69,65.7036,-13683.908203125,474,2370000,71.5618
5017.18,475,4064.8,68.0379,-14709.833984375,475,2375000,73.3412
5011.95,476,4442.08,75.4643,-15434.5439453125,476,2380000,76.3239
5399.35,477,4641.76,75.0645,-15431.064453125,477,2385000,76.0366
5072.97,478,4737.73,76.1711,-15459.642578125,478,2390000,76.4699
5579.83,479,4810.11,75.6401,-15523.263671875,479,2395000,75.7372
5244.97,480,4956.31,75.0903,-15510.4423828125,480,2400000,76.298
4797.98,481,4892.72,77.8382,-15685.576171875,481,2405000,76.8755
5607.08,482,4849.59,76.2368,-15630.6328125,482,2410000,76.9205
5474.79,483,4815.33,78.1362,-15830.8203125,483,2415000,76.7834
5058.18,484,4920.93,68.8936,-14646.1943359375,484,2420000,73.3145
5569.47,485,5122.34,72.6856,-15540.859375,485,2425000,76.0283
5026.1,486,4339.56,76.9051,-15644.3349609375,486,2430000,76.7693
5165.23,487,4626.07,65.0424,-14817.8505859375,487,2435000,71.5896
4162.3,488,4231.92,75.1736,-15654.779296875,488,2440000,75.9245
5848.12,489,5394.76,75.3842,-15812.400390625,489,2445000,77.9029
5802.61,490,4688.48,75.1487,-15444.15625,490,2450000,74.6387
5389.69,491,4247.89,69.8223,-15015.3310546875,491,2455000,72.9329
5299.93,492,3344.37,76.4006,-15834.4453125,492,2460000,76.2138
5467.41,493,3896.88,69.6201,-15071.8671875,493,2465000,72.8402
5178.98,494,5093.01,78.6151,-15915.119140625,494,2470000,77.0558
5413.17,495,4672.74,79.3379,-15983.638671875,495,2475000,78.0418
5332.85,496,5461.03,78.2395,-16031.732421875,496,2480000,77.0173
4967.49,497,4530.5,78.1664,-15908.369140625,497,2485000,76.2631
4999.98,498,4104.67,76.6663,-15964.615234375,498,2490000,76.7327
5141.62,499,4594.26,77.8939,-15982.5302734375,499,2495000,77.384
5230.92,500,5174.67,74.8356,-15847.7421875,500,2500000,75.9986
4331.27,501,3821.16,75.5046,-15987.7705078125,501,2505000,76.9071
4646.8,502,4348.76,68.8861,-14738.4013671875,502,2510000,72.815
5275.66,503,3800.03,76.6146,-16078.7373046875,503,2515000,76.0982
5115.22,504,5008.37,65.4899,-13955.1376953125,504,2520000,71.3792
4977.51,505,4143.42,62.9587,-14046.04296875,505,2525000,70.2043
5447.26,506,4610.7,72.1021,-15922.7802734375,506,2530000,75.4549
5177.62,507,4312.27,77.9447,-16099.5556640625,507,2535000,76.8258
5410.72,508,4872.05,71.1542,-15342.939453125,508,2540000,73.2057
5660.26,509,4017.9,75.2335,-15658.3359375,509,2545000,74.2481
5754.11,510,4963.94,78.4623,-16200.0390625,510,2550000,78.1016
5330.85,511,4575.01,76.1145,-16083.8466796875,511,2555000,76.1206
5363.63,512,4971.76,75.9809,-16157.1689453125,512,2560000,76.0949
5480.46,513,4535.19,76.6689,-16221.1376953125,513,2565000,76.6635
5665.16,514,5048.24,70.5236,-15452.9130859375,514,2570000,73.9929
5289.31,515,5082.75,69.9065,-15104.3857421875,515,2575000,72.7916
5557.72,516,4852.23,74.4459,-16208.1875,516,2580000,75.8178
5192.95,517,4474.6,74.9178,-16079.9736328125,517,2585000,75.8465
5178.24,518,4632.95,65.3039,-14495.341796875,518,2590000,69.9234
5356.37,519,5346.02,74.7275,-16339.365234375,519,2595000,76.8505
5533.84,520,4605.16,74.5288,-16142.41796875,520,2600000,74.9105
5408.23,521,4972.37,75.0761,-16231.1591796875,521,2605000,76.3859
5620.12,522,4790.86,72.8618,-16072.5537109375,522,2610000,75.4843
4660.59,523,4344.92,67.2451,-15123.779296875,523,2615000,71.6387
5807.31,524,4854.37,67.6584,-15513.814453125,524,2620000,71.8712
4984.24,525,4987.53,66.4445,-15321.302734375,525,2625000,71.6244
5008.06,526,4680.57,65.1531,-15357.1015625,526,2630000,71.8079
4834.11,527,4051.51,73.9321,-16329.685546875,527,2635000,75.844
5412.51,528,4653.9,64.0957,-15232.8388671875,528,2640000,70.729
5235.83,529,4339.73,62.5425,-14457.6962890625,529,2645000,70.3092
5174.35,530,5059.82,60.9429,-14579.8828125,530,2650000,69.7699
5531.83,531,5306.82,74.8096,-16320.720703125,531,2655000,76.3108
5093.79,532,3994.72,64.2395,-14993.896484375,532,2660000,70.5972
5613.74,533,5114.26,77.6448,-16531.7109375,533,2665000,76.9614
5672.39,534,4716.25,74.4494,-16265.630859375,534,2670000,75.9976
4509.54,535,4596.78,71.3395,-15659.7392578125,535,2675000,73.3506
4924.08,536,5175.45,69.1973,-15937.080078125,536,2680000,74.1823
5329.22,537,5064.2,75.4105,-16490.09375,537,2685000,75.807
5508.86,538,5006.08,68.1351,-15459.74609375,538,2690000,72.5037
5354.32,539,4071.05,75.8409,-16606.8125,539,2695000,76.7429
4915.16,540,4465.6,67.3157,-15832.0634765625,540,2700000,74.3029
4949.23,541,4569.93,67.1795,-15755.2509765625,541,2705000,73.3786
5435.5,542,4750.48,72.4835,-16053.154296875,542,2710000,74.8072
4259.82,543,4439.36,80.1622,-16679.771484375,543,2715000,78.2495
5691.02,544,5314.36,75.0635,-16546.298828125,544,2720000,75.9991
5273.02,545,4959.25,76.1634,-16506.123046875,545,2725000,76.5364
5445.41,546,4664.0,76.4022,-16622.69140625,546,2730000,76.6803
5458.94,547,5257.2,71.8846,-16227.1748046875,547,2735000,75.0513
5534.65,548,5032.88,72.8544,-16013.6875,548,2740000,72.6365
5347.03,549,5245.07,73.737,-16597.447265625,549,2745000,75.8041
5796.77,550,5088.36,75.9794,-16561.107421875,550,2750000,76.2318
5465.81,551,4652.64,77.5092,-16653.083984375,551,2755000,76.4494
5383.45,552,4434.26,75.7398,-16590.466796875,552,2760000,76.1315
4632.1,553,5133.49,75.1673,-16727.65234375,553,2765000,76.5919
5302.0,554,5249.56,74.5247,-16233.333984375,554,2770000,74.5548
5304.52,555,5085.7,75.0319,-16591.474609375,555,2775000,76.4798
5456.28,556,5080.76,75.4299,-16575.4765625,556,2780000,77.3223
5869.22,557,4905.68,75.8794,-16632.46484375,557,2785000,76.0387
5868.15,558,4616.94,65.4343,-15550.7666015625,558,2790000,72.4886
5581.3,559,5067.28,68.2992,-15663.185546875,559,2795000,72.3751
5003.61,560,5238.63,64.1327,-14694.98828125,560,2800000,70.0141
5661.23,561,5183.13,76.9201,-16717.009765625,561,2805000,77.0639
5503.04,562,5017.83,76.3951,-16591.64453125,562,2810000,77.0398
5123.23,563,4904.49,73.4258,-16654.572265625,563,2815000,76.9874
5254.23,564,5373.01,74.6411,-16631.80078125,564,2820000,74.9408
5868.29,565,4361.01,77.9742,-16782.3828125,565,2825000,76.7222
5640.77,566,4785.8,65.323,-15440.572265625,566,2830000,70.9555
5582.74,567,4644.0,76.7561,-16830.984375,567,2835000,76.6235
4889.77,568,5023.37,62.8982,-14719.9970703125,568,2840000,69.7058
4654.87,569,5180.91,69.0861,-15622.298828125,569,2845000,73.0007
5348.97,570,4451.51,74.0192,-16372.322265625,570,2850000,74.0461
4435.56,571,3919.67,69.0595,-15662.341796875,571,2855000,73.1351
5585.79,572,5157.72,79.3009,-17015.216796875,572,2860000,76.4951
5651.35,573,4588.62,76.2356,-16817.314453125,573,2865000,76.2767
5522.99,574,4849.84,76.9377,-16869.361328125,574,2870000,76.162
5515.69,575,5177.48,66.1957,-15725.55078125,575,2875000,72.4815
5852.91,576,4983.64,76.101,-16869.5234375,576,2880000,75.8065
5284.64,577,5475.98,73.5381,-16880.021484375,577,2885000,75.0325
5712.07,578,4463.71,77.6684,-16888.294921875,578,2890000,75.5686
5750.37,579,5222.4,67.6028,-15277.4599609375,579,2895000,71.5839
5210.1,580,5351.94,69.2488,-15869.5517578125,580,2900000,71.8355
5881.11,581,5243.18,76.2013,-16956.275390625,581,2905000,75.7533
5359.4,582,5535.96,70.7189,-16006.603515625,582,2910000,73.3319
5089.07,583,4947.26,75.1527,-16908.203125,583,2915000,76.4539
5553.17,584,4632.09,72.3183,-16394.767578125,584,2920000,73.8534
5547.69,585,4923.36,76.5408,-16974.171875,585,2925000,75.6531
5320.79,586,5089.13,70.9287,-15898.125,586,2930000,72.8592
5355.11,587,4858.1,76.741,-17069.66015625,587,2935000,75.9692
5162.57,588,4652.9,73.7394,-16932.76953125,588,2940000,74.0267
5804.58,589,4663.55,76.036,-17003.4921875,589,2945000,75.1892
5667.49,590,5300.88,75.547,-17044.75390625,590,2950000,75.3135
5757.7,591,5223.78,77.0122,-17021.5546875,591,2955000,76.7014
5088.76,592,4969.32,77.7569,-16947.33203125,592,2960000,76.2513
5231.95,593,4297.52,78.4681,-17171.400390625,593,2965000,76.8701
5661.56,594,4903.99,78.1127,-17036.865234375,594,2970000,76.2415
5239.58,595,4526.78,78.7509,-17254.146484375,595,2975000,77.2849
5487.31,596,5206.48,73.155,-17034.732421875,596,2980000,75.2593
5361.9,597,4360.83,69.7246,-15882.2392578125,597,2985000,73.0156
5493.83,598,4270.27,74.5933,-17022.216796875,598,2990000,76.1217
5505.09,599,4813.26,76.5697,-17104.591796875,599,2995000,76.8678
