Real Sto Return,Running Env Steps,Itration,Real Det Return,Running Update Time,Running Reverse KL,Running Forward KL,Reward Loss
245.67,2040000,408,649.95,408,30.6272,73.775,-19118.216796875
222.99,2045000,409,759.69,409,30.6105,74.2382,-19208.0546875
224.69,2050000,410,885.17,410,31.0208,74.0667,-19198.623046875
181.73,2055000,411,711.92,411,31.0153,74.2772,-19130.7265625
267.91,2060000,412,843.17,412,30.7705,74.2046,-19206.654296875
214.57,2065000,413,934.45,413,30.7164,74.9034,-19176.69140625
173.65,2070000,414,696.12,414,30.7184,75.6191,-19245.818359375
187.39,2075000,415,685.66,415,30.9914,75.2572,-19295.744140625
201.17,2080000,416,786.56,416,30.8499,73.7477,-19188.3046875
240.04,2085000,417,690.76,417,31.118,75.0826,-19285.00390625
210.17,2090000,418,936.38,418,31.2758,76.2176,-19317.84375
181.98,2095000,419,774.42,419,30.9216,75.6594,-19315.28515625
250.89,2100000,420,547.05,420,30.9337,74.4208,-19349.734375
212.31,2105000,421,787.68,421,30.9823,74.4892,-19258.529296875
243.3,2110000,422,783.19,422,30.8113,73.3822,-19151.09765625
279.34,2115000,423,791.36,423,31.2442,75.955,-19413.201171875
281.41,2120000,424,833.48,424,31.1838,74.4348,-19331.89453125
194.29,2125000,425,793.59,425,31.1635,75.9466,-19383.02734375
256.76,2130000,426,772.42,426,30.9689,75.4259,-19324.177734375
225.85,2135000,427,783.5,427,31.4118,76.1703,-19381.5078125
226.88,2140000,428,835.67,428,31.1803,75.1024,-19333.634765625
258.62,2145000,429,578.44,429,31.2602,75.6261,-19361.66796875
216.21,2150000,430,791.63,430,31.8129,75.6617,-19375.732421875
244.65,2155000,431,890.75,431,30.7504,74.4741,-19273.486328125
293.25,2160000,432,694.62,432,31.5118,75.5195,-19425.7734375
268.06,2165000,433,785.96,433,31.2687,74.6383,-19324.0546875
243.96,2170000,434,792.16,434,31.3427,75.0705,-19368.673828125
278.09,2175000,435,609.9,435,31.1773,73.553,-19310.39453125
230.16,2180000,436,848.88,436,31.5612,75.0433,-19399.162109375
231.6,2185000,437,788.89,437,30.8972,75.1745,-19373.51953125
184.73,2190000,438,795.76,438,31.3837,75.1592,-19373.37890625
230.74,2195000,439,744.36,439,31.3108,74.5734,-19351.6640625
226.76,2200000,440,882.34,440,31.1535,74.9893,-19379.982421875
200.07,2205000,441,753.72,441,31.1832,74.943,-19378.310546875
270.03,2210000,442,832.77,442,31.1245,75.5304,-19340.470703125
211.75,2215000,443,644.7,443,30.6189,72.9326,-19235.5390625
171.96,2220000,444,744.26,444,30.8059,75.145,-19412.650390625
221.4,2225000,445,791.49,445,30.6371,74.9211,-19297.642578125
240.52,2230000,446,743.16,446,31.3446,75.8999,-19421.326171875
269.36,2235000,447,749.89,447,31.398,74.6289,-19368.19140625
263.99,2240000,448,906.43,448,31.1459,74.7686,-19390.427734375
225.98,2245000,449,854.8,449,31.301,74.735,-19367.732421875
261.5,2250000,450,752.8,450,30.949,75.191,-19414.451171875
230.36,2255000,451,791.47,451,31.1762,74.6195,-19384.7421875
273.05,2260000,452,849.48,452,30.5864,74.6365,-19311.166015625
219.51,2265000,453,844.19,453,31.2522,75.3631,-19427.48828125
228.7,2270000,454,802.52,454,31.0486,74.7097,-19367.109375
186.54,2275000,455,796.25,455,31.368,74.4165,-19230.5703125
196.11,2280000,456,738.0,456,30.5212,73.9804,-19249.7265625
228.35,2285000,457,795.36,457,31.2375,74.636,-19373.12890625
226.72,2290000,458,638.75,458,31.092,74.2507,-19279.90625
137.64,2295000,459,747.38,459,30.5354,74.5697,-19235.28125
218.24,2300000,460,654.92,460,30.7122,74.3981,-19313.068359375
180.31,2305000,461,944.27,461,30.6989,75.5924,-19389.6875
190.41,2310000,462,850.5,462,31.0856,75.1453,-19331.078125
225.48,2315000,463,840.87,463,31.7038,75.1753,-19461.478515625
188.16,2320000,464,645.17,464,31.0995,75.6625,-19379.689453125
249.14,2325000,465,798.41,465,31.3309,74.8534,-19372.74609375
262.4,2330000,466,702.96,466,31.0056,74.2937,-19328.197265625
230.88,2335000,467,785.06,467,30.9989,75.4678,-19388.6875
182.55,2340000,468,788.76,468,30.6767,75.3238,-19405.330078125
212.87,2345000,469,847.04,469,30.779,73.9841,-19261.826171875
223.7,2350000,470,795.99,470,30.3998,75.1622,-19300.353515625
246.12,2355000,471,846.94,471,31.0485,75.0015,-19399.357421875
233.84,2360000,472,900.29,472,30.4396,75.6178,-19335.55859375
222.72,2365000,473,747.85,473,30.8353,75.2327,-19374.390625
213.19,2370000,474,948.25,474,31.0036,75.2424,-19464.8203125
243.35,2375000,475,791.81,475,30.5962,75.9844,-19431.66796875
226.38,2380000,476,940.3,476,31.0598,75.2919,-19410.98046875
228.87,2385000,477,685.73,477,30.7013,74.6249,-19289.73046875
274.58,2390000,478,830.53,478,30.9544,75.5993,-19455.498046875
242.88,2395000,479,748.8,479,30.525,74.775,-19344.08203125
238.08,2400000,480,871.54,480,30.7924,74.3832,-19363.396484375
241.2,2405000,481,798.47,481,30.779,75.4267,-19391.4921875
233.89,2410000,482,795.05,482,30.8247,75.1351,-19407.18359375
212.39,2415000,483,791.53,483,30.7449,75.2334,-19415.318359375
281.05,2420000,484,741.13,484,31.0234,74.5747,-19424.64453125
167.59,2425000,485,694.93,485,30.6849,75.861,-19472.921875
243.63,2430000,486,837.12,486,30.7155,75.2455,-19411.814453125
197.32,2435000,487,888.98,487,30.9308,76.1234,-19467.841796875
216.24,2440000,488,644.95,488,31.4188,76.2452,-19468.015625
254.79,2445000,489,787.8,489,31.1224,74.6816,-19446.87890625
299.42,2450000,490,649.15,490,30.6608,74.6486,-19356.58203125
228.21,2455000,491,804.7,491,30.6416,75.5443,-19464.96875
242.44,2460000,492,755.07,492,30.6815,74.6461,-19420.734375
153.84,2465000,493,601.18,493,31.2482,75.0101,-19468.55859375
252.88,2470000,494,850.36,494,31.2778,75.9865,-19514.76171875
214.73,2475000,495,697.09,495,31.3169,75.8257,-19515.37109375
234.07,2480000,496,604.05,496,31.3254,75.3629,-19469.353515625
235.97,2485000,497,694.89,497,31.1221,74.5122,-19327.220703125
227.32,2490000,498,852.69,498,31.3057,75.7402,-19504.931640625
230.6,2495000,499,805.56,499,30.5978,74.443,-19432.015625
165.69,2500000,500,703.13,500,30.9257,76.2494,-19474.337890625
260.62,2505000,501,704.32,501,31.175,75.8996,-19441.646484375
286.87,2510000,502,797.12,502,31.0973,75.1192,-19470.291015625
232.46,2515000,503,702.13,503,30.7104,74.8264,-19457.2265625
255.8,2520000,504,753.57,504,30.6705,75.7891,-19472.4921875
270.01,2525000,505,793.53,505,31.1166,74.9563,-19402.494140625
223.08,2530000,506,734.34,506,31.0773,74.9097,-19446.845703125
270.54,2535000,507,716.55,507,31.3801,76.0018,-19480.17578125
196.12,2540000,508,673.01,508,31.229,74.6941,-19493.83984375
254.47,2545000,509,793.48,509,31.3775,75.2166,-19530.392578125
249.65,2550000,510,693.88,510,30.7669,75.6476,-19529.26953125
151.43,2555000,511,746.6,511,31.1466,76.037,-19528.048828125
187.87,2560000,512,614.04,512,31.2597,75.4856,-19461.513671875
241.78,2565000,513,845.52,513,31.109,74.6943,-19497.392578125
262.48,2570000,514,892.97,514,31.1928,76.0814,-19569.716796875
220.15,2575000,515,796.48,515,30.7713,75.1748,-19520.658203125
143.27,2580000,516,795.07,516,30.8199,75.9013,-19508.400390625
223.05,2585000,517,692.21,517,30.9452,76.3378,-19543.171875
199.1,2590000,518,634.6,518,30.4483,74.6315,-19407.5859375
151.37,2595000,519,743.99,519,31.0209,75.2459,-19548.41796875
281.07,2600000,520,888.46,520,30.855,74.6834,-19446.861328125
229.36,2605000,521,786.4,521,31.5271,75.0104,-19457.201171875
180.97,2610000,522,883.24,522,31.1662,75.0809,-19507.9609375
218.83,2615000,523,782.66,523,31.2045,75.3811,-19542.12109375
276.89,2620000,524,651.95,524,32.8114,74.5671,-19455.517578125
202.0,2625000,525,792.71,525,31.0608,74.3555,-19453.419921875
296.62,2630000,526,699.44,526,31.153,75.6513,-19456.8671875
254.49,2635000,527,804.11,527,30.5185,75.1063,-19492.224609375
196.75,2640000,528,663.55,528,31.0396,75.3896,-19490.478515625
236.4,2645000,529,694.08,529,31.0536,74.8446,-19548.263671875
244.46,2650000,530,686.55,530,30.5575,74.577,-19401.486328125
274.69,2655000,531,746.2,531,31.2388,74.9679,-19527.1640625
211.48,2660000,532,785.35,532,30.6517,75.1065,-19542.796875
271.83,2665000,533,694.65,533,31.1576,75.6937,-19557.552734375
259.65,2670000,534,788.45,534,31.1953,76.0011,-19535.3046875
245.56,2675000,535,891.89,535,31.526,74.6105,-19522.1796875
218.9,2680000,536,740.15,536,30.8254,74.2085,-19483.314453125
266.48,2685000,537,738.56,537,31.265,74.7918,-19556.01953125
234.69,2690000,538,734.74,538,31.285,75.9748,-19543.453125
188.79,2695000,539,688.5,539,30.8504,74.0994,-19522.103515625
284.06,2700000,540,889.5,540,31.1621,75.5121,-19564.0
298.33,2705000,541,771.75,541,31.5706,75.2045,-19560.626953125
194.58,2710000,542,833.26,542,30.8085,75.1074,-19523.46875
258.61,2715000,543,691.46,543,30.896,75.8765,-19571.900390625
256.23,2720000,544,839.96,544,31.339,74.6219,-19580.95703125
269.66,2725000,545,683.82,545,30.6335,74.2645,-19494.14453125
206.28,2730000,546,752.71,546,31.1883,75.3633,-19546.23046875
197.91,2735000,547,500.44,547,32.2059,75.5672,-19602.798828125
247.13,2740000,548,685.84,548,30.9393,75.9508,-19567.833984375
237.41,2745000,549,742.35,549,31.3836,75.2799,-19549.380859375
203.94,2750000,550,699.5,550,31.0463,75.1254,-19531.3203125
198.72,2755000,551,731.64,551,31.0733,75.7057,-19593.28125
230.61,2760000,552,694.16,552,31.295,75.2887,-19581.5703125
243.9,2765000,553,495.69,553,31.5392,75.1808,-19567.73046875
243.6,2770000,554,836.55,554,31.4394,74.8276,-19543.890625
207.53,2775000,555,695.41,555,31.3536,74.2698,-19596.248046875
263.3,2780000,556,646.38,556,31.0763,75.0179,-19559.017578125
183.63,2785000,557,793.67,557,31.0548,75.0093,-19555.564453125
158.87,2790000,558,785.47,558,30.4779,75.0369,-19559.44921875
178.72,2795000,559,741.34,559,31.1156,74.4663,-19540.974609375
238.04,2800000,560,751.35,560,31.0745,75.2053,-19591.251953125
194.51,2805000,561,637.68,561,30.531,75.1205,-19567.341796875
194.49,2810000,562,840.13,562,31.1984,74.2533,-19556.17578125
237.32,2815000,563,896.05,563,31.0319,75.3229,-19586.650390625
268.27,2820000,564,600.74,564,31.044,74.8405,-19521.908203125
223.97,2825000,565,506.07,565,32.321,74.5546,-19539.42578125
145.76,2830000,566,753.9,566,30.7765,74.999,-19543.15625
205.03,2835000,567,837.49,567,30.8384,75.2198,-19555.4921875
205.42,2840000,568,593.32,568,30.8462,75.6762,-19573.029296875
213.96,2845000,569,651.41,569,30.7446,74.4645,-19562.580078125
128.24,2850000,570,690.06,570,30.8637,75.046,-19510.904296875
208.74,2855000,571,536.58,571,31.2097,74.9576,-19514.005859375
237.31,2860000,572,548.38,572,31.1403,74.9149,-19549.564453125
195.9,2865000,573,450.15,573,31.1919,75.4304,-19552.6796875
173.57,2870000,574,701.23,574,33.1926,75.3595,-19569.16796875
181.43,2875000,575,397.76,575,30.5291,74.9271,-19485.107421875
233.2,2880000,576,711.16,576,31.1569,76.1719,-19573.20703125
230.3,2885000,577,705.47,577,30.8434,74.7609,-19538.341796875
215.55,2890000,578,556.96,578,31.313,74.6453,-19571.986328125
182.44,2895000,579,800.33,579,31.0516,75.5264,-19559.986328125
160.41,2900000,580,750.6,580,31.0448,75.3128,-19570.681640625
226.32,2905000,581,951.42,581,31.0219,75.8681,-19539.556640625
193.59,2910000,582,600.68,582,31.4089,76.5631,-19592.650390625
156.99,2915000,583,528.51,583,32.2248,74.9697,-19534.453125
268.49,2920000,584,642.18,584,30.701,75.1265,-19469.548828125
206.95,2925000,585,699.73,585,30.7251,75.7032,-19523.08203125
211.63,2930000,586,552.09,586,31.3692,75.6948,-19570.669921875
221.1,2935000,587,450.53,587,30.9935,76.0419,-19561.9765625
122.05,2940000,588,640.53,588,30.7394,74.7616,-19547.017578125
231.97,2945000,589,696.32,589,30.9927,73.9624,-19481.884765625
240.41,2950000,590,659.28,590,31.3072,75.4676,-19606.56640625
170.62,2955000,591,796.4,591,31.456,75.5009,-19559.806640625
256.53,2960000,592,694.45,592,30.9068,74.94,-19465.8984375
181.7,2965000,593,636.06,593,31.5658,74.7589,-19546.125
251.2,2970000,594,505.73,594,31.4976,75.1761,-19561.005859375
144.16,2975000,595,633.63,595,31.7146,75.1649,-19566.08984375
210.63,2980000,596,354.85,596,31.2027,75.582,-19496.154296875
213.39,2985000,597,799.41,597,31.7506,75.0226,-19548.90234375
206.03,2990000,598,688.15,598,31.2968,75.1224,-19507.609375
139.73,2995000,599,730.91,599,31.0433,74.8273,-19535.17578125
