Real Det Return,Reward Loss,Running Update Time,Real Sto Return,Itration,Running Env Steps,Running Reverse KL,Running Forward KL
3773.76,-25320.330078125,390,3586.19,390,1950000,9.0625,36.5207
4040.25,-25093.451171875,391,3173.43,391,1955000,11.0765,36.2093
4095.14,-27550.75,392,2856.53,392,1960000,9.7891,37.7583
3875.87,-32045.724609375,393,3337.91,393,1965000,8.9348,40.2375
4164.97,-27453.744140625,394,2973.91,394,1970000,8.5353,36.7667
3937.87,-27163.400390625,395,3222.05,395,1975000,8.8374,36.7399
3918.3,-25237.548828125,396,3225.85,396,1980000,10.4104,36.0466
4216.01,-28109.419921875,397,2902.73,397,1985000,9.5275,37.9255
4200.32,-27395.697265625,398,3508.94,398,1990000,9.58,36.7889
3618.82,-27116.794921875,399,3139.94,399,1995000,8.4226,36.4729
4291.78,-31653.66015625,400,3263.39,400,2000000,8.9744,39.794
3964.34,-30078.216796875,401,2380.14,401,2005000,9.064,38.58
3974.93,-24180.6484375,402,3168.12,402,2010000,10.7981,37.2651
4169.26,-29645.083984375,403,2063.82,403,2015000,9.1955,38.3875
3624.79,-25851.23828125,404,2855.61,404,2020000,9.6875,36.607
3564.34,-24024.357421875,405,3047.31,405,2025000,9.4372,35.2927
3815.0,-27867.40234375,406,3177.84,406,2030000,9.186,37.7718
4116.23,-28995.83984375,407,2726.64,407,2035000,9.1013,37.7895
4477.41,-29425.38671875,408,3079.05,408,2040000,9.2927,38.2991
4094.76,-29191.96484375,409,3336.66,409,2045000,9.8247,37.562
3679.88,-29266.36328125,410,2929.27,410,2050000,9.6455,38.2242
4330.77,-31691.517578125,411,2986.35,411,2055000,9.5062,38.2147
3767.27,-31477.78125,412,2647.92,412,2060000,8.7621,38.0521
3951.32,-28178.548828125,413,3504.65,413,2065000,10.3898,37.7505
3774.59,-30205.560546875,414,2998.7,414,2070000,10.0407,38.7445
4183.17,-26321.873046875,415,2720.4,415,2075000,11.4874,36.813
4075.5,-30405.751953125,416,2956.78,416,2080000,10.291,38.0458
3593.3,-31889.341796875,417,2665.93,417,2085000,9.8776,38.4139
4212.9,-29285.353515625,418,2843.45,418,2090000,10.1605,36.9918
4420.29,-28530.59765625,419,2864.71,419,2095000,11.6984,36.8299
4199.22,-32893.296875,420,3124.08,420,2100000,9.5927,38.8485
4328.33,-33590.59765625,421,3323.07,421,2105000,9.5677,39.2748
4196.72,-29705.630859375,422,3475.14,422,2110000,9.7522,36.3937
3517.47,-30039.5859375,423,2488.06,423,2115000,9.7249,37.5318
4101.42,-28049.556640625,424,2992.21,424,2120000,10.7312,36.1417
4037.44,-30330.189453125,425,3429.63,425,2125000,9.9417,37.7222
4178.27,-27229.59765625,426,3012.56,426,2130000,9.798,35.8119
3996.85,-33271.5625,427,3090.82,427,2135000,9.108,39.0524
4180.86,-30959.900390625,428,2995.7,428,2140000,9.8058,37.5247
4246.11,-31747.099609375,429,3084.73,429,2145000,8.9079,37.752
3531.65,-31463.923828125,430,2690.37,430,2150000,9.8808,38.1529
4052.67,-28392.1953125,431,3226.1,431,2155000,8.4381,35.5842
4438.24,-34810.37890625,432,2901.03,432,2160000,10.0125,38.4901
4308.51,-30865.05078125,433,2908.59,433,2165000,9.1297,37.2689
3990.2,-30409.25,434,2186.84,434,2170000,9.5953,36.1471
4098.13,-32813.94140625,435,2988.31,435,2175000,8.897,37.4818
4032.95,-29719.263671875,436,2924.61,436,2180000,9.1952,36.6446
4018.69,-32841.36328125,437,3180.58,437,2185000,9.2382,37.6855
4124.13,-29718.84375,438,3303.5,438,2190000,9.6808,36.2792
4000.25,-34134.52734375,439,3535.12,439,2195000,9.5865,38.5431
4057.88,-33796.8359375,440,3327.96,440,2200000,9.5381,38.0276
4118.84,-31182.19921875,441,3560.03,441,2205000,8.3957,36.5065
4402.43,-30370.998046875,442,3185.32,442,2210000,8.6244,35.1263
4105.94,-35965.83984375,443,2771.66,443,2215000,9.3653,38.662
3215.72,-33979.62890625,444,3138.8,444,2220000,8.747,37.3265
4449.98,-29693.296875,445,3342.75,445,2225000,9.8205,35.705
4450.62,-33416.1015625,446,3259.76,446,2230000,10.2734,37.7965
4249.79,-32392.759765625,447,3267.22,447,2235000,9.4958,36.8862
4396.89,-33833.3671875,448,3041.91,448,2240000,9.5834,36.7748
4343.3,-31538.19921875,449,2922.54,449,2245000,9.3038,37.1832
4290.99,-30152.802734375,450,3572.49,450,2250000,10.6211,36.1709
4439.57,-34124.7890625,451,3217.1,451,2255000,9.3927,38.9669
4282.4,-30689.990234375,452,3002.37,452,2260000,10.2586,36.6003
4316.14,-32062.638671875,453,3278.06,453,2265000,8.9721,37.6401
4274.47,-32559.5234375,454,2916.0,454,2270000,10.3064,37.8652
4130.29,-34650.578125,455,3349.5,455,2275000,10.3777,38.915
4222.23,-31421.70703125,456,3533.14,456,2280000,9.2283,37.9237
4255.69,-34034.421875,457,3291.17,457,2285000,9.7325,38.05
4223.53,-36687.9375,458,3559.52,458,2290000,9.0718,39.5182
4178.34,-37759.0078125,459,3135.59,459,2295000,10.3794,39.4782
4174.56,-34007.16015625,460,2679.55,460,2300000,8.7208,38.3032
4429.39,-32190.796875,461,3130.9,461,2305000,9.7912,37.0962
4256.15,-32218.1796875,462,2992.68,462,2310000,9.5173,38.0384
4148.34,-31993.96484375,463,2778.79,463,2315000,9.6535,37.3805
4185.93,-32718.595703125,464,2795.28,464,2320000,9.8719,38.0312
4211.58,-31579.861328125,465,3165.86,465,2325000,9.2263,36.525
4335.01,-33557.66015625,466,3544.38,466,2330000,10.0452,38.6809
3557.37,-37905.51171875,467,2602.47,467,2335000,9.3371,40.4699
3718.4,-37188.6328125,468,2607.62,468,2340000,9.5472,39.7754
4260.88,-33251.05078125,469,3301.55,469,2345000,9.3642,37.417
4246.27,-33776.3046875,470,3183.0,470,2350000,9.6073,38.2291
4049.75,-29517.865234375,471,3265.46,471,2355000,10.6185,36.2039
3916.48,-34805.5234375,472,3338.77,472,2360000,11.0777,38.2084
4214.27,-36615.8828125,473,2976.16,473,2365000,10.0085,37.7725
3852.68,-32428.14453125,474,2915.09,474,2370000,9.5026,36.426
3768.31,-33631.15234375,475,2830.86,475,2375000,9.7788,37.533
3884.51,-36044.00390625,476,2311.77,476,2380000,9.1428,38.2205
4106.46,-34557.171875,477,2823.83,477,2385000,9.3922,37.771
4332.36,-34410.3203125,478,2610.0,478,2390000,11.5416,38.3587
3929.14,-32352.771484375,479,3362.5,479,2395000,11.7959,37.5486
4017.41,-38133.76953125,480,2838.13,480,2400000,10.4562,38.8809
3995.39,-33162.90625,481,3100.57,481,2405000,10.3812,37.8935
3782.57,-35805.02734375,482,3036.67,482,2410000,9.2618,38.992
4010.64,-34089.5703125,483,2857.7,483,2415000,10.869,38.3979
4073.48,-33132.6875,484,2716.98,484,2420000,11.2801,38.2495
4102.63,-38088.62109375,485,2674.48,485,2425000,10.062,39.7866
3930.14,-38758.1328125,486,2882.83,486,2430000,10.1391,40.5259
3801.03,-34909.83203125,487,3004.71,487,2435000,10.3701,38.1764
4262.26,-34827.578125,488,3162.5,488,2440000,10.9991,39.0392
4156.59,-31104.119140625,489,3076.93,489,2445000,12.0872,36.7536
3762.76,-30895.62109375,490,2748.55,490,2450000,11.3086,36.9662
4039.32,-35196.11328125,491,2835.42,491,2455000,12.2369,37.8007
3765.59,-33835.1640625,492,3365.55,492,2460000,11.9851,36.621
4035.19,-33747.74609375,493,3005.97,493,2465000,9.7894,37.266
4059.09,-36967.23046875,494,3184.6,494,2470000,9.8315,38.0493
4131.17,-36383.1875,495,3460.99,495,2475000,10.2277,38.4376
4173.67,-34007.05078125,496,3159.93,496,2480000,12.002,37.2352
3749.14,-39864.2890625,497,2803.44,497,2485000,11.3848,40.3191
3983.74,-36810.13671875,498,3355.9,498,2490000,10.9593,38.3452
4385.72,-34256.70703125,499,3254.52,499,2495000,10.2195,37.9892
3848.78,-36376.13671875,500,3280.64,500,2500000,10.3646,38.0268
4042.87,-35424.33203125,501,3242.85,501,2505000,10.8246,37.3621
4028.4,-32765.978515625,502,2867.82,502,2510000,12.2463,37.2278
4274.44,-34998.3515625,503,2923.88,503,2515000,10.4206,36.6298
4289.01,-38449.13671875,504,3026.57,504,2520000,11.8164,39.5945
4454.23,-34660.875,505,3364.55,505,2525000,10.3478,36.5425
3869.95,-36251.3203125,506,3098.98,506,2530000,10.228,38.0463
4245.04,-40848.86328125,507,2876.8,507,2535000,10.7391,38.849
4311.3,-32630.775390625,508,3174.63,508,2540000,11.4781,36.0952
4140.88,-42190.3671875,509,3019.95,509,2545000,10.6669,41.392
4075.01,-33653.44921875,510,3407.74,510,2550000,12.7779,36.8054
3741.47,-35899.67578125,511,3668.71,511,2555000,12.671,37.7308
4228.25,-36827.29296875,512,3409.43,512,2560000,10.2633,36.9335
4009.08,-36810.03515625,513,3015.9,513,2565000,9.9289,37.5797
4142.9,-41201.7890625,514,2394.91,514,2570000,10.0088,40.0419
4392.24,-36893.171875,515,3686.03,515,2575000,11.1812,38.359
4006.54,-34034.8984375,516,3114.91,516,2580000,10.9706,37.2138
4106.24,-41880.16015625,517,3158.84,517,2585000,11.9859,40.0225
4331.46,-37988.3359375,518,2969.6,518,2590000,10.0008,39.031
4408.52,-37482.8359375,519,3508.79,519,2595000,13.0951,37.8836
4486.5,-39445.609375,520,3296.76,520,2600000,10.5088,39.3907
4413.25,-39623.9296875,521,3505.49,521,2605000,10.3676,39.9188
4359.64,-38092.1015625,522,2573.69,522,2610000,9.3794,38.0274
4273.03,-37872.21484375,523,3283.15,523,2615000,11.5224,39.036
4395.63,-42365.1796875,524,3418.82,524,2620000,9.8933,39.5194
4357.6,-36901.60546875,525,2870.95,525,2625000,11.2821,38.3603
4146.03,-38058.94140625,526,2749.86,526,2630000,10.2457,38.2732
4119.62,-42323.20703125,527,3209.45,527,2635000,9.2303,39.6602
4484.33,-38111.8046875,528,3335.11,528,2640000,9.5792,37.8753
4201.03,-36046.77734375,529,3209.39,529,2645000,11.1366,37.0816
4336.26,-35255.90234375,530,3212.36,530,2650000,10.653,36.4015
4394.92,-41965.2890625,531,2823.16,531,2655000,9.1633,39.4284
4259.88,-37047.95703125,532,2234.44,532,2660000,10.8365,38.3683
4372.51,-36640.15625,533,3395.75,533,2665000,10.5163,37.7004
4370.19,-34400.4453125,534,3068.5,534,2670000,11.2868,36.9957
4204.72,-36955.859375,535,3062.71,535,2675000,10.5891,37.3681
4202.36,-35661.9921875,536,2899.26,536,2680000,12.1367,37.1821
3965.86,-35942.76171875,537,3593.32,537,2685000,10.7078,38.081
4342.95,-43360.0625,538,3136.4,538,2690000,10.8041,40.0407
4149.56,-35411.93359375,539,3420.23,539,2695000,10.5776,36.8801
4329.78,-39755.3515625,540,3034.09,540,2700000,8.9616,39.3558
4094.16,-36075.65234375,541,3182.66,541,2705000,10.4906,37.3321
4146.92,-37121.10546875,542,3036.34,542,2710000,10.1647,37.1634
4344.06,-37461.671875,543,3184.09,543,2715000,8.7885,37.1116
4367.95,-36117.1328125,544,3396.02,544,2720000,11.2477,37.8064
3990.23,-37638.921875,545,2735.86,545,2725000,9.7018,36.706
3958.97,-34237.51953125,546,3524.79,546,2730000,10.656,38.2804
4260.85,-39190.984375,547,3073.62,547,2735000,8.3761,38.0914
3735.18,-36765.06640625,548,3209.83,548,2740000,9.0014,37.767
3794.01,-37024.453125,549,3391.44,549,2745000,10.5752,37.1771
3906.53,-40502.03125,550,2744.43,550,2750000,9.372,38.9699
443.58,-57913.390625,551,159.33,551,2755000,23.6809,55.5216
-125.32,-69021.109375,552,-254.47,552,2760000,151.5465,90.6928
-1056.61,-67437.5625,553,-614.16,553,2765000,203.0891,90.803
-590.89,-68077.3984375,554,-526.0,554,2770000,250.4194,81.0546
-557.61,-66071.96875,555,-411.3,555,2775000,140.8037,73.3885
-441.77,-65675.03125,556,-736.07,556,2780000,242.1189,64.7915
-629.92,-60286.93359375,557,-315.56,557,2785000,130.0294,64.2244
-298.46,-63915.80859375,558,-721.12,558,2790000,154.4944,62.9234
-96.64,-62194.984375,559,316.71,559,2795000,114.8336,58.6914
67.15,-65021.32421875,560,136.98,560,2800000,169.0821,60.434
-82.55,-67531.3125,561,143.58,561,2805000,159.9463,62.9265
253.78,-68217.484375,562,131.85,562,2810000,106.1049,62.7272
483.84,-63124.40625,563,569.37,563,2815000,69.357,54.9527
1119.69,-57284.62890625,564,1066.04,564,2820000,40.9597,49.0242
1666.25,-62010.45703125,565,1283.1,565,2825000,44.5775,51.7898
1404.02,-58446.8828125,566,1171.56,566,2830000,38.9709,49.4003
1454.52,-51536.01953125,567,943.09,567,2835000,26.2691,44.6305
1289.11,-52443.85546875,568,1394.8,568,2840000,25.7673,47.4283
1471.92,-51387.41015625,569,1521.91,569,2845000,24.3744,45.1068
1678.42,-54214.20703125,570,1096.82,570,2850000,25.1409,45.0497
1585.19,-62663.4765625,571,1425.04,571,2855000,32.4996,50.4645
2135.05,-60511.96484375,572,1375.3,572,2860000,29.9324,48.2197
1686.47,-56876.18359375,573,1503.27,573,2865000,21.4423,46.9039
2353.84,-51024.28515625,574,1585.88,574,2870000,16.6839,42.9485
2845.42,-50307.4765625,575,1646.97,575,2875000,15.2212,41.902
1711.97,-52610.4609375,576,1491.88,576,2880000,15.4478,42.9063
2801.21,-52259.3671875,577,1797.17,577,2885000,14.7778,43.3498
2565.17,-53307.828125,578,2464.75,578,2890000,17.695,42.8031
2972.76,-56541.46875,579,2283.17,579,2895000,18.634,44.9308
2341.38,-47530.94140625,580,2211.34,580,2900000,12.825,40.8554
3341.81,-43078.30078125,581,2320.6,581,2905000,11.7277,38.8978
3440.91,-49800.45703125,582,2306.1,582,2910000,13.0974,41.5239
3316.01,-54128.70703125,583,1793.9,583,2915000,16.3396,42.6954
3263.0,-45735.28125,584,1588.99,584,2920000,10.9378,40.1911
3166.49,-52859.0546875,585,2575.29,585,2925000,13.9414,42.1859
2932.96,-42949.30078125,586,2509.68,586,2930000,9.8854,38.9355
3336.8,-45561.9375,587,2590.89,587,2935000,11.1435,40.3848
2991.06,-44111.6015625,588,2529.89,588,2940000,10.7362,37.8989
3318.97,-53163.75390625,589,2325.05,589,2945000,13.6439,41.2672
3134.74,-54715.2421875,590,2653.7,590,2950000,14.535,43.8289
2578.67,-43921.2265625,591,1883.28,591,2955000,10.3041,38.4159
3355.3,-52979.84375,592,2290.16,592,2960000,13.0324,42.4608
3184.73,-47726.13671875,593,1960.4,593,2965000,10.7725,39.6599
3137.51,-46679.80078125,594,2408.4,594,2970000,11.517,40.3805
3554.71,-50843.87109375,595,2492.32,595,2975000,11.2697,41.6121
3468.66,-43180.328125,596,2243.78,596,2980000,9.7693,38.1697
3366.53,-44728.2734375,597,2729.97,597,2985000,10.1311,38.8597
3676.84,-42328.35546875,598,2657.63,598,2990000,10.4717,38.2411
3638.52,-44653.828125,599,2511.94,599,2995000,10.7967,38.8512
