Real Sto Return,Running Env Steps,Running Update Time,Itration,Reward Loss,Real Det Return,Running Forward KL,Running Reverse KL
1982.35,1970000,394,394,-62704.5546875,2347.54,156.5252,15.1385
1964.9,1975000,395,395,-62631.25390625,2334.52,156.7441,15.0996
1980.83,1980000,396,396,-62853.98046875,2348.73,156.5804,15.1084
1950.09,1985000,397,397,-62852.49609375,2329.06,156.5496,15.0367
1967.86,1990000,398,398,-63025.96484375,2360.14,156.7377,15.1775
1988.26,1995000,399,399,-63072.7734375,2346.89,156.5343,15.2079
1981.46,2000000,400,400,-63245.140625,2338.41,156.5124,15.0267
1974.3,2005000,401,401,-63255.0859375,2342.5,156.6094,15.0133
1974.23,2010000,402,402,-63296.08984375,2340.81,156.6508,15.1462
1985.68,2015000,403,403,-63471.69140625,2351.75,156.6407,15.1688
1965.89,2020000,404,404,-63487.01171875,2330.49,156.6285,15.3439
1971.09,2025000,405,405,-63629.3203125,2332.71,156.6416,15.1066
1969.75,2030000,406,406,-63835.62109375,2337.24,156.6582,15.2724
1977.34,2035000,407,407,-64070.90625,2323.78,156.4909,15.1352
1955.43,2040000,408,408,-63827.12890625,2328.06,156.5494,14.9636
1973.05,2045000,409,409,-64094.3125,2346.96,156.4672,15.2806
1984.51,2050000,410,410,-64210.08984375,2347.74,156.5343,15.3412
1959.53,2055000,411,411,-64189.59765625,2334.49,156.5629,15.2759
1974.77,2060000,412,412,-64322.9453125,2330.67,156.4735,15.0058
1969.85,2065000,413,413,-64613.390625,2335.51,156.5811,14.9888
1974.78,2070000,414,414,-64577.08984375,2325.04,156.6669,15.1019
1967.06,2075000,415,415,-64492.140625,2331.53,156.5849,15.0741
1982.7,2080000,416,416,-64917.5546875,2358.97,156.6374,15.1781
1990.15,2085000,417,417,-64874.76171875,2338.34,156.4302,15.0677
1983.11,2090000,418,418,-64741.359375,2325.27,156.321,15.0353
1990.55,2095000,419,419,-65088.23046875,2351.81,156.7021,15.2046
1969.89,2100000,420,420,-65221.7109375,2324.3,156.679,15.0493
1965.47,2105000,421,421,-65449.9140625,2335.51,156.6082,15.1142
1995.31,2110000,422,422,-65394.2109375,2349.1,156.4383,14.9921
1976.12,2115000,423,423,-65547.2421875,2321.78,156.6145,15.2572
1979.32,2120000,424,424,-65563.75,2341.67,156.5465,15.1066
1972.51,2125000,425,425,-65710.3046875,2329.91,156.6331,14.9909
1976.67,2130000,426,426,-65764.859375,2310.9,156.603,15.004
1988.16,2135000,427,427,-66010.25,2342.9,156.5964,15.1745
1997.83,2140000,428,428,-66132.3125,2324.09,156.5221,15.2955
2004.24,2145000,429,429,-66264.6640625,2347.92,156.6474,15.161
1975.52,2150000,430,430,-66587.9453125,2331.9,156.7206,15.2413
1974.07,2155000,431,431,-66539.15625,2331.7,156.7108,15.4195
1987.9,2160000,432,432,-66432.453125,2338.11,156.6039,15.3432
1983.01,2165000,433,433,-66791.3828125,2341.45,156.5986,15.2427
2000.17,2170000,434,434,-67020.65625,2361.36,156.6021,15.3756
1979.38,2175000,435,435,-66851.625,2327.23,156.5899,15.1619
1999.31,2180000,436,436,-67057.7890625,2335.15,156.6952,15.311
2000.62,2185000,437,437,-67192.4609375,2345.31,156.7863,15.1478
2015.71,2190000,438,438,-67465.5625,2349.12,156.6264,15.3796
1978.97,2195000,439,439,-67484.6640625,2344.99,156.5642,15.0725
1985.07,2200000,440,440,-67532.265625,2342.02,156.5655,15.1405
1955.41,2205000,441,441,-67610.6640625,2309.95,156.6388,14.9955
1980.08,2210000,442,442,-67846.6328125,2353.01,156.5253,15.2504
1962.17,2215000,443,443,-67857.015625,2311.82,156.6274,14.9911
1959.59,2220000,444,444,-68016.3984375,2324.21,156.5876,14.9841
1972.51,2225000,445,445,-68088.2109375,2313.58,156.6472,15.0686
1981.9,2230000,446,446,-68409.7421875,2318.65,156.7286,15.0381
1999.97,2235000,447,447,-68403.5234375,2341.49,156.5723,15.0997
1981.69,2240000,448,448,-68783.6953125,2335.21,156.6456,15.168
1971.23,2245000,449,449,-68890.65625,2331.94,156.6401,15.2373
2005.89,2250000,450,450,-68927.0625,2335.9,156.5883,15.2747
1985.66,2255000,451,451,-68851.40625,2331.59,156.6278,15.2032
1995.43,2260000,452,452,-69169.40625,2347.13,156.6309,15.3603
1992.22,2265000,453,453,-69083.7109375,2345.23,156.5235,15.339
2004.56,2270000,454,454,-69321.65625,2349.21,156.4669,15.3178
1967.16,2275000,455,455,-69385.0390625,2340.2,156.6786,15.0964
1976.02,2280000,456,456,-69593.875,2325.53,156.59,15.3718
1955.02,2285000,457,457,-69569.7734375,2321.85,156.565,15.1178
1976.56,2290000,458,458,-70089.3125,2339.88,156.5904,15.1627
1970.05,2295000,459,459,-69870.921875,2323.18,156.5777,15.0937
1988.64,2300000,460,460,-70303.1875,2350.18,156.4647,15.1881
1971.0,2305000,461,461,-70111.5078125,2306.48,156.5527,15.0794
2006.32,2310000,462,462,-70301.9375,2354.56,156.5,15.2924
1995.21,2315000,463,463,-70405.6796875,2336.77,156.5743,15.2647
1974.54,2320000,464,464,-70342.8984375,2325.65,156.4875,14.9572
1973.29,2325000,465,465,-70636.7734375,2321.77,156.6468,15.2088
1985.35,2330000,466,466,-70884.109375,2345.0,156.6025,15.2016
1980.4,2335000,467,467,-70959.015625,2334.16,156.3618,15.246
1968.93,2340000,468,468,-70923.7890625,2311.77,156.6528,15.2038
2003.39,2345000,469,469,-71268.2890625,2377.16,156.5616,15.4636
1994.47,2350000,470,470,-71114.3359375,2332.72,156.5926,15.1659
1984.99,2355000,471,471,-71375.984375,2335.47,156.5631,15.3075
2010.18,2360000,472,472,-71533.125,2350.97,156.4082,15.4425
1986.3,2365000,473,473,-71472.3125,2322.66,156.5638,15.1453
1983.79,2370000,474,474,-71653.4140625,2332.24,156.6429,15.1588
2006.55,2375000,475,475,-71740.5078125,2349.25,156.6138,15.2115
1990.01,2380000,476,476,-71981.46875,2306.53,156.5607,15.223
1991.61,2385000,477,477,-71945.28125,2330.58,156.5321,15.2209
1992.02,2390000,478,478,-72096.8125,2336.0,156.6154,15.1927
1982.33,2395000,479,479,-72045.78125,2342.75,156.4187,15.529
1999.25,2400000,480,480,-72439.25,2346.05,156.4987,15.3469
2016.82,2405000,481,481,-72576.296875,2332.48,156.6293,15.2539
1990.42,2410000,482,482,-72719.484375,2337.95,156.6058,15.284
1996.32,2415000,483,483,-72648.6171875,2334.07,156.5786,15.1497
1988.92,2420000,484,484,-72772.2109375,2339.95,156.8464,15.3268
1981.88,2425000,485,485,-72911.5703125,2350.34,156.5803,15.0838
2000.05,2430000,486,486,-73024.15625,2353.24,156.4622,15.0934
1999.36,2435000,487,487,-73169.3515625,2348.37,156.5469,15.3005
1986.17,2440000,488,488,-73042.3984375,2329.27,156.6062,15.4523
1996.61,2445000,489,489,-73624.0546875,2338.45,156.6393,15.3449
2000.17,2450000,490,490,-73571.1171875,2348.75,156.4924,15.0721
2021.15,2455000,491,491,-73702.8984375,2360.06,156.5643,15.2661
2002.91,2460000,492,492,-73855.1015625,2355.79,156.5444,15.3965
2001.95,2465000,493,493,-73795.65625,2356.16,156.5864,15.3084
2009.3,2470000,494,494,-73997.0078125,2367.37,156.5476,15.4477
2015.34,2475000,495,495,-74168.4140625,2363.0,156.5296,15.46
1993.17,2480000,496,496,-74419.4609375,2331.79,156.4863,15.3744
1941.3,2485000,497,497,-74373.234375,2343.1,156.3569,15.3394
2034.49,2490000,498,498,-74351.1015625,2355.47,156.5313,15.5153
2040.17,2495000,499,499,-74672.0390625,2359.31,156.5798,15.3218
1999.09,2500000,500,500,-74745.7890625,2313.49,156.5879,15.3329
1964.66,2505000,501,501,-74335.9609375,2290.27,156.56,15.2439
1998.79,2510000,502,502,-74613.5078125,2331.43,156.5775,15.3189
2018.54,2515000,503,503,-75255.9296875,2359.01,156.5645,15.662
2004.43,2520000,504,504,-75316.796875,2326.3,156.5492,15.3883
2015.3,2525000,505,505,-75155.46875,2347.17,156.4926,15.4907
2026.87,2530000,506,506,-75337.0390625,2357.32,156.5166,15.2484
2013.9,2535000,507,507,-75422.84375,2337.17,156.5891,15.2839
2004.85,2540000,508,508,-75428.6640625,2332.12,156.6483,15.2669
1991.14,2545000,509,509,-75455.84375,2314.62,156.5306,15.2239
1995.35,2550000,510,510,-75663.578125,2324.71,156.4847,15.2265
1999.62,2555000,511,511,-76140.7265625,2340.87,156.6839,15.2506
2017.5,2560000,512,512,-76080.0859375,2365.94,156.6103,15.2956
1994.75,2565000,513,513,-76125.4921875,2317.72,156.5769,15.2361
1988.16,2570000,514,514,-76240.3828125,2337.55,156.5377,15.2372
2003.59,2575000,515,515,-75915.7890625,2330.43,156.482,15.0888
2008.09,2580000,516,516,-76390.1796875,2339.91,156.5406,15.3803
1992.39,2585000,517,517,-76615.8828125,2322.12,156.5224,15.1322
2013.88,2590000,518,518,-76761.09375,2354.37,156.6109,15.2717
1988.74,2595000,519,519,-76966.578125,2360.75,156.6185,15.2769
2000.06,2600000,520,520,-77122.8203125,2350.35,156.4807,15.322
2019.79,2605000,521,521,-76994.28125,2345.0,156.6309,15.4122
2000.64,2610000,522,522,-77198.4453125,2334.14,156.4843,15.1746
2006.96,2615000,523,523,-77490.78125,2364.2,156.4069,15.1668
1997.24,2620000,524,524,-77511.1484375,2355.28,156.6057,15.2998
2005.16,2625000,525,525,-77549.578125,2351.33,156.6729,15.1014
1992.93,2630000,526,526,-77508.53125,2346.02,156.5042,15.2014
1999.13,2635000,527,527,-77557.390625,2340.92,156.5749,14.9774
1989.86,2640000,528,528,-77809.3359375,2355.98,156.5389,15.1924
2016.34,2645000,529,529,-77901.71875,2354.86,156.4835,15.1148
2028.83,2650000,530,530,-78004.0546875,2363.51,156.5068,15.1312
1994.75,2655000,531,531,-78254.171875,2370.35,156.3377,15.2539
1998.19,2660000,532,532,-78258.2734375,2341.39,156.4536,15.2819
1987.68,2665000,533,533,-78006.5859375,2338.98,156.5547,15.0989
1997.02,2670000,534,534,-78495.96875,2375.76,156.5924,15.2175
1984.75,2675000,535,535,-78446.2421875,2351.95,156.4893,15.2297
1999.28,2680000,536,536,-78791.1484375,2355.27,156.6082,15.2922
1979.59,2685000,537,537,-78733.2734375,2339.23,156.4752,15.1363
1967.74,2690000,538,538,-78256.0078125,2317.25,156.4981,15.1413
1969.68,2695000,539,539,-78950.1875,2340.17,156.5362,15.3235
1976.7,2700000,540,540,-78974.78125,2337.75,156.3097,15.0393
1982.68,2705000,541,541,-78928.4375,2310.36,156.4482,14.9692
2006.45,2710000,542,542,-79231.40625,2362.78,156.4862,15.3148
1994.29,2715000,543,543,-78925.96875,2334.03,156.5855,15.1384
1990.76,2720000,544,544,-79360.828125,2348.84,156.6102,15.2836
2006.07,2725000,545,545,-79551.8671875,2345.08,156.7709,15.446
1967.14,2730000,546,546,-79622.953125,2322.99,156.5438,15.1286
2013.34,2735000,547,547,-79645.1015625,2348.75,156.5646,15.148
1982.05,2740000,548,548,-79487.4375,2301.66,156.5112,15.0967
2001.04,2745000,549,549,-79887.7734375,2341.08,156.6096,15.0963
1986.82,2750000,550,550,-79723.421875,2322.54,156.6284,15.1434
1994.88,2755000,551,551,-80122.2578125,2347.27,156.6512,15.2387
1988.62,2760000,552,552,-80108.8671875,2330.95,156.6461,15.1528
1999.51,2765000,553,553,-80064.96875,2327.47,156.4645,15.0703
1975.98,2770000,554,554,-80302.9140625,2353.32,156.6093,15.1265
2002.69,2775000,555,555,-80543.3828125,2348.06,156.4878,15.2068
1994.26,2780000,556,556,-80370.890625,2320.19,156.5525,15.0534
2009.82,2785000,557,557,-80551.21875,2360.89,156.5229,15.2568
1997.7,2790000,558,558,-80739.953125,2334.16,156.5717,14.9927
2006.69,2795000,559,559,-80814.484375,2344.8,156.5858,15.1004
1982.61,2800000,560,560,-80721.609375,2354.81,156.5171,15.1054
1985.94,2805000,561,561,-80729.3671875,2325.72,156.4822,15.0719
1995.47,2810000,562,562,-80934.046875,2341.17,156.6012,15.101
2013.87,2815000,563,563,-81142.546875,2331.92,156.6654,15.3336
1985.02,2820000,564,564,-81364.8671875,2350.05,156.6625,15.1661
1982.88,2825000,565,565,-81456.8125,2339.25,156.6073,15.1829
1993.94,2830000,566,566,-81289.828125,2350.24,156.5098,15.159
2005.06,2835000,567,567,-81784.3203125,2352.99,156.5679,15.1974
1991.3,2840000,568,568,-81758.1796875,2348.62,156.3838,15.2472
1979.32,2845000,569,569,-81699.953125,2361.65,156.6212,15.2266
1988.69,2850000,570,570,-81587.359375,2356.54,156.4051,15.2039
2004.06,2855000,571,571,-82094.75,2343.89,156.5839,15.2449
2007.38,2860000,572,572,-81893.6015625,2357.24,156.5467,15.2079
1984.13,2865000,573,573,-82078.828125,2345.0,156.3724,15.0373
1987.35,2870000,574,574,-82400.8046875,2341.2,156.5495,15.2629
2011.78,2875000,575,575,-82303.34375,2354.12,156.5866,15.2715
2002.94,2880000,576,576,-82690.7265625,2348.26,156.4628,15.399
2009.28,2885000,577,577,-82333.4609375,2374.13,156.4264,15.1399
2018.38,2890000,578,578,-82723.109375,2348.39,156.4815,15.3338
2012.81,2895000,579,579,-82746.578125,2362.32,156.4175,15.2506
1999.58,2900000,580,580,-82751.5234375,2360.12,156.5042,15.2933
2014.98,2905000,581,581,-82706.1484375,2361.23,156.54,15.1679
1999.14,2910000,582,582,-82837.2734375,2342.77,156.4229,15.1047
2000.18,2915000,583,583,-83061.7421875,2363.91,156.4031,15.4069
1998.25,2920000,584,584,-83105.515625,2343.38,156.4267,15.3571
1985.6,2925000,585,585,-83216.0234375,2342.61,156.452,15.2012
1994.73,2930000,586,586,-83280.109375,2345.87,156.4775,15.276
1992.17,2935000,587,587,-83475.8125,2329.57,156.5409,15.0909
1999.55,2940000,588,588,-83565.609375,2336.89,156.4028,15.255
1988.99,2945000,589,589,-83511.390625,2332.84,156.6782,15.3287
2010.16,2950000,590,590,-83660.1484375,2330.31,156.4969,15.2546
1988.13,2955000,591,591,-83621.8125,2338.39,156.4533,15.2881
1982.69,2960000,592,592,-83830.75,2345.04,156.4439,15.3
2001.85,2965000,593,593,-83369.2734375,2317.49,156.5483,15.191
2017.63,2970000,594,594,-83979.234375,2358.31,156.5262,15.445
2000.41,2975000,595,595,-84004.0859375,2329.86,156.4934,15.1692
1996.82,2980000,596,596,-84034.8515625,2309.2,156.551,15.2184
2004.46,2985000,597,597,-84157.328125,2322.05,156.5904,15.2794
2006.32,2990000,598,598,-84126.2734375,2328.71,156.4453,15.3046
1989.0,2995000,599,599,-84326.140625,2347.87,156.6737,15.4024
