Running Env Steps,Real Det Return,Real Sto Return,Itration,Reward Loss,Running Forward KL,Running Update Time,Running Reverse KL
1930000,6081.7,4620.79,386,-12166.017578125,77.4044,386,69.9519
1935000,5929.9,5753.99,387,-12073.26953125,76.5233,387,68.3361
1940000,5753.56,5004.94,388,-12138.75390625,77.3575,388,68.2134
1945000,6072.23,5122.19,389,-12006.015625,74.7183,389,64.0764
1950000,5848.73,4857.93,390,-12288.2822265625,77.4807,390,69.8276
1955000,5770.59,5386.12,391,-12275.37109375,77.5202,391,69.4752
1960000,5904.4,5588.76,392,-12289.6845703125,77.3606,392,67.6696
1965000,5946.83,5131.81,393,-12486.3603515625,77.7644,393,73.1144
1970000,5973.99,5367.17,394,-12524.90625,79.1542,394,71.9028
1975000,5944.11,5535.44,395,-12495.177734375,77.5371,395,70.2987
1980000,5685.2,5651.92,396,-12587.341796875,77.6998,396,70.3317
1985000,6023.0,5130.32,397,-12523.7607421875,78.3419,397,69.7287
1990000,6027.29,5684.1,398,-12673.6962890625,78.8004,398,72.9456
1995000,6110.66,5110.27,399,-11991.806640625,75.7309,399,64.4846
2000000,6008.32,5287.03,400,-12595.5068359375,79.6413,400,73.4619
2005000,6017.84,5711.46,401,-12456.5048828125,78.1499,401,68.3057
2010000,6042.05,5584.95,402,-11801.4375,72.2673,402,63.8779
2015000,5891.42,4544.53,403,-12605.2041015625,76.921,403,66.7338
2020000,6104.76,5625.09,404,-11177.98046875,71.0941,404,58.6502
2025000,5934.48,5690.24,405,-12807.4599609375,78.783,405,69.2435
2030000,6079.23,4952.83,406,-12781.001953125,77.5124,406,69.0971
2035000,5522.12,5615.22,407,-11745.28515625,72.0082,407,62.7205
2040000,5654.7,4807.38,408,-12855.32421875,77.8545,408,68.2149
2045000,5392.09,5088.02,409,-12900.541015625,77.1479,409,69.928
2050000,5228.19,4972.13,410,-12481.1708984375,75.0903,410,66.1111
2055000,5296.05,5006.55,411,-12794.8369140625,77.4438,411,66.7405
2060000,6105.31,5433.39,412,-12590.6318359375,75.5784,412,65.9013
2065000,5625.98,5498.69,413,-12757.986328125,77.6705,413,69.9136
2070000,5802.56,5235.05,414,-13016.3662109375,78.1274,414,67.5879
2075000,5946.37,5520.44,415,-12564.033203125,76.2286,415,65.4978
2080000,5749.88,5081.89,416,-11789.08984375,73.9962,416,59.147
2085000,6061.72,5502.16,417,-13149.173828125,79.2394,417,70.5089
2090000,5929.43,5482.45,418,-12968.978515625,76.4437,418,67.1846
2095000,5883.24,5660.22,419,-13071.3037109375,76.4609,419,68.5686
2100000,5896.78,4777.32,420,-13107.109375,77.5746,420,70.7455
2105000,6115.62,5603.84,421,-13205.65234375,76.9343,421,69.8405
2110000,6090.97,5705.38,422,-13063.248046875,77.049,422,66.8073
2115000,6021.9,5442.59,423,-13133.2529296875,75.9455,423,66.2624
2120000,6125.98,4998.59,424,-12870.9638671875,73.993,424,63.4719
2125000,6007.0,5320.31,425,-13247.31640625,77.4825,425,70.1245
2130000,5799.14,4980.46,426,-12896.0322265625,77.1037,426,64.5608
2135000,6073.99,5460.74,427,-12704.3310546875,73.983,427,66.6823
2140000,5811.47,5636.67,428,-12680.75390625,74.3014,428,65.1441
2145000,5999.72,5644.87,429,-13236.736328125,78.6761,429,71.6658
2150000,6155.28,5466.0,430,-13232.1181640625,77.5432,430,68.2822
2155000,6071.47,5512.09,431,-13450.900390625,78.8917,431,71.8614
2160000,6068.18,4942.07,432,-13278.8427734375,76.1521,432,68.0784
2165000,6142.71,5081.08,433,-12085.86328125,72.6583,433,61.8766
2170000,5798.78,5461.61,434,-13433.8916015625,77.2003,434,70.054
2175000,6051.32,5716.5,435,-13436.935546875,77.7903,435,69.6594
2180000,6108.68,5575.09,436,-13496.7158203125,77.8418,436,70.8226
2185000,6116.1,5364.34,437,-13469.3525390625,78.5839,437,69.5079
2190000,5489.25,5611.23,438,-13374.23828125,76.7035,438,68.8826
2195000,6064.0,5193.81,439,-13662.5498046875,79.2164,439,72.8011
2200000,6081.81,5490.23,440,-13490.8876953125,77.4517,440,68.5606
2205000,6047.45,5735.91,441,-13532.0947265625,76.6677,441,69.1955
2210000,6062.77,4917.01,442,-13674.1181640625,78.0138,442,70.3835
2215000,5874.3,4662.87,443,-12807.7001953125,73.5485,443,63.1314
2220000,6027.18,5421.85,444,-13686.689453125,79.5325,444,71.035
2225000,5799.12,5725.76,445,-13767.763671875,78.6083,445,70.4882
2230000,5674.16,5229.03,446,-13656.0,77.595,446,70.2785
2235000,5816.58,5359.02,447,-13761.51953125,78.8069,447,71.4277
2240000,6055.65,5130.49,448,-13783.1015625,78.8606,448,72.5854
2245000,6027.59,5737.7,449,-13688.5966796875,77.9761,449,70.6854
2250000,6042.98,5515.59,450,-13725.0859375,78.3672,450,71.5337
2255000,6016.06,5344.33,451,-13884.5009765625,78.1148,451,71.0341
2260000,6005.77,5689.73,452,-12908.107421875,73.0875,452,65.9703
2265000,5937.51,5165.48,453,-14058.6181640625,79.7057,453,74.5444
2270000,5518.95,5707.53,454,-13965.5048828125,78.4501,454,72.2161
2275000,6008.29,5121.77,455,-13924.8408203125,78.7717,455,71.6389
2280000,5828.38,4986.7,456,-13124.4638671875,74.0485,456,68.1863
2285000,5827.98,5420.65,457,-13791.0625,77.5479,457,70.4129
2290000,5716.82,5726.96,458,-14056.21875,79.0549,458,73.7025
2295000,5966.87,5594.99,459,-13973.13671875,79.3471,459,72.5065
2300000,6060.5,4799.53,460,-13761.814453125,77.4917,460,70.9303
2305000,5741.43,5582.85,461,-13924.6865234375,78.8644,461,71.6212
2310000,5997.44,4587.55,462,-13956.1064453125,77.4973,462,70.0376
2315000,5624.43,5116.87,463,-13896.8857421875,78.0438,463,71.9372
2320000,5871.81,5402.96,464,-12101.09765625,73.5469,464,67.871
2325000,5861.89,5037.16,465,-14132.5546875,78.8146,465,76.8528
2330000,4964.23,3347.27,466,-11753.0810546875,73.38,466,120.7213
2335000,-2024.24,-1012.62,467,-5827.9306640625,102.0684,467,212.7838
2340000,-360.92,-487.04,468,-5319.29638671875,87.9004,468,231.968
2345000,-160.49,88.87,469,-5556.70458984375,78.6034,469,114.7489
2350000,554.16,385.26,470,-6731.80029296875,74.8305,470,74.6997
2355000,410.94,1139.91,471,-7127.13916015625,76.2389,471,108.6458
2360000,612.12,685.09,472,-9377.8515625,77.076,472,154.5942
2365000,521.7,1614.89,473,-8435.1806640625,75.5265,473,123.7154
2370000,1468.46,857.86,474,-10688.712890625,74.2228,474,76.6748
2375000,2197.23,1495.82,475,-10680.216796875,71.1306,475,62.969
2380000,2335.9,2504.0,476,-11255.0224609375,73.4539,476,75.3466
2385000,2466.64,1790.7,477,-13808.0400390625,76.1395,477,77.8248
2390000,2263.09,1876.67,478,-13083.2978515625,77.4265,478,80.96
2395000,3478.53,3413.0,479,-11925.283203125,73.4973,479,76.6064
2400000,3675.73,3421.39,480,-11557.2109375,75.0087,480,86.3023
2405000,3426.7,1426.22,481,-12980.806640625,76.9182,481,81.2457
2410000,4529.91,3657.35,482,-12084.740234375,72.513,482,62.323
2415000,4166.35,4220.85,483,-11952.5107421875,71.365,483,63.8895
2420000,5328.59,4498.77,484,-13710.859375,79.3686,484,78.7337
2425000,4709.12,4451.96,485,-13608.287109375,78.8891,485,72.3284
2430000,5276.8,4275.68,486,-13067.3505859375,74.9906,486,68.1592
2435000,5033.56,4456.6,487,-13558.1630859375,75.1061,487,71.806
2440000,5639.45,4264.39,488,-13957.8310546875,77.8042,488,75.7271
2445000,5027.19,4966.59,489,-13838.521484375,75.8818,489,71.7765
2450000,5280.46,4751.66,490,-13922.4638671875,79.3975,490,72.0137
2455000,5123.01,4788.62,491,-13433.7451171875,78.0835,491,72.2464
2460000,5370.92,4873.22,492,-13138.0126953125,76.8505,492,71.3625
2465000,4803.34,3846.71,493,-13388.4013671875,76.7849,493,66.2955
2470000,5238.95,4972.24,494,-14253.1318359375,79.4227,494,78.2819
2475000,5799.42,5223.33,495,-14087.2119140625,78.1606,495,74.0536
2480000,5791.66,5134.64,496,-13118.8994140625,74.1626,496,68.7256
2485000,5455.42,4567.46,497,-14314.119140625,79.0377,497,75.2298
2490000,5645.99,5184.47,498,-14385.103515625,79.588,498,76.2552
2495000,5615.88,5238.04,499,-14378.7021484375,80.215,499,77.5602
2500000,5380.05,5003.96,500,-12568.9501953125,76.2736,500,73.0993
2505000,5487.58,5089.67,501,-14145.5859375,78.6874,501,74.2676
2510000,5596.32,5115.28,502,-14244.7109375,79.9345,502,72.449
2515000,5667.79,5322.75,503,-14032.716796875,77.5515,503,73.6477
2520000,5196.98,4403.53,504,-14098.23046875,78.7511,504,71.1829
2525000,5637.43,4917.65,505,-14327.3408203125,79.9746,505,76.4031
2530000,5665.92,4779.18,506,-13047.9853515625,76.9292,506,71.8915
2535000,5295.66,5071.32,507,-13262.064453125,76.7508,507,72.236
2540000,5767.32,4944.76,508,-13960.8173828125,77.5723,508,72.4572
2545000,5721.81,5328.2,509,-14367.5068359375,78.0297,509,73.6254
2550000,5506.36,4595.5,510,-14218.4951171875,78.1456,510,74.8753
2555000,5595.14,5221.53,511,-13876.7431640625,79.3046,511,77.5648
2560000,5270.61,4832.86,512,-14528.740234375,81.221,512,81.4451
2565000,5603.88,4795.66,513,-14424.001953125,80.7292,513,75.2741
2570000,5611.39,5157.2,514,-14586.970703125,79.8404,514,81.0661
2575000,5725.02,4838.71,515,-13412.923828125,77.3886,515,72.5652
2580000,5439.65,5076.45,516,-14461.4384765625,79.6742,516,76.4185
2585000,5600.59,5247.26,517,-14258.291015625,79.054,517,72.3602
2590000,5696.98,4534.32,518,-14382.4619140625,77.8722,518,73.1762
2595000,5632.44,5286.88,519,-13466.380859375,75.7295,519,71.4057
2600000,5611.36,4830.47,520,-14542.4365234375,79.5529,520,75.3206
2605000,5461.88,4547.42,521,-14124.25,77.8253,521,77.2209
2610000,5591.77,5011.26,522,-14582.7119140625,80.4121,522,80.3564
2615000,5564.26,5383.69,523,-14386.3564453125,77.7587,523,74.9592
2620000,5604.19,5288.8,524,-14532.2548828125,81.2058,524,81.1323
2625000,5660.67,5105.37,525,-14592.9853515625,79.7431,525,78.6981
2630000,5341.5,4634.44,526,-14121.1416015625,79.6967,526,77.3623
2635000,5504.84,4746.72,527,-14526.298828125,79.2335,527,77.5841
2640000,5802.16,5350.47,528,-14520.2294921875,77.9567,528,75.3544
2645000,5411.8,5211.67,529,-14328.6591796875,77.9267,529,75.1705
2650000,5734.56,5202.53,530,-14565.689453125,79.1178,530,76.4574
2655000,5542.82,5241.43,531,-14024.0419921875,78.628,531,76.5676
2660000,5791.8,5456.2,532,-14614.734375,80.398,532,76.5257
2665000,5759.48,5276.1,533,-14529.2607421875,78.8853,533,74.8368
2670000,5468.25,5085.51,534,-14640.1572265625,79.6591,534,79.5423
2675000,5556.17,5217.29,535,-14600.177734375,79.7879,535,80.1629
2680000,5827.75,5478.8,536,-14562.4658203125,78.1035,536,74.822
2685000,5756.5,5460.6,537,-14283.392578125,78.1524,537,76.8721
2690000,5569.36,5133.14,538,-13961.685546875,79.2987,538,81.9718
2695000,5859.98,5271.15,539,-14416.6103515625,78.1682,539,74.6137
2700000,5137.72,5018.11,540,-14709.7646484375,80.3409,540,78.5939
2705000,5758.08,5272.75,541,-14410.8984375,79.047,541,74.6666
2710000,5553.32,5178.83,542,-14471.9892578125,78.3332,542,77.9789
2715000,5835.18,5542.45,543,-14649.5634765625,79.2564,543,79.0299
2720000,5849.21,5385.6,544,-14447.9775390625,78.2738,544,75.2564
2725000,5475.46,5279.95,545,-14469.7548828125,80.058,545,79.3691
2730000,5597.42,5360.44,546,-14447.1015625,79.608,546,77.7485
2735000,5446.0,5450.39,547,-14408.38671875,79.0236,547,76.2675
2740000,5425.03,4662.93,548,-14609.7568359375,79.4162,548,76.2127
2745000,5688.95,5485.74,549,-14678.798828125,79.7605,549,78.7202
2750000,5628.01,5196.63,550,-14695.650390625,80.1901,550,80.4941
2755000,5718.97,5381.92,551,-14798.6240234375,79.7789,551,77.1138
2760000,5730.56,5255.3,552,-14556.4609375,79.1313,552,79.8499
2765000,5701.52,5443.45,553,-14978.7939453125,80.0872,553,82.1373
2770000,5571.97,5032.2,554,-14656.6884765625,79.5685,554,79.7004
2775000,5719.21,5495.28,555,-14791.8740234375,78.9495,555,77.5934
2780000,5857.53,5278.53,556,-14583.4560546875,77.5712,556,75.0776
2785000,5521.92,5498.34,557,-14684.9794921875,79.1084,557,79.4184
2790000,5729.22,5537.64,558,-14402.3740234375,77.7886,558,75.4235
2795000,5762.33,5288.27,559,-14820.6513671875,78.8922,559,79.8344
2800000,5509.44,4888.77,560,-14675.150390625,79.1015,560,81.9136
2805000,5541.09,4887.29,561,-14698.4697265625,77.7255,561,74.6042
2810000,5803.63,5075.45,562,-14003.994140625,79.154,562,87.1968
2815000,5695.46,5148.22,563,-14489.904296875,77.5269,563,78.223
2820000,5337.2,5310.36,564,-14763.1943359375,79.411,564,79.8148
2825000,5584.06,4772.6,565,-14891.7958984375,80.2619,565,84.3404
2830000,5514.58,5166.17,566,-14160.56640625,77.0619,566,76.4327
2835000,5277.89,4609.97,567,-14826.5595703125,81.7718,567,84.01
2840000,5598.45,5093.45,568,-14701.2021484375,79.547,568,81.3523
2845000,5576.03,5367.66,569,-14181.9072265625,78.0936,569,78.3892
2850000,5720.02,5428.28,570,-13472.6455078125,78.4405,570,82.6703
2855000,5838.0,5557.74,571,-14870.26953125,79.8471,571,81.5316
2860000,5736.5,5408.09,572,-14825.201171875,82.3154,572,86.268
2865000,5480.49,4506.46,573,-14629.529296875,78.8507,573,81.6024
2870000,5496.72,5102.32,574,-13913.3154296875,75.8692,574,74.9382
2875000,5372.62,5380.5,575,-14162.8095703125,79.1554,575,80.128
2880000,5555.31,5421.02,576,-14878.33203125,79.3938,576,82.1516
2885000,5215.23,4719.33,577,-14788.2705078125,80.3417,577,84.1757
2890000,5380.76,5150.89,578,-14984.5380859375,79.8994,578,82.1851
2895000,5655.87,4556.51,579,-14793.310546875,79.9109,579,83.3639
2900000,5778.4,5078.93,580,-14275.77734375,76.9878,580,77.5967
2905000,5818.71,5031.95,581,-14388.798828125,77.3687,581,78.6048
2910000,5819.05,5184.36,582,-14791.982421875,78.8351,582,78.5703
2915000,5814.98,5406.98,583,-14740.8896484375,77.8353,583,77.0351
2920000,5606.34,5244.54,584,-14748.7275390625,79.2115,584,81.0223
2925000,5864.92,5535.02,585,-14590.396484375,77.9814,585,78.5644
2930000,5742.73,5284.18,586,-14737.5029296875,78.9,586,80.9737
2935000,5521.01,5323.72,587,-14907.0927734375,79.2714,587,79.748
2940000,5805.98,5002.34,588,-14586.580078125,79.0303,588,80.3408
2945000,5790.49,5238.79,589,-14884.853515625,79.4935,589,79.9521
2950000,5886.57,5199.23,590,-14699.134765625,79.5347,590,79.2861
2955000,5838.02,5498.46,591,-14723.8427734375,78.6829,591,77.7652
2960000,5860.97,5514.57,592,-14803.5498046875,78.268,592,78.06
2965000,5621.65,5318.47,593,-15032.8935546875,80.0059,593,81.7472
2970000,5733.21,5504.63,594,-15001.1611328125,81.4519,594,84.0932
2975000,5702.57,5486.26,595,-15143.8515625,80.6237,595,82.5295
2980000,5693.6,4848.99,596,-12974.0205078125,72.8911,596,71.2011
2985000,5660.72,5008.58,597,-14903.30859375,79.4255,597,82.5309
2990000,5802.11,5436.85,598,-14967.9794921875,79.4645,598,80.5906
2995000,5563.59,4799.08,599,-14876.4306640625,78.6911,599,77.8661
