Running Reverse KL,Running Forward KL,Reward Loss,Real Det Return,Real Sto Return,Running Env Steps,Itration,Running Update Time
225.3313,400.7178,-16851.982421875,3356.44,1795.43,1975000,395,395
241.7199,417.2795,-16165.041015625,1833.2,1575.05,1980000,396,396
183.6016,395.8989,-17517.826171875,2173.14,2167.37,1985000,397,397
187.0353,405.1925,-18256.671875,2819.16,2671.77,1990000,398,398
213.1242,407.3779,-16455.57421875,2587.43,2354.35,1995000,399,399
311.7945,524.4892,-15953.5537109375,282.36,372.79,2000000,400,400
248.3393,414.311,-16690.876953125,2147.43,2313.62,2005000,401,401
275.9921,420.9465,-16999.80078125,1847.5,1594.29,2010000,402,402
178.2923,398.3136,-17078.080078125,3107.94,2194.54,2015000,403,403
171.7866,385.7906,-18468.505859375,3568.09,2973.42,2020000,404,404
163.002,383.4285,-18159.84375,4298.09,3976.08,2025000,405,405
182.977,395.1647,-17290.89453125,3420.48,3523.72,2030000,406,406
165.2868,382.7052,-16796.20703125,3442.41,3438.04,2035000,407,407
195.0703,391.3267,-16547.3046875,3684.85,3075.84,2040000,408,408
152.9031,372.6854,-18074.888671875,3907.85,3525.09,2045000,409,409
177.6993,370.0868,-17821.0234375,3694.49,3166.37,2050000,410,410
162.9674,355.1288,-17574.548828125,4718.61,3895.14,2055000,411,411
205.1786,368.0877,-16527.568359375,4088.78,3954.6,2060000,412,412
195.7739,392.5238,-17565.78125,4432.41,4049.47,2065000,413,413
186.5877,365.828,-18045.4375,3983.83,3919.67,2070000,414,414
179.4501,364.1001,-18193.69921875,3239.21,3243.73,2075000,415,415
499.2546,389.2069,-18258.708984375,3889.98,3969.83,2080000,416,416
185.6009,366.7335,-18163.470703125,4173.3,3526.74,2085000,417,417
165.9823,373.9888,-17881.55078125,4255.28,3516.54,2090000,418,418
148.0887,369.1796,-18888.740234375,3847.15,3830.06,2095000,419,419
192.959,363.34,-19156.583984375,4970.64,4846.53,2100000,420,420
315.6278,397.778,-18130.0390625,3950.06,3756.59,2105000,421,421
392.2406,396.7811,-17106.671875,3091.39,2743.48,2110000,422,422
195.4132,375.3413,-18322.740234375,4039.4,3820.13,2115000,423,423
162.9202,366.0437,-18614.07421875,4424.8,4521.89,2120000,424,424
207.8499,392.8257,-17660.908203125,3259.41,3590.2,2125000,425,425
176.0305,365.1827,-18119.57421875,3892.98,3582.2,2130000,426,426
134.8779,345.2404,-18793.921875,4923.09,5014.57,2135000,427,427
147.7289,373.711,-18100.890625,4905.23,4294.13,2140000,428,428
167.5916,355.0023,-18495.830078125,4195.61,3862.16,2145000,429,429
150.359,348.4398,-18577.54296875,4691.14,4339.31,2150000,430,430
173.682,376.7072,-18706.23828125,4591.0,4310.28,2155000,431,431
286.469,391.0294,-18384.822265625,3290.02,4111.57,2160000,432,432
264.5215,396.8655,-17101.822265625,3798.34,3416.39,2165000,433,433
304.6543,384.8927,-16300.435546875,2327.02,1961.79,2170000,434,434
190.6396,361.6999,-17980.63671875,3660.09,3897.39,2175000,435,435
236.4786,393.5347,-17294.638671875,2853.79,2862.18,2180000,436,436
619.4324,404.4742,-16130.787109375,2152.0,1391.25,2185000,437,437
470.5048,481.037,-16478.755859375,2035.6,1153.87,2190000,438,438
355.8765,412.254,-15587.9677734375,2404.4,3109.89,2195000,439,439
694.0968,383.4724,-17747.6796875,2093.44,2108.52,2200000,440,440
324.8285,375.2961,-18832.533203125,2670.05,3255.37,2205000,441,441
895.5305,392.018,-18114.51171875,1652.65,1040.68,2210000,442,442
1852.8294,411.7358,-19253.318359375,1716.81,2314.72,2215000,443,443
160.8191,386.4731,-17671.85546875,2651.42,3457.14,2220000,444,444
339.3801,383.7727,-18547.6484375,1295.02,1867.41,2225000,445,445
221.6739,383.0045,-17564.748046875,2669.48,3129.6,2230000,446,446
343.0457,417.2114,-19462.107421875,1107.71,1582.12,2235000,447,447
379.2174,408.4333,-18665.23828125,3340.14,3486.95,2240000,448,448
1356.2505,380.1756,-19188.1796875,2092.96,2850.32,2245000,449,449
212.2254,388.9154,-17830.150390625,3021.43,2460.1,2250000,450,450
589.598,393.8917,-19169.728515625,1303.05,1802.96,2255000,451,451
1886.6523,394.9778,-18986.00390625,946.54,2206.24,2260000,452,452
2374.7821,434.2081,-19219.40625,1204.13,1702.7,2265000,453,453
798.1083,433.877,-19168.953125,2601.36,2181.24,2270000,454,454
855.7733,506.9396,-17122.80078125,831.94,1434.84,2275000,455,455
358.1199,378.168,-19115.205078125,2874.61,2907.93,2280000,456,456
206.1682,392.1063,-18415.01953125,2549.08,1921.15,2285000,457,457
1197.6427,402.5507,-19458.1953125,1482.76,1570.75,2290000,458,458
587.1492,426.7733,-19678.126953125,1468.29,1289.88,2295000,459,459
332.6708,412.2382,-18589.07421875,938.4,999.23,2300000,460,460
410.907,442.5465,-18796.7265625,584.95,607.69,2305000,461,461
333.4592,412.1412,-18888.54296875,724.39,1651.58,2310000,462,462
178.7145,395.9021,-18983.8125,1999.03,1746.88,2315000,463,463
463.8152,396.8539,-18563.783203125,976.36,1000.47,2320000,464,464
267.0117,410.5606,-18446.685546875,2350.53,1978.16,2325000,465,465
1185.6107,399.7067,-19408.05859375,1014.82,1557.7,2330000,466,466
413.3033,392.2421,-19588.029296875,2031.48,1150.48,2335000,467,467
279.0247,398.1168,-18687.1953125,2171.92,1475.76,2340000,468,468
504.6003,471.8459,-18724.859375,1060.24,628.59,2345000,469,469
273.3651,439.9485,-18063.685546875,1088.63,622.05,2350000,470,470
278.8827,433.4204,-19088.53125,1520.96,1365.25,2355000,471,471
223.2209,443.7993,-18075.755859375,1291.13,995.66,2360000,472,472
371.6674,448.6377,-18473.931640625,1354.88,1415.34,2365000,473,473
361.5347,450.1176,-19296.41796875,1772.51,1243.2,2370000,474,474
861.8153,484.649,-19568.283203125,1412.16,1415.19,2375000,475,475
233.8339,467.3705,-18129.6796875,1188.18,697.21,2380000,476,476
243.0688,468.6411,-17605.26953125,783.33,865.96,2385000,477,477
1757.2666,488.0934,-18882.068359375,876.8,867.88,2390000,478,478
277.9334,486.4637,-16447.6015625,353.93,1026.89,2395000,479,479
1271.6076,486.3971,-18299.95703125,570.78,822.99,2400000,480,480
244.5531,477.5346,-14509.119140625,683.9,1179.72,2405000,481,481
807.1416,494.686,-18162.08203125,609.66,587.18,2410000,482,482
254.696,471.1199,-16712.90625,1091.14,1109.99,2415000,483,483
325.8516,487.2832,-17690.2578125,818.4,834.69,2420000,484,484
256.8433,478.6692,-17502.650390625,538.04,351.13,2425000,485,485
1043.5319,487.5019,-19320.984375,743.37,565.09,2430000,486,486
3112.1873,496.493,-19487.330078125,538.0,722.67,2435000,487,487
2687.3232,499.8267,-19531.470703125,371.34,338.37,2440000,488,488
2637.0667,478.0086,-19501.123046875,780.68,521.93,2445000,489,489
2519.9221,487.1851,-19197.99609375,706.87,543.52,2450000,490,490
1182.1121,494.5129,-19413.39453125,500.11,426.02,2455000,491,491
719.9842,486.3827,-18030.9765625,736.69,613.67,2460000,492,492
1481.1206,488.636,-18762.07421875,351.21,351.77,2465000,493,493
1323.5214,506.0679,-18995.220703125,340.25,327.18,2470000,494,494
326.5874,489.273,-18034.8046875,318.24,349.44,2475000,495,495
2058.2546,495.6883,-19249.892578125,266.94,257.36,2480000,496,496
1858.1725,518.0559,-19492.228515625,177.53,226.43,2485000,497,497
1646.7949,492.9684,-19413.24609375,298.34,240.69,2490000,498,498
680.6599,543.4114,-18968.26953125,163.35,149.2,2495000,499,499
3811.1544,669.9021,-19780.232421875,141.24,117.35,2500000,500,500
3873.3457,574.7064,-19754.421875,113.79,119.0,2505000,501,501
4194.9599,687.1509,-19753.72265625,110.59,112.09,2510000,502,502
2802.6526,685.222,-19777.84765625,106.13,130.58,2515000,503,503
4169.2929,689.8945,-19785.625,109.44,100.9,2520000,504,504
4275.7749,690.6869,-19812.5,86.39,83.96,2525000,505,505
3913.9206,710.9576,-19839.6484375,92.09,100.27,2530000,506,506
4116.5817,702.8225,-19833.548828125,104.04,97.41,2535000,507,507
3890.4677,684.8952,-19843.302734375,91.91,96.45,2540000,508,508
4077.2719,604.2226,-19826.419921875,112.51,117.52,2545000,509,509
4015.7094,660.7371,-19860.123046875,108.8,107.74,2550000,510,510
3217.6291,705.0095,-19835.208984375,79.11,79.34,2555000,511,511
4243.5833,743.6467,-19810.427734375,67.83,68.03,2560000,512,512
3567.3806,749.8844,-19812.841796875,77.19,77.14,2565000,513,513
3990.1608,750.5619,-19833.109375,61.75,62.41,2570000,514,514
3865.5365,751.6308,-19834.28515625,57.3,57.31,2575000,515,515
3868.9365,745.8935,-19852.68359375,60.22,60.29,2580000,516,516
4215.0158,751.6515,-19883.716796875,58.94,58.95,2585000,517,517
3423.2463,718.1141,-19780.1484375,85.35,85.19,2590000,518,518
3713.0973,740.4791,-19843.390625,68.01,68.03,2595000,519,519
2980.3812,730.9672,-19773.1171875,67.93,67.55,2600000,520,520
3253.7911,702.338,-19826.41796875,67.92,66.96,2605000,521,521
2623.795,714.3354,-19589.919921875,60.24,60.29,2610000,522,522
1694.7683,730.7191,-19522.82421875,57.41,58.05,2615000,523,523
1438.7205,724.9807,-19169.45703125,58.5,57.93,2620000,524,524
3646.5577,720.2486,-19808.318359375,76.87,79.29,2625000,525,525
3268.3471,700.473,-19863.91015625,78.5,80.59,2630000,526,526
3592.7799,740.7969,-19863.556640625,78.47,79.24,2635000,527,527
2777.505,692.256,-19272.556640625,79.03,79.74,2640000,528,528
2638.7367,552.2339,-19799.638671875,137.93,114.12,2645000,529,529
2786.5277,673.8942,-19749.90234375,115.13,120.24,2650000,530,530
3350.6581,572.7893,-19854.697265625,111.47,132.47,2655000,531,531
3465.3416,685.1952,-19840.349609375,107.72,116.85,2660000,532,532
3406.6157,638.191,-19868.580078125,124.31,129.82,2665000,533,533
2925.5002,610.0544,-19856.91015625,126.92,133.62,2670000,534,534
2939.8749,670.9649,-19878.2734375,107.01,119.56,2675000,535,535
2493.6319,558.2285,-19849.26171875,148.14,142.77,2680000,536,536
2925.828,547.2851,-19149.1640625,176.95,175.69,2685000,537,537
3028.027,544.4709,-19819.271484375,172.85,171.58,2690000,538,538
2810.9365,580.7081,-19777.90234375,137.82,134.06,2695000,539,539
2550.9445,589.5188,-19707.572265625,109.81,115.51,2700000,540,540
2309.234,639.9042,-19521.271484375,108.57,108.77,2705000,541,541
3583.9728,711.122,-19741.72265625,91.17,91.61,2710000,542,542
3478.5314,551.2751,-19758.33203125,194.27,175.45,2715000,543,543
3143.3677,584.2449,-19808.97265625,151.74,143.41,2720000,544,544
3362.3696,708.6566,-19898.001953125,145.56,97.48,2725000,545,545
3544.3456,716.4434,-19890.365234375,125.79,126.19,2730000,546,546
3539.4219,730.4558,-19918.90625,68.1,68.25,2735000,547,547
3246.0806,728.491,-19906.416015625,62.82,63.37,2740000,548,548
4231.4336,754.4061,-19899.6171875,59.25,60.09,2745000,549,549
4262.9551,760.3821,-19919.986328125,58.35,59.43,2750000,550,550
4245.7096,756.4242,-19910.74609375,58.87,57.66,2755000,551,551
3528.6767,750.1563,-19897.58203125,58.89,58.86,2760000,552,552
4224.2271,748.6931,-19907.224609375,56.98,57.55,2765000,553,553
4031.524,742.1947,-19907.763671875,60.1,59.83,2770000,554,554
4300.5787,738.9544,-19902.205078125,61.17,60.99,2775000,555,555
4229.9011,748.1829,-19898.826171875,60.45,61.07,2780000,556,556
3934.8839,742.8151,-19902.435546875,60.11,60.43,2785000,557,557
4364.056,748.0386,-19900.005859375,59.8,59.56,2790000,558,558
2867.2285,765.0885,-19897.2734375,61.46,61.81,2795000,559,559
2669.7545,743.6848,-19908.21875,60.07,60.13,2800000,560,560
4027.5155,744.7938,-19910.197265625,59.98,59.88,2805000,561,561
3961.4512,747.0457,-19898.365234375,60.79,60.26,2810000,562,562
3752.5902,744.9737,-19906.90234375,61.19,60.89,2815000,563,563
3955.1439,749.2065,-19904.59765625,61.83,61.87,2820000,564,564
4290.2115,753.7401,-19911.212890625,62.6,62.13,2825000,565,565
4191.2308,744.1223,-19888.6171875,61.15,61.66,2830000,566,566
4413.5431,768.646,-19909.29296875,62.48,63.52,2835000,567,567
3009.7491,756.319,-19895.455078125,61.96,62.05,2840000,568,568
4122.7753,750.6566,-19905.236328125,61.59,61.79,2845000,569,569
3746.2892,754.9763,-19903.4375,60.86,61.25,2850000,570,570
4311.4035,752.9916,-19900.4140625,61.44,62.38,2855000,571,571
3730.4583,751.236,-19907.623046875,61.34,61.39,2860000,572,572
3002.2438,752.0407,-19903.99609375,62.82,62.22,2865000,573,573
2537.2473,746.3852,-19901.76171875,61.98,62.0,2870000,574,574
4212.4322,744.4222,-19884.568359375,66.55,66.14,2875000,575,575
3579.3775,748.5927,-19893.822265625,62.87,62.8,2880000,576,576
3027.697,739.6831,-19880.68359375,64.59,63.28,2885000,577,577
3360.1352,741.4377,-19888.203125,68.16,67.74,2890000,578,578
3955.3758,760.1027,-19892.134765625,65.29,65.8,2895000,579,579
4128.0784,750.0695,-19892.349609375,64.7,65.07,2900000,580,580
3245.9323,761.6433,-19899.2578125,62.68,62.99,2905000,581,581
2627.9848,734.3627,-19862.48046875,64.78,64.85,2910000,582,582
2832.0898,738.2498,-19872.91015625,68.98,67.77,2915000,583,583
3633.2345,744.9786,-19885.052734375,68.09,67.25,2920000,584,584
2399.9661,754.7835,-19897.119140625,65.33,65.29,2925000,585,585
2724.163,737.9067,-19899.19921875,64.99,64.51,2930000,586,586
2545.1007,747.5258,-19902.0234375,64.21,64.11,2935000,587,587
3098.9561,744.8692,-19888.029296875,66.35,66.74,2940000,588,588
2403.8939,733.3905,-19881.84765625,67.89,67.82,2945000,589,589
3098.9155,746.5843,-19910.572265625,64.35,64.32,2950000,590,590
3047.4457,743.315,-19908.8359375,64.04,63.7,2955000,591,591
2363.1088,744.9258,-19906.666015625,64.19,64.15,2960000,592,592
2395.4763,759.9836,-19915.833984375,63.84,63.62,2965000,593,593
2195.8094,760.8906,-19915.6484375,64.12,63.71,2970000,594,594
3747.0154,744.0939,-19893.89453125,63.57,65.55,2975000,595,595
3649.1341,744.0022,-19905.41796875,63.6,63.67,2980000,596,596
4196.7598,754.298,-19913.91796875,64.42,63.92,2985000,597,597
4294.2616,760.8518,-19920.03515625,64.18,64.23,2990000,598,598
2634.1241,755.0389,-19571.748046875,63.46,63.87,2995000,599,599
