Running Reverse KL,Reward Loss,Real Det Return,Itration,Running Forward KL,Running Update Time,Running Env Steps,Real Sto Return
15.4361,-12970.05078125,2337.17,387,156.7396,387,1935000,1991.47
15.2611,-13026.9970703125,2339.52,388,156.3686,388,1940000,1964.43
15.4223,-12999.3515625,2323.63,389,156.5142,389,1945000,1992.44
15.358,-13043.193359375,2343.13,390,156.6004,390,1950000,2009.44
15.4639,-13070.7705078125,2350.81,391,156.5607,391,1955000,2000.73
15.3503,-13095.078125,2339.66,392,156.6079,392,1960000,1993.22
15.3656,-13122.6689453125,2335.24,393,156.515,393,1965000,2001.91
15.3165,-13175.6708984375,2321.68,394,156.5526,394,1970000,2009.65
15.4195,-13142.013671875,2331.29,395,156.6837,395,1975000,2017.82
15.5059,-13280.64453125,2349.71,396,156.5105,396,1980000,2028.54
15.3613,-13193.02734375,2340.31,397,156.775,397,1985000,1990.97
15.5068,-13248.392578125,2317.9,398,156.5872,398,1990000,2002.96
15.475,-13259.181640625,2329.16,399,156.4929,399,1995000,2012.88
15.391,-13303.00390625,2359.82,400,156.6128,400,2000000,2013.35
15.3578,-13312.400390625,2329.91,401,156.5281,401,2005000,1974.8
15.352,-13362.6484375,2326.5,402,156.5254,402,2010000,2008.61
15.3097,-13383.451171875,2339.79,403,156.6231,403,2015000,1992.43
15.3935,-13400.296875,2342.65,404,156.6219,404,2020000,2007.87
15.4874,-13447.3046875,2343.04,405,156.5719,405,2025000,2002.26
15.2969,-13450.3857421875,2342.09,406,156.7247,406,2030000,1991.67
15.3028,-13487.6884765625,2337.63,407,156.6226,407,2035000,2011.2
15.366,-13578.47265625,2340.16,408,156.5142,408,2040000,2019.08
