Real Sto Return,Running Env Steps,Running Reverse KL,Itration,Real Det Return,Reward Loss,Running Update Time,Running Forward KL
4635.58,2000000,246.2268,400,3614.14,-96943.9609375,400,410.6475
3194.72,2005000,251.5037,401,4021.04,-96416.46875,401,417.201
3362.4,2010000,252.5555,402,4204.45,-97505.5546875,402,409.6973
4087.32,2015000,245.7622,403,3870.27,-97128.9296875,403,413.4066
4299.64,2020000,283.2955,404,4544.91,-97544.6328125,404,420.6559
3604.32,2025000,285.5971,405,2886.43,-97809.765625,405,431.3071
4522.61,2030000,263.1821,406,4143.38,-97871.203125,406,429.9276
2696.8,2035000,251.4541,407,3859.41,-97539.4921875,407,443.3709
3814.09,2040000,242.7487,408,3419.26,-96913.2578125,408,426.7653
2991.48,2045000,264.2692,409,3362.74,-96736.7109375,409,442.7154
4155.27,2050000,233.7473,410,4141.51,-96905.03125,410,429.0563
4362.25,2055000,242.0987,411,3565.19,-97708.6875,411,429.9748
4081.01,2060000,236.6626,412,4372.27,-96294.1328125,412,435.4021
3174.81,2065000,256.2728,413,3407.32,-97424.7265625,413,456.9773
4533.41,2070000,246.9021,414,3381.22,-97835.375,414,445.5556
4107.36,2075000,240.8473,415,3783.21,-97619.1796875,415,441.335
3739.97,2080000,285.7845,416,4040.09,-97598.15625,416,442.4003
4272.04,2085000,237.1122,417,4174.03,-97224.734375,417,418.2172
3870.98,2090000,233.9749,418,4021.34,-96845.9921875,418,408.8941
3064.91,2095000,273.8126,419,3413.42,-96032.578125,419,434.3711
1824.91,2100000,348.1326,420,2606.11,-96548.6328125,420,463.8573
2152.92,2105000,380.414,421,3093.72,-96791.0859375,421,463.9895
2361.94,2110000,327.8782,422,2061.41,-96205.734375,422,472.415
2297.33,2115000,300.2473,423,2267.96,-96857.0546875,423,441.852
1513.92,2120000,292.7737,424,1502.04,-95339.109375,424,454.2351
2606.48,2125000,296.2902,425,2459.86,-97125.8515625,425,442.9726
1952.69,2130000,264.2216,426,2413.39,-94924.7421875,426,443.5796
2486.53,2135000,385.63,427,1961.7,-96584.265625,427,452.4531
2191.94,2140000,270.5407,428,2532.01,-92826.390625,428,446.4313
2444.67,2145000,269.8838,429,2552.92,-92485.3828125,429,439.5468
1545.85,2150000,324.9586,430,1521.15,-94759.375,430,451.5366
2991.58,2155000,263.8712,431,2684.11,-95492.84375,431,436.4225
2164.42,2160000,256.4694,432,2154.39,-92193.8828125,432,449.2756
2955.83,2165000,244.3461,433,3058.52,-95983.6953125,433,428.847
2241.17,2170000,255.5085,434,1907.07,-91719.6484375,434,447.4826
2290.54,2175000,273.1726,435,2457.46,-92552.9453125,435,454.5148
2804.53,2180000,229.908,436,2457.7,-94689.875,436,436.3469
1626.6,2185000,282.4491,437,1675.39,-89531.4609375,437,458.8781
1501.68,2190000,369.0783,438,1158.63,-89911.9140625,438,465.1475
1350.01,2195000,269.2636,439,1010.15,-90276.0703125,439,455.0789
1231.56,2200000,285.0696,440,968.04,-91639.3671875,440,457.9903
957.38,2205000,299.9864,441,976.52,-94247.578125,441,465.3926
1104.51,2210000,311.6246,442,853.82,-88597.6171875,442,486.792
905.48,2215000,267.2489,443,1187.21,-87496.9609375,443,476.9168
836.14,2220000,275.2595,444,719.72,-91580.9765625,444,473.1551
736.56,2225000,303.7564,445,945.44,-91124.59375,445,482.6986
1205.25,2230000,273.2119,446,926.47,-89062.2734375,446,469.2904
773.39,2235000,307.159,447,913.27,-88590.0078125,447,501.4841
425.72,2240000,285.9574,448,579.12,-89331.6640625,448,519.395
405.77,2245000,305.925,449,290.13,-92608.1171875,449,516.9317
357.08,2250000,272.258,450,389.92,-88745.9609375,450,502.6064
390.0,2255000,306.1664,451,405.54,-90930.5390625,451,541.0517
447.09,2260000,300.0334,452,498.18,-88521.796875,452,532.2589
443.87,2265000,274.7891,453,417.66,-89594.9609375,453,515.4351
428.37,2270000,333.3542,454,467.36,-93190.25,454,521.4128
234.22,2275000,305.6066,455,285.88,-92262.2578125,455,483.9402
339.31,2280000,308.9734,456,310.51,-91283.0234375,456,514.9034
221.06,2285000,293.5988,457,229.22,-90474.8203125,457,570.8364
175.27,2290000,326.2472,458,170.72,-93258.8203125,458,542.0311
179.12,2295000,333.5434,459,153.31,-93197.6875,459,588.9046
188.88,2300000,290.7326,460,199.53,-90944.078125,460,564.2542
118.17,2305000,335.0968,461,120.99,-93337.5078125,461,599.3869
171.49,2310000,347.3281,462,159.91,-91793.984375,462,587.6392
68.74,2315000,340.38,463,68.1,-91775.46875,463,642.8495
65.26,2320000,325.9042,464,64.06,-93189.2890625,464,643.6587
69.69,2325000,316.5525,465,70.31,-90882.203125,465,619.7362
64.63,2330000,354.1434,466,64.36,-93171.984375,466,620.4969
63.92,2335000,321.2469,467,64.24,-90485.15625,467,619.0216
63.6,2340000,293.3369,468,63.93,-93856.171875,468,606.6814
63.85,2345000,349.0317,469,63.44,-92889.4453125,469,634.1539
63.19,2350000,342.5497,470,63.64,-93216.859375,470,616.2007
64.29,2355000,337.9592,471,64.25,-92916.1484375,471,611.6993
64.32,2360000,398.8767,472,64.51,-94397.7578125,472,647.6414
60.14,2365000,347.4966,473,59.79,-93476.1015625,473,634.5188
63.98,2370000,332.5521,474,65.11,-92504.140625,474,621.0992
61.91,2375000,323.0175,475,61.45,-92550.2421875,475,587.5221
61.74,2380000,345.7112,476,64.92,-92908.484375,476,615.8358
64.07,2385000,770.8373,477,63.92,-92221.171875,477,634.8928
64.32,2390000,410.7425,478,64.32,-94073.0703125,478,644.0205
62.33,2395000,361.4575,479,63.21,-90884.4609375,479,602.0005
62.8,2400000,361.3754,480,62.06,-92708.578125,480,633.5734
63.95,2405000,354.7611,481,64.22,-95611.546875,481,606.6311
64.16,2410000,401.2414,482,63.98,-95453.421875,482,628.8807
63.27,2415000,359.2061,483,63.31,-95738.09375,483,615.1818
64.8,2420000,362.062,484,64.81,-94731.125,484,613.794
63.21,2425000,336.2525,485,63.46,-90756.03125,485,634.2558
64.8,2430000,358.5817,486,64.79,-93711.3359375,486,632.6927
63.93,2435000,392.134,487,64.27,-94318.1484375,487,638.9045
64.45,2440000,361.0133,488,64.45,-93084.078125,488,660.7045
64.43,2445000,463.6021,489,64.46,-92794.1328125,489,662.1602
63.4,2450000,319.2178,490,63.09,-86587.2578125,490,621.9893
63.73,2455000,360.3621,491,63.44,-91018.1796875,491,622.6763
63.26,2460000,432.2942,492,63.84,-92237.71875,492,658.8769
63.09,2465000,336.4616,493,63.18,-89812.890625,493,596.094
62.29,2470000,364.4608,494,62.38,-90290.5234375,494,622.3681
63.64,2475000,342.7059,495,63.77,-90087.4296875,495,633.3989
64.66,2480000,305.6781,496,64.48,-87895.1328125,496,596.6473
63.23,2485000,325.0006,497,63.07,-88322.2734375,497,606.0763
63.77,2490000,335.7995,498,63.87,-88925.90625,498,614.0036
63.39,2495000,379.8421,499,63.53,-92805.3828125,499,639.9497
63.81,2500000,383.6016,500,63.8,-91898.421875,500,632.427
62.65,2505000,374.6002,501,62.72,-93417.671875,501,641.7223
63.02,2510000,333.413,502,62.46,-93099.75,502,614.8455
63.41,2515000,356.1803,503,63.28,-91899.6484375,503,622.046
63.89,2520000,400.2721,504,63.9,-93893.125,504,647.5119
63.22,2525000,391.1058,505,63.51,-95849.09375,505,645.6477
61.52,2530000,386.3656,506,61.61,-93596.7265625,506,613.2889
62.61,2535000,368.9842,507,62.24,-94817.046875,507,630.2783
61.27,2540000,333.1218,508,61.89,-90295.1953125,508,591.2699
62.09,2545000,388.1465,509,62.17,-94900.15625,509,623.3687
61.61,2550000,364.4415,510,61.52,-94167.1015625,510,613.9106
61.99,2555000,431.3514,511,62.0,-90830.828125,511,619.0143
63.11,2560000,392.3196,512,63.13,-92265.6328125,512,626.7856
60.92,2565000,376.4844,513,60.86,-92941.5625,513,619.1555
62.82,2570000,381.2597,514,62.73,-92339.7890625,514,594.7615
62.9,2575000,362.0008,515,61.85,-91122.21875,515,604.7982
62.41,2580000,365.2353,516,62.56,-91620.4296875,516,604.2273
65.82,2585000,388.8289,517,65.7,-89903.125,517,622.7568
65.95,2590000,385.9082,518,65.95,-90789.7421875,518,626.2909
65.97,2595000,393.7682,519,65.98,-91124.3046875,519,600.1207
65.97,2600000,395.1526,520,65.98,-92982.0,520,613.0683
66.0,2605000,379.3166,521,66.0,-91830.015625,521,612.925
66.23,2610000,385.4357,522,66.47,-92725.953125,522,611.7275
65.81,2615000,384.3061,523,66.22,-94534.390625,523,620.2504
65.97,2620000,390.3973,524,65.97,-94203.0625,524,611.6939
66.71,2625000,362.6176,525,66.7,-93356.34375,525,615.5407
65.98,2630000,392.4312,526,65.98,-95329.171875,526,633.0475
66.22,2635000,386.0271,527,66.22,-93172.75,527,615.5909
67.86,2640000,419.4979,528,67.86,-93447.796875,528,613.4755
65.75,2645000,371.9691,529,65.75,-95433.8515625,529,607.1133
66.9,2650000,439.8919,530,66.9,-94833.7734375,530,621.8528
67.37,2655000,404.9856,531,67.6,-94998.09375,531,608.32
67.63,2660000,432.0509,532,67.86,-97414.7734375,532,609.9915
67.86,2665000,393.309,533,67.86,-97390.3125,533,615.5071
68.12,2670000,448.3234,534,68.35,-96793.875,534,676.3186
68.08,2675000,379.8074,535,68.32,-95645.453125,535,613.7177
184.24,2680000,422.2889,536,266.43,-94596.2578125,536,614.892
232.95,2685000,370.1488,537,232.45,-90017.84375,537,558.9895
268.54,2690000,326.4412,538,238.25,-87952.3046875,538,561.8151
269.05,2695000,323.235,539,220.06,-86934.2734375,539,525.0018
235.15,2700000,374.8833,540,229.01,-90556.0,540,546.2838
85.03,2705000,429.551,541,83.38,-96303.5390625,541,642.606
63.17,2710000,502.0688,542,63.15,-97567.1953125,542,657.917
61.08,2715000,450.2786,543,62.6,-97674.984375,543,660.7165
63.47,2720000,434.8624,544,63.22,-97776.265625,544,659.0779
62.08,2725000,696.3487,545,62.04,-96817.2421875,545,674.0918
63.79,2730000,458.2989,546,63.96,-95396.9453125,546,634.1791
63.04,2735000,573.8584,547,62.53,-95386.84375,547,641.0806
63.78,2740000,389.551,548,63.63,-95357.96875,548,620.8301
63.47,2745000,760.5593,549,63.42,-98150.5625,549,696.9975
63.58,2750000,517.4293,550,63.59,-96590.3125,550,658.802
69.04,2755000,410.233,551,69.44,-89996.5390625,551,640.7449
69.82,2760000,550.449,552,69.78,-87341.7265625,552,636.505
67.03,2765000,1476.6597,553,66.96,-95322.7109375,553,657.1826
63.85,2770000,1707.1192,554,63.87,-98361.296875,554,774.8817
56.83,2775000,2499.9693,555,56.48,-96564.6015625,555,710.1898
59.11,2780000,929.3621,556,58.55,-94848.6953125,556,638.0359
60.7,2785000,674.8068,557,62.31,-89877.5234375,557,621.0429
63.96,2790000,1503.3285,558,63.63,-95951.5390625,558,669.7233
223.53,2795000,1408.4169,559,255.86,-96809.8828125,559,607.9111
94.87,2800000,1122.1237,560,82.78,-95180.984375,560,635.0244
60.09,2805000,1141.8707,561,59.66,-91008.765625,561,661.8077
64.35,2810000,343.9223,562,64.28,-87752.09375,562,612.9476
64.37,2815000,733.5567,563,64.38,-91717.9140625,563,624.8858
63.23,2820000,750.8235,564,63.65,-88653.109375,564,614.2939
62.2,2825000,497.0289,565,62.48,-88041.828125,565,614.7918
62.22,2830000,350.6594,566,62.23,-88777.1875,566,607.2065
150.3,2835000,312.7852,567,153.55,-90451.7734375,567,598.906
195.6,2840000,669.9691,568,203.88,-93679.5625,568,567.3663
208.0,2845000,358.6273,569,221.49,-95125.953125,569,574.6022
203.03,2850000,384.6071,570,210.01,-90592.8203125,570,565.2546
203.53,2855000,630.181,571,205.42,-91409.2265625,571,567.5058
61.52,2860000,339.6367,572,61.26,-89719.625,572,647.9241
59.63,2865000,495.5069,573,59.2,-88784.5234375,573,600.377
183.03,2870000,543.8468,574,199.39,-86713.875,574,586.9855
60.36,2875000,423.5212,575,60.13,-93350.6484375,575,638.5125
64.28,2880000,1534.7519,576,64.59,-96476.8984375,576,679.7373
60.18,2885000,1264.4312,577,60.21,-94736.7421875,577,687.8023
60.09,2890000,1397.9701,578,60.09,-98856.484375,578,738.9216
59.66,2895000,497.5918,579,59.65,-94477.21875,579,664.5639
59.56,2900000,899.3114,580,59.22,-93232.734375,580,621.8896
60.73,2905000,3464.9285,581,59.97,-98765.65625,581,703.5911
60.1,2910000,537.4943,582,59.62,-94723.4296875,582,624.3951
60.33,2915000,443.9175,583,60.38,-91085.6484375,583,616.8283
63.6,2920000,448.5079,584,63.46,-91240.2109375,584,642.3013
63.46,2925000,498.8019,585,63.41,-91456.6484375,585,670.8043
61.76,2930000,427.4539,586,60.23,-89736.03125,586,660.6587
64.65,2935000,1931.0983,587,64.71,-94063.1953125,587,656.2259
63.34,2940000,742.868,588,63.29,-90054.296875,588,645.5065
63.94,2945000,299.3568,589,63.68,-92143.5625,589,609.4952
65.91,2950000,516.4958,590,65.91,-88643.046875,590,628.5518
65.93,2955000,684.456,591,65.93,-93792.7890625,591,628.7808
68.06,2960000,377.7281,592,68.29,-94055.734375,592,632.7645
69.0,2965000,367.4872,593,68.77,-94336.7421875,593,647.0386
70.65,2970000,374.2116,594,70.65,-93528.625,594,636.5206
69.94,2975000,391.6837,595,69.94,-96043.0,595,637.1781
70.42,2980000,371.8633,596,70.42,-93167.46875,596,635.3196
69.01,2985000,397.6221,597,69.72,-95921.90625,597,653.501
66.27,2990000,771.9425,598,66.51,-89607.484375,598,637.8717
69.48,2995000,302.3492,599,69.24,-92187.828125,599,637.2509
