Running Reverse KL,Running Env Steps,Running Update Time,Itration,Real Det Return,Reward Loss,Real Sto Return,Running Forward KL
17.5502,3895000,779,779,4201.71,-58790.52734375,4232.89,43.9496
16.934,3900000,780,780,4252.47,-58788.078125,4266.01,43.2932
17.3795,3905000,781,781,4204.87,-59079.48828125,4250.86,43.5075
17.0,3910000,782,782,4230.95,-58792.12109375,4224.94,43.8216
17.0872,3915000,783,783,4227.0,-58039.8671875,4205.0,43.4427
17.2788,3920000,784,784,4253.67,-58668.0,4283.5,43.6215
17.1553,3925000,785,785,4236.39,-58130.19921875,4237.98,43.7007
17.2705,3930000,786,786,4263.2,-58639.01171875,4257.08,43.7519
16.7535,3935000,787,787,4234.25,-58244.17578125,4247.12,43.3315
16.8565,3940000,788,788,4228.55,-58961.60546875,3991.92,43.8498
16.525,3945000,789,789,4208.49,-57768.73046875,4216.99,43.7008
17.0609,3950000,790,790,4228.87,-58331.66015625,4216.47,43.7606
17.0528,3955000,791,791,4205.73,-59759.65234375,4213.41,43.8218
17.0437,3960000,792,792,4223.96,-58974.2734375,4203.19,43.676
17.3744,3965000,793,793,4225.5,-57657.57421875,4139.54,43.454
16.8677,3970000,794,794,4196.35,-59375.5859375,4202.16,43.6451
16.8982,3975000,795,795,4221.12,-59079.60546875,4129.53,43.6207
16.5917,3980000,796,796,4205.2,-59134.26953125,4203.44,43.6802
16.7469,3985000,797,797,4202.63,-58295.890625,4199.76,43.4564
16.7838,3990000,798,798,4230.56,-58674.4296875,4217.03,43.3111
16.5737,3995000,799,799,4216.58,-58723.3984375,4181.23,43.4823
16.6549,4000000,800,800,4236.54,-58802.7734375,4221.54,43.3515
16.5705,4005000,801,801,4191.07,-59167.38671875,4190.14,43.5616
16.9763,4010000,802,802,4180.67,-58355.24609375,4185.75,43.7114
16.4974,4015000,803,803,4208.9,-58129.03125,4199.29,43.6726
16.7162,4020000,804,804,4217.56,-59784.65625,4204.0,43.6289
16.5217,4025000,805,805,4214.47,-59087.7578125,4212.7,43.4687
16.9838,4030000,806,806,4206.02,-59227.9765625,4207.25,43.8084
16.9498,4035000,807,807,4236.24,-59073.61328125,4227.8,43.5687
17.0316,4040000,808,808,4185.19,-59153.875,4234.08,43.2543
17.0527,4045000,809,809,4227.82,-59383.95703125,4178.01,43.6232
17.0073,4050000,810,810,4197.17,-60925.203125,4227.5,43.3771
17.0687,4055000,811,811,4199.73,-59932.0234375,4194.0,43.4492
17.0573,4060000,812,812,4137.27,-60693.69140625,4194.64,43.8416
16.9907,4065000,813,813,3776.16,-61888.6328125,3739.8,44.3237
17.5882,4070000,814,814,4079.72,-60120.62109375,4083.92,43.9643
33.5357,4075000,815,815,780.74,-55000.8125,1557.54,45.5334
18.6412,4080000,816,816,4191.95,-60028.60546875,4080.97,44.0309
17.6356,4085000,817,817,5.77,-57137.08984375,10.09,45.26
18.2732,4090000,818,818,3968.51,-60578.89453125,4165.15,43.7492
17.5656,4095000,819,819,3656.14,-60528.15625,4033.14,43.5898
17.184,4100000,820,820,3884.23,-60834.7578125,4051.13,43.7765
17.5691,4105000,821,821,4103.85,-60802.41015625,4002.21,44.0279
17.7117,4110000,822,822,3988.58,-59896.14453125,4067.47,43.515
17.6811,4115000,823,823,4175.11,-60321.421875,3885.0,43.6616
17.6188,4120000,824,824,4126.57,-61610.28125,4070.58,43.8536
17.5409,4125000,825,825,4139.22,-61615.51953125,4067.49,43.5474
17.4937,4130000,826,826,4154.35,-62238.92578125,4192.45,43.8079
17.3635,4135000,827,827,4180.53,-61676.078125,4115.57,43.5677
16.7776,4140000,828,828,4179.22,-61115.1640625,4022.3,43.4419
16.47,4145000,829,829,4135.62,-60174.5078125,4153.71,43.9434
17.3178,4150000,830,830,4207.47,-61797.640625,4199.24,43.6487
17.1607,4155000,831,831,4156.0,-61723.01953125,4145.6,43.6557
17.1356,4160000,832,832,4132.4,-62954.0,4174.11,43.9548
17.1772,4165000,833,833,4169.7,-62071.0703125,4195.81,43.689
17.2632,4170000,834,834,4215.23,-61958.94140625,4186.83,43.7923
17.9043,4175000,835,835,4141.16,-63080.5625,4182.82,44.113
17.601,4180000,836,836,4194.15,-61882.23828125,4212.09,43.6282
17.3192,4185000,837,837,4173.42,-62234.72265625,4214.19,43.8323
18.04,4190000,838,838,4113.0,-63420.1328125,4165.5,43.9247
17.5777,4195000,839,839,4209.38,-62568.2109375,4150.74,43.7258
17.5492,4200000,840,840,4170.87,-63485.9609375,4190.41,43.9754
17.2772,4205000,841,841,4183.89,-63439.24609375,4067.34,43.4773
20.2188,4210000,842,842,2511.33,-55091.4765625,2395.93,44.4225
18.7035,4215000,843,843,2099.08,-57926.3984375,1898.7,45.7546
17.5526,4220000,844,844,4411.88,-59367.046875,3568.21,43.9284
17.4087,4225000,845,845,3914.78,-59392.890625,3804.11,43.9749
20.053,4230000,846,846,4142.86,-66823.8515625,4121.14,44.5439
18.3731,4235000,847,847,4096.13,-64866.53125,4093.97,44.2066
17.3332,4240000,848,848,4082.51,-62708.515625,4130.95,43.489
17.5075,4245000,849,849,4071.81,-62654.73046875,4018.22,43.6291
17.6512,4250000,850,850,4141.44,-63339.546875,4151.16,43.621
17.7071,4255000,851,851,4161.32,-63553.10546875,4165.4,43.74
17.6843,4260000,852,852,4112.34,-63396.70703125,4053.63,43.6079
17.7589,4265000,853,853,4110.45,-63320.265625,4155.56,44.0263
17.5323,4270000,854,854,4122.53,-63317.609375,4061.4,44.0795
17.9232,4275000,855,855,4034.48,-63933.40234375,3915.87,44.1742
17.6508,4280000,856,856,3984.84,-64158.84765625,4108.54,43.9947
17.9199,4285000,857,857,4011.49,-63810.59765625,4105.83,43.6818
17.1587,4290000,858,858,4074.05,-63866.62109375,4124.95,44.1103
17.967,4295000,859,859,4143.91,-65535.59375,4186.56,43.9515
17.9936,4300000,860,860,4138.77,-64061.6796875,4191.47,44.0359
18.0817,4305000,861,861,4144.5,-64187.484375,4201.52,44.1307
18.075,4310000,862,862,4154.35,-64844.1640625,4171.74,43.7654
18.4824,4315000,863,863,4241.31,-63835.4921875,4269.22,43.8367
18.352,4320000,864,864,4258.26,-64559.5078125,4244.86,43.9838
18.0851,4325000,865,865,4202.4,-64275.796875,4182.54,43.5588
18.3578,4330000,866,866,4185.92,-64413.13671875,4218.66,43.9751
17.9772,4335000,867,867,4164.29,-64450.56640625,4151.82,43.6606
18.1189,4340000,868,868,4194.55,-63866.80078125,4190.42,43.5801
18.4275,4345000,869,869,4217.12,-63507.38671875,4231.64,43.7886
18.2487,4350000,870,870,4220.55,-63827.84765625,4132.83,43.5989
18.0241,4355000,871,871,4207.14,-64011.66015625,4225.34,43.7608
18.374,4360000,872,872,4206.28,-64597.2265625,4227.91,43.5568
18.4305,4365000,873,873,4179.91,-65885.1328125,4236.93,44.0204
19.0197,4370000,874,874,4293.28,-64429.10546875,4313.27,43.7387
18.2433,4375000,875,875,4224.61,-65184.9375,4253.5,43.6094
18.9197,4380000,876,876,4278.0,-65530.8203125,4292.93,44.0802
