Running Forward KL,Running Env Steps,Itration,Real Sto Return,Running Update Time,Reward Loss,Real Det Return,Running Reverse KL
41.2327,3880000,776,1711.76,776,-28760.048828125,1381.03,38.6542
38.1097,3885000,777,4383.91,777,-25622.228515625,4343.65,14.9139
37.0624,3890000,778,4716.07,778,-21669.015625,4773.98,15.8472
35.4465,3895000,779,4881.38,779,-20199.30078125,4968.73,13.8132
35.5535,3900000,780,4900.37,780,-20774.818359375,5065.49,14.6009
36.4314,3905000,781,4447.18,781,-23464.451171875,4591.65,14.0203
35.6793,3910000,782,4888.78,782,-20236.076171875,5041.72,14.0666
36.494,3915000,783,4681.79,783,-22030.484375,4727.0,13.4075
36.4003,3920000,784,4852.67,784,-22005.716796875,4864.14,14.0524
36.2891,3925000,785,4767.5,785,-22653.48046875,4907.22,13.0001
36.537,3930000,786,4904.52,786,-23115.986328125,4936.38,13.8232
36.695,3935000,787,4834.45,787,-22481.470703125,4931.43,14.405
36.8318,3940000,788,4745.55,788,-23277.54296875,4883.74,14.023
37.9075,3945000,789,4721.73,789,-23773.994140625,4821.0,14.9135
37.652,3950000,790,4720.5,790,-23617.22265625,4807.82,14.9801
37.0238,3955000,791,4783.51,791,-22939.92578125,4866.26,14.7615
36.288,3960000,792,4703.69,792,-23192.50390625,4802.45,13.7838
36.5251,3965000,793,4780.77,793,-21633.021484375,4916.12,14.7191
35.6967,3970000,794,4926.65,794,-21420.54296875,4957.72,14.6345
35.8547,3975000,795,4843.56,795,-21869.416015625,4866.16,14.2745
35.6178,3980000,796,4650.38,796,-22117.845703125,4924.79,14.1359
35.584,3985000,797,4771.02,797,-21764.673828125,4919.19,13.9951
36.1264,3990000,798,4745.42,798,-22964.412109375,4879.53,16.6899
44.4305,3995000,799,2333.59,799,-32960.58984375,2356.54,20.4813
42.7381,4000000,800,3968.33,800,-30684.1640625,3929.78,22.6603
40.6712,4005000,801,4021.56,801,-24148.09375,4018.22,18.9912
40.438,4010000,802,3933.69,802,-24178.90234375,4063.11,17.1398
41.4811,4015000,803,4203.15,803,-27310.58984375,4255.91,21.135
36.833,4020000,804,4626.98,804,-22289.779296875,4485.86,17.4734
34.9924,4025000,805,4706.58,805,-20734.4921875,4980.82,15.1286
36.9767,4030000,806,4726.7,806,-23301.353515625,4823.7,18.409
36.6157,4035000,807,4908.78,807,-20024.1796875,4810.12,16.7398
37.706,4040000,808,4555.34,808,-23808.58203125,4625.31,16.0474
39.358,4045000,809,3998.29,809,-25264.642578125,4069.54,16.1914
36.2542,4050000,810,4507.76,810,-23134.427734375,4849.02,15.0531
39.759,4055000,811,3547.53,811,-24512.107421875,4287.89,17.5476
42.1715,4060000,812,945.39,812,-39509.55859375,359.07,19.2338
38.092,4065000,813,4708.24,813,-24698.59375,4719.17,17.662
40.9724,4070000,814,4459.31,814,-30078.8203125,4542.84,21.2241
42.6105,4075000,815,3750.47,815,-30150.5546875,3635.24,19.6413
37.6327,4080000,816,3975.2,816,-25359.814453125,3695.27,17.0892
38.7371,4085000,817,4396.26,817,-27133.59375,4426.65,16.9977
38.4783,4090000,818,3887.31,818,-26862.259765625,4517.15,15.3236
38.5324,4095000,819,3112.54,819,-30724.28515625,3117.87,20.0782
37.7202,4100000,820,4382.45,820,-25882.71875,4514.09,16.2141
37.6866,4105000,821,3992.26,821,-25158.7578125,4413.78,14.7866
36.8319,4110000,822,4197.72,822,-25106.607421875,3700.75,14.5953
37.0689,4115000,823,3894.82,823,-26019.580078125,2743.27,15.0988
38.9476,4120000,824,3787.13,824,-27760.068359375,4447.74,18.6162
38.2751,4125000,825,4366.85,825,-28072.15625,4046.7,18.4544
37.9118,4130000,826,4415.76,826,-26493.509765625,3809.97,14.9866
37.6994,4135000,827,3800.84,827,-28908.294921875,1879.85,14.5103
37.6301,4140000,828,4240.13,828,-24349.916015625,4583.06,16.041
36.6833,4145000,829,4593.04,829,-23699.5078125,4545.55,15.6709
36.8878,4150000,830,4605.91,830,-24116.92578125,4645.79,14.9727
37.2468,4155000,831,4673.03,831,-25901.11328125,4797.01,15.7651
36.8646,4160000,832,4415.05,832,-25003.69921875,4668.89,15.651
36.3521,4165000,833,4558.67,833,-23981.091796875,4629.22,15.3838
35.9721,4170000,834,4746.49,834,-23299.373046875,4879.35,15.5166
36.3031,4175000,835,4754.8,835,-23729.0703125,4840.12,14.576
