Real Det Return,Running Reverse KL,Itration,Running Forward KL,Running Env Steps,Running Update Time,Reward Loss,Real Sto Return
61.1,690.3347,404,723.0545,2020000,404,-98675.296875,60.63
62.12,546.9696,405,723.4663,2025000,405,-97901.125,61.93
63.26,479.9157,406,722.2937,2030000,406,-94544.703125,63.01
61.64,503.6672,407,732.1885,2035000,407,-95364.0625,61.5
61.71,640.4054,408,732.907,2040000,408,-96344.359375,62.3
61.46,497.0608,409,723.472,2045000,409,-95956.3828125,61.59
62.77,497.435,410,734.3637,2050000,410,-96409.6953125,62.99
63.11,528.1706,411,736.0286,2055000,411,-94277.2109375,63.16
63.67,486.2362,412,734.562,2060000,412,-96206.0546875,63.38
62.48,519.7146,413,740.0177,2065000,413,-97858.828125,62.67
61.92,504.1731,414,728.2058,2070000,414,-96972.234375,62.12
62.85,530.5749,415,729.2307,2075000,415,-97925.5703125,62.99
59.87,890.8324,416,719.4908,2080000,416,-94499.40625,60.47
61.91,482.7968,417,728.8186,2085000,417,-97534.90625,61.87
62.7,436.4856,418,727.4502,2090000,418,-96682.3984375,62.89
63.01,752.111,419,741.1673,2095000,419,-95448.90625,63.22
63.13,421.4171,420,694.1115,2100000,420,-95896.6640625,63.06
63.17,602.2837,421,718.2563,2105000,421,-96545.3359375,63.16
62.0,415.0639,422,713.7195,2110000,422,-98449.96875,61.94
62.4,391.1813,423,734.3982,2115000,423,-98274.359375,62.78
62.7,448.0616,424,733.3083,2120000,424,-96805.78125,62.26
63.76,443.6895,425,740.9532,2125000,425,-96982.375,63.7
61.96,387.7282,426,725.6,2130000,426,-98790.6796875,62.18
61.99,430.5221,427,736.5121,2135000,427,-97528.359375,61.54
63.73,410.1346,428,713.9214,2140000,428,-99060.109375,63.56
63.76,465.7424,429,745.4506,2145000,429,-97859.3046875,63.4
62.79,469.2608,430,741.4075,2150000,430,-97412.0703125,62.86
62.36,400.4332,431,705.159,2155000,431,-98176.1484375,62.52
63.55,466.4329,432,698.2816,2160000,432,-98476.9921875,62.21
62.63,482.6997,433,719.5945,2165000,433,-98487.2109375,61.37
61.93,456.7405,434,728.4147,2170000,434,-98734.1015625,61.84
63.29,429.3343,435,700.9191,2175000,435,-98828.3984375,62.95
63.29,515.4181,436,732.2503,2180000,436,-99189.6640625,63.25
63.04,423.9685,437,714.7786,2185000,437,-98832.1328125,62.94
62.86,512.9042,438,725.087,2190000,438,-99165.1015625,62.97
64.76,455.3568,439,729.182,2195000,439,-98812.875,64.31
63.35,432.233,440,713.0691,2200000,440,-99347.1328125,63.54
65.5,455.728,441,726.0615,2205000,441,-99022.7578125,65.45
64.05,451.5014,442,720.3249,2210000,442,-99129.6171875,64.23
63.54,512.1127,443,722.1153,2215000,443,-99366.0625,63.59
62.38,526.8229,444,727.3832,2220000,444,-99466.75,62.25
64.24,463.0827,445,705.8424,2225000,445,-99257.40625,64.75
65.47,457.7339,446,719.4151,2230000,446,-99352.9375,65.46
64.27,474.0996,447,719.7195,2235000,447,-99450.3203125,64.0
63.49,373.8971,448,679.1391,2240000,448,-97754.03125,63.99
62.87,458.3761,449,699.8649,2245000,449,-98839.1484375,63.07
66.2,414.324,450,706.1836,2250000,450,-98759.4296875,66.89
62.48,438.4653,451,697.5927,2255000,451,-98775.9140625,62.56
63.18,473.8614,452,717.187,2260000,452,-98948.3046875,63.28
64.07,410.0451,453,682.2718,2265000,453,-98036.6640625,64.06
65.35,470.8644,454,702.0851,2270000,454,-98697.875,64.77
63.54,416.6592,455,657.9126,2275000,455,-95531.1875,63.73
63.33,391.8346,456,657.9838,2280000,456,-96338.015625,63.24
63.02,411.7459,457,696.2309,2285000,457,-96004.3359375,63.95
69.21,613.1002,458,683.2732,2290000,458,-97830.5546875,69.77
71.72,676.9765,459,689.0639,2295000,459,-97573.875,70.29
62.68,536.4818,460,689.4159,2300000,460,-96797.2734375,62.32
65.02,629.3393,461,683.9989,2305000,461,-98078.59375,63.01
63.22,743.0573,462,655.3181,2310000,462,-97289.453125,62.69
67.57,332.5582,463,675.8704,2315000,463,-96921.46875,69.49
66.6,320.2362,464,666.994,2320000,464,-96112.1015625,66.88
63.38,373.9633,465,648.2695,2325000,465,-96051.4140625,63.37
67.22,445.921,466,652.0292,2330000,466,-96961.765625,66.5
61.68,310.6373,467,639.868,2335000,467,-95474.84375,62.09
61.54,338.2447,468,646.0065,2340000,468,-96864.0859375,63.03
62.54,394.0052,469,670.5785,2345000,469,-97801.0234375,62.59
61.29,331.5923,470,665.038,2350000,470,-96315.328125,61.23
62.91,358.2824,471,649.8628,2355000,471,-96231.6484375,63.48
61.88,358.9372,472,654.2414,2360000,472,-96934.59375,62.79
62.76,307.3697,473,633.1099,2365000,473,-96359.5234375,62.9
63.92,335.1914,474,656.6354,2370000,474,-96550.2578125,63.96
62.64,346.191,475,657.8141,2375000,475,-96132.4453125,62.64
62.79,287.6437,476,645.4727,2380000,476,-95883.2734375,62.9
64.54,317.9172,477,625.8261,2385000,477,-95653.953125,64.21
65.68,326.8284,478,625.7747,2390000,478,-95032.7890625,62.49
61.55,366.0926,479,615.9909,2395000,479,-95269.6640625,61.54
62.39,291.3832,480,620.822,2400000,480,-92511.7578125,62.51
63.12,537.8957,481,636.5431,2405000,481,-96194.5625,63.04
62.44,317.8459,482,629.5419,2410000,482,-94987.625,62.43
62.36,343.1324,483,643.2678,2415000,483,-95889.3984375,62.48
64.99,323.8319,484,661.3028,2420000,484,-96947.03125,65.83
64.1,340.1355,485,665.0799,2425000,485,-93623.7890625,62.79
63.47,401.9312,486,665.8335,2430000,486,-92552.8203125,63.46
63.66,299.753,487,654.6315,2435000,487,-91933.0,64.15
63.27,315.806,488,641.5924,2440000,488,-94469.1171875,65.6
57.64,1018.9886,489,639.9731,2445000,489,-93280.6875,57.26
64.28,423.7685,490,635.073,2450000,490,-96353.59375,63.96
59.61,350.0764,491,657.2553,2455000,491,-95502.265625,60.39
61.52,293.0284,492,641.1471,2460000,492,-94983.671875,61.91
61.87,327.1889,493,649.6474,2465000,493,-94296.125,61.67
61.91,292.1891,494,617.9025,2470000,494,-91155.578125,62.58
62.75,310.995,495,619.1681,2475000,495,-93113.265625,62.94
62.79,300.6764,496,631.8116,2480000,496,-94732.0546875,63.47
62.93,337.1247,497,669.2631,2485000,497,-95312.90625,62.76
64.6,318.1871,498,621.5157,2490000,498,-96745.828125,64.07
61.27,346.9982,499,621.185,2495000,499,-96398.1953125,61.32
61.72,353.9031,500,648.1087,2500000,500,-97615.0234375,63.07
60.36,338.7789,501,655.9634,2505000,501,-97884.6171875,61.07
63.06,428.5575,502,639.8188,2510000,502,-97074.6640625,61.5
57.35,388.5523,503,634.9707,2515000,503,-97094.6171875,57.28
60.76,335.4437,504,654.882,2520000,504,-97592.859375,61.68
65.79,294.0162,505,620.3073,2525000,505,-95264.1328125,66.38
62.66,286.9578,506,602.355,2530000,506,-93626.8203125,63.43
63.84,314.2989,507,630.0439,2535000,507,-95903.765625,62.68
64.7,333.0231,508,625.4906,2540000,508,-96389.1484375,64.81
63.13,317.9999,509,613.0988,2545000,509,-95901.0546875,63.1
64.02,338.5245,510,627.5623,2550000,510,-94829.65625,63.74
65.99,311.1558,511,598.2083,2555000,511,-94145.1953125,66.05
61.51,388.7686,512,623.6545,2560000,512,-97046.125,61.89
63.08,349.9714,513,616.075,2565000,513,-94123.46875,63.28
64.41,308.3027,514,611.4505,2570000,514,-93149.296875,62.36
63.02,528.0948,515,611.5301,2575000,515,-95910.21875,62.0
63.83,527.5138,516,610.0775,2580000,516,-96569.921875,64.84
61.92,322.0898,517,620.1731,2585000,517,-96208.5625,61.53
65.05,294.7876,518,618.9485,2590000,518,-94814.9140625,64.61
62.83,294.8444,519,612.271,2595000,519,-94570.515625,62.56
65.94,324.5588,520,652.2846,2600000,520,-96759.8828125,65.36
62.49,335.326,521,648.0971,2605000,521,-97203.234375,63.92
63.42,344.5296,522,618.1839,2610000,522,-96315.0078125,63.46
59.89,293.514,523,596.24,2615000,523,-95654.2890625,63.53
64.56,353.5905,524,618.9975,2620000,524,-96120.3828125,62.77
63.14,331.6383,525,598.3303,2625000,525,-96129.6796875,64.33
64.4,318.5641,526,605.7713,2630000,526,-96627.7890625,63.25
63.18,305.1299,527,619.8051,2635000,527,-94755.796875,63.69
62.98,318.6583,528,614.1898,2640000,528,-94400.6796875,62.15
67.74,328.574,529,614.8899,2645000,529,-94798.921875,67.68
63.76,326.3139,530,596.5133,2650000,530,-94881.9296875,65.33
63.81,322.994,531,601.3139,2655000,531,-90225.921875,63.22
65.39,313.2442,532,612.7822,2660000,532,-94032.1484375,66.1
63.33,334.2371,533,612.6647,2665000,533,-94223.0,63.52
66.26,311.7012,534,620.0472,2670000,534,-95482.0,63.95
69.1,345.8983,535,615.1833,2675000,535,-95125.265625,68.66
64.45,488.9722,536,642.0364,2680000,536,-95772.1875,63.58
63.03,1003.5122,537,621.1153,2685000,537,-95985.734375,63.57
67.59,312.938,538,615.4283,2690000,538,-95040.1328125,68.31
68.9,331.4691,539,608.4774,2695000,539,-91422.9609375,68.33
65.96,503.3374,540,606.584,2700000,540,-96178.6015625,67.35
65.21,1104.4711,541,657.2498,2705000,541,-96428.5703125,65.0
84.46,310.3808,542,632.9385,2710000,542,-94640.03125,75.54
66.18,369.2287,543,642.7677,2715000,543,-95720.6328125,65.01
64.67,370.5246,544,611.209,2720000,544,-93747.2265625,64.8
65.57,330.6718,545,608.0555,2725000,545,-96991.53125,64.55
67.07,604.0327,546,631.9702,2730000,546,-94354.7890625,65.68
59.81,380.6186,547,628.4194,2735000,547,-95277.296875,61.48
61.76,407.1417,548,669.9711,2740000,548,-93841.546875,62.44
60.85,400.1323,549,632.5021,2745000,549,-95864.59375,61.56
62.59,358.9368,550,604.9983,2750000,550,-93724.3828125,62.68
64.9,378.2283,551,623.9165,2755000,551,-87534.453125,64.73
60.62,367.5514,552,608.2628,2760000,552,-94819.65625,62.31
64.29,368.2542,553,623.4709,2765000,553,-94084.4296875,63.45
66.04,351.4025,554,615.8815,2770000,554,-93570.8046875,65.8
62.18,380.3994,555,624.2312,2775000,555,-95983.453125,63.09
66.08,516.1469,556,617.7534,2780000,556,-94666.359375,65.8
62.4,357.1907,557,609.725,2785000,557,-90577.3125,64.46
66.7,351.7567,558,607.2394,2790000,558,-87618.40625,66.77
60.61,439.2988,559,599.4826,2795000,559,-97425.671875,62.01
58.6,388.3939,560,653.6148,2800000,560,-96992.5390625,59.96
63.28,691.4363,561,616.3636,2805000,561,-95931.0234375,62.75
62.65,419.5646,562,661.2934,2810000,562,-97339.7265625,63.18
63.82,415.117,563,622.3685,2815000,563,-97399.796875,63.77
62.04,408.8311,564,655.2631,2820000,564,-97234.8515625,61.59
62.64,375.148,565,635.543,2825000,565,-94919.4296875,62.64
62.57,386.4515,566,629.7416,2830000,566,-96453.71875,62.67
63.07,347.0796,567,605.1262,2835000,567,-95597.1328125,62.22
59.54,349.1215,568,618.1432,2840000,568,-95772.078125,59.68
58.74,428.0829,569,634.0593,2845000,569,-96971.75,58.77
58.89,421.7061,570,663.1761,2850000,570,-96227.2890625,59.44
59.54,413.9923,571,625.4535,2855000,571,-96218.234375,59.19
59.3,371.813,572,620.464,2860000,572,-96320.3671875,59.14
59.71,396.7181,573,614.8417,2865000,573,-95605.4765625,59.87
58.88,432.7519,574,628.4765,2870000,574,-93320.0703125,60.42
57.98,1431.3848,575,616.6652,2875000,575,-96903.78125,58.32
59.08,1426.908,576,608.9894,2880000,576,-96078.140625,59.58
59.76,802.6554,577,629.0769,2885000,577,-94848.28125,59.2
59.69,365.5503,578,609.6577,2890000,578,-95168.125,59.54
61.03,880.8395,579,621.4919,2895000,579,-96979.6171875,62.31
60.83,792.6084,580,615.2564,2900000,580,-96501.0859375,60.97
60.08,708.1216,581,629.0035,2905000,581,-97022.4765625,60.49
57.6,365.8179,582,619.1714,2910000,582,-95938.5859375,57.9
62.62,384.408,583,648.4824,2915000,583,-94763.703125,62.27
61.72,380.0451,584,630.5138,2920000,584,-92856.875,61.86
60.83,383.3822,585,595.2597,2925000,585,-94377.796875,58.26
59.65,369.2113,586,596.4204,2930000,586,-95515.046875,59.25
58.49,390.5676,587,578.8937,2935000,587,-94340.8046875,58.66
59.08,324.8215,588,576.1947,2940000,588,-92152.515625,58.51
58.05,376.4208,589,585.9367,2945000,589,-94382.6875,57.81
57.69,376.6681,590,579.3453,2950000,590,-91299.53125,57.59
59.44,369.6933,591,596.6028,2955000,591,-92453.9765625,59.22
58.21,382.6688,592,586.9325,2960000,592,-94286.4765625,57.93
58.38,353.0844,593,591.6307,2965000,593,-93939.9140625,58.68
60.12,353.604,594,595.7745,2970000,594,-94921.484375,59.66
57.39,388.0132,595,584.4108,2975000,595,-91357.828125,57.39
58.41,351.0365,596,583.4753,2980000,596,-94082.234375,58.11
58.05,345.7774,597,591.2197,2985000,597,-95083.7265625,58.49
58.14,410.4349,598,584.6081,2990000,598,-92406.515625,58.29
60.48,343.2506,599,566.9931,2995000,599,-94655.015625,60.5
