Real Det Return,Running Forward KL,Running Env Steps,Reward Loss,Real Sto Return,Itration,Running Reverse KL,Running Update Time
3765.94,35.5287,1970000,-21372.16796875,2850.52,394,9.3496,394
3242.27,37.3372,1975000,-24072.326171875,2625.64,395,10.3055,395
3275.4,35.4361,1980000,-25202.0625,2644.21,396,9.2854,396
3853.27,36.3829,1985000,-27624.689453125,3123.45,397,10.9486,397
3385.92,36.1483,1990000,-23909.173828125,2950.32,398,9.5197,398
3442.71,35.249,1995000,-24719.8671875,2121.43,399,7.6895,399
3446.41,35.9477,2000000,-23954.939453125,2570.75,400,9.2594,400
3614.92,36.8858,2005000,-25936.818359375,2915.12,401,10.6696,401
4036.13,37.4135,2010000,-29962.591796875,2739.21,402,9.0435,402
3484.74,38.4663,2015000,-30020.728515625,2130.3,403,9.6643,403
4016.57,35.6443,2020000,-24286.8359375,2815.43,404,8.8624,404
2703.39,39.4617,2025000,-38280.546875,1938.02,405,11.0483,405
3480.82,36.795,2030000,-24195.5703125,2802.43,406,10.4775,406
3036.15,35.6032,2035000,-25482.412109375,2294.43,407,8.6942,407
3516.51,34.8472,2040000,-20940.59375,2896.26,408,9.7654,408
4056.08,34.9045,2045000,-21931.14453125,2697.84,409,9.7509,409
3785.11,34.5093,2050000,-23796.556640625,2662.23,410,9.6046,410
3786.17,39.1434,2055000,-34199.89453125,2601.82,411,10.4796,411
3550.61,36.6285,2060000,-30592.2734375,2439.41,412,8.5304,412
3103.09,36.1798,2065000,-28309.98046875,2442.52,413,7.68,413
3580.14,39.6142,2070000,-34764.65625,2355.73,414,10.4879,414
3796.02,36.7404,2075000,-30767.455078125,2934.38,415,8.8999,415
3533.02,36.1591,2080000,-24092.533203125,2749.72,416,9.924,416
3882.52,33.9873,2085000,-26628.806640625,2588.77,417,10.0391,417
3622.47,34.2263,2090000,-21898.1953125,2610.7,418,10.0784,418
3881.67,33.714,2095000,-23161.298828125,2497.16,419,9.3115,419
3873.13,37.3264,2100000,-28081.470703125,2713.83,420,9.9084,420
3852.31,36.3765,2105000,-26169.83984375,2724.91,421,9.8148,421
3522.36,36.0308,2110000,-28660.1640625,3264.28,422,9.3965,422
3883.76,37.7622,2115000,-30646.021484375,2828.64,423,10.1969,423
3942.12,35.6528,2120000,-28757.736328125,2800.43,424,8.8783,424
2882.48,37.3222,2125000,-27956.12109375,2291.4,425,10.8021,425
4014.84,36.0295,2130000,-26213.20703125,2859.1,426,10.8258,426
3782.93,36.1744,2135000,-21618.306640625,3208.88,427,11.8032,427
3767.19,37.875,2140000,-32144.80078125,3101.66,428,11.1896,428
3621.1,36.6476,2145000,-24519.96875,2764.1,429,12.2767,429
3632.34,35.8383,2150000,-26031.19921875,2972.71,430,11.0086,430
3673.0,38.5068,2155000,-31065.42578125,2888.87,431,11.8356,431
3703.07,35.2683,2160000,-23404.533203125,3132.06,432,9.6342,432
3034.68,38.5019,2165000,-30790.423828125,3336.47,433,9.4389,433
3393.44,36.2086,2170000,-26939.38671875,1940.24,434,8.6198,434
3294.26,33.4842,2175000,-21950.666015625,2835.35,435,8.8299,435
3680.71,35.7372,2180000,-27509.265625,2582.83,436,9.4066,436
3933.6,37.6222,2185000,-25188.755859375,2843.35,437,10.6838,437
3810.43,36.6591,2190000,-23480.90234375,2760.62,438,10.0122,438
3730.02,36.1955,2195000,-28184.5234375,2948.75,439,10.2712,439
4042.17,35.3627,2200000,-23481.435546875,3243.62,440,9.9212,440
3941.0,35.6887,2205000,-24070.05078125,3108.86,441,11.0762,441
3969.09,35.8875,2210000,-24621.8984375,3349.9,442,10.1666,442
3458.3,37.0771,2215000,-31081.2109375,3050.23,443,10.1761,443
3647.85,36.7215,2220000,-25149.224609375,2561.29,444,10.4448,444
3958.03,35.9389,2225000,-24348.443359375,2973.72,445,11.5578,445
3818.03,36.8429,2230000,-23673.046875,3012.09,446,11.1437,446
3866.79,36.8867,2235000,-29456.955078125,2948.6,447,10.0336,447
3263.83,36.9993,2240000,-26758.271484375,3067.6,448,9.2746,448
3493.43,38.1013,2245000,-32428.478515625,2582.08,449,10.0551,449
3808.41,36.9003,2250000,-29516.767578125,2750.64,450,9.1961,450
4039.51,34.8147,2255000,-24711.2890625,3313.01,451,10.5942,451
3876.81,38.4,2260000,-27589.658203125,2882.69,452,10.2041,452
4076.18,36.0899,2265000,-26246.13671875,2695.27,453,10.1481,453
3931.22,36.6252,2270000,-28303.23828125,2509.59,454,8.6599,454
3516.35,38.2195,2275000,-32098.498046875,2961.85,455,9.6261,455
3298.54,34.9915,2280000,-20005.060546875,2735.51,456,9.1202,456
3627.07,35.2738,2285000,-23187.365234375,2881.65,457,10.7635,457
3719.08,35.4417,2290000,-27842.330078125,3289.25,458,10.0345,458
3764.53,36.0798,2295000,-23452.892578125,2965.86,459,10.3499,459
3907.78,34.4935,2300000,-22175.962890625,3314.18,460,10.9538,460
3986.82,34.2866,2305000,-22775.31640625,2665.58,461,8.4782,461
3299.61,35.0296,2310000,-27613.0234375,3249.31,462,9.2437,462
3839.63,35.1875,2315000,-25450.111328125,2282.83,463,9.6719,463
3305.23,35.8696,2320000,-25925.97265625,2932.33,464,11.1724,464
3772.92,33.6606,2325000,-25844.7265625,3379.02,465,9.2719,465
3451.81,35.7593,2330000,-26774.169921875,3100.67,466,10.5246,466
3902.0,38.3315,2335000,-30584.513671875,2573.74,467,11.7147,467
3679.37,36.5818,2340000,-28218.072265625,2929.7,468,9.0091,468
3537.3,38.8904,2345000,-37514.44921875,2109.66,469,9.6295,469
4070.47,36.8145,2350000,-31051.0390625,2937.55,470,9.0058,470
3739.76,36.378,2355000,-28890.26953125,2649.1,471,10.305,471
3751.74,35.7475,2360000,-25980.935546875,2917.19,472,9.5755,472
3453.22,36.7392,2365000,-32247.62109375,3110.72,473,10.1989,473
3360.27,34.2115,2370000,-27461.16796875,2612.75,474,8.4891,474
3979.9,35.164,2375000,-27593.53515625,3124.57,475,9.5857,475
3894.79,33.9577,2380000,-24351.912109375,2847.52,476,9.6035,476
3805.59,35.841,2385000,-26401.048828125,3095.93,477,10.3995,477
3693.89,37.5825,2390000,-35304.3203125,2461.79,478,9.7158,478
3888.94,35.2102,2395000,-27878.4765625,2797.07,479,9.6222,479
3468.88,35.4068,2400000,-30508.1953125,2551.43,480,8.6342,480
3945.88,36.8527,2405000,-25733.876953125,3365.66,481,9.9657,481
4086.87,34.5504,2410000,-25556.0390625,2835.75,482,10.638,482
4210.56,37.2716,2415000,-30960.4609375,3345.06,483,10.4079,483
3891.26,39.3519,2420000,-36068.39453125,3187.22,484,11.2508,484
3559.11,36.4833,2425000,-32082.126953125,2961.37,485,10.8444,485
3807.36,33.0211,2430000,-24651.05078125,2707.61,486,8.8981,486
4075.48,37.7923,2435000,-33716.87109375,3299.01,487,10.1426,487
3958.57,35.9723,2440000,-28714.865234375,2602.73,488,10.2048,488
3065.66,35.8606,2445000,-26616.99609375,3153.14,489,10.3572,489
4104.01,36.6191,2450000,-34298.79296875,1892.82,490,9.0548,490
4192.15,35.6001,2455000,-29997.505859375,2932.16,491,8.937,491
3460.99,37.4454,2460000,-26568.591796875,2795.42,492,10.4648,492
3822.54,34.5148,2465000,-26394.380859375,3093.84,493,9.6164,493
4291.3,36.6702,2470000,-27894.19921875,3338.49,494,9.8833,494
4045.61,36.8358,2475000,-27703.552734375,3290.12,495,10.2718,495
3843.39,36.2215,2480000,-29062.82421875,2656.24,496,7.7997,496
3970.24,36.838,2485000,-31317.41015625,2784.23,497,9.5095,497
3530.29,37.8679,2490000,-30439.3125,2516.02,498,10.3127,498
3884.96,37.2002,2495000,-30072.65234375,3144.91,499,9.9785,499
3883.13,35.0012,2500000,-27942.41015625,2644.64,500,10.0778,500
3656.7,37.2811,2505000,-30038.865234375,2971.1,501,9.9319,501
3923.52,37.7402,2510000,-28731.205078125,2487.39,502,9.491,502
3908.16,36.9183,2515000,-35754.1875,2614.01,503,8.8805,503
4066.56,36.2137,2520000,-28200.962890625,3106.34,504,9.6742,504
3831.15,33.9594,2525000,-28315.185546875,3147.93,505,8.4997,505
3892.16,38.1807,2530000,-39514.2421875,2983.79,506,9.7046,506
3794.6,35.8184,2535000,-28030.171875,3117.34,507,10.2573,507
3978.27,35.1979,2540000,-28904.85546875,3317.73,508,9.5356,508
3156.65,36.0676,2545000,-28947.13671875,3148.78,509,9.7292,509
3742.47,36.7291,2550000,-30324.13671875,3037.35,510,10.6628,510
3250.91,37.9695,2555000,-38134.18359375,1955.27,511,9.4237,511
3288.51,36.2456,2560000,-33086.00390625,2423.2,512,8.8911,512
3486.28,38.0388,2565000,-38537.12109375,2537.38,513,9.4563,513
4091.17,35.4806,2570000,-28397.96484375,3509.28,514,9.3025,514
4102.88,36.7038,2575000,-36398.76171875,2243.75,515,8.8773,515
3909.74,34.8162,2580000,-24128.0,3264.82,516,10.3586,516
4059.65,35.5862,2585000,-32109.9921875,2916.71,517,9.2416,517
3515.31,34.5646,2590000,-26169.712890625,2765.43,518,10.2932,518
4171.38,38.8369,2595000,-40449.27734375,2532.18,519,10.604,519
4061.63,37.159,2600000,-34330.9140625,2453.73,520,11.1818,520
3777.14,35.1854,2605000,-29355.45703125,2503.24,521,8.4406,521
4125.21,35.7725,2610000,-30155.876953125,2720.84,522,9.6596,522
3819.94,36.7525,2615000,-29945.857421875,2838.14,523,9.892,523
3344.45,39.0963,2620000,-35645.46875,2420.27,524,9.7607,524
3827.48,37.5973,2625000,-34319.546875,2970.71,525,9.1025,525
3804.3,37.8455,2630000,-31274.3671875,2694.82,526,9.9092,526
3744.32,37.7195,2635000,-36741.27734375,2874.99,527,9.1749,527
4045.9,36.5875,2640000,-30016.40625,2888.3,528,10.8581,528
3824.0,39.4045,2645000,-40335.67578125,2676.32,529,11.5353,529
3898.7,33.8158,2650000,-26403.908203125,3066.19,530,8.6753,530
4148.31,38.6544,2655000,-29219.73046875,2764.51,531,10.946,531
3985.16,35.8837,2660000,-29705.615234375,3331.56,532,10.6383,532
3690.36,38.082,2665000,-38640.37890625,3135.82,533,10.0907,533
3742.9,38.4399,2670000,-38347.2578125,2032.26,534,10.9009,534
3492.06,36.9624,2675000,-33061.0390625,3043.74,535,10.1829,535
3759.59,35.9151,2680000,-27011.5703125,2352.57,536,9.481,536
3955.82,38.4382,2685000,-40119.55078125,2888.17,537,11.3178,537
3999.77,36.2929,2690000,-30576.408203125,3001.47,538,10.4275,538
3958.36,35.1629,2695000,-29931.185546875,2458.64,539,9.6652,539
3339.78,37.7952,2700000,-36217.72265625,3003.18,540,9.9573,540
4032.12,36.9792,2705000,-34272.98046875,3071.43,541,9.2739,541
3691.98,35.7482,2710000,-29916.537109375,2550.03,542,9.23,542
4234.11,36.1167,2715000,-37085.69921875,3204.0,543,9.797,543
3867.01,34.7163,2720000,-32891.546875,3133.94,544,9.1202,544
3890.46,38.8256,2725000,-40057.30859375,3228.01,545,9.6574,545
3956.96,38.0227,2730000,-37627.46484375,2906.41,546,9.8435,546
4208.26,35.9718,2735000,-31249.978515625,3002.86,547,10.592,547
3990.78,36.9238,2740000,-33199.5546875,3240.69,548,10.5718,548
4068.4,37.426,2745000,-36466.125,2361.38,549,9.181,549
4245.64,37.8868,2750000,-36328.21875,2668.25,550,11.089,550
4068.47,37.0089,2755000,-31502.1015625,2642.85,551,10.3786,551
3758.81,37.7978,2760000,-36773.8359375,2472.0,552,10.5693,552
4241.55,36.8326,2765000,-36531.87890625,2717.81,553,8.5273,553
3476.14,39.0201,2770000,-43525.44140625,2652.86,554,11.1791,554
3878.67,34.8926,2775000,-32085.501953125,3135.52,555,9.3017,555
3868.91,39.5472,2780000,-44185.11328125,2488.84,556,11.6152,556
3703.85,38.811,2785000,-41203.3359375,2684.02,557,9.828,557
4173.96,40.6143,2790000,-45982.7734375,2385.87,558,12.288,558
3808.32,37.5665,2795000,-35480.734375,2076.22,559,10.9485,559
3494.82,35.8058,2800000,-29213.201171875,1977.53,560,10.073,560
3890.1,36.7038,2805000,-34923.11328125,3427.47,561,9.199,561
3843.68,34.8913,2810000,-36681.3515625,2672.66,562,8.686,562
3886.58,36.2905,2815000,-36170.78125,3078.65,563,10.123,563
3660.06,37.7646,2820000,-37649.57421875,2695.43,564,9.3845,564
3393.27,38.4037,2825000,-37479.39453125,2477.2,565,9.3833,565
3503.69,41.7346,2830000,-47743.11328125,3407.22,566,12.1263,566
3249.95,37.1552,2835000,-38137.5859375,2368.73,567,7.798,567
3767.68,37.1175,2840000,-32180.111328125,2267.6,568,10.0185,568
3231.16,36.6018,2845000,-33787.91015625,2418.1,569,7.996,569
3668.32,37.3935,2850000,-37585.43359375,2608.57,570,8.6862,570
4103.07,37.1867,2855000,-32080.330078125,3088.62,571,9.1689,571
3796.66,34.9219,2860000,-33532.484375,2672.12,572,8.2773,572
3779.79,35.4902,2865000,-37284.40625,2851.36,573,9.573,573
3837.65,35.2065,2870000,-32289.779296875,2423.45,574,10.0278,574
3584.11,36.7024,2875000,-36430.828125,2745.91,575,9.256,575
2801.62,36.6486,2880000,-32856.109375,2344.23,576,9.1924,576
4052.76,36.0572,2885000,-34399.04296875,2624.25,577,8.8725,577
3659.72,35.0956,2890000,-32202.982421875,2861.92,578,9.3636,578
4104.94,37.8488,2895000,-36878.8828125,2697.36,579,9.9179,579
3865.72,35.7858,2900000,-30852.751953125,2737.81,580,9.5667,580
3740.76,35.7781,2905000,-31889.7265625,3018.81,581,10.4481,581
3999.92,34.9736,2910000,-29199.052734375,3011.38,582,9.5069,582
4191.51,37.8598,2915000,-34908.3515625,3644.97,583,9.9074,583
3896.58,35.5225,2920000,-32098.615234375,3125.57,584,9.9518,584
3958.09,39.4335,2925000,-43243.9765625,3007.73,585,10.03,585
4285.76,36.3933,2930000,-29065.515625,3329.38,586,12.394,586
3992.18,36.0768,2935000,-37531.89453125,3124.95,587,10.2902,587
3821.89,37.8346,2940000,-37976.8046875,2996.03,588,10.8849,588
4134.17,38.3232,2945000,-35360.6484375,3397.86,589,12.7754,589
4078.78,35.1423,2950000,-36385.16796875,2570.97,590,10.1788,590
4038.34,35.3153,2955000,-32675.361328125,2762.42,591,13.8142,591
4016.26,36.2895,2960000,-29585.828125,3082.87,592,11.7623,592
4003.07,37.3359,2965000,-30676.6953125,3127.35,593,12.6857,593
4287.74,37.5563,2970000,-34130.51171875,3263.28,594,12.7304,594
3456.82,36.9116,2975000,-33764.87890625,2503.95,595,10.4485,595
3961.61,36.4958,2980000,-34064.13671875,2799.49,596,9.8058,596
4301.96,37.3526,2985000,-36621.5546875,3129.43,597,11.2017,597
4253.45,38.4492,2990000,-38410.51171875,3252.48,598,13.0957,598
3981.68,34.7618,2995000,-32426.17578125,3130.31,599,10.4467,599
