Real Sto Return,Running Update Time,Reward Loss,Real Det Return,Itration,Running Env Steps,Running Forward KL,Running Reverse KL
264.31,404,-96875.8984375,266.01,404,2020000,529.8198,593.2753
257.39,405,-96517.8671875,258.75,405,2025000,535.2927,557.2592
275.67,406,-91639.328125,276.57,406,2030000,530.4379,553.9983
270.85,407,-98370.8828125,273.61,407,2035000,531.242,700.9846
264.8,408,-91986.6015625,269.59,408,2040000,525.2694,444.0871
266.75,409,-98573.125,267.88,409,2045000,528.0646,741.6214
270.19,410,-97833.703125,268.07,410,2050000,525.0697,631.7468
274.84,411,-99080.09375,276.3,411,2055000,528.0788,934.9211
245.93,412,-94782.0546875,247.32,412,2060000,537.7274,576.6955
245.29,413,-93598.203125,242.94,413,2065000,539.2492,461.1031
240.79,414,-97121.09375,240.04,414,2070000,550.0157,745.6877
241.92,415,-99212.5703125,242.47,415,2075000,545.0129,1045.6886
248.86,416,-93859.453125,243.08,416,2080000,544.1149,538.9853
240.02,417,-99062.390625,242.43,417,2085000,547.7718,899.3475
252.72,418,-98551.7265625,251.74,418,2090000,536.5761,818.6898
256.68,419,-98839.4765625,256.06,419,2095000,539.2996,805.1928
239.97,420,-99231.4296875,236.42,420,2100000,537.9285,855.1323
233.06,421,-99222.296875,235.92,421,2105000,543.4917,901.2747
235.95,422,-99229.8125,233.52,422,2110000,536.4164,832.8142
239.86,423,-99254.796875,241.14,423,2115000,526.6103,807.2264
239.54,424,-99102.2578125,241.61,424,2120000,529.9708,856.2011
257.17,425,-99094.640625,256.76,425,2125000,520.9341,902.7129
266.04,426,-98669.984375,262.84,426,2130000,531.8181,815.2722
295.29,427,-98869.421875,284.12,427,2135000,520.9478,877.5868
397.32,428,-98882.375,434.37,428,2140000,537.0426,858.1641
253.55,429,-98209.8828125,255.41,429,2145000,543.5722,853.1253
296.16,430,-98557.265625,298.67,430,2150000,521.5992,790.2565
282.58,431,-98657.03125,287.43,431,2155000,527.6185,830.1085
396.34,432,-98435.46875,395.12,432,2160000,506.9857,882.8069
458.04,433,-96185.4296875,436.79,433,2165000,505.1703,810.487
325.2,434,-98403.6640625,332.44,434,2170000,506.7843,868.5442
334.7,435,-99001.8125,333.54,435,2175000,528.1639,716.6206
273.77,436,-98380.03125,273.67,436,2180000,508.8237,871.6396
263.51,437,-98740.40625,250.86,437,2185000,525.7497,832.6619
273.12,438,-98300.7109375,281.88,438,2190000,505.8377,754.4978
251.94,439,-98305.8046875,254.42,439,2195000,541.9434,778.2992
178.19,440,-98041.25,184.52,440,2200000,542.4584,801.1254
150.73,441,-97493.140625,161.04,441,2205000,593.2669,1033.5683
165.26,442,-98995.21875,155.73,442,2210000,617.6809,2003.1156
229.05,443,-99178.0,248.6,443,2215000,582.5223,3763.4646
259.82,444,-98952.84375,250.58,444,2220000,558.95,845.8104
295.49,445,-96196.203125,297.4,445,2225000,548.7376,535.1229
315.94,446,-94777.2578125,319.17,446,2230000,528.0008,1097.2837
272.18,447,-99227.1796875,294.46,447,2235000,549.6344,950.0113
284.32,448,-99441.921875,288.54,448,2240000,534.5476,978.6871
258.47,449,-97607.6015625,259.05,449,2245000,536.1131,544.091
254.69,450,-99460.9140625,256.2,450,2250000,548.1438,997.3088
254.95,451,-98992.7734375,255.03,451,2255000,570.5399,1060.6404
283.74,452,-99290.28125,285.21,452,2260000,548.2829,1631.5843
284.97,453,-99318.09375,281.99,453,2265000,552.8339,1468.3146
295.16,454,-99297.8046875,290.9,454,2270000,554.3499,1616.7059
289.9,455,-99073.1953125,283.64,455,2275000,530.5351,929.2318
208.74,456,-99312.4140625,208.78,456,2280000,578.9915,910.2303
207.75,457,-98402.28125,206.77,457,2285000,588.5027,760.8627
278.21,458,-98919.2890625,284.8,458,2290000,554.1214,732.4856
172.28,459,-97406.2109375,193.87,459,2295000,568.1133,2119.3149
130.69,460,-91017.640625,129.23,460,2300000,555.5723,959.3362
81.04,461,-96816.4453125,82.88,461,2305000,605.7281,2807.0104
195.25,462,-98978.125,190.43,462,2310000,570.2284,4545.3187
243.05,463,-99377.484375,242.99,463,2315000,556.8358,1663.8759
232.67,464,-98929.328125,232.91,464,2320000,561.0183,1871.7105
238.34,465,-99044.6953125,237.17,465,2325000,637.3062,1748.1994
237.58,466,-92918.390625,237.51,466,2330000,645.629,1463.1592
314.66,467,-90546.2734375,318.01,467,2335000,599.6773,771.3045
325.25,468,-95233.8203125,322.63,468,2340000,607.1962,3120.9065
428.94,469,-90466.921875,422.07,469,2345000,552.1252,945.5996
399.2,470,-96885.859375,395.39,470,2350000,566.661,758.3643
323.31,471,-91780.890625,321.89,471,2355000,584.5179,554.0168
296.65,472,-92760.71875,317.56,472,2360000,552.4965,757.3102
164.56,473,-65279.375,160.79,473,2365000,546.8893,792.1284
298.33,474,-79914.2421875,302.18,474,2370000,521.326,438.6024
289.84,475,-93784.4921875,293.19,475,2375000,561.3137,1579.978
183.32,476,-94250.25,202.32,476,2380000,590.3979,708.1782
281.71,477,-95554.109375,242.39,477,2385000,533.4194,422.8586
220.49,478,-95459.9375,218.19,478,2390000,539.696,421.2106
261.54,479,-97413.0,262.51,479,2395000,537.9808,1065.9087
283.52,480,-97415.0859375,271.07,480,2400000,515.999,592.861
269.17,481,-97980.046875,256.36,481,2405000,511.6286,543.1087
282.73,482,-98463.0546875,289.37,482,2410000,534.63,866.7696
282.25,483,-98275.0625,285.41,483,2415000,534.1543,1031.9733
250.99,484,-98562.2265625,243.76,484,2420000,541.0747,1013.3223
236.63,485,-98519.625,237.38,485,2425000,578.8428,2366.5005
229.89,486,-98718.8515625,232.14,486,2430000,574.7617,1333.6608
237.79,487,-98726.078125,240.94,487,2435000,571.6592,1166.2504
234.07,488,-98734.4296875,232.79,488,2440000,579.4749,2280.1739
236.91,489,-98844.9296875,239.38,489,2445000,570.1957,1219.1561
222.81,490,-99006.109375,218.03,490,2450000,555.8593,1322.8979
239.28,491,-99072.3515625,241.69,491,2455000,559.2146,1043.1339
233.23,492,-99130.09375,234.63,492,2460000,560.2863,980.7448
240.01,493,-99115.1875,238.91,493,2465000,577.7339,1046.1213
240.64,494,-99191.9921875,239.58,494,2470000,584.8089,1042.0418
242.7,495,-99181.65625,239.81,495,2475000,579.8184,1128.2594
237.4,496,-99234.296875,237.32,496,2480000,582.2108,1619.9144
238.72,497,-99137.3203125,238.92,497,2485000,583.5321,1187.4504
238.97,498,-99270.9375,236.93,498,2490000,581.7051,1270.4586
242.06,499,-98718.7109375,238.77,499,2495000,576.366,921.4219
243.64,500,-98722.234375,243.26,500,2500000,575.0789,843.9767
247.34,501,-98926.296875,247.03,501,2505000,577.7479,970.664
247.93,502,-97862.140625,251.61,502,2510000,559.2133,732.1934
247.77,503,-97302.96875,251.02,503,2515000,561.3532,853.3777
254.49,504,-98186.8984375,255.0,504,2520000,553.746,748.2426
249.75,505,-98330.8125,252.11,505,2525000,556.6885,712.2748
254.92,506,-98545.4140625,267.68,506,2530000,559.5496,664.7247
246.35,507,-98223.609375,241.64,507,2535000,558.2061,755.8912
242.8,508,-99028.6875,246.11,508,2540000,577.9511,735.6509
238.81,509,-98743.3671875,239.08,509,2545000,560.098,805.3226
242.09,510,-98993.328125,241.01,510,2550000,577.3189,735.4658
238.09,511,-99429.34375,241.24,511,2555000,566.2599,1485.7884
245.54,512,-97390.9296875,245.11,512,2560000,578.0805,893.25
242.35,513,-98833.203125,243.26,513,2565000,573.8402,939.9024
242.68,514,-98897.28125,240.12,514,2570000,597.9541,1187.2392
242.93,515,-99237.015625,244.05,515,2575000,565.0271,1404.228
245.75,516,-97715.6328125,244.88,516,2580000,575.9634,756.5531
243.06,517,-99175.34375,244.6,517,2585000,585.9173,1080.0687
242.57,518,-98300.3984375,243.94,518,2590000,577.3393,877.2096
246.32,519,-96832.25,243.87,519,2595000,581.6361,741.014
243.37,520,-98660.9765625,241.1,520,2600000,578.1607,790.2978
242.86,521,-99315.5078125,240.37,521,2605000,573.7362,1175.4308
246.59,522,-99504.7734375,243.64,522,2610000,580.4307,1291.2998
243.21,523,-99451.203125,240.31,523,2615000,573.4248,992.3545
241.7,524,-99473.484375,240.65,524,2620000,551.6399,1341.4367
243.99,525,-99418.8671875,243.06,525,2625000,570.254,913.2247
251.61,526,-99570.6953125,255.86,526,2630000,553.2921,1501.846
257.52,527,-99556.5703125,255.76,527,2635000,554.9991,1830.072
256.67,528,-99520.15625,256.44,528,2640000,560.7569,3060.201
249.41,529,-99587.9765625,250.28,529,2645000,563.1101,2974.4451
248.31,530,-99597.0859375,250.5,530,2650000,555.9656,1618.4635
239.53,531,-99598.3984375,234.99,531,2655000,583.446,3082.2122
242.88,532,-99498.359375,238.41,532,2660000,558.6754,974.9671
237.75,533,-99618.9765625,233.92,533,2665000,573.2502,1216.2452
234.41,534,-99293.234375,231.82,534,2670000,575.3339,894.3539
232.66,535,-99404.59375,229.44,535,2675000,571.8992,927.2344
234.56,536,-99342.0390625,230.8,536,2680000,571.2763,881.3235
232.22,537,-99229.046875,231.28,537,2685000,569.9876,746.5029
247.96,538,-99443.015625,248.48,538,2690000,567.9039,1428.1507
242.71,539,-99056.1171875,242.42,539,2695000,561.098,799.0883
239.26,540,-99472.140625,241.1,540,2700000,563.0929,947.3359
239.59,541,-99285.328125,238.5,541,2705000,569.2405,845.5214
240.65,542,-99257.2265625,239.88,542,2710000,561.1768,776.4604
239.3,543,-99362.296875,238.36,543,2715000,567.4864,820.6871
236.34,544,-99321.1953125,237.48,544,2720000,560.4139,801.2456
240.3,545,-99255.578125,239.93,545,2725000,563.7049,752.5861
237.52,546,-99261.3046875,236.38,546,2730000,558.7026,701.4365
235.66,547,-99423.3046875,235.37,547,2735000,557.9788,777.5087
249.55,548,-99272.1015625,251.38,548,2740000,556.9259,748.9057
260.27,549,-98701.1015625,257.83,549,2745000,558.5156,680.0662
263.46,550,-98252.21875,265.75,550,2750000,551.263,661.8543
258.93,551,-98366.5625,261.14,551,2755000,551.2338,635.9896
256.24,552,-99044.4375,256.6,552,2760000,551.5371,771.7644
249.46,553,-98831.625,250.03,553,2765000,554.5876,710.7594
264.3,554,-99188.546875,271.28,554,2770000,551.1017,744.9185
255.35,555,-99048.328125,263.33,555,2775000,558.0862,763.1466
261.5,556,-99368.9921875,265.95,556,2780000,557.2265,725.9281
253.64,557,-99208.4765625,258.75,557,2785000,560.4887,756.2034
272.26,558,-99067.9765625,274.9,558,2790000,569.2327,759.9914
266.47,559,-98769.828125,266.87,559,2795000,566.4664,735.4633
270.65,560,-99311.84375,271.18,560,2800000,567.0975,878.875
263.21,561,-99352.40625,265.29,561,2805000,576.0143,1430.5881
268.08,562,-99117.3671875,271.0,562,2810000,572.8354,1350.5467
270.14,563,-99420.25,272.75,563,2815000,576.1498,1675.3855
265.2,564,-99555.8515625,263.68,564,2820000,578.0222,1482.551
261.28,565,-99533.3359375,263.93,565,2825000,575.649,1446.7356
263.17,566,-99508.2890625,265.35,566,2830000,579.3446,1496.0074
256.84,567,-99403.4453125,252.64,567,2835000,576.5903,1458.3154
265.89,568,-99404.5234375,270.97,568,2840000,578.3141,1444.4981
260.98,569,-99260.25,262.51,569,2845000,583.0085,1449.9481
252.74,570,-99423.84375,248.22,570,2850000,580.9653,1489.3055
255.8,571,-99545.4921875,254.95,571,2855000,582.4698,1453.7103
261.87,572,-99548.2890625,262.99,572,2860000,574.5907,1252.9612
259.09,573,-99485.03125,261.38,573,2865000,573.8345,1148.1765
254.65,574,-99613.25,254.43,574,2870000,579.2573,1344.3811
258.76,575,-99625.59375,260.17,575,2875000,571.7405,1287.462
277.93,576,-99483.7578125,274.62,576,2880000,571.1108,1267.4335
253.53,577,-99642.4453125,254.03,577,2885000,560.6444,1318.1727
249.66,578,-99662.6171875,247.02,578,2890000,562.9762,1317.3342
244.79,579,-99633.34375,243.78,579,2895000,562.4822,1189.5203
256.89,580,-99574.9609375,257.17,580,2900000,562.2922,1210.4373
259.6,581,-99617.171875,260.45,581,2905000,561.4466,1116.3675
262.54,582,-99600.796875,264.6,582,2910000,555.3341,1104.7715
253.77,583,-99463.25,257.24,583,2915000,559.2215,1104.7407
256.76,584,-99605.15625,262.31,584,2920000,556.8553,1150.3632
254.58,585,-99633.0625,254.75,585,2925000,552.8595,1098.9787
264.35,586,-99505.03125,269.01,586,2930000,551.1076,1017.4093
245.6,587,-99670.4375,246.47,587,2935000,561.221,1071.7818
245.01,588,-99637.515625,251.36,588,2940000,551.7809,1014.0094
245.26,589,-99548.0859375,247.11,589,2945000,548.0662,873.5411
245.34,590,-99589.78125,247.5,590,2950000,546.3816,813.3649
253.47,591,-99487.3203125,258.27,591,2955000,562.8656,809.7404
249.3,592,-99349.375,245.68,592,2960000,546.7912,778.5265
245.69,593,-98845.375,244.2,593,2965000,548.5852,733.2928
248.4,594,-99484.7109375,251.99,594,2970000,544.5639,772.1726
251.74,595,-99473.6328125,251.6,595,2975000,565.1211,781.7057
239.87,596,-99634.2578125,243.79,596,2980000,555.4662,855.8172
248.28,597,-99634.25,249.55,597,2985000,559.9271,903.34
247.44,598,-99545.9453125,246.54,598,2990000,567.531,835.8228
249.99,599,-99671.8828125,248.88,599,2995000,566.3935,927.2856
