Running Update Time,Reward Loss,Running Env Steps,Itration,Real Sto Return,Real Det Return,Running Reverse KL,Running Forward KL
386,-19146.2734375,1930000,386,3251.28,2687.99,20.912,43.0651
387,-18302.18359375,1935000,387,3622.06,3959.35,19.3622,42.6887
388,-18309.865234375,1940000,388,4063.82,4128.26,20.0624,42.3042
389,-17072.1328125,1945000,389,4150.85,4163.41,18.8389,41.3455
390,-17432.767578125,1950000,390,4088.85,4083.23,17.1309,41.2699
391,-17494.701171875,1955000,391,4156.72,4215.58,16.9418,41.2473
392,-17484.75,1960000,392,4162.11,4356.33,16.1762,40.9725
393,-17107.873046875,1965000,393,4149.71,4238.36,17.7627,41.3531
394,-17276.421875,1970000,394,3999.58,4253.19,16.2143,40.894
395,-18565.345703125,1975000,395,4097.73,4149.15,17.8623,41.182
396,-17750.595703125,1980000,396,4199.29,4287.23,16.2103,40.9057
397,-17823.63671875,1985000,397,4156.66,4223.57,16.1689,40.8837
398,-17536.181640625,1990000,398,4153.44,4204.05,16.6203,40.9259
399,-19250.396484375,1995000,399,4124.35,4179.31,20.2507,41.0092
400,-17874.548828125,2000000,400,3972.41,4211.15,15.7985,41.0048
401,-17709.8203125,2005000,401,4188.94,4221.54,15.7923,40.781
402,-17748.146484375,2010000,402,4212.18,4284.61,16.1524,40.7685
403,-17922.58203125,2015000,403,4195.81,4251.04,16.1467,40.9127
404,-18089.08984375,2020000,404,4195.78,4234.63,16.4666,40.8042
405,-19413.80078125,2025000,405,4002.58,4269.28,21.0635,40.8263
406,-19601.0625,2030000,406,4147.78,4177.95,21.8016,40.8759
407,-19471.33984375,2035000,407,4013.59,4226.71,18.5033,40.8571
408,-17990.55078125,2040000,408,3966.35,4190.12,15.9573,40.7676
409,-18337.61328125,2045000,409,4158.49,4221.09,15.9551,40.8556
410,-18350.736328125,2050000,410,4204.09,4240.81,15.9221,40.5202
411,-18467.05078125,2055000,411,4192.37,4237.71,15.5639,40.8033
412,-18267.955078125,2060000,412,4270.91,4302.05,16.3568,40.6536
413,-18404.5625,2065000,413,4193.51,4205.96,16.021,40.5124
414,-18400.71484375,2070000,414,4226.65,4261.63,15.8426,40.7471
415,-18423.673828125,2075000,415,4234.3,4253.14,16.2506,40.5249
416,-18704.115234375,2080000,416,4202.78,4222.55,15.7532,40.6339
417,-18697.79296875,2085000,417,4002.08,4233.02,15.6758,40.7443
418,-18944.15625,2090000,418,4225.38,4234.35,15.9241,41.0083
419,-18536.583984375,2095000,419,4207.38,4264.94,15.8683,40.5102
420,-18683.05859375,2100000,420,4187.84,4227.25,15.8417,40.8475
421,-18660.26171875,2105000,421,4015.53,4229.1,15.9955,40.6116
422,-18820.466796875,2110000,422,4235.53,4248.72,15.7111,40.8323
423,-18811.81640625,2115000,423,4233.63,4322.17,16.136,40.6982
424,-18724.48046875,2120000,424,4278.66,4299.63,16.1372,40.6125
425,-18666.404296875,2125000,425,4249.85,4299.57,15.9907,40.1995
426,-18802.845703125,2130000,426,4231.52,4284.04,15.8233,40.7776
427,-18657.193359375,2135000,427,4259.85,4294.87,16.0879,40.398
428,-19003.8671875,2140000,428,4276.73,4283.01,16.1672,40.5509
429,-18862.431640625,2145000,429,4245.19,4297.33,15.5514,40.221
430,-18608.759765625,2150000,430,4303.87,4331.89,15.8141,40.1706
431,-19092.404296875,2155000,431,4299.0,4326.08,16.0133,40.7642
432,-19003.005859375,2160000,432,4213.38,4233.48,15.889,40.5286
433,-19407.77734375,2165000,433,4251.11,4335.57,15.9999,40.8237
434,-19270.341796875,2170000,434,4281.07,4342.61,15.807,40.2481
435,-19120.49609375,2175000,435,4136.22,4282.24,15.9497,40.4533
436,-19306.7265625,2180000,436,4257.82,4303.04,16.3261,40.3022
437,-19178.390625,2185000,437,4230.65,4327.86,15.758,40.4525
438,-19127.775390625,2190000,438,4236.48,4322.22,15.3392,40.5316
439,-20424.611328125,2195000,439,4209.42,4172.58,15.7893,40.6887
440,-19309.443359375,2200000,440,4266.01,4347.36,16.505,40.5293
441,-19427.287109375,2205000,441,4309.0,4363.66,16.6723,40.5921
442,-19574.591796875,2210000,442,3853.48,4286.86,16.3432,40.512
443,-19842.869140625,2215000,443,4283.09,4302.94,16.1305,40.8141
444,-19602.298828125,2220000,444,4295.84,4329.41,16.2434,40.5091
445,-20023.240234375,2225000,445,4238.59,4281.07,16.2654,40.4012
446,-19706.3125,2230000,446,4255.49,4321.45,16.1894,40.7108
447,-19658.626953125,2235000,447,4306.51,4368.15,16.0563,40.607
448,-19579.2109375,2240000,448,4311.68,4402.43,16.3131,40.3792
449,-19825.443359375,2245000,449,4283.97,4350.01,16.3932,40.6407
450,-19725.326171875,2250000,450,4306.07,4390.76,15.8996,40.2372
451,-19847.091796875,2255000,451,4335.47,4385.21,16.7955,40.3272
452,-19852.359375,2260000,452,4278.02,4388.81,16.3038,40.7341
453,-19957.8515625,2265000,453,4277.63,4375.54,16.3395,40.5162
454,-19873.5234375,2270000,454,4327.06,4388.13,16.3898,40.3052
455,-20011.6171875,2275000,455,4124.46,4388.5,16.3995,40.555
456,-20246.95703125,2280000,456,4289.32,4375.59,16.3685,40.5596
457,-20073.083984375,2285000,457,4324.99,4350.68,16.142,40.3832
458,-20307.666015625,2290000,458,4334.3,4392.26,15.9788,40.588
459,-20470.431640625,2295000,459,4321.58,4374.99,16.3743,40.4127
460,-20229.736328125,2300000,460,4324.51,4396.14,16.1098,40.2729
461,-20633.572265625,2305000,461,4332.26,4347.48,16.3602,40.4954
462,-20208.451171875,2310000,462,4360.3,4418.58,16.4766,40.1969
463,-20375.798828125,2315000,463,4100.64,4347.67,16.1705,40.2627
464,-20701.369140625,2320000,464,4306.35,4362.73,16.0479,40.1135
465,-20384.484375,2325000,465,4349.27,4410.34,16.4754,40.3921
466,-20974.029296875,2330000,466,4366.76,4408.79,16.296,40.2475
467,-20794.4453125,2335000,467,3897.27,4372.92,16.0681,40.3192
468,-20813.49609375,2340000,468,4357.04,4434.69,16.0751,40.1011
469,-20781.189453125,2345000,469,4372.96,4451.65,16.3422,40.2343
470,-21324.990234375,2350000,470,4308.93,4371.39,16.3383,40.4864
471,-21405.65234375,2355000,471,4308.93,4398.06,16.0644,40.2865
472,-21236.119140625,2360000,472,4372.3,4454.79,16.3674,40.2632
473,-21394.2109375,2365000,473,4339.33,4418.24,16.415,40.4824
474,-20867.353515625,2370000,474,4339.26,4387.04,16.3519,40.292
475,-21670.69140625,2375000,475,4275.55,4447.71,15.8463,40.2918
476,-21544.55859375,2380000,476,4292.19,4315.62,15.9143,40.5528
477,-20991.033203125,2385000,477,4389.42,4460.32,16.2286,40.334
478,-21813.3203125,2390000,478,4134.62,4392.86,16.2139,40.3079
479,-21943.052734375,2395000,479,4379.26,4444.66,15.6379,40.1533
480,-21291.794921875,2400000,480,4365.61,4469.81,16.222,40.2921
481,-21536.12890625,2405000,481,4190.49,4460.95,16.0224,40.3226
482,-21843.650390625,2410000,482,4360.9,4438.9,16.2664,40.2895
483,-22610.892578125,2415000,483,4320.92,4464.64,16.078,40.4432
484,-22061.609375,2420000,484,4083.57,4429.9,16.4747,40.7217
485,-22096.701171875,2425000,485,4138.07,4402.12,16.3515,40.4952
486,-21967.712890625,2430000,486,4382.87,4485.57,16.8786,40.4504
487,-21879.931640625,2435000,487,4348.43,4376.77,16.6266,40.36
488,-21800.572265625,2440000,488,4366.01,4470.32,16.6056,40.1831
489,-22132.361328125,2445000,489,4324.62,4412.27,16.0443,40.3567
490,-22098.267578125,2450000,490,4138.94,4455.13,16.2862,40.3511
491,-22170.45703125,2455000,491,4342.62,4427.35,16.544,40.4317
492,-22286.283203125,2460000,492,4357.92,4446.68,16.6572,40.4492
493,-22494.736328125,2465000,493,4305.86,4437.87,16.1318,40.5063
494,-22562.54296875,2470000,494,4391.73,4446.44,16.6819,40.3032
495,-22694.36328125,2475000,495,4352.08,4440.82,16.4163,40.6298
496,-23285.517578125,2480000,496,4355.38,4390.69,15.8659,40.4068
497,-22650.126953125,2485000,497,4376.24,4436.13,16.3331,40.2557
498,-22821.40625,2490000,498,4412.29,4464.92,16.8108,40.5386
499,-22742.77734375,2495000,499,4471.01,4532.35,16.5723,40.2149
500,-22275.9921875,2500000,500,4413.94,4548.15,16.6744,40.3442
501,-22230.41015625,2505000,501,4429.92,4488.52,15.9856,40.1509
502,-22947.96484375,2510000,502,4415.19,4504.71,16.5029,40.1017
503,-22872.029296875,2515000,503,4430.01,4530.15,16.6077,40.1146
504,-23048.4609375,2520000,504,4412.36,4525.08,16.5455,40.4405
505,-23125.421875,2525000,505,4430.33,4562.34,16.6543,40.2139
506,-23293.740234375,2530000,506,4444.12,4526.57,16.6831,40.4155
507,-22596.46875,2535000,507,4265.85,4490.74,15.7269,39.9367
508,-23176.57421875,2540000,508,4427.94,4550.01,16.5232,39.8322
509,-23088.529296875,2545000,509,4421.05,4528.43,15.9831,40.1339
510,-22445.126953125,2550000,510,4466.54,4557.63,15.7506,39.6046
511,-23320.6640625,2555000,511,4491.66,4545.15,16.4872,40.1524
512,-23244.6328125,2560000,512,4432.41,4554.07,16.5392,40.0395
513,-22435.47265625,2565000,513,4514.72,4628.32,16.6643,39.8583
514,-23531.8984375,2570000,514,4508.39,4603.03,15.6074,39.5282
515,-23400.529296875,2575000,515,4448.86,4585.55,16.2898,40.2549
516,-23567.892578125,2580000,516,4472.63,4558.44,15.6065,39.7398
517,-23511.095703125,2585000,517,4488.6,4635.36,16.0619,40.0674
518,-23345.587890625,2590000,518,4457.72,4557.91,16.0587,39.9081
519,-23912.931640625,2595000,519,4443.2,4579.48,16.4989,39.9439
520,-25235.30078125,2600000,520,3804.21,2728.92,16.6264,40.0655
521,-23760.5234375,2605000,521,4470.01,4565.15,15.7953,40.3069
522,-23994.51953125,2610000,522,4252.11,4381.99,15.5724,39.8046
523,-23859.677734375,2615000,523,4461.44,4522.56,15.6868,39.794
524,-25029.69140625,2620000,524,4288.36,4589.34,17.3313,40.0063
525,-24170.787109375,2625000,525,4171.01,4523.26,15.8624,40.0764
526,-23584.115234375,2630000,526,4293.84,4646.14,16.4739,39.8489
527,-24339.951171875,2635000,527,4420.75,4553.34,15.5347,40.0438
528,-24201.587890625,2640000,528,4375.04,4544.45,15.8877,40.1531
529,-25648.455078125,2645000,529,4265.71,3868.19,15.8999,40.1178
530,-27913.189453125,2650000,530,3878.7,4567.03,15.3221,40.1988
531,-24487.91796875,2655000,531,4013.73,4597.49,15.6275,39.8595
532,-25012.990234375,2660000,532,4431.32,4533.44,15.7787,39.7906
533,-24801.751953125,2665000,533,4213.07,4564.1,15.7447,39.9893
534,-25585.341796875,2670000,534,4412.84,4523.72,15.2579,40.1311
535,-27985.38671875,2675000,535,4217.9,4506.11,14.5647,40.3647
536,-27568.015625,2680000,536,4250.83,4614.64,16.3101,40.6322
537,-24764.203125,2685000,537,4432.47,4470.61,14.9501,39.7181
538,-25001.11328125,2690000,538,4248.3,4578.05,15.1125,39.6547
539,-25284.3125,2695000,539,4412.34,4515.55,15.8361,40.1799
540,-24714.82421875,2700000,540,4440.1,4577.17,15.1046,39.6792
541,-25397.544921875,2705000,541,4412.84,4550.74,15.6834,39.8951
542,-35978.171875,2710000,542,271.2,258.15,66.9865,52.0944
543,-32795.23046875,2715000,543,2999.76,3049.67,20.1503,42.5125
544,-26806.88671875,2720000,544,3830.23,3810.27,20.0521,43.0529
545,-32198.2734375,2725000,545,3548.56,3605.21,23.2459,44.4359
546,-30089.072265625,2730000,546,4127.26,4163.72,19.613,41.5344
547,-28166.40234375,2735000,547,4119.49,4123.06,19.2358,42.131
548,-28301.685546875,2740000,548,4070.93,4191.9,17.1841,41.277
549,-27380.5859375,2745000,549,4157.55,4100.84,17.3483,41.2851
550,-27357.513671875,2750000,550,4279.76,4272.98,17.1426,40.7058
551,-27313.8203125,2755000,551,4000.83,4251.48,16.5,40.237
552,-29720.12890625,2760000,552,4123.33,3970.56,20.5852,41.352
553,-28034.16796875,2765000,553,4335.16,4397.45,16.9271,40.222
554,-28031.265625,2770000,554,3854.07,4360.01,16.4684,40.3196
555,-28194.494140625,2775000,555,4246.74,4213.47,16.933,40.3931
556,-28462.087890625,2780000,556,4193.13,4169.44,16.3889,40.3067
557,-28104.08203125,2785000,557,4262.78,4297.73,16.8134,40.4452
558,-27226.169921875,2790000,558,4230.42,4140.97,16.4154,40.4318
559,-28646.748046875,2795000,559,3557.16,4199.58,16.3116,40.3319
560,-27459.109375,2800000,560,4331.71,4434.33,15.6132,40.2322
561,-26423.44921875,2805000,561,4370.26,4394.82,15.9466,39.8824
562,-27013.76953125,2810000,562,4314.55,4398.89,15.8274,40.146
563,-26740.490234375,2815000,563,4339.28,4401.59,16.0339,40.174
564,-27117.697265625,2820000,564,4302.83,4361.93,16.0649,40.3628
565,-27287.19921875,2825000,565,4374.32,4435.0,16.1236,40.3439
566,-27317.193359375,2830000,566,4361.18,4411.35,15.9109,40.0414
567,-27407.615234375,2835000,567,4358.04,4374.74,15.9359,40.0094
568,-27464.73046875,2840000,568,4361.51,4388.9,16.0649,40.261
569,-27589.59375,2845000,569,4405.95,4460.55,15.9343,39.8573
570,-27391.078125,2850000,570,4368.21,4460.75,15.8767,40.1137
571,-27807.3125,2855000,571,4422.24,4505.26,16.0197,39.959
572,-28094.689453125,2860000,572,4373.23,4468.39,15.7755,39.9936
573,-28323.23828125,2865000,573,4423.43,4469.32,15.8208,39.9515
574,-27770.845703125,2870000,574,4385.26,4443.49,16.0336,40.3016
575,-28120.47265625,2875000,575,4398.52,4485.65,16.203,40.0349
576,-27536.29296875,2880000,576,4388.59,4457.82,15.6629,39.7719
577,-27753.271484375,2885000,577,4383.89,4462.46,16.1736,40.0259
578,-27466.287109375,2890000,578,4384.44,4428.98,15.8997,39.9907
579,-27275.931640625,2895000,579,4405.92,4453.94,16.061,39.7727
580,-28108.173828125,2900000,580,4388.62,4509.16,16.0921,39.8419
581,-27155.119140625,2905000,581,4337.09,4457.74,15.6891,40.0045
582,-28137.154296875,2910000,582,4390.66,4461.87,15.9026,40.0759
583,-28707.869140625,2915000,583,4319.3,4369.3,15.4704,40.015
584,-28630.896484375,2920000,584,4415.38,4451.6,15.0074,39.8728
585,-29222.306640625,2925000,585,4412.53,4491.31,15.3251,39.988
586,-28542.947265625,2930000,586,4218.06,4566.22,15.4617,39.5028
587,-28718.005859375,2935000,587,4450.51,4517.91,15.7334,39.855
588,-28699.439453125,2940000,588,4434.67,4516.11,15.3083,39.9439
589,-29282.685546875,2945000,589,4386.67,4475.09,15.0696,39.8847
590,-28852.65625,2950000,590,4396.04,4526.49,15.2788,39.9959
591,-28832.1171875,2955000,591,4435.22,4030.4,15.3256,39.7834
592,-29075.83984375,2960000,592,4383.03,4251.08,14.9582,39.9434
593,-28778.82421875,2965000,593,4427.51,4518.04,15.0742,39.7424
594,-29215.89453125,2970000,594,4396.35,4351.01,17.1264,39.849
595,-29471.248046875,2975000,595,4411.09,4470.38,14.9472,39.7597
596,-29302.46484375,2980000,596,4392.26,4202.83,14.9702,39.5938
597,-30224.34765625,2985000,597,4368.21,4477.98,15.563,40.0578
598,-29642.79296875,2990000,598,4379.64,4449.66,14.9803,39.6495
599,-29392.416015625,2995000,599,4364.43,4517.43,14.9754,39.8092
600,-29800.25390625,3000000,600,4372.39,4500.9,15.0083,39.8023
601,-30200.34765625,3005000,601,4283.48,4412.03,15.5733,39.7375
602,-29624.669921875,3010000,602,4395.55,4453.07,15.0092,39.9229
603,-29735.29296875,3015000,603,4376.16,4461.71,15.4848,40.0491
604,-29850.068359375,3020000,604,4358.43,4430.89,15.4114,39.8043
605,-29674.22265625,3025000,605,4426.93,4532.69,15.7269,40.0007
606,-29358.798828125,3030000,606,4420.84,4544.74,15.2293,40.0406
607,-30326.9296875,3035000,607,4383.35,4470.84,14.9369,40.0759
608,-29919.33984375,3040000,608,4431.67,4560.62,15.6655,39.8451
609,-30101.0625,3045000,609,4397.52,4507.59,15.0609,39.8872
610,-31082.236328125,3050000,610,4361.58,4353.19,14.9988,40.3641
611,-30975.828125,3055000,611,4419.04,4533.69,14.9185,39.8044
612,-31330.03515625,3060000,612,4420.3,4516.72,15.3123,40.2944
613,-30553.416015625,3065000,613,4365.23,4493.62,15.506,39.9595
614,-30560.97265625,3070000,614,4420.2,4482.91,15.1395,40.0153
615,-30725.146484375,3075000,615,4375.81,4455.9,15.4809,39.9542
616,-30918.396484375,3080000,616,4441.88,4543.09,15.2485,40.0716
617,-31427.685546875,3085000,617,4368.35,4445.69,15.3753,40.1722
618,-31299.494140625,3090000,618,4418.06,4497.32,15.8,40.2437
619,-31638.29296875,3095000,619,4381.83,4461.0,16.1219,40.5548
620,-31554.771484375,3100000,620,4393.67,4438.02,15.5961,40.1687
621,-31465.080078125,3105000,621,4416.82,4493.06,15.2204,40.2594
622,-31743.205078125,3110000,622,4394.86,4471.96,15.5107,40.481
623,-31718.435546875,3115000,623,4432.98,4525.72,15.7414,40.0168
624,-32097.6953125,3120000,624,2315.23,3016.27,42.8714,42.6294
625,-34494.5390625,3125000,625,3278.78,3867.34,24.782,40.6715
626,-33256.140625,3130000,626,4121.89,4292.75,17.5354,40.6909
627,-36523.125,3135000,627,3799.57,2877.67,19.7098,41.8367
628,-34786.17578125,3140000,628,4224.8,4148.83,16.8805,40.4088
629,-34991.64453125,3145000,629,4012.41,4010.61,15.9711,41.1825
630,-36069.05078125,3150000,630,3923.81,3644.78,18.6886,40.8934
631,-34208.9140625,3155000,631,3716.63,4000.94,17.463,40.6494
632,-33133.3828125,3160000,632,4225.07,4366.97,16.5586,40.5222
633,-34633.2578125,3165000,633,4249.72,4267.57,16.7482,41.1538
634,-33196.76171875,3170000,634,4231.98,4513.18,17.1346,40.4425
635,-33020.8984375,3175000,635,4334.94,4391.44,16.5152,40.7554
636,-34083.5078125,3180000,636,4383.3,4427.75,22.618,40.9263
637,-34134.5390625,3185000,637,4368.26,4438.47,16.9293,40.5159
638,-34513.578125,3190000,638,4355.2,4422.93,26.4436,40.7979
639,-34579.74609375,3195000,639,4339.17,4402.87,21.7402,40.7789
640,-35169.484375,3200000,640,4158.95,3133.87,34.1568,41.0114
641,-34977.20703125,3205000,641,4327.01,4397.88,24.8415,40.5104
642,-33927.3515625,3210000,642,4354.46,4442.78,16.3842,40.0068
643,-33313.08984375,3215000,643,4389.49,4478.1,16.0392,39.845
644,-33871.5078125,3220000,644,4368.42,4425.64,16.7138,40.5653
645,-33986.09375,3225000,645,3660.45,4361.9,16.2386,40.4386
646,-34655.5234375,3230000,646,4130.27,4357.0,17.9832,40.4334
647,-34720.015625,3235000,647,4341.09,4406.42,16.249,40.1494
648,-34433.15234375,3240000,648,4340.08,4409.46,15.9491,40.0782
649,-34610.171875,3245000,649,4375.86,4410.07,16.3009,40.1791
650,-34683.40625,3250000,650,4372.59,4407.64,16.5216,40.2816
651,-34573.27734375,3255000,651,4371.55,4420.18,16.7563,40.3114
652,-34094.9453125,3260000,652,4455.18,4505.68,16.3348,39.9876
653,-33976.4375,3265000,653,4401.11,4483.05,16.4436,40.0942
654,-34661.1875,3270000,654,4457.15,4520.98,16.6292,40.0863
655,-34705.390625,3275000,655,4398.16,4460.53,16.2281,40.0537
656,-34180.41015625,3280000,656,4437.88,4509.25,16.3866,40.3124
657,-34516.046875,3285000,657,4401.5,4465.74,16.8374,40.3474
658,-34890.26953125,3290000,658,4341.03,4469.7,16.9984,40.2733
659,-34893.6640625,3295000,659,4442.83,4525.15,17.0042,40.2359
660,-34855.15625,3300000,660,4412.79,4480.93,16.536,39.8382
661,-35159.5703125,3305000,661,4443.44,4506.03,16.6429,40.2421
662,-33956.5390625,3310000,662,4439.69,4475.77,16.3193,40.0806
663,-35050.84765625,3315000,663,4445.4,4489.78,16.981,39.961
664,-34738.078125,3320000,664,4424.46,4466.64,16.748,40.2469
665,-34437.046875,3325000,665,4408.01,4462.73,16.2738,39.9738
666,-34591.7109375,3330000,666,4415.78,4472.18,16.8748,40.2098
667,-34970.6875,3335000,667,3934.14,4494.77,16.7478,40.324
668,-34799.6796875,3340000,668,4405.52,4464.04,16.8651,39.7857
669,-35583.44921875,3345000,669,4428.22,4475.85,16.8358,39.9534
670,-52965.1640625,3350000,670,-24.54,-29.87,36.3583,53.6611
671,-35609.73828125,3355000,671,4219.67,4424.72,18.2066,40.6043
672,-35342.625,3360000,672,4445.44,4553.64,17.6584,40.5915
673,-35548.46484375,3365000,673,4449.76,4596.14,17.6156,40.0769
674,-35922.33984375,3370000,674,4258.49,4615.45,17.1877,39.6249
675,-35698.890625,3375000,675,4393.59,4517.77,16.7816,39.7943
676,-36403.69921875,3380000,676,4382.49,4502.14,16.2492,39.7732
677,-36236.1484375,3385000,677,4411.79,4431.29,16.1555,39.7172
678,-36608.72265625,3390000,678,4389.85,4538.06,16.7156,40.077
679,-36542.57421875,3395000,679,4417.01,4547.42,16.3088,40.0804
680,-37431.78515625,3400000,680,4415.01,4491.7,17.0993,39.8618
681,-37376.82421875,3405000,681,4457.43,4509.45,16.9509,39.8133
682,-33913.84375,3410000,682,4445.08,4580.03,17.8223,40.4199
683,-38174.49609375,3415000,683,4219.5,4512.41,17.2522,40.0199
684,-33263.8203125,3420000,684,4470.81,4503.01,17.808,39.8237
685,-37090.0546875,3425000,685,4472.28,4521.36,16.8891,39.9057
686,-36905.296875,3430000,686,4456.22,4532.24,16.4149,39.4192
687,-37773.34375,3435000,687,4434.81,4450.81,16.8665,39.9084
688,-36905.125,3440000,688,4054.33,4553.55,16.7982,39.8871
689,-36798.69140625,3445000,689,3104.74,2901.45,21.2828,40.8754
690,-37677.05078125,3450000,690,4447.43,4527.73,17.4004,40.1599
691,-37267.0234375,3455000,691,4441.61,4476.3,16.8142,39.9762
692,-34187.04296875,3460000,692,4488.15,4329.33,16.854,39.8402
693,-38486.5078125,3465000,693,4445.91,4498.91,16.4056,39.8925
694,-37444.671875,3470000,694,4514.71,4626.29,16.3619,39.9119
695,-37913.80078125,3475000,695,4475.12,4533.59,16.4302,39.9974
696,-36769.4609375,3480000,696,4478.99,4574.95,16.2864,39.6873
697,-37407.63671875,3485000,697,4511.12,4426.21,16.6558,40.0367
698,-37696.90234375,3490000,698,4436.2,4521.3,16.3417,39.7588
699,-37562.3359375,3495000,699,4447.72,4551.06,16.9407,40.2662
700,-37444.62890625,3500000,700,4274.62,4016.42,16.1516,39.7558
701,-37488.38671875,3505000,701,4425.79,4529.12,16.3266,39.444
702,-36690.05078125,3510000,702,4468.96,4599.6,16.3162,39.8007
703,-37793.859375,3515000,703,4415.78,4563.35,16.1894,40.3183
704,-38284.16796875,3520000,704,4444.14,4598.64,16.4666,40.0511
705,-37872.83203125,3525000,705,4433.95,4563.58,16.2385,40.1547
706,-38065.5703125,3530000,706,4454.42,4416.53,16.1177,39.7272
707,-38218.43359375,3535000,707,4437.65,4578.54,16.1815,39.9315
708,-38735.95703125,3540000,708,4477.53,4623.11,16.1622,39.6088
709,-38526.125,3545000,709,4459.16,4644.09,16.6231,39.8597
710,-38456.74609375,3550000,710,4435.94,4608.5,16.3894,39.5325
711,-38542.578125,3555000,711,4452.89,4429.51,16.1576,39.912
712,-38298.421875,3560000,712,4499.06,4617.97,16.2734,39.691
713,-39211.15625,3565000,713,4442.12,4620.28,16.2117,39.4916
714,-37975.59375,3570000,714,4467.74,4631.55,16.0714,39.8141
715,-38679.4453125,3575000,715,4460.33,4610.9,16.7882,39.8355
716,-38251.98828125,3580000,716,4453.44,4514.46,15.6869,39.6594
717,-38683.125,3585000,717,4452.34,4495.13,16.3507,39.9741
718,-37572.00390625,3590000,718,4467.04,4596.74,16.5964,39.6794
719,-38735.0234375,3595000,719,4453.83,4548.44,16.4068,40.1658
720,-39770.18359375,3600000,720,4396.26,4283.13,15.6391,39.8815
721,-38863.54296875,3605000,721,4402.0,4492.68,16.3704,39.9724
722,-39737.48828125,3610000,722,4421.19,4480.92,15.9517,39.5811
723,-38752.296875,3615000,723,4415.61,4551.34,16.5807,40.3442
724,-38423.76171875,3620000,724,4470.02,4565.02,16.1133,39.9191
725,-39901.98046875,3625000,725,4460.0,4547.83,16.3202,40.2225
726,-38556.59375,3630000,726,4459.55,4556.2,16.6074,40.3417
727,-39402.63671875,3635000,727,4427.97,4479.06,16.4707,39.8546
728,-38816.8046875,3640000,728,4423.69,4423.52,16.1647,39.8278
729,-38235.97265625,3645000,729,4487.1,4608.96,16.0705,39.6697
730,-38574.2109375,3650000,730,4449.98,4584.05,16.6823,40.1174
731,-39531.1484375,3655000,731,4436.95,4506.76,16.2456,40.3038
732,-46887.86328125,3660000,732,1345.85,1093.3,22.3489,43.9245
733,-11940.6962890625,3665000,733,105.33,182.09,91.7529,52.8297
734,-43864.55859375,3670000,734,790.4,733.85,35.0484,46.5333
735,-41304.3125,3675000,735,3064.16,3596.12,25.9831,43.3211
736,-51520.26171875,3680000,736,624.43,636.18,17.6356,45.2343
737,-50095.66015625,3685000,737,-3.61,-3.55,27.4923,45.1717
738,-46500.328125,3690000,738,2623.37,2654.66,21.8043,43.6438
739,-40385.60546875,3695000,739,1815.16,1819.96,55.1432,44.6494
740,-45128.7734375,3700000,740,1572.4,1551.72,31.7367,42.9892
741,-44925.953125,3705000,741,3700.35,3771.1,21.8121,43.3617
742,-43496.1171875,3710000,742,2688.3,2576.33,40.0846,43.1129
743,-41657.12109375,3715000,743,2533.11,2126.68,39.598,42.6612
744,-46759.66015625,3720000,744,3790.48,3789.21,22.109,43.1246
745,-45858.47265625,3725000,745,4040.36,4111.74,20.0933,41.587
746,-43166.67578125,3730000,746,3674.1,2656.59,20.7125,40.6442
747,-42483.5546875,3735000,747,4107.18,4119.28,18.6132,40.8247
748,-43396.14453125,3740000,748,4021.96,4021.6,18.3893,41.3086
749,-42429.87890625,3745000,749,4190.29,4109.27,17.691,40.5559
750,-41604.546875,3750000,750,4235.67,4202.06,17.9868,40.6421
751,-41532.71484375,3755000,751,4267.83,4249.22,18.2567,40.7532
752,-41975.41015625,3760000,752,4204.09,4207.48,18.3078,40.5839
753,-41051.30859375,3765000,753,4329.83,4317.15,17.6205,40.1825
754,-41389.5546875,3770000,754,4288.52,4275.27,17.3814,40.1296
755,-41261.5078125,3775000,755,4356.42,4322.83,17.3847,39.7951
756,-41480.6796875,3780000,756,4319.96,4315.19,17.2177,40.1288
757,-40085.9609375,3785000,757,4366.07,4323.98,18.6529,40.1754
758,-42833.359375,3790000,758,4292.26,4246.71,17.5434,40.4746
759,-41636.25390625,3795000,759,4320.81,4270.76,16.9272,40.1749
760,-42790.53515625,3800000,760,4321.0,4257.94,18.0376,40.5799
761,-42758.55859375,3805000,761,4349.88,4305.69,17.9018,40.2669
762,-42981.5078125,3810000,762,4406.0,4348.05,17.0828,40.0643
763,-41804.89453125,3815000,763,4438.93,4386.09,16.7662,39.8981
764,-42614.72265625,3820000,764,4395.67,4410.31,16.7989,39.7439
765,-42146.53515625,3825000,765,4348.34,4348.09,17.3666,39.6946
766,-42579.890625,3830000,766,4437.13,4458.2,17.1512,39.6379
767,-43145.11328125,3835000,767,4371.65,4415.05,17.4126,39.6782
768,-43206.875,3840000,768,4392.74,4424.62,17.1592,39.8693
769,-42622.7578125,3845000,769,4300.76,4569.67,16.7722,39.3877
770,-42776.5234375,3850000,770,4418.4,4433.28,16.7674,40.0727
771,-42721.09375,3855000,771,4396.3,4396.86,17.5849,39.8417
772,-41542.56640625,3860000,772,4380.13,4355.36,17.0312,39.8657
773,-42010.0078125,3865000,773,4445.05,4536.31,16.6398,39.6167
774,-41097.328125,3870000,774,4445.16,4499.46,16.7596,40.2051
775,-42441.984375,3875000,775,4461.93,4508.8,17.0301,39.8092
776,-39381.98046875,3880000,776,4471.68,4541.05,16.4504,39.4216
