Running Env Steps,Real Det Return,Running Forward KL,Real Sto Return,Running Reverse KL,Reward Loss,Itration,Running Update Time
1935000,6289.51,83.9442,5835.13,80.1519,-13101.3818359375,387,387
1940000,6174.29,74.2607,5699.37,68.7268,-12115.6162109375,388,388
1945000,6285.39,83.775,5900.19,79.2403,-13114.5263671875,389,389
1950000,6022.57,88.0409,5740.75,83.0206,-13326.3369140625,390,390
1955000,6003.45,78.0793,5225.27,73.4787,-12840.419921875,391,391
1960000,5959.58,85.2785,5590.8,81.9265,-13335.14453125,392,392
1965000,6290.48,83.763,5883.66,80.548,-13319.763671875,393,393
1970000,6194.97,79.7363,5616.36,77.4684,-13157.1220703125,394,394
1975000,6214.79,85.439,5524.98,79.8365,-13396.98046875,395,395
1980000,6175.15,78.0008,5299.8,73.7177,-12940.9375,396,396
1985000,5664.42,82.0299,5225.94,74.6724,-12941.017578125,397,397
1990000,6138.69,83.4811,5493.1,79.1899,-13373.87109375,398,398
1995000,6144.6,84.018,5482.4,78.9915,-13280.2373046875,399,399
2000000,6334.59,85.504,5443.72,80.1161,-13588.5029296875,400,400
2005000,6001.73,85.7505,5522.27,79.5158,-13417.6806640625,401,401
2010000,6254.79,77.2903,5367.87,76.2053,-13208.2734375,402,402
2015000,6199.51,76.872,5818.25,73.2773,-12904.39453125,403,403
2020000,5992.31,85.1559,5519.04,81.0947,-13544.2216796875,404,404
2025000,5808.23,81.0858,5618.36,79.365,-13235.376953125,405,405
2030000,6035.53,80.2319,5819.27,76.1465,-13131.5439453125,406,406
2035000,6047.64,84.1986,5798.86,83.0189,-13550.4541015625,407,407
2040000,5784.44,85.0039,5412.02,79.5858,-13743.42578125,408,408
2045000,6263.91,77.038,5811.05,75.9684,-13247.2236328125,409,409
2050000,6204.83,84.4045,5162.11,83.143,-13728.857421875,410,410
2055000,5850.22,77.7207,5789.1,76.7251,-13198.6748046875,411,411
2060000,6258.99,78.6649,5586.92,77.0516,-13354.2978515625,412,412
2065000,5930.95,75.0469,5335.96,72.9585,-13036.548828125,413,413
2070000,5950.3,76.5853,5550.57,72.9906,-13133.794921875,414,414
2075000,6282.35,75.04,5406.53,75.8791,-12996.5537109375,415,415
2080000,6087.81,84.3201,5374.92,81.6834,-13959.515625,416,416
2085000,5801.16,76.0136,5808.02,75.5294,-13143.8310546875,417,417
2090000,5881.7,83.3982,5310.03,83.8045,-13781.033203125,418,418
2095000,5906.4,84.0927,5663.72,80.652,-13791.662109375,419,419
2100000,5989.49,84.9369,5763.28,84.5425,-13934.7607421875,420,420
2105000,5707.43,85.4885,5824.85,82.4958,-13965.650390625,421,421
2110000,6020.14,75.719,5769.05,73.6722,-13274.4404296875,422,422
2115000,6146.06,85.1398,4715.98,82.9652,-14008.2333984375,423,423
2120000,6159.38,82.9147,5817.95,81.9111,-13940.6494140625,424,424
2125000,5611.98,76.1559,4730.64,71.6192,-13311.0634765625,425,425
2130000,5964.76,86.2485,5311.87,83.3291,-14158.6513671875,426,426
2135000,6020.57,80.6487,5833.48,81.6502,-13889.3818359375,427,427
2140000,5774.34,83.3848,5884.72,80.7593,-14102.744140625,428,428
2145000,5512.16,86.6423,5697.54,85.1748,-14223.78515625,429,429
2150000,6245.63,76.7833,5830.46,76.5042,-13695.8095703125,430,430
2155000,6089.85,77.6873,5349.33,78.371,-13715.4365234375,431,431
2160000,5905.48,77.7292,5789.69,77.8869,-13765.9736328125,432,432
2165000,5850.6,85.8256,5595.18,87.5843,-14280.0107421875,433,433
2170000,6227.66,85.0443,5785.68,82.5072,-14383.8447265625,434,434
2175000,6162.37,85.8346,5768.35,83.9828,-14280.177734375,435,435
2180000,6172.34,84.9692,5814.73,80.2534,-14304.541015625,436,436
2185000,6167.8,85.6403,5783.4,82.5528,-14454.513671875,437,437
2190000,6269.14,85.8601,5760.79,82.8552,-14415.0087890625,438,438
2195000,6039.09,83.6632,5925.45,80.6727,-14420.1162109375,439,439
2200000,6062.94,76.1381,5650.0,73.1254,-13616.1787109375,440,440
2205000,6256.07,86.1062,5859.59,82.94,-14523.2568359375,441,441
2210000,6077.86,84.4136,5664.42,84.1063,-14485.990234375,442,442
2215000,6245.49,77.4052,5462.07,74.0482,-13956.712890625,443,443
2220000,6079.67,74.8821,5731.99,73.9799,-13549.0703125,444,444
2225000,6156.53,85.8257,5552.2,85.1272,-14623.4111328125,445,445
2230000,5915.71,87.0198,5313.56,85.754,-14645.3515625,446,446
2235000,6149.93,88.3677,5817.1,89.5916,-14659.578125,447,447
2240000,5860.03,86.5342,5715.31,85.1768,-14605.7666015625,448,448
2245000,6110.33,82.1363,5517.46,83.3251,-14420.796875,449,449
2250000,5574.66,88.5495,5778.41,86.7115,-14826.1923828125,450,450
2255000,6215.55,87.076,5864.37,86.3096,-14808.634765625,451,451
2260000,5980.82,77.1264,5782.43,80.1244,-14058.736328125,452,452
2265000,6169.9,85.3708,5450.1,82.8893,-14661.7412109375,453,453
2270000,6225.01,86.4919,5562.78,82.7638,-14787.185546875,454,454
2275000,6250.86,79.9417,5860.4,79.1509,-14577.7890625,455,455
2280000,6248.99,87.575,5750.68,83.5006,-14904.8134765625,456,456
2285000,5627.87,87.455,5714.7,84.7739,-14849.3095703125,457,457
2290000,5744.42,85.5997,5626.12,79.2556,-14879.712890625,458,458
2295000,5428.88,86.0556,5213.88,85.9601,-14749.6689453125,459,459
2300000,5887.3,83.782,5509.1,79.5124,-14786.6279296875,460,460
2305000,6060.88,85.3739,4816.86,83.7011,-14938.0380859375,461,461
2310000,6163.42,80.3926,5857.46,80.8489,-14724.94921875,462,462
2315000,6145.24,81.115,5689.02,83.5542,-14926.6171875,463,463
2320000,6256.97,85.7195,5605.28,83.2477,-15001.119140625,464,464
2325000,5854.59,85.4411,5728.9,84.3275,-15018.337890625,465,465
2330000,5814.99,84.5178,5581.6,81.7815,-15045.1015625,466,466
2335000,5851.7,87.4536,5016.33,83.9988,-15293.4453125,467,467
2340000,6235.69,74.9151,5595.28,74.1748,-14075.009765625,468,468
2345000,5795.36,86.8361,5753.37,87.007,-15155.927734375,469,469
2350000,5376.51,87.1115,5869.64,86.5866,-15276.60546875,470,470
2355000,5900.05,86.4875,4971.29,83.6288,-15118.5859375,471,471
2360000,5898.07,86.6494,5350.1,84.8541,-15098.7421875,472,472
2365000,5062.95,77.1167,5676.81,78.3856,-14422.1396484375,473,473
2370000,6265.84,75.6898,5689.4,76.9321,-14317.2021484375,474,474
2375000,5667.85,75.2064,5481.29,77.6504,-14387.138671875,475,475
2380000,6101.63,86.7143,5685.46,87.1223,-15277.2783203125,476,476
2385000,5417.49,86.1341,4719.87,83.3499,-15253.51953125,477,477
2390000,5960.09,88.4909,5267.35,86.2805,-15351.30078125,478,478
2395000,6089.65,85.9955,5018.63,82.3018,-15216.8193359375,479,479
2400000,6134.4,74.4197,5150.73,74.8298,-14169.279296875,480,480
2405000,5875.09,87.2551,5564.22,84.7358,-15257.5927734375,481,481
2410000,5872.37,74.2263,5568.88,73.0866,-14113.7578125,482,482
2415000,6208.67,86.679,5754.3,84.6477,-15428.958984375,483,483
2420000,5862.03,86.5668,5279.81,82.2349,-15446.279296875,484,484
2425000,6016.62,87.008,5322.14,84.2205,-15515.125,485,485
2430000,5426.01,87.3997,4883.86,86.6343,-15553.439453125,486,486
2435000,6081.0,75.5514,5332.94,74.7186,-14341.1787109375,487,487
2440000,5570.41,79.5191,5339.82,81.357,-15029.73828125,488,488
2445000,5899.31,86.8932,5068.59,85.5135,-15674.05859375,489,489
2450000,5988.98,87.5687,5524.43,86.1509,-15631.189453125,490,490
2455000,5900.18,85.5192,5468.58,85.09,-15670.564453125,491,491
2460000,6277.58,83.9499,5310.92,81.3244,-15505.2939453125,492,492
2465000,6250.3,84.4842,5446.22,82.2153,-15499.3896484375,493,493
2470000,6178.02,86.2605,5661.77,86.1627,-15696.2177734375,494,494
2475000,5515.0,86.4777,5605.98,86.2869,-15694.974609375,495,495
2480000,5799.1,76.2899,5752.86,79.8625,-14890.703125,496,496
2485000,5956.7,85.234,5861.41,84.3396,-15659.10546875,497,497
2490000,5973.6,87.2967,5574.63,86.8621,-15739.4140625,498,498
2495000,5832.22,85.6961,5224.01,83.9493,-15713.103515625,499,499
2500000,5665.13,85.3136,5553.1,84.2949,-15661.6982421875,500,500
2505000,6220.69,86.0015,5821.61,87.1966,-15649.9736328125,501,501
2510000,5914.9,87.3349,5853.06,86.9705,-15828.0029296875,502,502
2515000,5128.47,86.5105,5045.99,85.5491,-15859.123046875,503,503
2520000,5925.31,84.6474,5353.73,82.9976,-15776.6611328125,504,504
2525000,6155.25,86.6044,4621.21,84.6409,-15834.568359375,505,505
2530000,5596.81,86.2558,5144.01,84.6197,-15854.83984375,506,506
2535000,5938.66,86.3231,5364.17,87.9627,-15931.517578125,507,507
2540000,6019.58,82.1135,5538.56,83.2114,-15611.2802734375,508,508
2545000,6177.23,86.9141,5671.0,87.7397,-15877.4287109375,509,509
2550000,6185.03,87.1589,5763.81,86.0781,-15952.544921875,510,510
2555000,5661.59,86.8339,5651.37,88.1249,-15862.4228515625,511,511
2560000,6013.36,86.3613,5523.63,85.7673,-15936.3955078125,512,512
2565000,5874.97,76.1379,5574.32,79.2266,-14876.8291015625,513,513
2570000,6091.64,77.0072,5217.65,79.2391,-14897.84765625,514,514
2575000,5582.13,80.0523,5031.91,84.5718,-15600.240234375,515,515
2580000,5906.72,84.8113,5108.58,83.4169,-15772.9609375,516,516
2585000,6040.25,79.9879,5637.27,83.0516,-15585.19921875,517,517
2590000,5940.52,87.9002,5307.77,90.3887,-16137.8154296875,518,518
2595000,5963.79,75.9213,5174.37,78.7898,-14971.427734375,519,519
2600000,5592.33,87.9594,5799.61,89.1389,-16231.8076171875,520,520
2605000,5785.14,77.9499,5842.04,84.1962,-15435.861328125,521,521
2610000,5266.35,86.387,5039.08,86.8563,-16116.06640625,522,522
2615000,6155.31,78.1039,5102.32,80.9171,-15188.921875,523,523
2620000,6123.25,87.8093,5314.62,87.2197,-16146.064453125,524,524
2625000,6154.88,80.421,5692.06,81.9005,-15734.8212890625,525,525
2630000,6179.84,86.7306,5388.17,88.1253,-16255.390625,526,526
2635000,5965.01,88.6097,5456.64,87.0219,-16229.3359375,527,527
2640000,5598.2,86.4863,4694.07,88.1802,-16230.30078125,528,528
2645000,6175.18,72.6079,5107.51,68.5845,-13957.1650390625,529,529
2650000,5534.58,87.9034,5575.02,88.6062,-16240.869140625,530,530
2655000,5885.91,82.5013,5329.25,87.7565,-16124.6259765625,531,531
2660000,5936.25,87.8019,4835.54,86.2009,-16253.48828125,532,532
2665000,6026.15,87.7133,5549.14,89.2596,-16388.150390625,533,533
2670000,6051.83,88.5221,5628.34,90.5704,-16400.0546875,534,534
2675000,6159.68,87.3535,5232.04,88.81,-16351.966796875,535,535
2680000,5788.01,76.4624,5513.02,76.9273,-15365.0,536,536
2685000,6160.75,80.455,5806.96,84.7253,-16044.771484375,537,537
2690000,5811.22,79.6769,5015.54,82.596,-15919.3095703125,538,538
2695000,6037.32,87.6086,5449.43,91.0717,-16351.30078125,539,539
2700000,6207.77,87.4975,5826.97,87.1029,-16474.703125,540,540
2705000,6101.23,84.4454,5466.35,85.8187,-16292.7265625,541,541
2710000,5774.83,86.1395,5585.78,88.3111,-16317.703125,542,542
2715000,6145.43,86.089,5470.76,85.5443,-16419.677734375,543,543
2720000,5968.24,86.4576,5567.2,88.0913,-16502.966796875,544,544
2725000,6181.13,85.8519,5811.21,88.3585,-16395.583984375,545,545
2730000,5588.0,86.3608,5146.42,88.1713,-16534.13671875,546,546
2735000,5881.95,76.1659,5019.75,76.931,-15189.5830078125,547,547
2740000,6115.31,87.541,5536.09,90.23,-16631.123046875,548,548
2745000,5491.53,87.245,5699.66,91.9799,-16608.56640625,549,549
2750000,5834.38,87.5246,5750.01,88.8386,-16525.54296875,550,550
2755000,5650.94,81.905,5279.14,82.3411,-16327.8408203125,551,551
2760000,5800.89,88.6257,5241.95,90.3111,-16679.302734375,552,552
2765000,5503.62,76.2123,4646.81,79.9951,-15373.236328125,553,553
2770000,6057.5,82.7635,5210.74,88.7971,-16389.728515625,554,554
2775000,6102.93,88.852,4803.71,93.3768,-16766.630859375,555,555
2780000,6038.59,88.2637,5318.26,90.8704,-16737.1640625,556,556
2785000,5876.22,87.2298,5564.98,86.5647,-16634.1640625,557,557
2790000,5847.18,88.3016,5459.35,89.7592,-16729.484375,558,558
2795000,5825.33,86.7637,5408.39,89.0836,-16664.814453125,559,559
2800000,6106.57,75.7149,5812.34,77.6387,-15186.248046875,560,560
2805000,5611.79,87.813,5121.77,91.5271,-16709.939453125,561,561
2810000,5388.79,88.7569,5313.11,94.1479,-16780.369140625,562,562
2815000,5319.53,86.6278,4921.45,88.1999,-16784.380859375,563,563
2820000,5443.28,79.1741,5281.77,85.6381,-16169.119140625,564,564
2825000,6198.0,86.8291,5060.97,90.4079,-16860.837890625,565,565
2830000,5784.49,76.5895,5257.17,76.7388,-15502.9462890625,566,566
2835000,5576.47,86.9872,5690.44,87.1624,-16738.326171875,567,567
2840000,5513.93,78.1633,4855.65,85.6538,-16085.1455078125,568,568
2845000,5602.41,88.2988,5034.47,90.682,-16798.5625,569,569
2850000,5713.25,85.9615,5062.37,88.1034,-16759.3984375,570,570
2855000,5629.67,77.2672,4929.15,80.8254,-16040.791015625,571,571
2860000,5512.48,87.4011,5119.95,89.3757,-16915.140625,572,572
2865000,5762.17,88.8451,5140.31,91.8112,-16925.853515625,573,573
2870000,5537.39,76.4508,5105.58,79.0673,-15418.876953125,574,574
2875000,5830.41,88.4783,5124.87,90.8432,-16961.806640625,575,575
2880000,5760.5,86.8074,5062.37,88.0406,-16854.509765625,576,576
2885000,5725.7,85.2273,5271.96,85.0417,-16805.095703125,577,577
2890000,4932.95,86.0388,5406.7,87.7715,-16886.3515625,578,578
2895000,5857.77,77.2391,5479.8,82.7617,-15939.1494140625,579,579
2900000,5476.69,83.3769,5405.31,86.3156,-16817.275390625,580,580
2905000,5685.57,86.989,4921.61,90.9205,-16991.287109375,581,581
2910000,5559.22,80.4476,5182.55,84.4285,-16519.078125,582,582
2915000,5854.7,80.3555,5495.95,84.8731,-16635.02734375,583,583
2920000,5325.63,78.9807,5744.51,84.3154,-16294.1689453125,584,584
2925000,5943.41,86.2841,5752.05,89.222,-16938.568359375,585,585
2930000,5795.16,70.3505,4890.95,57.1573,-11943.28515625,586,586
2935000,5825.78,75.6411,5601.36,78.891,-15590.404296875,587,587
2940000,5209.6,86.7054,4407.98,87.3131,-17067.494140625,588,588
2945000,5645.86,85.2004,5520.67,87.9183,-16963.884765625,589,589
2950000,5533.84,82.2736,4931.3,86.5045,-16820.529296875,590,590
2955000,5910.63,73.8497,5495.78,71.5356,-14715.8798828125,591,591
2960000,5897.55,87.2845,5794.36,89.1887,-17150.767578125,592,592
2965000,5173.09,86.4363,4968.96,86.0091,-17121.236328125,593,593
2970000,5798.53,73.1131,5318.88,71.503,-14342.7158203125,594,594
2975000,6013.77,86.9897,5149.19,89.6936,-17149.42578125,595,595
2980000,5555.47,86.7293,5803.75,87.7646,-17184.44921875,596,596
2985000,5889.83,86.0109,5783.62,87.014,-17170.060546875,597,597
2990000,5669.1,84.942,5217.82,87.9703,-17136.630859375,598,598
2995000,5816.44,75.5647,5410.07,75.7515,-15726.1318359375,599,599
