Real Det Return,Running Env Steps,Real Sto Return,Running Reverse KL,Reward Loss,Running Forward KL,Itration,Running Update Time
5107.18,1960000,3405.42,57.1392,-11074.9560546875,77.262,392,392
5503.5,1965000,4799.57,56.9296,-11083.8515625,73.6855,393,393
5216.37,1970000,3581.1,50.2989,-11252.283203125,71.7516,394,394
5143.28,1975000,4382.54,57.8384,-11075.744140625,77.0679,395,395
4604.02,1980000,3619.68,44.293,-11450.3671875,69.2374,396,396
4852.47,1985000,4178.02,57.1797,-11455.9345703125,73.5327,397,397
4888.26,1990000,4514.91,59.1543,-11172.2548828125,77.093,398,398
5180.27,1995000,3618.68,56.1062,-11386.732421875,74.8815,399,399
5317.2,2000000,4995.22,51.9637,-11576.7197265625,71.1748,400,400
5139.45,2005000,4752.14,56.4796,-11643.0380859375,74.2816,401,401
4851.11,2010000,4172.44,56.1859,-11670.7861328125,73.8182,402,402
5108.02,2015000,4367.83,61.2185,-11562.2421875,78.4842,403,403
5448.48,2020000,4506.69,62.0657,-11499.87890625,79.0215,404,404
5437.18,2025000,4828.51,61.2855,-11506.248046875,80.2498,405,405
5394.43,2030000,4223.57,58.9884,-11722.1640625,77.974,406,406
5218.46,2035000,4540.53,59.7472,-11747.7607421875,77.651,407,407
5579.91,2040000,4754.5,52.9765,-11729.181640625,72.2478,408,408
5509.99,2045000,4916.17,59.623,-11699.736328125,79.753,409,409
5487.56,2050000,4882.09,53.9849,-11645.181640625,73.5125,410,410
5426.05,2055000,5035.79,63.6042,-11834.505859375,80.9844,411,411
5483.81,2060000,5120.67,61.8042,-11822.4677734375,77.7935,412,412
5405.94,2065000,4904.78,46.9706,-11824.5986328125,70.186,413,413
5624.79,2070000,4998.82,65.159,-11890.375,80.3903,414,414
5159.39,2075000,4880.73,61.4413,-11823.875,75.9461,415,415
5594.38,2080000,4548.7,56.1965,-11952.1025390625,73.6459,416,416
5460.19,2085000,4602.81,60.6186,-11877.189453125,75.4193,417,417
5282.85,2090000,4876.62,63.996,-12072.072265625,78.3686,418,418
5373.12,2095000,4985.99,60.5675,-11966.6357421875,74.0595,419,419
5015.09,2100000,5136.98,64.2166,-12063.2509765625,78.8374,420,420
5243.41,2105000,4854.34,59.7707,-11979.6640625,74.898,421,421
5198.5,2110000,4904.88,55.779,-12055.865234375,73.1985,422,422
5156.15,2115000,4999.12,63.3592,-12177.150390625,79.3787,423,423
5695.66,2120000,5027.86,55.793,-12104.888671875,73.3029,424,424
5347.73,2125000,4995.61,61.5522,-12032.73046875,77.9553,425,425
5296.2,2130000,4743.98,63.753,-12026.79296875,78.4915,426,426
5006.45,2135000,4982.8,59.1212,-12225.0576171875,74.6448,427,427
5625.22,2140000,5110.48,63.6328,-12115.412109375,79.0589,428,428
5241.98,2145000,5219.54,64.3822,-12175.6865234375,80.1345,429,429
5716.63,2150000,4726.01,64.7108,-12237.8056640625,79.9336,430,430
5139.45,2155000,4355.5,63.3197,-12542.904296875,80.3441,431,431
5406.95,2160000,5022.25,56.0879,-12379.2265625,73.7182,432,432
5411.91,2165000,4678.65,64.2293,-12501.5947265625,80.3191,433,433
5111.27,2170000,4682.32,65.2744,-12264.33203125,81.1998,434,434
5774.69,2175000,5255.71,57.5295,-12391.3779296875,75.2444,435,435
5230.35,2180000,4871.12,57.0208,-12422.3837890625,73.8651,436,436
5477.25,2185000,4508.16,58.0136,-12440.462890625,75.6668,437,437
5525.47,2190000,4940.69,58.0006,-12424.9970703125,76.0159,438,438
5294.95,2195000,5142.35,63.3463,-12386.1474609375,77.0782,439,439
5041.71,2200000,4505.74,56.6726,-12437.0322265625,75.0992,440,440
5184.78,2205000,5012.09,66.4141,-12559.0029296875,81.9873,441,441
5009.28,2210000,4952.46,57.522,-12709.958984375,73.8418,442,442
5529.09,2215000,5121.17,62.6949,-12388.8984375,76.9207,443,443
5011.45,2220000,4415.75,59.9106,-12559.8203125,75.397,444,444
5679.69,2225000,4684.37,57.18,-12532.1025390625,73.407,445,445
5691.01,2230000,4869.18,59.2313,-12398.29296875,74.3525,446,446
5604.92,2235000,5266.43,59.8883,-12842.78125,77.9443,447,447
5625.44,2240000,5150.4,66.6765,-12502.177734375,79.8998,448,448
5276.5,2245000,5087.65,60.4907,-12630.7763671875,73.0035,449,449
5313.31,2250000,4734.9,61.2767,-12845.791015625,74.8317,450,450
5415.87,2255000,5092.95,63.2094,-12550.109375,80.5024,451,451
5414.55,2260000,5259.07,70.3129,-12662.0654296875,83.4432,452,452
5418.73,2265000,4847.92,58.2474,-12767.44140625,73.0659,453,453
5131.86,2270000,5170.22,63.0896,-12772.5146484375,75.1735,454,454
5439.8,2275000,4433.34,67.2569,-12767.33203125,80.7735,455,455
5797.4,2280000,5001.79,69.3714,-12879.0888671875,82.3547,456,456
5826.95,2285000,5130.58,61.6414,-12817.4072265625,75.4889,457,457
5226.52,2290000,4840.99,66.4277,-12782.6767578125,82.0612,458,458
5376.7,2295000,4384.29,61.8835,-12856.435546875,74.2832,459,459
5631.76,2300000,4836.25,68.3731,-13056.083984375,81.2029,460,460
5699.42,2305000,5067.55,68.8826,-13035.69140625,81.1758,461,461
5761.67,2310000,4476.02,67.2161,-13186.583984375,81.0828,462,462
5076.9,2315000,5069.59,53.5197,-13064.798828125,73.564,463,463
5585.07,2320000,5218.38,62.3288,-12935.4677734375,77.6073,464,464
5055.6,2325000,4655.8,67.4534,-12902.771484375,82.7473,465,465
5415.35,2330000,5228.53,59.1707,-13178.3408203125,73.4142,466,466
5484.7,2335000,5139.21,64.7818,-13035.6826171875,78.1735,467,467
5354.25,2340000,5002.1,66.5276,-13186.767578125,80.2032,468,468
5826.87,2345000,5245.81,60.3447,-13005.7373046875,73.6257,469,469
5295.72,2350000,4649.4,60.8619,-12990.2138671875,78.5572,470,470
5565.52,2355000,4555.9,64.246,-13257.6103515625,78.286,471,471
5481.7,2360000,4864.75,55.5852,-13094.1318359375,71.4629,472,472
5856.19,2365000,5332.34,57.641,-13182.46875,72.9478,473,473
5753.35,2370000,5177.88,60.8686,-13188.2001953125,73.1004,474,474
5816.36,2375000,4880.05,66.2054,-13338.0341796875,78.2181,475,475
5132.7,2380000,5088.52,64.7603,-13207.130859375,77.959,476,476
5638.58,2385000,5244.51,55.9636,-13246.462890625,71.4022,477,477
5850.61,2390000,4957.8,63.2814,-13332.1474609375,77.3006,478,478
5594.61,2395000,5084.85,60.3063,-13558.583984375,73.4733,479,479
5612.58,2400000,5006.07,63.5338,-13546.048828125,79.046,480,480
5721.73,2405000,4851.77,66.0561,-13466.3408203125,78.5412,481,481
5499.44,2410000,5101.24,56.2911,-13286.14453125,71.921,482,482
5630.72,2415000,5170.87,62.2518,-13400.966796875,76.2495,483,483
5810.57,2420000,5232.85,55.2217,-13500.30859375,72.2703,484,484
5652.22,2425000,5036.31,62.6951,-13704.85546875,77.4166,485,485
5666.54,2430000,5375.95,64.4023,-13610.9521484375,79.0599,486,486
5895.55,2435000,5281.1,62.3316,-13854.904296875,78.2547,487,487
4927.72,2440000,4722.62,61.9522,-13752.375,77.9047,488,488
5504.4,2445000,5293.95,63.7994,-13748.9091796875,78.8151,489,489
5832.76,2450000,5067.34,58.104,-13642.1572265625,72.9228,490,490
5913.94,2455000,4962.23,55.9909,-13599.599609375,71.6574,491,491
5899.79,2460000,4663.85,61.2845,-13716.552734375,77.4425,492,492
5156.92,2465000,4912.98,55.3028,-13779.4765625,72.1956,493,493
5587.98,2470000,5182.14,64.1009,-14236.3916015625,79.556,494,494
5591.84,2475000,5066.04,65.7647,-14048.736328125,80.9138,495,495
5784.77,2480000,5140.4,67.0028,-14098.9853515625,79.1577,496,496
5554.33,2485000,4748.58,64.0934,-14191.7666015625,78.232,497,497
5726.95,2490000,5177.55,63.1984,-14214.4501953125,77.355,498,498
5763.08,2495000,5245.79,57.093,-14132.6875,73.1701,499,499
5841.03,2500000,5081.99,69.3435,-14383.353515625,81.6343,500,500
5714.11,2505000,5368.99,63.6183,-14165.615234375,78.226,501,501
5616.18,2510000,5299.93,64.9959,-14216.1064453125,81.2486,502,502
5308.24,2515000,4832.12,63.1037,-14115.90234375,75.7566,503,503
5676.24,2520000,5199.42,64.403,-14389.3544921875,76.7092,504,504
5901.34,2525000,4790.73,63.4045,-14341.966796875,77.7724,505,505
5819.61,2530000,5107.91,64.8099,-14383.419921875,79.1252,506,506
5084.15,2535000,5127.48,63.0566,-14498.1494140625,76.7747,507,507
5889.99,2540000,5228.69,61.2213,-14392.1416015625,76.8477,508,508
5334.69,2545000,5329.08,61.9727,-14468.0771484375,77.2009,509,509
5937.93,2550000,5258.43,63.0502,-14761.13671875,78.0185,510,510
5458.94,2555000,4768.15,65.4953,-14565.24609375,78.9111,511,511
4660.73,2560000,5218.88,60.0396,-14559.4375,73.7775,512,512
5531.6,2565000,5216.48,65.7933,-14677.6630859375,76.4876,513,513
5428.66,2570000,4810.04,60.7896,-14206.5751953125,75.5115,514,514
5051.74,2575000,4556.9,63.8252,-14474.3828125,77.6072,515,515
5599.18,2580000,4388.93,57.7045,-14126.5849609375,72.3158,516,516
5485.92,2585000,4447.92,66.8317,-14547.7412109375,78.9782,517,517
5983.53,2590000,5183.32,65.1488,-14693.9814453125,78.2201,518,518
5519.63,2595000,4954.26,65.919,-14766.7861328125,79.1847,519,519
5369.76,2600000,5098.44,63.3776,-14685.5732421875,77.4967,520,520
5535.31,2605000,5047.1,66.0678,-14764.3525390625,78.7273,521,521
5606.49,2610000,3941.33,59.3494,-14424.1748046875,74.6227,522,522
5268.29,2615000,4260.94,66.6173,-14770.3076171875,78.1051,523,523
5339.55,2620000,4957.3,63.5416,-14606.341796875,78.5046,524,524
4735.44,2625000,4573.66,62.3874,-14915.853515625,74.9393,525,525
5218.48,2630000,4708.12,68.093,-14914.806640625,80.5646,526,526
5416.34,2635000,5053.84,63.497,-14915.333984375,77.8864,527,527
5765.02,2640000,4896.41,67.2771,-15139.0283203125,80.5406,528,528
4781.81,2645000,4594.65,54.2681,-14632.99609375,70.9966,529,529
5397.62,2650000,3582.81,64.2074,-15092.115234375,78.039,530,530
5755.85,2655000,4685.02,65.6795,-14954.5341796875,77.7628,531,531
5974.12,2660000,4685.72,66.6453,-14919.12890625,79.1964,532,532
5555.21,2665000,5007.68,57.6401,-14963.85546875,73.4782,533,533
5111.15,2670000,5080.51,57.4369,-14620.04296875,71.0875,534,534
4889.65,2675000,5069.85,56.5581,-14655.3818359375,72.4758,535,535
5661.25,2680000,5038.02,67.7449,-14888.49609375,79.746,536,536
4882.13,2685000,4848.69,57.007,-14856.970703125,73.9964,537,537
5891.02,2690000,4944.58,59.1298,-14732.6083984375,72.3361,538,538
5633.07,2695000,5283.34,64.383,-15032.859375,77.5766,539,539
5631.32,2700000,4915.87,56.5415,-14753.5302734375,71.7514,540,540
5511.92,2705000,4281.32,58.9158,-14726.8408203125,71.9247,541,541
5232.74,2710000,5128.81,61.1606,-14844.740234375,75.0331,542,542
5399.82,2715000,5038.46,66.3908,-15055.5498046875,77.4289,543,543
5281.26,2720000,4916.53,60.0935,-14923.6962890625,74.7366,544,544
5609.48,2725000,4381.58,64.0567,-15173.3876953125,79.4486,545,545
5660.02,2730000,5331.24,59.1276,-14806.865234375,73.3545,546,546
5437.74,2735000,5006.28,66.3929,-14882.619140625,80.9808,547,547
5931.62,2740000,5308.85,64.0555,-15193.263671875,78.5439,548,548
5809.57,2745000,4470.41,60.2248,-14841.2919921875,72.3615,549,549
5917.14,2750000,4316.96,64.3798,-15328.2392578125,77.3158,550,550
5712.15,2755000,5236.05,62.9816,-15267.99609375,78.0351,551,551
5434.07,2760000,4734.42,63.4535,-14821.54296875,77.0713,552,552
5552.61,2765000,3717.76,65.7495,-15023.6767578125,78.2948,553,553
5917.62,2770000,4709.1,63.1194,-14840.9619140625,78.0356,554,554
5792.3,2775000,5054.84,59.7909,-14781.7060546875,74.4565,555,555
5972.92,2780000,4713.36,59.0823,-14919.1787109375,74.8179,556,556
5761.82,2785000,5485.66,66.0135,-15325.3544921875,78.8869,557,557
5630.62,2790000,5123.53,56.8868,-14941.3740234375,73.4747,558,558
5547.64,2795000,4949.55,61.5009,-15273.7978515625,77.9548,559,559
5302.26,2800000,5180.25,64.4021,-15183.921875,78.6181,560,560
5604.39,2805000,5332.6,54.3412,-14776.365234375,71.1933,561,561
6014.29,2810000,4981.36,58.218,-15253.42578125,73.0433,562,562
5719.91,2815000,5178.2,61.7515,-15290.2998046875,73.8126,563,563
5642.66,2820000,5349.44,54.1892,-14962.1328125,71.088,564,564
6092.28,2825000,5235.85,64.6771,-15536.9873046875,76.9736,565,565
5869.03,2830000,5455.86,62.3458,-15348.806640625,77.113,566,566
5829.6,2835000,4899.61,65.429,-15624.2958984375,76.8227,567,567
5905.96,2840000,5226.28,58.0028,-15021.07421875,73.4017,568,568
5656.45,2845000,5358.7,65.4612,-15494.13671875,78.2911,569,569
5777.95,2850000,5406.36,64.5165,-15218.0927734375,77.1963,570,570
5557.35,2855000,5052.97,63.0458,-15340.951171875,75.9188,571,571
5250.84,2860000,5659.25,59.9999,-15234.037109375,73.5076,572,572
5306.68,2865000,5435.9,63.5003,-15494.646484375,75.6139,573,573
5684.48,2870000,5033.44,63.1562,-15605.7861328125,78.1071,574,574
5964.78,2875000,5584.37,68.1532,-15644.4873046875,79.7517,575,575
5426.85,2880000,5108.92,68.5273,-15681.2021484375,80.2672,576,576
5839.35,2885000,5490.7,64.9251,-15659.33203125,77.1281,577,577
5936.26,2890000,5382.17,63.3968,-15686.349609375,76.737,578,578
5620.07,2895000,5059.76,56.3591,-15428.373046875,72.4892,579,579
5890.19,2900000,4075.97,67.4351,-15802.556640625,77.9246,580,580
5068.71,2905000,5103.28,68.8467,-15999.708984375,80.8206,581,581
5262.03,2910000,4698.43,67.0004,-15968.6318359375,80.4239,582,582
5439.18,2915000,4373.32,66.2642,-15823.89453125,80.6586,583,583
5367.12,2920000,3859.73,62.1492,-15838.0107421875,74.819,584,584
4725.94,2925000,3914.65,67.0566,-15902.8916015625,78.5623,585,585
5120.89,2930000,4210.04,65.3121,-15988.296875,79.1127,586,586
5158.63,2935000,4908.3,64.6294,-15811.4990234375,78.9995,587,587
5381.33,2940000,4244.86,63.262,-15682.6591796875,74.0552,588,588
5456.45,2945000,4825.44,67.027,-15985.3359375,80.1413,589,589
5392.93,2950000,4419.7,53.3295,-15288.7744140625,70.9663,590,590
5764.79,2955000,4599.86,59.3828,-15384.419921875,72.0343,591,591
4576.11,2960000,4058.29,63.6337,-16175.7548828125,78.1787,592,592
5819.06,2965000,4143.68,66.121,-16203.861328125,79.8218,593,593
5022.38,2970000,2848.78,64.1579,-16155.5712890625,78.9729,594,594
5237.52,2975000,3720.34,57.4025,-15660.1982421875,71.8645,595,595
3266.82,2980000,2978.89,48.6468,-15477.8056640625,69.532,596,596
2742.81,2985000,2127.34,45.4332,-14922.2236328125,68.7147,597,597
4589.75,2990000,3221.72,66.6916,-16244.8671875,79.0473,598,598
5531.36,2995000,4158.28,67.9461,-16195.2705078125,80.5859,599,599
