Running Forward KL,Running Env Steps,Itration,Reward Loss,Running Update Time,Running Reverse KL,Real Sto Return,Real Det Return
76.4329,2040000,408,-19270.69921875,408,31.3004,272.01,851.95
76.4113,2045000,409,-19306.009765625,409,31.5779,283.98,843.06
75.1898,2050000,410,-19312.552734375,410,31.4746,284.42,905.66
75.7447,2055000,411,-19300.08984375,411,31.0139,285.03,805.9
75.234,2060000,412,-19264.10546875,412,31.4979,220.16,854.14
75.5814,2065000,413,-19329.5859375,413,31.2491,303.55,801.37
74.9378,2070000,414,-19236.087890625,414,31.3776,219.51,995.03
76.3947,2075000,415,-19298.16015625,415,31.6943,243.72,887.07
75.1942,2080000,416,-19360.2109375,416,31.4491,305.39,902.5
75.3664,2085000,417,-19348.677734375,417,31.297,333.18,951.76
75.9589,2090000,418,-19303.576171875,418,31.3837,327.58,847.47
74.8478,2095000,419,-19223.921875,419,30.8433,292.39,843.86
75.6038,2100000,420,-19285.693359375,420,30.7968,267.03,804.75
75.6598,2105000,421,-19286.337890625,421,31.2301,203.92,942.69
76.1325,2110000,422,-19351.1875,422,31.4012,277.55,801.94
75.8548,2115000,423,-19350.80078125,423,31.3274,318.23,898.25
75.5783,2120000,424,-19377.78515625,424,31.6434,252.86,838.09
75.2261,2125000,425,-19346.537109375,425,31.1983,235.53,902.84
75.7097,2130000,426,-19319.8125,426,30.2707,247.49,897.61
75.7531,2135000,427,-19332.0234375,427,31.4379,289.64,904.63
75.8011,2140000,428,-19415.66015625,428,31.6935,311.15,796.36
75.2501,2145000,429,-19305.673828125,429,31.3149,244.47,897.4
76.007,2150000,430,-19367.521484375,430,31.5715,273.1,848.77
75.1816,2155000,431,-19341.671875,431,31.5049,333.06,795.94
75.7469,2160000,432,-19350.1640625,432,31.4654,234.38,747.13
75.6325,2165000,433,-19406.26953125,433,31.4242,315.88,705.0
76.5207,2170000,434,-19469.650390625,434,31.808,233.63,940.23
75.2629,2175000,435,-19359.138671875,435,31.2389,285.18,836.35
75.3712,2180000,436,-19330.146484375,436,31.0351,316.22,893.27
75.6185,2185000,437,-19423.740234375,437,31.3927,309.73,799.49
75.4674,2190000,438,-19427.759765625,438,31.1545,289.45,686.28
75.8593,2195000,439,-19342.640625,439,31.1411,267.4,888.31
75.8961,2200000,440,-19372.806640625,440,31.1121,254.7,743.74
75.7731,2205000,441,-19400.974609375,441,31.5448,261.94,792.83
75.0122,2210000,442,-19322.28515625,442,31.3392,336.6,993.23
74.9027,2215000,443,-19437.076171875,443,31.8349,302.92,793.11
75.4322,2220000,444,-19422.892578125,444,31.6344,259.67,899.85
75.9497,2225000,445,-19436.279296875,445,31.8115,273.54,792.7
75.8316,2230000,446,-19367.611328125,446,31.5326,241.18,899.18
75.0838,2235000,447,-19389.09765625,447,31.0562,290.66,886.79
76.039,2240000,448,-19394.38671875,448,31.6096,290.89,747.78
75.2779,2245000,449,-19470.712890625,449,31.7581,288.13,851.47
75.1535,2250000,450,-19380.044921875,450,31.9773,233.0,695.52
75.853,2255000,451,-19422.248046875,451,31.3921,283.45,797.49
75.8523,2260000,452,-19461.46484375,452,31.5359,299.29,847.4
75.7058,2265000,453,-19478.345703125,453,31.675,208.44,748.24
75.2349,2270000,454,-19492.142578125,454,31.7813,267.6,887.45
75.38,2275000,455,-19489.171875,455,31.3953,327.92,846.44
76.1337,2280000,456,-19497.021484375,456,31.7938,311.68,842.09
74.7311,2285000,457,-19436.27734375,457,31.1652,263.13,946.94
75.0937,2290000,458,-19374.12890625,458,30.8384,222.98,703.56
74.8873,2295000,459,-19491.5078125,459,31.6918,236.93,898.96
75.6767,2300000,460,-19439.189453125,460,31.2532,197.8,745.28
76.1423,2305000,461,-19533.1484375,461,31.6176,262.46,804.54
75.3072,2310000,462,-19392.134765625,462,31.1673,326.72,752.95
74.7867,2315000,463,-19401.22265625,463,30.9235,284.16,940.47
74.919,2320000,464,-19459.419921875,464,31.11,189.19,758.37
75.6337,2325000,465,-19523.40625,465,31.3905,270.75,840.56
75.7885,2330000,466,-19487.37109375,466,31.5381,218.84,789.75
75.1048,2335000,467,-19519.89453125,467,31.1229,287.93,797.88
75.2847,2340000,468,-19486.802734375,468,31.1631,250.69,905.71
75.1013,2345000,469,-19432.400390625,469,31.4547,146.29,886.73
75.2237,2350000,470,-19417.748046875,470,31.0502,186.4,898.75
75.477,2355000,471,-19466.533203125,471,30.8771,234.51,899.66
75.5817,2360000,472,-19431.6953125,472,31.2727,172.65,850.48
74.5748,2365000,473,-19327.66796875,473,30.9286,268.78,903.73
75.2498,2370000,474,-19443.271484375,474,31.2243,267.62,908.82
75.8237,2375000,475,-19507.892578125,475,32.0958,297.31,936.04
76.1472,2380000,476,-19477.701171875,476,31.7186,271.24,951.24
75.4022,2385000,477,-19453.62109375,477,31.5724,284.03,746.19
75.733,2390000,478,-19498.962890625,478,31.6499,237.8,847.07
76.1082,2395000,479,-19523.896484375,479,31.8856,294.49,840.56
76.3386,2400000,480,-19559.046875,480,31.6455,175.49,732.52
76.3201,2405000,481,-19492.142578125,481,31.5782,221.94,886.34
76.1002,2410000,482,-19554.150390625,482,31.6827,229.2,824.18
75.5563,2415000,483,-19483.990234375,483,31.1061,266.44,876.86
76.2142,2420000,484,-19474.9140625,484,31.6032,245.81,783.45
75.08,2425000,485,-19466.095703125,485,31.5125,309.29,865.67
75.6923,2430000,486,-19510.705078125,486,31.553,262.95,889.85
76.0665,2435000,487,-19515.603515625,487,31.5963,190.76,830.71
76.0708,2440000,488,-19515.458984375,488,31.6273,230.08,830.84
76.0418,2445000,489,-19562.23046875,489,31.9001,240.54,874.24
77.2223,2450000,490,-19533.078125,490,31.0553,230.67,639.04
76.1875,2455000,491,-19511.658203125,491,31.7073,253.91,937.29
76.3844,2460000,492,-19516.42578125,492,31.8795,297.61,876.47
75.922,2465000,493,-19496.521484375,493,31.6373,278.54,874.32
76.5631,2470000,494,-19512.37890625,494,32.3902,264.48,874.26
75.3934,2475000,495,-19527.826171875,495,31.4959,190.94,777.53
75.4727,2480000,496,-19543.900390625,496,31.4999,221.84,725.28
76.3094,2485000,497,-19518.87109375,497,31.3618,260.72,781.7
75.5051,2490000,498,-19522.8984375,498,31.7556,203.45,926.68
75.934,2495000,499,-19515.75,499,31.9059,242.24,835.33
76.0113,2500000,500,-19556.01171875,500,32.0886,297.88,837.61
76.0015,2505000,501,-19514.146484375,501,31.6663,216.83,814.67
75.8503,2510000,502,-19591.10546875,502,31.6175,283.56,778.54
75.7415,2515000,503,-19474.033203125,503,30.9733,209.24,784.84
76.2037,2520000,504,-19551.45703125,504,31.4259,240.75,824.48
75.0724,2525000,505,-19452.12109375,505,31.2793,198.01,829.59
75.7066,2530000,506,-19550.224609375,506,31.9831,250.37,777.67
75.8949,2535000,507,-19532.130859375,507,31.7242,279.83,879.34
75.1922,2540000,508,-19473.0703125,508,31.6091,232.33,735.31
76.3033,2545000,509,-19482.09375,509,31.6455,276.08,854.55
76.0185,2550000,510,-19530.60546875,510,31.8625,268.71,722.32
76.1667,2555000,511,-19523.841796875,511,31.4738,236.9,920.8
76.6456,2560000,512,-19566.90625,512,31.9711,251.73,869.54
75.9851,2565000,513,-19537.63671875,513,31.5196,219.71,816.2
75.9227,2570000,514,-19576.716796875,514,31.5984,174.47,821.61
76.0076,2575000,515,-19538.341796875,515,31.5037,248.36,768.15
75.175,2580000,516,-19543.978515625,516,31.6799,245.84,830.35
75.8206,2585000,517,-19546.962890625,517,31.6279,291.63,958.81
76.1186,2590000,518,-19583.50390625,518,32.3955,279.22,833.96
75.7196,2595000,519,-19520.068359375,519,31.3397,257.18,885.93
76.1763,2600000,520,-19530.89453125,520,31.7021,286.43,791.33
75.5585,2605000,521,-19584.43359375,521,31.6977,241.91,876.4
75.8127,2610000,522,-19526.58984375,522,31.52,229.49,835.67
75.7964,2615000,523,-19488.173828125,523,31.4254,257.75,873.14
75.5756,2620000,524,-19490.189453125,524,31.4665,245.1,834.45
76.0236,2625000,525,-19530.185546875,525,31.3799,262.01,946.65
75.8226,2630000,526,-19581.95703125,526,31.4994,267.27,742.08
76.6273,2635000,527,-19495.671875,527,31.5349,206.96,794.45
75.243,2640000,528,-19469.169921875,528,30.9789,227.25,876.66
75.8049,2645000,529,-19556.42578125,529,31.8125,240.33,927.3
75.6201,2650000,530,-19563.3359375,530,31.4318,295.37,711.11
76.5362,2655000,531,-19529.314453125,531,31.3543,261.95,787.31
75.3155,2660000,532,-19597.595703125,532,31.5262,279.19,835.2
75.7832,2665000,533,-19569.79296875,533,31.3953,296.61,689.07
75.4992,2670000,534,-19571.369140625,534,31.7281,288.42,936.77
75.6037,2675000,535,-19618.50390625,535,31.4923,287.28,740.88
75.1732,2680000,536,-19611.369140625,536,31.9756,239.66,886.54
75.1968,2685000,537,-19573.26171875,537,31.5477,260.44,942.71
75.4299,2690000,538,-19562.412109375,538,31.5354,205.01,991.84
75.8662,2695000,539,-19583.650390625,539,31.2597,247.12,782.22
75.9267,2700000,540,-19554.81640625,540,31.3896,237.18,836.77
75.5667,2705000,541,-19602.755859375,541,31.5907,261.69,795.45
74.864,2710000,542,-19563.35546875,542,31.1197,241.77,848.17
75.9684,2715000,543,-19573.603515625,543,31.4759,273.28,746.24
75.2345,2720000,544,-19575.310546875,544,31.333,263.67,794.62
75.4832,2725000,545,-19630.138671875,545,31.7535,288.17,839.88
75.8033,2730000,546,-19556.4453125,546,31.3287,223.76,799.55
75.9004,2735000,547,-19549.34765625,547,31.9319,295.67,594.08
75.675,2740000,548,-19577.765625,548,31.213,294.76,891.56
76.1934,2745000,549,-19584.4765625,549,31.0966,241.97,696.76
75.6913,2750000,550,-19602.07421875,550,31.775,221.55,788.53
75.3406,2755000,551,-19533.646484375,551,31.187,285.52,843.98
76.0882,2760000,552,-19572.6015625,552,31.6266,223.92,996.62
75.9461,2765000,553,-19567.7578125,553,31.662,217.02,649.11
76.0616,2770000,554,-19572.41796875,554,31.2622,245.1,649.18
75.6543,2775000,555,-19605.234375,555,32.1016,268.22,793.57
75.0016,2780000,556,-19542.919921875,556,31.1153,234.73,689.46
76.395,2785000,557,-19626.048828125,557,32.1708,264.36,597.91
76.1578,2790000,558,-19571.4453125,558,31.4849,262.66,743.34
76.124,2795000,559,-19554.87109375,559,31.0362,251.07,794.72
75.1723,2800000,560,-19540.046875,560,31.2882,284.35,790.58
75.8039,2805000,561,-19575.546875,561,31.6844,237.99,696.26
75.7295,2810000,562,-19494.6328125,562,31.3548,254.27,685.24
75.3874,2815000,563,-19640.888671875,563,31.2824,247.72,748.95
75.03,2820000,564,-19577.869140625,564,31.3265,271.54,847.44
74.8985,2825000,565,-19592.556640625,565,31.389,273.97,884.13
75.4387,2830000,566,-19589.546875,566,31.5492,234.71,698.65
76.2982,2835000,567,-19620.125,567,31.3903,258.04,935.73
76.3047,2840000,568,-19597.501953125,568,31.2946,241.79,698.65
75.3629,2845000,569,-19643.8046875,569,31.7488,269.02,801.34
75.2729,2850000,570,-19593.439453125,570,31.409,246.84,895.57
75.4692,2855000,571,-19636.26171875,571,31.3541,225.66,950.32
74.8328,2860000,572,-19543.041015625,572,31.4556,285.49,646.8
75.9647,2865000,573,-19610.06640625,573,31.5252,274.14,990.28
76.3026,2870000,574,-19649.91015625,574,31.0364,269.06,889.85
75.399,2875000,575,-19553.39453125,575,30.9501,250.6,887.51
75.9591,2880000,576,-19605.94140625,576,31.0869,191.21,837.96
75.4979,2885000,577,-19657.4296875,577,31.2599,268.29,831.91
75.7703,2890000,578,-19601.38671875,578,31.0761,263.95,790.42
76.2786,2895000,579,-19625.35546875,579,31.2494,262.32,793.94
75.7619,2900000,580,-19600.306640625,580,30.8976,214.86,944.21
75.1227,2905000,581,-19578.044921875,581,31.1423,200.35,890.3
75.9466,2910000,582,-19610.75,582,31.0784,268.64,841.22
75.505,2915000,583,-19602.427734375,583,30.6911,233.18,786.44
75.8897,2920000,584,-19633.568359375,584,31.1695,266.07,937.71
74.8481,2925000,585,-19510.154296875,585,30.9136,257.05,693.11
75.6811,2930000,586,-19627.1171875,586,31.3616,170.09,838.8
75.4028,2935000,587,-19619.109375,587,31.2282,271.86,746.36
75.6807,2940000,588,-19638.9609375,588,31.1624,268.86,787.02
75.6547,2945000,589,-19568.720703125,589,30.6634,242.13,789.89
74.8284,2950000,590,-19617.744140625,590,31.6213,245.83,786.49
75.0115,2955000,591,-19557.724609375,591,31.1165,241.83,774.28
75.719,2960000,592,-19636.298828125,592,31.129,206.24,941.04
75.1827,2965000,593,-19619.33203125,593,31.2931,266.27,792.24
75.3271,2970000,594,-19621.052734375,594,31.4648,250.3,894.37
75.9905,2975000,595,-19612.171875,595,30.7674,260.94,788.71
75.6262,2980000,596,-19620.244140625,596,31.04,237.14,702.48
75.0316,2985000,597,-19429.02734375,597,30.7037,214.75,786.57
75.2348,2990000,598,-19620.64453125,598,30.8713,205.18,839.01
76.0913,2995000,599,-19598.10546875,599,31.559,193.16,995.43
