Running Update Time,Real Sto Return,Running Env Steps,Real Det Return,Itration,Running Reverse KL,Reward Loss,Running Forward KL
385,3246.44,1925000,4301.17,385,4.7719,-5338.865234375,32.3528
386,2954.57,1930000,3541.0,386,4.1174,-5222.29833984375,31.0865
387,2965.02,1935000,3491.35,387,6.032,-5947.09228515625,35.4037
388,2856.33,1940000,3660.76,388,4.5524,-4920.43359375,32.5527
389,2430.05,1945000,3913.26,389,2.5207,-4327.75048828125,29.0347
390,2587.36,1950000,3799.9,390,4.3736,-4344.677734375,30.5565
391,2852.1,1955000,3683.32,391,3.7334,-4228.34033203125,30.12
392,2764.5,1960000,3825.97,392,5.7677,-6296.46923828125,34.8429
393,3203.68,1965000,3935.16,393,3.245,-4567.71337890625,29.8978
394,2402.14,1970000,4082.27,394,4.195,-5584.44287109375,31.9964
395,2961.6,1975000,4084.59,395,3.7475,-5209.43798828125,31.2474
396,2260.04,1980000,3984.42,396,4.8541,-6313.412109375,33.6928
397,3127.25,1985000,3812.82,397,3.7469,-4852.8203125,30.633
398,2871.16,1990000,4215.36,398,4.1603,-5230.0302734375,30.8444
399,2674.53,1995000,4392.85,399,3.5414,-4289.69384765625,29.38
400,2703.72,2000000,4062.11,400,5.0748,-6137.62451171875,33.5991
401,3201.83,2005000,3974.14,401,4.4068,-5558.80126953125,32.0932
402,2858.82,2010000,4112.0,402,9.2093,-7788.66650390625,38.2602
403,2110.92,2015000,4306.84,403,4.0819,-5740.6650390625,32.2464
404,2644.72,2020000,3950.64,404,4.3348,-5943.1943359375,32.5104
405,3059.79,2025000,3155.05,405,3.1655,-5081.98828125,29.9259
406,2987.87,2030000,3808.05,406,4.7411,-6110.0947265625,32.5503
407,2964.56,2035000,3298.33,407,4.0853,-6061.25537109375,31.7723
408,2499.05,2040000,3866.98,408,3.3057,-4893.41943359375,29.8303
409,2348.89,2045000,3574.47,409,2.8283,-4752.8056640625,29.371
410,3040.09,2050000,4287.06,410,3.5691,-5067.146484375,30.0676
411,2196.9,2055000,3722.36,411,4.3968,-6309.74072265625,32.6035
412,2402.91,2060000,3509.66,412,3.3666,-4674.7470703125,29.567
413,2949.96,2065000,3795.25,413,4.2435,-6113.85693359375,32.5975
414,2644.26,2070000,3387.7,414,3.3277,-5427.8955078125,30.7469
415,2864.15,2075000,3882.63,415,3.6054,-4904.1943359375,29.8247
416,2217.57,2080000,3943.62,416,4.2208,-6475.6611328125,32.7382
417,2527.4,2085000,3443.23,417,3.6311,-5899.3779296875,31.5006
418,2442.48,2090000,3825.13,418,5.3902,-7129.55615234375,34.8473
419,2352.21,2095000,3889.65,419,6.0753,-7806.69970703125,35.4861
420,2306.4,2100000,3773.87,420,5.0991,-6920.18017578125,33.9491
421,2645.24,2105000,3690.66,421,6.9465,-7897.99609375,35.667
422,2444.2,2110000,3811.61,422,4.7062,-6568.70361328125,32.2073
423,2645.87,2115000,3270.1,423,8.3962,-8560.576171875,37.6108
424,1711.2,2120000,3171.03,424,6.0907,-7566.94287109375,35.6518
425,2560.48,2125000,3812.93,425,5.5062,-7065.75927734375,34.9154
426,2544.96,2130000,3827.1,426,4.654,-6369.43896484375,32.0676
427,2244.02,2135000,3614.8,427,3.7267,-6167.07177734375,32.0499
428,2239.35,2140000,4017.45,428,4.2322,-5208.388671875,30.975
429,2587.87,2145000,3660.29,429,4.0828,-5837.79345703125,31.9194
430,3040.53,2150000,3801.54,430,6.9158,-8013.8388671875,36.5091
431,2303.91,2155000,3841.63,431,5.3365,-5452.7333984375,31.1729
432,2541.02,2160000,4168.49,432,4.8596,-5684.51025390625,31.1766
433,2269.22,2165000,3975.09,433,4.1878,-4366.58544921875,29.0245
434,2427.42,2170000,3934.29,434,4.2668,-5789.01904296875,31.2388
435,2628.85,2175000,3067.0,435,4.8514,-6655.7314453125,32.7951
436,2574.73,2180000,3644.68,436,4.5106,-6197.0771484375,32.1027
437,2536.27,2185000,3814.76,437,5.5285,-7446.34716796875,34.1265
438,2618.18,2190000,3051.8,438,7.292,-8223.2236328125,37.0705
439,1740.28,2195000,3465.36,439,5.6299,-7770.23876953125,34.525
440,2796.58,2200000,3271.78,440,4.0732,-6563.498046875,32.956
441,2698.68,2205000,3790.62,441,4.2458,-5638.919921875,31.0749
442,3118.65,2210000,4040.39,442,4.4499,-6379.75732421875,32.32
443,2962.24,2215000,3921.99,443,4.5791,-4829.02587890625,29.4238
444,2379.54,2220000,3788.36,444,5.8687,-7696.01904296875,34.9006
445,1987.19,2225000,3377.72,445,3.8619,-6738.6513671875,33.1894
446,2606.95,2230000,3944.26,446,4.9787,-5986.87353515625,31.8508
447,2519.83,2235000,4036.33,447,4.8696,-7302.83154296875,33.668
448,2606.29,2240000,3848.02,448,4.8906,-6616.2333984375,32.2087
449,2548.35,2245000,4022.69,449,5.1053,-5869.220703125,31.9681
450,2884.75,2250000,3680.62,450,4.5211,-6308.80419921875,32.5196
451,3081.85,2255000,3545.16,451,4.6526,-5938.146484375,30.781
452,2187.34,2260000,4333.32,452,4.937,-6033.654296875,31.5723
453,2660.51,2265000,3955.36,453,5.0272,-6046.7822265625,31.6025
454,2754.26,2270000,4250.43,454,4.847,-5551.681640625,30.9256
455,2207.88,2275000,4017.61,455,6.6883,-8035.9248046875,34.888
456,3130.33,2280000,4052.52,456,6.2736,-8233.833984375,35.4372
457,3396.57,2285000,3964.68,457,4.7539,-6548.69384765625,31.4633
458,2640.4,2290000,3433.86,458,3.8933,-6584.42138671875,31.9476
459,2286.1,2295000,4101.64,459,5.183,-6800.5263671875,32.8517
460,2675.08,2300000,3467.72,460,4.9777,-7611.39892578125,34.0239
461,2604.02,2305000,3350.65,461,5.4278,-7934.79931640625,34.8693
462,2645.27,2310000,3772.13,462,5.1778,-7282.7587890625,33.3219
463,2715.79,2315000,3579.48,463,5.6461,-8043.466796875,35.3455
464,2554.52,2320000,3375.63,464,3.7394,-5500.39111328125,30.7018
465,2623.57,2325000,4170.84,465,6.3691,-8265.625,34.4355
466,2776.93,2330000,3929.63,466,4.7532,-6605.89404296875,31.7735
467,2938.47,2335000,4037.26,467,4.6821,-5904.6044921875,30.8966
468,2279.95,2340000,3906.65,468,4.537,-7586.52392578125,32.6429
469,2869.28,2345000,4118.31,469,4.1087,-5764.296875,29.851
470,3547.61,2350000,4144.94,470,3.7861,-5555.8857421875,29.5994
471,2980.77,2355000,3613.57,471,3.8222,-5348.46728515625,29.2846
472,2791.96,2360000,4079.25,472,4.4286,-6724.89794921875,32.1353
473,2665.89,2365000,3802.01,473,5.077,-7433.41455078125,32.8792
474,3042.66,2370000,4257.98,474,4.0067,-5630.0458984375,29.7048
475,2869.36,2375000,4137.87,475,4.7481,-6799.4794921875,32.2519
476,3154.92,2380000,4319.59,476,4.8039,-6563.484375,30.9666
477,3294.78,2385000,3857.94,477,6.057,-7692.3115234375,34.0069
478,2613.07,2390000,4134.1,478,5.4001,-7599.29638671875,33.7551
479,2867.98,2395000,3420.23,479,3.92,-6857.45068359375,31.5917
480,3282.84,2400000,3807.4,480,5.8419,-7713.5791015625,33.2535
481,3056.45,2405000,3569.56,481,5.6498,-7907.11962890625,33.2206
482,2681.99,2410000,3774.14,482,5.1115,-7371.94287109375,32.7807
483,2593.0,2415000,3949.87,483,6.1722,-8389.583984375,34.931
484,2682.94,2420000,3458.52,484,3.6393,-6724.779296875,31.136
485,2207.21,2425000,3811.91,485,4.6956,-7950.3681640625,34.3843
486,2932.57,2430000,4123.35,486,4.4032,-6972.0234375,32.5603
487,2514.74,2435000,4071.62,487,4.0399,-6461.72412109375,31.2689
488,2611.58,2440000,4356.51,488,4.8315,-6393.2255859375,31.1079
489,2676.32,2445000,4121.2,489,4.7947,-7620.78173828125,32.915
490,2982.24,2450000,4150.33,490,4.0377,-6312.2421875,30.1389
491,3044.96,2455000,4154.4,491,4.6876,-6524.478515625,31.4402
492,3121.49,2460000,3694.47,492,4.7975,-6736.2822265625,31.7775
493,2861.61,2465000,3773.38,493,4.7838,-6086.71044921875,30.203
494,2900.58,2470000,4197.2,494,4.5129,-5259.51123046875,28.3426
495,2516.54,2475000,4220.54,495,4.4036,-6056.11474609375,30.5296
496,2500.14,2480000,3958.87,496,4.5564,-6822.34814453125,31.1014
497,3107.53,2485000,4058.09,497,4.9985,-5947.9521484375,29.855
498,2919.79,2490000,4130.55,498,5.0435,-6252.69140625,30.9479
499,3087.85,2495000,3998.32,499,5.4921,-7625.92578125,32.8353
500,2776.91,2500000,4024.44,500,3.3018,-6547.8740234375,30.5279
501,2832.93,2505000,4475.36,501,5.9191,-8383.7734375,34.1719
502,2638.09,2510000,3621.05,502,4.3806,-5955.4462890625,29.0112
503,2884.02,2515000,4383.48,503,5.0847,-5747.49755859375,28.9803
504,2468.77,2520000,4198.38,504,5.7194,-8587.6083984375,34.425
505,2595.08,2525000,3844.35,505,3.9235,-6790.07421875,31.3092
506,2860.96,2530000,3886.88,506,4.325,-6992.45556640625,32.0502
507,2928.67,2535000,4054.87,507,4.7905,-6584.1005859375,31.0481
508,2404.34,2540000,4394.9,508,4.2444,-7333.587890625,31.4614
509,2906.04,2545000,3941.33,509,5.6969,-7324.40576171875,32.098
510,2166.21,2550000,3914.39,510,4.5632,-6327.97509765625,30.9211
511,2381.76,2555000,4130.98,511,5.1567,-6840.39306640625,32.3256
512,2867.05,2560000,3627.71,512,3.9099,-7120.91162109375,30.2396
513,2673.37,2565000,4077.16,513,4.1722,-6020.99267578125,30.0969
514,3015.43,2570000,3959.66,514,4.9235,-5764.61279296875,28.877
515,2943.63,2575000,3966.89,515,4.9318,-6450.34619140625,30.2698
516,3317.51,2580000,4157.23,516,4.4803,-6758.6328125,30.5657
517,2858.25,2585000,4348.57,517,5.8198,-6278.12744140625,30.4114
518,2974.39,2590000,4154.02,518,4.3846,-7657.21044921875,30.2007
519,2878.32,2595000,4047.2,519,3.3632,-5848.75,27.5141
520,3493.14,2600000,4031.85,520,5.0285,-7544.1103515625,31.878
521,2660.61,2605000,4115.88,521,5.7667,-8205.2509765625,32.6611
522,2586.95,2610000,3792.16,522,6.1937,-8490.89453125,34.3297
523,2619.53,2615000,4152.46,523,3.6781,-6875.92333984375,30.8686
524,2367.18,2620000,3912.91,524,5.0803,-7216.93408203125,31.6038
525,3187.14,2625000,3894.53,525,4.9402,-6554.78173828125,30.5979
526,3020.36,2630000,4031.71,526,4.7793,-7903.58837890625,32.944
527,2412.33,2635000,4341.2,527,4.2625,-7147.20361328125,32.1167
528,2284.16,2640000,3883.29,528,5.4569,-7689.013671875,33.0237
529,2398.27,2645000,3898.43,529,5.362,-6555.87109375,31.1097
530,2705.01,2650000,3471.33,530,4.1672,-6700.71044921875,31.4149
531,2691.59,2655000,3944.49,531,5.0027,-7271.13427734375,32.0124
532,3061.86,2660000,3943.94,532,4.7229,-6699.02880859375,31.4028
533,3040.97,2665000,3962.01,533,6.3438,-6165.2099609375,30.9306
534,2796.32,2670000,3928.38,534,5.5913,-7019.62841796875,33.0131
535,3323.24,2675000,4191.15,535,6.6997,-8335.2490234375,35.4946
536,3050.3,2680000,4198.72,536,6.3475,-8140.44873046875,35.2802
537,2967.4,2685000,3900.05,537,5.6784,-6852.65087890625,32.3255
538,3253.71,2690000,3885.33,538,6.3285,-8319.2119140625,34.3716
539,2865.28,2695000,4220.88,539,5.2924,-6955.06005859375,32.1808
540,3074.2,2700000,4150.7,540,5.9931,-7340.7626953125,32.8164
541,3047.4,2705000,3796.51,541,6.9484,-8304.7119140625,35.1494
542,2811.24,2710000,4142.77,542,7.2178,-6616.8125,31.4869
543,3537.39,2715000,4145.92,543,6.1602,-6214.9521484375,29.2019
544,2971.24,2720000,4239.18,544,5.6542,-7016.06298828125,31.891
545,3089.38,2725000,4250.35,545,5.9362,-8426.0625,34.4386
546,2567.84,2730000,3952.49,546,5.1612,-7320.93603515625,32.239
547,3073.27,2735000,3987.81,547,6.3543,-7188.45654296875,31.8878
548,2209.63,2740000,4275.15,548,5.1722,-8101.2421875,33.3209
549,2782.1,2745000,4154.62,549,4.9797,-8071.46435546875,32.3578
550,2848.89,2750000,3849.98,550,6.1416,-6787.89599609375,31.9079
551,2518.29,2755000,4177.79,551,6.4255,-7322.76806640625,32.9852
552,2569.42,2760000,3998.2,552,8.6021,-10044.6572265625,38.4781
553,2776.45,2765000,4138.64,553,6.9415,-9228.9443359375,35.9163
554,2316.88,2770000,3982.79,554,5.8473,-8700.921875,34.62
555,2880.34,2775000,4303.46,555,6.7379,-7782.45654296875,32.6096
556,2923.14,2780000,4375.75,556,5.6405,-7840.4580078125,32.6459
557,2621.07,2785000,3760.56,557,6.824,-6780.93603515625,32.0659
558,2380.56,2790000,4231.05,558,5.3635,-7431.064453125,32.135
559,2887.77,2795000,4352.11,559,5.9144,-7277.17822265625,31.1278
560,2759.21,2800000,4359.45,560,5.6844,-7659.060546875,32.1058
561,3049.41,2805000,3942.93,561,6.2079,-7843.81591796875,31.8588
562,3211.64,2810000,4248.09,562,5.6658,-7468.28759765625,32.5882
563,3254.71,2815000,3869.73,563,5.8621,-7272.8173828125,32.3594
564,2914.55,2820000,4321.12,564,5.9596,-8213.85546875,33.5871
565,2917.26,2825000,4266.3,565,7.1973,-7085.23046875,31.8546
566,3308.36,2830000,4266.99,566,7.355,-7719.3916015625,31.7471
567,2501.67,2835000,3810.71,567,6.2476,-8179.59228515625,34.0411
568,2161.36,2840000,4174.09,568,7.6583,-7378.23095703125,31.7061
569,2766.79,2845000,4016.21,569,5.6981,-7925.27587890625,32.8341
570,2526.27,2850000,4283.92,570,6.1218,-7441.8642578125,31.5144
571,3093.59,2855000,3960.45,571,5.3606,-7829.3916015625,31.5707
572,2474.41,2860000,3838.57,572,5.796,-8674.3701171875,33.8205
573,2906.43,2865000,4020.51,573,5.2354,-8230.6650390625,33.3791
574,2694.21,2870000,4033.75,574,6.0589,-8466.609375,33.2778
575,3146.35,2875000,4256.89,575,5.1455,-7883.5009765625,31.1727
576,2943.08,2880000,3929.24,576,5.6212,-8362.9140625,32.8281
577,3118.96,2885000,4345.57,577,7.8585,-9519.0615234375,34.87
578,2979.84,2890000,4310.96,578,6.3384,-8260.515625,33.1606
579,2260.93,2895000,4164.56,579,6.3819,-8879.01171875,33.8235
580,3100.43,2900000,3887.87,580,5.7496,-7920.6064453125,32.0845
581,2690.8,2905000,4250.3,581,5.1568,-7695.99169921875,31.6378
582,2440.23,2910000,3778.8,582,5.5509,-8525.8232421875,34.4865
583,3247.36,2915000,4193.37,583,6.2058,-8287.533203125,32.4162
584,3045.66,2920000,4294.98,584,6.8829,-8378.89453125,33.7984
585,2747.38,2925000,4033.76,585,5.6374,-8695.8583984375,33.8472
586,2559.84,2930000,4086.98,586,4.862,-7177.701171875,30.9039
587,2720.84,2935000,3841.07,587,5.3021,-7117.5234375,31.3693
588,2796.96,2940000,4042.99,588,5.6005,-8836.00390625,33.2185
589,2563.36,2945000,3811.59,589,5.6787,-8487.0263671875,33.4037
590,2784.01,2950000,4179.89,590,5.6894,-8322.896484375,33.5019
591,3172.66,2955000,4265.11,591,5.9117,-8919.9599609375,33.9729
592,3105.26,2960000,3931.47,592,5.6019,-6814.58837890625,31.2394
593,2397.24,2965000,3759.37,593,6.3992,-8422.7685546875,33.2834
594,3046.43,2970000,4171.58,594,6.282,-8738.880859375,34.0601
595,2364.7,2975000,4187.88,595,9.4935,-10217.0947265625,38.3257
596,3046.03,2980000,4001.3,596,5.8755,-8079.82177734375,32.0461
597,1972.42,2985000,4055.36,597,4.8704,-7515.14990234375,31.8613
598,2426.4,2990000,3790.16,598,8.3435,-9450.9833984375,35.8641
599,2622.64,2995000,4009.8,599,5.4255,-8882.4384765625,33.9092
