Running Forward KL,Real Det Return,Itration,Running Reverse KL,Real Sto Return,Reward Loss,Running Env Steps,Running Update Time
559.4947,244.9,404,746.7333,256.23,-92010.796875,2020000,404
555.627,261.71,405,608.8867,260.32,-90998.9296875,2025000,405
548.1671,261.59,406,426.8327,262.19,-88325.8671875,2030000,406
546.9788,248.26,407,429.9386,244.9,-90893.78125,2035000,407
559.1257,261.87,408,926.3387,262.36,-92994.46875,2040000,408
559.1749,239.57,409,585.034,239.08,-93324.1796875,2045000,409
556.5933,251.57,410,415.2426,253.08,-90806.921875,2050000,410
558.674,272.93,411,712.8775,270.2,-92641.6953125,2055000,411
555.1842,285.92,412,876.7048,282.32,-91881.7890625,2060000,412
562.4759,291.34,413,1013.9455,290.25,-93606.3671875,2065000,413
566.0207,283.66,414,1548.7601,281.53,-93529.953125,2070000,414
557.6838,268.88,415,473.2252,268.29,-93074.734375,2075000,415
561.7034,252.12,416,562.5096,254.05,-94383.578125,2080000,416
541.712,270.47,417,888.3901,268.97,-95192.8203125,2085000,417
558.896,243.14,418,858.1756,240.87,-93726.3046875,2090000,418
558.7028,234.69,419,1062.5882,235.69,-90289.0859375,2095000,419
560.8123,279.94,420,1227.5698,279.57,-94331.9453125,2100000,420
563.4967,265.57,421,645.0301,265.1,-93154.328125,2105000,421
565.9563,263.04,422,443.7086,249.82,-91424.75,2110000,422
558.9962,277.89,423,572.1562,272.32,-93118.453125,2115000,423
569.2807,240.73,424,516.7668,240.93,-95259.7265625,2120000,424
561.0113,277.0,425,735.0887,274.46,-92640.2578125,2125000,425
561.1801,253.03,426,896.8513,258.68,-95247.5859375,2130000,426
557.5163,254.64,427,1024.4063,251.27,-94559.25,2135000,427
575.2761,236.59,428,2062.0109,235.83,-95525.2734375,2140000,428
574.22,204.39,429,635.2214,204.17,-93406.078125,2145000,429
570.2919,188.29,430,560.7005,188.06,-94028.0859375,2150000,430
575.6942,220.42,431,1129.1911,213.38,-94876.1484375,2155000,431
564.9803,241.22,432,1105.8519,241.47,-94291.875,2160000,432
554.2273,232.17,433,813.4522,228.17,-94278.984375,2165000,433
564.2262,204.6,434,1261.5859,204.82,-94415.6171875,2170000,434
572.1772,194.99,435,1722.5232,196.78,-95382.4375,2175000,435
565.4066,187.29,436,1237.3232,187.41,-95744.859375,2180000,436
563.6088,196.94,437,1486.5208,197.32,-95223.8125,2185000,437
574.924,190.05,438,1359.0281,190.04,-94842.3046875,2190000,438
549.8494,191.34,439,1790.0021,196.24,-96122.078125,2195000,439
545.2957,244.18,440,518.9454,238.69,-95884.1484375,2200000,440
558.5077,194.01,441,456.4077,193.81,-95525.3359375,2205000,441
562.2627,190.23,442,457.2754,191.39,-94717.1796875,2210000,442
584.5075,188.75,443,461.2485,188.78,-94313.9921875,2215000,443
576.1093,191.92,444,437.5826,191.69,-94010.796875,2220000,444
572.1835,200.36,445,473.7445,200.9,-94927.6875,2225000,445
574.4473,196.28,446,523.1592,195.43,-94769.5234375,2230000,446
571.7875,199.71,447,725.048,199.89,-96100.0625,2235000,447
578.6448,201.14,448,857.4606,194.48,-96416.8515625,2240000,448
577.152,206.46,449,566.0089,207.06,-96153.59375,2245000,449
577.4742,196.18,450,808.0835,199.17,-96580.78125,2250000,450
554.9859,198.7,451,639.467,206.14,-96149.640625,2255000,451
544.4767,234.47,452,491.3779,232.94,-96710.25,2260000,452
564.7079,206.79,453,409.4246,205.58,-93348.6875,2265000,453
579.6489,192.69,454,465.0528,191.65,-96303.21875,2270000,454
542.2662,227.75,455,478.9776,225.6,-96106.7109375,2275000,455
533.3172,256.9,456,431.0612,243.61,-96399.1484375,2280000,456
524.2996,268.81,457,454.8005,257.82,-96953.765625,2285000,457
514.6357,444.2,458,778.2377,399.36,-95613.046875,2290000,458
545.3633,209.95,459,469.9153,210.15,-97261.6796875,2295000,459
544.1464,198.15,460,500.4763,206.76,-96110.75,2300000,460
530.2522,257.02,461,619.0564,256.5,-92633.3203125,2305000,461
530.4845,254.47,462,391.4761,254.28,-91896.53125,2310000,462
537.0272,239.35,463,385.9004,244.09,-92436.078125,2315000,463
542.0034,222.53,464,454.6099,222.64,-95035.046875,2320000,464
537.2418,236.1,465,399.1679,235.56,-94964.7578125,2325000,465
579.4053,181.18,466,442.7439,181.07,-96619.671875,2330000,466
536.538,230.44,467,386.5684,214.55,-92032.6171875,2335000,467
536.002,265.36,468,491.9794,234.82,-97122.828125,2340000,468
559.4101,171.82,469,472.2059,188.93,-96471.1484375,2345000,469
541.4176,175.2,470,504.3618,196.63,-97187.625,2350000,470
576.5719,205.59,471,728.9644,217.61,-94876.71875,2355000,471
581.9904,243.22,472,639.1835,231.27,-96125.859375,2360000,472
580.6853,238.65,473,916.8773,238.11,-96910.3828125,2365000,473
595.6224,235.15,474,722.9469,238.01,-96798.2421875,2370000,474
592.0613,240.6,475,790.4453,234.42,-96990.359375,2375000,475
591.602,222.61,476,875.5533,230.61,-96883.0078125,2380000,476
590.8418,222.72,477,931.9082,225.27,-95851.1015625,2385000,477
587.8406,238.83,478,838.2887,239.06,-96216.3125,2390000,478
588.6669,202.97,479,788.577,200.32,-96633.0625,2395000,479
546.0034,203.09,480,636.414,198.5,-86970.09375,2400000,480
584.4894,183.19,481,1222.3804,195.64,-96883.6796875,2405000,481
577.1049,190.07,482,947.1228,174.5,-97075.3046875,2410000,482
581.2538,208.08,483,1282.2545,205.24,-96781.6640625,2415000,483
584.8009,218.81,484,2192.035,227.5,-97308.1015625,2420000,484
571.8365,221.88,485,753.8233,227.26,-96827.9140625,2425000,485
570.4767,222.63,486,399.1765,222.63,-96237.46875,2430000,486
589.5565,267.72,487,3219.8362,260.38,-97999.5390625,2435000,487
581.6616,247.67,488,711.9784,241.54,-97929.328125,2440000,488
577.6876,268.83,489,1144.8626,269.57,-97621.03125,2445000,489
570.981,220.97,490,1549.6279,248.25,-97724.46875,2450000,490
587.1127,312.22,491,748.0497,297.26,-97977.296875,2455000,491
529.3452,317.07,492,403.6128,307.77,-94651.03125,2460000,492
550.5785,238.25,493,810.8035,238.43,-97492.546875,2465000,493
573.8162,224.23,494,602.4348,221.51,-97188.40625,2470000,494
577.3759,211.37,495,577.5911,208.78,-97402.609375,2475000,495
581.3222,177.55,496,596.9984,178.7,-97855.8828125,2480000,496
538.89,185.21,497,601.0821,185.83,-97226.9765625,2485000,497
570.9195,176.63,498,1381.2366,184.76,-97714.5234375,2490000,498
546.609,219.28,499,1080.7166,218.0,-96789.9375,2495000,499
539.422,217.67,500,497.4977,229.07,-97218.9765625,2500000,500
557.578,181.46,501,633.62,183.7,-97615.8984375,2505000,501
538.4368,248.21,502,839.933,259.39,-96041.7421875,2510000,502
537.8579,276.15,503,459.8991,252.42,-96303.84375,2515000,503
536.2592,267.94,504,1285.7959,268.35,-96695.0859375,2520000,504
555.5872,197.5,505,583.7602,208.2,-97865.0390625,2525000,505
534.7042,244.68,506,595.2727,229.48,-97217.8828125,2530000,506
536.2763,226.91,507,1471.2337,205.57,-97856.578125,2535000,507
531.4383,220.61,508,1225.4919,278.51,-97895.6875,2540000,508
523.2607,341.37,509,637.0644,316.27,-96606.34375,2545000,509
527.4754,279.21,510,1336.9195,290.75,-97271.03125,2550000,510
567.986,190.78,511,2181.0911,212.63,-97998.4140625,2555000,511
552.669,250.23,512,2886.3873,237.72,-98083.8515625,2560000,512
546.5187,247.98,513,1365.6299,247.71,-97928.1328125,2565000,513
559.7676,211.37,514,1308.4116,205.27,-98193.15625,2570000,514
561.9817,239.85,515,2614.8975,230.54,-97977.640625,2575000,515
551.403,186.36,516,2950.4544,189.72,-97970.0703125,2580000,516
577.35,171.89,517,2049.9943,183.43,-97924.4140625,2585000,517
593.8589,173.19,518,1675.8608,173.85,-98077.7421875,2590000,518
584.4984,172.87,519,1089.7344,172.1,-96945.8515625,2595000,519
586.6381,175.38,520,906.5053,175.68,-97210.046875,2600000,520
569.8121,177.03,521,839.2972,178.75,-96419.328125,2605000,521
594.9324,170.66,522,688.9747,171.99,-97986.40625,2610000,522
580.0873,172.48,523,692.1829,172.22,-97018.3203125,2615000,523
580.4936,164.15,524,1208.1093,164.25,-96626.65625,2620000,524
585.0083,166.24,525,949.893,168.21,-97886.234375,2625000,525
598.5607,167.29,526,1246.3355,167.6,-98288.234375,2630000,526
583.514,169.18,527,1167.2154,168.18,-97700.3671875,2635000,527
561.8864,178.13,528,1812.4994,182.08,-97892.484375,2640000,528
575.07,172.83,529,1307.0079,172.51,-96212.328125,2645000,529
587.7166,179.48,530,1637.4522,180.11,-97234.234375,2650000,530
589.3765,180.54,531,1966.0113,180.28,-97763.34375,2655000,531
581.1925,178.12,532,2615.0167,179.1,-95055.6015625,2660000,532
578.9728,185.21,533,837.9734,185.0,-97019.328125,2665000,533
585.179,179.02,534,1354.9379,180.66,-97922.6484375,2670000,534
577.844,185.36,535,693.7099,185.15,-95615.2109375,2675000,535
584.7119,177.33,536,1293.4743,177.85,-96643.3046875,2680000,536
569.5497,191.16,537,462.4466,194.45,-95764.515625,2685000,537
585.0016,192.69,538,1112.3039,192.7,-96514.484375,2690000,538
561.8832,192.64,539,461.8089,187.86,-93747.3828125,2695000,539
586.3848,208.71,540,823.0241,202.3,-96774.703125,2700000,540
554.0955,204.78,541,420.1239,202.6,-87575.3671875,2705000,541
598.0507,186.56,542,824.7387,186.27,-98207.4921875,2710000,542
582.0023,205.81,543,1345.548,200.25,-97045.359375,2715000,543
584.0854,201.97,544,803.1652,201.74,-96289.1875,2720000,544
583.4533,205.37,545,745.6641,205.99,-97352.234375,2725000,545
580.1718,196.03,546,752.9799,194.12,-96138.40625,2730000,546
571.5651,202.92,547,480.1515,202.28,-96453.1328125,2735000,547
566.6394,198.86,548,492.8468,200.75,-94446.9140625,2740000,548
553.2854,205.25,549,447.7712,204.92,-91973.8828125,2745000,549
574.4169,186.05,550,1037.3124,191.59,-96925.7890625,2750000,550
551.1126,231.1,551,433.9287,231.99,-91903.8125,2755000,551
576.2411,236.97,552,1232.0882,237.55,-75903.2265625,2760000,552
554.1403,233.48,553,394.4176,232.83,-88768.140625,2765000,553
539.6841,225.16,554,412.7346,225.58,-88592.6328125,2770000,554
561.7986,197.17,555,494.2929,198.18,-94697.4296875,2775000,555
564.3486,222.51,556,446.1546,222.89,-93759.0703125,2780000,556
560.8332,224.46,557,468.459,224.41,-92315.3125,2785000,557
564.0065,224.06,558,432.3564,223.63,-94399.6484375,2790000,558
561.0106,199.12,559,420.5814,196.99,-93878.0,2795000,559
540.1452,199.6,560,485.4123,196.0,-93963.0546875,2800000,560
545.5713,206.33,561,450.197,201.12,-93850.3671875,2805000,561
548.7394,187.47,562,684.8341,186.46,-95279.484375,2810000,562
546.8685,196.2,563,552.1486,195.38,-95540.1953125,2815000,563
539.4848,208.92,564,715.5,214.41,-96663.0859375,2820000,564
544.8535,190.92,565,598.747,191.52,-96887.6171875,2825000,565
540.7221,205.82,566,474.8474,199.36,-94753.859375,2830000,566
543.2165,198.08,567,472.9466,202.99,-95925.046875,2835000,567
542.7957,187.43,568,416.4443,192.76,-91903.296875,2840000,568
540.8501,204.95,569,555.0726,205.67,-95156.5078125,2845000,569
569.7192,190.44,570,508.9264,194.98,-94609.3125,2850000,570
572.995,196.73,571,454.0114,196.43,-94281.953125,2855000,571
547.1309,195.71,572,452.7679,197.67,-93164.6796875,2860000,572
555.3272,195.25,573,461.3396,195.98,-93494.421875,2865000,573
548.2083,187.93,574,500.8464,186.73,-95856.8125,2870000,574
566.9324,193.66,575,552.3833,195.19,-94505.53125,2875000,575
558.5713,206.27,576,434.9411,207.6,-91930.2890625,2880000,576
577.8132,193.32,577,599.7076,192.25,-94856.0625,2885000,577
560.8449,189.2,578,461.4256,195.0,-93997.2109375,2890000,578
560.3279,185.52,579,403.0445,186.09,-95216.6875,2895000,579
541.2573,197.0,580,470.9802,199.11,-93150.578125,2900000,580
555.9986,187.66,581,436.2786,185.43,-94656.921875,2905000,581
546.0569,213.94,582,545.0151,210.97,-96892.875,2910000,582
566.0217,187.1,583,442.6151,187.8,-95472.2578125,2915000,583
545.9688,200.27,584,808.383,199.65,-97215.890625,2920000,584
551.0083,197.1,585,989.1259,198.07,-97554.25,2925000,585
541.8504,210.1,586,456.7805,209.59,-96001.0625,2930000,586
544.8021,200.64,587,732.1827,203.72,-97038.7578125,2935000,587
552.1086,203.02,588,443.4618,204.57,-96696.671875,2940000,588
540.9863,204.88,589,761.846,205.72,-97755.921875,2945000,589
540.2049,200.78,590,606.0825,199.51,-96659.671875,2950000,590
548.2243,211.74,591,422.8479,209.32,-96717.15625,2955000,591
546.6206,208.41,592,415.097,209.39,-96471.890625,2960000,592
542.3935,209.13,593,571.9314,205.98,-97113.28125,2965000,593
546.4369,199.25,594,546.4366,200.85,-96511.046875,2970000,594
542.2126,197.56,595,433.6725,197.45,-97056.09375,2975000,595
545.9183,201.39,596,585.5303,201.29,-97551.96875,2980000,596
556.3892,201.53,597,488.7059,199.09,-97886.6640625,2985000,597
549.4375,210.02,598,689.418,209.04,-97236.453125,2990000,598
545.5424,205.85,599,583.4386,203.92,-97703.640625,2995000,599
