Real Sto Return,Running Env Steps,Real Det Return,Running Update Time,Running Forward KL,Reward Loss,Itration,Running Reverse KL
11946.1,1920000,11266.39,384,143.2103,-7727.302734375,384,16.9229
11584.86,1925000,11937.3,385,142.8339,-8034.80029296875,385,20.3787
11604.85,1930000,12569.53,386,142.9188,-7984.68896484375,386,19.4464
10662.84,1935000,11286.99,387,143.1851,-7820.68994140625,387,21.6425
11763.02,1940000,12249.71,388,142.9711,-8303.169921875,388,19.6028
11721.62,1945000,12502.81,389,142.2793,-8030.77978515625,389,18.8713
11815.41,1950000,12277.43,390,143.0434,-8072.38671875,390,18.6701
10898.44,1955000,11924.06,391,142.9925,-8077.271484375,391,19.6515
11846.02,1960000,10185.07,392,142.0237,-7812.291015625,392,19.203
11329.79,1965000,11689.25,393,143.6264,-8318.4951171875,393,20.1949
11246.49,1970000,12408.34,394,142.7043,-8089.7666015625,394,18.2042
11037.01,1975000,11637.52,395,143.5394,-8179.85546875,395,23.3151
10427.77,1980000,11696.42,396,143.217,-7938.7763671875,396,21.148
11968.82,1985000,12354.76,397,143.6298,-8126.08447265625,397,19.7396
11125.98,1990000,12459.24,398,143.3968,-8140.009765625,398,20.3655
10742.54,1995000,12213.55,399,142.9276,-8335.3994140625,399,19.6033
11519.07,2000000,9850.29,400,143.8616,-8480.4951171875,400,19.9969
11324.95,2005000,11783.77,401,143.6439,-8132.4423828125,401,19.5891
11852.55,2010000,12108.53,402,143.6889,-8333.4951171875,402,19.7401
11951.63,2015000,12283.76,403,143.7035,-8398.5859375,403,20.5273
11274.7,2020000,12368.65,404,143.8361,-8252.6259765625,404,19.8403
11213.19,2025000,11698.8,405,143.7161,-8294.37109375,405,19.6344
11598.02,2030000,12274.62,406,142.5998,-8308.3232421875,406,19.4771
11715.08,2035000,12337.67,407,143.8045,-8483.05078125,407,19.5723
11537.37,2040000,11407.64,408,143.5707,-8396.251953125,408,18.2763
11689.02,2045000,10285.36,409,143.3367,-8396.34375,409,20.4495
11060.62,2050000,11740.36,410,143.692,-8360.0712890625,410,24.1176
11341.33,2055000,12077.19,411,142.6189,-8532.11328125,411,19.0294
11808.43,2060000,12361.42,412,143.6258,-8587.384765625,412,19.8682
10975.52,2065000,12652.87,413,141.7262,-8718.42578125,413,20.138
11404.77,2070000,12482.51,414,143.2729,-8643.7001953125,414,20.3902
11902.87,2075000,11796.31,415,143.0991,-8604.2119140625,415,20.101
11413.0,2080000,11434.65,416,143.7201,-8448.2041015625,416,20.3152
12206.05,2085000,12847.46,417,142.0446,-8614.75,417,20.7918
11909.39,2090000,12714.02,418,143.248,-8519.1953125,418,20.5322
10432.94,2095000,12518.37,419,143.0228,-8666.484375,419,19.8611
9712.09,2100000,11984.95,420,142.009,-8374.4375,420,18.2198
11783.78,2105000,12555.01,421,142.1953,-8632.2646484375,421,20.1326
11862.77,2110000,12636.33,422,142.6615,-8599.369140625,422,20.2004
12069.72,2115000,12574.07,423,141.563,-8778.0439453125,423,21.0579
10681.34,2120000,12034.98,424,143.139,-8709.0400390625,424,19.432
11910.92,2125000,12388.21,425,142.5009,-8944.3291015625,425,20.4787
12020.69,2130000,11899.0,426,142.9442,-8873.9267578125,426,20.93
11183.66,2135000,11906.16,427,143.2565,-8913.302734375,427,20.8974
11476.3,2140000,12216.92,428,143.1847,-8773.8994140625,428,19.3781
12006.97,2145000,12057.07,429,143.3651,-9036.8525390625,429,20.8698
11421.58,2150000,12451.74,430,143.2174,-9093.4345703125,430,19.9339
10788.96,2155000,12551.22,431,143.4058,-8979.2919921875,431,18.3575
11924.57,2160000,11787.51,432,143.1476,-8699.3251953125,432,20.4056
12178.85,2165000,12003.95,433,143.2711,-8912.119140625,433,21.0137
11692.5,2170000,12316.57,434,143.1891,-8964.9794921875,434,19.5787
11894.84,2175000,12697.51,435,143.3341,-8780.1015625,435,18.4642
11389.54,2180000,11252.97,436,143.1966,-9364.2734375,436,20.0035
11762.37,2185000,12018.33,437,143.7813,-9146.984375,437,20.4669
12151.47,2190000,11511.69,438,143.7736,-9156.703125,438,19.4192
11341.43,2195000,12607.05,439,143.4539,-9279.068359375,439,21.0612
11717.7,2200000,12405.16,440,142.8419,-9424.4189453125,440,20.9516
10765.73,2205000,11349.79,441,143.9541,-9559.9609375,441,20.4647
11806.83,2210000,12218.89,442,143.5339,-9316.869140625,442,21.5159
11567.45,2215000,12512.74,443,142.6327,-9162.818359375,443,20.1665
11712.85,2220000,12600.31,444,142.9416,-9536.6376953125,444,22.3188
11927.03,2225000,12279.14,445,143.2984,-9449.044921875,445,21.5519
11911.48,2230000,12541.72,446,142.759,-9311.8076171875,446,20.8449
11859.7,2235000,12376.94,447,143.7711,-9574.6796875,447,21.5514
11142.44,2240000,12127.51,448,143.2574,-9377.435546875,448,20.6583
11697.77,2245000,12271.62,449,142.5585,-9498.4375,449,21.1606
11986.24,2250000,12478.96,450,143.0864,-9430.1171875,450,21.7866
11045.43,2255000,11964.05,451,143.5561,-9164.7080078125,451,22.9243
11423.06,2260000,12310.84,452,143.1525,-9347.072265625,452,20.2345
11782.56,2265000,12121.12,453,142.5323,-9395.236328125,453,21.0991
11496.27,2270000,11860.91,454,143.1536,-9447.4677734375,454,21.5593
10077.72,2275000,11665.19,455,143.0519,-9304.8408203125,455,19.3714
11626.28,2280000,11716.02,456,142.5257,-9392.3037109375,456,21.5269
11883.82,2285000,12251.02,457,142.2512,-9351.6337890625,457,21.3333
11186.25,2290000,12101.74,458,143.2834,-9548.9052734375,458,21.5338
11039.75,2295000,12432.15,459,143.6135,-9445.9287109375,459,20.6586
11969.58,2300000,12547.89,460,143.8667,-9587.2666015625,460,21.8857
11647.08,2305000,12772.6,461,144.0486,-9673.3193359375,461,21.7131
11576.06,2310000,12268.32,462,142.9314,-9309.9501953125,462,20.4458
11166.03,2315000,12044.41,463,142.6646,-9249.81640625,463,20.0154
12409.2,2320000,12023.08,464,143.6229,-9785.9609375,464,22.8799
11387.21,2325000,12635.91,465,141.8465,-9324.0966796875,465,19.5374
12017.88,2330000,12483.27,466,142.5494,-9413.93359375,466,21.9888
12017.36,2335000,11924.77,467,142.4916,-9619.728515625,467,20.1258
11518.51,2340000,12641.25,468,142.3416,-9107.29296875,468,22.5122
10151.08,2345000,11986.78,469,142.0162,-9601.5595703125,469,22.0496
10717.61,2350000,11882.54,470,142.4051,-9428.8671875,470,20.8845
11334.39,2355000,12081.09,471,142.7067,-9641.0205078125,471,20.7276
10589.94,2360000,11162.98,472,142.959,-9051.2177734375,472,26.1611
12068.6,2365000,12506.89,473,143.24,-9451.5849609375,473,19.5551
11801.93,2370000,12326.11,474,143.0974,-9219.578125,474,18.5395
10210.6,2375000,11840.07,475,142.8464,-9734.146484375,475,20.7931
10639.57,2380000,12306.78,476,143.18,-9489.578125,476,20.0764
11160.94,2385000,12400.84,477,143.1069,-9685.2470703125,477,21.1984
10954.08,2390000,11968.63,478,143.0868,-9734.27734375,478,20.9467
11432.09,2395000,12564.13,479,142.4857,-9262.154296875,479,19.505
10680.43,2400000,11690.92,480,142.9393,-9148.6435546875,480,21.0358
11825.02,2405000,11775.02,481,143.3861,-9652.3525390625,481,21.3934
11837.39,2410000,11111.33,482,142.8806,-9434.5234375,482,24.5994
11161.98,2415000,12221.74,483,143.6561,-9572.6259765625,483,22.5719
11438.53,2420000,11877.8,484,143.4605,-9513.7998046875,484,20.1537
11846.33,2425000,12544.61,485,143.2991,-9697.326171875,485,20.4816
11237.46,2430000,12103.43,486,143.2699,-9668.29296875,486,20.1368
11809.76,2435000,11487.28,487,143.2171,-9645.2734375,487,20.6094
12233.36,2440000,12406.39,488,142.1203,-9396.728515625,488,21.0353
11881.76,2445000,12186.39,489,143.7054,-9921.7236328125,489,20.4707
11402.71,2450000,12613.04,490,143.0671,-9880.478515625,490,21.7235
11670.44,2455000,12052.61,491,143.4422,-9447.4619140625,491,19.8192
10184.14,2460000,11030.07,492,143.1952,-9690.75390625,492,21.0349
10873.96,2465000,10561.53,493,144.5344,-9101.8994140625,493,19.2315
11866.23,2470000,11123.55,494,142.5054,-9767.0517578125,494,20.8643
11207.24,2475000,11771.28,495,143.497,-9894.2275390625,495,20.5566
11448.55,2480000,12247.44,496,143.0297,-9785.6328125,496,21.197
11067.25,2485000,11761.44,497,142.7897,-9782.04296875,497,20.9736
11443.12,2490000,12416.4,498,143.6031,-9628.1318359375,498,19.2759
12067.09,2495000,12178.83,499,142.7319,-9834.78515625,499,20.57
10699.21,2500000,12373.52,500,143.9101,-9975.28125,500,21.4523
11669.9,2505000,12055.26,501,142.938,-9836.189453125,501,20.1364
11697.23,2510000,12783.0,502,144.0987,-9906.5947265625,502,22.0234
11975.51,2515000,12241.89,503,143.1243,-10032.8056640625,503,21.4753
11156.46,2520000,11538.85,504,143.1459,-9684.6611328125,504,20.3581
10726.54,2525000,12513.84,505,143.2024,-9769.8466796875,505,19.6471
11471.22,2530000,12626.2,506,143.2651,-10111.0498046875,506,21.3157
12245.11,2535000,12194.02,507,142.7488,-10067.814453125,507,20.4558
10542.18,2540000,11934.35,508,144.1421,-9369.28125,508,17.1905
12212.55,2545000,12821.35,509,144.0341,-10201.5341796875,509,21.6254
11186.36,2550000,12281.0,510,143.8392,-9880.23046875,510,20.1948
12121.84,2555000,12372.72,511,143.9878,-10280.01953125,511,22.2018
11936.07,2560000,12596.63,512,142.9105,-9680.8779296875,512,19.8457
12189.14,2565000,12797.81,513,143.2067,-9979.1123046875,513,20.6986
10733.47,2570000,12083.75,514,143.377,-10177.41015625,514,20.0653
11217.77,2575000,12467.81,515,143.2373,-10235.0478515625,515,21.1179
12096.07,2580000,12710.15,516,143.1682,-10267.568359375,516,21.6719
11025.92,2585000,12693.85,517,143.8566,-9788.1162109375,517,20.1416
12030.22,2590000,12486.37,518,144.1047,-10518.3818359375,518,21.5384
10582.0,2595000,12414.87,519,142.8545,-10264.419921875,519,20.0088
12096.92,2600000,12353.82,520,143.3123,-10170.7119140625,520,20.89
12129.98,2605000,12711.68,521,143.6805,-10082.291015625,521,19.4112
12072.66,2610000,12728.57,522,142.8721,-10165.484375,522,20.8135
12291.0,2615000,12679.43,523,142.7196,-9941.5595703125,523,19.9238
11615.41,2620000,12825.95,524,143.3147,-10241.2607421875,524,21.8344
11632.1,2625000,12760.72,525,143.7747,-10227.4501953125,525,21.6725
11917.76,2630000,12689.31,526,143.6867,-10469.8330078125,526,22.1135
11897.8,2635000,12367.65,527,144.4029,-10428.638671875,527,20.3103
11074.93,2640000,11962.01,528,142.9113,-10409.17578125,528,20.9173
11467.75,2645000,11496.4,529,143.4375,-10168.56640625,529,19.8806
11428.37,2650000,12296.13,530,142.4543,-10122.6162109375,530,20.4717
11466.89,2655000,12788.85,531,142.7712,-10072.59375,531,19.8564
10951.64,2660000,12675.3,532,142.6584,-10499.4814453125,532,21.4094
11894.19,2665000,12297.0,533,143.6888,-10226.3359375,533,20.291
11824.79,2670000,12367.73,534,143.9274,-9965.5439453125,534,19.3882
11836.03,2675000,12022.38,535,142.9083,-10372.0126953125,535,21.2486
11371.25,2680000,11622.97,536,143.4286,-10320.984375,536,21.6062
12341.77,2685000,12083.12,537,143.289,-10351.208984375,537,22.0453
11566.37,2690000,12843.04,538,142.9062,-10512.1494140625,538,22.7927
11989.87,2695000,11811.16,539,142.5062,-10558.84375,539,22.0162
11519.16,2700000,12691.71,540,143.4223,-10657.30859375,540,21.6274
12184.19,2705000,12668.85,541,143.6468,-10282.76171875,541,21.6884
11690.81,2710000,12162.26,542,143.1356,-10407.78125,542,21.9025
11956.62,2715000,12596.34,543,142.37,-10311.1015625,543,20.6965
11926.91,2720000,12913.61,544,142.9641,-10346.580078125,544,21.9881
11841.47,2725000,12696.59,545,143.195,-10319.96875,545,22.8217
12202.37,2730000,12932.96,546,143.8509,-10101.21484375,546,20.4368
12431.23,2735000,12847.27,547,143.49,-9919.7236328125,547,20.7595
11849.31,2740000,11946.21,548,142.6095,-9776.0498046875,548,22.3073
12292.25,2745000,12741.07,549,143.8857,-10203.8798828125,549,23.6903
12224.04,2750000,12562.71,550,142.9193,-10226.943359375,550,22.0214
12007.7,2755000,12764.78,551,143.0175,-9600.3095703125,551,20.0994
11980.67,2760000,12379.71,552,143.1054,-10153.8603515625,552,20.8281
11479.57,2765000,12491.58,553,143.6945,-10019.5029296875,553,22.5899
11984.6,2770000,11559.49,554,143.0354,-9909.0673828125,554,20.5713
11667.01,2775000,12229.14,555,142.2867,-9691.9462890625,555,20.4232
11470.5,2780000,12315.37,556,141.5453,-9625.3046875,556,21.3228
10830.8,2785000,11883.74,557,143.185,-9936.865234375,557,19.1266
11344.14,2790000,12584.86,558,143.4182,-10182.447265625,558,20.3561
12117.04,2795000,12555.19,559,142.6587,-9977.8359375,559,21.0784
11627.57,2800000,12369.59,560,143.7211,-10348.4169921875,560,20.5966
10836.88,2805000,12637.97,561,141.6514,-9918.794921875,561,20.3155
11380.91,2810000,12436.36,562,141.6411,-9645.001953125,562,19.6862
10945.75,2815000,12787.55,563,142.6508,-10099.275390625,563,19.3993
11863.34,2820000,12596.18,564,142.3536,-10307.2294921875,564,19.9438
11637.13,2825000,12668.19,565,142.7515,-9668.3642578125,565,17.1245
10857.8,2830000,12449.08,566,140.9881,-9974.216796875,566,20.5406
11628.32,2835000,12306.15,567,140.7584,-9799.728515625,567,19.9016
12140.68,2840000,12824.6,568,141.5044,-10259.92578125,568,20.9577
9988.68,2845000,12228.09,569,142.3305,-10379.0927734375,569,18.8822
10619.3,2850000,12668.33,570,141.1487,-10090.3623046875,570,19.4508
9955.05,2855000,12392.11,571,142.083,-10197.970703125,571,18.8067
11011.1,2860000,11852.68,572,142.6597,-10645.21875,572,20.8021
11507.94,2865000,12434.33,573,143.4315,-9802.5556640625,573,18.5953
9746.99,2870000,11932.29,574,141.4201,-10356.076171875,574,21.7326
11518.14,2875000,10767.93,575,143.2106,-10159.05859375,575,20.7258
10275.25,2880000,11845.46,576,142.0125,-9985.4716796875,576,19.236
11121.81,2885000,12711.81,577,142.6314,-10280.6416015625,577,19.7509
10665.1,2890000,12716.72,578,142.2589,-10112.1162109375,578,19.3088
8173.11,2895000,11648.57,579,142.5211,-9788.7177734375,579,17.9807
11894.72,2900000,12256.1,580,143.0992,-10147.361328125,580,20.4765
11087.1,2905000,11808.51,581,143.6511,-10208.490234375,581,18.9818
10011.51,2910000,11483.48,582,141.3889,-10420.7333984375,582,20.3795
10620.92,2915000,11502.61,583,142.7321,-10449.9169921875,583,19.0151
10875.18,2920000,10815.63,584,144.0613,-10652.1640625,584,21.4497
10055.77,2925000,11790.7,585,142.3506,-10238.1728515625,585,18.5954
10679.15,2930000,12261.09,586,140.7587,-10467.177734375,586,19.542
10740.21,2935000,11262.05,587,142.1473,-10518.8603515625,587,19.461
9961.31,2940000,11180.74,588,142.2439,-10020.0751953125,588,17.8063
10986.58,2945000,12456.77,589,142.5459,-10840.0771484375,589,21.3141
11358.62,2950000,12422.77,590,142.862,-10997.787109375,590,21.4337
10726.57,2955000,12219.86,591,142.957,-10893.134765625,591,22.0579
11069.66,2960000,12049.84,592,142.1985,-10531.34375,592,21.228
9972.41,2965000,12425.66,593,143.5233,-10420.1689453125,593,21.4807
9098.31,2970000,12775.87,594,142.8621,-10763.6513671875,594,20.7577
11109.07,2975000,12022.67,595,143.6799,-10675.2236328125,595,19.3389
10382.76,2980000,11807.88,596,142.4515,-10808.92578125,596,20.0304
11915.7,2985000,11983.79,597,142.466,-10324.662109375,597,17.8143
10847.38,2990000,12365.95,598,141.6592,-10913.6884765625,598,22.1145
11198.04,2995000,12519.38,599,142.6776,-10647.654296875,599,19.743
