Running Reverse KL,Running Forward KL,Running Env Steps,Real Sto Return,Itration,Real Det Return,Running Update Time,Reward Loss
489.7007,562.9907,2025000,75.34,405,74.73,405,-94196.234375
674.5002,579.0721,2030000,81.97,406,82.35,406,-98208.8671875
651.4226,566.5559,2035000,101.23,407,104.89,407,-98645.5703125
790.2147,568.1197,2040000,81.07,408,81.07,408,-87160.8046875
427.1901,568.4409,2045000,78.39,409,76.13,409,-98072.359375
1206.1758,606.7952,2050000,71.86,410,69.79,410,-98684.765625
514.9514,568.8186,2055000,67.79,411,68.17,411,-92738.09375
501.375,567.6862,2060000,81.69,412,80.13,412,-91642.8125
529.8894,593.1687,2065000,75.85,413,77.97,413,-98060.046875
540.9746,580.2433,2070000,74.55,414,75.86,414,-97236.15625
397.6334,554.5725,2075000,72.69,415,70.47,415,-95427.90625
795.0683,576.72,2080000,77.35,416,80.73,416,-97883.953125
416.1503,566.4712,2085000,78.09,417,78.46,417,-94789.2734375
434.4911,560.3593,2090000,67.99,418,67.06,418,-97845.3828125
476.0911,576.4662,2095000,67.98,419,67.32,419,-98105.9609375
414.4197,568.5086,2100000,67.44,420,67.65,420,-97732.2265625
403.7509,575.1188,2105000,66.09,421,67.46,421,-96802.0390625
518.0887,555.5797,2110000,62.94,422,63.75,422,-96863.8125
424.7184,573.9059,2115000,63.15,423,60.77,423,-97546.015625
535.0526,579.779,2120000,62.17,424,61.63,424,-98730.984375
1096.9755,593.0622,2125000,60.9,425,60.5,425,-98726.59375
682.8837,613.0573,2130000,62.88,426,62.13,426,-91899.8984375
651.3443,563.3302,2135000,66.32,427,68.05,427,-95232.625
888.2313,600.6546,2140000,67.59,428,68.06,428,-99119.25
830.8953,592.4476,2145000,67.66,429,67.8,429,-98377.3984375
746.9492,599.7156,2150000,67.23,430,68.4,430,-96976.609375
440.2764,585.2002,2155000,61.59,431,61.8,431,-89748.59375
968.5479,608.9206,2160000,62.07,432,61.45,432,-92619.75
614.5203,582.6344,2165000,63.49,433,62.33,433,-98109.6328125
546.295,592.8064,2170000,64.88,434,64.78,434,-87949.5390625
1059.6919,607.4345,2175000,64.86,435,65.99,435,-98910.5859375
1010.4923,604.5599,2180000,60.8,436,60.99,436,-96427.84375
946.4673,627.9913,2185000,62.11,437,60.22,437,-96094.125
801.5463,595.6266,2190000,62.93,438,62.73,438,-92303.7421875
948.0221,607.9808,2195000,62.93,439,63.61,439,-90061.703125
712.3227,566.8569,2200000,60.66,440,60.83,440,-92235.296875
1090.5554,628.0203,2205000,64.29,441,64.54,441,-90465.9296875
1103.8369,624.0535,2210000,62.49,442,61.91,442,-93195.6015625
812.0632,604.3471,2215000,62.59,443,62.84,443,-94305.8046875
1232.1531,586.8087,2220000,61.62,444,61.29,444,-92523.1171875
794.606,594.9328,2225000,64.34,445,63.5,445,-98956.8046875
1087.138,570.0137,2230000,76.5,446,71.23,446,-90801.0390625
909.6292,600.6649,2235000,64.02,447,63.98,447,-97470.6484375
530.7943,590.9695,2240000,60.34,448,60.78,448,-97484.109375
460.6101,572.2948,2245000,63.58,449,69.13,449,-95513.5234375
1091.3389,578.9244,2250000,65.89,450,64.01,450,-94663.3125
1012.8228,630.7102,2255000,61.72,451,60.44,451,-97262.2421875
875.5816,597.096,2260000,64.45,452,64.36,452,-96534.5234375
1047.3183,583.4782,2265000,64.72,453,65.42,453,-97794.28125
1381.3779,589.1496,2270000,59.85,454,59.54,454,-97900.15625
809.06,572.5674,2275000,62.42,455,61.11,455,-93414.6171875
560.5474,582.1037,2280000,67.9,456,70.19,456,-95974.7265625
995.3202,588.2605,2285000,59.19,457,58.9,457,-97209.90625
708.2017,592.6226,2290000,67.86,458,67.77,458,-99004.609375
730.9167,586.3012,2295000,70.33,459,72.72,459,-98762.1875
1112.3903,601.0557,2300000,66.13,460,65.96,460,-97772.4296875
760.4025,583.7252,2305000,67.99,461,67.44,461,-96556.0546875
791.127,575.6549,2310000,70.95,462,70.85,462,-97305.5546875
370.5849,553.8773,2315000,69.37,463,70.44,463,-88823.1171875
621.7608,569.6747,2320000,67.86,464,66.39,464,-94205.671875
412.408,570.8278,2325000,75.25,465,76.06,465,-97496.5859375
1034.8458,573.9453,2330000,69.24,466,69.49,466,-95729.140625
440.3274,597.2031,2335000,64.05,467,64.57,467,-98434.453125
430.9505,573.6395,2340000,60.05,468,59.1,468,-95254.109375
1012.2471,589.0598,2345000,77.14,469,76.23,469,-96176.625
1097.4893,613.2148,2350000,62.9,470,64.57,470,-87423.2265625
688.134,565.5467,2355000,62.49,471,61.93,471,-85908.5390625
683.8921,577.9164,2360000,74.62,472,77.85,472,-92156.1328125
1296.757,583.8171,2365000,91.21,473,93.07,473,-93800.828125
1180.3211,582.6827,2370000,63.52,474,62.45,474,-89700.75
758.5166,570.1662,2375000,67.15,475,70.73,475,-91281.0546875
1101.6753,611.2675,2380000,61.33,476,61.54,476,-92102.21875
1253.9237,674.9223,2385000,64.0,477,64.75,477,-96536.96875
1927.6576,615.9632,2390000,64.59,478,63.2,478,-95833.1953125
1091.8815,585.1467,2395000,63.51,479,63.05,479,-94399.078125
1225.8274,568.5768,2400000,61.59,480,61.99,480,-92367.140625
933.3638,587.0688,2405000,61.89,481,61.47,481,-94417.9609375
947.5997,572.0788,2410000,68.39,482,75.59,482,-92558.09375
1141.0933,591.0052,2415000,64.5,483,64.8,483,-95578.7578125
1224.6089,643.9168,2420000,64.17,484,62.54,484,-90917.9453125
1020.3868,590.315,2425000,60.89,485,61.86,485,-96415.6015625
897.5584,636.3582,2430000,61.16,486,61.31,486,-98397.1015625
926.2196,662.726,2435000,59.66,487,59.72,487,-97055.234375
696.241,627.6153,2440000,60.65,488,60.97,488,-94292.9140625
654.7413,601.2239,2445000,58.97,489,57.7,489,-98048.375
717.2899,622.4403,2450000,59.28,490,59.65,490,-97487.5390625
862.6663,624.6146,2455000,61.59,491,62.36,491,-98710.5859375
421.8241,625.3593,2460000,59.92,492,58.18,492,-98177.203125
502.0389,585.0184,2465000,58.05,493,59.06,493,-96557.296875
1018.1888,620.5866,2470000,60.49,494,60.67,494,-95829.625
1222.9229,596.9854,2475000,58.8,495,58.88,495,-95282.90625
1353.2765,634.1692,2480000,59.17,496,60.39,496,-96559.75
747.027,622.9404,2485000,57.21,497,57.13,497,-97368.6171875
652.8287,671.851,2490000,58.04,498,57.38,498,-98779.265625
442.0107,588.9441,2495000,60.38,499,60.49,499,-98219.125
699.1801,625.1736,2500000,59.18,500,59.48,500,-98053.5390625
497.2713,652.7838,2505000,57.98,501,57.69,501,-97235.3671875
574.1494,587.1916,2510000,58.82,502,59.28,502,-94615.5625
440.8307,627.9726,2515000,58.13,503,57.76,503,-97535.6171875
420.273,621.2536,2520000,57.75,504,58.24,504,-97345.3515625
421.2052,604.8101,2525000,60.52,505,60.28,505,-96957.5078125
388.9693,613.7218,2530000,58.78,506,58.7,506,-97415.953125
547.3064,609.6636,2535000,58.2,507,58.44,507,-97134.5390625
862.8915,590.4115,2540000,60.15,508,60.03,508,-93153.28125
828.4507,619.7492,2545000,59.36,509,59.89,509,-95456.109375
690.2796,587.2506,2550000,58.68,510,58.66,510,-92182.4296875
418.8531,610.1395,2555000,58.66,511,59.07,511,-95088.578125
358.4524,592.5788,2560000,60.71,512,60.19,512,-93371.7578125
506.6488,601.5689,2565000,59.17,513,58.76,513,-94026.4921875
391.8263,591.0086,2570000,59.66,514,59.64,514,-93452.03125
543.7436,596.6644,2575000,59.08,515,58.96,515,-92614.875
694.9738,607.3566,2580000,60.01,516,59.97,516,-92992.921875
729.9598,591.1577,2585000,58.81,517,58.97,517,-91883.4609375
369.3513,594.0108,2590000,55.78,518,55.1,518,-89301.3828125
540.0027,590.8106,2595000,55.41,519,55.0,519,-91334.609375
411.558,597.4596,2600000,55.37,520,54.92,520,-89469.875
691.7423,600.7119,2605000,55.41,521,55.87,521,-92710.8046875
540.4603,606.8882,2610000,55.77,522,55.78,522,-94372.546875
668.1836,588.1954,2615000,55.33,523,55.23,523,-94071.8203125
370.1059,574.547,2620000,56.9,524,55.96,524,-89782.6796875
611.38,602.2679,2625000,55.27,525,55.06,525,-94632.1171875
879.1659,595.1452,2630000,55.53,526,55.21,526,-93547.03125
462.1186,583.8785,2635000,55.36,527,55.34,527,-93169.0078125
926.6034,587.0508,2640000,55.34,528,55.76,528,-93121.3125
587.2378,592.3764,2645000,56.56,529,56.77,529,-92132.953125
980.563,598.3224,2650000,56.42,530,56.83,530,-93653.375
641.9442,595.4826,2655000,55.68,531,55.16,531,-93055.8046875
829.8861,594.0193,2660000,55.93,532,56.39,532,-91397.015625
781.2841,590.6542,2665000,56.02,533,55.74,533,-91084.0
721.3623,585.453,2670000,55.22,534,55.24,534,-91739.3359375
495.5613,582.6859,2675000,55.91,535,56.19,535,-89698.6875
753.351,590.1977,2680000,59.96,536,60.42,536,-92182.2578125
592.7425,590.7059,2685000,59.95,537,60.45,537,-90601.96875
423.0149,595.8601,2690000,60.01,538,59.8,538,-90260.1015625
833.7385,608.4635,2695000,61.31,539,62.07,539,-94220.7265625
764.8561,611.3983,2700000,61.06,540,61.6,540,-94512.921875
473.4825,619.1796,2705000,60.38,541,60.54,541,-94958.28125
632.7352,594.643,2710000,60.89,542,60.33,542,-93941.2265625
546.9229,603.0663,2715000,59.13,543,59.6,543,-92624.4375
804.1622,593.985,2720000,55.01,544,55.12,544,-92043.046875
606.8621,616.4727,2725000,56.1,545,55.33,545,-91488.46875
439.5657,590.4234,2730000,57.14,546,55.76,546,-92158.59375
500.4157,598.6658,2735000,61.57,547,61.63,547,-91656.609375
582.6858,620.0061,2740000,60.47,548,61.77,548,-94376.640625
1230.2949,639.184,2745000,60.57,549,62.65,549,-95220.328125
884.5825,595.1474,2750000,56.38,550,57.51,550,-93997.84375
1703.1479,633.9244,2755000,54.75,551,51.28,551,-95295.5859375
817.4816,580.8465,2760000,56.67,552,56.64,552,-93251.296875
1774.1078,624.1669,2765000,57.88,553,57.85,553,-96101.140625
1542.693,599.4367,2770000,56.62,554,54.82,554,-97638.6640625
806.8707,585.4618,2775000,57.14,555,57.5,555,-97467.5859375
644.0607,599.9793,2780000,56.96,556,57.18,556,-96302.7421875
556.7202,559.066,2785000,57.77,557,57.8,557,-95646.6171875
944.866,550.9506,2790000,57.19,558,56.66,558,-94864.953125
691.0691,572.3417,2795000,59.2,559,59.29,559,-97306.6875
543.879,556.0979,2800000,58.81,560,59.61,560,-96990.5390625
572.298,577.0277,2805000,59.57,561,59.61,561,-97653.7109375
553.6727,561.1522,2810000,59.85,562,60.12,562,-96698.40625
542.3622,564.1003,2815000,58.32,563,57.91,563,-97096.796875
542.4705,564.8553,2820000,56.18,564,57.6,564,-96936.09375
585.2036,600.9184,2825000,56.17,565,56.31,565,-98098.3671875
472.8122,628.3573,2830000,56.31,566,55.96,566,-96421.5078125
479.3112,636.9604,2835000,60.73,567,61.47,567,-95724.78125
479.2408,631.2876,2840000,57.51,568,56.5,568,-95968.71875
510.2575,625.1907,2845000,63.08,569,62.48,569,-94619.2734375
652.1268,643.9573,2850000,57.58,570,56.76,570,-96047.078125
487.2935,629.7118,2855000,59.34,571,59.83,571,-92602.2890625
646.6433,645.7687,2860000,56.51,572,58.78,572,-97007.890625
546.3602,642.2014,2865000,57.32,573,55.87,573,-95511.9921875
538.3782,660.7508,2870000,56.82,574,57.8,574,-98121.09375
635.3746,644.7938,2875000,62.89,575,63.0,575,-96429.3046875
617.0468,665.7611,2880000,59.34,576,58.76,576,-98650.65625
512.546,625.4783,2885000,59.85,577,59.89,577,-95807.625
549.2667,635.0605,2890000,58.62,578,58.43,578,-97565.6484375
588.3743,644.3267,2895000,59.64,579,59.68,579,-98762.8125
654.2872,647.4275,2900000,58.26,580,57.73,580,-97534.2890625
540.7338,644.0574,2905000,57.95,581,57.98,581,-97055.8125
593.4836,643.6381,2910000,57.22,582,57.64,582,-97355.0546875
580.049,641.8678,2915000,56.97,583,56.88,583,-97790.484375
617.1,648.1394,2920000,58.06,584,57.25,584,-96506.734375
680.3412,648.6648,2925000,58.4,585,57.7,585,-96838.5625
560.8369,638.0179,2930000,60.1,586,61.75,586,-96929.734375
523.1212,632.9127,2935000,59.44,587,58.71,587,-94830.0703125
570.8812,635.3443,2940000,60.16,588,58.7,588,-96697.34375
709.7625,664.7803,2945000,59.09,589,58.71,589,-98309.3359375
833.2261,641.6225,2950000,59.0,590,58.68,590,-97401.2578125
650.0261,650.0865,2955000,57.87,591,58.49,591,-97772.171875
522.0864,650.0613,2960000,58.94,592,58.44,592,-98431.2890625
471.0572,643.1016,2965000,57.21,593,56.39,593,-95900.953125
762.3488,641.4988,2970000,58.42,594,58.84,594,-95232.0859375
467.0969,629.6508,2975000,57.41,595,53.83,595,-92521.046875
751.3726,639.642,2980000,57.66,596,58.07,596,-93925.203125
543.4641,634.3722,2985000,57.37,597,55.4,597,-93117.40625
504.2364,623.6488,2990000,57.64,598,57.95,598,-95521.4921875
774.1038,657.3689,2995000,61.02,599,60.03,599,-98107.9609375
