Itration,Reward Loss,Running Update Time,Real Sto Return,Real Det Return,Running Env Steps,Running Forward KL,Running Reverse KL
386,-11161.0068359375,386,5547.82,5831.66,1930000,68.9791,53.5371
387,-10956.734375,387,4936.27,6056.75,1935000,66.2785,48.3401
388,-11229.1240234375,388,5370.27,5518.62,1940000,69.5457,52.5296
389,-11224.119140625,389,4994.83,5918.53,1945000,69.4215,51.5689
390,-11155.74609375,390,5112.64,6138.9,1950000,67.2542,52.519
391,-10718.017578125,391,5596.02,6140.09,1955000,66.2039,47.412
392,-11018.802734375,392,5479.71,6095.64,1960000,67.0286,47.007
393,-11177.0068359375,393,5071.4,5578.44,1965000,67.1942,49.7868
394,-11293.6572265625,394,5289.26,5901.16,1970000,67.3003,48.8183
395,-11493.3564453125,395,4559.13,6079.05,1975000,69.244,52.2943
396,-10643.849609375,396,5178.06,5838.52,1980000,65.6312,45.3139
397,-11401.9111328125,397,5263.79,5995.37,1985000,68.1878,52.2833
398,-10830.9609375,398,5687.73,6069.29,1990000,67.1685,47.5836
399,-11103.673828125,399,5326.17,5573.14,1995000,66.4683,46.5632
400,-11176.5712890625,400,5435.96,6206.0,2000000,67.3575,47.4135
401,-11325.7490234375,401,5442.71,5648.76,2005000,67.6247,47.964
402,-11563.3466796875,402,4547.5,5839.57,2010000,69.3962,51.9846
403,-11497.3779296875,403,4968.95,6139.5,2015000,69.3738,51.183
404,-11578.9111328125,404,5563.05,5751.55,2020000,68.9374,51.4076
405,-10341.626953125,405,5386.44,5580.46,2025000,65.6068,45.7076
406,-11623.3564453125,406,5601.91,6162.47,2030000,67.9687,50.8881
407,-11720.12890625,407,5223.11,6222.86,2035000,68.041,50.3991
408,-11665.7333984375,408,5187.31,5644.08,2040000,69.2966,53.5502
409,-11820.9267578125,409,4948.18,5655.91,2045000,69.6348,53.8236
410,-11693.6240234375,410,5222.99,5886.38,2050000,68.0048,50.133
411,-11593.9375,411,4822.12,6043.15,2055000,67.9294,48.3222
412,-11443.0947265625,412,5193.52,5466.8,2060000,67.2601,48.9486
413,-11831.9169921875,413,5281.11,6042.51,2065000,69.224,52.826
414,-11816.1669921875,414,4674.84,5732.23,2070000,69.0746,53.8916
415,-11616.689453125,415,5299.91,5336.03,2075000,68.7373,50.6564
416,-11172.26953125,416,5082.97,5429.57,2080000,67.2811,48.5304
417,-11376.2412109375,417,5432.73,5746.76,2085000,67.0255,49.8856
418,-11700.37890625,418,5254.79,5364.05,2090000,68.1001,51.4764
419,-12028.30078125,419,4721.41,5404.02,2095000,68.7957,51.5277
420,-11884.1259765625,420,5218.53,5579.91,2100000,69.5746,51.4417
421,-11947.0009765625,421,5444.8,5979.57,2105000,69.9972,52.3488
422,-11718.443359375,422,5315.17,5347.6,2110000,68.7833,50.4948
423,-11232.79296875,423,5026.7,5108.95,2115000,68.4752,49.9585
424,-12050.01953125,424,5106.75,5457.47,2120000,69.9721,51.4066
425,-12008.041015625,425,4930.09,5647.67,2125000,69.8139,51.4766
426,-11869.791015625,426,4800.86,5933.01,2130000,68.1104,48.891
427,-11226.966796875,427,4712.22,5894.2,2135000,67.9869,48.9006
428,-11884.9873046875,428,4912.93,5622.4,2140000,66.8832,48.7521
429,-11453.5361328125,429,5338.85,6164.93,2145000,67.2603,48.9866
430,-11762.771484375,430,5236.76,5713.14,2150000,67.9275,49.7952
431,-11423.1474609375,431,5066.51,5566.83,2155000,66.773,50.399
432,-12112.1640625,432,4994.13,5605.58,2160000,68.3856,50.3044
433,-12185.8154296875,433,4834.8,6001.58,2165000,68.4358,50.4166
434,-12220.2041015625,434,5372.97,5972.66,2170000,68.7347,50.8906
435,-12389.7578125,435,5385.48,5607.09,2175000,69.6385,53.1822
436,-11427.3984375,436,4538.77,5268.67,2180000,65.8198,46.5032
437,-12111.994140625,437,3946.82,5477.24,2185000,67.3101,48.0507
438,-12140.8251953125,438,5002.26,5778.6,2190000,67.6994,50.0386
439,-12439.216796875,439,4990.19,5084.08,2195000,68.527,50.71
440,-11950.99609375,440,5147.66,5901.29,2200000,66.9356,47.6454
441,-12253.484375,441,4792.74,6081.31,2205000,68.5558,51.4678
442,-12147.4990234375,442,5447.4,5954.56,2210000,67.5739,51.0951
443,-11720.4189453125,443,5131.86,5304.88,2215000,67.6356,48.6385
444,-12057.1044921875,444,5648.11,5203.34,2220000,67.1989,50.0447
445,-12395.0185546875,445,5083.76,5057.41,2225000,70.0169,53.0839
446,-12235.84765625,446,5705.37,5799.6,2230000,68.515,52.0483
447,-12593.892578125,447,5158.78,5892.07,2235000,69.0959,50.9696
448,-12468.3505859375,448,5542.24,6095.62,2240000,69.5333,51.1097
449,-12545.6240234375,449,5135.16,6097.7,2245000,68.5026,51.6039
450,-12312.755859375,450,5053.46,5569.01,2250000,66.198,49.5252
451,-12573.4365234375,451,5244.49,6065.92,2255000,70.6225,51.8635
452,-12652.892578125,452,4981.18,6145.41,2260000,69.1828,51.3051
453,-12497.7666015625,453,4995.0,5621.7,2265000,69.5201,51.6533
454,-12432.22265625,454,4829.34,5904.32,2270000,69.0172,50.9433
455,-12605.361328125,455,4994.43,5519.46,2275000,69.8023,51.9313
456,-12585.3544921875,456,4756.72,5525.85,2280000,68.8185,51.0883
457,-12551.4794921875,457,4861.17,5586.04,2285000,68.244,49.6324
458,-12764.3564453125,458,4932.89,5851.11,2290000,70.5182,52.6044
459,-12839.08203125,459,4723.13,5414.17,2295000,70.6035,54.9859
460,-12570.9375,460,5624.4,5783.88,2300000,68.6981,49.6714
461,-12131.10546875,461,5356.37,5779.49,2305000,69.4952,52.2989
462,-12690.90625,462,5656.89,6146.53,2310000,68.7568,50.6396
463,-12923.7802734375,463,5056.87,4878.02,2315000,71.687,58.447
464,-12209.1181640625,464,5370.51,5877.84,2320000,67.9681,48.2497
465,-12968.7412109375,465,5573.47,5949.7,2325000,69.6969,54.0789
466,-12853.451171875,466,5579.13,5940.69,2330000,68.5021,51.4152
467,-12699.8408203125,467,5054.37,5687.47,2335000,68.5006,52.4544
468,-12079.6474609375,468,4923.55,5350.17,2340000,67.0384,51.1329
469,-12982.6650390625,469,5203.33,5722.32,2345000,70.2432,54.4646
470,-12127.34765625,470,4981.5,5694.96,2350000,68.778,50.6146
471,-11775.5458984375,471,5393.26,5383.57,2355000,67.9219,50.5409
472,-12057.611328125,472,5224.41,5575.23,2360000,68.1588,48.6804
473,-12591.3203125,473,5093.25,5806.69,2365000,69.8478,52.7298
474,-13032.923828125,474,4634.0,5903.69,2370000,71.4672,54.3687
475,-12743.2900390625,475,5291.5,5903.29,2375000,70.6317,53.317
476,-13008.580078125,476,4958.6,5708.55,2380000,71.0067,55.6183
477,-13045.330078125,477,5536.86,5911.88,2385000,71.8575,56.0277
478,-13123.0986328125,478,5544.43,5707.59,2390000,72.2636,56.8874
479,-12961.5078125,479,5300.11,5597.56,2395000,69.2891,52.4847
480,-13190.3857421875,480,5353.84,5978.36,2400000,71.9696,54.8339
481,-11589.650390625,481,5385.9,5683.09,2405000,68.8087,48.2563
482,-13086.40625,482,5097.0,5937.23,2410000,71.3349,53.1936
483,-13119.4267578125,483,4623.55,5482.43,2415000,70.4302,52.446
484,-12478.505859375,484,4873.19,5280.0,2420000,68.282,49.5526
485,-12994.412109375,485,4658.71,5484.13,2425000,70.6977,54.9052
486,-13027.96875,486,5628.49,5948.85,2430000,69.2087,51.0212
487,-12358.0986328125,487,5577.76,5919.77,2435000,67.134,49.2823
488,-13291.3173828125,488,4643.52,6030.02,2440000,69.6999,52.0765
489,-12261.5244140625,489,5476.69,5828.1,2445000,68.4137,50.2063
490,-13232.9443359375,490,5117.56,6017.74,2450000,70.5743,52.8309
491,-12748.244140625,491,4953.18,6161.09,2455000,66.9893,47.0865
492,-13318.1064453125,492,5025.24,5760.41,2460000,69.5117,51.4188
493,-11842.0302734375,493,5350.32,5976.33,2465000,68.0531,53.6543
494,-12635.1494140625,494,5290.14,5542.19,2470000,69.7258,53.6476
495,-13374.7568359375,495,4854.79,5682.83,2475000,69.8481,53.7486
496,-13034.66796875,496,5393.05,6075.46,2480000,67.9669,51.6315
497,-12959.2861328125,497,5268.48,5971.74,2485000,67.5916,49.2545
498,-13174.0810546875,498,5379.13,5716.07,2490000,70.1235,54.745
499,-13063.060546875,499,5154.06,5779.5,2495000,67.8489,48.8232
500,-13310.79296875,500,4704.45,5890.61,2500000,69.4029,51.5216
501,-13448.3125,501,4498.17,6001.86,2505000,69.7788,52.9169
502,-13309.60546875,502,4918.31,5526.69,2510000,69.9138,51.9299
503,-11705.0087890625,503,4897.7,5032.78,2515000,68.3618,48.8504
504,-13344.1298828125,504,5363.11,5893.85,2520000,70.4108,52.7956
505,-12388.85546875,505,5032.01,5838.93,2525000,67.0736,46.567
506,-13377.7958984375,506,5175.97,5686.86,2530000,70.3739,52.5311
507,-11861.755859375,507,5482.82,5447.45,2535000,67.1835,47.712
508,-13477.0908203125,508,5455.61,6047.29,2540000,70.0711,53.3866
509,-13607.94921875,509,4926.9,6003.58,2545000,69.4365,51.4537
510,-13652.0224609375,510,5209.52,5262.86,2550000,71.9843,53.8234
511,-13448.224609375,511,5191.84,6069.16,2555000,70.1648,52.3956
512,-13556.6669921875,512,5043.78,5655.42,2560000,70.9813,52.6625
513,-13270.5341796875,513,5484.18,6041.86,2565000,69.8377,52.2596
514,-13590.4404296875,514,5359.09,5753.1,2570000,71.0965,55.034
515,-12826.4423828125,515,5489.97,6107.39,2575000,68.9034,49.248
516,-13607.6455078125,516,5284.35,5700.65,2580000,70.5755,52.6509
517,-13128.5078125,517,5200.88,5845.61,2585000,69.0463,48.5195
518,-13043.9375,518,5406.35,5896.51,2590000,68.3232,47.683
519,-12728.853515625,519,5359.61,5604.47,2595000,67.6439,48.2101
520,-12618.1015625,520,5365.57,6048.56,2600000,68.4092,48.7199
521,-12995.1396484375,521,5699.94,6121.09,2605000,68.8693,50.4453
522,-13357.3662109375,522,4725.33,5845.71,2610000,69.8355,50.8661
523,-13667.8505859375,523,5014.9,6039.49,2615000,71.1906,53.8382
524,-13506.4375,524,5589.24,6125.42,2620000,68.5637,49.5471
525,-13382.83203125,525,5416.26,5770.45,2625000,69.6393,49.6292
526,-13434.9384765625,526,5009.25,6073.79,2630000,69.2832,49.9381
527,-13448.90625,527,5209.72,5814.66,2635000,68.0174,47.799
528,-12425.8662109375,528,5393.17,6051.34,2640000,67.7005,48.3462
529,-13463.9775390625,529,5418.61,6074.03,2645000,68.4003,49.7017
530,-12699.4892578125,530,5149.24,5728.36,2650000,66.3739,45.3937
531,-12956.3291015625,531,4955.85,5555.3,2655000,66.3876,45.8286
532,-13314.052734375,532,5252.58,5949.77,2660000,67.1455,46.7462
533,-13531.9580078125,533,5599.15,5931.77,2665000,69.6022,52.0224
534,-13441.48828125,534,4702.5,5823.39,2670000,68.8245,50.1525
535,-12086.60546875,535,4243.05,5355.12,2675000,67.2366,46.8297
536,-13437.5078125,536,5120.04,5853.32,2680000,69.9497,50.6823
537,-11770.5,537,4745.97,6000.6,2685000,64.8798,42.4784
538,-13587.65234375,538,5533.65,5850.39,2690000,69.0232,50.4437
539,-12729.099609375,539,4845.87,5923.3,2695000,67.2985,46.0166
540,-13853.58984375,540,5376.13,6015.2,2700000,69.6025,51.7943
541,-13541.912109375,541,5367.85,6051.43,2705000,69.771,50.7255
542,-13456.95703125,542,4399.45,5477.76,2710000,69.162,50.5899
543,-13379.2783203125,543,4975.88,6123.86,2715000,68.3346,48.4037
544,-13877.033203125,544,5525.75,6016.95,2720000,71.0994,53.8098
545,-13514.337890625,545,5320.85,6063.52,2725000,70.9145,52.7434
546,-13163.1796875,546,5315.25,6267.83,2730000,67.6255,46.501
547,-13038.9833984375,547,5304.51,6226.45,2735000,66.3629,46.4246
548,-13478.025390625,548,5284.21,6210.47,2740000,68.5059,48.2123
549,-13464.3056640625,549,5480.52,6087.3,2745000,67.7164,49.2453
550,-13523.2275390625,550,5628.85,6141.7,2750000,67.9766,49.31
551,-13016.02734375,551,4760.29,6094.64,2755000,68.0164,48.8369
552,-13676.6181640625,552,5102.19,6143.1,2760000,69.8733,53.7686
553,-13688.818359375,553,5482.91,6142.84,2765000,69.7066,52.0452
554,-13623.22265625,554,5074.34,6099.67,2770000,68.6731,49.9442
555,-13615.6787109375,555,5181.58,6186.93,2775000,69.2429,51.746
556,-13214.353515625,556,5216.61,6100.2,2780000,67.7204,47.2428
557,-13801.6826171875,557,5522.92,6001.62,2785000,69.6682,51.0234
558,-12663.7578125,558,5101.54,5971.07,2790000,66.2438,45.8466
559,-13881.041015625,559,5450.25,6049.35,2795000,69.7044,51.4974
560,-13693.8720703125,560,5301.63,6168.79,2800000,68.1116,50.8322
561,-13357.4931640625,561,5110.02,6145.18,2805000,68.3798,50.6023
562,-13902.8642578125,562,5192.69,5891.92,2810000,70.2877,52.9145
563,-13795.6806640625,563,5330.75,6087.35,2815000,68.6872,51.3834
564,-13860.3974609375,564,5440.39,5392.13,2820000,71.0675,53.3669
565,-13886.7099609375,565,5079.71,5949.72,2825000,70.1527,53.4599
566,-13933.4658203125,566,5504.32,5844.16,2830000,70.6941,55.1776
567,-13917.083984375,567,5182.24,6139.73,2835000,70.7244,53.8121
568,-13927.7080078125,568,5188.0,5869.16,2840000,70.7711,54.5638
569,-13588.1083984375,569,5289.1,5896.26,2845000,68.8255,49.9543
570,-12944.1357421875,570,5340.1,4916.65,2850000,69.6251,55.6639
571,-13847.849609375,571,5446.62,6120.36,2855000,70.5566,53.1776
572,-12819.326171875,572,5598.4,5943.12,2860000,68.1377,49.0183
573,-13964.763671875,573,4843.44,6211.2,2865000,69.4253,51.8585
574,-13720.052734375,574,5119.33,6174.79,2870000,68.7279,49.9069
575,-13641.2099609375,575,5678.71,6259.39,2875000,68.5992,50.2564
576,-13717.8857421875,576,5594.14,6017.7,2880000,70.1715,52.7511
577,-13730.1923828125,577,5617.96,6158.26,2885000,68.8301,50.8685
578,-13414.6708984375,578,4717.78,6075.59,2890000,69.7488,52.2384
579,-13862.626953125,579,5630.0,5474.93,2895000,69.108,51.4504
580,-13840.1640625,580,5385.94,6111.07,2900000,70.0982,51.7128
581,-13829.595703125,581,5653.03,5530.02,2905000,68.7674,51.1124
582,-13857.5322265625,582,5103.97,6114.79,2910000,69.8526,51.4423
583,-13844.7822265625,583,4700.39,5284.04,2915000,70.4882,53.3354
584,-13756.875,584,5617.76,6000.22,2920000,69.8675,51.5213
585,-14028.064453125,585,5393.21,6213.82,2925000,69.9463,52.2267
586,-13972.5185546875,586,5646.3,5990.61,2930000,69.9628,52.5785
587,-14074.361328125,587,5162.7,6187.07,2935000,70.9665,53.7285
588,-13487.9140625,588,5186.56,6160.61,2940000,68.3125,50.8402
589,-13993.662109375,589,5230.87,5478.67,2945000,70.5338,53.875
590,-13815.0654296875,590,4794.7,6132.31,2950000,69.0923,50.3359
591,-13888.5703125,591,5517.92,5686.23,2955000,69.4551,52.3321
592,-14203.5009765625,592,5286.78,5578.78,2960000,70.234,54.6923
593,-12815.3359375,593,5461.91,6029.96,2965000,68.4412,54.4987
594,-14102.287109375,594,5339.36,5810.36,2970000,69.8848,53.3611
595,-14092.318359375,595,4672.61,5456.46,2975000,69.9263,53.741
596,-13747.9765625,596,5664.0,6103.35,2980000,69.5817,53.3669
597,-13980.384765625,597,5196.2,5499.21,2985000,72.1923,54.6847
598,-14074.4853515625,598,5605.88,6116.59,2990000,71.4524,55.5649
599,-14008.7587890625,599,5010.88,5477.09,2995000,69.7631,52.695
