Real Det Return,Itration,Running Reverse KL,Reward Loss,Running Env Steps,Running Update Time,Running Forward KL,Real Sto Return
4664.58,394,182.358,-19690.7734375,1970000,394,348.838,4952.77
3333.6,395,464.1397,-19339.5,1975000,395,367.1456,2155.24
1213.03,396,1058.7281,-18411.419921875,1980000,396,405.8538,865.93
603.71,397,1060.7203,-18605.916015625,1985000,397,450.5621,500.42
1141.31,398,923.1597,-18419.33203125,1990000,398,429.0667,1075.77
1382.69,399,648.9959,-17311.130859375,1995000,399,450.0537,1776.82
1597.04,400,385.6002,-18056.78125,2000000,400,423.9807,1629.6
2564.94,401,367.6203,-18326.384765625,2005000,401,413.8409,3102.63
3122.15,402,331.3406,-17425.58203125,2010000,402,408.6389,2911.03
2581.31,403,353.2776,-18124.552734375,2015000,403,408.1951,2697.59
2315.56,404,392.8093,-18380.0234375,2020000,404,413.5141,2477.83
1532.1,405,591.4701,-17052.03515625,2025000,405,435.8837,1744.51
1944.9,406,400.085,-17707.865234375,2030000,406,426.8577,2773.54
3067.47,407,584.9318,-18384.328125,2035000,407,428.4729,3107.02
1711.97,408,781.2901,-18697.7421875,2040000,408,433.3109,2337.95
861.95,409,512.6286,-17288.498046875,2045000,409,444.4202,1127.13
718.74,410,988.5701,-18900.2109375,2050000,410,450.4212,552.39
351.64,411,867.53,-17828.388671875,2055000,411,519.1432,348.3
379.73,412,1101.0085,-18741.96484375,2060000,412,496.2798,429.33
354.76,413,1155.4592,-18942.767578125,2065000,413,502.4615,486.29
491.83,414,987.9389,-15059.8720703125,2070000,414,480.1402,457.13
271.46,415,952.6913,-17669.818359375,2075000,415,542.0478,262.36
300.49,416,872.4232,-15153.6005859375,2080000,416,516.9665,274.85
356.51,417,555.2575,-17547.76171875,2085000,417,507.1448,334.16
497.5,418,1094.5809,-18021.115234375,2090000,418,519.0189,389.41
466.63,419,1455.9115,-17296.671875,2095000,419,514.6773,434.86
396.63,420,1079.7872,-18226.73046875,2100000,420,489.8814,391.1
308.57,421,1135.4858,-18073.28125,2105000,421,489.8928,301.2
300.04,422,1216.0775,-17435.80078125,2110000,422,527.8227,272.2
263.2,423,1108.5036,-15529.05859375,2115000,423,503.4605,294.8
358.8,424,1005.2666,-16039.1181640625,2120000,424,512.7215,377.34
366.64,425,549.6386,-13052.5029296875,2125000,425,508.0609,323.41
403.3,426,828.2635,-17857.53515625,2130000,426,482.9012,414.47
449.48,427,629.9252,-16119.8046875,2135000,427,477.41,507.31
428.13,428,1430.7686,-16846.3203125,2140000,428,485.5637,384.16
483.71,429,1301.5761,-17071.185546875,2145000,429,471.3655,487.12
505.3,430,685.0059,-18837.21484375,2150000,430,463.703,601.44
367.02,431,441.9825,-16299.6904296875,2155000,431,491.924,323.81
395.82,432,1357.4114,-16910.9453125,2160000,432,475.4306,395.67
287.09,433,720.2812,-16996.423828125,2165000,433,517.1165,236.22
281.31,434,372.1866,-14784.271484375,2170000,434,497.8702,282.64
295.31,435,695.7204,-16435.2890625,2175000,435,522.2606,351.6
295.54,436,659.7538,-16342.10546875,2180000,436,521.1292,315.63
500.64,437,740.4081,-15437.275390625,2185000,437,467.9352,512.61
278.85,438,510.8585,-17127.46484375,2190000,438,496.2333,321.27
536.03,439,510.1917,-16923.28125,2195000,439,473.4344,463.02
373.44,440,520.7014,-15149.962890625,2200000,440,479.0419,370.47
441.04,441,437.3736,-15552.4462890625,2205000,441,467.7143,433.58
513.76,442,454.9795,-15905.0751953125,2210000,442,460.7459,568.85
775.77,443,379.6714,-17053.435546875,2215000,443,444.6875,949.68
305.7,444,453.9112,-14649.1640625,2220000,444,522.882,302.24
626.9,445,381.8131,-16222.6259765625,2225000,445,445.56,499.49
617.71,446,417.6094,-15616.9072265625,2230000,446,475.0247,593.07
430.43,447,418.7108,-16901.80078125,2235000,447,475.6735,655.38
1223.03,448,342.8899,-17328.150390625,2240000,448,449.3881,1405.63
1047.2,449,489.0534,-17936.0078125,2245000,449,459.7797,892.37
1557.21,450,392.0851,-18570.30859375,2250000,450,429.2213,1350.44
1969.31,451,374.0657,-18115.2890625,2255000,451,425.5183,1681.93
1440.71,452,696.759,-19193.03515625,2260000,452,437.3458,1239.02
2279.94,453,368.1931,-18957.447265625,2265000,453,423.8332,1991.86
1662.36,454,605.4535,-19208.82421875,2270000,454,427.9089,1823.16
3204.38,455,376.705,-19469.95703125,2275000,455,417.1042,2459.42
3416.14,456,379.0353,-19167.30078125,2280000,456,413.5189,2152.82
3569.57,457,237.7785,-19387.6640625,2285000,457,417.3629,3473.09
4127.74,458,405.3016,-19307.05859375,2290000,458,417.8048,3251.59
4631.18,459,253.4058,-19432.603515625,2295000,459,410.8185,4616.4
3410.6,460,395.854,-19412.837890625,2300000,460,406.8048,3310.73
4056.33,461,332.3295,-19275.662109375,2305000,461,424.2168,4180.06
3964.58,462,383.355,-18766.296875,2310000,462,440.7519,4538.88
4465.69,463,382.2565,-19438.71484375,2315000,463,432.53,3626.5
4110.58,464,309.9101,-19283.298828125,2320000,464,435.9932,3757.99
2516.78,465,451.9687,-19587.310546875,2325000,465,433.4097,2717.03
1641.86,466,1330.4108,-19528.98046875,2330000,466,449.6973,1113.31
1290.33,467,725.5134,-19316.466796875,2335000,467,446.1071,1406.92
1599.53,468,895.2264,-19321.689453125,2340000,468,446.7091,1589.58
1599.1,469,741.3191,-18461.84765625,2345000,469,444.2026,1765.68
1409.31,470,1018.7575,-19033.431640625,2350000,470,450.2014,1400.03
1561.29,471,782.2759,-19369.681640625,2355000,471,446.7314,1233.23
1833.44,472,852.4744,-18524.1171875,2360000,472,448.8988,1876.77
1107.23,473,1389.675,-18422.111328125,2365000,473,453.7378,1168.71
1447.72,474,846.5104,-18399.669921875,2370000,474,442.1577,1565.0
1293.02,475,737.8394,-18695.904296875,2375000,475,445.7211,1201.3
1367.3,476,1333.3113,-18916.560546875,2380000,476,445.7686,1204.89
1086.68,477,798.3628,-18785.83203125,2385000,477,455.2242,1508.24
1025.11,478,1145.5524,-17102.453125,2390000,478,447.8506,1082.61
1423.68,479,1592.8172,-19306.685546875,2395000,479,455.2348,1431.77
644.93,480,1137.7972,-18173.48046875,2400000,480,469.7734,898.78
1011.72,481,786.956,-18902.33984375,2405000,481,452.9566,764.64
618.58,482,1246.7895,-18257.4609375,2410000,482,455.3027,569.0
551.29,483,1331.9511,-18305.740234375,2415000,483,475.1275,472.27
459.72,484,1469.3344,-19293.998046875,2420000,484,473.1027,616.36
489.72,485,1524.9634,-19322.533203125,2425000,485,477.3395,414.54
428.9,486,1339.1037,-19443.681640625,2430000,486,475.4871,384.43
379.68,487,980.1649,-19100.630859375,2435000,487,485.0335,393.97
314.2,488,2099.9221,-19416.203125,2440000,488,505.7867,294.51
351.57,489,1386.8347,-18891.689453125,2445000,489,477.3271,284.33
329.23,490,1856.931,-19513.919921875,2450000,490,467.7726,300.29
301.02,491,854.0506,-19376.5703125,2455000,491,515.7588,297.6
258.93,492,1421.5024,-19690.884765625,2460000,492,516.6731,240.78
321.26,493,560.7908,-19019.078125,2465000,493,502.0242,292.38
225.32,494,1813.168,-19707.771484375,2470000,494,503.4486,215.68
261.96,495,3010.1486,-19484.916015625,2475000,495,522.099,245.73
258.43,496,2221.8388,-19746.55078125,2480000,496,507.2724,256.07
256.21,497,2360.0394,-19741.650390625,2485000,497,507.9644,269.93
278.75,498,1950.3937,-18814.197265625,2490000,498,511.6173,273.14
254.27,499,1123.4154,-19568.234375,2495000,499,520.1678,257.36
257.04,500,1048.52,-19575.20703125,2500000,500,521.2255,237.94
319.9,501,2555.6588,-19673.298828125,2505000,501,496.1909,295.49
241.89,502,1808.2453,-19741.703125,2510000,502,543.1694,269.27
201.1,503,963.7336,-19657.876953125,2515000,503,519.5056,235.46
281.99,504,1607.139,-19672.306640625,2520000,504,510.9101,255.33
208.25,505,1533.5227,-19733.91796875,2525000,505,497.7014,236.92
206.8,506,1205.5811,-19782.013671875,2530000,506,515.5436,209.87
261.72,507,1647.269,-19814.29296875,2535000,507,515.0403,346.28
447.71,508,1573.2338,-19607.466796875,2540000,508,503.7811,375.95
312.51,509,1742.5188,-19857.25390625,2545000,509,517.0679,282.29
307.39,510,1067.9123,-19841.9296875,2550000,510,518.375,268.63
294.21,511,1308.9072,-19787.970703125,2555000,511,494.3184,280.05
265.52,512,1104.1063,-18804.791015625,2560000,512,498.907,291.81
295.99,513,1828.2284,-19820.447265625,2565000,513,486.7789,461.48
289.25,514,1387.8835,-19331.44921875,2570000,514,504.027,311.13
284.5,515,1256.0195,-19694.06640625,2575000,515,495.5545,257.77
462.93,516,983.8956,-19233.404296875,2580000,516,486.1173,424.56
415.83,517,907.9575,-19515.3125,2585000,517,498.0492,421.84
227.4,518,768.2013,-19853.376953125,2590000,518,492.8905,297.0
258.89,519,1203.52,-19828.302734375,2595000,519,518.7992,252.98
144.21,520,832.1829,-19780.77734375,2600000,520,540.8336,223.29
205.52,521,923.6978,-19853.4765625,2605000,521,516.9626,184.84
215.58,522,897.9519,-19845.4140625,2610000,522,536.0104,244.64
305.04,523,1503.6405,-19803.4921875,2615000,523,502.9684,322.38
332.64,524,661.1696,-19603.890625,2620000,524,507.7477,335.92
380.07,525,1377.7831,-19773.845703125,2625000,525,479.9548,399.07
424.78,526,953.4357,-19818.54296875,2630000,526,488.9275,440.85
600.03,527,1482.3516,-19790.904296875,2635000,527,469.1454,481.39
372.74,528,1023.2085,-19830.0546875,2640000,528,502.1387,435.6
489.2,529,1696.0652,-19800.708984375,2645000,529,499.1962,508.04
488.54,530,1346.7723,-19758.26171875,2650000,530,500.8814,451.8
456.2,531,917.359,-19753.220703125,2655000,531,492.0227,519.3
436.52,532,1121.9631,-19720.271484375,2660000,532,475.2165,437.91
338.28,533,970.3686,-19754.142578125,2665000,533,498.0392,378.6
513.84,534,883.7364,-19717.453125,2670000,534,471.7779,462.81
411.49,535,855.0501,-19611.3125,2675000,535,482.5466,405.33
356.9,536,836.6835,-19804.4375,2680000,536,500.479,395.01
359.66,537,1251.8154,-19809.525390625,2685000,537,476.1826,377.54
756.76,538,867.1024,-19719.986328125,2690000,538,493.5148,707.64
301.9,539,1211.4885,-19776.798828125,2695000,539,488.8917,303.67
437.92,540,1768.6983,-19789.25390625,2700000,540,489.7953,482.44
632.65,541,1390.7572,-19720.70703125,2705000,541,471.2957,495.88
534.21,542,1215.3533,-19818.48046875,2710000,542,498.6903,599.98
502.94,543,939.9641,-19729.451171875,2715000,543,466.1082,532.62
382.16,544,690.021,-19726.439453125,2720000,544,494.3947,324.31
502.2,545,1196.8125,-19753.62109375,2725000,545,488.9007,400.42
668.41,546,967.2517,-19724.75,2730000,546,496.697,497.7
369.9,547,1192.1283,-19810.83984375,2735000,547,498.7424,361.48
544.24,548,881.9288,-19804.703125,2740000,548,492.6795,558.52
411.37,549,1239.9404,-19802.96484375,2745000,549,490.2096,407.07
314.42,550,831.765,-19622.63671875,2750000,550,494.4986,372.18
358.11,551,1527.0992,-19815.125,2755000,551,496.3984,710.47
420.47,552,1189.2178,-19718.029296875,2760000,552,480.7126,516.13
700.2,553,584.9626,-19725.482421875,2765000,553,481.2868,712.25
440.82,554,1528.799,-19814.61328125,2770000,554,509.4467,424.94
495.38,555,1658.4789,-19816.703125,2775000,555,485.3997,570.49
346.63,556,2609.3167,-19870.18359375,2780000,556,504.1609,500.78
433.72,557,1031.3119,-19705.859375,2785000,557,486.0349,527.16
617.62,558,1329.8305,-19814.197265625,2790000,558,505.3175,437.27
418.53,559,1566.8416,-19859.490234375,2795000,559,505.0224,368.93
397.83,560,1169.4586,-19842.7734375,2800000,560,481.7025,344.14
314.57,561,2013.1333,-19656.73828125,2805000,561,507.6898,295.52
321.35,562,1562.6356,-19878.609375,2810000,562,513.2391,327.65
207.81,563,1726.7866,-19872.56640625,2815000,563,572.9073,226.62
417.67,564,1325.6244,-19852.6796875,2820000,564,490.2507,381.98
315.84,565,1010.6111,-19712.60546875,2825000,565,510.4254,294.48
309.56,566,2130.8413,-19860.126953125,2830000,566,520.9364,276.26
455.61,567,1444.3769,-19846.3125,2835000,567,508.372,320.92
298.49,568,1668.9509,-19870.873046875,2840000,568,504.5097,299.41
283.75,569,1247.7653,-19743.861328125,2845000,569,495.4149,398.03
323.63,570,1680.4937,-19751.8125,2850000,570,503.2767,331.86
294.91,571,1219.8882,-19868.169921875,2855000,571,507.5855,288.15
252.71,572,1951.5745,-19838.7578125,2860000,572,520.4202,266.84
317.5,573,2446.2139,-19884.62109375,2865000,573,485.7672,384.31
416.91,574,1317.8604,-19874.388671875,2870000,574,498.955,360.91
248.35,575,1312.8094,-19879.22265625,2875000,575,509.9083,313.13
416.77,576,1583.7224,-19807.32421875,2880000,576,496.9812,399.45
402.45,577,1349.382,-19812.15625,2885000,577,496.2541,360.23
439.16,578,734.6204,-19813.701171875,2890000,578,497.8921,469.54
301.92,579,1273.0264,-19892.3046875,2895000,579,518.0785,377.72
289.93,580,1797.2364,-19879.546875,2900000,580,512.2119,295.26
307.34,581,1494.1712,-19852.78515625,2905000,581,500.065,247.59
259.32,582,1291.5086,-19865.49609375,2910000,582,532.8348,214.21
268.48,583,1557.6694,-19871.89453125,2915000,583,512.1517,274.32
176.33,584,794.8989,-19798.23046875,2920000,584,602.2302,166.01
211.77,585,654.9616,-19422.462890625,2925000,585,523.3128,211.46
150.44,586,1482.0215,-19870.287109375,2930000,586,599.4597,150.84
147.8,587,2275.7612,-19885.685546875,2935000,587,575.4213,149.55
173.45,588,1720.6298,-19845.5,2940000,588,563.0149,169.41
149.55,589,2023.0009,-19868.958984375,2945000,589,579.2541,150.81
144.93,590,2127.692,-19884.90234375,2950000,590,568.2525,150.01
139.97,591,2400.3328,-19889.8828125,2955000,591,570.9771,145.78
138.0,592,2210.6097,-19893.26171875,2960000,592,636.9076,138.0
140.27,593,2443.711,-19870.46484375,2965000,593,603.5261,142.58
149.7,594,1521.6063,-19865.72265625,2970000,594,573.4759,145.41
141.17,595,1888.1647,-19893.021484375,2975000,595,595.3519,139.86
137.73,596,2454.4143,-19875.3203125,2980000,596,593.8666,145.46
134.72,597,2060.4481,-19803.234375,2985000,597,623.7378,134.69
133.26,598,2202.5515,-19839.515625,2990000,598,662.6025,129.08
144.58,599,1711.4938,-19444.255859375,2995000,599,579.003,147.2
