Running Reverse KL,Reward Loss,Running Env Steps,Itration,Real Sto Return,Running Forward KL,Real Det Return,Running Update Time
78.3817,-13692.2451171875,1930000,386,4837.03,85.8006,6037.41,386
78.7772,-13737.3681640625,1935000,387,5061.26,84.3514,5539.8,387
78.4108,-13929.26953125,1940000,388,5491.47,84.9902,6035.8,388
76.8393,-13799.314453125,1945000,389,5555.14,85.6263,5743.97,389
241.5612,-4533.45751953125,1950000,390,-1284.83,83.0634,-1297.05,390
139.0678,-7001.751953125,1955000,391,-1273.17,81.5188,-1387.8,391
74.8103,-6074.00244140625,1960000,392,-1214.49,82.0624,-1173.26,392
61.9808,-7214.87548828125,1965000,393,130.95,75.9856,24.09,393
66.6698,-11895.4248046875,1970000,394,2682.9,82.3049,4023.49,394
64.336,-13505.62890625,1975000,395,4638.7,81.1649,5251.74,395
64.857,-13260.4169921875,1980000,396,4961.28,79.2276,5717.93,396
67.4048,-13554.6513671875,1985000,397,5281.71,80.6996,5387.51,397
67.4394,-13246.3134765625,1990000,398,5481.73,76.7011,5840.0,398
70.5034,-13498.5966796875,1995000,399,5533.49,77.2122,5920.24,399
74.192,-13841.451171875,2000000,400,5469.65,85.3075,5659.73,400
68.9409,-13332.64453125,2005000,401,5294.32,77.9488,5657.37,401
78.5108,-14179.263671875,2010000,402,5278.78,85.8783,5618.79,402
79.3453,-14327.462890625,2015000,403,5473.68,87.9962,5955.19,403
80.0784,-14230.791015625,2020000,404,5575.77,86.4423,5691.92,404
72.0965,-13464.263671875,2025000,405,5337.51,77.9935,6057.94,405
75.1944,-14179.75390625,2030000,406,5583.14,83.7706,5938.11,406
71.9034,-13454.33203125,2035000,407,4607.09,76.0798,5648.98,407
73.0687,-13782.36328125,2040000,408,5248.87,78.5447,5957.75,408
75.9274,-14260.5595703125,2045000,409,4837.18,84.1845,5782.42,409
81.7098,-14289.423828125,2050000,410,5483.87,85.2568,5868.62,410
74.5776,-14228.912109375,2055000,411,5401.26,80.7788,5805.95,411
78.1116,-14477.3642578125,2060000,412,5104.8,83.2868,6087.09,412
71.5321,-13814.53125,2065000,413,5041.25,77.4726,6018.49,413
72.8547,-13876.0927734375,2070000,414,5135.76,78.0062,6020.0,414
71.1837,-13726.2685546875,2075000,415,5556.27,75.1257,5980.35,415
70.5842,-14198.6611328125,2080000,416,5272.12,80.6615,5235.95,416
73.1103,-14325.986328125,2085000,417,5473.64,81.9337,6171.23,417
65.9096,-13599.78125,2090000,418,5219.87,76.2456,5578.67,418
74.465,-14369.4609375,2095000,419,4677.45,83.4213,5910.12,419
79.4485,-14569.169921875,2100000,420,5450.14,85.8678,5682.84,420
73.5613,-14471.25390625,2105000,421,5391.49,82.2578,5816.98,421
74.8266,-14525.392578125,2110000,422,4880.06,84.8967,6067.09,422
71.5431,-14245.5791015625,2115000,423,5242.35,77.762,5927.22,423
67.9549,-13786.79296875,2120000,424,5535.42,75.5621,6165.74,424
74.9967,-14647.7236328125,2125000,425,5718.97,82.2892,5992.33,425
74.3377,-14381.5361328125,2130000,426,5522.84,79.5106,6199.52,426
69.6634,-13785.4697265625,2135000,427,5532.44,76.4446,5861.99,427
76.9473,-14869.06640625,2140000,428,5454.96,83.6445,6097.97,428
71.7305,-14391.83203125,2145000,429,4727.2,79.8122,5989.13,429
75.2496,-14720.4326171875,2150000,430,5523.47,81.3746,5860.83,430
74.9276,-14834.4990234375,2155000,431,5268.09,84.0664,6170.75,431
76.1637,-14408.275390625,2160000,432,5573.78,77.0322,6074.32,432
81.9879,-15020.7080078125,2165000,433,5663.97,86.3848,5795.72,433
74.2414,-14789.9208984375,2170000,434,5734.2,80.7363,5881.76,434
80.4577,-15040.09765625,2175000,435,5408.1,85.0902,6091.35,435
77.2262,-15045.408203125,2180000,436,5392.21,83.9009,6125.27,436
76.9026,-15091.73046875,2185000,437,5340.38,84.6562,6141.62,437
81.7194,-15128.75390625,2190000,438,5212.25,86.3713,5828.82,438
79.0642,-15186.6162109375,2195000,439,5601.42,84.2698,5877.82,439
68.0939,-13640.9736328125,2200000,440,5676.06,73.3718,5857.58,440
84.8375,-15402.75,2205000,441,5693.03,87.1943,6026.42,441
84.568,-15469.064453125,2210000,442,5755.48,87.9211,6104.85,442
79.5259,-15215.095703125,2215000,443,5379.44,84.9418,5985.61,443
83.345,-15305.7685546875,2220000,444,5220.86,84.0117,6083.35,444
81.3273,-15332.5419921875,2225000,445,5650.07,87.2794,6014.4,445
84.2312,-15495.673828125,2230000,446,5392.23,86.3925,6014.44,446
78.9424,-15239.7705078125,2235000,447,5452.62,82.4908,6031.21,447
81.6724,-15502.2158203125,2240000,448,5499.46,87.578,6027.02,448
85.5987,-15589.0849609375,2245000,449,5543.69,87.4009,5939.31,449
76.7755,-14791.13671875,2250000,450,5539.3,78.2408,5931.73,450
82.4183,-15553.7373046875,2255000,451,5573.94,86.2945,6006.98,451
77.3955,-15339.6611328125,2260000,452,5040.16,84.3193,6121.19,452
64.4372,-14139.6884765625,2265000,453,4809.06,76.1471,5921.58,453
157.6064,-4210.76708984375,2270000,454,-2465.49,107.0623,-2473.94,454
92.9993,-14110.021484375,2275000,455,3844.38,88.7722,3587.38,455
78.8909,-15417.6298828125,2280000,456,5460.27,85.9488,5799.21,456
79.6896,-15727.0205078125,2285000,457,5217.86,86.4072,6063.45,457
74.5618,-14947.498046875,2290000,458,5455.4,78.2339,6072.85,458
78.9606,-15667.943359375,2295000,459,4559.44,85.4863,5912.47,459
82.7156,-15766.814453125,2300000,460,5593.66,82.9402,5815.01,460
82.4074,-15826.6640625,2305000,461,5664.72,86.7034,6073.14,461
79.9466,-15842.7392578125,2310000,462,5452.21,85.6899,6088.67,462
82.8653,-15900.2587890625,2315000,463,5370.18,88.5186,5913.86,463
85.0332,-15926.2626953125,2320000,464,5243.14,86.5029,6097.37,464
84.615,-16070.484375,2325000,465,5008.51,88.6844,5998.09,465
84.7491,-16117.185546875,2330000,466,5045.35,85.5992,5759.32,466
88.1621,-16259.525390625,2335000,467,5464.99,90.6138,5890.95,467
86.0515,-16231.189453125,2340000,468,5152.22,88.2815,5821.86,468
88.9282,-16225.169921875,2345000,469,5308.38,88.225,5654.68,469
82.564,-15629.9189453125,2350000,470,5197.62,83.181,5899.34,470
84.6693,-16129.3525390625,2355000,471,5523.6,86.8612,6076.45,471
78.646,-15449.8115234375,2360000,472,5276.87,79.0391,5830.73,472
83.397,-15865.568359375,2365000,473,5558.06,83.804,6030.88,473
84.767,-16142.3115234375,2370000,474,5647.05,86.8202,5781.12,474
71.1347,-14996.9853515625,2375000,475,5524.72,75.6996,5959.89,475
82.2789,-16121.765625,2380000,476,5310.14,85.3901,5743.5,476
83.0021,-16081.6767578125,2385000,477,5330.26,85.1202,6101.68,477
75.7066,-15170.173828125,2390000,478,5453.92,77.392,5611.51,478
76.3884,-15999.6953125,2395000,479,5065.89,83.0979,5727.65,479
82.0989,-16259.0234375,2400000,480,5683.58,85.2449,5702.62,480
70.5475,-15401.59375,2405000,481,5415.11,76.5834,5715.42,481
74.5136,-16018.69921875,2410000,482,4366.18,81.9258,5810.22,482
78.5541,-16236.3125,2415000,483,5268.01,84.9149,6030.11,483
68.6794,-15435.4697265625,2420000,484,5258.28,77.4112,5736.67,484
83.0499,-16332.1337890625,2425000,485,4847.06,86.2143,5867.42,485
70.6442,-15593.3896484375,2430000,486,4110.21,77.2255,5848.39,486
80.1735,-16289.4111328125,2435000,487,5641.48,84.0363,5929.93,487
82.4609,-16612.1328125,2440000,488,5072.29,85.8473,5727.49,488
76.2363,-15820.396484375,2445000,489,4574.1,78.6465,5945.59,489
80.1486,-16533.916015625,2450000,490,5077.39,85.9214,5528.45,490
74.5769,-15676.7783203125,2455000,491,5154.16,77.4194,5966.4,491
77.1422,-16314.77734375,2460000,492,4420.52,81.6867,6057.6,492
79.594,-16530.466796875,2465000,493,5330.06,84.6667,6080.87,493
79.1923,-16534.193359375,2470000,494,5627.95,84.5945,6072.0,494
81.601,-16645.720703125,2475000,495,5237.91,86.3376,5915.0,495
75.3445,-15751.201171875,2480000,496,5180.52,77.4484,5896.56,496
81.4642,-16698.353515625,2485000,497,5415.59,86.3043,6013.02,497
82.8149,-16738.177734375,2490000,498,4917.41,86.6496,5994.76,498
79.2193,-16448.5078125,2495000,499,5642.41,84.0457,6119.11,499
79.715,-16689.95703125,2500000,500,5500.5,84.706,6096.64,500
78.1091,-16635.337890625,2505000,501,5348.65,83.8807,6112.27,501
78.0004,-15827.7646484375,2510000,502,5552.67,75.6202,5862.96,502
85.4314,-16778.45703125,2515000,503,5323.4,86.8538,5979.79,503
89.9958,-17025.38671875,2520000,504,5477.62,88.2108,5837.92,504
88.8207,-16956.234375,2525000,505,5601.74,89.9652,5760.69,505
86.8049,-16924.619140625,2530000,506,5418.72,87.0599,5957.14,506
87.8592,-16922.18359375,2535000,507,5680.32,86.1438,5818.89,507
76.8641,-15846.8994140625,2540000,508,5491.78,78.0692,5941.68,508
84.4356,-16831.89453125,2545000,509,5404.23,86.5739,6039.42,509
82.4931,-16795.3671875,2550000,510,5343.1,85.3632,6069.74,510
82.6378,-16764.767578125,2555000,511,5635.18,86.2167,6032.22,511
79.7476,-16408.345703125,2560000,512,5700.88,81.2802,5538.94,512
75.0961,-16008.373046875,2565000,513,5417.16,76.9583,5998.3,513
75.688,-16680.15625,2570000,514,5472.95,84.0882,6059.7,514
79.6336,-16798.30078125,2575000,515,5402.46,84.5074,6096.88,515
80.0482,-16831.73046875,2580000,516,4865.6,84.3165,5952.01,516
82.0183,-16768.2890625,2585000,517,5729.07,84.4188,6124.53,517
73.1064,-15997.7509765625,2590000,518,5156.42,77.2041,6119.92,518
78.1795,-16530.478515625,2595000,519,5198.69,83.334,5957.28,519
79.8143,-16916.416015625,2600000,520,4640.15,85.2813,6067.65,520
84.0597,-17080.013671875,2605000,521,5593.7,86.4404,6009.91,521
82.65,-16867.57421875,2610000,522,5602.5,84.5368,6054.67,522
78.5783,-16603.818359375,2615000,523,5056.23,82.3305,5681.08,523
86.2828,-17123.6953125,2620000,524,5526.91,87.2139,5408.56,524
85.1418,-17036.65234375,2625000,525,5635.14,85.7568,5958.92,525
82.6362,-16997.294921875,2630000,526,5615.04,83.9424,6074.24,526
81.5257,-17047.37109375,2635000,527,5643.29,85.7125,6078.67,527
83.3823,-17093.12109375,2640000,528,5354.67,86.6406,6011.28,528
87.7149,-17115.75390625,2645000,529,5408.71,86.42,5970.57,529
87.0516,-17221.529296875,2650000,530,5380.01,87.7232,5643.63,530
84.4146,-16899.873046875,2655000,531,5386.17,82.7392,5856.73,531
87.0328,-17140.71484375,2660000,532,5288.42,87.5069,5912.82,532
86.5436,-17114.76171875,2665000,533,5651.01,85.0559,6042.49,533
80.4964,-16978.533203125,2670000,534,5289.3,86.2402,5696.32,534
86.2215,-17171.806640625,2675000,535,5425.0,86.7587,5801.42,535
88.8826,-15964.162109375,2680000,536,4867.59,79.4044,5711.72,536
89.965,-15160.166015625,2685000,537,3082.31,80.3059,4501.58,537
147.7562,-10169.322265625,2690000,538,-572.84,83.7141,-1013.62,538
165.0152,-8142.609375,2695000,539,-1205.91,86.3308,-776.04,539
170.4348,-9280.5986328125,2700000,540,-544.62,86.776,-578.53,540
92.3846,-17374.671875,2705000,541,4522.09,90.6508,4773.79,541
85.8099,-17259.041015625,2710000,542,5415.09,86.3948,5830.01,542
83.5653,-17225.84765625,2715000,543,5110.82,85.0022,5872.98,543
76.5853,-16556.087890625,2720000,544,5267.13,82.4721,5813.75,544
90.4084,-17293.8125,2725000,545,5431.15,88.2229,5495.6,545
76.6005,-16308.2578125,2730000,546,4955.28,81.6008,5729.27,546
84.2141,-17233.26953125,2735000,547,5180.25,85.5617,5766.77,547
84.9131,-17269.744140625,2740000,548,5500.83,87.7671,5599.16,548
75.9283,-16905.314453125,2745000,549,5056.91,83.8835,5510.85,549
83.7148,-17203.7109375,2750000,550,5232.71,84.9993,5815.19,550
80.8597,-17183.263671875,2755000,551,5291.84,85.3162,6015.52,551
79.1918,-17072.7578125,2760000,552,5277.15,83.9859,5713.52,552
80.3046,-16794.625,2765000,553,4917.31,79.7015,5736.79,553
72.9159,-16449.451171875,2770000,554,5260.0,79.8582,5990.71,554
77.9346,-16516.72265625,2775000,555,5240.32,82.5163,5810.38,555
70.4721,-16413.60546875,2780000,556,4883.99,78.6267,6034.29,556
73.6907,-16900.859375,2785000,557,5101.54,81.173,5953.47,557
82.0399,-17258.12890625,2790000,558,5570.97,83.8921,6066.15,558
84.7865,-17357.7265625,2795000,559,4923.24,85.3347,5821.05,559
69.4007,-16059.41796875,2800000,560,5143.9,77.0425,6020.53,560
