Running Update Time,Real Det Return,Running Forward KL,Running Reverse KL,Real Sto Return,Running Env Steps,Itration,Reward Loss
393,4922.58,64.2911,48.7592,4706.29,1965000,393,-2697.1865234375
394,4740.94,62.8631,46.1232,4692.34,1970000,394,-3352.142822265625
395,4675.63,65.3915,50.9608,4239.63,1975000,395,-2982.119873046875
396,5116.79,60.7369,42.8297,4315.85,1980000,396,-3888.598876953125
397,4981.55,64.1367,48.2947,4264.48,1985000,397,-3023.674072265625
398,5068.82,63.7956,48.2135,4413.96,1990000,398,-3307.242431640625
399,4932.24,62.339,45.633,4535.93,1995000,399,-3659.830810546875
400,4875.2,61.1836,43.6522,4175.91,2000000,400,-4106.87060546875
401,5009.26,63.7752,48.4876,4487.83,2005000,401,-3228.1904296875
402,4992.34,62.5969,46.8838,4372.24,2010000,402,-3677.927978515625
403,5035.87,62.258,46.6668,3876.44,2015000,403,-3659.21630859375
404,5044.56,65.0473,48.0651,4741.9,2020000,404,-3243.056884765625
405,4873.24,61.7082,45.0284,4835.96,2025000,405,-3999.11669921875
406,4916.9,61.7944,43.7335,4567.36,2030000,406,-4157.10302734375
407,5190.67,65.5993,49.5995,4193.01,2035000,407,-3296.0615234375
408,5199.6,66.2804,51.4815,4842.96,2040000,408,-3407.154052734375
409,4979.31,63.1415,47.5125,4428.92,2045000,409,-3769.118408203125
410,5205.93,65.3513,50.8447,4664.62,2050000,410,-3717.054443359375
411,4993.55,62.3474,46.69,4280.6,2055000,411,-4270.15673828125
412,5035.07,64.5756,51.4795,4672.93,2060000,412,-3650.33642578125
413,5267.95,65.1357,51.2617,4759.37,2065000,413,-3663.082763671875
414,5333.88,63.6417,49.7073,4772.29,2070000,414,-3685.197021484375
415,5084.58,61.721,46.7716,4650.1,2075000,415,-4011.0888671875
416,4858.01,62.7285,46.7236,4775.74,2080000,416,-4366.59619140625
417,4997.01,66.193,52.8029,4822.57,2085000,417,-3560.631591796875
418,5104.73,62.982,50.587,4596.31,2090000,418,-4304.87744140625
419,5212.1,60.8705,44.9062,4850.07,2095000,419,-4287.9228515625
420,5196.24,64.226,50.963,4852.23,2100000,420,-3856.730224609375
421,5268.61,65.2122,52.0718,4729.96,2105000,421,-3934.4404296875
422,5218.05,66.8476,53.2536,4869.53,2110000,422,-3788.66748046875
423,5176.74,66.0032,53.7551,4898.43,2115000,423,-4044.524169921875
424,4991.52,63.2294,48.8488,4617.82,2120000,424,-4264.9296875
425,5358.28,63.7083,49.0219,4961.01,2125000,425,-4318.95068359375
426,4822.4,64.3811,50.2265,4903.64,2130000,426,-4368.21484375
427,5274.15,66.2174,52.685,5002.18,2135000,427,-4213.83642578125
428,5141.78,64.7138,50.7278,4995.24,2140000,428,-4134.50927734375
429,5287.1,66.0096,53.2293,4915.5,2145000,429,-4240.63720703125
430,5100.55,64.983,52.6627,4777.32,2150000,430,-4403.31640625
431,5377.86,66.1388,53.5357,4948.25,2155000,431,-4226.05126953125
432,5105.21,66.2993,53.0826,4981.3,2160000,432,-4130.4970703125
433,5099.31,64.7663,51.4056,5022.3,2165000,433,-4445.380859375
434,5421.19,61.1253,44.6438,5030.3,2170000,434,-5062.35107421875
435,5442.13,65.2274,51.9674,4906.46,2175000,435,-4534.95361328125
436,5206.66,64.7336,52.897,5011.56,2180000,436,-4557.72900390625
437,5453.27,64.6163,50.0922,4813.03,2185000,437,-4571.80908203125
438,5467.9,65.1799,53.1687,4535.53,2190000,438,-4477.18115234375
439,5487.31,60.7038,45.6872,4770.52,2195000,439,-5211.150390625
440,5440.35,65.6317,51.7826,5090.32,2200000,440,-4664.77783203125
441,5479.03,64.3509,49.2493,4902.03,2205000,441,-5046.60302734375
442,5261.84,65.0372,50.9208,4889.08,2210000,442,-4853.70751953125
443,5525.17,65.4162,53.3968,5017.81,2215000,443,-4827.65966796875
444,5313.04,61.6762,45.2669,5018.11,2220000,444,-5462.72509765625
445,5428.77,66.0858,51.8294,5077.82,2225000,445,-4778.59130859375
446,5198.67,64.9925,52.4455,4873.32,2230000,446,-4964.037109375
447,5500.7,65.1656,51.8589,5160.61,2235000,447,-5049.3349609375
448,5498.4,63.5546,50.1919,4909.25,2240000,448,-5500.94677734375
449,5531.07,66.2205,52.6245,4925.37,2245000,449,-5075.99560546875
450,5557.95,65.1224,52.908,4765.59,2250000,450,-5081.12939453125
451,5527.43,65.8349,53.5596,5096.56,2255000,451,-5234.18798828125
452,5291.69,61.4245,44.6125,4890.11,2260000,452,-5778.53369140625
453,5566.83,62.1918,45.7133,5083.48,2265000,453,-5912.05810546875
454,5375.34,64.029,47.9111,5140.11,2270000,454,-5589.6533203125
455,5548.14,66.7553,52.9941,4942.16,2275000,455,-5537.9130859375
456,5487.86,63.7478,48.945,4723.89,2280000,456,-5942.66064453125
457,5521.62,66.4749,51.4253,5193.97,2285000,457,-5487.37060546875
458,5345.11,66.6548,54.5493,5157.89,2290000,458,-5731.19921875
459,5478.94,62.0294,47.2454,5124.38,2295000,459,-6301.28173828125
460,5560.33,67.2064,54.5925,5192.63,2300000,460,-5861.99462890625
461,5586.32,63.8444,49.3066,4946.66,2305000,461,-6048.1123046875
462,5696.91,61.3691,42.7192,4969.02,2310000,462,-6551.64599609375
463,5524.67,63.6391,48.6709,5215.06,2315000,463,-6479.2177734375
464,5584.59,66.7957,52.4784,5204.45,2320000,464,-5933.35595703125
465,5567.72,66.5024,55.3292,4973.27,2325000,465,-6217.61572265625
466,5533.31,66.8822,54.81,4863.0,2330000,466,-6264.3251953125
467,5559.81,67.5172,54.4936,4862.4,2335000,467,-6434.5673828125
468,5367.35,66.0429,52.6685,4958.33,2340000,468,-6028.18603515625
469,5017.77,66.5059,54.8348,4517.07,2345000,469,-6438.83935546875
470,5643.71,62.8019,46.6388,4950.46,2350000,470,-7088.04833984375
471,4867.08,65.4126,51.8469,4942.46,2355000,471,-6763.87353515625
472,5403.68,65.7688,52.2764,4793.57,2360000,472,-6565.20703125
473,5672.29,65.7138,52.9463,5153.88,2365000,473,-6671.36474609375
474,5605.85,65.9876,54.1548,5095.19,2370000,474,-6695.72705078125
475,5569.76,64.9786,50.393,5016.14,2375000,475,-6946.576171875
476,5699.77,62.4826,47.8671,5111.14,2380000,476,-7045.326171875
477,5420.91,67.0727,52.4507,5017.16,2385000,477,-6746.7705078125
478,5564.2,65.3224,53.2288,4645.26,2390000,478,-6932.65869140625
479,5507.5,63.869,49.8257,4925.12,2395000,479,-6898.9921875
480,5523.01,61.8497,44.0967,5176.54,2400000,480,-7505.92236328125
481,5646.07,65.9195,52.4863,4753.2,2405000,481,-7091.5166015625
482,5577.35,66.3932,52.9709,5106.34,2410000,482,-6999.1142578125
483,5723.37,63.1699,47.7516,5087.69,2415000,483,-7607.00732421875
484,5379.77,63.8053,50.58,5045.62,2420000,484,-7005.28173828125
485,5753.83,63.4292,47.1803,4451.84,2425000,485,-7245.43017578125
486,5373.73,64.6047,51.4544,5015.02,2430000,486,-7056.59375
487,5449.06,65.799,50.4047,4742.57,2435000,487,-7410.5234375
488,5347.06,63.9575,49.4634,4395.6,2440000,488,-7278.783203125
489,5651.69,64.1551,50.3039,5001.81,2445000,489,-7550.75830078125
490,5743.61,66.151,53.2366,5029.48,2450000,490,-7347.8984375
491,5699.65,66.9332,54.7183,5018.44,2455000,491,-7503.28076171875
492,5746.64,63.4377,49.5308,4862.77,2460000,492,-7772.40185546875
493,5374.0,63.6867,50.0998,5217.18,2465000,493,-7929.37451171875
494,5504.39,67.2697,54.6654,4976.61,2470000,494,-7680.859375
495,5582.78,62.5399,48.8018,4959.07,2475000,495,-7998.51513671875
496,5649.04,65.4762,53.0592,4939.32,2480000,496,-7733.13134765625
497,5743.12,63.5588,48.1018,5200.63,2485000,497,-7706.658203125
498,5565.82,65.9822,53.2431,5143.2,2490000,498,-7641.24951171875
499,5406.9,64.6735,51.5726,5242.33,2495000,499,-7796.20166015625
500,5668.74,66.4623,53.5525,5143.4,2500000,500,-7954.16650390625
501,5335.02,66.4184,54.0729,5087.13,2505000,501,-8004.05224609375
502,5676.76,65.1641,52.351,5053.91,2510000,502,-8188.60546875
503,5660.58,63.958,48.9528,4936.59,2515000,503,-8164.8291015625
504,5725.29,65.9103,52.4723,5227.18,2520000,504,-7900.17578125
505,5622.05,64.0724,48.3759,5088.21,2525000,505,-8431.962890625
506,5250.33,67.5267,55.7811,5055.2,2530000,506,-8287.3115234375
507,5511.16,63.8836,50.3137,4933.1,2535000,507,-8568.0927734375
508,5642.09,67.6789,55.2354,4378.93,2540000,508,-8585.1025390625
509,5529.55,66.5608,55.1676,4458.71,2545000,509,-8347.5244140625
510,5422.72,67.3333,53.1624,4959.6,2550000,510,-8257.3583984375
511,5737.14,67.73,53.6747,5111.31,2555000,511,-8189.35888671875
512,5666.55,66.7583,53.7305,5030.23,2560000,512,-8408.4443359375
513,5468.54,67.3889,55.2268,4952.57,2565000,513,-8513.431640625
514,5026.12,66.508,52.788,4716.69,2570000,514,-8717.677734375
515,5800.36,64.1098,48.5852,4899.02,2575000,515,-9008.2978515625
516,5496.64,66.3257,52.2862,4971.52,2580000,516,-8914.6181640625
517,5510.24,67.0256,55.5252,5069.77,2585000,517,-8848.7421875
518,5492.17,67.4186,53.9172,4774.59,2590000,518,-8735.984375
519,5698.93,67.7069,55.1298,5073.63,2595000,519,-8737.0244140625
520,5695.54,68.0221,55.5436,5203.69,2600000,520,-8779.0458984375
521,5732.17,68.3905,55.038,5044.72,2605000,521,-9028.41796875
522,5676.4,65.0466,50.5777,5386.88,2610000,522,-8956.6962890625
523,5747.86,64.8342,51.2557,5105.21,2615000,523,-9093.4814453125
524,5796.5,68.8684,53.3886,5012.58,2620000,524,-9068.9091796875
525,5462.06,69.0907,57.3535,4822.92,2625000,525,-9385.404296875
526,5716.05,69.1733,55.0966,5336.31,2630000,526,-9374.205078125
527,5747.79,65.9262,52.5252,5189.68,2635000,527,-9418.0908203125
528,5667.99,68.5432,56.4731,5256.3,2640000,528,-9425.0322265625
529,5570.47,69.0703,55.7738,5141.67,2645000,529,-9415.28125
530,5549.19,68.3609,56.291,5165.85,2650000,530,-9462.9423828125
531,5626.58,64.4972,47.8269,5399.92,2655000,531,-9591.2890625
532,5646.25,66.2013,50.9247,4688.68,2660000,532,-9234.525390625
533,5759.44,68.4457,55.284,4991.61,2665000,533,-9706.33984375
534,5406.4,66.9142,54.69,4707.72,2670000,534,-10036.1650390625
535,5741.83,66.5373,53.4944,4906.21,2675000,535,-9828.3740234375
536,5635.03,67.2425,53.6898,5381.07,2680000,536,-9633.6181640625
537,5739.3,66.9546,55.0373,5371.4,2685000,537,-9916.8681640625
538,-1878.07,97.5498,190.7237,-1875.64,2690000,538,-11577.3642578125
539,-1350.56,84.9206,254.4582,-911.25,2695000,539,-11125.4345703125
540,-1125.02,77.2531,99.8937,-895.78,2700000,540,-9860.119140625
541,-1562.89,84.0623,223.4882,-1391.66,2705000,541,-12765.0068359375
542,-224.88,72.9322,224.7978,-291.23,2710000,542,-13282.2666015625
543,240.75,70.416,77.6844,225.09,2715000,543,-12367.9794921875
544,1902.35,66.0665,60.009,1682.42,2720000,544,-11832.7763671875
545,3769.86,67.7196,71.4155,3514.35,2725000,545,-11653.26953125
546,4083.71,67.5403,58.1612,3178.85,2730000,546,-11212.474609375
547,4312.96,66.3791,55.7248,3838.23,2735000,547,-11128.3583984375
548,4452.54,67.4903,53.4351,3845.08,2740000,548,-10565.7412109375
549,4459.56,68.8398,58.5454,3969.0,2745000,549,-10305.572265625
550,4300.81,65.1488,51.969,3957.88,2750000,550,-10387.9697265625
551,4942.25,65.5215,48.6582,4338.81,2755000,551,-9818.99609375
552,4668.61,64.7017,47.0422,4221.16,2760000,552,-10042.7001953125
553,4944.21,64.9837,45.5309,3920.57,2765000,553,-10066.8505859375
554,4740.16,65.1916,46.5659,4170.7,2770000,554,-9890.6376953125
555,4701.34,65.477,47.7215,3700.78,2775000,555,-10165.373046875
556,4932.84,65.3517,48.2288,4300.7,2780000,556,-10323.6728515625
557,5096.56,64.9158,49.1147,4483.23,2785000,557,-10713.2607421875
558,1246.19,67.2538,56.2445,992.98,2790000,558,-11205.0322265625
559,3081.69,69.8793,52.7835,3062.01,2795000,559,-11019.208984375
560,-595.36,73.7886,124.8507,-282.52,2800000,560,-13018.8583984375
561,2939.36,66.4572,54.6994,2719.99,2805000,561,-10741.4013671875
562,2570.79,63.6512,102.2784,2556.74,2810000,562,-9174.1552734375
563,3405.2,66.5469,63.7907,2900.94,2815000,563,-9505.6669921875
564,3312.24,66.2517,48.1787,2727.14,2820000,564,-9558.76171875
565,2739.72,68.0615,88.4312,2986.76,2825000,565,-11161.99609375
566,3494.39,68.8205,69.3924,3126.59,2830000,566,-11418.10546875
567,4257.42,68.9569,55.1593,3926.13,2835000,567,-10915.24609375
568,4078.69,69.3728,58.1111,3958.25,2840000,568,-11100.474609375
569,4608.36,67.0289,54.0055,3702.52,2845000,569,-11307.501953125
570,4732.3,67.5492,68.9939,3989.38,2850000,570,-11289.603515625
571,4335.53,66.6055,48.2587,3893.06,2855000,571,-10702.5751953125
572,4261.49,66.5203,49.5725,4202.3,2860000,572,-10825.732421875
573,5042.35,67.454,52.216,4200.95,2865000,573,-11293.23046875
574,4730.4,67.0987,50.5402,4494.02,2870000,574,-10685.669921875
575,4959.59,68.3266,60.6832,4701.6,2875000,575,-11685.951171875
576,4493.99,68.6212,52.5862,4430.34,2880000,576,-10980.220703125
577,4676.73,65.6789,52.0638,4279.34,2885000,577,-11232.8583984375
578,5065.03,66.2792,48.9489,4384.55,2890000,578,-10824.5234375
579,5000.24,66.1451,50.6108,4413.11,2895000,579,-10962.1845703125
580,4870.65,65.9214,50.5122,4544.35,2900000,580,-10589.1669921875
581,-1270.75,80.0469,188.6649,-956.9,2905000,581,-13809.2744140625
582,541.41,68.8594,71.3744,655.03,2910000,582,-10246.2705078125
583,683.85,73.5683,183.3534,760.34,2915000,583,-13896.3720703125
584,2054.7,65.0686,74.3624,2842.9,2920000,584,-12327.3828125
585,4087.42,66.6479,62.6976,3223.97,2925000,585,-12243.4560546875
586,4352.02,68.109,65.8087,3819.46,2930000,586,-11738.865234375
587,4215.15,68.9716,77.1647,3684.35,2935000,587,-11824.7451171875
588,4187.15,67.0536,89.133,4184.29,2940000,588,-12011.8203125
589,4819.04,67.0274,67.7259,3997.35,2945000,589,-11931.806640625
590,4722.07,64.9436,50.2634,3943.12,2950000,590,-11373.09765625
591,4280.69,64.7053,49.4433,3659.13,2955000,591,-11161.357421875
592,5089.97,63.6678,47.7366,4051.98,2960000,592,-11445.6201171875
593,4801.82,63.6869,66.7424,4462.65,2965000,593,-11779.8447265625
594,4810.71,64.2846,47.1122,4449.06,2970000,594,-11097.125
595,5148.16,61.9681,45.8717,3994.87,2975000,595,-11300.44140625
596,4976.1,63.5452,45.8025,4044.02,2980000,596,-11436.4248046875
597,4957.5,63.9923,48.1828,4573.66,2985000,597,-11759.9736328125
598,4796.11,64.4111,45.9906,4226.64,2990000,598,-11575.66015625
599,4654.44,63.6501,45.4059,3872.72,2995000,599,-11399.7666015625
