Running Forward KL,Real Det Return,Running Update Time,Running Reverse KL,Reward Loss,Running Env Steps,Itration,Real Sto Return
156.6307,2297.43,396,15.2953,-70055.421875,1980000,396,1967.68
156.5308,2306.03,397,15.2286,-69904.171875,1985000,397,1960.62
156.5247,2310.62,398,15.2279,-70393.890625,1990000,398,1963.46
156.6438,2278.78,399,15.0171,-70036.9921875,1995000,399,1927.34
156.493,2277.75,400,15.2517,-70542.25,2000000,400,1940.59
156.6736,2320.62,401,15.3462,-70711.1328125,2005000,401,1956.61
156.695,2278.1,402,15.1142,-70641.5390625,2010000,402,1953.88
156.7719,2258.13,403,15.1326,-70574.3828125,2015000,403,1923.14
156.4561,2273.23,404,15.2036,-70481.859375,2020000,404,1928.98
156.6113,2273.49,405,15.1213,-70608.5546875,2025000,405,1939.68
156.5724,2275.79,406,15.2106,-70532.6484375,2030000,406,1953.95
156.7041,2294.45,407,15.0007,-71133.1015625,2035000,407,1948.66
156.5734,2293.76,408,14.9772,-70680.3359375,2040000,408,1950.95
156.6707,2291.22,409,14.9968,-71072.8671875,2045000,409,1945.7
156.5814,2275.44,410,14.8972,-71335.3125,2050000,410,1955.43
156.5818,2296.53,411,15.0817,-71258.125,2055000,411,1919.87
156.6512,2291.12,412,14.9282,-71182.65625,2060000,412,1916.11
156.5715,2295.56,413,15.007,-71586.953125,2065000,413,1929.16
156.5968,2266.02,414,15.0794,-71399.3203125,2070000,414,1919.31
156.4156,2294.45,415,14.9775,-71403.0703125,2075000,415,1946.82
156.6449,2283.01,416,14.9765,-71659.7109375,2080000,416,1942.14
156.4354,2262.94,417,15.0432,-71454.7421875,2085000,417,1926.85
156.5574,2272.97,418,14.8657,-71819.1875,2090000,418,1950.31
156.6803,2311.69,419,15.0406,-72205.6015625,2095000,419,1956.9
156.6047,2302.98,420,15.1502,-72227.234375,2100000,420,1980.63
156.6323,2324.15,421,15.2317,-72318.875,2105000,421,1963.88
156.7594,2310.33,422,15.2148,-72357.2421875,2110000,422,1961.54
156.6609,2310.12,423,15.2816,-72781.671875,2115000,423,1979.19
156.6527,2283.63,424,15.2602,-72336.4140625,2120000,424,1975.26
156.5788,2313.1,425,15.1684,-72605.0390625,2125000,425,1978.37
156.5919,2267.22,426,15.0537,-72511.5234375,2130000,426,1954.92
156.8031,2274.96,427,14.8719,-72548.15625,2135000,427,1955.41
156.571,2321.02,428,14.9884,-72790.828125,2140000,428,1982.48
156.606,2293.01,429,15.0629,-72721.765625,2145000,429,1968.29
156.5826,2288.23,430,15.0698,-73052.3046875,2150000,430,1958.06
156.7467,2301.44,431,15.1086,-72921.4765625,2155000,431,1973.43
156.6868,2301.79,432,15.1692,-73213.484375,2160000,432,1987.72
156.7673,2306.85,433,15.1047,-73298.6796875,2165000,433,1972.38
156.6901,2301.9,434,15.0482,-73580.796875,2170000,434,1962.01
156.5674,2298.04,435,15.0877,-73209.5234375,2175000,435,1966.31
156.5138,2305.71,436,15.0626,-73524.0546875,2180000,436,1982.89
156.6047,2300.42,437,14.9521,-73634.6484375,2185000,437,1985.73
156.5943,2281.74,438,15.0542,-73821.984375,2190000,438,1970.0
156.7235,2337.35,439,15.1016,-74105.078125,2195000,439,1978.79
156.6285,2304.97,440,15.1347,-73895.578125,2200000,440,1989.15
156.6746,2346.18,441,15.1634,-74181.9765625,2205000,441,1986.17
156.6769,2311.7,442,15.0878,-74359.8984375,2210000,442,1977.94
156.5104,2293.68,443,15.1866,-74301.53125,2215000,443,1974.75
156.6759,2295.81,444,15.1065,-74161.9765625,2220000,444,1976.22
156.7343,2250.83,445,15.1236,-73928.3515625,2225000,445,1925.87
156.6395,2279.11,446,15.0846,-74379.1171875,2230000,446,1958.17
156.6885,2300.71,447,15.0426,-74581.28125,2235000,447,1977.54
156.3499,2306.8,448,15.0696,-74731.2109375,2240000,448,2001.03
156.5998,2253.03,449,15.1196,-74546.9140625,2245000,449,1951.04
156.8754,2295.62,450,15.1315,-74901.6953125,2250000,450,1970.76
156.7355,2297.23,451,15.1213,-74870.6484375,2255000,451,1970.82
156.7254,2320.08,452,15.074,-75113.171875,2260000,452,1991.47
156.4445,2292.17,453,14.9954,-75004.0078125,2265000,453,1973.28
156.6508,2297.16,454,15.0109,-75385.03125,2270000,454,1962.46
156.6208,2289.89,455,15.4409,-74965.1328125,2275000,455,1978.15
156.4975,2304.93,456,15.0352,-75362.3515625,2280000,456,1969.2
156.5717,2303.97,457,15.0988,-75496.4140625,2285000,457,1984.27
156.5465,2292.82,458,15.0097,-75437.8671875,2290000,458,1972.59
156.5534,2215.59,459,14.7397,-75264.5078125,2295000,459,1911.07
156.6758,2267.42,460,15.0493,-75319.296875,2300000,460,1946.87
156.6679,2287.06,461,15.0553,-75630.65625,2305000,461,1961.67
156.5851,2301.7,462,14.982,-75908.953125,2310000,462,1973.97
156.6673,2317.25,463,15.069,-75953.703125,2315000,463,1984.1
156.6901,2295.95,464,14.9705,-76007.6015625,2320000,464,1965.03
156.7653,2296.56,465,14.8976,-76060.9609375,2325000,465,1970.28
156.6691,2296.34,466,14.8438,-75794.28125,2330000,466,1962.51
156.6027,2313.85,467,15.022,-76327.53125,2335000,467,1993.56
156.6589,2304.57,468,15.0359,-76358.359375,2340000,468,1951.4
156.6015,2302.13,469,14.8754,-76217.640625,2345000,469,1955.05
156.5742,2290.85,470,15.0184,-76656.4765625,2350000,470,1962.4
156.59,2313.6,471,14.9341,-76773.3046875,2355000,471,1960.63
156.7233,2325.33,472,15.1022,-76742.5625,2360000,472,1977.78
156.5855,2319.41,473,14.9493,-76712.3515625,2365000,473,1983.73
156.5926,2307.47,474,14.7899,-76836.5390625,2370000,474,1963.19
156.6462,2312.24,475,14.9423,-76690.671875,2375000,475,1978.3
156.6329,2322.95,476,14.9897,-77131.09375,2380000,476,1992.27
156.5638,2315.45,477,14.7583,-77156.125,2385000,477,1983.65
156.4861,2345.26,478,14.8161,-77103.3359375,2390000,478,2011.29
156.5887,2336.36,479,14.7698,-77289.84375,2395000,479,1980.31
156.6984,2322.74,480,14.7612,-77343.015625,2400000,480,1977.67
156.4624,2333.72,481,14.9292,-77603.8984375,2405000,481,1983.18
156.5914,2338.65,482,14.9891,-77516.3671875,2410000,482,1995.26
156.4926,2321.35,483,14.8233,-77344.40625,2415000,483,1974.52
156.5566,2335.87,484,15.0275,-77821.59375,2420000,484,1998.52
156.7446,2339.48,485,14.8996,-77529.8125,2425000,485,2005.83
156.5384,2340.8,486,14.9521,-78004.5546875,2430000,486,2020.26
156.5813,2311.53,487,14.9762,-77721.1328125,2435000,487,1990.82
156.4888,2319.3,488,14.9421,-78085.4921875,2440000,488,1994.63
156.4884,2298.02,489,14.9478,-77895.71875,2445000,489,2003.49
156.5937,2333.6,490,15.0466,-78170.8515625,2450000,490,2002.2
156.5054,2323.35,491,14.8654,-78491.71875,2455000,491,1974.27
156.5491,2306.79,492,14.9092,-78208.734375,2460000,492,1983.24
156.5466,2358.11,493,15.0062,-78782.859375,2465000,493,2005.72
156.6141,2318.21,494,14.9028,-78829.5234375,2470000,494,1992.69
156.7152,2308.78,495,14.9154,-78721.0859375,2475000,495,1983.35
156.6089,2311.87,496,14.8783,-78750.5859375,2480000,496,2010.58
156.5145,2328.34,497,14.9594,-78732.40625,2485000,497,2005.82
156.5893,2318.78,498,14.9769,-79004.6484375,2490000,498,2005.61
156.6342,2298.06,499,14.829,-79083.921875,2495000,499,1986.03
156.5167,2287.15,500,14.891,-79149.59375,2500000,500,1973.08
156.6941,2282.15,501,14.936,-79244.03125,2505000,501,1964.7
156.4645,2254.36,502,14.8966,-79109.640625,2510000,502,1937.45
156.504,2270.98,503,14.9368,-79149.4765625,2515000,503,1955.83
156.5613,2318.5,504,15.1202,-79608.53125,2520000,504,2021.33
156.6995,2284.92,505,14.9173,-79386.515625,2525000,505,1985.06
156.524,2318.53,506,15.0081,-79663.46875,2530000,506,1987.86
156.504,2288.69,507,14.9319,-79493.625,2535000,507,1976.1
156.6837,2328.45,508,15.2558,-80172.71875,2540000,508,2009.32
156.8104,2335.99,509,15.222,-80156.390625,2545000,509,2000.53
156.4433,2312.2,510,14.7867,-80216.9609375,2550000,510,1981.47
156.5116,2297.32,511,14.8733,-79962.9453125,2555000,511,1976.3
156.5544,2348.11,512,14.8292,-80432.453125,2560000,512,1993.21
156.6755,2322.44,513,15.0733,-80377.1796875,2565000,513,2005.18
156.6373,2304.73,514,15.0701,-80469.53125,2570000,514,1957.24
156.6013,2327.89,515,14.7674,-80480.5546875,2575000,515,1985.41
156.5644,2330.8,516,14.9273,-80966.765625,2580000,516,1995.64
156.5003,2339.73,517,14.8956,-80800.140625,2585000,517,1988.13
156.5766,2344.08,518,15.1234,-81013.0859375,2590000,518,2014.26
156.4537,2302.9,519,14.9483,-80870.734375,2595000,519,1991.2
156.506,2333.91,520,14.9791,-81159.796875,2600000,520,2002.44
156.5056,2326.41,521,15.1323,-81161.7578125,2605000,521,1993.11
156.5869,2332.13,522,15.0277,-81227.9296875,2610000,522,1993.96
156.529,2308.94,523,15.0414,-81330.703125,2615000,523,1984.36
156.6466,2308.8,524,14.9303,-80877.0859375,2620000,524,1975.19
156.6033,2339.2,525,15.061,-81274.5234375,2625000,525,1985.04
156.379,2308.61,526,14.8416,-81565.4609375,2630000,526,1988.75
156.4681,2303.34,527,14.9035,-81568.171875,2635000,527,1973.11
156.5325,2327.1,528,15.0439,-81770.3125,2640000,528,1991.94
156.5037,2334.83,529,15.1513,-81830.265625,2645000,529,1997.81
156.4713,2331.64,530,15.0773,-81675.1875,2650000,530,1990.01
156.4369,2315.13,531,14.9377,-81492.84375,2655000,531,1962.56
156.4227,2293.55,532,14.9355,-81360.375,2660000,532,1973.45
156.6946,2308.89,533,14.9849,-81720.484375,2665000,533,1979.86
156.55,2299.76,534,15.0818,-81814.0390625,2670000,534,1979.69
156.6113,2328.24,535,15.0915,-82052.828125,2675000,535,1960.15
156.5485,2290.59,536,15.0418,-82128.4453125,2680000,536,1967.04
156.6219,2289.24,537,14.8132,-81920.65625,2685000,537,1967.61
156.58,2353.28,538,15.1469,-82862.703125,2690000,538,1998.1
156.576,2315.28,539,15.1804,-82248.8515625,2695000,539,1982.35
156.6328,2273.75,540,14.9881,-82483.34375,2700000,540,1938.22
156.46,2321.81,541,15.0315,-82598.9453125,2705000,541,1971.9
156.5381,2321.11,542,15.0364,-82715.0625,2710000,542,1971.78
156.6563,2294.13,543,14.9845,-82261.484375,2715000,543,1970.48
156.5476,2323.07,544,15.437,-82422.296875,2720000,544,1972.19
156.6287,2304.57,545,15.0658,-82409.9609375,2725000,545,1967.52
156.5775,2275.91,546,15.0718,-82615.6875,2730000,546,1944.77
156.6188,2311.35,547,15.2709,-82719.0859375,2735000,547,1977.93
156.5574,2336.26,548,15.2379,-83146.15625,2740000,548,1986.23
156.4683,2337.55,549,15.127,-82934.8828125,2745000,549,1972.77
156.6828,2307.06,550,15.1261,-83137.5625,2750000,550,1980.73
156.3855,2334.67,551,15.3201,-83385.7578125,2755000,551,1990.47
156.6071,2297.52,552,15.1981,-83428.7421875,2760000,552,1966.01
156.6277,2308.21,553,15.0669,-82957.453125,2765000,553,1964.76
156.4703,2289.2,554,15.0224,-83534.515625,2770000,554,1979.48
156.5486,2272.75,555,14.9504,-83561.40625,2775000,555,1957.09
156.6585,2319.11,556,15.1417,-83769.859375,2780000,556,1969.83
156.5618,2334.39,557,15.0903,-83766.8046875,2785000,557,2000.67
156.6213,2297.28,558,15.2057,-83600.8125,2790000,558,1963.94
156.6765,2350.34,559,15.2531,-84172.3828125,2795000,559,2007.18
156.5355,2319.48,560,15.1382,-84066.8515625,2800000,560,1973.46
156.6116,2304.06,561,15.1024,-83904.203125,2805000,561,1975.25
156.4618,2340.83,562,15.1663,-84204.1953125,2810000,562,2001.63
156.6022,2317.69,563,15.2492,-84164.078125,2815000,563,1977.87
156.5946,2327.27,564,15.167,-83963.5625,2820000,564,1977.42
156.5435,2335.52,565,15.1081,-84076.7890625,2825000,565,1986.67
156.5966,2332.66,566,15.2281,-84383.6640625,2830000,566,1980.07
156.5793,2332.96,567,15.1582,-84269.3203125,2835000,567,1988.39
156.5088,2330.84,568,15.0873,-84472.8828125,2840000,568,1995.74
156.6934,2332.8,569,15.1127,-84331.5859375,2845000,569,1979.37
156.7264,2341.4,570,15.245,-84749.125,2850000,570,1998.14
156.6606,2342.25,571,15.1808,-84780.875,2855000,571,1987.9
156.5253,2365.77,572,15.205,-84663.8671875,2860000,572,2011.4
156.5077,2354.19,573,15.18,-84605.9921875,2865000,573,1995.94
156.4874,2364.31,574,15.0288,-84805.2109375,2870000,574,2006.29
156.6621,2345.91,575,15.1522,-84958.3515625,2875000,575,2005.49
156.6781,2344.08,576,15.1047,-84804.265625,2880000,576,2010.27
156.5795,2355.97,577,14.9619,-84861.0859375,2885000,577,2004.7
156.5469,2353.12,578,15.1184,-85092.0859375,2890000,578,2004.13
156.3823,2346.89,579,14.9923,-85185.4921875,2895000,579,1995.41
156.543,2322.02,580,15.0787,-85405.40625,2900000,580,2003.18
156.6521,2359.61,581,15.2583,-85267.421875,2905000,581,2013.78
156.5573,2350.91,582,15.2189,-85678.2734375,2910000,582,1993.38
156.4652,2365.52,583,15.0692,-85712.40625,2915000,583,1994.52
156.4824,2354.13,584,14.9052,-85527.234375,2920000,584,1980.59
156.3385,2365.05,585,14.9711,-85649.6328125,2925000,585,1996.21
156.4477,2351.72,586,14.8708,-85622.03125,2930000,586,1991.52
156.6665,2340.27,587,15.0094,-85890.8984375,2935000,587,1986.41
156.4767,2355.87,588,15.0468,-85712.3046875,2940000,588,1996.53
156.4671,2348.9,589,15.0169,-85753.6015625,2945000,589,2002.05
156.4843,2360.09,590,14.9545,-85826.8515625,2950000,590,2009.41
156.5165,2350.48,591,15.0041,-85980.4296875,2955000,591,2011.27
156.4388,2349.47,592,14.9975,-85987.8984375,2960000,592,2012.71
156.6231,2351.92,593,15.0548,-85915.28125,2965000,593,2012.7
156.4197,2343.88,594,15.0826,-86151.6640625,2970000,594,1991.36
156.538,2358.98,595,15.0768,-85901.46875,2975000,595,2001.85
156.5732,2347.04,596,15.0367,-86006.7265625,2980000,596,1990.5
156.4465,2366.09,597,14.9691,-86300.5625,2985000,597,1997.44
156.5804,2356.14,598,15.0186,-86534.921875,2990000,598,1969.26
156.5863,2285.29,599,14.5555,-86542.953125,2995000,599,1843.21
