Running Reverse KL,Running Update Time,Running Forward KL,Real Det Return,Itration,Reward Loss,Running Env Steps,Real Sto Return
15.5939,388,156.6775,2306.85,388,-13877.54296875,1940000,1957.64
15.5287,389,156.6632,2318.64,389,-13887.650390625,1945000,1953.98
15.4139,390,156.774,2252.04,390,-13823.5908203125,1950000,1927.53
15.4349,391,156.6735,2289.34,391,-13878.322265625,1955000,1936.28
15.4507,392,156.7145,2301.54,392,-13894.6376953125,1960000,1953.15
15.4041,393,156.5896,2286.89,393,-13973.32421875,1965000,1946.71
15.4024,394,156.6638,2282.5,394,-13932.1396484375,1970000,1954.19
15.44,395,156.6414,2279.42,395,-13956.1025390625,1975000,1946.49
15.4648,396,156.467,2285.3,396,-13965.658203125,1980000,1940.54
15.3571,397,156.7941,2266.67,397,-13935.041015625,1985000,1949.79
15.3546,398,156.56,2247.5,398,-13941.47265625,1990000,1954.54
15.5677,399,156.5845,2326.71,399,-14035.2841796875,1995000,1974.39
15.2913,400,156.5754,2307.2,400,-14013.443359375,2000000,1965.82
15.3826,401,156.59,2313.18,401,-14038.828125,2005000,1978.11
15.2182,402,156.6082,2258.1,402,-14022.5576171875,2010000,1932.51
15.377,403,156.5349,2282.67,403,-14106.9814453125,2015000,1949.32
15.4362,404,156.6137,2309.42,404,-14129.9150390625,2020000,1933.35
15.3722,405,156.6886,2278.94,405,-14145.03125,2025000,1923.54
15.5119,406,156.6572,2284.57,406,-14167.46484375,2030000,1936.33
15.3968,407,156.6886,2307.62,407,-14175.1640625,2035000,1936.95
15.4785,408,156.5203,2277.08,408,-14154.6318359375,2040000,1904.81
15.4884,409,156.7172,2290.97,409,-14198.9228515625,2045000,1911.1
15.3451,410,156.5859,2319.43,410,-14204.43359375,2050000,1944.22
15.3291,411,156.5681,2310.88,411,-14279.927734375,2055000,1944.06
15.409,412,156.6205,2294.19,412,-14313.9482421875,2060000,1946.76
15.4447,413,156.5688,2248.62,413,-14228.849609375,2065000,1920.07
15.5866,414,156.6801,2289.16,414,-14318.7939453125,2070000,1930.09
15.5067,415,156.6863,2277.34,415,-14311.3173828125,2075000,1938.47
15.7083,416,156.6402,2328.4,416,-14381.25390625,2080000,1957.48
15.5832,417,156.6705,2290.11,417,-14354.7177734375,2085000,1941.45
15.4921,418,156.7414,2275.96,418,-14376.125,2090000,1922.45
15.4592,419,156.5827,2296.95,419,-14376.505859375,2095000,1936.08
15.4019,420,156.6459,2283.97,420,-14419.10546875,2100000,1932.74
15.3549,421,156.5902,2275.87,421,-14382.171875,2105000,1911.07
15.4814,422,156.5315,2309.51,422,-14450.6337890625,2110000,1938.16
15.3724,423,156.6172,2285.54,423,-14447.587890625,2115000,1936.17
15.4055,424,156.639,2300.75,424,-14454.2939453125,2120000,1933.2
15.4356,425,156.6251,2311.64,425,-14526.384765625,2125000,1955.82
15.3889,426,156.6754,2314.3,426,-14447.0087890625,2130000,1937.13
15.4323,427,156.7104,2304.84,427,-14554.4111328125,2135000,1916.82
15.2028,428,156.6256,2315.33,428,-14487.4384765625,2140000,1939.88
15.5591,429,156.7607,2326.02,429,-14596.189453125,2145000,1943.1
15.1705,430,156.5155,2275.34,430,-14536.91796875,2150000,1932.98
15.4753,431,156.6093,2315.96,431,-14624.4306640625,2155000,1939.48
15.4126,432,156.7631,2242.69,432,-14592.08984375,2160000,1936.94
15.3409,433,156.6673,2271.29,433,-14605.5732421875,2165000,1931.37
15.3151,434,156.6325,2243.0,434,-14653.3046875,2170000,1947.02
15.3825,435,156.5214,2299.64,435,-14620.296875,2175000,1921.08
15.4359,436,156.7111,2291.65,436,-14690.2138671875,2180000,1942.01
15.3991,437,156.6388,2294.13,437,-14685.4228515625,2185000,1908.87
15.3049,438,156.4867,2300.1,438,-14698.9755859375,2190000,1936.0
15.5507,439,156.586,2306.84,439,-14736.1025390625,2195000,1963.77
15.229,440,156.6548,2287.68,440,-14765.03515625,2200000,1936.91
15.4219,441,156.683,2304.54,441,-14782.2216796875,2205000,1950.14
15.3095,442,156.7221,2282.68,442,-14718.09375,2210000,1928.48
15.3241,443,156.7324,2140.28,443,-14787.359375,2215000,1932.02
15.2547,444,156.7889,2276.69,444,-14767.4970703125,2220000,1910.22
15.2912,445,156.6115,2263.92,445,-14760.2333984375,2225000,1926.55
15.2827,446,156.7283,2312.83,446,-14822.0771484375,2230000,1949.87
15.444,447,156.6934,2305.98,447,-14945.6484375,2235000,1920.14
15.2324,448,156.6586,2247.64,448,-14917.98046875,2240000,1930.45
15.3243,449,156.5951,2138.7,449,-14856.1015625,2245000,1915.41
15.3583,450,156.8139,2252.23,450,-14914.001953125,2250000,1912.93
15.3785,451,156.6347,2256.17,451,-14950.275390625,2255000,1914.09
15.3468,452,156.5311,2254.59,452,-14922.75,2260000,1912.54
15.3073,453,156.6817,2247.42,453,-14959.6708984375,2265000,1915.1
15.4246,454,156.7153,2157.36,454,-14937.99609375,2270000,1905.22
15.3329,455,156.6549,2288.68,455,-14962.259765625,2275000,1942.4
15.238,456,156.6047,2264.54,456,-15021.7646484375,2280000,1925.55
15.3083,457,156.626,2268.64,457,-15075.3994140625,2285000,1917.24
15.2319,458,156.5931,2215.03,458,-15016.50390625,2290000,1906.06
15.4536,459,156.717,2285.59,459,-15047.7998046875,2295000,1872.66
15.324,460,156.6882,2286.16,460,-15129.8505859375,2300000,1938.13
15.3244,461,156.6969,2251.85,461,-15087.560546875,2305000,1929.08
15.2025,462,156.6599,2258.31,462,-15103.0498046875,2310000,1918.29
15.2387,463,156.5983,2272.49,463,-15147.1162109375,2315000,1922.1
15.2842,464,156.5672,2286.69,464,-15174.4052734375,2320000,1921.96
15.2025,465,156.5543,2264.67,465,-15107.9833984375,2325000,1925.34
15.416,466,156.5194,2243.04,466,-15225.58984375,2330000,1929.57
15.5696,467,156.6478,2285.41,467,-15233.3125,2335000,1916.8
15.2772,468,156.5533,2260.29,468,-15170.962890625,2340000,1923.73
15.6163,469,156.6056,2278.4,469,-15218.09375,2345000,1942.01
15.4207,470,156.5938,2250.19,470,-15254.15625,2350000,1928.42
15.4827,471,156.5401,2268.27,471,-15298.80859375,2355000,1928.59
15.2074,472,156.5304,2276.1,472,-15237.1416015625,2360000,1949.84
15.4399,473,156.6347,2265.71,473,-15308.6796875,2365000,1932.74
15.2085,474,156.6205,2253.83,474,-15272.8115234375,2370000,1934.19
15.2595,475,156.6853,2264.82,475,-15281.6220703125,2375000,1926.77
15.1773,476,156.6596,2277.93,476,-15309.0556640625,2380000,1927.18
15.4162,477,156.6174,2264.76,477,-15377.53125,2385000,1933.74
15.4955,478,156.6736,2285.8,478,-15366.3388671875,2390000,1958.93
15.5283,479,156.6423,2297.0,479,-15438.3798828125,2395000,1958.63
15.4785,480,156.792,2280.76,480,-15431.251953125,2400000,1930.94
15.1732,481,156.6963,2280.53,481,-15392.5625,2405000,1939.81
15.5555,482,156.7772,2254.86,482,-15391.072265625,2410000,1952.53
15.2188,483,156.7646,2247.72,483,-15440.1318359375,2415000,1926.87
15.5667,484,156.7173,2277.7,484,-15495.3818359375,2420000,1955.12
15.4276,485,156.604,2294.99,485,-15505.8955078125,2425000,1932.88
15.3767,486,156.6542,2272.1,486,-15473.072265625,2430000,1932.94
15.4123,487,156.6655,2288.24,487,-15547.455078125,2435000,1944.6
15.3441,488,156.6454,2292.49,488,-15524.01171875,2440000,1952.57
15.3098,489,156.6126,2277.32,489,-15580.6943359375,2445000,1952.77
15.4487,490,156.6841,2304.79,490,-15601.4951171875,2450000,1955.62
15.4095,491,156.6551,2286.71,491,-15631.693359375,2455000,1956.4
15.4379,492,156.5857,2294.12,492,-15636.9384765625,2460000,1955.41
15.4802,493,156.6657,2284.86,493,-15641.115234375,2465000,1958.88
15.3047,494,156.7369,2273.44,494,-15639.16796875,2470000,1920.36
15.4718,495,156.7367,2282.63,495,-15671.92578125,2475000,1941.01
15.2468,496,156.6597,2277.42,496,-15627.556640625,2480000,1920.81
15.4049,497,156.6149,2293.7,497,-15723.474609375,2485000,1962.46
15.3108,498,156.6393,2260.98,498,-15785.5234375,2490000,1932.67
15.0976,499,156.7254,2215.32,499,-15682.2470703125,2495000,1896.31
15.2794,500,156.64,2244.61,500,-15690.412109375,2500000,1904.09
15.4139,501,156.6771,2255.19,501,-15759.4375,2505000,1917.25
15.462,502,156.4486,2299.19,502,-15815.4892578125,2510000,1941.57
15.4604,503,156.7394,2195.49,503,-15829.8115234375,2515000,1908.78
15.2947,504,156.5265,2278.97,504,-15813.6064453125,2520000,1932.31
15.4224,505,156.6188,2289.68,505,-15818.4794921875,2525000,1945.56
15.5601,506,156.5922,2280.28,506,-15833.201171875,2530000,1936.27
15.5862,507,156.5678,2302.08,507,-15903.2060546875,2535000,1958.19
15.4207,508,156.7424,2294.47,508,-15917.689453125,2540000,1958.97
15.4526,509,156.6692,2261.81,509,-15943.419921875,2545000,1910.07
15.2776,510,156.7655,2228.36,510,-15898.0712890625,2550000,1894.19
15.628,511,156.6477,2313.98,511,-15988.779296875,2555000,1967.28
15.4836,512,156.7513,2235.41,512,-15955.4208984375,2560000,1892.45
15.4167,513,156.7134,2247.65,513,-15917.873046875,2565000,1906.34
15.5693,514,156.7515,2302.23,514,-15994.322265625,2570000,1976.84
15.4863,515,156.6902,2278.04,515,-16015.4169921875,2575000,1923.12
15.4872,516,156.6796,2267.7,516,-16006.8916015625,2580000,1949.14
15.5011,517,156.6725,2283.27,517,-16031.568359375,2585000,1897.94
15.3546,518,156.5674,2317.65,518,-16074.4326171875,2590000,1931.52
15.5834,519,156.8249,2275.63,519,-16077.6923828125,2595000,1924.09
15.5129,520,156.6967,2154.52,520,-16094.1103515625,2600000,1949.18
15.5674,521,156.5989,2313.75,521,-16078.4208984375,2605000,1928.24
15.4683,522,156.6608,2256.52,522,-16087.0625,2610000,1918.34
15.4815,523,156.6115,2268.79,523,-16063.712890625,2615000,1934.31
15.3538,524,156.6134,2274.64,524,-16076.3642578125,2620000,1913.34
15.3078,525,156.6635,2274.18,525,-16152.7021484375,2625000,1910.01
15.4738,526,156.6495,2280.83,526,-16138.283203125,2630000,1896.34
15.5222,527,156.7243,2286.58,527,-16228.2470703125,2635000,1932.36
15.551,528,156.7154,2249.34,528,-16216.5751953125,2640000,1905.75
15.526,529,156.6207,2181.24,529,-16278.0263671875,2645000,1923.62
15.5506,530,156.6162,2299.68,530,-16288.5419921875,2650000,1937.29
15.3623,531,156.7428,2261.01,531,-16221.935546875,2655000,1921.37
15.527,532,156.649,2309.24,532,-16271.6103515625,2660000,1940.41
15.4179,533,156.6645,2160.13,533,-16306.2763671875,2665000,1945.12
15.6291,534,156.5952,2294.25,534,-16322.8095703125,2670000,1897.57
15.3909,535,156.6887,2024.72,535,-16308.7255859375,2675000,1938.72
15.6258,536,156.6787,2225.26,536,-16364.2880859375,2680000,1914.96
15.4911,537,156.6062,2238.21,537,-16310.0927734375,2685000,1866.97
15.6018,538,156.669,2280.92,538,-16364.9638671875,2690000,1857.84
15.2533,539,156.672,2261.32,539,-16360.6796875,2695000,1889.86
15.5446,540,156.6373,2291.88,540,-16383.9990234375,2700000,1875.03
15.2117,541,156.5953,2305.91,541,-16314.2265625,2705000,1940.99
15.4382,542,156.7371,2288.98,542,-16424.90234375,2710000,1932.23
15.2305,543,156.7,2177.98,543,-16372.3740234375,2715000,1893.88
15.5092,544,156.6331,2294.54,544,-16498.84375,2720000,1928.79
15.5509,545,156.6983,2309.63,545,-16468.345703125,2725000,1932.18
15.8018,546,156.6702,2304.09,546,-16517.4296875,2730000,1932.36
15.1247,547,156.6551,2252.55,547,-16371.921875,2735000,1847.96
15.8029,548,156.6826,1546.1,548,-16581.783203125,2740000,1762.34
15.1524,549,156.6546,1776.8,549,-16292.14453125,2745000,1377.81
15.3489,550,156.5982,2297.18,550,-16446.80078125,2750000,1848.19
14.5698,551,156.6765,2044.15,551,-16064.9169921875,2755000,1635.14
16.0845,552,156.7636,2154.64,552,-16704.55078125,2760000,1606.92
14.7879,553,156.7235,1786.17,553,-16145.9580078125,2765000,1524.57
15.2316,554,156.6974,2226.23,554,-16527.591796875,2770000,1731.3
15.5245,555,156.7952,2076.34,555,-16614.23828125,2775000,1874.97
15.5459,556,156.6531,2223.91,556,-16631.0390625,2780000,1882.4
15.152,557,156.5992,2309.93,557,-16611.306640625,2785000,1867.53
15.3649,558,156.756,2238.85,558,-16702.45703125,2790000,1888.31
15.2114,559,156.5437,2322.08,559,-16636.240234375,2795000,1884.75
15.3765,560,156.6029,2347.78,560,-16675.462890625,2800000,1859.48
15.3988,561,156.5477,1910.06,561,-16710.328125,2805000,1897.27
15.4149,562,156.4511,2195.39,562,-16732.056640625,2810000,1909.18
15.7154,563,156.6552,2309.08,563,-16817.23828125,2815000,1873.59
15.4864,564,156.7299,2289.69,564,-16781.4296875,2820000,1929.18
15.1095,565,156.7505,2312.46,565,-16663.572265625,2825000,1910.45
15.8162,566,156.7371,2207.45,566,-16889.375,2830000,1972.26
16.0018,567,156.5522,2364.66,567,-16941.904296875,2835000,1950.75
15.6062,568,156.7048,2120.72,568,-16938.869140625,2840000,1864.33
15.1064,569,156.5329,2300.41,569,-16680.1796875,2845000,1836.35
15.5823,570,156.7563,2317.54,570,-16851.66015625,2850000,1846.86
15.3625,571,156.7252,2206.9,571,-16761.099609375,2855000,1842.67
15.724,572,156.5732,2283.33,572,-17003.71484375,2860000,1880.65
15.6318,573,156.8611,1563.02,573,-16965.33203125,2865000,1596.99
14.7088,574,156.7403,1750.61,574,-16509.166015625,2870000,1652.68
15.1461,575,156.7182,1723.69,575,-16889.443359375,2875000,1744.82
15.3663,576,156.6612,2244.95,576,-17048.298828125,2880000,1819.64
15.216,577,156.597,2237.38,577,-17017.3671875,2885000,1855.5
15.1851,578,156.5979,2275.43,578,-17001.353515625,2890000,1857.29
15.205,579,156.5934,2280.91,579,-17035.859375,2895000,1875.93
15.2708,580,156.6026,2298.54,580,-17056.630859375,2900000,1902.98
15.4679,581,156.5762,2267.9,581,-17034.310546875,2905000,1898.17
15.3373,582,156.6664,2178.36,582,-17063.525390625,2910000,1813.29
15.0261,583,156.5274,2251.77,583,-17001.412109375,2915000,1855.92
15.1918,584,156.633,2120.14,584,-17101.0,2920000,1891.11
15.3103,585,156.8233,2222.14,585,-17055.015625,2925000,1867.68
15.3761,586,156.5153,2262.65,586,-17106.068359375,2930000,1883.72
15.2548,587,156.791,1818.96,587,-17051.4609375,2935000,1887.15
15.5295,588,156.5387,2267.0,588,-17159.9375,2940000,1925.03
15.1826,589,156.5837,1922.65,589,-17091.529296875,2945000,1896.77
15.2903,590,156.5884,2028.7,590,-17141.7890625,2950000,1925.56
15.0827,591,156.623,1833.01,591,-17083.59765625,2955000,1883.52
15.2375,592,156.5512,2062.54,592,-17052.009765625,2960000,1905.5
15.4824,593,156.7322,2177.29,593,-17225.58203125,2965000,1942.44
15.3063,594,156.6584,2141.51,594,-17197.0625,2970000,1907.11
15.3793,595,156.6723,2293.36,595,-17254.6875,2975000,1942.43
15.4353,596,156.6695,2170.27,596,-17172.265625,2980000,1914.95
15.5144,597,156.606,2269.42,597,-17220.1484375,2985000,1939.58
15.284,598,156.6247,2293.09,598,-17235.498046875,2990000,1942.19
15.6164,599,156.6426,2276.42,599,-17322.001953125,2995000,1942.43
