Running Update Time,Real Det Return,Itration,Running Env Steps,Reward Loss,Running Forward KL,Running Reverse KL,Real Sto Return
395,2348.9,395,1975000,-72832.703125,156.4088,15.0384,1928.8
396,2329.14,396,1980000,-72797.2421875,156.5462,15.072,1972.05
397,2350.09,397,1985000,-72907.375,156.6219,15.2297,1943.64
398,2305.9,398,1990000,-72995.1484375,156.61,15.1092,1938.8
399,2323.96,399,1995000,-73070.546875,156.5116,15.2338,1966.12
400,2338.39,400,2000000,-73264.265625,156.6134,15.0296,1935.67
401,2312.26,401,2005000,-73214.578125,156.6821,15.0637,1951.58
402,2349.7,402,2010000,-73312.0390625,156.6673,15.3268,1950.03
403,2337.62,403,2015000,-73233.96875,156.6046,15.0825,1943.71
404,2335.06,404,2020000,-73365.375,156.5885,14.9894,1958.81
405,2364.24,405,2025000,-73463.375,156.5869,15.1146,1950.61
406,2349.91,406,2030000,-73641.921875,156.5287,15.0598,1949.75
407,2337.2,407,2035000,-73762.53125,156.5153,15.0986,1945.59
408,2335.61,408,2040000,-73590.3125,156.6865,15.0989,1951.36
409,2342.8,409,2045000,-73694.6875,156.6,15.0135,1937.92
410,2343.53,410,2050000,-73849.40625,156.6433,15.0199,1965.54
411,2324.3,411,2055000,-74238.5234375,156.4974,15.1955,1960.44
412,2350.18,412,2060000,-74077.7265625,156.5978,15.1882,1963.85
413,2342.98,413,2065000,-74108.875,156.3875,15.0144,1962.97
414,2346.64,414,2070000,-73967.5078125,156.5004,14.9766,1951.5
415,2344.89,415,2075000,-74361.9296875,156.6906,14.9605,1954.92
416,2354.67,416,2080000,-74365.71875,156.5674,15.1464,1955.54
417,2316.36,417,2085000,-74311.171875,156.4629,14.8587,1950.19
418,2323.16,418,2090000,-74896.34375,156.3936,15.1071,1952.53
419,2337.1,419,2095000,-74410.8515625,156.587,15.2091,1964.51
420,2333.96,420,2100000,-75019.6796875,156.6615,15.2764,1958.56
421,2315.53,421,2105000,-74624.4609375,156.4537,15.1838,1980.08
422,2310.25,422,2110000,-74654.3671875,156.6118,15.0672,1948.93
423,2362.84,423,2115000,-74993.421875,156.6085,15.3697,1981.59
424,2334.1,424,2120000,-74959.296875,156.7683,15.563,1982.47
425,2355.71,425,2125000,-74878.7734375,156.5963,15.2277,1969.45
426,2327.07,426,2130000,-75321.7265625,156.7895,15.4073,1967.3
427,2322.77,427,2135000,-74909.390625,156.535,15.1666,1986.11
428,2323.96,428,2140000,-75390.7265625,156.587,15.3272,1972.16
429,2317.88,429,2145000,-75451.9296875,156.697,15.2043,1963.15
430,2325.0,430,2150000,-75490.0625,156.6248,15.3161,1975.0
431,2347.27,431,2155000,-75417.453125,156.5568,15.4918,1988.71
432,2320.47,432,2160000,-75076.6953125,156.7203,15.0607,1953.64
433,2343.14,433,2165000,-75702.796875,156.5979,15.3082,1970.35
434,2341.19,434,2170000,-75737.6875,156.4852,15.3631,1971.82
435,2319.15,435,2175000,-75934.5546875,156.5855,15.3527,1961.1
436,2351.32,436,2180000,-76131.6640625,156.612,15.4663,1982.88
437,2335.84,437,2185000,-76099.2109375,156.6305,15.2261,1978.83
438,2345.22,438,2190000,-76359.6875,156.5256,15.3548,1984.15
439,2345.33,439,2195000,-76096.734375,156.4956,15.2211,1981.2
440,2324.36,440,2200000,-75988.765625,156.8075,15.3621,1973.27
441,2371.56,441,2205000,-76249.9921875,156.6656,15.1283,1989.77
442,2358.13,442,2210000,-76385.4140625,156.5525,15.3966,1987.6
443,2342.27,443,2215000,-76468.6015625,156.6336,15.2595,1965.76
444,2319.5,444,2220000,-76490.921875,156.744,15.1252,1951.57
445,2365.66,445,2225000,-76537.421875,156.529,15.1482,1980.45
446,2366.16,446,2230000,-76994.5234375,156.5802,15.3805,1975.72
447,2356.0,447,2235000,-76925.7265625,156.6664,15.3293,1975.72
448,2374.95,448,2240000,-77246.484375,156.5269,15.5028,2005.46
449,2338.22,449,2245000,-76770.9375,156.7287,15.2808,1962.18
450,2355.18,450,2250000,-77177.84375,156.7024,15.3112,1978.11
451,2372.55,451,2255000,-77108.71875,156.61,15.2874,1984.36
452,2350.36,452,2260000,-77182.609375,156.6142,15.1755,1962.7
453,2354.85,453,2265000,-77291.7734375,156.6679,15.23,1974.41
454,2355.52,454,2270000,-77034.6640625,156.5229,15.0548,1985.41
455,2361.41,455,2275000,-77087.2421875,156.4013,15.3042,1994.02
456,2353.87,456,2280000,-77592.7109375,156.7177,15.1521,1972.63
457,2370.35,457,2285000,-77331.0,156.6281,15.1403,1986.1
458,2350.22,458,2290000,-77535.4609375,156.7163,15.2874,1964.04
459,2374.81,459,2295000,-78038.140625,156.6593,15.3724,1995.02
460,2347.48,460,2300000,-77794.125,156.5969,15.1718,1980.96
461,2353.55,461,2305000,-77777.21875,156.6507,15.103,1975.99
462,2364.69,462,2310000,-78295.4765625,156.5704,15.2665,1976.94
463,2391.05,463,2315000,-78311.9453125,156.5874,15.3565,1989.89
464,2359.09,464,2320000,-78286.5234375,156.6816,15.2614,1963.67
465,2354.03,465,2325000,-77976.8203125,156.5948,15.3057,1991.74
466,2365.56,466,2330000,-78204.0,156.5974,15.2107,1975.52
467,2357.37,467,2335000,-78114.359375,156.553,15.0612,1975.38
468,2366.08,468,2340000,-78183.9140625,156.566,15.2523,1992.76
469,2356.47,469,2345000,-78259.6796875,156.7623,15.1852,1978.27
470,2370.4,470,2350000,-78371.7421875,156.672,15.2904,1967.62
471,2375.65,471,2355000,-78686.4921875,156.6047,15.4081,1990.34
472,2364.89,472,2360000,-78816.9453125,156.6429,15.2511,1971.56
473,2350.22,473,2365000,-78615.765625,156.6488,15.1764,1960.47
474,2342.32,474,2370000,-78933.046875,156.6655,15.3373,1990.05
475,2373.74,475,2375000,-78959.2734375,156.6686,15.4053,1984.08
476,2347.55,476,2380000,-78984.1328125,156.5845,15.3754,1964.72
477,2345.83,477,2385000,-78976.5703125,156.5669,15.3358,1974.89
478,2372.45,478,2390000,-78990.0625,156.6423,15.3508,1985.23
479,2352.14,479,2395000,-78857.6015625,156.6837,15.2831,1963.72
480,2365.85,480,2400000,-79143.515625,156.6692,15.2653,1973.15
481,2368.66,481,2405000,-79287.2578125,156.6068,15.3009,1985.5
482,2363.49,482,2410000,-79561.5078125,156.8666,15.5332,1991.91
483,2368.29,483,2415000,-79391.71875,156.6629,15.4478,1993.06
484,2332.12,484,2420000,-79131.8671875,156.7345,15.2788,1960.94
485,2363.69,485,2425000,-79460.265625,156.7771,15.1383,1982.75
486,2351.92,486,2430000,-79732.265625,156.6425,15.2841,1982.48
487,2358.74,487,2435000,-79490.8671875,156.5648,15.1828,1979.62
488,2357.88,488,2440000,-79823.9140625,156.5511,15.316,1997.48
489,2372.61,489,2445000,-79908.203125,156.7148,15.3486,1980.63
490,2342.18,490,2450000,-79664.84375,156.5455,15.2063,1967.94
491,2341.48,491,2455000,-79870.0,156.7957,15.2934,1958.33
492,2331.37,492,2460000,-79859.09375,156.5475,15.3623,1967.54
493,2340.46,493,2465000,-80063.5234375,156.7102,15.2266,1978.69
494,2342.02,494,2470000,-80208.3515625,156.7088,15.2918,1959.46
495,2330.74,495,2475000,-79965.0703125,156.5844,15.2427,1976.56
496,2336.04,496,2480000,-79932.875,156.566,15.283,1960.38
497,2365.58,497,2485000,-80324.796875,156.6729,15.3107,1999.12
498,2348.54,498,2490000,-80454.109375,156.6588,15.4077,1981.74
499,2371.03,499,2495000,-80208.0546875,156.6056,15.3314,1999.69
500,2360.48,500,2500000,-80419.1484375,156.5539,15.2477,1965.55
501,2345.57,501,2505000,-80370.640625,156.6572,15.3243,1982.77
502,2323.71,502,2510000,-80292.8984375,156.6104,15.2561,1975.04
503,2324.63,503,2515000,-80120.75,156.6975,15.1849,1972.23
504,2342.72,504,2520000,-80367.34375,156.7722,15.2847,1984.38
505,2322.84,505,2525000,-80781.1796875,156.6102,15.1957,1962.2
506,2315.24,506,2530000,-80483.25,156.6062,15.052,1971.75
507,2336.98,507,2535000,-80745.453125,156.7653,15.1674,1964.64
508,2306.11,508,2540000,-80433.5703125,156.6354,15.1808,1968.37
509,2315.26,509,2545000,-80823.765625,156.6957,15.1353,1985.23
510,2354.13,510,2550000,-80921.1328125,156.5887,15.1595,1993.8
511,2316.15,511,2555000,-80780.8828125,156.5238,15.2131,1974.45
512,2337.72,512,2560000,-80967.375,156.7076,15.2104,1959.78
513,2342.04,513,2565000,-81248.7265625,156.5861,15.2307,1962.9
514,2326.2,514,2570000,-80983.203125,156.6229,15.1186,1968.83
515,2333.96,515,2575000,-81164.3046875,156.6516,15.2368,1984.07
516,2345.27,516,2580000,-81443.3203125,156.8227,15.1731,1968.4
517,2321.94,517,2585000,-81228.984375,156.4896,15.0925,1961.9
518,2355.53,518,2590000,-81222.65625,156.6687,15.1036,1984.4
519,2322.21,519,2595000,-81321.703125,156.6026,15.0667,1973.24
520,2329.51,520,2600000,-81453.609375,156.6978,15.0006,1951.63
521,2363.37,521,2605000,-81637.234375,156.7051,15.2333,1971.21
522,2324.21,522,2610000,-81587.96875,156.6342,15.1084,1962.48
523,2341.27,523,2615000,-81590.75,156.6516,15.1535,1963.58
524,2332.88,524,2620000,-81743.3046875,156.7262,15.1841,1970.19
525,2330.22,525,2625000,-81748.03125,156.7155,15.0883,1946.37
526,2319.02,526,2630000,-81680.390625,156.651,15.1629,1960.53
527,2325.47,527,2635000,-81984.78125,156.7015,15.1541,1974.62
528,2270.91,528,2640000,-81713.890625,156.7288,15.0866,1934.08
529,2330.94,529,2645000,-82075.59375,156.6082,15.1761,1961.04
530,2356.13,530,2650000,-81995.375,156.5061,15.2197,1995.98
531,2330.18,531,2655000,-82160.84375,156.827,15.133,1975.31
532,2326.79,532,2660000,-82319.75,156.617,15.1587,1970.48
533,2333.05,533,2665000,-82058.2734375,156.5066,15.1171,1977.3
534,2345.6,534,2670000,-82161.640625,156.6391,15.1146,1982.97
535,2346.09,535,2675000,-82599.2890625,156.7742,15.1205,1961.9
536,2350.19,536,2680000,-82583.515625,156.7369,15.1833,1969.76
537,2327.44,537,2685000,-82585.4921875,156.721,15.3118,1988.15
538,2341.13,538,2690000,-82549.7421875,156.53,15.178,1975.66
539,2334.89,539,2695000,-82802.8125,156.6864,15.2273,1959.66
540,2340.13,540,2700000,-82628.84375,156.627,15.1356,1967.24
541,2321.96,541,2705000,-82633.4375,156.6972,15.1302,1971.26
542,2275.34,542,2710000,-82594.8984375,156.6525,15.0664,1939.17
543,2309.18,543,2715000,-82754.71875,156.7156,15.0877,1974.51
544,2307.6,544,2720000,-82703.734375,156.5625,15.1162,1943.18
545,2358.68,545,2725000,-83050.0390625,156.6335,15.1294,1970.8
546,2335.77,546,2730000,-83254.546875,156.6595,15.202,1974.92
547,2326.69,547,2735000,-82960.4453125,156.7446,15.0988,1965.95
548,2330.85,548,2740000,-82959.375,156.5126,15.0231,1968.38
549,2328.65,549,2745000,-83111.375,156.6594,15.1151,1967.35
550,2329.69,550,2750000,-82964.3203125,156.6507,15.1692,1973.38
551,2358.04,551,2755000,-83144.875,156.6449,15.1102,1976.49
552,2354.58,552,2760000,-83421.390625,156.6751,15.1463,1988.85
553,2351.31,553,2765000,-83156.3359375,156.5909,15.1293,1967.19
554,2345.24,554,2770000,-83635.5625,156.539,15.1924,1971.81
555,2330.8,555,2775000,-83308.0625,156.6819,15.1266,1974.84
556,2297.53,556,2780000,-83567.7265625,156.567,15.1047,1943.59
557,2325.95,557,2785000,-83606.21875,156.5852,15.0684,1962.23
558,2308.07,558,2790000,-83634.890625,156.669,14.9718,1959.03
559,2331.15,559,2795000,-83891.84375,156.4189,15.2346,1976.49
560,2330.1,560,2800000,-83759.6796875,156.6672,15.3132,1972.0
561,2322.52,561,2805000,-83664.828125,156.5314,14.9406,1969.73
562,2312.8,562,2810000,-83614.34375,156.5232,14.9469,1953.69
563,2320.68,563,2815000,-83878.953125,156.4699,15.0766,1974.32
564,2308.97,564,2820000,-83761.8203125,156.663,14.9633,1948.21
565,2276.69,565,2825000,-84021.71875,156.6437,14.9964,1953.61
566,2254.44,566,2830000,-83782.3046875,156.5122,14.8715,1936.22
567,2318.25,567,2835000,-84050.6953125,156.6426,15.1142,1971.88
568,2321.88,568,2840000,-84279.5703125,156.4334,14.9669,1957.51
569,2288.66,569,2845000,-84184.890625,156.5419,15.0297,1941.04
570,2291.69,570,2850000,-84175.9921875,156.6059,15.0705,1923.0
571,2313.5,571,2855000,-84605.28125,156.5373,15.0494,1960.47
572,2330.99,572,2860000,-84492.6015625,156.6162,15.1421,1976.35
573,2320.23,573,2865000,-84625.25,156.5006,15.0506,1958.82
574,2287.81,574,2870000,-84339.5078125,156.3988,14.9605,1948.2
575,2327.55,575,2875000,-84595.734375,156.5075,14.9307,1964.11
576,2330.03,576,2880000,-84608.3125,156.4921,14.9843,1983.95
577,2333.9,577,2885000,-84661.8515625,156.5662,15.086,1981.86
578,2331.43,578,2890000,-84970.453125,156.5131,15.0452,1971.11
579,2316.14,579,2895000,-84836.2578125,156.498,15.0761,1973.0
580,2326.89,580,2900000,-85104.890625,156.5179,15.1772,1982.43
581,2303.66,581,2905000,-84781.1328125,156.5345,14.948,1952.12
582,2304.32,582,2910000,-84894.2421875,156.4164,14.8828,1955.94
583,2319.78,583,2915000,-85233.15625,156.5183,15.1048,1972.17
584,2276.37,584,2920000,-85169.2890625,156.578,14.8574,1945.91
585,2296.31,585,2925000,-85272.5703125,156.4946,14.9562,1960.49
586,2349.55,586,2930000,-85436.7109375,156.3709,15.1878,1982.76
587,2304.77,587,2935000,-85466.4296875,156.6332,15.1227,1950.66
588,2307.44,588,2940000,-85242.7421875,156.699,14.97,1974.24
589,2301.2,589,2945000,-85571.890625,156.4756,15.0439,1964.25
590,2309.45,590,2950000,-85606.5625,156.5286,15.0646,1963.56
591,2296.56,591,2955000,-85375.875,156.4911,15.0133,1955.6
592,2293.67,592,2960000,-85520.203125,156.4744,14.9526,1951.46
593,2274.87,593,2965000,-85731.0703125,156.5103,15.0037,1945.33
594,2258.7,594,2970000,-85572.4375,156.506,14.8909,1937.47
595,2249.45,595,2975000,-85619.765625,156.611,14.9579,1952.34
596,2266.87,596,2980000,-85510.15625,156.5026,14.9639,1940.54
597,2333.74,597,2985000,-85892.1171875,156.4008,15.0189,1987.08
598,2261.44,598,2990000,-85622.40625,156.6165,14.9254,1950.3
599,2291.31,599,2995000,-85971.28125,156.5646,14.9023,1924.2
