Running Forward KL,Running Reverse KL,Running Env Steps,Reward Loss,Itration,Real Det Return,Real Sto Return,Running Update Time
451.2837,246.0627,2005000,-84534.6953125,401,549.7,427.36,401
458.8525,252.7318,2010000,-83169.4296875,402,737.76,679.94,402
472.4637,265.2004,2015000,-84071.875,403,791.86,630.55,403
465.0076,262.8515,2020000,-87262.453125,404,711.68,601.97,404
470.1129,268.3888,2025000,-85444.71875,405,700.72,579.68,405
498.3037,266.8137,2030000,-87497.3984375,406,451.82,377.15,406
509.6869,313.4685,2035000,-84205.9375,407,459.74,458.58,407
487.242,293.3292,2040000,-85643.1796875,408,735.41,631.19,408
500.8842,296.3077,2045000,-84500.9765625,409,554.51,594.41,409
488.4273,277.4863,2050000,-81090.6171875,410,507.47,468.46,410
500.7094,721.6396,2055000,-89283.4609375,411,560.9,541.09,411
496.1214,335.1513,2060000,-86269.3359375,412,404.71,396.48,412
512.399,389.3189,2065000,-85135.53125,413,369.57,330.57,413
537.6699,356.0078,2070000,-88459.640625,414,328.5,329.15,414
555.158,395.0424,2075000,-87614.4765625,415,273.02,260.45,415
515.0546,369.8789,2080000,-88597.4296875,416,366.66,375.97,416
507.2578,466.2989,2085000,-81328.15625,417,425.39,420.95,417
510.3444,381.1313,2090000,-89232.6328125,418,402.59,388.67,418
513.4202,331.6721,2095000,-90215.0703125,419,409.75,409.54,419
510.0951,340.3495,2100000,-87672.15625,420,403.17,387.23,420
559.9004,334.2325,2105000,-87053.6171875,421,305.24,307.64,421
515.0512,341.8971,2110000,-84960.890625,422,345.04,348.48,422
508.4136,347.5731,2115000,-81377.2734375,423,319.23,320.87,423
514.6786,330.0897,2120000,-82996.015625,424,340.77,382.06,424
511.1877,343.2234,2125000,-86394.6328125,425,375.38,348.18,425
502.9727,303.2573,2130000,-83252.0546875,426,504.63,490.22,426
506.8912,422.9056,2135000,-87860.1796875,427,442.09,426.37,427
525.225,331.1583,2140000,-82150.0078125,428,330.7,334.88,428
511.98,346.6348,2145000,-85787.3828125,429,401.45,375.52,429
514.5478,312.9359,2150000,-85400.828125,430,353.84,351.37,430
511.5257,306.6778,2155000,-84493.5234375,431,321.03,326.77,431
495.0099,320.5264,2160000,-85062.828125,432,423.11,394.16,432
504.1552,319.789,2165000,-86706.5703125,433,299.44,317.67,433
702.8343,450.935,2170000,-90737.4453125,434,60.8,60.7,434
699.0112,416.2855,2175000,-90000.4140625,435,92.72,92.72,435
502.6377,346.797,2180000,-88676.3671875,436,214.67,215.81,436
531.7063,325.9775,2185000,-88319.28125,437,205.13,208.14,437
560.3351,354.0537,2190000,-90918.8203125,438,133.53,173.88,438
626.3026,345.8438,2195000,-89021.2578125,439,88.31,86.33,439
645.4103,334.9807,2200000,-89376.1015625,440,66.37,68.36,440
656.7699,358.1879,2205000,-90951.3359375,441,65.97,66.13,441
704.8546,634.218,2210000,-89721.65625,442,65.97,65.97,442
659.5228,425.8929,2215000,-86549.421875,443,65.97,65.97,443
697.5891,1095.4594,2220000,-95138.6328125,444,65.97,65.97,444
645.7315,466.9534,2225000,-86428.390625,445,65.97,65.97,445
664.5365,390.397,2230000,-87995.8125,446,65.99,65.51,446
661.8953,420.3566,2235000,-93649.8203125,447,63.14,62.43,447
708.9308,679.2489,2240000,-91516.3125,448,64.79,65.03,448
637.5945,631.5656,2245000,-85827.875,449,62.9,62.66,449
655.8953,494.9584,2250000,-88832.2578125,450,61.23,60.53,450
665.7401,458.9943,2255000,-91311.3046875,451,58.17,59.35,451
661.1385,471.6141,2260000,-93858.5625,452,59.59,59.35,452
720.9618,1069.4027,2265000,-97868.7265625,453,60.05,59.81,453
704.8905,611.7852,2270000,-98248.7421875,454,61.01,60.53,454
721.1221,1082.177,2275000,-98221.921875,455,59.58,59.34,455
739.4609,790.1732,2280000,-98499.484375,456,59.11,59.11,456
674.256,524.8481,2285000,-93735.59375,457,59.82,59.82,457
674.343,587.2801,2290000,-92871.921875,458,59.82,59.59,458
669.68,543.8217,2295000,-92510.890625,459,59.83,60.3,459
740.6896,2696.3277,2300000,-98996.078125,460,59.82,60.29,460
682.5634,677.9096,2305000,-96935.515625,461,59.81,59.82,461
685.9386,584.6448,2310000,-97079.0390625,462,60.06,60.06,462
708.4017,1383.0419,2315000,-98155.390625,463,58.17,58.88,463
737.3425,2270.8828,2320000,-99079.1328125,464,59.82,60.06,464
741.798,1572.6045,2325000,-98744.671875,465,59.83,59.83,465
724.8472,1267.8061,2330000,-98345.0859375,466,61.0,60.76,466
666.17,522.8716,2335000,-96583.59375,467,61.24,61.24,467
749.487,1900.0412,2340000,-99189.53125,468,61.0,61.24,468
696.7911,962.6084,2345000,-97057.859375,469,61.23,61.24,469
676.2378,459.0389,2350000,-97694.34375,470,60.3,60.06,470
746.9476,2424.3217,2355000,-99144.796875,471,61.24,61.24,471
669.3265,560.5697,2360000,-96475.9375,472,61.01,61.01,472
720.7437,1181.5673,2365000,-98733.078125,473,61.24,61.24,473
693.8532,500.1913,2370000,-96104.328125,474,61.24,61.24,474
682.5012,487.9455,2375000,-97046.21875,475,61.23,61.23,475
683.319,476.0219,2380000,-97935.671875,476,61.25,61.25,476
680.397,597.4412,2385000,-98224.96875,477,61.24,61.24,477
698.9746,1991.0398,2390000,-98826.4140625,478,61.01,61.01,478
695.5208,757.886,2395000,-98514.9921875,479,61.24,61.24,479
725.2177,1052.1201,2400000,-98806.3359375,480,61.24,61.24,480
730.3059,497.7281,2405000,-98687.2578125,481,61.23,61.23,481
681.1825,452.3836,2410000,-97209.6796875,482,61.22,61.23,482
689.2025,475.9568,2415000,-97420.7421875,483,61.24,61.24,483
656.6401,384.0325,2420000,-95959.3046875,484,61.23,61.24,484
668.306,411.7835,2425000,-94654.6015625,485,61.24,61.23,485
684.3237,457.175,2430000,-97874.234375,486,61.23,61.23,486
724.4747,547.2758,2435000,-97962.640625,487,61.23,61.23,487
681.6428,392.6642,2440000,-94369.2734375,488,61.24,61.24,488
718.4656,656.4942,2445000,-98247.140625,489,61.24,61.24,489
695.3261,421.4397,2450000,-94839.71875,490,60.99,61.0,490
698.333,620.7649,2455000,-97752.3203125,491,61.24,61.24,491
705.5812,446.6133,2460000,-95610.1875,492,61.24,61.23,492
661.6923,437.7255,2465000,-93735.7578125,493,61.0,61.0,493
704.6715,586.0168,2470000,-97994.953125,494,61.24,61.24,494
716.5095,715.3103,2475000,-98010.75,495,61.23,61.23,495
710.723,510.2317,2480000,-97501.59375,496,60.99,60.99,496
707.8838,475.2631,2485000,-96953.4296875,497,61.24,61.24,497
716.2435,1831.1437,2490000,-99110.6875,498,60.05,60.05,498
704.2048,606.6035,2495000,-98531.4375,499,60.29,60.29,499
696.6182,861.2377,2500000,-98480.3125,500,61.0,61.0,500
706.4695,701.6438,2505000,-97398.359375,501,61.23,61.23,501
700.576,575.6953,2510000,-97737.4140625,502,60.28,60.52,502
711.5624,902.5445,2515000,-97128.546875,503,61.0,60.99,503
664.7615,1415.8148,2520000,-96260.6953125,504,61.23,61.23,504
716.1341,2771.6173,2525000,-97997.65625,505,61.24,61.23,505
661.8304,2292.0396,2530000,-98201.796875,506,61.24,61.24,506
650.5748,797.1154,2535000,-95597.9921875,507,60.29,60.29,507
654.7856,648.659,2540000,-94049.8671875,508,61.0,61.0,508
673.8484,565.1879,2545000,-95779.9921875,509,60.28,60.28,509
670.2369,618.1012,2550000,-93418.5078125,510,61.24,61.24,510
640.62,513.2958,2555000,-95804.3046875,511,61.23,61.23,511
642.3838,428.5477,2560000,-95051.96875,512,61.23,60.99,512
657.7675,838.275,2565000,-94212.4140625,513,61.23,61.23,513
652.9431,1163.8077,2570000,-96342.5546875,514,61.0,60.99,514
630.0103,976.7995,2575000,-96174.828125,515,61.0,61.0,515
642.332,587.0072,2580000,-95493.015625,516,60.52,60.76,516
652.4735,900.0996,2585000,-97313.6875,517,61.23,61.23,517
685.1169,1023.0193,2590000,-97670.859375,518,61.0,61.0,518
650.4206,720.1799,2595000,-98246.9453125,519,61.23,61.24,519
697.6692,788.5084,2600000,-98164.4921875,520,60.29,60.52,520
602.8009,387.4819,2605000,-94988.40625,521,61.0,60.29,521
610.2299,744.1134,2610000,-90951.453125,522,60.99,60.76,522
636.8394,503.3298,2615000,-95394.8203125,523,59.81,60.05,523
611.8839,370.0327,2620000,-91353.8046875,524,60.76,61.24,524
636.0186,1098.5219,2625000,-97158.5390625,525,61.24,61.24,525
617.9565,375.9532,2630000,-93876.046875,526,61.23,61.23,526
632.3055,404.6584,2635000,-94671.0859375,527,61.24,61.25,527
632.9209,1044.9401,2640000,-93719.953125,528,60.53,60.77,528
632.8299,344.3322,2645000,-93323.15625,529,61.24,61.23,529
636.9835,378.5419,2650000,-94895.9453125,530,61.23,61.23,530
642.8424,1426.4114,2655000,-97866.4375,531,61.24,61.23,531
658.9011,835.2008,2660000,-98217.5859375,532,61.23,61.23,532
641.4654,448.6932,2665000,-96849.9609375,533,61.24,61.24,533
646.0556,994.5895,2670000,-97613.7578125,534,61.23,61.23,534
646.7305,572.4425,2675000,-97366.1171875,535,61.23,61.24,535
623.6622,635.1449,2680000,-95764.21875,536,61.23,61.23,536
610.9977,380.0709,2685000,-96792.8984375,537,61.24,61.24,537
631.8665,601.7021,2690000,-95636.859375,538,61.24,61.23,538
635.9513,483.0135,2695000,-96748.3671875,539,61.23,61.23,539
638.7441,411.025,2700000,-95442.5546875,540,61.23,61.24,540
653.4261,511.6305,2705000,-97400.453125,541,61.23,61.23,541
635.678,366.1985,2710000,-95219.5078125,542,61.23,61.23,542
635.1823,2008.4877,2715000,-95905.3125,543,61.24,61.24,543
628.0406,396.4134,2720000,-92064.78125,544,61.23,61.23,544
637.729,634.9282,2725000,-95953.0078125,545,61.23,61.23,545
652.6889,432.1214,2730000,-96847.828125,546,61.23,61.23,546
696.4345,1267.2437,2735000,-97579.078125,547,61.23,61.23,547
657.6591,3098.4364,2740000,-97593.15625,548,61.23,61.23,548
640.8989,1591.7099,2745000,-97661.859375,549,61.23,61.23,549
717.9617,3158.5892,2750000,-98922.765625,550,61.23,61.23,550
640.9064,839.7536,2755000,-98195.171875,551,61.23,61.23,551
710.0562,2938.7269,2760000,-99070.8984375,552,61.23,61.23,552
661.566,2805.9993,2765000,-98587.203125,553,61.23,61.23,553
642.1839,785.8812,2770000,-93559.125,554,61.23,61.23,554
658.0207,2617.7466,2775000,-97178.34375,555,61.23,61.23,555
702.5305,1429.2486,2780000,-98434.6796875,556,61.23,61.23,556
710.4812,2880.7163,2785000,-99026.9375,557,61.23,61.23,557
686.1529,3538.3186,2790000,-98578.2421875,558,61.23,61.23,558
690.6043,3578.2307,2795000,-99038.9140625,559,61.23,61.23,559
699.9815,2887.6342,2800000,-98964.6953125,560,61.23,61.23,560
649.0694,1132.9448,2805000,-98178.9609375,561,61.23,61.23,561
631.8215,796.5845,2810000,-96237.890625,562,61.23,61.23,562
693.7307,954.7761,2815000,-98929.640625,563,61.23,61.23,563
664.2904,1008.4797,2820000,-99103.8828125,564,61.23,61.23,564
653.2139,935.4376,2825000,-98093.71875,565,61.23,61.23,565
593.796,326.0988,2830000,-94891.6953125,566,61.23,61.23,566
617.0639,402.8608,2835000,-95473.359375,567,61.23,61.23,567
621.1606,1071.2351,2840000,-96270.359375,568,61.23,61.23,568
584.9228,332.4249,2845000,-93386.4375,569,61.23,61.23,569
615.3722,1570.915,2850000,-98683.1875,570,61.23,61.23,570
647.2021,1012.1914,2855000,-99110.0078125,571,61.23,61.23,571
633.5699,2324.8047,2860000,-98782.4609375,572,61.23,61.23,572
640.7834,634.4349,2865000,-98171.15625,573,61.22,61.22,573
635.26,1129.0664,2870000,-98279.1796875,574,61.23,61.23,574
611.2908,1125.5081,2875000,-98018.328125,575,61.23,61.23,575
607.7788,928.8589,2880000,-96844.578125,576,61.23,61.23,576
627.8678,1627.819,2885000,-97396.7578125,577,61.23,61.23,577
609.7099,801.67,2890000,-96361.8046875,578,61.23,61.23,578
597.4458,704.73,2895000,-96330.2421875,579,61.23,61.23,579
614.6458,1020.6429,2900000,-97583.3984375,580,61.23,61.23,580
592.7619,958.6873,2905000,-96662.2578125,581,61.22,61.23,581
654.9842,1439.7453,2910000,-98198.7578125,582,61.22,61.22,582
601.918,1359.0056,2915000,-96856.1171875,583,61.23,61.23,583
630.9902,2052.9849,2920000,-97077.671875,584,61.23,61.23,584
615.2915,1189.0591,2925000,-98041.0078125,585,61.22,61.22,585
650.6645,2143.6688,2930000,-98484.8125,586,61.23,61.23,586
599.5594,1596.5983,2935000,-96211.671875,587,61.23,61.23,587
595.7133,993.0622,2940000,-97230.078125,588,61.22,61.22,588
610.1048,748.2552,2945000,-97060.546875,589,61.22,61.22,589
613.2385,1000.2767,2950000,-96617.9296875,590,61.23,61.23,590
591.9996,442.6874,2955000,-94614.640625,591,61.23,61.23,591
594.7634,348.6924,2960000,-95083.03125,592,56.39,57.29,592
622.124,1151.1066,2965000,-97376.4921875,593,61.23,61.23,593
623.5014,2265.4964,2970000,-97597.21875,594,61.23,61.23,594
598.2322,444.019,2975000,-96541.0234375,595,61.23,61.23,595
604.7165,1277.7194,2980000,-97691.1953125,596,61.23,61.23,596
588.8432,329.4794,2985000,-94419.515625,597,61.23,61.23,597
605.4098,1636.2572,2990000,-98090.71875,598,61.22,61.23,598
591.4613,434.6726,2995000,-95072.921875,599,61.23,61.23,599
