Running Update Time,Running Reverse KL,Running Forward KL,Itration,Real Det Return,Running Env Steps,Reward Loss,Real Sto Return
393,15.647,156.6801,393,2349.38,1965000,-60571.9921875,1989.74
394,15.5079,156.712,394,2348.46,1970000,-60622.79296875,1982.58
395,15.1562,156.6485,395,2352.06,1975000,-60744.07421875,1993.18
396,15.3783,156.603,396,2342.66,1980000,-60777.0703125,1962.53
397,15.3601,156.7105,397,2352.12,1985000,-60937.75390625,1996.33
398,15.414,156.6405,398,2368.95,1990000,-61081.03125,2005.85
399,15.4465,156.688,399,2348.2,1995000,-61058.47265625,2002.0
400,15.4598,156.5648,400,2340.69,2000000,-61201.41015625,1995.96
401,15.371,156.5718,401,2349.98,2005000,-61167.3515625,2007.21
402,15.3366,156.5695,402,2326.29,2010000,-61276.56640625,2000.4
403,15.4052,156.6593,403,2353.89,2015000,-61422.984375,2004.77
404,15.4125,156.6921,404,2278.6,2020000,-61619.0234375,1994.03
405,15.5338,156.6287,405,2365.57,2025000,-61822.4296875,2009.51
406,15.3513,156.8119,406,2367.05,2030000,-61905.92578125,2017.03
407,15.2966,156.7086,407,2364.23,2035000,-61796.84375,2017.44
408,15.4502,156.798,408,2370.95,2040000,-61944.40234375,2016.98
409,15.4029,156.7796,409,2331.7,2045000,-61944.8203125,1978.83
410,15.4154,156.684,410,2349.58,2050000,-62089.41015625,1990.33
411,15.377,156.6786,411,2359.27,2055000,-62405.1796875,2005.0
412,15.2422,156.6806,412,2363.56,2060000,-62250.77734375,1991.24
413,15.2541,156.8287,413,2363.8,2065000,-62685.5390625,1985.51
414,15.2495,156.8305,414,2344.43,2070000,-62354.14453125,1992.11
415,15.3134,156.6114,415,2369.25,2075000,-62699.82421875,2006.85
416,15.2367,156.6703,416,2350.2,2080000,-62705.73046875,1980.97
417,15.2623,156.6747,417,2373.75,2085000,-62888.05078125,1990.6
418,15.4246,156.6214,418,2371.98,2090000,-63181.95703125,2014.94
419,15.082,156.7424,419,2344.05,2095000,-62813.7421875,1971.93
420,15.2474,156.712,420,2353.95,2100000,-63075.2265625,1997.7
421,15.3601,156.5727,421,2354.96,2105000,-63136.6015625,1997.71
422,15.1141,156.625,422,2364.53,2110000,-63146.6640625,1996.19
423,15.1907,156.5853,423,2348.4,2115000,-63231.3203125,1980.29
424,15.0724,156.7385,424,2342.12,2120000,-63356.1796875,1981.61
425,15.2677,156.7236,425,2331.53,2125000,-63386.9453125,1994.9
426,15.1457,156.4754,426,2351.04,2130000,-63515.921875,1971.51
427,15.1617,156.6807,427,2358.51,2135000,-63650.30859375,1989.15
428,15.0435,156.6523,428,2350.82,2140000,-63696.27734375,1971.67
429,15.178,156.7173,429,2354.69,2145000,-63797.87109375,1994.49
430,15.0938,156.6363,430,2359.25,2150000,-63901.36328125,1964.01
431,15.1169,156.6005,431,2346.54,2155000,-64022.234375,1987.16
432,15.0603,156.7682,432,2338.59,2160000,-64076.66796875,1973.6
433,15.0188,156.5774,433,2331.53,2165000,-64011.8046875,1974.67
434,15.023,156.6289,434,2350.11,2170000,-64280.9296875,1982.06
435,14.8766,156.7113,435,2343.33,2175000,-64267.0390625,1970.49
436,15.155,156.7155,436,2362.98,2180000,-64533.38671875,1991.74
437,15.0391,156.7788,437,2350.33,2185000,-64727.49609375,1957.23
438,14.9889,156.6698,438,2345.37,2190000,-64741.7421875,1998.73
439,15.1249,156.7065,439,2324.45,2195000,-64536.87890625,1982.35
440,15.1941,156.714,440,2337.81,2200000,-64809.62890625,1992.85
441,14.9073,156.7546,441,2356.6,2205000,-65381.8359375,1982.77
442,15.3052,156.5788,442,2353.4,2210000,-65158.8125,1966.25
443,15.1256,156.623,443,2363.36,2215000,-65373.82421875,1985.63
444,15.1526,156.6432,444,2343.85,2220000,-65400.33203125,1971.25
445,15.0291,156.7487,445,2328.65,2225000,-65239.5234375,1960.4
446,14.9171,156.5315,446,2343.36,2230000,-65594.9921875,1979.27
447,14.9746,156.4909,447,2347.95,2235000,-65724.2265625,1987.88
448,15.1369,156.6504,448,2362.86,2240000,-65809.46875,1993.62
449,15.0512,156.5532,449,2357.08,2245000,-65861.28125,1961.26
450,14.9548,156.707,450,2359.99,2250000,-65897.0234375,1990.82
451,14.907,156.5485,451,2343.56,2255000,-66064.0625,1975.16
452,15.2047,156.6564,452,2348.42,2260000,-66264.1328125,1993.44
453,15.2697,156.589,453,2359.11,2265000,-66517.6171875,1987.66
454,15.0293,156.6092,454,2360.93,2270000,-66551.4375,1970.06
455,15.0593,156.6829,455,2355.81,2275000,-66646.5234375,2000.5
456,14.9977,156.6687,456,2351.54,2280000,-66656.3203125,1984.41
457,15.1161,156.5113,457,2359.87,2285000,-66939.0234375,1987.39
458,14.9865,156.5879,458,2337.53,2290000,-67096.4453125,1982.27
459,14.9317,156.5813,459,2351.76,2295000,-67026.1796875,1966.96
460,15.0519,156.6302,460,2360.16,2300000,-67062.53125,1971.77
461,14.8479,156.4934,461,2362.93,2305000,-67356.8828125,1987.55
462,14.9943,156.5736,462,2353.38,2310000,-67403.71875,1973.38
463,15.1437,156.6904,463,2335.38,2315000,-67616.7421875,1946.78
464,15.0728,156.4909,464,2365.34,2320000,-67669.4921875,1982.9
465,15.0583,156.4083,465,2339.23,2325000,-67898.4765625,1982.88
466,14.9505,156.6647,466,2354.46,2330000,-67686.71875,1967.15
467,15.0155,156.6945,467,2351.29,2335000,-68009.484375,1965.96
468,14.8942,156.5266,468,2361.52,2340000,-67956.3046875,1986.4
469,14.9053,156.573,469,2364.21,2345000,-68192.28125,1965.59
470,15.0343,156.6604,470,2361.14,2350000,-68180.6640625,1966.62
471,15.1261,156.5066,471,2356.89,2355000,-68334.7578125,1986.15
472,15.0758,156.6187,472,2361.73,2360000,-68484.9609375,1973.49
473,14.8997,156.5975,473,2348.35,2365000,-68559.6640625,1967.01
474,14.8389,156.5776,474,2371.6,2370000,-68613.84375,1978.7
475,15.118,156.654,475,2368.2,2375000,-68825.7421875,1992.24
476,15.0525,156.5329,476,2340.7,2380000,-68827.9140625,1955.17
477,15.0402,156.6665,477,2368.51,2385000,-68804.0234375,1973.24
478,14.9882,156.5635,478,2354.11,2390000,-69156.2265625,1991.52
479,15.1093,156.5305,479,2342.72,2395000,-69380.4453125,1994.19
480,15.0187,156.6665,480,2355.24,2400000,-68948.75,1999.87
481,15.1096,156.6642,481,2369.83,2405000,-69374.8515625,1981.59
482,15.0757,156.5517,482,2352.97,2410000,-69557.65625,1986.7
483,14.8759,156.6483,483,2352.61,2415000,-69496.3984375,1973.25
484,14.8689,156.5738,484,2349.58,2420000,-69720.9375,1981.74
485,14.9247,156.521,485,2347.69,2425000,-70056.0078125,1994.26
486,15.1138,156.6468,486,2361.63,2430000,-70109.0546875,1980.1
487,15.006,156.6842,487,2352.13,2435000,-69952.875,1991.01
488,14.9294,156.5194,488,2344.96,2440000,-70153.4140625,1986.96
489,15.0265,156.64,489,2363.2,2445000,-70493.5546875,1991.57
490,14.8274,156.503,490,2340.13,2450000,-70094.078125,1974.89
491,14.8814,156.6078,491,2311.86,2455000,-70319.7890625,1974.11
492,15.0803,156.731,492,2335.95,2460000,-70607.6015625,1975.9
493,14.9219,156.5645,493,2344.01,2465000,-70687.2578125,1972.63
494,15.1209,156.6418,494,2347.55,2470000,-70685.8984375,1994.88
495,14.9777,156.5709,495,2359.7,2475000,-70829.5078125,1996.27
496,14.9746,156.7144,496,2350.81,2480000,-70967.2421875,1975.88
497,14.912,156.6349,497,2362.43,2485000,-71054.28125,1992.59
498,14.9759,156.5969,498,2361.45,2490000,-71156.8828125,1998.06
499,14.9532,156.5342,499,2348.31,2495000,-71277.09375,1981.55
500,14.9404,156.6204,500,2330.32,2500000,-71515.8828125,1978.8
501,15.163,156.6322,501,2360.46,2505000,-71293.796875,1981.68
502,15.1171,156.6404,502,2358.97,2510000,-71510.390625,2012.95
503,14.9568,156.5657,503,2356.71,2515000,-71594.0703125,1999.63
504,15.1727,156.7983,504,2364.63,2520000,-71701.5390625,2001.05
505,14.9378,156.6752,505,2348.43,2525000,-71828.2734375,1997.17
506,15.051,156.5101,506,2355.98,2530000,-71952.0546875,1993.78
507,14.9598,156.588,507,2351.66,2535000,-71862.25,1990.24
508,15.0679,156.6977,508,2359.49,2540000,-72052.5390625,1997.05
509,15.1611,156.6419,509,2361.15,2545000,-72218.0703125,2016.94
510,14.9472,156.5993,510,2350.31,2550000,-72322.4921875,2005.83
511,15.1113,156.6188,511,2357.96,2555000,-72454.2421875,1986.29
512,14.9717,156.7842,512,2351.72,2560000,-72510.328125,1965.83
513,15.0155,156.6228,513,2366.96,2565000,-72728.875,2000.76
514,15.1877,156.6094,514,2360.18,2570000,-72913.4375,1996.48
515,15.051,156.7,515,2381.47,2575000,-73013.9140625,1989.27
516,15.0805,156.7042,516,2390.8,2580000,-73108.609375,2011.29
517,15.1214,156.6266,517,2374.44,2585000,-73224.234375,2016.0
518,15.065,156.6966,518,2370.93,2590000,-73249.9296875,2009.79
519,15.162,156.6544,519,2375.31,2595000,-73571.1484375,1998.42
520,15.1003,156.5927,520,2376.34,2600000,-73262.9609375,1985.31
521,15.1605,156.7204,521,2381.53,2605000,-73429.96875,2016.97
522,15.0853,156.6396,522,2369.12,2610000,-73759.4140625,1998.9
523,15.0366,156.6281,523,2360.4,2615000,-73686.2109375,1983.86
524,15.1074,156.6065,524,2381.13,2620000,-73667.1328125,2007.32
525,15.1075,156.5627,525,2368.94,2625000,-73931.8515625,2008.23
526,15.1895,156.625,526,2370.04,2630000,-73793.2578125,2001.8
527,15.1315,156.7575,527,2371.98,2635000,-74041.9765625,1997.27
528,15.0446,156.5972,528,2353.71,2640000,-74085.171875,1995.11
529,15.0825,156.5913,529,2360.29,2645000,-74398.5546875,1999.62
530,15.1449,156.5224,530,2369.31,2650000,-74405.6484375,2016.04
531,15.0976,156.5153,531,2368.8,2655000,-74470.3828125,2010.9
532,15.08,156.5661,532,2362.36,2660000,-74471.5546875,2001.32
533,15.1772,156.6659,533,2367.9,2665000,-74724.484375,2005.91
534,15.0719,156.4103,534,2362.53,2670000,-74635.75,1998.99
535,15.1217,156.7363,535,2362.67,2675000,-74876.9375,1993.83
536,15.1076,156.577,536,2370.89,2680000,-74990.859375,2008.47
537,15.0944,156.6064,537,2361.03,2685000,-74697.703125,2000.61
538,15.2234,156.7081,538,2363.48,2690000,-75057.265625,2000.34
539,15.0416,156.784,539,2363.32,2695000,-74858.34375,1976.39
540,14.9772,156.7006,540,2379.24,2700000,-75242.4453125,2002.1
541,15.1068,156.5014,541,2353.38,2705000,-75475.9375,2000.73
542,15.0022,156.5801,542,2382.27,2710000,-75331.921875,2008.32
543,15.1982,156.5417,543,2367.77,2715000,-75892.5625,2007.85
544,15.1173,156.58,544,2344.27,2720000,-75740.875,1975.86
545,15.1287,156.5831,545,2371.57,2725000,-75751.4921875,1990.6
546,15.1297,156.5795,546,2376.42,2730000,-76001.1328125,2015.08
547,15.1055,156.5544,547,2363.46,2735000,-75774.8203125,1998.04
548,15.0171,156.529,548,2356.0,2740000,-75658.9609375,1989.11
549,14.9137,156.7344,549,2378.71,2745000,-76200.359375,2005.13
550,15.0962,156.6117,550,2349.95,2750000,-76152.453125,1987.07
551,14.9565,156.6384,551,2368.23,2755000,-76224.375,2006.2
552,15.0056,156.6388,552,2357.69,2760000,-76222.2421875,2001.24
553,15.0836,156.666,553,2365.47,2765000,-76374.6953125,1967.01
554,15.1053,156.7213,554,2359.77,2770000,-76578.1484375,2010.83
555,15.0495,156.6304,555,2350.62,2775000,-76470.46875,1983.37
556,15.0212,156.6473,556,2333.43,2780000,-76450.9140625,1963.16
557,15.1132,156.6142,557,2339.25,2785000,-76485.578125,1970.31
558,15.3152,156.5819,558,2382.04,2790000,-76721.046875,2005.99
559,15.0116,156.5765,559,2347.53,2795000,-76912.1953125,1976.75
560,15.0073,156.6351,560,2362.07,2800000,-76750.4296875,1991.88
561,15.0467,156.7124,561,2346.93,2805000,-76822.71875,1975.83
562,15.1466,156.6081,562,2342.59,2810000,-76754.6875,1984.8
563,15.1454,156.7202,563,2357.13,2815000,-76891.9921875,1990.75
564,15.1522,156.7958,564,2350.23,2820000,-76950.765625,1997.71
565,15.1397,156.703,565,2375.07,2825000,-76870.0078125,2008.21
566,15.2367,156.5836,566,2364.36,2830000,-77350.5390625,2001.94
567,15.2124,156.7227,567,2349.8,2835000,-77427.3671875,1990.44
568,15.0553,156.5072,568,2363.36,2840000,-77393.1171875,2010.94
569,15.0207,156.7429,569,2359.18,2845000,-77574.9921875,2003.86
570,15.168,156.659,570,2357.39,2850000,-77774.2578125,1966.38
571,15.1062,156.617,571,2356.61,2855000,-77902.421875,1991.51
572,15.125,156.7536,572,2340.28,2860000,-77771.5625,1979.59
573,15.1275,156.6555,573,2359.74,2865000,-77905.0859375,2002.59
574,15.137,156.7818,574,2354.02,2870000,-77685.109375,2002.27
575,15.125,156.6559,575,2351.76,2875000,-77939.96875,1982.65
576,15.0563,156.6619,576,2372.34,2880000,-78057.8125,2003.31
577,15.2181,156.6868,577,2362.32,2885000,-78180.4765625,2002.96
578,15.1529,156.6569,578,2377.33,2890000,-78482.515625,2007.89
579,15.1264,156.6548,579,2356.75,2895000,-78533.8828125,1996.36
580,15.1831,156.5324,580,2342.41,2900000,-78547.2578125,1965.36
581,14.9184,156.5165,581,2355.72,2905000,-78478.5859375,2001.96
582,15.0716,156.8422,582,2329.93,2910000,-78471.3671875,1978.75
583,15.1354,156.7907,583,2332.75,2915000,-78901.875,1971.77
584,15.0135,156.6599,584,2339.29,2920000,-78783.1875,1990.0
585,15.0086,156.739,585,2356.16,2925000,-78721.765625,1995.15
586,15.1099,156.6036,586,2359.97,2930000,-78892.921875,1973.57
587,15.1231,156.7686,587,2347.17,2935000,-78884.984375,1995.87
588,14.899,156.8029,588,2335.12,2940000,-79080.734375,1971.82
589,14.9613,156.6859,589,2368.54,2945000,-79007.5625,1989.46
590,15.0644,156.7005,590,2383.77,2950000,-79467.3125,2012.07
591,15.0914,156.5291,591,2365.13,2955000,-79171.8046875,2000.39
592,14.9927,156.5596,592,2366.99,2960000,-79547.234375,1997.15
593,15.0502,156.5393,593,2369.2,2965000,-79433.15625,1983.11
594,15.0075,156.5267,594,2366.88,2970000,-79782.578125,2000.01
595,15.0759,156.6563,595,2376.6,2975000,-79672.296875,2013.71
596,15.0571,156.6872,596,2392.72,2980000,-79972.4765625,2005.63
597,15.1098,156.5543,597,2376.47,2985000,-79982.140625,2004.28
598,15.0882,156.5881,598,2385.5,2990000,-79977.8828125,2011.6
599,15.176,156.6324,599,2376.46,2995000,-80277.390625,2009.17
