Running Update Time,Real Det Return,Running Env Steps,Real Sto Return,Itration,Running Reverse KL,Running Forward KL,Reward Loss
384,4540.03,1920000,4608.51,384,22.3997,43.8755,-5434.87646484375
385,4558.77,1925000,4571.76,385,22.9916,44.4381,-5530.94140625
386,4398.2,1930000,4518.59,386,22.4994,43.9902,-5463.3955078125
387,4572.09,1935000,4608.35,387,22.5394,44.3216,-5534.49609375
388,4721.32,1940000,4010.76,388,23.6908,44.0493,-5319.791015625
389,4442.85,1945000,4539.6,389,21.9282,43.5568,-5579.8359375
390,4369.55,1950000,4245.48,390,20.8133,43.5802,-5650.13818359375
391,3864.72,1955000,4379.53,391,21.4387,44.1919,-5617.9697265625
392,3953.16,1960000,4517.81,392,22.9399,44.141,-5590.82666015625
393,4365.45,1965000,4427.38,393,24.2172,43.8109,-5650.2587890625
394,4405.06,1970000,4452.37,394,21.8126,44.1765,-5679.154296875
395,4123.03,1975000,4057.59,395,22.1354,43.8692,-5754.5458984375
396,4654.67,1980000,4586.59,396,23.4484,44.2155,-5607.57177734375
397,4503.35,1985000,4328.46,397,23.2645,43.822,-5677.03271484375
398,4425.43,1990000,4285.63,398,22.1228,43.4752,-5644.49658203125
399,3611.09,1995000,3987.27,399,21.6052,43.6475,-5850.62939453125
400,4510.38,2000000,4204.25,400,22.3757,43.9307,-5871.48291015625
401,4475.13,2005000,4548.92,401,22.3208,44.159,-5994.86767578125
402,4403.71,2010000,4134.6,402,21.1567,43.6416,-5876.47412109375
403,4648.28,2015000,4569.52,403,22.0321,43.8149,-5874.373046875
404,4557.43,2020000,4437.98,404,22.1569,43.994,-5861.42822265625
405,4554.21,2025000,4510.28,405,22.6439,43.8189,-5987.3955078125
406,4621.23,2030000,4690.94,406,23.5704,43.4918,-5814.8330078125
407,4639.35,2035000,4583.3,407,24.9479,44.3223,-5953.03466796875
408,4608.07,2040000,4736.72,408,22.0155,43.6273,-5862.71044921875
409,4466.64,2045000,4063.61,409,23.4712,43.6797,-5779.5361328125
410,4008.72,2050000,4680.64,410,22.2354,43.6206,-5784.3291015625
411,4390.89,2055000,4439.79,411,22.2212,43.8994,-5976.64453125
412,4455.99,2060000,4495.77,412,21.9122,43.8532,-6014.10986328125
413,4518.3,2065000,3428.8,413,19.3883,43.8283,-5840.51708984375
414,4681.51,2070000,3908.85,414,21.6527,44.0439,-5951.359375
415,4249.24,2075000,4505.11,415,22.0712,43.958,-6110.041015625
416,4433.89,2080000,4047.06,416,21.7015,44.1687,-6030.25
417,4612.86,2085000,3998.22,417,21.6115,43.7491,-6061.80908203125
418,3573.63,2090000,4105.72,418,21.1629,44.0397,-6005.6298828125
419,4525.9,2095000,4223.73,419,22.6391,43.8896,-6321.2353515625
420,4079.2,2100000,4534.26,420,23.2216,44.2238,-6120.8505859375
421,4109.52,2105000,4295.33,421,22.3553,43.9024,-6244.31884765625
422,4185.93,2110000,4364.51,422,21.9882,44.3301,-6196.7919921875
423,4347.74,2115000,4172.58,423,23.3006,43.5486,-6129.171875
424,4635.95,2120000,4540.55,424,22.4875,44.1778,-6231.9755859375
425,4742.64,2125000,4719.36,425,22.023,43.5958,-6266.7724609375
426,3802.38,2130000,4403.14,426,21.4874,44.1177,-6295.48193359375
427,4457.85,2135000,4505.82,427,21.965,43.9024,-6448.646484375
428,4452.83,2140000,4526.29,428,21.9664,44.1755,-6474.953125
429,4520.27,2145000,4410.53,429,22.1769,44.1729,-6506.255859375
430,4356.6,2150000,4416.27,430,22.5856,44.0967,-6617.556640625
431,4543.76,2155000,3897.54,431,22.6396,44.3087,-6484.47021484375
432,4607.18,2160000,4201.24,432,22.9547,44.242,-6635.48486328125
433,4571.32,2165000,4600.11,433,21.6893,43.6761,-6513.9033203125
434,4402.2,2170000,4471.29,434,22.738,44.344,-6563.93408203125
435,4537.77,2175000,4607.91,435,22.3696,44.0874,-6602.4072265625
436,4480.31,2180000,4545.64,436,22.1377,44.6003,-6707.40234375
437,4513.13,2185000,4614.11,437,21.8359,43.9008,-6555.06982421875
438,4497.74,2190000,4585.82,438,22.9957,44.1624,-6711.2666015625
439,4667.19,2195000,4452.03,439,25.784,44.4117,-6677.48046875
440,4414.17,2200000,4535.64,440,22.8483,44.2115,-6683.41845703125
441,4621.71,2205000,4469.38,441,23.2436,44.1456,-6656.14697265625
442,4632.97,2210000,4648.31,442,23.4877,44.4563,-6776.0166015625
443,4583.2,2215000,4649.8,443,23.045,44.2741,-6769.63427734375
444,4538.61,2220000,4603.57,444,23.0373,44.2179,-6680.6435546875
445,4680.24,2225000,4308.82,445,23.1228,44.0115,-6674.3310546875
446,4585.97,2230000,4625.28,446,23.8594,44.4825,-6825.119140625
447,4589.38,2235000,4634.0,447,23.5098,44.4565,-6818.962890625
448,4509.84,2240000,4503.38,448,23.8296,44.5684,-6976.85498046875
449,4652.75,2245000,4702.37,449,24.0439,44.3055,-7048.80224609375
450,4692.96,2250000,4682.07,450,23.8836,44.7058,-7032.04931640625
451,4612.72,2255000,4287.54,451,24.4603,44.7785,-7167.24853515625
452,4114.52,2260000,4064.42,452,23.1584,44.1464,-7093.60888671875
453,4579.29,2265000,4368.18,453,23.2942,44.2427,-7131.8662109375
454,4585.24,2270000,4372.49,454,24.5557,44.5104,-7170.21484375
455,4569.07,2275000,4372.53,455,24.4737,44.0598,-7049.42822265625
456,4638.92,2280000,4672.47,456,23.9674,44.1448,-7192.3017578125
457,4375.28,2285000,4337.79,457,22.4545,44.5891,-7293.72607421875
458,4505.33,2290000,4550.61,458,23.5453,44.4633,-7302.41357421875
459,4655.49,2295000,4605.59,459,24.2675,44.2405,-7237.41650390625
460,4635.26,2300000,4131.1,460,26.9647,44.5892,-7072.73291015625
461,4491.88,2305000,4487.48,461,24.0239,44.6197,-7390.140625
462,4539.09,2310000,4219.43,462,24.4423,44.6709,-7320.72216796875
463,4629.92,2315000,4335.78,463,24.4852,44.6995,-7329.87939453125
464,4688.55,2320000,4452.85,464,24.3627,44.8024,-7476.05859375
465,4659.19,2325000,4409.7,465,23.8084,44.3855,-7295.85693359375
466,4169.75,2330000,3484.05,466,26.986,44.7839,-7304.7333984375
467,4752.57,2335000,4613.91,467,30.2527,44.8402,-7236.841796875
468,3980.61,2340000,3578.68,468,33.8315,45.3388,-7372.599609375
469,4693.51,2345000,4247.95,469,28.8028,44.8353,-7405.19287109375
470,4676.86,2350000,4315.47,470,23.2931,44.5611,-7470.6796875
471,4687.75,2355000,4402.39,471,24.1373,44.5462,-7499.34326171875
472,4607.71,2360000,4499.59,472,23.5434,44.7656,-7666.04150390625
473,4502.05,2365000,3846.58,473,22.5015,44.536,-7670.17529296875
474,4637.75,2370000,4642.96,474,23.2596,44.7309,-7719.5751953125
475,4629.6,2375000,4286.1,475,24.3697,45.0027,-7742.3974609375
476,4736.67,2380000,4687.44,476,24.7295,44.4833,-7721.3505859375
477,4568.86,2385000,3891.65,477,23.4483,44.5718,-7734.005859375
478,4683.07,2390000,4348.51,478,23.9183,44.4968,-7756.26416015625
479,4690.28,2395000,4255.79,479,23.5707,44.6456,-7758.64892578125
480,4565.25,2400000,3443.41,480,27.1318,44.516,-7635.04248046875
481,4670.91,2405000,4603.73,481,23.2614,44.237,-7878.123046875
482,4667.59,2410000,4596.78,482,23.5519,44.5552,-7898.64892578125
483,4625.18,2415000,4566.23,483,23.0909,44.7026,-7774.04443359375
484,4738.7,2420000,4573.02,484,23.3562,44.4747,-7940.681640625
485,4664.95,2425000,4498.06,485,21.2355,43.984,-7866.0751953125
486,4742.71,2430000,4664.36,486,23.0494,44.2071,-7857.9404296875
487,4693.81,2435000,4539.06,487,23.4189,44.6768,-7970.943359375
488,4710.73,2440000,4340.38,488,22.5367,44.2225,-7823.8193359375
489,4739.39,2445000,4344.18,489,23.1632,44.3199,-8163.02001953125
490,4650.75,2450000,4507.35,490,22.0829,43.8173,-7935.62744140625
491,4380.93,2455000,4597.58,491,21.5912,44.1312,-7986.08984375
492,4801.94,2460000,4366.9,492,26.5969,43.9416,-7834.32177734375
493,4464.73,2465000,4530.68,493,21.603,44.1886,-7964.78662109375
494,4747.47,2470000,4683.49,494,23.4147,44.3395,-7996.46533203125
495,4353.24,2475000,4375.19,495,23.8147,44.2775,-7894.26318359375
496,4609.18,2480000,4511.19,496,23.0982,44.4689,-8083.2421875
497,4421.89,2485000,4595.68,497,21.9049,44.2016,-8099.47216796875
498,4305.47,2490000,4096.13,498,23.088,43.4616,-7944.59765625
499,4628.17,2495000,4456.05,499,24.3986,44.1106,-8059.91552734375
500,4659.61,2500000,4652.44,500,23.4851,44.681,-8260.724609375
501,4550.6,2505000,4133.0,501,25.7166,43.8255,-7842.92578125
502,4525.25,2510000,4593.69,502,23.795,44.3936,-8202.6396484375
503,4384.63,2515000,4230.03,503,23.2456,44.3438,-8084.28955078125
504,4738.54,2520000,4652.3,504,23.2663,44.3176,-8243.599609375
505,4565.74,2525000,4537.01,505,25.4168,44.433,-8331.5322265625
506,4610.48,2530000,4290.65,506,21.9157,43.8106,-8175.4169921875
507,4546.69,2535000,4381.18,507,26.4776,44.3501,-8269.6689453125
508,4103.82,2540000,4067.57,508,20.3985,43.775,-8118.72314453125
509,3747.39,2545000,4131.44,509,23.6573,44.0375,-8149.97314453125
510,4480.37,2550000,4703.5,510,22.6862,44.1564,-8471.7041015625
511,4597.12,2555000,4642.78,511,21.5227,43.908,-8269.5654296875
512,4735.31,2560000,4436.96,512,22.6905,44.3228,-8496.6279296875
513,4617.48,2565000,4496.42,513,21.0493,43.8321,-8352.5693359375
514,4113.17,2570000,4637.57,514,22.2554,44.1344,-8534.119140625
515,2621.02,2575000,4274.91,515,22.4923,43.6456,-8186.1982421875
516,4434.64,2580000,4305.58,516,20.7981,43.7644,-8344.8046875
517,3953.91,2585000,4486.11,517,22.4197,44.1055,-8352.1875
518,4190.71,2590000,4361.0,518,22.9504,44.1432,-8516.7626953125
519,3292.56,2595000,4504.94,519,21.3318,44.141,-8442.3330078125
520,3383.41,2600000,4515.48,520,22.7537,44.4229,-8701.5712890625
521,4478.06,2605000,4428.73,521,22.6409,44.3255,-8740.1923828125
522,4031.27,2610000,4569.69,522,23.2115,44.3731,-8793.3994140625
523,4526.2,2615000,4558.79,523,23.3442,44.5453,-8766.6318359375
524,4474.99,2620000,4550.28,524,21.7626,43.9515,-8661.1845703125
525,4682.5,2625000,4738.79,525,23.8859,44.3598,-8850.27734375
526,4740.31,2630000,4687.47,526,22.772,43.9513,-8853.861328125
527,4715.44,2635000,4487.0,527,21.8153,43.757,-8741.9033203125
528,4740.4,2640000,4537.98,528,21.9605,44.1132,-8797.22265625
529,4308.16,2645000,4517.45,529,21.6596,43.5091,-8568.310546875
530,4637.03,2650000,4560.63,530,21.4938,43.8196,-8672.390625
531,4725.18,2655000,4440.95,531,22.1787,43.6578,-8751.845703125
532,4860.37,2660000,4500.16,532,22.3768,43.7809,-8511.7236328125
533,4621.09,2665000,4268.69,533,26.2327,43.9332,-8383.7734375
534,4740.85,2670000,4282.13,534,21.0963,43.4671,-8673.8720703125
535,4758.13,2675000,3971.76,535,20.6095,43.7638,-8603.298828125
536,4758.56,2680000,4249.81,536,20.7895,43.7808,-8651.2939453125
537,4650.44,2685000,4455.08,537,22.3071,43.6842,-8883.359375
538,4794.87,2690000,4745.79,538,21.9068,43.8233,-8886.4892578125
539,4781.15,2695000,4765.13,539,22.3124,43.8185,-8889.1298828125
540,4770.24,2700000,4658.64,540,25.1773,44.146,-8547.5791015625
541,4789.52,2705000,4752.31,541,23.1954,44.1915,-8656.630859375
542,4757.03,2710000,4751.85,542,22.7725,44.1558,-8887.4912109375
543,4734.0,2715000,4767.44,543,22.5819,44.0396,-8943.8291015625
544,4589.84,2720000,4717.15,544,22.0199,42.9788,-8718.7197265625
545,4671.54,2725000,4669.22,545,22.1425,43.5281,-8745.29296875
546,4635.04,2730000,4486.69,546,23.2732,43.9324,-8880.2041015625
547,4593.89,2735000,4577.83,547,23.1592,44.0274,-8664.2294921875
548,4757.5,2740000,4683.87,548,24.5434,43.3201,-8732.9208984375
549,4695.32,2745000,4724.57,549,22.7752,44.1971,-8993.318359375
550,4699.11,2750000,4523.55,550,25.4319,43.7756,-8975.267578125
551,4817.03,2755000,2948.23,551,31.91,44.3955,-9075.140625
552,4818.95,2760000,4592.3,552,23.0504,44.4902,-9348.8076171875
553,4624.77,2765000,4496.96,553,21.7585,43.5644,-8835.6259765625
554,4717.51,2770000,3703.77,554,27.0225,43.9752,-8983.8427734375
555,4704.53,2775000,4090.99,555,22.6265,43.7025,-8919.8203125
556,4753.38,2780000,4694.19,556,32.4933,44.7693,-8859.484375
557,4415.43,2785000,4360.21,557,21.8524,43.63,-8624.0146484375
558,4640.81,2790000,3533.26,558,23.9745,43.84,-9150.5400390625
559,4630.28,2795000,3639.74,559,28.8625,44.6513,-8746.736328125
560,4379.81,2800000,3804.96,560,34.8036,43.8927,-8636.1962890625
561,4759.85,2805000,4444.68,561,26.6594,43.9342,-9140.333984375
562,4768.64,2810000,4720.53,562,22.9892,44.2116,-9262.26953125
563,4777.25,2815000,4712.95,563,23.4576,44.3562,-9250.486328125
564,4690.66,2820000,4689.39,564,27.0165,44.5867,-9167.5087890625
565,4705.57,2825000,4704.01,565,30.8387,44.6989,-9024.6103515625
566,4815.15,2830000,4395.22,566,23.972,44.7503,-9414.0087890625
567,4803.45,2835000,4611.03,567,23.6398,44.3232,-9570.970703125
568,4738.18,2840000,4700.11,568,23.5999,44.3699,-9397.2939453125
569,4768.19,2845000,4768.46,569,22.7699,44.345,-9504.9755859375
570,4667.26,2850000,4674.69,570,23.6139,44.1911,-9308.927734375
571,4730.46,2855000,4711.31,571,23.1044,43.7881,-9276.115234375
572,4754.55,2860000,4738.82,572,22.9053,43.7576,-9445.6591796875
573,4693.57,2865000,4735.59,573,22.8992,44.1673,-9428.5009765625
574,4765.62,2870000,4730.74,574,24.5052,44.099,-9152.7060546875
575,4730.0,2875000,4769.96,575,22.8079,44.307,-9316.0341796875
576,4774.83,2880000,4693.23,576,23.477,44.1818,-9485.71484375
577,4819.53,2885000,4578.7,577,24.6127,44.1124,-9176.2861328125
578,4810.16,2890000,4784.4,578,22.3902,44.2046,-9425.796875
579,4696.64,2895000,4633.04,579,24.1596,44.4798,-9614.921875
580,4705.96,2900000,4581.17,580,23.2618,44.2724,-9460.9072265625
581,4862.55,2905000,4775.86,581,21.2917,43.5185,-9117.712890625
582,4808.13,2910000,4029.81,582,33.069,44.3523,-9290.5205078125
583,4874.58,2915000,4829.16,583,24.0293,44.4454,-9381.3759765625
584,4781.62,2920000,4776.16,584,22.9854,43.9652,-9439.3818359375
585,4910.6,2925000,4766.26,585,23.8252,44.5926,-9478.0380859375
586,4833.86,2930000,4809.7,586,23.2932,44.2909,-9675.6533203125
587,4821.81,2935000,4795.74,587,28.4288,44.6799,-9566.8056640625
588,4855.21,2940000,4194.03,588,22.3545,44.0003,-9768.6357421875
589,4828.56,2945000,4601.21,589,29.1606,44.2394,-9595.326171875
590,4875.25,2950000,4808.49,590,22.9505,44.269,-9694.9501953125
591,4907.69,2955000,4820.55,591,25.3879,44.3697,-9643.736328125
592,4841.56,2960000,4637.83,592,22.6511,44.1043,-9650.9765625
593,4838.35,2965000,4751.83,593,23.0168,44.1777,-9477.6591796875
594,4919.76,2970000,4695.15,594,21.9117,43.5408,-9581.0166015625
595,4764.25,2975000,4721.13,595,24.0288,44.5207,-9720.7548828125
596,4237.21,2980000,3245.41,596,23.9718,44.5499,-9618.259765625
597,4795.96,2985000,4755.55,597,23.8033,44.4772,-9597.2275390625
598,4888.87,2990000,4634.24,598,23.44,44.3661,-9825.28125
599,4816.3,2995000,4750.57,599,23.859,44.4071,-9557.529296875
600,4843.28,3000000,4809.42,600,23.6257,44.6097,-9705.5966796875
601,4833.06,3005000,4810.37,601,25.2126,45.0565,-9802.568359375
602,4683.58,3010000,4308.04,602,25.8778,44.8988,-9637.0537109375
603,4801.77,3015000,4624.75,603,23.9988,44.6356,-9652.2294921875
604,4821.85,3020000,4780.29,604,24.0873,44.5673,-9861.037109375
605,4771.16,3025000,4744.88,605,24.4574,44.8117,-9819.349609375
606,4824.38,3030000,4247.95,606,24.9518,44.8527,-9642.5888671875
607,1926.28,3035000,297.48,607,36.4118,45.8397,-9190.9326171875
608,-13.13,3040000,-6.89,608,19.7294,53.1016,-7428.60595703125
609,4646.98,3045000,4439.99,609,25.7406,45.3007,-9693.7490234375
610,4828.1,3050000,4617.98,610,25.5441,45.1957,-9799.4833984375
611,4500.39,3055000,3590.6,611,42.929,45.2495,-9064.470703125
612,4737.98,3060000,4574.63,612,30.2059,44.7242,-9686.4453125
613,4389.34,3065000,4435.67,613,26.4768,44.9943,-9946.43359375
614,4578.47,3070000,4570.23,614,27.0453,45.0379,-9773.7939453125
615,4623.27,3075000,4353.93,615,29.5883,45.1615,-9666.3037109375
616,4747.35,3080000,4745.45,616,26.7281,45.0712,-10094.330078125
617,4737.65,3085000,4761.15,617,27.6259,45.0253,-10171.8125
618,4742.22,3090000,4433.33,618,27.7129,44.9124,-10062.0673828125
619,4651.66,3095000,4711.23,619,28.7563,44.9199,-10113.4208984375
620,4842.91,3100000,4458.91,620,28.0955,44.8694,-10057.015625
621,4813.2,3105000,4800.35,621,26.0726,44.6091,-10234.1025390625
622,4900.61,3110000,4852.34,622,26.2954,44.9082,-10145.17578125
623,4872.25,3115000,4838.71,623,26.0845,44.6618,-10261.26171875
624,4804.17,3120000,4769.19,624,25.2694,44.3398,-10197.49609375
625,4744.72,3125000,4809.13,625,25.7166,44.7514,-10376.6484375
626,4871.52,3130000,4861.14,626,27.3985,44.4808,-10101.2099609375
627,4805.25,3135000,4806.66,627,25.5051,44.677,-9921.642578125
628,4881.89,3140000,4833.39,628,25.0041,44.5928,-10182.5556640625
629,4743.83,3145000,4788.53,629,25.876,45.1785,-10098.048828125
630,4612.92,3150000,4709.74,630,28.3644,44.3965,-9967.6171875
631,4824.23,3155000,4665.96,631,24.1235,44.0931,-10083.900390625
632,4826.29,3160000,4862.41,632,24.8993,44.3854,-10133.609375
633,4845.09,3165000,4703.17,633,24.916,44.33,-10137.7509765625
634,4924.34,3170000,4845.66,634,26.302,44.0504,-10325.3720703125
635,4877.64,3175000,4726.44,635,24.976,44.1734,-10417.20703125
636,4893.46,3180000,4858.76,636,24.8676,44.0334,-10225.251953125
637,4672.98,3185000,4627.55,637,24.4485,43.9527,-10145.9697265625
638,4880.68,3190000,4572.08,638,24.2289,44.1798,-10211.337890625
639,4878.18,3195000,4023.73,639,29.8123,43.8844,-10098.2548828125
640,4857.99,3200000,4668.94,640,32.2246,44.0625,-9953.7451171875
641,4863.91,3205000,4172.75,641,32.6333,44.1555,-9967.3583984375
642,4877.97,3210000,4706.0,642,26.3388,43.9752,-10080.8974609375
643,4931.87,3215000,4455.81,643,30.4377,44.4014,-10090.484375
644,4891.09,3220000,4435.78,644,24.5823,44.1248,-10343.98046875
645,4901.18,3225000,4779.88,645,26.3425,43.6913,-10127.6962890625
646,4864.43,3230000,4374.39,646,25.5351,44.5071,-10513.375
647,4925.38,3235000,4673.54,647,24.574,44.5665,-10412.4033203125
648,4874.44,3240000,4764.92,648,24.8689,45.1751,-10590.662109375
649,4863.84,3245000,4694.81,649,24.3902,44.9219,-10744.2919921875
650,4847.47,3250000,4634.11,650,23.2879,44.7586,-10661.4912109375
651,4839.92,3255000,4734.77,651,24.2177,45.1186,-10717.546875
652,4786.86,3260000,4808.9,652,30.6255,44.9659,-10613.5361328125
653,4824.59,3265000,4502.39,653,24.8191,45.2398,-10711.822265625
654,4792.2,3270000,4486.29,654,31.0421,44.5819,-10300.712890625
655,4857.57,3275000,4820.25,655,24.023,44.7989,-10678.896484375
656,4014.35,3280000,4478.89,656,23.3648,44.5846,-10562.5380859375
657,4787.29,3285000,4468.09,657,24.7164,45.1362,-10611.3447265625
658,4861.71,3290000,4832.44,658,25.7908,45.263,-10556.5537109375
659,4869.95,3295000,4588.62,659,26.9988,44.6684,-10660.8984375
660,4445.33,3300000,4037.87,660,28.0578,44.6282,-10609.458984375
661,4744.18,3305000,4222.92,661,25.6819,44.9367,-10620.6259765625
662,4530.52,3310000,4605.65,662,24.4727,44.5955,-10642.3505859375
663,4651.05,3315000,4805.58,663,24.6334,45.2534,-10815.185546875
664,4142.06,3320000,4615.53,664,23.0998,44.7501,-10890.0322265625
665,4285.03,3325000,3910.02,665,23.9417,44.1468,-10715.4208984375
666,4765.74,3330000,4114.5,666,27.8938,44.7249,-10430.7177734375
667,4227.78,3335000,4566.75,667,25.2503,44.7964,-10981.4912109375
668,4847.18,3340000,4866.08,668,26.8294,44.9102,-10834.3955078125
669,4577.07,3345000,4823.75,669,25.2135,44.8875,-10947.9033203125
670,4585.3,3350000,4673.35,670,25.8144,44.907,-10745.6787109375
671,4909.34,3355000,4230.23,671,26.7919,44.7018,-10663.7001953125
672,4945.15,3360000,3984.5,672,27.993,44.4966,-10597.4560546875
673,4695.92,3365000,4095.09,673,32.1755,44.9504,-10349.9951171875
674,4903.64,3370000,4316.55,674,24.6121,44.7877,-10957.9033203125
675,4929.53,3375000,4832.98,675,28.6967,44.9215,-10778.0341796875
676,4128.25,3380000,4483.66,676,26.0144,45.1539,-11064.62890625
677,4806.32,3385000,4350.16,677,25.8174,45.3159,-11256.619140625
678,4840.03,3390000,4867.07,678,26.1148,45.1998,-11234.318359375
679,4812.65,3395000,4806.21,679,25.7806,44.8456,-11204.923828125
680,4882.65,3400000,4693.66,680,24.9677,44.3995,-11010.7138671875
681,4859.48,3405000,4630.51,681,26.1635,44.5525,-11154.9609375
682,4776.74,3410000,4839.75,682,26.3293,44.918,-11463.4912109375
683,4791.16,3415000,4618.75,683,25.4269,44.6346,-11423.5869140625
684,4622.14,3420000,4583.46,684,25.5539,44.548,-11501.685546875
685,4695.16,3425000,4743.2,685,25.1598,44.756,-11273.72265625
686,4895.65,3430000,4897.28,686,26.729,45.0918,-11422.5234375
687,4959.32,3435000,4761.93,687,27.032,44.8524,-11260.205078125
688,4732.03,3440000,4790.3,688,25.1003,44.7479,-11314.0068359375
689,4974.57,3445000,4368.9,689,26.8799,45.1093,-11462.4326171875
690,4955.5,3450000,4729.58,690,26.1929,44.9058,-11442.1689453125
691,4871.5,3455000,4631.05,691,26.5785,44.7382,-11009.6708984375
692,5003.48,3460000,4391.44,692,29.016,45.1792,-11289.953125
693,4962.5,3465000,4926.86,693,27.2326,44.848,-11462.2685546875
694,4955.84,3470000,4919.02,694,26.4641,45.1956,-11242.736328125
695,4940.75,3475000,4831.13,695,26.7881,44.8691,-11343.333984375
696,4961.36,3480000,4903.67,696,26.7722,45.0371,-11439.9052734375
697,4859.81,3485000,4800.99,697,26.6476,45.4859,-11240.7802734375
698,4861.69,3490000,4815.6,698,26.3726,45.4634,-11369.638671875
699,4792.24,3495000,4801.41,699,26.2779,45.2316,-11054.1650390625
700,4853.33,3500000,4739.84,700,26.5978,44.8894,-11364.5341796875
701,4688.63,3505000,4270.9,701,29.7299,45.1628,-10839.2138671875
702,4911.22,3510000,4872.04,702,26.375,45.1138,-11252.3408203125
703,4844.38,3515000,4848.97,703,27.252,45.0531,-11362.6689453125
704,4859.61,3520000,4841.83,704,28.5851,45.7085,-11346.2138671875
705,4875.74,3525000,4812.2,705,26.9769,45.2966,-11237.87890625
706,4789.56,3530000,4687.33,706,27.0246,45.0221,-11434.6748046875
707,4779.67,3535000,4793.01,707,25.8975,45.044,-11460.439453125
708,4853.59,3540000,4825.87,708,26.8103,45.0442,-11450.2490234375
709,4866.76,3545000,4818.83,709,27.456,45.4647,-11637.515625
710,4861.17,3550000,4705.84,710,26.4273,45.2075,-11608.3662109375
711,4854.62,3555000,4707.06,711,27.4359,45.6848,-11683.7197265625
712,4287.18,3560000,4698.45,712,27.1076,45.8762,-11544.4599609375
713,4703.77,3565000,4769.13,713,26.75,45.5571,-11238.791015625
714,55.26,3570000,61.27,714,92.2763,56.0949,-5462.802734375
715,3858.97,3575000,4240.31,715,35.5461,46.9332,-10751.076171875
716,4730.01,3580000,4311.66,716,29.6767,46.2945,-11251.7587890625
717,615.32,3585000,1229.72,717,75.9213,47.1249,-10786.552734375
718,1533.56,3590000,3101.4,718,52.8174,46.0909,-11137.638671875
719,4735.54,3595000,4800.18,719,29.9304,46.0738,-11926.7998046875
720,4699.89,3600000,4699.32,720,29.4891,46.2114,-11768.142578125
721,4747.53,3605000,4788.36,721,28.8632,45.7981,-11511.0986328125
722,4718.03,3610000,4776.53,722,28.5624,45.5422,-11701.1796875
723,4703.66,3615000,4797.5,723,28.7977,46.0244,-11601.826171875
724,4711.96,3620000,4793.83,724,27.9185,45.4207,-11655.720703125
725,4777.72,3625000,4806.62,725,28.5612,45.5461,-11792.83984375
726,4814.41,3630000,4843.33,726,28.9828,45.6864,-11978.4443359375
727,4757.96,3635000,4815.11,727,28.6779,45.4139,-11960.6572265625
728,4713.71,3640000,4785.8,728,29.4281,45.9005,-11940.7060546875
729,4800.94,3645000,4840.63,729,28.1268,45.5196,-11736.57421875
730,4808.02,3650000,4865.66,730,27.3209,45.3108,-11991.6552734375
731,4796.93,3655000,4806.31,731,27.4737,45.765,-11842.873046875
732,4791.89,3660000,4817.62,732,26.7752,44.9765,-11996.58984375
733,4807.91,3665000,4847.81,733,27.1605,44.8495,-12102.130859375
734,4773.05,3670000,4820.19,734,27.0699,45.4104,-12009.8017578125
735,4812.86,3675000,4826.67,735,25.6579,44.7821,-11911.646484375
736,4826.61,3680000,4811.25,736,26.7728,45.0595,-11932.765625
737,4842.6,3685000,4715.38,737,26.0343,44.869,-11831.3251953125
738,4748.29,3690000,4795.75,738,26.4468,45.0819,-12126.236328125
739,4848.49,3695000,4809.93,739,26.2621,45.2116,-12058.83203125
740,4880.67,3700000,4833.86,740,26.2473,45.147,-11900.5224609375
741,4884.45,3705000,4522.75,741,30.2959,45.3353,-11892.02734375
742,4869.24,3710000,4737.86,742,26.8012,45.2017,-11785.6181640625
743,4856.24,3715000,4657.95,743,31.51,45.1936,-11833.5078125
744,4850.84,3720000,4320.76,744,26.6173,45.0106,-11880.138671875
745,4869.38,3725000,4646.52,745,31.2352,45.0806,-11732.794921875
746,4870.3,3730000,4807.52,746,26.6851,45.4941,-11873.9228515625
747,4851.76,3735000,4655.27,747,27.0436,45.1492,-11888.6943359375
748,4809.54,3740000,4715.2,748,26.7431,45.483,-12068.35546875
749,4835.21,3745000,4501.55,749,28.9274,45.2261,-12143.6123046875
750,4879.61,3750000,4642.11,750,26.6246,44.9865,-12173.0498046875
751,4875.27,3755000,4858.11,751,26.8378,45.3056,-12236.673828125
752,4874.38,3760000,4833.85,752,27.9249,45.5241,-12098.9248046875
753,4806.86,3765000,4840.07,753,27.4669,45.7254,-12033.5556640625
754,4901.93,3770000,4823.42,754,26.1798,45.2014,-12066.064453125
755,4747.13,3775000,4839.49,755,27.2191,45.3843,-12275.5322265625
756,4915.82,3780000,4857.25,756,27.2222,45.7931,-12410.1650390625
757,4966.12,3785000,4678.67,757,27.6238,45.434,-12131.658203125
758,4924.3,3790000,4788.06,758,27.3117,45.4089,-12312.7177734375
759,4900.16,3795000,4851.76,759,26.8178,45.2923,-12215.53515625
760,4889.26,3800000,4846.13,760,27.8394,45.5762,-12433.43359375
761,4951.74,3805000,4899.11,761,27.5737,45.6205,-12216.2822265625
762,4921.39,3810000,4882.68,762,27.8824,45.5759,-12275.20703125
763,4938.33,3815000,4895.59,763,27.2699,45.5946,-12261.462890625
764,4921.83,3820000,4725.22,764,25.8245,45.2022,-12086.1015625
765,4797.48,3825000,4728.28,765,32.1324,45.53,-11921.7041015625
766,4735.01,3830000,4557.45,766,31.2951,45.6875,-11988.6962890625
